META; spain/la-liga-segunda/sevilla-b-v-gijon; 2018-03-02 17:48:12 GMT+2; 2018-03-04 17:00; Nothing; Xlenovo
Gijon; 5/6; 5/6; 20/23; 17/20; 87/100; 3/4; 5/6; 8/11; 9/11; 20/23; 5/6; 20/23; 10/11; 9/10; 10/11; 5/6; 13/15; 10/11; 8/9; 13/16; 9/10; 13/15; 4/6; 5/6; 9/10
Sevilla B; 19/4; 16/5; 15/4; 18/5; 47/10; 15/4; 7/2; 7/2; 7/2; 15/4; 4; 15/4; 7/2; 37/10; 7/2; 4; 39/10; 17/4; 41/13; 7/2; 4; 39/10; 7/2; 10/3; 21/5
META; spain/la-liga-segunda/sevilla-b-v-gijon; 2018-03-03 18:23:51 GMT+2; 2018-03-04 17:00; Nothing; Xlenovo
Gijon; 8/11; 5/6; 7/10; 8/11; 18/25; 4/6; 4/6; 8/13; 13/18; 7/10; 4/6; 8/11; 8/11; 8/11; 3/4; 7/10; 14/19; 3/4; 8/11; 5/7; 8/11; 10/13; 4/6; 4/6; 8/11
Draw; 9/4; 23/10; 12/5; 12/5; 68/25; 5/2; 12/5; 5/2; 28/11; 12/5; 5/2; 12/5; 13/5; 13/5; 12/5; 5/2; 12/5; 5/2; 5/2; 53/20; 5/2; 12/5; 13/5; ; 
Sevilla B; 9/2; 16/5; 19/5; 18/5; 47/10; 4; 7/2; 39/10; 19/5; 4; 15/4; 15/4; 7/2; 4; 39/10; 17/4; 13/4; 39/10; 4; 39/10; 10/3; 22/5; ; ; 
META; spain/la-liga-segunda/sevilla-b-v-gijon; 2018-03-03 22:23:39 GMT+2; 2018-03-04 17:00; Nothing; Xlenovo
Gijon; 8/11; 5/6; 8/11; 8/11; 37/50; 4/6; 4/6; 8/13; 13/18; 8/11; 4/6; 8/11; 3/4; 3/4; 3/4; 7/10; 10/13; 3/4; 3/4; 5/7; 3/4; 10/13; 4/6; 8/11; 8/11
Draw; 9/4; 23/10; 12/5; 12/5; 69/25; 5/2; 12/5; 5/2; 28/11; 12/5; 5/2; 12/5; 5/2; 13/5; 12/5; 27/11; 12/5; 5/2; 5/2; 13/5; 5/2; 12/5; 5/2; 13/5; 
Sevilla B; 9/2; 16/5; 18/5; 18/5; 22/5; 4; 7/2; 39/10; 18/5; 4; 15/4; 37/10; 7/2; 4; 19/5; 17/4; 31/10; 39/10; 4; 19/5; 7/2; 10/3; 4; ; 
META; spain/la-liga-segunda/sevilla-b-v-gijon; 2018-03-04 02:23:54 GMT+2; 2018-03-04 17:00; Nothing; Xlenovo
Gijon; 8/11; 5/6; 8/11; 8/11; 37/50; 4/6; 4/6; 8/13; 13/18; 8/11; 4/6; 8/11; 8/11; 7/10; 3/4; 7/10; 5/7; 3/4; 3/4; 5/7; 8/11; 5/7; 8/11; 4/6; 8/11
Draw; 9/4; 23/10; 12/5; 12/5; 68/25; 5/2; 12/5; 5/2; 28/11; 12/5; 5/2; 5/2; 5/2; 13/5; 12/5; 28/11; 12/5; 5/2; 5/2; 27/10; 28/11; 13/5; 5/2; 13/5; 
Sevilla B; 9/2; 16/5; 15/4; 18/5; 9/2; 4; 7/2; 39/10; 15/4; 4; 15/4; 19/5; 7/2; 4; 17/4; 31/10; 39/10; 4; 77/19; 7/2; 7/2; 4; ; ; 
META; spain/la-liga-segunda/sevilla-b-v-gijon; 2018-03-04 10:24:01 GMT+2; 2018-03-04 17:00; Nothing; Xlenovo
Gijon; 8/11; 5/6; 3/4; 8/11; 3/4; 7/10; 8/11; 4/6; 13/18; 3/4; 8/11; 3/4; 8/11; 3/4; 4/5; 8/11; 5/7; 4/5; 7/9; 5/7; 10/13; 14/19; 8/11; 8/11; 8/11
Draw; 9/4; 23/10; 12/5; 12/5; 68/25; 5/2; 12/5; 12/5; 28/11; 12/5; 12/5; 12/5; 5/2; 12/5; 12/5; 12/5; 28/11; 12/5; 5/2; 5/2; 53/20; 28/11; 13/5; 5/2; 13/5
Sevilla B; 9/2; 16/5; 18/5; 18/5; 22/5; 15/4; 7/2; 7/2; 39/10; 18/5; 4; 15/4; 7/2; 37/10; 7/2; 15/4; 75/19; 15/4; 33/10; 39/10; 15/4; 75/19; 7/2; 7/2; 4
META; spain/la-liga-segunda/sevilla-b-v-gijon; 2018-03-04 14:24:39 GMT+2; 2018-03-04 17:00; Nothing; Xlenovo
Gijon; 4/5; 3/4; 4/5; 8/11; 21/25; 8/11; 4/5; 4/6; 4/5; 4/5; 8/11; 5/6; 5/6; 5/6; 3/4; 4/5; 5/6; 4/5; 6/7; 11/14; 5/6; 5/6; 5/6; 4/5; 5/6
Draw; 5/2; 12/5; 12/5; 12/5; 53/20; 12/5; 12/5; 23/10; 28/11; 12/5; 5/2; 23/10; 5/2; 12/5; 13/5; 12/5; 28/11; 12/5; 28/11; 5/2; 13/5; 28/11; 12/5; 12/5; 13/5
Sevilla B; 7/2; 7/2; 16/5; 18/5; 19/5; 15/4; 10/3; 7/2; 17/5; 16/5; 7/2; 10/3; 3; 31/10; 7/2; 7/2; 33/10; 15/4; 37/13; 57/17; 7/2; 33/10; 7/2; 7/2; 10/3
META; spain/la-liga-segunda/sevilla-b-v-gijon; 2018-03-04 18:25:52 GMT+2; 2018-03-04 17:00; Nothing; Xlenovo
Gijon; 4/5; 4/5; 17/20; 8/11; 21/25; 3/4; 4/5; 8/11; 4/5; 17/20; 4/5; 5/6; 17/20; 17/20; 3/4; 4/5; 5/6; 4/5; 7/8; 11/14; 5/6; 5/6; 5/6; 5/6; 5/6
Draw; 5/2; 23/10; 12/5; 12/5; 67/25; 23/10; 12/5; 23/10; 28/11; 12/5; 12/5; 23/10; 12/5; 47/20; 13/5; 12/5; 5/2; 12/5; 5/2; 5/2; 13/5; 28/11; 12/5; 5/2; 13/5
Sevilla B; 7/2; 10/3; 3; 18/5; 15/4; 7/2; 10/3; 7/2; 17/5; 3; 10/3; 10/3; 3; 31/10; 7/2; 10/3; 13/4; 15/4; 14/5; 57/17; 7/2; 33/10; 7/2; 7/2; 7/2
