META; spain/la-liga-segunda/leonesa-v-numancia; 2017-12-24 18:27:19 GMT+2; 2018-01-07 17:00; Nothing; Xlenovo
Leonesa; 8/5; ; ; ; ; ; ; ; 6/4; ; ; 31/20; ; ; 8/5; ; ; 17/11; ; 16/11; 6/4; ; 13/8; ; 17/11; ; ; 7/5; 
Numancia; 2; ; ; ; ; ; ; ; 2; ; ; 15/8; ; ; 7/4; ; ; 24/13; ; 28/17; 2; ; 15/8; ; 24/13; ; ; 13/8; 
Draw; 15/8; ; ; ; ; ; ; ; 24/13; ; ; 2; ; ; 21/10; ; ; 19/10; ; 11/5; 24/13; ; 85/40; ; 19/10; ; ; 15/8; 
META; spain/la-liga-segunda/leonesa-v-numancia; 2017-12-24 22:27:23 GMT+2; 2018-01-07 17:00; Nothing; Xlenovo
Leonesa; 8/5; ; ; ; ; ; ; ; 6/4; ; ; 31/20; ; ; 8/5; ; ; 17/11; ; 16/11; 6/4; ; 13/8; ; 17/11; ; ; 7/5; 
Numancia; 2; ; ; ; ; ; ; ; 2; ; ; 15/8; ; ; 7/4; ; ; 24/13; ; 28/17; 2; ; 15/8; ; 24/13; ; ; 13/8; 
Draw; 15/8; ; ; ; ; ; ; ; 24/13; ; ; 2; ; ; 21/10; ; ; 19/10; ; 11/5; 24/13; ; 85/40; ; 19/10; ; ; 15/8; 
META; spain/la-liga-segunda/leonesa-v-numancia; 2017-12-25 02:27:22 GMT+2; 2018-01-07 17:00; Nothing; Xlenovo
Leonesa; 8/5; ; 17/11; ; ; ; ; ; 6/4; 31/20; ; 13/8; ; ; 8/5; ; ; 17/11; ; 16/11; 6/4; ; 13/8; ; 17/11; ; ; ; 
Numancia; 2; ; 7/4; ; ; ; ; ; 2; 7/4; ; 9/5; ; ; 7/4; ; ; 24/13; ; 28/17; 2; ; 15/8; ; 24/13; ; ; ; 
Draw; 15/8; ; 2; ; ; ; ; ; 24/13; 2; ; 19/10; ; ; 21/10; ; ; 19/10; ; 11/5; 24/13; ; 85/40; ; 19/10; ; ; ; 
META; spain/la-liga-segunda/leonesa-v-numancia; 2017-12-25 10:27:26 GMT+2; 2018-01-07 17:00; Nothing; Xlenovo
Leonesa; 8/5; ; 17/11; ; ; ; ; ; 6/4; 31/20; ; 8/5; ; ; 13/8; ; 17/11; 17/11; 17/11; 16/11; 6/4; ; 13/8; ; 17/11; ; ; 7/5; 
Numancia; 2; ; 7/4; ; ; ; ; ; 2; 7/4; ; 7/4; ; ; 9/5; ; 19/10; 24/13; 19/10; 28/17; 2; ; 15/8; ; 24/13; ; ; 13/8; 
Draw; 15/8; ; 2; ; ; ; ; ; 24/13; 2; ; 2; ; ; 2; ; 2; 19/10; 2; 11/5; 24/13; ; 85/40; ; 19/10; ; ; 19/10; 
META; spain/la-liga-segunda/leonesa-v-numancia; 2017-12-25 14:27:30 GMT+2; 2018-01-07 17:00; Nothing; Xlenovo
Leonesa; 8/5; ; 17/11; ; ; ; ; ; 6/4; 31/20; ; 8/5; ; ; 13/8; ; 17/11; 17/11; 17/11; 16/11; 6/4; ; 13/8; 13/8; 8/5; ; ; 7/5; 
Numancia; 2; ; 7/4; ; ; ; ; ; 2; 7/4; ; 7/4; ; ; 9/5; ; 19/10; 24/13; 19/10; 28/17; 2; ; 15/8; 9/5; 24/13; ; ; 13/8; 
Draw; 15/8; ; 2; ; ; ; ; ; 24/13; 2; ; 2; ; ; 2; ; 2; 19/10; 2; 11/5; 24/13; ; 85/40; 2; 19/10; ; ; 19/10; 
META; spain/la-liga-segunda/leonesa-v-numancia; 2017-12-25 18:27:24 GMT+2; 2018-01-07 17:00; Nothing; Xlenovo
Leonesa; 8/5; ; 17/11; ; ; ; ; ; 6/4; 31/20; ; 8/5; ; ; 13/8; ; 17/11; 8/5; 17/11; 16/11; 6/4; ; 13/8; 13/8; 8/5; ; ; 7/5; 
Numancia; 2; ; 7/4; ; ; ; ; ; 2; 7/4; ; 7/4; ; ; 9/5; ; 19/10; 9/5; 19/10; 28/17; 2; ; 15/8; 9/5; 24/13; ; ; 13/8; 
Draw; 15/8; ; 2; ; ; ; ; ; 24/13; 2; ; 2; ; ; 2; ; 2; 19/10; 2; 11/5; 24/13; ; 85/40; 2; 19/10; ; ; 19/10; 
META; spain/la-liga-segunda/leonesa-v-numancia; 2017-12-25 22:27:26 GMT+2; 2018-01-07 17:00; Nothing; Xlenovo
Leonesa; 8/5; ; 17/11; ; ; ; ; ; 6/4; 31/20; ; 8/5; ; ; 13/8; ; 17/11; 8/5; 17/11; 16/11; 6/4; ; 13/8; 13/8; 8/5; ; ; 7/5; 
Numancia; 2; ; 7/4; ; ; ; ; ; 2; 7/4; ; 7/4; ; ; 9/5; ; 19/10; 9/5; 19/10; 28/17; 2; ; 15/8; 9/5; 24/13; ; ; 13/8; 
Draw; 15/8; ; 2; ; ; ; ; ; 24/13; 2; ; 2; ; ; 2; ; 2; 19/10; 2; 11/5; 24/13; ; 85/40; 2; 19/10; ; ; 19/10; 
META; spain/la-liga-segunda/leonesa-v-numancia; 2017-12-26 02:27:30 GMT+2; 2018-01-07 17:00; Nothing; Xlenovo
Leonesa; 8/5; ; 17/11; ; ; ; ; ; 6/4; 31/20; ; 8/5; ; ; 13/8; ; 17/11; 17/11; 17/11; 16/11; 6/4; ; 13/8; 13/8; 8/5; ; ; 7/5; 
Numancia; 2; ; 7/4; ; ; ; ; ; 2; 7/4; ; 7/4; ; ; 9/5; ; 19/10; 9/5; 19/10; 28/17; 2; ; 15/8; 9/5; 24/13; ; ; 13/8; 
Draw; 15/8; ; 2; ; ; ; ; ; 24/13; 2; ; 2; ; ; 2; ; 2; 19/10; 2; 11/5; 24/13; ; 85/40; 2; 19/10; ; ; 19/10; 
META; spain/la-liga-segunda/leonesa-v-numancia; 2017-12-26 10:27:52 GMT+2; 2018-01-07 17:00; Nothing; Xlenovo
Leonesa; 8/5; ; 17/11; ; ; ; ; ; 6/4; 31/20; ; 8/5; ; ; 13/8; ; 17/11; 17/11; 17/11; 16/11; 6/4; ; 13/8; 13/8; 8/5; ; ; 27/20; 
Numancia; 2; ; 7/4; ; ; ; ; ; 2; 7/4; ; 7/4; ; ; 9/5; ; 19/10; 9/5; 19/10; 28/17; 2; ; 15/8; 9/5; 24/13; ; ; 6/4; 
Draw; 15/8; ; 2; ; ; ; ; ; 24/13; 2; ; 2; ; ; 2; ; 2; 19/10; 2; 11/5; 24/13; ; 85/40; 2; 19/10; ; ; 7/4; 
META; spain/la-liga-segunda/leonesa-v-numancia; 2017-12-26 14:30:09 GMT+2; 2018-01-07 17:00; Nothing; Xlenovo
Leonesa; 8/5; ; 17/11; 8/5; ; ; ; ; 6/4; 31/20; ; 8/5; ; ; 13/8; ; 17/11; 8/5; 17/11; 16/11; 6/4; ; 13/8; 13/8; 8/5; ; ; 7/5; 
Numancia; 2; ; 7/4; 17/10; ; ; ; ; 2; 7/4; ; 7/4; ; ; 9/5; ; 19/10; 9/5; 19/10; 28/17; 2; ; 15/8; 9/5; 24/13; ; ; 13/8; 
Draw; 15/8; ; 2; 2; ; ; ; ; 24/13; 2; ; 2; ; ; 2; ; 2; 19/10; 2; 11/5; 24/13; ; 85/40; 2; 19/10; ; ; 19/10; 
META; spain/la-liga-segunda/leonesa-v-numancia; 2017-12-26 18:27:25 GMT+2; 2018-01-07 17:00; Nothing; Xlenovo
Leonesa; 8/5; ; 17/11; 8/5; ; ; ; ; 6/4; 31/20; ; 8/5; ; ; 13/8; ; 17/11; 8/5; 17/11; 16/11; 6/4; 6/4; 13/8; 13/8; 8/5; ; ; 7/5; 
Numancia; 2; ; 7/4; 17/10; ; ; ; ; 2; 7/4; ; 7/4; ; ; 9/5; ; 19/10; 9/5; 19/10; 28/17; 2; 7/4; 15/8; 9/5; 24/13; ; ; 13/8; 
