META; spain/la-liga-segunda/alcorcon-v-osasuna; 2018-04-15 22:23:25 GMT+3; 2018-04-22 11:00; Nothing; Xlenovo
Alcorcon; 1/100
Draw; 1/100
Osasuna; 1/100
META; spain/la-liga-segunda/alcorcon-v-osasuna; 2018-04-16 02:23:02 GMT+3; 2018-04-22 11:00; Nothing; Xlenovo
Alcorcon; 1/50
Draw; 1/50
Osasuna; 1/50
META; spain/la-liga-segunda/alcorcon-v-osasuna; 2018-04-16 10:23:04 GMT+3; 2018-04-22 11:00; Nothing; Xlenovo
Alcorcon; 1/50
Draw; 1/50
Osasuna; 1/50
META; spain/la-liga-segunda/alcorcon-v-osasuna; 2018-04-16 14:24:13 GMT+3; 2018-04-22 11:00; Nothing; Xlenovo
Alcorcon; 1/50; 7/4
Draw; 1/50; 7/4
Osasuna; 1/50; 7/4
META; spain/la-liga-segunda/alcorcon-v-osasuna; 2018-04-16 18:24:54 GMT+3; 2018-04-22 11:00; Nothing; Xlenovo
Alcorcon; 13/10; 13/10; 13/10; 13/10; 10/11; 5/4
Draw; 19/10; 2; 2; 6/4; 15/8; 
Osasuna; 11/5; 11/5; 11/5; 11/5; 13/8; 21/10
META; spain/la-liga-segunda/alcorcon-v-osasuna; 2018-04-16 22:24:49 GMT+3; 2018-04-22 11:00; Nothing; Xlenovo
Alcorcon; 13/10; 13/10; 13/10; 13/10; 13/10; 8/11; 5/4
Draw; 19/10; 2; 19/10; 2; 15/8; ; 
Osasuna; 11/5; 11/5; 11/5; 23/10; 11/5; 11/10; 21/10
META; spain/la-liga-segunda/alcorcon-v-osasuna; 2018-04-17 02:24:38 GMT+3; 2018-04-22 11:00; Nothing; Xlenovo
Alcorcon; 13/10; 13/10; 13/10; 13/10; 13/10; 13/10; 13/10; 4/5; 5/4
Draw; 19/10; 2; 19/10; 2; 2; 23/20; 15/8; ; 
Osasuna; 11/5; 11/5; 11/5; 23/10; 11/5; 11/5; 11/5; 3/10; 21/10
META; spain/la-liga-segunda/alcorcon-v-osasuna; 2018-04-17 10:24:39 GMT+3; 2018-04-22 11:00; Nothing; Xlenovo
Alcorcon; 13/10; 13/10; 13/10; 13/10; 13/10; 13/10; 13/10; 4/5; 5/4
Draw; 19/10; 2; 19/10; 2; 2; 23/20; 15/8; ; 
Osasuna; 11/5; 11/5; 11/5; 23/10; 28/13; 11/5; 11/5; 3/10; 21/10
META; spain/la-liga-segunda/alcorcon-v-osasuna; 2018-04-17 14:24:59 GMT+3; 2018-04-22 11:00; Nothing; Xlenovo
Alcorcon; 13/10; 153/100; 13/10; 13/10; 13/10; 13/10; 13/10; 13/10; 5/6; 7/5
Draw; 2; 19/10; 2; 19/10; 2; 2; 9/5; 9/5; ; 
Osasuna; 85/40; 5/2; 11/5; 11/5; 23/10; 28/13; 11/5; 11/5; 5/4; 12/5
META; spain/la-liga-segunda/alcorcon-v-osasuna; 2018-04-17 18:25:02 GMT+3; 2018-04-22 11:00; Nothing; Xlenovo
Alcorcon; 6/4; 6/4; 8/5; 8/5; 171/100; 28/17; 31/20; 8/5; 8/5; 31/20; 8/5; 6/4; 17/11; 8/5; 22/15; 28/17; 13/8; 17/11; 1/3; 7/5; 13/8
Draw; 15/8; 9/5; 9/5; 7/4; 189/100; 24/13; 9/5; 9/5; 9/5; 9/5; 7/4; 9/5; 7/4; 24/13; 24/13; 24/13; 15/8; 9/5; 9/5; 6/4; 9/5
Osasuna; 21/10; 2; 19/10; 2; 111/50; 24/13; 2; 2; 21/10; 2; 2; 19/10; 24/13; 85/40; 39/19; 1/3; 13/8; 11/5; ; ; 
META; spain/la-liga-segunda/alcorcon-v-osasuna; 2018-04-17 22:25:12 GMT+3; 2018-04-22 11:00; Nothing; Xlenovo
Alcorcon; 6/4; 31/20; 8/5; 171/100; 28/17; 31/20; 8/5; 31/20; 31/20; 8/5; 6/4; 17/11; 28/17; 22/15; 28/17; 13/8; 17/11; 20/21; 7/5; 13/8; 13/8; 
Draw; 15/8; 15/8; 9/5; 7/4; 189/100; 24/13; 9/5; 9/5; 9/5; 9/5; 7/4; 9/5; 7/4; 7/4; 24/13; 24/13; 15/8; 9/5; 9/5; 6/4; 9/5; 9/5
Osasuna; 21/10; 19/10; 19/10; 2; 111/50; 24/13; 19/10; 2; 2; 21/10; 2; 2; 19/10; 24/13; 85/40; 39/19; 7/5; 13/8; 11/5; 11/5; ; 
META; spain/la-liga-segunda/alcorcon-v-osasuna; 2018-04-18 02:23:49 GMT+3; 2018-04-22 11:00; Nothing; Xlenovo
Alcorcon; 6/4; 13/8; 31/20; 8/5; 173/100; 28/17; 31/20; 8/5; 13/8; 13/8; 13/8; 6/4; 8/5; 28/17; 31/21; 28/17; 13/8; 8/5; 1; 7/5; 17/10; 17/10
Draw; 15/8; 9/5; 9/5; 7/4; 47/25; 24/13; 9/5; 9/5; 7/4; 9/5; 9/5; 9/5; 7/4; 7/4; 21/11; 24/13; 15/8; 7/4; 13/10; 6/4; 9/5; 9/5
Osasuna; 21/10; 19/10; 19/10; 2; 11/5; 24/13; 19/10; 2; 19/10; 2; 2; 11/6; 24/13; 21/10; 2; 7/5; 7/4; 21/10; 21/10; ; ; 
META; spain/la-liga-segunda/alcorcon-v-osasuna; 2018-04-18 10:23:55 GMT+3; 2018-04-22 11:00; Nothing; Xlenovo
Alcorcon; 6/4; 13/8; 31/20; 8/5; 173/100; 28/17; 31/20; 8/5; 13/8; 13/8; 8/5; 6/4; 8/5; 28/17; 31/21; 28/17; 13/8; 8/5; 1/3; 17/10; 17/10
Draw; 15/8; 9/5; 9/5; 7/4; 47/25; 24/13; 9/5; 9/5; 7/4; 9/5; 13/8; 9/5; 7/4; 7/4; 21/11; 24/13; 15/8; 7/4; 13/10; 9/5; 9/5
Osasuna; 21/10; 19/10; 19/10; 2; 11/5; 24/13; 19/10; 2; 19/10; 9/5; 2; 2; 11/6; 24/13; 21/10; 2; 4/9; 21/10; 21/10; ; 
META; spain/la-liga-segunda/alcorcon-v-osasuna; 2018-04-18 14:25:05 GMT+3; 2018-04-22 11:00; Nothing; Xlenovo
Alcorcon; 6/4; 13/8; 31/20; 8/5; 173/100; 6/4; 28/17; 31/20; 8/5; 13/8; 13/8; 8/5; 6/4; 8/5; 28/17; 31/21; 28/17; 13/8; 8/5; 1; 7/5; 17/10; 17/10
Draw; 15/8; 9/5; 9/5; 7/4; 47/25; 7/4; 24/13; 9/5; 9/5; 7/4; 9/5; 13/8; 9/5; 24/13; 7/4; 21/11; 24/13; 15/8; 24/13; 13/10; 6/4; 9/5; 9/5
Osasuna; 21/10; 19/10; 19/10; 2; 11/5; 2; 24/13; 19/10; 2; 19/10; 9/5; 2; 37/19; 2; 11/6; 24/13; 21/10; 2; 7/5; 7/4; 21/10; 21/10; 
META; spain/la-liga-segunda/alcorcon-v-osasuna; 2018-04-18 18:25:03 GMT+3; 2018-04-22 11:00; Nothing; Xlenovo
Alcorcon; 6/4; 13/8; 31/20; 8/5; 173/100; 6/4; 28/17; 31/20; 8/5; 13/8; 13/8; 8/5; 6/4; 8/5; 28/17; 31/21; 28/17; 13/8; 8/5; 1; 7/5; 17/10; 17/10
Draw; 15/8; 9/5; 9/5; 7/4; 47/25; 7/4; 24/13; 9/5; 9/5; 7/4; 9/5; 13/8; 9/5; 24/13; 7/4; 21/11; 24/13; 15/8; 24/13; 13/10; 6/4; 9/5; 9/5
Osasuna; 21/10; 19/10; 19/10; 2; 11/5; 2; 24/13; 19/10; 2; 19/10; 9/5; 2; 37/19; 2; 11/6; 24/13; 21/10; 2; 7/5; 7/4; 21/10; 21/10; 
META; spain/la-liga-segunda/alcorcon-v-osasuna; 2018-04-18 22:24:48 GMT+3; 2018-04-22 11:00; Nothing; Xlenovo
Alcorcon; 6/4; 13/8; 31/20; 8/5; 173/100; 31/20; 6/4; 7/4; 31/20; 8/5; 13/8; 13/8; 8/5; 6/4; 8/5; 28/17; 31/21; 17/10; 13/8; 8/5; 4/9; 7/5; 17/10; 17/10
Draw; 15/8; 9/5; 9/5; 7/4; 47/25; 9/5; 7/4; 15/8; 9/5; 9/5; 7/4; 9/5; 13/8; 9/5; 9/5; 7/4; 21/11; 24/13; 15/8; 9/5; 1/100; 6/4; 9/5; 9/5
Osasuna; 21/10; 19/10; 19/10; 2; 11/5; 2; 24/13; 19/10; 2; 19/10; 9/5; 2; 2; 11/6; 9/5; 21/10; 2; 4/9; 7/4; 21/10; 21/10; ; ; 
META; spain/la-liga-segunda/alcorcon-v-osasuna; 2018-04-19 02:24:14 GMT+3; 2018-04-22 11:00; Nothing; Xlenovo
Alcorcon; 6/4; 13/8; 31/20; 8/5; 173/100; 31/20; 6/4; 7/4; 31/20; 8/5; 13/8; 13/8; 8/5; 6/4; 8/5; 28/17; 31/21; 17/10; 13/8; 8/5; 2/5; 17/10; 17/10
Draw; 15/8; 9/5; 9/5; 7/4; 47/25; 9/5; 7/4; 15/8; 9/5; 9/5; 7/4; 9/5; 13/8; 9/5; 9/5; 7/4; 21/11; 24/13; 15/8; 9/5; 4/9; 9/5; 9/5
Osasuna; 21/10; 19/10; 19/10; 2; 11/5; 2; 24/13; 19/10; 2; 19/10; 9/5; 2; 2; 11/6; 9/5; 21/10; 2; 6/4; 21/10; 21/10; ; ; 
META; spain/la-liga-segunda/alcorcon-v-osasuna; 2018-04-19 10:24:06 GMT+3; 2018-04-22 11:00; Nothing; Xlenovo
Alcorcon; 8/5; 13/8; 31/20; 8/5; 173/100; 31/20; 6/4; 7/4; 31/20; 8/5; 13/8; 13/8; 8/5; 8/5; 8/5; 28/17; 31/21; 17/10; 13/8; 28/17; 11/10; 7/5; 17/10; 17/10
Draw; 19/10; 9/5; 9/5; 7/4; 47/25; 9/5; 7/4; 15/8; 9/5; 9/5; 7/4; 9/5; 13/8; 9/5; 9/5; 7/4; 21/11; 24/13; 15/8; 9/5; 27/20; 6/4; 9/5; 9/5
Osasuna; 2; 19/10; 19/10; 2; 11/5; 2; 24/13; 19/10; 2; 19/10; 9/5; 2; 2; 11/6; 9/5; 21/10; 2; 6/4; 7/4; 21/10; 21/10; ; ; 
META; spain/la-liga-segunda/alcorcon-v-osasuna; 2018-04-19 14:24:27 GMT+3; 2018-04-22 11:00; Nothing; Xlenovo
Alcorcon; 8/5; 13/8; 31/20; 8/5; 179/100; 31/20; 13/8; 7/4; 31/20; 13/8; 13/8; 13/8; 8/5; 8/5; 28/17; 28/17; 31/21; 17/10; 13/8; 17/10; 11/10; 7/5; 7/4; 7/4
Draw; 19/10; 9/5; 9/5; 7/4; 47/25; 9/5; 7/4; 15/8; 9/5; 9/5; 7/4; 9/5; 13/8; 9/5; 9/5; 7/4; 21/11; 24/13; 15/8; 24/13; 13/10; 6/4; 9/5; 9/5
Osasuna; 2; 19/10; 19/10; 2; 85/40; 2; 15/8; 24/13; 19/10; 19/10; 2; 19/10; 9/5; 2; 2; 11/6; 9/5; 21/10; 2; 1/100; 7/4; 2; 21/10; 
META; spain/la-liga-segunda/alcorcon-v-osasuna; 2018-04-19 18:24:22 GMT+3; 2018-04-22 11:00; Nothing; Xlenovo
Alcorcon; 8/5; 13/8; 31/20; 8/5; 179/100; 31/20; 13/8; 7/4; 31/20; 13/8; 13/8; 13/8; 8/5; 8/5; 28/17; 28/17; 31/21; 17/10; 13/8; 17/10; 11/10; 7/5; 7/4; 7/4
Draw; 19/10; 9/5; 9/5; 7/4; 47/25; 9/5; 7/4; 15/8; 9/5; 9/5; 7/4; 9/5; 13/8; 9/5; 9/5; 7/4; 21/11; 24/13; 15/8; 24/13; 13/10; 6/4; 9/5; 9/5
Osasuna; 2; 19/10; 19/10; 2; 85/40; 2; 15/8; 24/13; 19/10; 19/10; 2; 19/10; 9/5; 2; 2; 11/6; 9/5; 21/10; 2; 1/100; 7/4; 2; 21/10; 
META; spain/la-liga-segunda/alcorcon-v-osasuna; 2018-04-19 22:24:22 GMT+3; 2018-04-22 11:00; Nothing; Xlenovo
Alcorcon; 8/5; 13/8; 31/20; 8/5; 179/100; 31/20; 13/8; 7/4; 31/20; 13/8; 13/8; 13/8; 8/5; 8/5; 28/17; 28/17; 31/21; 17/10; 13/8; 28/17; 7/5; 7/5; 7/4; 7/4
Draw; 19/10; 9/5; 9/5; 7/4; 47/25; 9/5; 7/4; 15/8; 9/5; 9/5; 7/4; 9/5; 13/8; 9/5; 24/13; 7/4; 21/11; 24/13; 15/8; 24/13; 17/10; 6/4; 9/5; 9/5
Osasuna; 2; 19/10; 19/10; 2; 85/40; 2; 15/8; 24/13; 19/10; 19/10; 2; 19/10; 9/5; 2; 37/19; 2; 11/6; 9/5; 21/10; 2; 9/5; 7/4; 2; 21/10
META; spain/la-liga-segunda/alcorcon-v-osasuna; 2018-04-20 02:23:43 GMT+3; 2018-04-22 11:00; Nothing; Xlenovo
Alcorcon; 8/5; 13/8; 31/20; 8/5; 179/100; 31/20; 13/8; 7/4; 31/20; 13/8; 13/8; 13/8; 8/5; 8/5; 28/17; 28/17; 31/21; 17/10; 13/8; 17/10; 7/5; 7/5; 7/4
Draw; 19/10; 9/5; 9/5; 7/4; 47/25; 9/5; 7/4; 15/8; 9/5; 9/5; 7/4; 9/5; 13/8; 9/5; 9/5; 7/4; 21/11; 24/13; 15/8; 24/13; 17/10; 6/4; 9/5
Osasuna; 2; 19/10; 19/10; 2; 85/40; 2; 15/8; 24/13; 19/10; 19/10; 2; 19/10; 9/5; 2; 2; 11/6; 9/5; 21/10; 2; 9/5; 7/4; 21/10; 
META; spain/la-liga-segunda/alcorcon-v-osasuna; 2018-04-20 10:23:46 GMT+3; 2018-04-22 11:00; Nothing; Xlenovo
Alcorcon; 8/5; 13/8; 31/20; 8/5; 179/100; 31/20; 13/8; 7/4; 31/20; 8/5; 13/8; 13/8; 6/4; 8/5; 28/17; 28/17; 31/21; 17/10; 13/8; 17/10; 7/5; 7/5; 7/4; 7/4
Draw; 19/10; 9/5; 9/5; 7/4; 47/25; 9/5; 7/4; 15/8; 9/5; 9/5; 7/4; 9/5; 7/4; 9/5; 9/5; 9/5; 21/11; 24/13; 15/8; 24/13; 17/10; 6/4; 9/5; 9/5
Osasuna; 2; 19/10; 19/10; 2; 85/40; 2; 15/8; 24/13; 19/10; 2; 19/10; 9/5; 2; 21/10; 11/6; 9/5; 21/10; 2; 9/5; 7/4; 2; 21/10; ; 
META; spain/la-liga-segunda/alcorcon-v-osasuna; 2018-04-20 14:24:11 GMT+3; 2018-04-22 11:00; Nothing; Xlenovo
Alcorcon; 8/5; 13/8; 31/20; 8/5; 179/100; 31/20; 13/8; 7/4; 31/20; 8/5; 13/8; 13/8; 6/4; 8/5; 28/17; 28/17; 31/21; 17/10; 13/8; 17/10; 7/5; 7/5; 7/4; 7/4
Draw; 19/10; 9/5; 9/5; 7/4; 47/25; 9/5; 7/4; 15/8; 9/5; 9/5; 7/4; 9/5; 7/4; 9/5; 9/5; 9/5; 24/13; 24/13; 15/8; 24/13; 13/8; 6/4; 9/5; 9/5
Osasuna; 2; 19/10; 19/10; 2; 85/40; 2; 15/8; 24/13; 19/10; 2; 19/10; 9/5; 2; 21/10; 24/13; 9/5; 21/10; 2; 9/5; 7/4; 2; 21/10; ; 
META; spain/la-liga-segunda/alcorcon-v-osasuna; 2018-04-20 18:24:26 GMT+3; 2018-04-22 11:00; Nothing; Xlenovo
Alcorcon; 8/5; 13/8; 31/20; 8/5; 179/100; 31/20; 13/8; 7/4; 31/20; 8/5; 13/8; 13/8; 6/4; 8/5; 28/17; 28/17; 31/21; 17/10; 13/8; 17/10; 7/5; 7/5; 7/4; 7/4
Draw; 19/10; 9/5; 9/5; 7/4; 47/25; 9/5; 7/4; 15/8; 9/5; 9/5; 7/4; 9/5; 7/4; 9/5; 9/5; 9/5; 24/13; 24/13; 15/8; 24/13; 13/8; 6/4; 9/5; 9/5
