META; spain/la-liga-segunda/alcorcon-v-zaragoza; 2018-01-30 22:23:42 GMT+2; 2018-02-03 17:00; Nothing; Xlenovo
Alcorcon; 13/10; 13/10; 23/17; ; 41/25; ; ; ; ; 27/20; 11/8; ; ; 27/20; ; 11/8; ; 23/17; ; 17/13; ; 13/10; 7/5; ; 7/5; ; ; 13/10; 
Draw; 2; 2; 19/10; ; 19/10; ; ; ; ; ; ; ; ; 39/20; ; 19/10; ; 39/19; ; 39/19; ; 15/8; 2; ; 39/19; ; ; 19/10; 
Zaragoza; 12/5; ; 21/10; ; 23/10; ; ; ; ; 21/10; 11/5; ; ; 43/20; ; 21/10; ; 28/13; ; 45/23; ; 2; 23/10; ; 11/5; ; ; 19/10; 
META; spain/la-liga-segunda/alcorcon-v-zaragoza; 2018-01-31 02:22:41 GMT+2; 2018-02-03 17:00; Nothing; Xlenovo
Alcorcon; 13/10; 13/10; 23/17; ; 41/25; ; ; ; ; 27/20; 11/8; ; ; 27/20; ; 11/8; 16/11; 23/17; 16/11; 17/13; ; 13/10; 7/5; 7/5; 7/5; ; ; 13/10; 
Draw; 2; 2; 19/10; ; 19/10; ; ; ; ; 19/10; 19/10; ; ; 39/20; ; 19/10; 2; 39/19; 2; 39/19; ; 15/8; 2; 39/20; 39/19; ; ; 19/10; 
Zaragoza; 12/5; 85/40; 21/10; ; 23/10; ; ; ; ; 21/10; 11/5; ; ; 43/20; ; 11/5; 2; 11/5; 2; 45/23; ; 2; 23/10; 11/5; 11/5; ; ; 19/10; 
META; spain/la-liga-segunda/alcorcon-v-zaragoza; 2018-01-31 10:22:52 GMT+2; 2018-02-03 17:00; Nothing; Xlenovo
Alcorcon; 6/4; 29/20; 16/11; ; 41/25; ; ; ; ; 29/20; 6/4; ; ; 6/4; ; 6/4; 16/11; 17/11; 16/11; 17/13; ; 7/5; 29/20; 6/4; 17/11; ; ; 13/10; 
Draw; 2; 15/8; 19/10; ; 19/10; ; ; ; ; 19/10; 19/10; ; ; 19/10; ; 19/10; 2; 2; 2; 39/19; ; 9/5; 2; 39/20; 39/19; ; ; 9/5; 
Zaragoza; 2; 2; 2; ; 23/10; ; ; ; ; 2; 2; ; ; 39/20; ; 2; 2; 37/19; 2; 45/23; ; 15/8; 11/5; 2; 37/19; ; ; 19/10; 
META; spain/la-liga-segunda/alcorcon-v-zaragoza; 2018-01-31 14:23:30 GMT+2; 2018-02-03 17:00; Nothing; Xlenovo
Alcorcon; 6/4; 29/20; 16/11; ; 41/25; ; ; ; 16/11; 29/20; 7/5; ; ; 29/20; ; 7/5; 16/11; 7/5; 16/11; 17/12; 16/11; 13/10; 31/20; 29/20; 16/11; ; 1; 13/10; 
Draw; 2; 19/10; 19/10; ; 19/10; ; ; ; 19/10; 19/10; 19/10; ; ; 39/20; ; 19/10; 2; 39/19; 2; 39/19; 19/10; 15/8; 2; 39/20; 39/19; ; 7/5; 15/8; 
Zaragoza; 2; 2; 2; ; 23/10; ; ; ; 2; 2; 21/10; ; ; 2; ; 2; 2; 21/10; 2; 9/5; 2; 2; 21/10; 21/10; 21/10; ; 17/10; 15/8; 
META; spain/la-liga-segunda/alcorcon-v-zaragoza; 2018-01-31 18:24:01 GMT+2; 2018-02-03 17:00; Nothing; Xlenovo
Alcorcon; 6/4; 29/20; 7/5; ; 41/25; ; ; ; 16/11; 7/5; 6/4; ; ; 29/20; 7/5; 6/4; 16/11; 16/11; 16/11; 17/12; 16/11; 13/10; 31/20; 29/20; 16/11; ; 11/8; 13/10; 6/4
Draw; 2; 19/10; 19/10; ; 19/10; ; ; ; 19/10; 19/10; 19/10; ; ; 39/20; 21/10; 19/10; 2; 39/19; 2; 2; 19/10; 15/8; 2; 39/20; 39/19; ; 7/4; 15/8; 21/10
Zaragoza; 2; 2; 2; ; 23/10; ; ; ; 2; 2; 2; ; ; 2; 2; 2; 2; 39/19; 2; 20/11; 2; 2; 21/10; 21/10; 39/19; ; 9/5; 15/8; 21/10
META; spain/la-liga-segunda/alcorcon-v-zaragoza; 2018-01-31 22:23:12 GMT+2; 2018-02-03 17:00; Nothing; Xlenovo
Alcorcon; 11/8; 11/8; 26/19; ; 41/25; ; ; ; 16/11; 11/8; 7/5; ; ; 11/8; 7/5; 7/5; 16/11; 7/5; 16/11; 17/12; 10/7; 13/10; 29/20; 29/20; 7/5; ; 27/20; 6/5; 7/5
Draw; 2; 19/10; 19/10; ; 19/10; ; ; ; 37/19; 19/10; 19/10; ; ; 39/20; 21/10; 19/10; 2; 39/19; 2; 2; 19/10; 15/8; 2; 39/20; ; ; 19/10; 19/10; 21/10
Zaragoza; 11/5; 21/10; 2; ; 23/10; ; ; ; 28/13; 2; 21/10; ; ; 21/10; 2; 21/10; 2; 28/13; 2; 20/11; 28/13; 2; 11/5; 21/10; 28/13; ; 21/10; 19/10; 9/4
META; spain/la-liga-segunda/alcorcon-v-zaragoza; 2018-02-01 02:22:35 GMT+2; 2018-02-03 17:00; Nothing; Xlenovo
Alcorcon; 11/8; 11/8; 26/19; ; 41/25; ; ; ; 16/11; 11/8; 7/5; ; ; 11/8; 7/5; 7/5; 7/5; 16/11; 17/12; 10/7; 13/10; 29/20; 29/20; 7/5; ; 27/20; 6/5; 7/5
Draw; 2; 19/10; 19/10; ; 19/10; ; ; ; 37/19; 19/10; 19/10; ; ; 39/20; 21/10; 19/10; 39/19; 2; 2; 19/10; 15/8; 2; 39/20; ; ; 19/10; 19/10; 21/10
Zaragoza; 11/5; 21/10; 2; ; 23/10; ; ; ; 28/13; 2; 21/10; ; ; 21/10; 2; 21/10; 28/13; 2; 20/11; 28/13; 2; 11/5; 21/10; 28/13; ; 21/10; 19/10; 9/4
META; spain/la-liga-segunda/alcorcon-v-zaragoza; 2018-02-01 10:22:51 GMT+2; 2018-02-03 17:00; Nothing; Xlenovo
Alcorcon; 11/8; 11/8; 13/10; ; 38/25; ; ; ; 16/11; 13/10; 11/8; ; ; 27/20; 11/8; 11/8; 23/17; 23/17; 4/3; 10/7; 5/4; 7/5; 13/10; 23/17; ; 6/5; 23/20; 7/5
Draw; 2; 19/10; 2; ; 19/10; ; ; ; 37/19; 2; 19/10; ; ; 2; 9/5; 19/10; 37/19; 2; 2; 19/10; 15/8; 2; 2; 37/19; ; 9/5; 19/10; 19/10
Zaragoza; 11/5; 85/40; 21/10; ; 63/25; ; ; ; 28/13; 21/10; 11/5; ; ; 43/20; 12/5; 11/5; 40/17; 11/5; 45/23; 28/13; 11/5; 23/10; 23/10; 40/17; ; 19/10; 2; 5/2
META; spain/la-liga-segunda/alcorcon-v-zaragoza; 2018-02-01 14:23:10 GMT+2; 2018-02-03 17:00; Nothing; Xlenovo
Alcorcon; 11/8; 13/10; 13/10; ; 38/25; ; ; ; 16/11; 13/10; 11/8; ; ; 27/20; 11/8; 11/8; ; 23/17; 4/3; 10/7; 5/4; 7/5; 13/10; 23/17; ; 6/5; 23/20; 7/5
Draw; 2; 2; 2; ; 19/10; ; ; ; 37/19; 2; 19/10; ; ; 2; 9/5; 19/10; ; 2; 2; 19/10; 15/8; 2; 2; 2; ; 9/5; 19/10; 19/10
Zaragoza; 11/5; 85/40; 21/10; ; 63/25; ; ; ; 28/13; 21/10; 9/4; ; ; 43/20; 12/5; 11/5; 23/10; 11/5; 45/23; 28/13; 11/5; 23/10; 23/10; 40/17; ; 11/5; 2; 5/2
META; spain/la-liga-segunda/alcorcon-v-zaragoza; 2018-02-01 18:22:26 GMT+2; 2018-02-03 17:00; Nothing; Xlenovo
Alcorcon; 11/8; 13/10; 13/10; ; 36/25; ; ; ; 16/11; 13/10; 11/8; ; ; 27/20; 11/8; 11/8; ; 23/17; 4/3; 10/7; 5/4; 7/5; 13/10; 23/17; ; 6/5; 23/20; 7/5
Draw; 2; 2; 2; ; 199/100; ; ; ; 37/19; 2; 19/10; ; ; 2; 9/5; 19/10; ; 2; 2; 19/10; 15/8; 21/10; 2; 2; ; 7/4; 19/10; 19/10
Zaragoza; 11/5; 85/40; 21/10; ; 51/20; ; ; ; 28/13; 21/10; 9/4; ; ; 43/20; 12/5; 11/5; 23/10; 11/5; 45/23; 28/13; 11/5; 11/5; 23/10; 40/17; ; 11/5; 2; 5/2
META; spain/la-liga-segunda/alcorcon-v-zaragoza; 2018-02-01 22:22:22 GMT+2; 2018-02-03 17:00; Nothing; Xlenovo
Alcorcon; 11/8; 13/10; 13/10; ; 141/100; ; ; ; 16/11; 13/10; 11/8; ; ; 27/20; 11/8; 13/10; 23/17; 23/17; 4/3; 10/7; 5/4; 7/5; 13/10; 23/17; ; 13/10; 5/4; 27/20
Draw; 2; 2; 2; ; 103/50; ; ; ; 37/19; 2; 19/10; ; ; 2; 9/5; 2; 2; 2; 2; 19/10; 15/8; 21/10; 2; 2; ; 9/5; 19/10; 2
Zaragoza; 11/5; 85/40; 21/10; ; 63/25; ; ; ; 28/13; 21/10; 11/5; ; ; 43/20; 12/5; 11/5; 23/10; 11/5; 45/23; 28/13; 11/5; 11/5; 23/10; 23/10; ; 23/10; 21/10; 5/2
META; spain/la-liga-segunda/alcorcon-v-zaragoza; 2018-02-02 02:22:17 GMT+2; 2018-02-03 17:00; Nothing; Xlenovo
Alcorcon; 11/8; 13/10; 13/10; ; 141/100; ; ; ; 16/11; 13/10; 11/8; ; ; 27/20; 11/8; 11/8; 23/17; 23/17; 4/3; 10/7; 5/4; 7/5; 13/10; 23/17; ; 13/10; 5/4; 27/20
Draw; 2; 2; 2; ; 21/10; ; ; ; 37/19; 2; 19/10; ; ; 2; 9/5; 19/10; 2; 2; 2; 19/10; 15/8; 21/10; 2; 39/19; ; 9/5; 19/10; 2
Zaragoza; 11/5; 85/40; 21/10; ; 62/25; ; ; ; 28/13; 21/10; 11/5; ; ; 43/20; 12/5; 11/5; 23/10; 11/5; 45/23; 28/13; 11/5; 11/5; 23/10; 23/10; ; 21/10; 21/10; 5/2
META; spain/la-liga-segunda/alcorcon-v-zaragoza; 2018-02-02 10:22:28 GMT+2; 2018-02-03 17:00; Nothing; Xlenovo
Alcorcon; 11/8; 13/10; 13/10; ; 71/50; ; ; ; 16/11; 13/10; 11/8; ; ; 27/20; 11/8; 11/8; 23/17; 23/17; 4/3; 10/7; 5/4; 7/5; 13/10; 23/17; ; 13/10; 5/4; 27/20
