META; spain/la-liga-segunda/rayo-vallecano-v-sevilla-b; 2018-02-05 14:23:09 GMT+2; 2018-02-11 17:00; Nothing; Xlenovo
Rayo Vallecano; 2/5; 2/5; 2/5; ; 4/9; ; ; ; 2/5; 4/9; ; ; ; ; 2/5; ; 3/8; 2/5; 7/17; ; ; ; ; 3/8; ; ; ; 
Draw; 10/3; 16/5; 13/4; ; 37/10; ; ; ; 31/10; 16/5; ; ; ; ; 7/2; ; 57/17; 10/3; 33/10; ; ; ; ; 57/17; ; ; ; 
Sevilla B; 15/2; 13/2; 13/2; ; 73/10; ; ; ; 23/4; 6; 13/2; ; ; ; 13/2; ; 13/2; 7; 53/10; ; ; ; ; 13/2; ; ; ; 
META; spain/la-liga-segunda/rayo-vallecano-v-sevilla-b; 2018-02-05 18:23:37 GMT+2; 2018-02-11 17:00; Nothing; Xlenovo
Rayo Vallecano; 4/11; 4/11; 4/11; ; 43/100; ; ; ; 2/5; 4/11; 4/11; ; ; ; 4/11; ; 3/8; 2/5; 6/17; 2/5; ; ; 4/11; 3/8; ; ; 1/3; 2/5
Draw; 7/2; 10/3; 17/5; ; 19/5; ; ; ; 31/10; 17/5; 10/3; ; ; ; 15/4; ; 57/17; 10/3; 38/11; 3; ; ; 7/2; 57/17; ; ; 3; 7/2
Sevilla B; 17/2; 7; 7; ; 15/2; ; ; ; 23/4; 7; 7; ; ; ; 7; ; 13/2; 7; 13/2; 23/4; ; ; 15/2; 13/2; ; ; 33/5; 15/2
META; spain/la-liga-segunda/rayo-vallecano-v-sevilla-b; 2018-02-05 22:23:06 GMT+2; 2018-02-11 17:00; Nothing; Xlenovo
Rayo Vallecano; 4/11; 4/11; 4/11; 2/5; 43/100; ; ; ; 2/5; 4/11; 4/11; ; 4/11; ; 4/11; ; 3/8; 2/5; 6/17; 2/5; 1/3; ; 4/11; 3/8; ; 1/6; 1/3; 2/5
Draw; 7/2; 16/5; 17/5; 10/3; 19/5; ; ; ; 31/10; 17/5; 10/3; ; 7/2; ; 15/4; ; 57/17; 10/3; 38/11; 3; 100/30; ; 7/2; 57/17; ; 5/2; 3; 7/2
Sevilla B; 17/2; 7; 7; 6; 15/2; ; ; ; 23/4; 7; 7; ; 7; ; 7; ; 13/2; 7; 13/2; 23/4; 13/2; ; 15/2; 13/2; ; 1/6; 32/5; 15/2
