META; spain/la-liga-segunda/numancia-v-reus-deportiu; 2018-01-30 22:23:56 GMT+2; 2018-02-04 17:00; Nothing; Xlenovo
Numancia; 5/6; 5/6; 10/11; ; 9/10; ; ; ; ; 10/11; ; ; ; 10/11; ; ; ; 10/11; ; 9/10; ; 4/5; 9/10; 17/20; 10/11; ; ; 5/6; 
Draw; 21/10; 85/40; 21/10; ; 23/10; ; ; ; ; 21/10; 11/5; ; ; 21/10; ; ; ; 11/5; ; 11/5; ; 85/40; 23/10; ; 11/5; ; ; 2; 
Reus Deportiu; 4; 7/2; 16/5; ; 41/10; ; ; ; ; 16/5; ; ; ; 16/5; ; ; ; 13/4; ; 14/5; ; 3; 7/2; 7/2; 33/10; ; ; 14/5; 
META; spain/la-liga-segunda/numancia-v-reus-deportiu; 2018-01-31 02:22:55 GMT+2; 2018-02-04 17:00; Nothing; Xlenovo
Numancia; 5/6; 5/6; 13/15; ; 9/10; ; ; ; ; 20/23; 5/6; ; ; 9/10; ; 17/20; 5/6; 13/15; 5/6; 9/10; ; 4/5; 20/23; 17/20; 13/15; ; ; 5/6; 
Draw; 21/10; 85/40; 21/10; ; 23/10; ; ; ; ; 21/10; 11/5; ; ; 21/10; ; 21/10; 11/5; 28/13; 11/5; 11/5; ; 2; 23/10; 9/4; 11/5; ; ; 2; 
Reus Deportiu; 4; 7/2; 10/3; ; 41/10; ; ; ; ; 10/3; 7/2; ; ; 17/5; ; 7/2; 15/4; 17/5; 15/4; 14/5; ; 100/30; 15/4; 7/2; 17/5; ; ; 14/5; 
META; spain/la-liga-segunda/numancia-v-reus-deportiu; 2018-01-31 10:23:07 GMT+2; 2018-02-04 17:00; Nothing; Xlenovo
Numancia; 4/5; 3/4; 4/5; ; 21/25; ; ; ; ; 4/5; 8/11; ; ; 3/4; ; 8/11; 3/4; 4/5; 3/4; 13/15; ; 4/6; 5/6; 8/11; 4/5; ; ; 8/11; 
Draw; 11/5; 11/5; 11/5; ; 47/20; ; ; ; ; 11/5; 11/5; ; ; 11/5; ; 11/5; 11/5; 9/4; 11/5; 11/5; ; 11/5; 23/10; 47/20; 23/10; ; ; 21/10; 
Reus Deportiu; 4; 15/4; 18/5; ; 9/2; ; ; ; ; 18/5; 4; ; ; 4; ; 4; 17/4; 19/5; 17/4; 56/19; ; 4; 4; 17/4; 50/13; ; ; 3; 
META; spain/la-liga-segunda/numancia-v-reus-deportiu; 2018-01-31 14:23:46 GMT+2; 2018-02-04 17:00; Nothing; Xlenovo
Numancia; 7/10; 3/4; 3/4; ; 41/50; ; ; ; 3/4; 3/4; 8/11; ; 4/5; 3/4; ; 4/5; 3/4; 14/19; 3/4; 13/17; 3/4; 8/11; 3/4; 3/4; 10/13; ; ; 8/11; 
Draw; 9/4; 85/40; 21/10; ; 23/10; ; ; ; 11/5; 21/10; 11/5; ; 11/5; 21/10; ; 21/10; 11/5; ; 11/5; 21/10; 11/5; 2; 23/10; 11/5; 9/4; ; ; 2; 
Reus Deportiu; 19/4; 4; 4; ; 24/5; ; ; ; 19/5; 4; 9/2; ; 15/4; 4; ; 4; 9/2; 21/5; 9/2; 19/5; 19/5; 4; 19/4; 9/2; 21/5; ; ; 10/3; 
META; spain/la-liga-segunda/numancia-v-reus-deportiu; 2018-01-31 18:24:18 GMT+2; 2018-02-04 17:00; Nothing; Xlenovo
Numancia; 7/10; 8/11; 3/4; ; 41/50; ; ; ; 4/5; 3/4; 8/11; ; 4/5; 3/4; 3/4; 4/5; 3/4; 10/13; 3/4; 13/17; 4/5; 8/11; 3/4; 3/4; 10/13; ; ; 8/11; 4/5
Draw; 9/4; 11/5; 21/10; ; 23/10; ; ; ; 9/4; 21/10; 11/5; ; 11/5; 21/10; 11/5; 21/10; 11/5; ; 11/5; 21/10; 11/5; 2; 23/10; 11/5; ; ; ; 2; 23/10
Reus Deportiu; 19/4; 4; 4; ; 24/5; ; ; ; 39/10; 4; 4; ; 15/4; 4; 17/4; 4; 9/2; 54/13; 9/2; 19/5; 19/5; 4; 19/4; 9/2; 54/13; ; ; 10/3; 22/5
META; spain/la-liga-segunda/numancia-v-reus-deportiu; 2018-01-31 22:23:28 GMT+2; 2018-02-04 17:00; Nothing; Xlenovo
Numancia; 7/10; 8/11; 3/4; ; 41/50; ; ; ; 4/5; 3/4; 8/11; ; 4/5; 4/5; 3/4; 8/11; 3/4; 10/13; 3/4; 13/17; 4/5; 8/11; 3/4; 3/4; 10/13; ; ; 8/11; 4/5
Draw; 9/4; 11/5; 21/10; ; 23/10; ; ; ; 9/4; 21/10; 11/5; ; 11/5; 21/10; 11/5; 21/10; 11/5; 9/4; 11/5; 21/10; 11/5; 2; 23/10; 11/5; 9/4; ; ; 2; 23/10
Reus Deportiu; 19/4; 4; 4; ; 24/5; ; ; ; 39/10; 4; 9/2; ; 15/4; 4; 17/4; 9/2; 9/2; 21/5; 9/2; 19/5; 19/5; 4; 19/4; 9/2; 17/4; ; ; 10/3; 22/5
META; spain/la-liga-segunda/numancia-v-reus-deportiu; 2018-02-01 02:22:50 GMT+2; 2018-02-04 17:00; Nothing; Xlenovo
Numancia; 7/10; 8/11; 3/4; ; 41/50; ; ; ; 4/5; 3/4; 8/11; ; 4/5; 4/5; 3/4; 8/11; ; 3/4; 13/17; 4/5; 8/11; 3/4; 3/4; 10/13; ; ; 8/11; 4/5
Draw; 9/4; 11/5; 21/10; ; 23/10; ; ; ; 9/4; 21/10; 11/5; ; 11/5; 21/10; 11/5; 21/10; ; 11/5; 21/10; 11/5; 2; 23/10; 11/5; 9/4; ; ; 2; 23/10
Reus Deportiu; 19/4; 4; 4; ; 24/5; ; ; ; 39/10; 4; 9/2; ; 15/4; 4; 17/4; 9/2; 17/4; 9/2; 19/5; 19/5; 4; 19/4; 9/2; 17/4; ; ; 10/3; 22/5
META; spain/la-liga-segunda/numancia-v-reus-deportiu; 2018-02-01 10:23:05 GMT+2; 2018-02-04 17:00; Nothing; Xlenovo
Numancia; 7/10; 8/11; 3/4; ; 41/50; ; ; ; 4/5; 3/4; 8/11; ; 4/5; 4/5; 4/5; 4/5; ; 3/4; 13/17; 4/5; 8/11; 3/4; 3/4; 10/13; ; ; 8/11; 8/11
Draw; 9/4; 11/5; 21/10; ; 23/10; ; ; ; 9/4; 21/10; 11/5; ; 11/5; 43/20; 9/4; 21/10; 23/10; 11/5; 21/10; 11/5; 85/40; 23/10; 9/4; 23/10; ; ; 21/10; 12/5
Reus Deportiu; 19/4; 4; 4; ; 24/5; ; ; ; 39/10; 4; 4; ; 15/4; 4; 15/4; 4; 21/5; 9/2; 19/5; 19/5; 19/5; 19/4; 17/4; 17/4; ; ; 3; 21/5
META; spain/la-liga-segunda/numancia-v-reus-deportiu; 2018-02-01 14:23:25 GMT+2; 2018-02-04 17:00; Nothing; Xlenovo
Numancia; 7/10; 8/11; 3/4; ; 41/50; ; ; ; 4/5; 3/4; 8/11; ; 4/5; 4/5; 4/5; 8/11; ; 3/4; 13/17; 4/5; 8/11; 3/4; 3/4; 10/13; ; 4/6; 8/11; 8/11
Draw; 9/4; 11/5; 21/10; ; 23/10; ; ; ; 9/4; 21/10; 11/5; ; 11/5; 43/20; 9/4; 11/5; 23/10; 11/5; 21/10; 11/5; 85/40; 23/10; 9/4; 23/10; ; 2; 21/10; 12/5
Reus Deportiu; 19/4; 4; 4; ; 24/5; ; ; ; 39/10; 4; 4; ; 15/4; 4; 15/4; 4; 21/5; 9/2; 19/5; 19/5; 19/5; 9/2; 17/4; 17/4; ; 7/2; 3; 22/5
META; spain/la-liga-segunda/numancia-v-reus-deportiu; 2018-02-01 18:22:41 GMT+2; 2018-02-04 17:00; Nothing; Xlenovo
Numancia; 8/11; 8/11; 3/4; ; 81/100; ; ; ; 4/5; 3/4; 8/11; ; 4/5; 4/5; 4/5; 8/11; 10/13; 3/4; 13/17; 4/5; 8/11; 3/4; 3/4; 10/13; ; 4/6; 8/11; 8/11
Draw; 9/4; 11/5; 21/10; ; 62/25; ; ; ; 9/4; 21/10; 9/4; ; 11/5; 43/20; 9/4; 11/5; 23/10; 11/5; 21/10; 11/5; 85/40; 23/10; 9/4; 23/10; ; 2; 21/10; 12/5
Reus Deportiu; 19/4; 4; 4; ; 22/5; ; ; ; 39/10; 4; 4; ; 15/4; 4; 15/4; 4; 21/5; 9/2; 19/5; 19/5; 19/5; 9/2; 17/4; 17/4; ; 7/2; 3; 22/5
META; spain/la-liga-segunda/numancia-v-reus-deportiu; 2018-02-01 22:22:36 GMT+2; 2018-02-04 17:00; Nothing; Xlenovo
Numancia; 8/11; 8/11; 3/4; ; 81/100; ; ; ; 4/5; 3/4; 8/11; ; 4/5; 4/5; 4/5; 8/11; 10/13; 3/4; 13/17; 4/5; 8/11; 3/4; 3/4; 10/13; ; 4/6; 8/11; 8/11
Draw; 9/4; 11/5; 21/10; ; 62/25; ; ; ; 9/4; 21/10; 11/5; ; 11/5; 43/20; 9/4; 11/5; 23/10; 11/5; 21/10; 11/5; 85/40; 23/10; 9/4; 23/10; ; 2; 21/10; 12/5
Reus Deportiu; 19/4; 4; 4; ; 22/5; ; ; ; 39/10; 4; 4; ; 15/4; 4; 15/4; 4; 21/5; 9/2; 19/5; 19/5; 19/5; 9/2; 17/4; 17/4; ; 7/2; 3; 22/5
META; spain/la-liga-segunda/numancia-v-reus-deportiu; 2018-02-02 02:22:32 GMT+2; 2018-02-04 17:00; Nothing; Xlenovo
Numancia; 8/11; 8/11; 3/4; ; 81/100; ; ; ; 4/5; 3/4; 8/11; ; 4/5; 4/5; 4/5; 8/11; 10/13; 3/4; 13/17; 4/5; 8/11; 3/4; 3/4; 10/13; ; 4/6; 8/11; 8/11
Draw; 9/4; 11/5; 21/10; ; 62/25; ; ; ; 9/4; 21/10; 11/5; ; 11/5; 43/20; 9/4; 11/5; 23/10; 11/5; 21/10; 11/5; 85/40; 23/10; 9/4; 40/17; ; 2; 21/10; 12/5
Reus Deportiu; 19/4; 4; 4; ; 22/5; ; ; ; 39/10; 4; 4; ; 15/4; 4; 15/4; 4; 21/5; 9/2; 19/5; 19/5; 19/5; 9/2; 17/4; 17/4; ; 7/2; 3; 22/5
META; spain/la-liga-segunda/numancia-v-reus-deportiu; 2018-02-02 10:22:43 GMT+2; 2018-02-04 17:00; Nothing; Xlenovo
Numancia; 8/11; 8/11; 3/4; ; 81/100; ; ; ; 4/5; 3/4; 8/11; ; 4/5; 4/5; 4/5; 8/11; 10/13; 3/4; 13/17; 4/5; 8/11; 3/4; 3/4; 10/13; ; 4/6; 8/11; 8/11
