META; spain/la-liga-segunda/fc-barcelona-b-v-reus-deportiu; 2018-04-29 02:20:49 GMT+3; 2018-05-05 17:00; Nothing; Xlenovo
Draw; 1/50
FC Barcelona B; 1/50
Reus Deportiu; 1/50
META; spain/la-liga-segunda/fc-barcelona-b-v-reus-deportiu; 2018-04-29 10:21:03 GMT+3; 2018-05-05 17:00; Nothing; Xlenovo
Draw; 1/50
FC Barcelona B; 1/50
Reus Deportiu; 1/50
META; spain/la-liga-segunda/fc-barcelona-b-v-reus-deportiu; 2018-04-29 14:21:44 GMT+3; 2018-05-05 17:00; Nothing; Xlenovo
Draw; 1/50
FC Barcelona B; 1/50
Reus Deportiu; 1/50
META; spain/la-liga-segunda/fc-barcelona-b-v-reus-deportiu; 2018-04-29 18:22:24 GMT+3; 2018-05-05 17:00; Nothing; Xlenovo
Draw; 1/50
FC Barcelona B; 1/50
Reus Deportiu; 1/50
META; spain/la-liga-segunda/fc-barcelona-b-v-reus-deportiu; 2018-04-29 22:21:56 GMT+3; 2018-05-05 17:00; Nothing; Xlenovo
Draw; 1/50; 7/4
FC Barcelona B; 1/50; 7/4
Reus Deportiu; 1/50; 7/4
META; spain/la-liga-segunda/fc-barcelona-b-v-reus-deportiu; 2018-04-30 02:21:31 GMT+3; 2018-05-05 17:00; Nothing; Xlenovo
Draw; 1/100; 7/4
FC Barcelona B; 1/33; 7/4
Reus Deportiu; 1/33; 7/4
META; spain/la-liga-segunda/fc-barcelona-b-v-reus-deportiu; 2018-04-30 10:21:40 GMT+3; 2018-05-05 17:00; Nothing; Xlenovo
FC Barcelona B; 1/33; 10/9
Draw; 1/100; 9/4
Reus Deportiu; 1/33; 9/4
META; spain/la-liga-segunda/fc-barcelona-b-v-reus-deportiu; 2018-04-30 14:22:20 GMT+3; 2018-05-05 17:00; Nothing; Xlenovo
FC Barcelona B; 1/33; 10/9
Draw; 1/100; 9/4
Reus Deportiu; 1/33; 9/4
META; spain/la-liga-segunda/fc-barcelona-b-v-reus-deportiu; 2018-04-30 18:22:32 GMT+3; 2018-05-05 17:00; Nothing; Xlenovo
FC Barcelona B; 1/33; 10/9
Draw; 1/100; 9/4
Reus Deportiu; 1/33; 9/4
META; spain/la-liga-segunda/fc-barcelona-b-v-reus-deportiu; 2018-04-30 22:22:34 GMT+3; 2018-05-05 17:00; Nothing; Xlenovo
FC Barcelona B; 1/33; 10/9
Draw; 1/100; 9/4
Reus Deportiu; 1/33; 9/4
META; spain/la-liga-segunda/fc-barcelona-b-v-reus-deportiu; 2018-05-01 02:22:17 GMT+3; 2018-05-05 17:00; Nothing; Xlenovo
FC Barcelona B; 1/25; 10/9
Draw; 1/100; 9/4
Reus Deportiu; 1/25; 9/4
META; spain/la-liga-segunda/fc-barcelona-b-v-reus-deportiu; 2018-05-01 10:22:31 GMT+3; 2018-05-05 17:00; Nothing; Xlenovo
FC Barcelona B; 1/25; 10/9
Draw; 1/50; 9/4
Reus Deportiu; 1/25; 9/4
META; spain/la-liga-segunda/fc-barcelona-b-v-reus-deportiu; 2018-05-01 14:22:42 GMT+3; 2018-05-05 17:00; Nothing; Xlenovo
FC Barcelona B; 1/25; 10/9
Draw; 1/50; 9/4
Reus Deportiu; 1/25; 9/4
META; spain/la-liga-segunda/fc-barcelona-b-v-reus-deportiu; 2018-05-01 18:22:40 GMT+3; 2018-05-05 17:00; Nothing; Xlenovo
FC Barcelona B; 1/25; 10/9
Draw; 1/50; 9/4
Reus Deportiu; 1/25; 9/4
META; spain/la-liga-segunda/fc-barcelona-b-v-reus-deportiu; 2018-05-01 22:22:45 GMT+3; 2018-05-05 17:00; Nothing; Xlenovo
FC Barcelona B; 1; 1; 1; 1; 4/7; 20/21; 
Draw; 19/10; 11/5; 2; 2; 2; 23/20; 21/10
Reus Deportiu; 3; 37/10; 3; 3; 56/19; 8/5; 7/2
META; spain/la-liga-segunda/fc-barcelona-b-v-reus-deportiu; 2018-05-02 02:22:19 GMT+3; 2018-05-05 17:00; Nothing; Xlenovo
FC Barcelona B; 19/20; 1; 10/11; 1; 20/21; 19/20; 1; 8/15; 20/21
Draw; 2; 11/5; 2; 2; 2; 23/20; 21/10; ; 
Reus Deportiu; 16/5; 37/10; 10/3; 3; 10/3; 10/3; 56/19; 1/4; 7/2
META; spain/la-liga-segunda/fc-barcelona-b-v-reus-deportiu; 2018-05-02 10:22:19 GMT+3; 2018-05-05 17:00; Nothing; Xlenovo
FC Barcelona B; 19/20; 1; 19/20; 10/11; 1; 20/21; 20/21; 19/20; 1; 5/6; 20/21; ; 
Draw; 2; 11/5; 2; 2; 2; 2; 39/19; 9/5; 21/10; ; ; ; 
Reus Deportiu; 16/5; 37/10; 10/3; 10/3; 3; 10/3; 16/5; 10/3; 58/19; 56/19; 31/10; 14/5; 7/2
META; spain/la-liga-segunda/fc-barcelona-b-v-reus-deportiu; 2018-05-02 14:22:49 GMT+3; 2018-05-05 17:00; Nothing; Xlenovo
FC Barcelona B; 19/20; 19/20; 24/25; 19/20; 10/11; 1; 19/20; 20/21; 20/21; 19/20; 19/20; 19/20; 1; 1; 5/6; 10/11
Draw; 2; 21/10; 57/25; 21/10; 2; 21/10; 21/10; 11/5; 41/20; 2; 39/19; 2; 21/10; 39/19; 19/10; 11/5
Reus Deportiu; 16/5; 29/10; 15/4; 16/5; 10/3; 3; 29/10; 3; 3; 7/2; 16/5; 58/19; 56/19; 33/10; 58/19; 14/5
META; spain/la-liga-segunda/fc-barcelona-b-v-reus-deportiu; 2018-05-02 18:23:34 GMT+3; 2018-05-05 17:00; Nothing; Xlenovo
FC Barcelona B; 19/20; 1; 21/20; 53/50; 19/20; 1; 1; 20/21; 20/21; 1; 21/20; 21/20; 1; 1; 1; 21/20; 1; 5/6; 10/11; 1; ; ; 
Draw; 21/10; 2; 21/10; 117/0; 21/10; 2; 2; 21/10; 11/5; 11/5; 41/20; 2; 21/10; 28/13; 21/10; 28/13; 2; 11/5; 11/5; 19/10; 19/10; 23/10; 23/10
Reus Deportiu; 3; 14/5; 11/4; 63/20; 16/5; 3; 14/5; 3; 14/5; 11/4; 11/4; 3; 14/5; 56/19; 3; 5/2; 56/19; 31/10; 56/19; 14/5; 11/5; 3; 
META; spain/la-liga-segunda/fc-barcelona-b-v-reus-deportiu; 2018-05-02 22:23:15 GMT+3; 2018-05-05 17:00; Nothing; Xlenovo
FC Barcelona B; 1; 21/20; 21/20; 11/10; 1; 19/20; 21/20; 1; 21/20; 21/20; 21/20; 21/20; 1; 21/20; 1; 15/16; 21/20; 21/20; 10/11; 10/11; 21/20; 21/20; ; ; 
Draw; 21/10; 21/10; 2; 21/10; 47/20; 21/10; 2; 11/5; 2; 21/10; 21/10; 11/5; 41/20; 21/10; 21/10; 11/5; 21/10; 28/13; 11/5; 11/5; 11/5; 19/10; 19/10; 9/4; 23/10
Reus Deportiu; 16/5; 14/5; 27/10; 11/4; 149/0; 29/10; 11/4; 31/10; 27/10; 3; 11/4; 13/5; 27/10; 14/5; 14/5; 37/13; 3; 5/2; 31/10; 31/10; 29/10; 13/5; 11/5; 14/5; 14/5
META; spain/la-liga-segunda/fc-barcelona-b-v-reus-deportiu; 2018-05-03 02:23:04 GMT+3; 2018-05-05 17:00; Nothing; Xlenovo
FC Barcelona B; 19/20; 10/11; 10/11; 1; 20/21; 19/20; 10/11; 19/20; 10/11; 10/11; 10/11; 19/20; 19/20; 10/11; 10/11; 10/11; 1; 11/12; 15/16; 19/20; 19/20; 5/6; 5/6; 10/11; 10/11
Draw; 11/5; 21/10; 21/10; 2; 61/25; 9/4; 9/4; 11/5; 21/10; 11/5; 21/10; 11/5; 21/10; 11/5; 21/10; 9/4; 21/10; 28/13; 11/5; 9/4; 23/10; 2; 23/10; 9/4; 
Reus Deportiu; 16/5; 16/5; 16/5; 3; 7/2; 16/5; 3; 31/10; 16/5; 3; 16/5; 3; 16/5; 3; 16/5; 3; 14/5; 31/10; 10/3; 13/4; 14/5; 12/5; 7/2; 10/3; 
META; spain/la-liga-segunda/fc-barcelona-b-v-reus-deportiu; 2018-05-03 10:23:10 GMT+3; 2018-05-05 17:00; Nothing; Xlenovo
FC Barcelona B; 19/20; 10/11; 10/11; 1; 20/21; 19/20; 10/11; 19/20; 10/11; 10/11; 10/11; 19/20; 19/20; 10/11; 10/11; 10/11; 1; 11/12; 15/16; 19/20; 10/11; 5/6; 5/6; 10/11
Draw; 11/5; 85/40; 21/10; 2; 61/25; 9/4; 9/4; 11/5; 21/10; 11/5; 21/10; 9/4; 21/10; 2; 21/10; 9/4; 21/10; 28/13; 11/5; 9/4; 23/10; 2; 23/10; 
Reus Deportiu; 16/5; 3; 16/5; 3; 7/2; 16/5; 3; 31/10; 16/5; 3; 16/5; 3; 31/10; 14/5; 3; 13/4; 3; 14/5; 31/10; 10/3; 13/4; 14/5; 12/5; 7/2
META; spain/la-liga-segunda/fc-barcelona-b-v-reus-deportiu; 2018-05-03 14:23:28 GMT+3; 2018-05-05 17:00; Nothing; Xlenovo
FC Barcelona B; 19/20; 19/20; 19/20; 1; 49/50; 19/20; 10/11; 19/20; 19/20; 20/21; 20/21; 19/20; 19/20; 10/11; 19/20; 19/20; 19/20; 11/12; 15/16; 20/21; 19/20; 5/6; 5/6; 20/21; 20/21
Draw; 11/5; 21/10; 21/10; 2; 12/5; 9/4; 9/4; 11/5; 21/10; 11/5; 21/10; 11/5; 21/10; 2; 21/10; 9/4; 21/10; 28/13; 11/5; 9/4; 23/10; 2; 23/10; 23/10; 
Reus Deportiu; 16/5; 3; 3; 17/5; 16/5; 3; 31/10; 3; 16/5; 14/5; 31/10; 14/5; 3; 41/13; 16/5; 14/5; 31/10; 10/3; 16/5; 14/5; 12/5; 10/3; 10/3; ; 
META; spain/la-liga-segunda/fc-barcelona-b-v-reus-deportiu; 2018-05-03 18:23:26 GMT+3; 2018-05-05 17:00; Nothing; Xlenovo
FC Barcelona B; 5/6; 10/11; 10/11; 17/20; 97/00; 10/11; 5/6; 19/20; 10/11; 10/11; 10/11; 10/11; 9/10; 5/6; 10/11; 10/11; 13/15; 9/10; 15/16; 10/11; 10/11; 5/6; 8/11; 10/11; 20/21
Draw; 9/4; 85/40; 21/10; 11/5; 12/5; 9/4; 9/4; 11/5; 21/10; 11/5; 21/10; 9/4; 21/10; 21/10; 21/10; 23/10; 11/5; 11/5; 11/5; 9/4; 23/10; 2; 21/10; 23/10; 23/10
Reus Deportiu; 15/4; 16/5; 16/5; 17/5; 17/5; 10/3; 31/10; 16/5; 3; 10/3; 3; 10/3; 3; 10/3; 13/4; 7/2; 37/13; 31/10; 18/5; 33/10; 3; 13/5; 10/3; 10/3; 
META; spain/la-liga-segunda/fc-barcelona-b-v-reus-deportiu; 2018-05-03 22:23:19 GMT+3; 2018-05-05 17:00; Nothing; Xlenovo
FC Barcelona B; 5/6; 10/11; 20/23; 17/20; 93/00; 10/11; 5/6; 19/20; 20/23; 5/6; 10/11; 10/11; 9/10; 5/6; 17/20; 13/15; 13/15; 9/10; 15/16; 10/11; 10/11; 5/6; 8/11; 10/11; 10/11
Draw; 9/4; 85/40; 21/10; 11/5; 49/20; 9/4; 9/4; 11/5; 21/10; 11/5; 21/10; 9/4; 43/20; 21/10; 11/5; 23/10; 11/5; 11/5; 11/5; 9/4; 23/10; 2; 21/10; 23/10; 23/10
Reus Deportiu; 15/4; 16/5; 13/4; 17/5; 18/5; 17/5; 10/3; 31/10; 13/4; 10/3; 10/3; 3; 10/3; 3; 10/3; 57/17; 7/2; 37/13; 31/10; 18/5; 17/5; 3; 13/5; 7/2; 7/2
META; spain/la-liga-segunda/fc-barcelona-b-v-reus-deportiu; 2018-05-04 02:23:01 GMT+3; 2018-05-05 17:00; Nothing; Xlenovo
FC Barcelona B; 5/6; 10/11; 20/23; 17/20; 93/00; 10/11; 5/6; 19/20; 20/23; 5/6; 20/23; 10/11; 17/20; 5/6; 10/11; 13/15; 13/15; 9/10; 15/16; 9/10; 13/15; 5/6; 8/11; 10/11; 10/11
Draw; 9/4; 85/40; 21/10; 11/5; 49/20; 9/4; 9/4; 11/5; 21/10; 11/5; 11/5; 23/10; 43/20; 21/10; 21/10; 23/10; 11/5; 11/5; 11/5; 9/4; 23/10; 2; 21/10; 23/10; 23/10
Reus Deportiu; 15/4; 16/5; 13/4; 17/5; 18/5; 17/5; 10/3; 31/10; 13/4; 10/3; 10/3; 3; 17/5; 3; 10/3; 17/5; 7/2; 37/13; 31/10; 18/5; 17/5; 3; 13/5; 7/2; 7/2
META; spain/la-liga-segunda/fc-barcelona-b-v-reus-deportiu; 2018-05-04 10:23:02 GMT+3; 2018-05-05 17:00; Nothing; Xlenovo
FC Barcelona B; 5/6; 10/11; 20/23; 17/20; 93/00; 10/11; 5/6; 19/20; 20/23; 5/6; 20/23; 10/11; 17/20; 5/6; 17/20; 13/15; 9/10; 9/10; 15/16; 9/10; 13/15; 5/6; 8/11; 20/21
Draw; 9/4; 85/40; 21/10; 11/5; 49/20; 9/4; 9/4; 11/5; 21/10; 11/5; 11/5; 23/10; 43/20; 21/10; 11/5; 23/10; 11/5; 11/5; 11/5; 9/4; 23/10; 21/10; 21/10; 23/10
