META; spain/la-liga-segunda/gimnastic-v-oviedo; 2017-11-06 02:24:26 GMT+2; 2017-11-12 15:00; Nothing; Xlenovo
Gimnastic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Oviedo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; spain/la-liga-segunda/gimnastic-v-oviedo; 2017-11-06 10:24:25 GMT+2; 2017-11-12 15:00; Nothing; Xlenovo
Gimnastic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Oviedo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; spain/la-liga-segunda/gimnastic-v-oviedo; 2017-11-06 14:25:01 GMT+2; 2017-11-12 15:00; Nothing; Xlenovo
Gimnastic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Oviedo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; spain/la-liga-segunda/gimnastic-v-oviedo; 2017-11-06 18:24:40 GMT+2; 2017-11-12 15:00; Nothing; Xlenovo
Gimnastic; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/7; ; 
Oviedo; ; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 8/11; ; 
Draw; ; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/20; ; 
META; spain/la-liga-segunda/gimnastic-v-oviedo; 2017-11-06 22:24:44 GMT+2; 2017-11-12 15:00; Nothing; Xlenovo
Gimnastic; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/7; ; 
Draw; ; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; 
Oviedo; ; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; 
META; spain/la-liga-segunda/gimnastic-v-oviedo; 2017-11-07 02:24:19 GMT+2; 2017-11-12 15:00; Nothing; Xlenovo
Gimnastic; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; ; 13/10; ; ; ; ; 4/7; ; 
Draw; ; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; ; 2; ; ; ; ; 5/6; ; 
Oviedo; ; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; 9/5; ; ; ; ; 5/6; ; 
META; spain/la-liga-segunda/gimnastic-v-oviedo; 2017-11-07 10:25:02 GMT+2; 2017-11-12 15:00; Nothing; Xlenovo
Gimnastic; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; ; 13/10; ; ; ; ; 4/6; ; 
Draw; ; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; ; 2; ; ; ; ; 10/11; ; 
Oviedo; ; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; 9/5; ; ; ; ; 20/21; ; 
META; spain/la-liga-segunda/gimnastic-v-oviedo; 2017-11-07 14:25:52 GMT+2; 2017-11-12 15:00; Nothing; Xlenovo
Gimnastic; 8/5; 29/20; 6/4; 11/8; 11/8; ; ; 7/5; 16/11; ; 6/4; 6/4; ; ; 6/4; ; 16/11; 17/11; 83/50; ; 10/7; 6/4; 8/5; 31/20; 17/11; ; 7/5; 13/10; 
Oviedo; 9/5; 19/10; 9/5; 2; 19/10; ; ; 15/8; 2; ; 2; 15/8; ; ; 15/8; ; 2; 9/5; 101/ 50; ; 37/19; 7/4; 19/10; 37/20; 9/5; ; 20/21; 6/4; 
Draw; 21/10; 2; 2; 21/10; 19/10; ; ; 15/8; 21/10; ; 21/10; 2; ; ; 21/10; ; 2; 39/19; 107/ 50; ; 39/19; 2; 21/10; 21/10; 21/10; ; 19/10; 9/5; 
META; spain/la-liga-segunda/gimnastic-v-oviedo; 2017-11-07 18:25:07 GMT+2; 2017-11-12 15:00; Nothing; Xlenovo
Gimnastic; 8/5; 6/4; 17/11; 11/8; 11/8; ; ; 6/4; 8/5; ; 13/8; 6/4; ; ; 8/5; 6/4; 16/11; 17/11; 177/ 100; 13/9; 8/5; 6/4; 13/8; 31/20; 8/5; ; 6/4; 6/4; 
Oviedo; 9/5; 7/4; 7/4; 2; 19/10; ; ; 17/10; 17/10; ; 9/5; 15/8; ; ; 7/4; 9/5; 2; 7/4; 19/10; 18/11; 17/10; 7/4; 15/8; 37/20; 9/5; ; 17/10; 17/10; 
Draw; 21/10; 2; 2; 21/10; 19/10; ; ; 15/8; 28/13; ; 21/10; 2; ; ; 21/10; 2; 2; 39/19; 85/40; 11/5; 21/10; 2; 85/40; 21/10; 21/10; ; 19/10; 2; 
META; spain/la-liga-segunda/gimnastic-v-oviedo; 2017-11-07 22:25:27 GMT+2; 2017-11-12 15:00; Nothing; Xlenovo
Gimnastic; 8/5; 6/4; 17/11; 11/8; 11/8; 6/4; ; 6/4; 8/5; 31/20; 13/8; 6/4; ; 31/20; 8/5; 6/4; 16/11; 17/11; 177/ 100; 13/9; 8/5; 6/4; 13/8; 31/20; 8/5; ; 6/4; ; 
Oviedo; 9/5; 7/4; 7/4; 2; 19/10; 7/4; ; 17/10; 17/10; 7/4; 9/5; 15/8; ; 9/5; 7/4; 9/5; 2; 7/4; 19/10; 18/11; 17/10; 7/4; 15/8; 37/20; 9/5; ; 17/10; ; 
Draw; 21/10; 2; 2; 21/10; 19/10; 2; ; 15/8; 28/13; 2; 21/10; 2; ; 2; 21/10; 2; 2; 39/19; 85/40; 11/5; 21/10; 2; 85/40; 21/10; 21/10; ; 19/10; ; 
META; spain/la-liga-segunda/gimnastic-v-oviedo; 2017-11-08 02:25:04 GMT+2; 2017-11-12 15:00; Nothing; Xlenovo
Gimnastic; 8/5; 6/4; 17/11; 11/8; 11/8; 6/4; ; 6/4; 8/5; 31/20; 13/8; 6/4; ; 31/20; 8/5; 6/4; 16/11; 8/5; 87/50; 13/9; 8/5; 6/4; 13/8; 31/20; 8/5; ; 8/5; 6/4; 
Oviedo; 9/5; 7/4; 7/4; 2; 19/10; 7/4; ; 17/10; 17/10; 7/4; 9/5; 15/8; ; 9/5; 7/4; 9/5; 2; 7/4; 97/50; 18/11; 17/10; 7/4; 15/8; 37/20; 9/5; ; 7/4; 17/10; 
Draw; 21/10; 2; 2; 21/10; 19/10; 2; ; 15/8; 28/13; 2; 21/10; 2; ; 2; 21/10; 2; 2; 39/19; 85/40; 11/5; 21/10; 2; 85/40; 21/10; 39/19; ; 19/10; 19/10; 
META; spain/la-liga-segunda/gimnastic-v-oviedo; 2017-11-08 10:25:19 GMT+2; 2017-11-12 15:00; Nothing; Xlenovo
Gimnastic; 8/5; 6/4; 17/11; 11/8; 11/8; 6/4; ; 6/4; 8/5; 31/20; 13/8; 6/4; ; 31/20; 8/5; 6/4; 16/11; 17/11; 87/50; 13/9; 8/5; 6/4; 13/8; 31/20; 8/5; ; 6/4; ; 
Oviedo; 9/5; 7/4; 7/4; 2; 19/10; 7/4; ; 17/10; 17/10; 7/4; 9/5; 15/8; ; 9/5; 7/4; 9/5; 2; 7/4; 97/50; 18/11; 17/10; 7/4; 15/8; 37/20; 9/5; ; 17/10; ; 
