META; spain/la-liga-segunda/osasuna-v-numancia; 2017-12-11 02:22:08 GMT+2; 2017-12-16 15:00; Nothing; Xlenovo
Osasuna; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/5; ; 
Numancia; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/11; ; 
META; spain/la-liga-segunda/osasuna-v-numancia; 2017-12-11 10:22:21 GMT+2; 2017-12-16 15:00; Nothing; Xlenovo
Osasuna; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/9; ; 
Numancia; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 20/21; ; 
META; spain/la-liga-segunda/osasuna-v-numancia; 2017-12-11 14:23:03 GMT+2; 2017-12-16 15:00; Nothing; Xlenovo
Osasuna; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; ; 1/4; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 39/20; ; ; 4/9; ; 
Numancia; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 53/20; ; ; 10/9; ; 
META; spain/la-liga-segunda/osasuna-v-numancia; 2017-12-11 18:23:15 GMT+2; 2017-12-16 15:00; Nothing; Xlenovo
Osasuna; 5/4; 5/4; 23/17; ; 6/5; ; ; ; 11/10; 27/20; 5/4; 13/10; ; ; 13/10; 5/4; 6/5; 13/10; 27/20; 9/7; 13/12; ; 11/8; 6/5; 13/10; ; 6/5; 13/10; 
Draw; 19/10; 15/8; 2; ; 37/19; ; ; ; 21/10; ; 2; 2; ; ; 2; 19/10; 37/19; 37/19; 21/10; 57/29; 39/19; ; 2; 39/20; 2; ; 19/10; 19/10; 
Numancia; 13/5; 12/5; 21/10; ; 13/5; ; ; ; 11/4; 21/10; 5/2; 11/5; ; ; 23/10; 12/5; 13/5; 23/10; 13/5; 39/19; 11/4; ; 12/5; 53/20; 23/10; ; 23/10; 9/5; 
META; spain/la-liga-segunda/osasuna-v-numancia; 2017-12-11 22:23:37 GMT+2; 2017-12-16 15:00; Nothing; Xlenovo
Osasuna; 5/4; 6/5; 23/17; ; 13/10; ; ; ; 5/4; 13/10; 13/10; 5/4; ; 13/10; 13/10; 5/4; 13/10; 5/4; 27/20; 9/7; 16/13; ; 13/10; 6/5; 5/4; ; 6/5; 6/5; 
Draw; 19/10; 19/10; 2; ; 37/19; ; ; ; 21/10; ; 2; 2; ; ; 2; 19/10; 37/19; 2; 52/25; 57/29; 39/19; ; 85/40; 39/20; 2; ; 19/10; 19/10; 
Numancia; 13/5; 12/5; 21/10; ; 12/5; ; ; ; 40/17; 21/10; 12/5; 23/10; ; 9/4; 23/10; 12/5; 12/5; 23/10; 131/50; 39/19; 40/17; ; 12/5; 53/20; 12/5; ; 12/5; 19/10; 
META; spain/la-liga-segunda/osasuna-v-numancia; 2017-12-12 02:23:23 GMT+2; 2017-12-16 15:00; Nothing; Xlenovo
Osasuna; 5/4; 6/5; 23/17; ; 13/10; ; ; ; 5/4; 13/10; 13/10; 5/4; ; 5/4; 13/10; 6/5; 13/10; 6/5; 33/25; 5/4; 16/13; 11/10; 5/4; 6/5; 6/5; ; 6/5; 6/5; 
Draw; 19/10; 15/8; 2; ; 37/19; ; ; ; 21/10; ; 2; 2; ; ; 2; 19/10; 37/19; 2; 21/10; 57/29; 39/19; 9/5; 21/10; 39/20; 2; ; 9/5; 19/10; 
Numancia; 13/5; 5/2; 21/10; ; 12/5; 5/2; ; ; 40/17; 21/10; 12/5; 23/10; 9/4; 23/10; 23/10; 5/2; 12/5; 27/11; 67/25; 21/10; 40/17; 13/5; 5/2; 53/20; 27/11; ; 5/2; 19/10; 
META; spain/la-liga-segunda/osasuna-v-numancia; 2017-12-12 10:23:47 GMT+2; 2017-12-16 15:00; Nothing; Xlenovo
