META; spain/la-liga-segunda/granada-v-cadiz; 2018-05-31 10:18:22 GMT+3; 2018-06-02 15:00; Nothing; Xlenovo
Cadiz; 4/6; 4/6; 19/25; 4/6; 4/6; 4/6; 4/6; 5/7; 4/6; 8/11; 4/7; 8/11
Draw; 12/5; 5/2; 131/0; 13/5; 13/5; 12/5; 12/5; 13/5; 28/11; 13/5; 23/10; 23/10
Granada; 7/2; 4; 19/5; 39/10; 4; 9/2; 15/4; 50/13; 19/5; 17/4; 21/5; 10/3
META; spain/la-liga-segunda/granada-v-cadiz; 2018-05-31 14:18:17 GMT+3; 2018-06-02 19:30; Nothing; Xlenovo
Cadiz; 8/13; 8/13; 16/25; 4/6; 8/13; 4/6; 11/20; 8/15; 8/13; 4/6; 8/13; 3/4; 8/15; 4/7
Draw; 12/5; 5/2; 67/25; 13/5; 13/5; 5/2; 13/5; 3; 12/5; 13/5; 28/11; 13/5; 23/10; 12/5
Granada; 4; 9/2; 97/20; 39/10; 9/2; 4; 5; 74/17; 43/10; 4; 4; ; ; 
META; spain/la-liga-segunda/granada-v-cadiz; 2018-05-31 18:17:43 GMT+3; 2018-06-02 19:30; Nothing; Xlenovo
Cadiz; 4/7; 6/10; 4/7; 8/13; 59/00; 6/10; 8/13; 3/5; 6/10; 6/10; 4/7; 4/7; 4/7; 11/18; 8/13; 3/5; 4/7; 4/7
Draw; 13/5; 5/2; 27/10; 13/5; 27/10; 27/10; 13/5; 13/5; 13/5; 13/5; 11/4; 5/2; 27/10; 12/5; 28/11; 14/5; 23/10; 5/2
Granada; 11/2; 9/2; 9/2; 9/2; 11/2; 5; 43/10; 9/2; 9/2; 9/2; 5; 9/2; 53/10; 43/10; 43/10; 21/4; 23/5; 5
META; spain/la-liga-segunda/granada-v-cadiz; 2018-05-31 22:17:20 GMT+3; 2018-06-02 19:30; Nothing; Xlenovo
Cadiz; 4/7; 4/7; 4/7; 8/13; 4/7; 4/7; 6/11; 4/7; 4/7; 6/10; 6/10; 4/7; 4/7; 10/17; 11/18; 6/11; 8/13; 4/7; 4/7
Draw; 13/5; 13/5; 13/5; 13/5; 137/0; 14/5; 11/4; 27/10; 13/5; 13/5; 13/5; 11/4; 5/2; 45/17; 12/5; 27/10; 27/10; 5/2; 12/5
Granada; 11/2; 9/2; 19/4; 9/2; 23/4; 5; 24/5; 19/4; 5; 9/2; 9/2; 5; 9/2; 21/4; 43/10; 19/4; 21/4; 11/2; 5
META; spain/la-liga-segunda/granada-v-cadiz; 2018-06-01 02:17:11 GMT+3; 2018-06-02 19:30; Nothing; Xlenovo
Cadiz; 4/7; 4/7; 6/10; 8/13; 4/7; 4/7; 6/11; 4/7; 4/7; 6/10; 6/10; 4/7; 4/7; 10/17; 4/7; 11/18; 6/11; 3/5; 4/7; 4/7
Draw; 13/5; 13/5; 13/5; 13/5; 137/0; 14/5; 11/4; 27/10; 13/5; 13/5; 13/5; 11/4; 5/2; 45/17; 27/10; 12/5; 27/10; 11/4; 5/2; 13/5
Granada; 11/2; 9/2; 19/4; 9/2; 23/4; 5; 24/5; 19/4; 5; 9/2; 9/2; 5; 9/2; 21/4; 5; 43/10; 19/4; 21/4; 5; 27/5
META; spain/la-liga-segunda/granada-v-cadiz; 2018-06-01 10:17:12 GMT+3; 2018-06-02 19:30; Nothing; Xlenovo
Cadiz; 4/7; 4/7; 4/7; 8/13; 14/25; 4/7; 6/11; 4/7; 4/7; 6/10; 6/10; 4/7; 4/7; 4/7; 3/5; 11/18; 6/11; 3/5; 8/15; 4/7
Draw; 13/5; 13/5; 13/5; 13/5; 14/5; 14/5; 11/4; 27/10; 13/5; 13/5; 13/5; 11/4; 5/2; 45/17; 11/4; 12/5; 27/10; 11/4; 5/2; 13/5
Granada; 11/2; 9/2; 19/4; 9/2; 23/4; 5; 24/5; 19/4; 5; 9/2; 9/2; 5; 9/2; 21/4; 5; 43/10; 19/4; 21/4; 9/2; 27/5
META; spain/la-liga-segunda/granada-v-cadiz; 2018-06-01 14:16:52 GMT+3; 2018-06-02 19:30; Nothing; Xlenovo
Cadiz; 4/7; 8/15; 4/7; 8/13; 27/50; 11/20; 6/11; 4/7; 8/15; 4/7; 4/7; 4/7; 8/15; 5/9; 3/5; 11/21; 6/11; 3/5; 4/7; 4/7; 4/9; 4/7
Draw; 13/5; 11/4; 13/5; 13/5; 143/0; 29/10; 11/4; 27/10; 11/4; 14/5; 13/5; 11/4; 5/2; 27/10; 11/4; 27/10; 27/10; 11/4; 13/5; 13/5; 12/5; 13/5
Granada; 11/2; 5; 9/2; 119/0; 5; 24/5; 19/4; 5; 9/2; 5; 5; 91/17; 5; 49/10; 19/4; 11/2; 11/2; 4; 21/5; 28/5; ; 
META; spain/la-liga-segunda/granada-v-cadiz; 2018-06-01 18:16:49 GMT+3; 2018-06-02 19:30; Nothing; Xlenovo
Cadiz; 4/7; 4/7; 6/10; 8/13; 59/00; 4/7; 3/5; 4/7; 3/5; 6/10; 8/13; 13/20; 4/7; 11/18; 3/5; 11/18; 5/9; 8/13; 11/18; 8/13; 4/7; 8/15; 4/7
Draw; 13/5; 13/5; 13/5; 13/5; 73/25; 11/4; 27/10; 27/10; 13/5; 13/5; 13/5; 13/5; 5/2; 11/4; 11/4; 27/11; 28/11; 14/5; 14/5; 11/4; 27/10; 23/10; 11/4
Granada; 11/2; 9/2; 9/2; 9/2; 99/20; 5; 19/4; 19/4; 9/2; 9/2; 9/2; 17/4; 9/2; 63/13; 5; 21/5; 23/5; 5; 49/10; 9/2; 9/2; 7/2; 23/5
META; spain/la-liga-segunda/granada-v-cadiz; 2018-06-01 22:16:37 GMT+3; 2018-06-02 19:30; Nothing; Xlenovo
Cadiz; 4/7; 4/7; 6/10; 8/13; 59/00; 4/7; 3/5; 4/7; 3/5; 6/10; 6/10; 8/13; 13/20; 4/7; 11/18; 3/5; 8/13; 4/7; 8/13; 11/18; 8/13; 4/7; 8/15; 4/7
Draw; 13/5; 13/5; 13/5; 13/5; 143/0; 11/4; 11/4; 27/10; 13/5; 13/5; 13/5; 13/5; 13/5; 5/2; 11/4; 11/4; 27/11; 45/17; 14/5; 11/4; 13/5; 27/10; 23/10; 27/10
Granada; 11/2; 9/2; 9/2; 9/2; 101/0; 5; 9/2; 19/4; 9/2; 9/2; 9/2; 9/2; 17/4; 9/2; 63/13; 5; 21/5; 22/5; 5; 49/10; 9/2; 23/5; 7/2; 23/5
META; spain/la-liga-segunda/granada-v-cadiz; 2018-06-02 02:16:28 GMT+3; 2018-06-02 19:30; Nothing; Xlenovo
Cadiz; 4/7; 6/10; 8/13; 8/13; 59/00; 6/10; 3/5; 4/7; 3/5; 8/13; 6/10; 8/13; 13/20; 4/7; 11/18; 3/5; 8/13; 4/7; 8/13; 11/18; 8/13; 4/7; 8/15; 4/7
Draw; 13/5; 13/5; 5/2; 13/5; 143/0; 27/10; 11/4; 27/10; 13/5; 5/2; 13/5; 5/2; 13/5; 12/5; 27/10; 11/4; 27/11; 45/17; 14/5; 11/4; 13/5; 13/5; 23/10; 27/10
Granada; 11/2; 9/2; 9/2; 9/2; 101/0; 5; 9/2; 19/4; 9/2; 9/2; 9/2; 9/2; 17/4; 9/2; 63/13; 5; 21/5; 22/5; 5; 49/10; 9/2; 9/2; 7/2; 23/5
META; spain/la-liga-segunda/granada-v-cadiz; 2018-06-02 10:16:30 GMT+3; 2018-06-02 19:30; Nothing; Xlenovo
Cadiz; 8/13; 4/6; 4/6; 8/13; 33/50; 13/20; 3/5; 4/7; 8/13; 4/6; 7/10; 4/6; 7/10; 8/13; 4/6; 11/17; 13/18; 4/7; 8/11; 4/6; 4/6; 8/11; 4/6; 8/11
Draw; 13/5; 5/2; 5/2; 13/5; 66/25; 13/5; 11/4; 27/10; 5/2; 12/5; 5/2; 49/20; 12/5; 12/5; 28/11; 27/10; 12/5; 45/17; 13/5; 13/5; 5/2; 5/2; 5/2; 13/5
Granada; 5; 4; 9/2; 47/10; 9/2; 9/2; 19/4; 9/2; 4; 4; 17/4; 4; 9/2; 9/2; 50/13; 22/5; 21/5; 50/11; 17/4; 9/2; 21/5; 23/5; ; 
META; spain/la-liga-segunda/granada-v-cadiz; 2018-06-02 14:16:24 GMT+3; 2018-06-02 19:30; Nothing; Xlenovo
Cadiz; 4/6; 4/6; 7/10; 8/13; 17/25; 7/10; 7/10; 4/7; 4/6; 7/10; 7/10; 7/10; 8/11; 8/13; 5/7; 13/18; 13/18; 4/6; 7/10; 5/7; 8/11; 8/11; 8/11; 8/11
Draw; 5/2; 12/5; 12/5; 13/5; 68/25; 13/5; 13/5; 27/10; 5/2; 5/2; 12/5; 12/5; 13/5; 12/5; 13/5; 13/5; 12/5; 5/2; 27/10; 13/5; 13/5; 5/2; 13/5; 13/5
Granada; 9/2; 4; 19/5; 9/2; 43/10; 4; 39/10; 19/4; 4; 4; 19/5; 15/4; 4; 4; 50/13; 37/10; 17/4; 77/19; 15/4; 22/5; 23/5; 23/5; ; 
META; spain/la-liga-segunda/granada-v-cadiz; 2018-06-02 18:16:09 GMT+3; 2018-06-02 19:30; Nothing; Xlenovo
Cadiz; 4/6; 4/6; 4/6; 8/13; 63/00; 3/4; 7/10; 4/7; 4/6; 7/10; 4/6; 4/6; 4/6; 8/13; 9/13; 13/18; 4/6; 4/6; 4/6; 4/6; 4/6; 4/6; 4/6; 8/11
Draw; 5/2; 5/2; 5/2; 13/5; 72/25; 5/2; 13/5; 27/10; 13/5; 5/2; 5/2; 49/20; 11/4; 12/5; 13/5; 13/5; 28/11; 5/2; 13/5; 27/10; 11/4; 13/5; 27/10; 13/5
Granada; 9/2; 4; 21/5; 9/2; 9/2; 15/4; 39/10; 19/4; 4; 4; 17/4; 4; 54/13; 4; 75/19; 37/10; 19/4; 43/10; 17/4; 23/5; 24/5; 24/5; ; 
META; spain/la-liga-segunda/granada-v-cadiz; 2018-06-02 22:16:03 GMT+3; 2018-06-02 19:30; Nothing; Xlenovo
Cadiz; 11/8; 7/10; 16/13; 5/4; 5/4; 13/10; 19/29; 16/13; 29/20; 14/19; 6/4; 6/4
Draw; 8/5; 53/20; 28/17; 33/20; 7/4; 11/8; 27/11; 28/17; 29/20; 12/5; 7/5; 7/5
Granada; 3; 22/5; 29/10; 11/4; 3; 10/3; 49/11; 29/10; 29/10; 4; 3; 
