META; spain/la-liga-segunda/leonesa-v-lorca; 2018-01-06 22:23:45 GMT+2; 2018-01-14 17:00; Nothing; Xlenovo
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Leonesa; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Lorca; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/leonesa-v-lorca; 2018-01-07 02:23:25 GMT+2; 2018-01-14 17:00; Nothing; Xlenovo
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Leonesa; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Lorca; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/leonesa-v-lorca; 2018-01-07 10:23:25 GMT+2; 2018-01-14 17:00; Nothing; Xlenovo
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Leonesa; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Lorca; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/leonesa-v-lorca; 2018-01-07 14:29:30 GMT+2; 2018-01-14 17:00; Nothing; Xlenovo
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Leonesa; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Lorca; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/leonesa-v-lorca; 2018-01-07 18:24:52 GMT+2; 2018-01-14 17:00; Nothing; Xlenovo
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Leonesa; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Lorca; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/leonesa-v-lorca; 2018-01-07 22:25:20 GMT+2; 2018-01-14 17:00; Nothing; Xlenovo
Leonesa; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/13; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
Lorca; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; spain/la-liga-segunda/leonesa-v-lorca; 2018-01-08 02:25:09 GMT+2; 2018-01-14 17:00; Nothing; Xlenovo
Leonesa; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/13; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
Lorca; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; spain/la-liga-segunda/leonesa-v-lorca; 2018-01-08 10:23:54 GMT+2; 2018-01-14 17:00; Nothing; Xlenovo
Leonesa; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/11; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
Lorca; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/4; ; 
META; spain/la-liga-segunda/leonesa-v-lorca; 2018-01-08 14:26:09 GMT+2; 2018-01-14 17:00; Nothing; Xlenovo
Leonesa; 1; 1; ; ; 109/100; ; ; ; ; ; 21/20; ; ; ; ; ; ; 1; ; 21/20; ; ; 11/10; ; 1; ; 8/13; ; 
Draw; 21/10; 85/40; ; ; 23/10; ; ; ; ; ; 11/5; ; ; ; ; ; ; 21/10; ; 9/4; ; ; 9/4; ; 21/10; ; 4/7; ; 
Lorca; 16/5; 11/4; ; ; 31/10; ; ; ; ; ; 11/4; ; ; ; ; ; ; 37/13; ; 23/10; ; ; 14/5; ; 37/13; ; 7/5; ; 
META; spain/la-liga-segunda/leonesa-v-lorca; 2018-01-08 18:26:37 GMT+2; 2018-01-14 17:00; Nothing; Xlenovo
Leonesa; 1; 19/20; 1; 1; 53/50; ; ; ; 21/20; 1; 21/20; ; ; ; 21/20; ; ; 19/20; ; 21/20; 24/23; ; 21/20; ; 1; ; 8/11; 20/21; 
Draw; 21/10; 21/10; 21/10; 11/5; 23/10; ; ; ; 21/10; 21/10; 11/5; ; ; ; 9/4; ; ; 21/10; ; 9/4; 39/19; ; 23/10; ; 21/10; ; 9/5; 21/10; 
