META; spain/la-liga-segunda/oviedo-v-cadiz; 2017-09-13 22:25:22 GMT+3; 2017-09-17 17:00; Nothing; Xlenovo
Oviedo; 23/20; 5/4; 6/5; ; ; ; ; 6/5; ; ; ; ; ; ; ; 5/4; ; 23/18; 23/17; ; ; ; ; ; 5/4; ; 23/20; 6/5; 
Draw; 21/10; 19/10; 2; ; ; ; ; 15/8; ; ; ; ; ; ; ; 2; ; 11/5; 11/5; ; ; ; ; ; 2; ; 2; 2; 
Cadiz; 13/5; 23/10; 12/5; ; ; ; ; 11/5; ; ; ; ; ; ; ; 23/10; ; 21/10; 2; ; ; ; ; ; 9/4; ; 9/4; 21/10; 
META; spain/la-liga-segunda/oviedo-v-cadiz; 2017-09-14 02:24:55 GMT+3; 2017-09-17 17:00; Nothing; Xlenovo
Oviedo; 23/20; 5/4; 6/5; 7/5; 5/4; 6/5; 6/5; 6/5; 13/10; 6/5; 6/5; 6/5; 6/5; ; 6/5; 5/4; ; 23/18; 23/17; 11/8; ; 23/18; ; ; 5/4; ; 6/5; 6/5; 
Draw; 21/10; 19/10; 2; 21/10; 21/10; 2; 85/40; 15/8; 11/5; 2; 2; 2; 21/10; ; 21/10; 2; ; 11/5; 11/5; 85/40; ; 11/5; ; ; 2; ; 2; 2; 
Cadiz; 13/5; 23/10; 12/5; 19/10; 12/5; 21/10; 13/5; 11/5; 28/13; 12/5; 12/5; 12/5; 49/20; ; 12/5; 23/10; ; 21/10; 2; 63/25; ; 21/10; ; ; 9/4; ; 23/10; 21/10; 
META; spain/la-liga-segunda/oviedo-v-cadiz; 2017-09-14 10:25:13 GMT+3; 2017-09-17 17:00; Nothing; Xlenovo
Oviedo; 23/20; 6/5; 6/5; 7/5; 5/4; 6/5; 6/5; 6/5; 13/10; 6/5; 6/5; 5/4; 6/5; ; 6/5; 5/4; ; 23/18; 5/4; 11/8; ; 23/18; ; ; 5/4; ; 6/5; 6/5; 
Draw; 21/10; 2; 2; 21/10; 21/10; 2; 85/40; 15/8; 11/5; 2; 2; 2; 21/10; ; 21/10; 39/19; ; 11/5; 28/13; 85/40; ; 11/5; ; ; 2; ; 2; 2; 
Cadiz; 13/5; 23/10; 12/5; 19/10; 12/5; 21/10; 13/5; 23/10; 28/13; 12/5; 12/5; 23/10; 49/20; ; 12/5; 23/10; ; 21/10; 40/17; 63/25; ; 21/10; ; ; 9/4; ; 23/10; 21/10; 
META; spain/la-liga-segunda/oviedo-v-cadiz; 2017-09-14 14:25:27 GMT+3; 2017-09-17 17:00; Nothing; Xlenovo
Oviedo; 23/20; 6/5; 6/5; 23/20; 5/4; 6/5; 6/5; 11/10; 13/10; 6/5; 6/5; 6/5; 6/5; 23/20; 6/5; 6/5; ; 23/18; 5/4; 11/8; 19/16; 23/18; ; ; 6/5; ; 5/4; 6/5; 6/5
Draw; 21/10; 2; 2; 21/10; 21/10; 2; 21/10; 15/8; 11/5; 2; 2; 19/10; 21/10; 2; 21/10; 2; ; 11/5; 28/13; 85/40; 2; 11/5; ; ; 2; ; 19/10; 2; 21/10
Cadiz; 13/5; 23/10; 49/20; 12/5; 12/5; 21/10; 13/5; 23/10; 28/13; 12/5; 12/5; 5/2; 49/20; 12/5; 12/5; 12/5; ; 21/10; 40/17; 63/25; 11/5; 21/10; ; ; 9/4; ; 21/10; 21/10; 9/4
META; spain/la-liga-segunda/oviedo-v-cadiz; 2017-09-14 18:25:14 GMT+3; 2017-09-17 17:00; Nothing; Xlenovo
Oviedo; 23/20; 23/20; 23/20; 23/20; 6/5; 6/5; 6/5; 11/10; 13/10; 15/13; 23/20; 6/5; 6/5; 23/20; 6/5; 6/5; ; 23/18; 6/5; 34/25; 19/16; 23/18; ; ; 6/5; ; 1; 10/9; 6/5
