META; spain/la-liga-segunda/lugo-v-reus-deportiu; 2017-08-11 22:23:57 GMT+3; 2017-08-21 19:00; Nothing; Xlenovo
Lugo; 1; ; ; ; ; 1; 11/10; ; 1; ; ; ; 11/10; ; ; ; 21/20; 1; 21/20; ; ; 1; ; 21/20; ; ; ; ; 
Lugo; 11/10; 21/20; 21/20; 11/10; 11/10; 21/20; 21/20; 10/11; 11/10; 21/20; 21/20; 11/10; 11/10; ; 21/20; 21/20; 11/10; 13/12; 11/10; 28/25; 21/20; 13/12; 11/10; 21/20; 1; ; 10/11; 21/20; 
Draw; 2; 2; 39/20; 19/10; 2; 37/20; 21/10; 15/8; 2; 19/10; 19/10; 15/8; 2; ; 2; 2; 2; 37/19; 39/19; 107/50; 39/19; 37/19; 21/10; 15/8; 2; ; 19/10; 19/10; 
Reus Deportiu; 3; 14/5; 14/5; 3; 3; 11/4; 31/10; 11/4; 56/19; 11/4; 11/4; 3; 57/20; ; 3; 29/10; 3; 29/10; 11/4; 13/4; 5/2; 29/10; 5/2; 11/4; 11/4; ; 1/100; 11/4; 
META; spain/la-liga-segunda/lugo-v-reus-deportiu; 2017-08-18 22:25:13 GMT+3; 2017-08-21 19:00; Nothing; Xlenovo
Lugo; 11/10; 21/20; 21/20; 11/10; 11/10; 21/20; 21/20; 10/11; 11/10; 21/20; 21/20; 11/10; 11/10; ; 21/20; 21/20; 11/10; 13/12; 11/10; 28/25; 21/20; 13/12; 11/10; 21/20; 1; ; 1; 1; 
Draw; 2; 2; 39/20; 19/10; 2; 37/20; 21/10; 15/8; 2; 19/10; 19/10; 15/8; 2; ; 2; 2; 2; 37/19; 39/19; 107/50; 39/19; 37/19; 21/10; 15/8; 2; ; 15/8; 19/10; 
Reus Deportiu; 3; 14/5; 14/5; 3; 3; 11/4; 31/10; 11/4; 56/19; 11/4; 11/4; 3; 57/20; ; 3; 29/10; 3; 29/10; 14/5; 13/4; 5/2; 29/10; 5/2; 11/4; 11/4; ; 27/10; 23/10; 
META; spain/la-liga-segunda/lugo-v-reus-deportiu; 2017-08-19 02:24:49 GMT+3; 2017-08-21 19:00; Nothing; Xlenovo
Lugo; 11/10; 21/20; 21/20; 11/10; 11/10; 21/20; 21/20; 10/11; 11/10; 21/20; 21/20; 11/10; 11/10; ; 21/20; 21/20; 11/10; 13/12; 11/10; 28/25; 21/20; 13/12; 11/10; 21/20; 1; ; 1; 21/20; 
Draw; 2; 2; 39/20; 19/10; 2; 37/20; 21/10; 15/8; 2; 19/10; 19/10; 15/8; 2; ; 2; 2; 2; 37/19; 39/19; 107/50; 39/19; 37/19; 21/10; 15/8; 2; ; 15/8; 19/10; 
Reus Deportiu; 3; 14/5; 14/5; 3; 3; 11/4; 31/10; 11/4; 56/19; 11/4; 11/4; 3; 57/20; ; 3; 29/10; 3; 29/10; 14/5; 13/4; 5/2; 29/10; 5/2; 11/4; 11/4; ; 27/10; 11/4; 
META; spain/la-liga-segunda/lugo-v-reus-deportiu; 2017-08-19 10:24:51 GMT+3; 2017-08-21 19:00; Nothing; Xlenovo
Lugo; 11/10; 21/20; 21/20; 11/10; 11/10; 21/20; 21/20; 10/11; 11/10; 21/20; 21/20; 11/10; 11/10; ; 21/20; 21/20; 11/10; 13/12; 11/10; 28/25; 21/20; 13/12; 11/10; 21/20; 1; ; 1; ; 
Draw; 2; 2; 39/20; 19/10; 2; 37/20; 21/10; 15/8; 2; 19/10; 19/10; 15/8; 2; ; 2; 2; 2; 37/19; 39/19; 107/50; 39/19; 37/19; 21/10; 15/8; 2; ; 15/8; ; 
Reus Deportiu; 3; 14/5; 14/5; 3; 3; 11/4; 31/10; 11/4; 56/19; 11/4; 11/4; 3; 57/20; ; 3; 29/10; 3; 29/10; 14/5; 13/4; 5/2; 29/10; 5/2; 11/4; 11/4; ; 27/10; ; 
META; spain/la-liga-segunda/lugo-v-reus-deportiu; 2017-08-19 14:25:03 GMT+3; 2017-08-21 19:00; Nothing; Xlenovo
Lugo; 11/10; 21/20; 21/20; 11/10; 11/10; 21/20; 21/20; 10/11; 11/10; 21/20; 21/20; 11/10; 11/10; ; 21/20; 21/20; 11/10; 13/12; 11/10; 28/25; 21/20; 13/12; 11/10; 21/20; 1; ; 10/11; 21/20; 10/9
Draw; 2; 2; 39/20; 19/10; 2; 37/20; 21/10; 15/8; 2; 19/10; 19/10; 15/8; 2; ; 2; 2; 2; 37/19; 39/19; 107/50; 39/19; 37/19; 21/10; 15/8; 2; ; 17/10; 19/10; 21/10
Reus Deportiu; 3; 14/5; 14/5; 3; 3; 11/4; 31/10; 11/4; 56/19; 11/4; 11/4; 3; 57/20; ; 3; 29/10; 3; 29/10; 14/5; 13/4; 5/2; 29/10; 5/2; 11/4; 11/4; ; 1/100; 11/4; 3
META; spain/la-liga-segunda/lugo-v-reus-deportiu; 2017-08-19 18:24:21 GMT+3; 2017-08-21 19:00; Nothing; Xlenovo
Lugo; 11/10; 21/20; 21/20; 11/10; 11/10; 21/20; 21/20; 10/11; 11/10; 21/20; 21/20; 11/10; 11/10; ; 21/20; 21/20; 11/10; 13/12; 11/10; 28/25; 21/20; 13/12; 11/10; 21/20; 1; ; 10/11; 21/20; 10/9
Draw; 2; 2; 39/20; 19/10; 2; 37/20; 21/10; 15/8; 2; 19/10; 19/10; 15/8; 2; ; 2; 2; 2; 37/19; 21/10; 107/50; 39/19; 37/19; 21/10; 15/8; 2; ; 17/10; 19/10; 21/10
Reus Deportiu; 3; 14/5; 14/5; 3; 3; 11/4; 31/10; 11/4; 56/19; 11/4; 11/4; 3; 57/20; ; 3; 29/10; 3; 29/10; 14/5; 13/4; 5/2; 29/10; 5/2; 11/4; 11/4; ; 1/100; 11/4; 3
META; spain/la-liga-segunda/lugo-v-reus-deportiu; 2017-08-19 22:24:32 GMT+3; 2017-08-21 19:00; Nothing; Xlenovo
Lugo; 11/10; 21/20; 21/20; 11/10; 21/20; 21/20; 21/20; 10/11; 21/20; 21/20; 21/20; 11/10; 11/10; ; 21/20; 21/20; 11/10; 24/23; 11/10; 28/25; 21/20; 24/23; 11/10; 21/20; 1; ; 1; 21/20; 10/9
Draw; 2; 2; 39/20; 19/10; 21/10; 37/20; 21/10; 15/8; 2; 19/10; 19/10; 15/8; 2; ; 2; 2; 2; 37/19; 21/10; 107/50; 39/19; 37/19; 21/10; 15/8; 2; ; 15/8; 19/10; 21/10
Reus Deportiu; 3; 14/5; 14/5; 3; 3; 11/4; 31/10; 11/4; 31/10; 11/4; 11/4; 3; 57/20; ; 3; 29/10; 3; 31/10; 14/5; 13/4; 5/2; 31/10; 5/2; 11/4; 3; ; 27/10; 11/4; 3
META; spain/la-liga-segunda/lugo-v-reus-deportiu; 2017-08-20 02:24:00 GMT+3; 2017-08-21 19:00; Nothing; Xlenovo
Lugo; 11/10; 21/20; 21/20; 11/10; 11/10; 21/20; 21/20; 10/11; 21/20; 21/20; 21/20; 11/10; 11/10; ; 21/20; 21/20; 11/10; 24/23; 11/10; 28/25; 21/20; 24/23; 11/10; 21/20; 1; ; 1; 21/20; 10/9
Draw; 2; 2; 39/20; 19/10; 2; 37/20; 21/10; 15/8; 2; 19/10; 19/10; 15/8; 2; ; 2; 2; 2; 37/19; 21/10; 107/50; 39/19; 37/19; 21/10; 15/8; 2; ; 15/8; 19/10; 21/10
Reus Deportiu; 3; 14/5; 14/5; 3; 3; 11/4; 31/10; 11/4; 31/10; 11/4; 11/4; 3; 57/20; ; 3; 29/10; 3; 31/10; 37/13; 13/4; 5/2; 31/10; 5/2; 11/4; 11/4; ; 27/10; 11/4; 3
META; spain/la-liga-segunda/lugo-v-reus-deportiu; 2017-08-20 10:24:05 GMT+3; 2017-08-21 19:00; Nothing; Xlenovo
Lugo; 11/10; 21/20; 21/20; 11/10; 11/10; 21/20; 21/20; 10/11; 21/20; 21/20; 21/20; 11/10; 11/10; ; 21/20; 21/20; 11/10; 24/23; 11/10; 28/25; 21/20; 24/23; 11/10; 21/20; 1; ; 21/20; 21/20; 10/9
Draw; 2; 2; 39/20; 19/10; 2; 37/20; 21/10; 15/8; 2; 19/10; 19/10; 15/8; 2; ; 2; 2; 2; 37/19; 21/10; 107/50; 39/19; 37/19; 21/10; 15/8; 2; ; 19/10; 19/10; 21/10
Reus Deportiu; 3; 14/5; 14/5; 3; 3; 11/4; 31/10; 11/4; 31/10; 11/4; 11/4; 3; 57/20; ; 3; 29/10; 3; 31/10; 37/13; 13/4; 5/2; 31/10; 5/2; 11/4; 3; ; 14/5; 11/4; 3
META; spain/la-liga-segunda/lugo-v-reus-deportiu; 2017-08-20 14:24:14 GMT+3; 2017-08-21 19:00; Nothing; Xlenovo
Lugo; 11/10; 21/20; 21/20; 11/10; 11/10; 21/20; 21/20; 10/11; 21/20; 21/20; 21/20; 11/10; 11/10; ; 21/20; 21/20; 11/10; 24/23; 11/10; 28/25; 21/20; 24/23; 11/10; 21/20; 1; ; 21/20; 1; 10/9
Draw; 2; 2; 39/20; 19/10; 2; 37/20; 21/10; 15/8; 2; 19/10; 19/10; 15/8; 2; ; 2; 2; 2; 37/19; 39/19; 107/50; 39/19; 37/19; 21/10; 15/8; 2; ; 19/10; 19/10; 21/10
Reus Deportiu; 3; 14/5; 14/5; 3; 3; 11/4; 31/10; 11/4; 31/10; 11/4; 11/4; 3; 57/20; ; 3; 29/10; 3; 31/10; 29/10; 13/4; 5/2; 31/10; 5/2; 11/4; 3; ; 14/5; 23/10; 3
META; spain/la-liga-segunda/lugo-v-reus-deportiu; 2017-08-20 18:24:39 GMT+3; 2017-08-21 19:00; Nothing; Xlenovo
Lugo; 11/10; 21/20; 21/20; 11/10; 11/10; 21/20; 21/20; 10/11; 21/20; 21/20; 21/20; 11/10; 11/10; ; 21/20; 21/20; 11/10; 24/23; 11/10; 28/25; 21/20; 24/23; 11/10; 21/20; 1; ; 21/20; 21/20; 10/9
Draw; 2; 2; 39/20; 19/10; 2; 37/20; 21/10; 15/8; 2; 19/10; 19/10; 15/8; 2; ; 2; 2; 2; 37/19; 21/10; 107/50; 39/19; 37/19; 21/10; 15/8; 2; ; 19/10; 19/10; 21/10
Reus Deportiu; 3; 14/5; 14/5; 3; 3; 11/4; 31/10; 11/4; 31/10; 11/4; 11/4; 3; 57/20; ; 3; 29/10; 3; 31/10; 37/13; 13/4; 5/2; 31/10; 5/2; 11/4; 3; ; 14/5; 11/4; 3
META; spain/la-liga-segunda/lugo-v-reus-deportiu; 2017-08-20 22:24:01 GMT+3; 2017-08-21 19:00; Nothing; Xlenovo
Lugo; 11/10; 21/20; 21/20; 11/10; 11/10; 21/20; 21/20; 10/11; 21/20; 21/20; 21/20; 11/10; 11/10; ; 21/20; 21/20; 11/10; 24/23; 11/10; 28/25; 30/29; 24/23; 11/10; 21/20; 1; ; 21/20; 21/20; 10/9
Draw; 2; 2; 39/20; 19/10; 2; 37/20; 21/10; 15/8; 2; 19/10; 19/10; 15/8; 2; ; 2; 2; 2; 37/19; 21/10; 107/50; 39/19; 37/19; 21/10; 15/8; 2; ; 19/10; 19/10; 19/10
Reus Deportiu; 3; 14/5; 29/10; 3; 3; 11/4; 16/5; 11/4; 31/10; 11/4; 11/4; 3; 57/20; ; 3; 29/10; 3; 31/10; 37/13; 13/4; 28/11; 31/10; 13/5; 11/4; 3; ; 14/5; 14/5; 3
META; spain/la-liga-segunda/lugo-v-reus-deportiu; 2017-08-21 02:23:27 GMT+3; 2017-08-21 19:00; Nothing; Xlenovo
Lugo; 21/20; 21/20; 21/20; 11/10; 21/20; 21/20; 21/20; 10/11; 21/20; 21/20; 21/20; 11/10; 11/10; ; 21/20; 21/20; 11/10; 24/23; 21/20; 28/25; 17/16; 24/23; 11/10; 21/20; 1; ; 21/20; 21/20; 10/9
Draw; 11/5; 2; 39/20; 19/10; 21/10; 37/20; 21/10; 15/8; 2; 19/10; 19/10; 15/8; 2; ; 2; 2; 2; 37/19; 28/13; 107/50; 39/19; 37/19; 21/10; 15/8; 2; ; 19/10; 19/10; 19/10
Reus Deportiu; 11/4; 14/5; 29/10; 3; 3; 11/4; 16/5; 11/4; 31/10; 11/4; 11/4; 3; 57/20; ; 3; 29/10; 3; 31/10; 14/5; 13/4; 27/11; 31/10; 13/5; 11/4; 11/4; ; 14/5; 14/5; 3
META; spain/la-liga-segunda/lugo-v-reus-deportiu; 2017-08-21 10:23:24 GMT+3; 2017-08-21 19:00; Nothing; Xlenovo
Lugo; 21/20; 21/20; 21/20; 11/10; 21/20; 21/20; 21/20; 10/11; 21/20; 21/20; 21/20; 11/10; 11/10; ; 21/20; 21/20; 11/10; 24/23; 21/20; 113/100; 10/9; 24/23; 11/10; 21/20; 1; ; 11/10; 21/20; 10/9
Draw; 11/5; 2; 39/20; 19/10; 21/10; 37/20; 21/10; 15/8; 2; 19/10; 19/10; 15/8; 2; ; 2; 2; 2; 37/19; 28/13; 107/50; 21/10; 37/19; 21/10; 15/8; 2; ; 2; 19/10; 21/10
Reus Deportiu; 11/4; 14/5; 14/5; 3; 3; 11/4; 31/10; 11/4; 31/10; 11/4; 11/4; 3; 57/20; ; 3; 29/10; 3; 31/10; 14/5; 16/5; 5/2; 31/10; 13/5; 11/4; 11/4; ; 3; 3; 3
META; spain/la-liga-segunda/lugo-v-reus-deportiu; 2017-08-21 14:24:19 GMT+3; 2017-08-21 19:00; Nothing; Xlenovo
Lugo; 21/20; 21/20; 11/10; 11/10; 11/10; 21/20; 11/10; 10/11; 21/20; 21/20; 21/20; ; 11/10; ; 21/20; 21/20; 11/10; 24/23; 21/20; 113/100; 19/17; 24/23; 11/10; 21/20; 1; ; 10/9; 21/20; 10/9
Draw; 11/5; 2; 19/10; 19/10; 2; 37/20; 2; 15/8; 2; 19/10; 19/10; ; 2; ; 19/10; 39/19; 2; 37/19; 21/10; 52/25; 39/19; 37/19; 21/10; 15/8; 2; ; 2; 19/10; 11/5
Reus Deportiu; 11/4; 14/5; 29/10; 3; 3; 11/4; 16/5; 11/4; 31/10; 14/5; 14/5; ; 57/20; ; 16/5; 14/5; 3; 31/10; 14/5; 10/3; 13/5; 31/10; 13/5; 11/4; 11/4; ; 3; 3; 3
META; spain/la-liga-segunda/lugo-v-reus-deportiu; 2017-08-21 18:24:01 GMT+3; 2017-08-21 19:00; Nothing; Xlenovo
Lugo; 21/20; 21/20; 21/20; 11/10; 21/20; 21/20; 21/20; 10/11; 21/20; 21/20; 21/20; ; 11/10; ; 21/20; 21/20; 11/10; 24/23; 21/20; 111/100; 10/9; 24/23; 21/20; 1; 1; ; 10/9; 10/9; 23/20
Draw; 2; 19/10; 19/10; 19/10; 2; 37/20; 2; 15/8; 2; 19/10; 19/10; ; 2; ; 19/10; 19/10; 2; 37/19; 39/19; 52/25; 2; 37/19; 2; 15/8; 15/8; ; 19/10; 19/10; 2
Reus Deportiu; 31/10; 14/5; 3; 3; 10/3; 11/4; 17/5; 11/4; 31/10; 29/10; 29/10; ; 16/5; 3; 16/5; 3; 3; 31/10; 56/19; 17/5; 45/17; 31/10; 14/5; 14/5; 3; ; 3; 3; 10/3
META; spain/la-liga-segunda/lugo-v-reus-deportiu; 2017-08-21 22:24:05 GMT+3; 2017-08-21 19:00; In Play; Xlenovo
Draw; 8/13; 4/7; 6/10; 8/13; 8/13; 13/20; 3/5; 1/2; 13/19; 4/5; ; 4/6; 7/10; ; ; ; 4/6; 13/17; 19/20; ; ; ; 8/13; ; 4/6; ; ; 8/13; 8/11
Lugo; 15/8; 2; 11/5; 11/5; 11/5; 19/10; 23/10; 5/2; 2; 17/10; ; 7/4; 2; ; ; ; 37/19; 9/5; 6/4; ; ; ; 2; ; 15/8; ; ; 9/4; 2
Reus Deportiu; 6; 6; 6; 11/2; 13/2; 19/4; 6; 11/2; 6; 11/2; ; 11/2; 6; ; ; ; 21/4; 6; 94/19; ; ; ; 6; ; 5; ; ; 33/5; 6
