META; spain/la-liga-segunda/cadiz-v-alcorcon; 2017-08-24 02:26:28 GMT+3; 2017-08-27 19:30; Nothing; Xlenovo
Cadiz; 1; 21/20; ; ; 21/20; ; 21/20; 10/11; 1; ; ; 21/20; 21/20; ; 21/20; 21/20; 19/20; 1; 21/20; 26/25; 17/16; 1; ; ; 1; ; 1; ; 
Draw; 11/5; 2; ; ; 21/10; ; 21/10; 2; 2; ; ; 2; 21/10; ; 2; 21/10; 11/5; 2; 21/10; 54/25; 2; 2; ; ; 2; ; 19/10; ; 
Alcorcon; 5/2; 14/5; ; ; 3; ; 16/5; 11/4; 45/17; ; ; 14/5; 59/20; ; 3; 11/4; 29/10; 13/5; 27/10; 71/20; 28/11; 45/17; ; ; 11/4; ; 14/5; ; 
META; spain/la-liga-segunda/cadiz-v-alcorcon; 2017-08-24 10:26:07 GMT+3; 2017-08-27 19:30; Nothing; Xlenovo
Cadiz; 1; 19/20; ; ; 21/20; 10/11; 21/20; 10/11; 1; ; ; 20/21; 1; ; 21/20; 1; 19/20; 1; 21/20; 49/50; 1; 1; ; 10/11; 1; ; 20/21; ; 
Draw; 11/5; 2; ; ; 21/10; 21/10; 85/40; 2; 2; ; ; 19/10; 21/10; ; 2; 2; 11/5; 2; 21/10; 11/5; 133/67; 2; ; 15/8; 2; ; 19/10; ; 
Alcorcon; 3; 3; ; ; 3; 11/4; 16/5; 11/4; 45/17; ; ; 10/3; 16/5; ; 3; 31/10; 29/10; 13/5; 37/13; 19/5; 11/4; 45/17; ; 14/5; 3; ; 14/5; ; 
META; spain/la-liga-segunda/cadiz-v-alcorcon; 2017-08-24 14:26:37 GMT+3; 2017-08-27 19:30; Nothing; Xlenovo
Cadiz; 1; 19/20; 1; 1; 21/20; 10/11; 21/20; 10/11; 1; 21/20; 21/20; 21/20; 1; 20/21; 21/20; 1; 19/20; 1; 21/20; 26/25; 1; 1; ; 10/11; 1; ; 20/21; 1; 
Draw; 11/5; 2; 39/20; 2; 21/10; 21/10; 2; 15/8; 2; 19/10; 19/10; 19/10; 21/10; 2; 2; 2; 11/5; 2; 21/10; 54/25; 133/67; 2; ; 15/8; 2; ; 19/10; 19/10; 
Alcorcon; 3; 16/5; 3; 16/5; 3; 11/4; 33/10; 3; 45/17; 3; 3; 3; 16/5; 16/5; 3; 3; 29/10; 13/5; 37/13; 71/20; 11/4; 45/17; ; 14/5; 3; ; 14/5; 14/5; 
META; spain/la-liga-segunda/cadiz-v-alcorcon; 2017-08-24 18:28:32 GMT+3; 2017-08-27 19:30; Nothing; Xlenovo
Cadiz; 1; 19/20; 1; 1; 21/20; 10/11; 1; 10/11; 1; 21/20; 21/20; 1; 1; 20/21; 21/20; 1; 19/20; 1; 1; 111/100; 1; 1; ; 10/11; 1; ; 1; 1; 21/20
Draw; 11/5; 19/10; 39/20; 2; 2; 21/10; 21/10; 15/8; 2; 19/10; 19/10; 2; 21/10; 2; 2; 2; 11/5; 19/10; 39/19; 103/50; 133/67; 37/19; ; 15/8; 2; ; 19/10; 19/10; 2
Alcorcon; 3; 16/5; 3; 16/5; 10/3; 11/4; 10/3; 3; 13/4; 29/10; 29/10; 3; 16/5; 16/5; 3; 3; 29/10; 3; 56/19; 69/20; 11/4; 16/5; ; 14/5; 3; ; 3; 14/5; 10/3
META; spain/la-liga-segunda/cadiz-v-alcorcon; 2017-08-24 22:27:07 GMT+3; 2017-08-27 19:30; Nothing; Xlenovo
Cadiz; 1; 19/20; 21/20; 1; 21/20; 10/11; 21/20; 10/11; 1; 21/20; 21/20; 21/20; 1; 20/21; 21/20; 1; 19/20; 1; 21/20; 111/100; 30/29; 1; ; 10/11; 1; ; 1; 1; 21/20
Draw; 11/5; 19/10; 39/20; 2; 2; 21/10; 2; 15/8; 2; 19/10; 19/10; 19/10; 21/10; 2; 2; 2; 11/5; 19/10; 39/19; 103/50; 133/67; 37/19; ; 15/8; 2; ; 19/10; 19/10; 2
Alcorcon; 3; 16/5; 3; 16/5; 10/3; 11/4; 33/10; 3; 13/4; 29/10; 29/10; 3; 16/5; 16/5; 3; 3; 29/10; 3; 3; 69/20; 45/17; 16/5; ; 14/5; 3; ; 14/5; 14/5; 10/3
META; spain/la-liga-segunda/cadiz-v-alcorcon; 2017-08-25 02:24:44 GMT+3; 2017-08-27 19:30; Nothing; Xlenovo
Cadiz; 1; 1; 21/20; 1; 21/20; 10/11; 21/20; 10/11; 1; 21/20; 21/20; 21/20; 1; 20/21; 21/20; 1; 19/20; 1; 21/20; 28/25; 30/29; 1; ; 10/11; 1; ; 1; 1; 21/20
Draw; 11/5; 19/10; 39/20; 2; 2; 21/10; 2; 15/8; 2; 19/10; 19/10; 19/10; 21/10; 2; 2; 2; 11/5; 19/10; 39/19; 103/50; 133/67; 37/19; ; 15/8; 2; ; 19/10; 19/10; 2
Alcorcon; 3; 3; 3; 16/5; 10/3; 11/4; 33/10; 3; 13/4; 29/10; 29/10; 3; 16/5; 16/5; 3; 3; 29/10; 3; 3; 17/5; 45/17; 16/5; ; 14/5; 3; ; 14/5; 5/2; 10/3
META; spain/la-liga-segunda/cadiz-v-alcorcon; 2017-08-25 10:26:02 GMT+3; 2017-08-27 19:30; Nothing; Xlenovo
Cadiz; 1; 1; 21/20; 1; 21/20; 19/20; 21/20; 10/11; 1; 21/20; 21/20; 21/20; 1; 20/21; 21/20; 1; 1; 1; 21/20; 28/25; 21/20; 1; ; 10/11; 1; ; 20/21; 1; 21/20
Draw; 11/5; 19/10; 39/20; 2; 2; 39/20; 21/10; 15/8; 2; 19/10; 19/10; 19/10; 21/10; 2; 2; 2; 21/10; 19/10; 39/19; 103/50; 133/67; 37/19; ; 15/8; 2; ; 19/10; 19/10; 2
Alcorcon; 3; 3; 3; 16/5; 10/3; 14/5; 16/5; 3; 13/4; 29/10; 29/10; 3; 16/5; 16/5; 3; 3; 16/5; 3; 3; 17/5; 13/5; 16/5; ; 14/5; 3; ; 14/5; 14/5; 10/3
META; spain/la-liga-segunda/cadiz-v-alcorcon; 2017-08-25 14:26:53 GMT+3; 2017-08-27 19:30; Nothing; Xlenovo
