META; spain/la-liga-segunda/rayo-vallecano-v-gimnastic; 2017-12-24 18:27:07 GMT+2; 2018-01-06 17:00; Nothing; Xlenovo
Rayo Vallecano; 13/20; ; ; ; ; ; ; ; 3/5; ; ; 4/6; ; ; 4/6; ; ; 11/17; ; 9/13; 3/5; ; 7/10; ; 11/17; ; ; 4/7; 
Draw; 5/2; ; ; ; ; ; ; ; 5/2; ; ; 13/5; ; ; 13/5; ; ; 5/2; ; 5/2; 5/2; ; 5/2; ; 28/11; ; ; 23/10; 
Gimnastic; 19/4; ; ; ; ; ; ; ; 23/5; ; ; 4; ; ; 17/4; ; ; 21/5; ; 7/2; 9/2; ; 19/4; ; 17/4; ; ; 7/2; 
META; spain/la-liga-segunda/rayo-vallecano-v-gimnastic; 2017-12-24 22:27:11 GMT+2; 2018-01-06 17:00; Nothing; Xlenovo
Rayo Vallecano; 13/20; ; ; ; ; ; ; ; 3/5; ; ; 8/13; ; ; 4/6; ; ; 11/17; ; 3/5; 3/5; ; 13/20; ; 11/17; ; ; 4/7; 
Draw; 5/2; ; ; ; ; ; ; ; 5/2; ; ; 5/2; ; ; 13/5; ; ; 5/2; ; 27/10; 5/2; ; 27/10; ; 28/11; ; ; 12/5; 
Gimnastic; 19/4; ; ; ; ; ; ; ; 23/5; ; ; 9/2; ; ; 17/4; ; ; 17/4; ; 39/10; 9/2; ; 19/4; ; 43/10; ; ; 7/2; 
META; spain/la-liga-segunda/rayo-vallecano-v-gimnastic; 2017-12-25 02:27:10 GMT+2; 2018-01-06 17:00; Nothing; Xlenovo
Rayo Vallecano; 13/20; ; 11/18; ; ; ; ; ; 3/5; ; ; 8/13; ; ; 4/6; ; ; 11/17; ; 3/5; 3/5; ; 13/20; ; 11/17; ; ; ; 
Draw; 5/2; ; 5/2; ; ; ; ; ; 5/2; ; ; 5/2; ; ; 13/5; ; ; 5/2; ; 27/10; 5/2; ; 27/10; ; 28/11; ; ; ; 
Gimnastic; 19/4; ; 9/2; ; ; ; ; ; 23/5; ; ; 9/2; ; ; 17/4; ; ; 17/4; ; 39/10; 9/2; ; 19/4; ; 43/10; ; ; ; 
META; spain/la-liga-segunda/rayo-vallecano-v-gimnastic; 2017-12-25 10:27:13 GMT+2; 2018-01-06 17:00; Nothing; Xlenovo
Rayo Vallecano; 8/13; ; 3/5; ; ; ; ; ; 3/5; ; ; 6/10; ; ; 4/7; ; 8/13; 11/17; 8/13; 7/12; 3/5; ; 8/13; ; 11/17; ; ; 8/15; 
Draw; 13/5; ; 13/5; ; ; ; ; ; 5/2; ; ; 13/5; ; ; 11/4; ; 27/10; 5/2; 27/10; 27/10; 5/2; ; 27/10; ; 28/11; ; ; 12/5; 
Gimnastic; 5; ; 19/4; ; ; ; ; ; 23/5; ; ; 9/2; ; ; 5; ; 9/2; 17/4; 9/2; 4; 9/2; ; 21/4; ; 43/10; ; ; 4; 
META; spain/la-liga-segunda/rayo-vallecano-v-gimnastic; 2017-12-25 14:27:18 GMT+2; 2018-01-06 17:00; Nothing; Xlenovo
Rayo Vallecano; 8/13; ; 3/5; ; ; ; ; ; 3/5; ; ; 6/10; ; ; 4/7; ; 8/13; 5/9; 8/13; 7/12; 3/5; ; 8/13; 4/7; 4/7; ; ; 8/15; 
Draw; 13/5; ; 13/5; ; ; ; ; ; 5/2; ; ; 13/5; ; ; 11/4; ; 27/10; 45/17; 27/10; 27/10; 5/2; ; 27/10; 14/5; 27/10; ; ; 12/5; 
Gimnastic; 5; ; 19/4; ; ; ; ; ; 23/5; ; ; 9/2; ; ; 5; ; 9/2; 24/5; 9/2; 4; 9/2; ; 21/4; 19/4; 63/13; ; ; 4; 
META; spain/la-liga-segunda/rayo-vallecano-v-gimnastic; 2017-12-25 18:27:11 GMT+2; 2018-01-06 17:00; Nothing; Xlenovo
Rayo Vallecano; 8/13; ; 3/5; ; ; ; ; ; 3/5; ; ; 6/10; ; ; 4/7; ; 8/13; 5/9; 8/13; 7/12; 3/5; ; 8/13; 4/7; 4/7; ; ; 8/15; 
Draw; 13/5; ; 13/5; ; ; ; ; ; 5/2; ; ; 13/5; ; ; 11/4; ; 27/10; 45/17; 27/10; 27/10; 5/2; ; 27/10; 14/5; 27/10; ; ; 12/5; 
Gimnastic; 5; ; 19/4; ; ; ; ; ; 23/5; ; ; 9/2; ; ; 5; ; 9/2; 24/5; 9/2; 4; 9/2; ; 21/4; 19/4; 63/13; ; ; 4; 
META; spain/la-liga-segunda/rayo-vallecano-v-gimnastic; 2017-12-25 22:27:14 GMT+2; 2018-01-06 17:00; Nothing; Xlenovo
Rayo Vallecano; 8/13; ; 3/5; ; ; ; ; ; 3/5; ; ; 6/10; ; ; 4/7; ; 8/13; 5/9; 8/13; 7/12; 3/5; ; 8/13; 4/7; 4/7; ; ; 8/15; 
Draw; 13/5; ; 13/5; ; ; ; ; ; 5/2; ; ; 13/5; ; ; 11/4; ; 27/10; 45/17; 27/10; 27/10; 5/2; ; 27/10; 14/5; 27/10; ; ; 12/5; 
Gimnastic; 5; ; 19/4; ; ; ; ; ; 23/5; ; ; 9/2; ; ; 5; ; 9/2; 24/5; 9/2; 4; 9/2; ; 21/4; 19/4; 63/13; ; ; 4; 
META; spain/la-liga-segunda/rayo-vallecano-v-gimnastic; 2017-12-26 02:27:18 GMT+2; 2018-01-06 17:00; Nothing; Xlenovo
