META; spain/la-liga-segunda/lorca-v-almeria; 2018-01-30 22:23:47 GMT+2; 2018-02-03 19:00; Nothing; Xlenovo
Lorca; 29/20; 29/20; 16/11; ; 17/10; ; ; ; ; 29/20; ; ; ; 6/4; ; 6/4; ; 6/4; ; 26/19; ; 7/5; 6/4; ; 6/4; ; ; 11/8; 
Almeria; 21/10; 19/10; 28/15; ; 54/25; ; ; ; ; 15/8; ; ; ; 15/8; ; 19/10; ; 2; ; 19/11; ; 9/5; 2; ; 2; ; ; 9/5; 
Draw; 2; 2; 2; ; 39/20; ; ; ; ; ; ; ; ; 2; ; ; ; 39/19; ; 11/5; ; 2; 85/40; ; 39/19; ; ; 15/8; 
META; spain/la-liga-segunda/lorca-v-almeria; 2018-01-31 02:22:46 GMT+2; 2018-02-03 19:00; Nothing; Xlenovo
Lorca; 29/20; 29/20; 16/11; ; 17/10; ; ; ; ; 29/20; 7/5; ; ; 11/8; ; 7/5; 16/11; 16/11; 16/11; 26/19; ; 13/10; 6/4; 29/20; 16/11; ; ; 13/10; 
Draw; 2; 2; 2; ; 39/20; ; ; ; ; 2; 2; ; ; 2; ; 2; 2; 39/19; 2; 39/19; ; 2; 2; 2; 39/19; ; ; 19/10; 
Almeria; 21/10; 19/10; 19/10; ; 54/25; ; ; ; ; 19/10; 2; ; ; 41/20; ; 2; 2; 39/19; 2; 19/11; ; 15/8; 85/40; 2; 39/19; ; ; 15/8; 
META; spain/la-liga-segunda/lorca-v-almeria; 2018-01-31 10:22:57 GMT+2; 2018-02-03 19:00; Nothing; Xlenovo
Lorca; 6/4; 11/8; 23/17; ; 8/5; ; ; ; ; 27/20; 7/5; ; ; 13/10; ; 7/5; 16/11; 7/5; 16/11; 11/8; ; 13/10; 7/5; 11/8; 7/5; ; ; 6/5; 
Draw; 2; 2; 2; ; 51/25; ; ; ; ; 2; 2; ; ; 41/20; ; 2; 2; 39/19; 2; 28/13; ; 2; 85/40; 2; 39/19; ; ; 19/10; 
Almeria; 2; 2; 2; ; 11/5; ; ; ; ; 2; 2; ; ; 43/20; ; 2; 2; 21/10; 2; 7/4; ; 2; 11/5; 21/10; 21/10; ; ; 19/10; 
META; spain/la-liga-segunda/lorca-v-almeria; 2018-01-31 14:23:35 GMT+2; 2018-02-03 19:00; Nothing; Xlenovo
Lorca; 11/8; 11/8; 23/17; ; 157/100; ; ; ; 23/18; 27/20; 11/8; ; 11/8; 27/20; ; 11/8; 16/11; 23/17; 16/11; 23/17; 23/18; 13/10; 7/5; 11/8; 23/17; ; 20/21; 6/5; 
Draw; 2; 2; 2; ; 2; ; ; ; 28/13; 2; 2; ; 21/10; 2; ; 2; 2; 21/10; 2; 21/10; 28/13; 2; 21/10; 2; 21/10; ; 7/5; 19/10; 
Almeria; 9/4; 2; 21/10; ; 23/10; ; ; ; 39/19; 21/10; 21/10; ; 2; 21/10; ; 21/10; 2; 28/13; 2; 20/11; 39/19; 2; 11/5; 21/10; 28/13; ; 17/10; ; 
META; spain/la-liga-segunda/lorca-v-almeria; 2018-01-31 18:24:08 GMT+2; 2018-02-03 19:00; Nothing; Xlenovo
Lorca; 11/8; 13/10; 13/10; ; 157/100; ; ; ; 23/18; 13/10; 13/10; ; 13/10; 13/10; 13/10; 13/10; 13/10; 13/10; 13/10; 24/19; 23/18; 5/4; 13/10; 13/10; 13/10; ; 11/10; 6/5; 13/10
Draw; 2; 2; 2; ; 2; ; ; ; 28/13; 2; 21/10; ; 21/10; 41/20; 11/5; 2; 2; 28/13; 2; 21/10; 28/13; 2; 85/40; 21/10; 28/13; ; 13/8; 19/10; 11/5
Almeria; 9/4; 21/10; 21/10; ; 23/10; ; ; ; 39/19; 21/10; 21/10; ; 21/10; 11/5; 21/10; 21/10; 23/10; 9/4; 23/10; 57/29; 39/19; 2; 12/5; 11/5; 9/4; ; 15/8; ; 23/10
META; spain/la-liga-segunda/lorca-v-almeria; 2018-01-31 22:23:17 GMT+2; 2018-02-03 19:00; Nothing; Xlenovo
Lorca; 11/8; 13/10; 13/10; ; 36/25; ; ; ; 7/5; 13/10; 11/8; ; 13/10; 13/10; 13/10; 13/10; 13/10; 23/17; 13/10; 24/19; 11/8; 5/4; 13/10; 13/10; 23/17; ; 5/4; 6/5; 7/5
Draw; 2; 2; 2; ; 21/10; ; ; ; 21/10; 2; 2; ; 21/10; 41/20; 11/5; 2; 2; 39/19; 2; 21/10; 39/19; 2; 21/10; 21/10; 39/19; ; 9/5; 19/10; 21/10
Almeria; 9/4; 21/10; 21/10; ; 12/5; ; ; ; 21/10; 21/10; 21/10; ; 21/10; 11/5; 21/10; 21/10; 23/10; 9/4; 23/10; 57/29; 39/19; 2; 12/5; 11/5; ; ; 19/10; ; 23/10
META; spain/la-liga-segunda/lorca-v-almeria; 2018-02-01 02:22:40 GMT+2; 2018-02-03 19:00; Nothing; Xlenovo
Lorca; 11/8; 13/10; 13/10; ; 36/25; ; ; ; 7/5; 13/10; 11/8; ; 13/10; 13/10; 13/10; 13/10; 23/17; 13/10; 24/19; 11/8; 5/4; 13/10; 13/10; 23/17; ; 23/20; 6/5; 11/8
Draw; 2; 2; 2; ; 21/10; ; ; ; 21/10; 2; 2; ; 21/10; 41/20; 11/5; 2; 39/19; 2; 21/10; 39/19; 2; 21/10; 21/10; 39/19; ; 2/9; 19/10; 21/10
Almeria; 9/4; 21/10; 21/10; ; 12/5; ; ; ; 21/10; 21/10; 21/10; ; 21/10; 11/5; 21/10; 21/10; 9/4; 23/10; 57/29; 39/19; 2; 12/5; 11/5; 23/10; ; 19/10; ; 12/5
META; spain/la-liga-segunda/lorca-v-almeria; 2018-02-01 10:22:56 GMT+2; 2018-02-03 19:00; Nothing; Xlenovo
Lorca; 11/8; 13/10; 5/4; ; 36/25; ; ; ; 7/5; 5/4; 11/8; ; 13/10; 5/4; 13/10; 13/10; 13/10; 13/10; 24/19; 11/8; 5/4; 13/10; 13/10; 13/10; ; 23/20; 23/20; 11/8
Draw; 2; 2; 2; ; 21/10; ; ; ; 21/10; 2; 2; ; 21/10; 41/20; 11/5; 2; 39/19; 2; 21/10; 39/19; 2; 21/10; 21/10; 39/19; ; 17/10; 19/10; 21/10
Almeria; 9/4; 21/10; 11/5; ; 12/5; ; ; ; 21/10; 11/5; 21/10; ; 21/10; 9/4; 21/10; 11/5; 23/10; 23/10; 57/29; 39/19; 2; 12/5; 11/5; 23/10; ; 19/10; 2; 12/5
META; spain/la-liga-segunda/lorca-v-almeria; 2018-02-01 14:23:15 GMT+2; 2018-02-03 19:00; Nothing; Xlenovo
Lorca; 11/8; 13/10; 13/10; ; 36/25; ; ; ; 7/5; 13/10; 11/8; ; 13/10; 13/10; 13/10; 11/8; 7/5; 13/10; 17/13; 11/8; 13/10; 11/8; 27/20; 7/5; ; 23/20; 6/5; 7/5
Draw; 2; 2; 2; ; 21/10; ; ; ; 21/10; 2; 2; ; 21/10; 41/20; 21/10; 2; 2; 2; 21/10; 39/19; 15/8; 21/10; 2; 39/19; ; 17/10; 19/10; 2
Almeria; 9/4; 21/10; 21/10; ; 12/5; ; ; ; 21/10; 21/10; 21/10; ; 21/10; 43/20; 11/5; 21/10; 11/5; 23/10; 17/9; 39/19; 2; 9/4; 11/5; 11/5; ; 19/10; 2; 11/5
META; spain/la-liga-segunda/lorca-v-almeria; 2018-02-01 18:22:31 GMT+2; 2018-02-03 19:00; Nothing; Xlenovo
Lorca; 11/8; 13/10; 13/10; ; 149/100; ; ; ; 7/5; 13/10; 11/8; ; 13/10; 13/10; 13/10; 11/8; 7/5; 13/10; 17/13; 11/8; 13/10; 11/8; 11/8; 7/5; ; 5/4; 6/5; 7/5
Draw; 2; 2; 2; ; 43/20; ; ; ; 21/10; 2; 2; ; 21/10; 41/20; 21/10; 2; 2; 2; 21/10; 39/19; 15/8; 21/10; 2; 39/19; ; 13/8; 19/10; 2
Almeria; 9/4; 21/10; 21/10; ; 113/50; ; ; ; 21/10; 21/10; 21/10; ; 21/10; 43/20; 11/5; 21/10; 11/5; 23/10; 17/9; 39/19; 2; 9/4; 11/5; 11/5; ; 19/10; 2; 11/5
META; spain/la-liga-segunda/lorca-v-almeria; 2018-02-01 22:22:26 GMT+2; 2018-02-03 19:00; Nothing; Xlenovo
Lorca; 11/8; 13/10; 13/10; ; 149/100; ; ; ; 16/11; 13/10; 11/8; ; 13/10; 13/10; 13/10; 11/8; 7/5; 13/10; 17/13; 10/7; 13/10; 7/5; 11/8; 7/5; ; 11/8; 27/20; 7/5
Draw; 2; 2; 2; ; 43/20; ; ; ; 19/10; 2; 2; ; 21/10; 2; 21/10; 2; 2; 2; 21/10; 24/13; 15/8; 21/10; 2; 2; ; 15/8; 19/10; 2
Almeria; 9/4; 21/10; 21/10; ; 113/50; ; ; ; 9/4; 21/10; 21/10; ; 21/10; 21/10; 11/5; 21/10; 11/5; 23/10; 17/9; 11/5; 2; 11/5; 11/5; 11/5; ; 19/10; 2; 11/5
META; spain/la-liga-segunda/lorca-v-almeria; 2018-02-02 02:22:23 GMT+2; 2018-02-03 19:00; Nothing; Xlenovo
Lorca; 11/8; 13/10; 13/10; ; 149/100; ; ; ; 16/11; 13/10; 11/8; ; 13/10; 27/20; 13/10; 11/8; 7/5; 13/10; 17/13; 10/7; 13/10; 7/5; 11/8; 7/5; ; 11/8; 27/20; 7/5
Draw; 2; 2; 2; ; 43/20; ; ; ; 19/10; 2; 2; ; 21/10; 2; 21/10; 2; 2; 2; 21/10; 24/13; 15/8; 21/10; 2; 39/19; ; 19/10; 19/10; 21/10
Almeria; 9/4; 21/10; 21/10; ; 113/50; ; ; ; 9/4; 21/10; 21/10; ; 21/10; 21/10; 11/5; 21/10; 11/5; 23/10; 17/9; 11/5; 2; 11/5; 11/5; 11/5; ; 11/5; 2; 11/5
META; spain/la-liga-segunda/lorca-v-almeria; 2018-02-02 10:22:33 GMT+2; 2018-02-03 19:00; Nothing; Xlenovo
Lorca; 11/8; 13/10; 23/17; ; 149/100; ; ; ; 16/11; 27/20; 11/8; ; 11/8; 13/10; 13/10; 11/8; 23/17; 23/17; 23/17; 10/7; 13/10; 7/5; 11/8; 7/5; ; 7/5; 27/20; 7/5
Draw; 2; 2; 2; ; 43/20; ; ; ; 19/10; 2; 2; ; 21/10; 41/20; 21/10; 2; 2; 2; 21/10; 24/13; 15/8; 21/10; 2; 39/19; ; 19/10; 19/10; 21/10
Almeria; 9/4; 21/10; 21/10; ; 113/50; ; ; ; 9/4; 21/10; 21/10; ; 21/10; 43/20; 11/5; 2; 11/5; 23/10; 35/19; 11/5; 2; 11/5; 11/5; 11/5; ; 11/5; 2; 11/5
META; spain/la-liga-segunda/lorca-v-almeria; 2018-02-02 14:23:29 GMT+2; 2018-02-03 19:00; Nothing; Xlenovo
Lorca; 11/8; 13/10; 23/17; ; 38/25; ; ; ; 16/11; 27/20; 11/8; ; 11/8; 27/20; 13/10; 11/8; 7/5; 23/17; 23/17; 10/7; 13/10; 7/5; 11/8; 7/5; ; 7/5; 11/8; 7/5
Draw; 2; 2; 2; ; 52/25; ; ; ; 19/10; 2; 2; ; 21/10; 2; 21/10; 2; 2; 2; 21/10; 24/13; 15/8; 21/10; 2; 2; ; 19/10; 2; 2
Almeria; 9/4; 21/10; 21/10; ; 57/25; ; ; ; 9/4; 21/10; 21/10; ; 21/10; 21/10; 11/5; 21/10; 11/5; 23/10; 35/19; 11/5; 2; 11/5; 11/5; 11/5; ; 11/5; 21/10; 9/4
META; spain/la-liga-segunda/lorca-v-almeria; 2018-02-02 22:23:07 GMT+2; 2018-02-03 19:00; Nothing; Xlenovo
Lorca; 11/8; 13/10; 13/10; ; 149/100; ; ; ; 16/11; 13/10; 11/8; ; 11/8; 27/20; 13/10; 11/8; 7/5; 23/17; 17/13; 10/7; 13/10; 7/5; 11/8; 7/5; ; 7/5; 6/5; 7/5
Draw; 2; 2; 2; ; 107/50; ; ; ; 19/10; 2; 2; ; 21/10; 2; 21/10; 2; 2; 2; 21/10; 24/13; 15/8; 21/10; 2; 2; ; 19/10; 2; 2
Almeria; 9/4; 21/10; 21/10; ; 57/25; ; ; ; 9/4; 21/10; 21/10; ; 21/10; 21/10; 11/5; 21/10; 11/5; 23/10; 17/9; 11/5; 2; 11/5; 11/5; 11/5; ; 11/5; 21/10; 9/4
META; spain/la-liga-segunda/lorca-v-almeria; 2018-02-03 02:22:34 GMT+2; 2018-02-03 19:00; Nothing; Xlenovo
Lorca; 11/8; 13/10; 13/10; ; 6/4; ; ; ; 16/11; 13/10; 11/8; ; 13/10; 27/20; 13/10; 11/8; 7/5; 23/17; 17/13; 10/7; 13/10; 7/5; 11/8; 7/5; ; 7/5; 11/8; 7/5
Draw; 2; 2; 2; ; 107/50; ; ; ; 19/10; 2; 2; ; 21/10; 2; 21/10; 2; 2; 2; 21/10; 24/13; 15/8; 21/10; 2; 39/19; ; 19/10; 2; 21/10
Almeria; 9/4; 21/10; 21/10; ; 113/50; ; ; ; 9/4; 21/10; 21/10; ; 21/10; 21/10; 11/5; 21/10; 28/13; 23/10; 17/9; 11/5; 2; 11/5; 11/5; 11/5; ; 11/5; 2; 11/5
META; spain/la-liga-segunda/lorca-v-almeria; 2018-02-03 10:22:47 GMT+2; 2018-02-03 19:00; Nothing; Xlenovo
Lorca; 11/8; 13/10; 13/10; ; 71/50; ; ; ; 16/11; 13/10; 13/10; ; 13/10; 13/10; 13/10; 13/10; 23/17; 23/17; 23/17; 10/7; 5/4; 11/8; 27/20; 7/5; ; 11/8; 5/4; 7/5
Draw; 2; 2; 2; ; 11/5; ; ; ; 19/10; 2; 2; ; 21/10; 41/20; 21/10; 2; 39/19; 2; 21/10; 24/13; 15/8; 21/10; 2; 39/19; ; 2; 2; 21/10
Almeria; 9/4; 21/10; 21/10; ; 117/50; ; ; ; 9/4; 21/10; 11/5; ; 21/10; 43/20; 11/5; 21/10; 11/5; 23/10; 2; 11/5; 2; 9/4; 11/5; 11/5; ; 9/4; 21/10; 23/10
META; spain/la-liga-segunda/lorca-v-almeria; 2018-02-03 14:23:55 GMT+2; 2018-02-03 19:00; Nothing; Xlenovo
Lorca; 7/5; 13/10; ; ; 149/100; ; ; ; 16/11; 27/20; 11/8; ; 11/8; 11/8; 7/5; 11/8; 7/5; 7/5; 15/11; 10/7; 13/10; 29/20; 7/5; 7/5; ; 7/5; 7/5; 7/5
Draw; 2; 2; ; ; 11/5; ; ; ; 19/10; 2; 2; ; 21/10; 41/20; 21/10; 2; 39/19; 2; 39/19; 24/13; 15/8; 21/10; 2; 39/19; ; 2; 21/10; 21/10
Almeria; 11/5; 21/10; ; ; 111/50; ; ; ; 9/4; 2; 21/10; ; 2; 2; 2; 21/10; 21/10; 11/5; 39/19; 11/5; 2; 21/10; 21/10; 11/5; ; 21/10; 11/5; 21/10
META; spain/la-liga-segunda/lorca-v-almeria; 2018-02-03 18:22:44 GMT+2; 2018-02-03 19:00; Nothing; Xlenovo
Lorca; 5/4; 11/8; 23/17; ; 141/100; ; ; ; 16/11; 27/20; 11/8; ; 11/8; 27/20; 13/10; 11/8; 23/17; 13/10; 11/8; 10/7; 13/10; 29/20; 11/8; 13/10; ; 7/5; 7/5; 7/5
Draw; 2; 19/10; 2; ; 11/5; ; ; ; 19/10; 2; 2; ; 2; 41/20; 21/10; 2; ; 2; 39/19; 24/13; 2; 21/10; 2; 21/10; ; 2; 21/10; 21/10
Almeria; 5/2; 21/10; 2; ; 59/25; ; ; ; 9/4; 2; 21/10; ; 21/10; 21/10; 11/5; 21/10; 11/5; 12/5; 133/67; 11/5; 2; 85/40; 11/5; 23/10; ; 21/10; 9/4; 11/5
META; spain/la-liga-segunda/lorca-v-almeria; 2018-02-03 22:21:05 GMT+2; 2018-02-03 19:00; In Play; Xlenovo
Draw; 20/21; 10/11; 19/20; 8/11; 63/50; ; ; ; 13/16; 3/4; 11/10; ; 8/11; 17/20; 3/4; 4/5; 19/20; 7/9; 7/9; ; ; 20/23; 9/10; 19/20; ; ; 4/5; 5/6
Lorca; 11/5; 9/4; 21/10; 9/4; 99/50; ; ; ; 40/17; 5/2; 9/4; ; 9/4; 23/10; 12/5; 5/2; 11/5; 5/2; 5/2; ; ; 23/10; 23/10; 11/5; ; ; 5/2; 
Almeria; 3; 3; 29/10; 16/5; 68/25; ; ; ; 7/2; 17/5; 11/4; ; 16/5; 16/5; 16/5; 3; 3; 31/10; 57/17; ; ; 33/10; 10/3; 58/19; ; ; 7/2; 3
