META; spain/la-liga-segunda/gimnastic-v-sevilla-b; 2017-12-02 22:22:32 GMT+2; 2017-12-10 17:00; Nothing; Xlenovo
Sevilla B; ; 16/5; 5/2; ; ; ; ; ; 16/5; ; 10/3; 3; 10/3; ; ; ; ; ; 7/2; ; 31/10; ; ; 7/2; ; ; 7/5; ; 
META; spain/la-liga-segunda/gimnastic-v-sevilla-b; 2017-12-05 02:24:52 GMT+2; 2017-12-10 17:00; Nothing; Xlenovo
Gimnastic; ; 10/11; 21/20; ; ; ; ; ; 1; ; 20/21; 20/21; 10/11; ; ; ; ; 1; 1; ; 1; ; ; 17/20; 1; ; 8/11; ; 
Draw; ; 85/40; 21/10; ; ; ; ; ; 21/10; ; 11/5; 21/10; 11/5; ; ; ; ; 21/10; 23/10; ; 39/19; ; ; 11/5; 21/10; ; 6/5; ; 
Sevilla B; ; 3; 5/2; ; ; ; ; ; 31/10; ; 10/3; 3; 3; ; ; ; ; 58/19; 7/2; ; 31/10; ; ; 7/2; 58/19; ; 1/50; ; 
META; spain/la-liga-segunda/gimnastic-v-sevilla-b; 2017-12-05 10:24:54 GMT+2; 2017-12-10 17:00; Nothing; Xlenovo
Gimnastic; ; 10/11; 21/20; ; ; ; ; ; 1; ; 20/21; 20/21; 10/11; ; ; ; ; 1; 1; ; 1; ; ; 17/20; 1; ; 4/7; ; 
Draw; ; 11/5; 21/10; ; ; ; ; ; 21/10; ; 11/5; 21/10; 11/5; ; ; ; ; 21/10; 23/10; ; 39/19; ; ; 11/5; 21/10; ; 5/4; ; 
Sevilla B; ; 3; 5/2; ; ; ; ; ; 31/10; ; 10/3; 3; 3; ; ; ; ; 58/19; 7/2; ; 31/10; ; ; 7/2; 58/19; ; 13/8; ; 
META; spain/la-liga-segunda/gimnastic-v-sevilla-b; 2017-12-05 14:25:06 GMT+2; 2017-12-10 17:00; Nothing; Xlenovo
Gimnastic; 4/5; 5/6; 21/20; ; ; ; ; ; 9/10; ; 10/11; 5/6; 10/11; 9/10; ; ; 9/10; 13/15; 1; 13/15; 9/10; 4/5; ; 17/20; 13/15; ; 4/7; 5/6; 
Draw; 23/10; 11/5; 21/10; ; ; ; ; ; 11/5; ; 9/4; 9/4; 9/4; 43/20; ; ; 11/5; 11/5; 23/10; 9/4; 28/13; 11/5; ; 9/4; 9/4; ; 9/5; 19/10; 
Sevilla B; 15/4; 10/3; 5/2; ; ; ; ; ; 17/5; ; 7/2; 10/3; 16/5; 16/5; ; ; 17/5; 7/2; 7/2; 37/13; 57/17; 10/3; ; 7/2; 38/11; ; 9/5; 3; 
META; spain/la-liga-segunda/gimnastic-v-sevilla-b; 2017-12-05 18:24:54 GMT+2; 2017-12-10 17:00; Nothing; Xlenovo
Gimnastic; 17/20; 10/11; 21/20; ; ; ; ; ; 19/20; ; 10/11; 10/11; 19/20; 10/11; ; ; 9/10; 10/11; 24/25; 8/9; 15/16; 5/6; ; 9/10; 10/11; ; 4/7; 9/10; 
Draw; 23/10; 11/5; 21/10; ; ; ; ; ; 11/5; ; 9/4; 11/5; 9/4; 11/5; ; ; 11/5; 11/5; 23/10; 9/4; 28/13; 11/5; ; 9/4; 9/4; ; 9/5; 2; 
Sevilla B; 7/2; 3; 5/2; ; ; ; ; ; 16/5; ; 10/3; 16/5; 3; 31/10; ; ; 17/5; 16/5; 37/10; 14/5; 31/10; 3; ; 16/5; 13/4; ; 13/8; 11/4; 
META; spain/la-liga-segunda/gimnastic-v-sevilla-b; 2017-12-05 22:24:58 GMT+2; 2017-12-10 17:00; Nothing; Xlenovo
Gimnastic; 17/20; 5/6; 21/20; ; ; ; ; ; 19/20; ; 10/11; 10/11; ; 10/11; ; ; 9/10; 10/11; 24/25; 8/9; 15/16; 5/6; ; 9/10; 10/11; ; 4/7; 9/10; 
Draw; 23/10; 11/5; 21/10; ; ; ; ; ; 11/5; ; 9/4; 11/5; ; 11/5; ; ; 11/5; 11/5; 23/10; 9/4; 28/13; 11/5; ; 9/4; 9/4; ; 9/5; 2; 
Sevilla B; 7/2; 16/5; 5/2; ; ; ; ; ; 16/5; ; 10/3; 16/5; ; 31/10; ; ; 17/5; 16/5; 37/10; 14/5; 31/10; 3; ; 16/5; 13/4; ; 13/8; 11/4; 
META; spain/la-liga-segunda/gimnastic-v-sevilla-b; 2017-12-06 02:24:30 GMT+2; 2017-12-10 17:00; Nothing; Xlenovo
Gimnastic; 17/20; 10/11; 21/20; ; ; ; ; ; 19/20; ; 10/11; 10/11; 10/11; 9/10; ; 10/11; 9/10; 10/11; 97/100; 8/9; 15/16; 5/6; ; 9/10; 10/11; ; 4/7; 5/6; 
Draw; 23/10; 11/5; 21/10; ; ; ; ; ; 11/5; ; 23/10; 11/5; ; 11/5; ; 9/4; 11/5; 11/5; 57/25; 9/4; 28/13; 11/5; ; 9/4; 9/4; ; 9/5; ; 
Sevilla B; 7/2; 3; 5/2; ; ; ; ; ; 16/5; ; 10/3; 3; 14/5; 31/10; ; 16/5; 17/5; 31/10; 37/10; 14/5; 31/10; 14/5; ; 16/5; 41/13; ; 13/8; 14/5; 
META; spain/la-liga-segunda/gimnastic-v-sevilla-b; 2017-12-06 10:24:39 GMT+2; 2017-12-10 17:00; Nothing; Xlenovo
Gimnastic; 17/20; 10/11; 21/20; ; ; ; ; ; 19/20; ; 10/11; 10/11; ; 10/11; ; ; 9/10; 10/11; 97/100; 13/14; 15/16; 5/6; ; 9/10; 10/11; ; 8/13; 5/6; 
Draw; 23/10; 11/5; 21/10; ; ; ; ; ; 11/5; ; 23/10; 9/4; ; 11/5; ; 9/4; 11/5; 11/5; 57/25; 9/4; 28/13; 11/5; ; 9/4; 9/4; ; 9/5; ; 
Sevilla B; 7/2; 3; 5/2; ; ; ; ; ; 16/5; ; 10/3; 3; 14/5; 3; ; 16/5; 17/5; 16/5; 37/10; 13/5; 31/10; 14/5; ; 16/5; 16/5; ; 9/5; 14/5; 
META; spain/la-liga-segunda/gimnastic-v-sevilla-b; 2017-12-06 14:24:55 GMT+2; 2017-12-10 17:00; Nothing; Xlenovo
Gimnastic; 17/20; 10/11; 21/20; ; ; ; ; ; 19/20; ; 10/11; 10/11; 19/20; 10/11; ; ; 9/10; 10/11; 97/100; 13/14; 15/16; 5/6; ; 9/10; 10/11; ; 8/13; ; 
Draw; 23/10; 11/5; 21/10; ; ; ; ; ; 11/5; ; 23/10; 9/4; 11/5; 43/20; ; 9/4; 11/5; 11/5; 57/25; 9/4; 28/13; 11/5; ; 9/4; 9/4; ; 9/5; ; 
Sevilla B; 7/2; 3; 5/2; ; ; ; ; ; 16/5; ; 10/3; 3; 3; 31/10; ; 16/5; 17/5; 16/5; 37/10; 13/5; 31/10; 14/5; ; 16/5; 16/5; ; 9/5; ; 
META; spain/la-liga-segunda/gimnastic-v-sevilla-b; 2017-12-06 18:25:02 GMT+2; 2017-12-10 17:00; Nothing; Xlenovo
Gimnastic; 17/20; 10/11; 21/20; ; ; ; ; ; 19/20; ; 10/11; 10/11; 19/20; 10/11; ; ; 9/10; 10/11; 97/100; 13/14; 15/16; 5/6; ; 9/10; 10/11; ; 8/13; 5/6; 20/21
Draw; 23/10; 11/5; 21/10; ; ; ; ; ; 11/5; ; 23/10; 9/4; 11/5; 43/20; ; 9/4; 11/5; 11/5; 57/25; 9/4; 28/13; 11/5; ; 9/4; 9/4; ; 9/5; 19/10; 23/10
Sevilla B; 7/2; 3; 5/2; ; ; ; ; ; 16/5; ; 10/3; 3; 3; 31/10; ; 16/5; 17/5; 16/5; 37/10; 13/5; 31/10; 14/5; ; 16/5; 16/5; ; 9/5; 14/5; 7/2
META; spain/la-liga-segunda/gimnastic-v-sevilla-b; 2017-12-06 22:25:11 GMT+2; 2017-12-10 17:00; Nothing; Xlenovo
Gimnastic; 17/20; 10/11; 21/20; ; ; ; 10/11; ; 19/20; ; 10/11; 10/11; ; 10/11; ; 17/20; 9/10; 10/11; 19/20; 13/14; 15/16; 5/6; ; 9/10; 10/11; ; 5/6; 5/6; 20/21
Draw; 23/10; 11/5; 21/10; ; ; ; 9/4; ; 11/5; ; 23/10; 9/4; ; 43/20; ; 9/4; 11/5; 9/4; 121/50; 9/4; 28/13; 11/5; ; 9/4; 9/4; ; 11/5; 19/10; 23/10
Sevilla B; 7/2; 3; 5/2; ; ; ; 3; ; 16/5; ; 10/3; 3; ; 31/10; ; ; 17/5; 13/4; 71/20; 13/5; 31/10; 14/5; ; 16/5; 33/10; ; 3; 14/5; 7/2
META; spain/la-liga-segunda/gimnastic-v-sevilla-b; 2017-12-07 02:24:40 GMT+2; 2017-12-10 17:00; Nothing; Xlenovo
Gimnastic; 17/20; 10/11; 21/20; ; ; ; 10/11; ; 19/20; ; 10/11; 10/11; ; 10/11; ; 17/20; 9/10; 10/11; 19/20; 13/14; 15/16; 5/6; ; 9/10; 10/11; ; 5/6; 5/6; 20/21
Draw; 23/10; 11/5; 21/10; ; ; ; 9/4; ; 11/5; ; 23/10; 9/4; ; 43/20; ; 9/4; 11/5; 9/4; 121/50; 9/4; 28/13; 11/5; ; 9/4; 9/4; ; 6/4; 19/10; 23/10
Sevilla B; 7/2; 3; 5/2; ; ; ; 3; ; 16/5; ; 10/3; 3; ; 31/10; ; ; 17/5; 13/4; 71/20; 13/5; 31/10; 14/5; ; 16/5; 33/10; ; 1/50; 14/5; 7/2
META; spain/la-liga-segunda/gimnastic-v-sevilla-b; 2017-12-07 10:24:46 GMT+2; 2017-12-10 17:00; Nothing; Xlenovo
Gimnastic; 17/20; 10/11; 21/20; ; ; ; 10/11; ; 19/20; ; 10/11; 10/11; ; 10/11; ; 17/20; 9/10; 10/11; 19/20; 13/14; 15/16; 5/6; ; 9/10; 10/11; ; 5/6; ; 
Draw; 23/10; 11/5; 21/10; ; ; ; 9/4; ; 11/5; ; 9/4; 9/4; ; 43/20; ; 9/4; 11/5; 9/4; 121/50; 9/4; 28/13; 11/5; ; 9/4; 9/4; ; 6/4; ; 
Sevilla B; 7/2; 3; 5/2; ; ; ; 3; ; 16/5; ; 10/3; 3; ; 31/10; ; ; 17/5; 13/4; 71/20; 13/5; 31/10; 14/5; ; 16/5; 33/10; ; 27/10; ; 
META; spain/la-liga-segunda/gimnastic-v-sevilla-b; 2017-12-07 14:25:23 GMT+2; 2017-12-10 17:00; Nothing; Xlenovo
Gimnastic; 17/20; 10/11; 21/20; ; ; ; 10/11; ; 19/20; ; 10/11; 10/11; ; 10/11; ; 17/20; 9/10; 10/11; 19/20; 13/14; 15/16; 5/6; ; 9/10; 10/11; ; 5/6; 5/6; 20/21
Draw; 23/10; 11/5; 21/10; ; ; ; 9/4; ; 11/5; ; 23/10; 9/4; ; 43/20; ; 9/4; 11/5; 9/4; 121/50; 9/4; 28/13; 11/5; ; 9/4; 9/4; ; 2/9; 19/10; 23/10
Sevilla B; 7/2; 3; 5/2; ; ; ; 3; ; 16/5; ; 10/3; 3; ; 31/10; ; ; 17/5; 13/4; 71/20; 13/5; 31/10; 14/5; ; 16/5; 33/10; ; 27/10; 14/5; 7/2
META; spain/la-liga-segunda/gimnastic-v-sevilla-b; 2017-12-07 18:24:49 GMT+2; 2017-12-10 17:00; Nothing; Xlenovo
Gimnastic; 17/20; 10/11; 21/20; ; ; ; 10/11; ; 19/20; ; 10/11; 10/11; ; 10/11; ; 17/20; 9/10; 10/11; 24/25; 13/14; 15/16; 5/6; ; 9/10; 10/11; ; 5/6; 5/6; 20/21
Draw; 23/10; 11/5; 21/10; ; ; ; 9/4; ; 11/5; ; 9/4; 9/4; ; 43/20; ; 9/4; 11/5; 9/4; 121/50; 9/4; 28/13; 11/5; ; 9/4; 9/4; ; 6/4; 19/10; 23/10
Sevilla B; 7/2; 3; 5/2; ; ; ; 3; ; 16/5; ; 10/3; 3; ; 31/10; ; ; 17/5; 13/4; 7/2; 13/5; 31/10; 14/5; ; 16/5; 33/10; ; 27/10; 14/5; 7/2
META; spain/la-liga-segunda/gimnastic-v-sevilla-b; 2017-12-07 22:25:00 GMT+2; 2017-12-10 17:00; Nothing; Xlenovo
Gimnastic; 17/20; 10/11; 21/20; ; ; ; 10/11; ; 19/20; ; 10/11; 20/21; ; 10/11; ; 10/11; 9/10; 19/20; 51/50; 13/14; 15/16; 5/6; ; 9/10; 19/20; ; 5/6; 5/6; 1
Draw; 23/10; 85/40; 21/10; ; ; ; 9/4; ; 11/5; ; 9/4; 11/5; 11/5; 43/20; ; 11/5; 11/5; 9/4; 117/50; 9/4; 28/13; 11/5; ; 9/4; 9/4; ; 9/5; 2; 23/10
Sevilla B; 7/2; 3; 5/2; ; ; ; 3; ; 16/5; ; 10/3; 3; 14/5; 31/10; ; 16/5; 17/5; 41/13; 10/3; 13/5; 31/10; 14/5; ; 16/5; 16/5; ; 1/100; 14/5; 3
META; spain/la-liga-segunda/gimnastic-v-sevilla-b; 2017-12-08 02:23:48 GMT+2; 2017-12-10 17:00; Nothing; Xlenovo
Gimnastic; 19/20; 10/11; 21/20; ; ; ; 10/11; ; 19/20; ; 20/21; 20/21; ; 10/11; ; 10/11; 9/10; 19/20; 103/100; 13/14; 15/16; 5/6; ; 9/10; 1; ; 5/6; 10/11; 1
Draw; 23/10; 11/5; 21/10; ; ; ; 9/4; ; 11/5; ; 9/4; 11/5; 11/5; 43/20; ; 11/5; 11/5; 11/5; 23/10; 9/4; 28/13; 11/5; ; 9/4; 9/4; ; 9/5; 19/10; 23/10
Sevilla B; 3; 3; 5/2; ; ; ; 3; ; 16/5; ; 10/3; 3; 14/5; 3; ; 3; 17/5; 31/10; 10/3; 13/5; 31/10; 14/5; ; 16/5; 31/10; ; 1/50; 14/5; 3
META; spain/la-liga-segunda/gimnastic-v-sevilla-b; 2017-12-08 10:23:48 GMT+2; 2017-12-10 17:00; Nothing; Xlenovo
Gimnastic; 19/20; 10/11; 21/20; ; 10/11; ; 10/11; ; 19/20; ; 20/21; 20/21; ; 10/11; ; 10/11; 10/11; 19/20; 103/100; 13/14; 15/16; 5/6; ; 9/10; 1; ; 5/6; ; 1
Draw; 23/10; 11/5; 21/10; ; ; ; 9/4; ; 11/5; ; 9/4; 11/5; 11/5; 43/20; ; 11/5; 11/5; 11/5; 23/10; 9/4; 28/13; 11/5; ; 9/4; 9/4; ; 9/5; ; 23/10
Sevilla B; 3; 3; 5/2; ; ; ; 3; ; 16/5; ; 10/3; 3; 14/5; 3; ; 3; 17/5; 31/10; 10/3; 13/5; 31/10; 14/5; ; 16/5; 31/10; ; 1/50; ; 3
META; spain/la-liga-segunda/gimnastic-v-sevilla-b; 2017-12-08 14:24:06 GMT+2; 2017-12-10 17:00; Nothing; Xlenovo
Gimnastic; 19/20; 10/11; 21/20; ; 10/11; ; 10/11; ; 19/20; ; 1; 20/21; ; 19/20; 1; 19/20; 10/11; 1; 26/25; 13/14; 15/16; 9/10; ; 1; 1; ; 5/6; 20/21; 1
Draw; 23/10; 11/5; 21/10; ; ; ; 9/4; ; 11/5; ; 9/4; 11/5; 11/5; 43/20; 21/10; 11/5; 11/5; 11/5; 23/10; 9/4; 28/13; 11/5; ; 9/4; 9/4; ; 9/5; 19/10; 23/10
Sevilla B; 3; 3; 5/2; ; ; ; 3; ; 16/5; ; 3; 3; 14/5; 29/10; 3; 14/5; 17/5; 58/19; 33/10; 13/5; 31/10; 14/5; ; 16/5; 58/19; ; 1/100; 13/5; 3
META; spain/la-liga-segunda/gimnastic-v-sevilla-b; 2017-12-08 18:23:58 GMT+2; 2017-12-10 17:00; Nothing; Xlenovo
Gimnastic; 19/20; 10/11; 19/20; ; 10/11; ; 10/11; ; 19/20; 21/20; 20/21; 20/21; ; 19/20; 1; 19/20; 10/11; 1; 26/25; 13/14; 15/16; 9/10; ; 1; 1; ; 5/6; 20/21; 1
Draw; 23/10; 11/5; 21/10; ; ; ; 9/4; ; 11/5; 21/10; 9/4; 11/5; 11/5; 43/20; 21/10; 11/5; 11/5; 11/5; 23/10; 9/4; 28/13; 11/5; ; 9/4; 9/4; ; 9/5; 19/10; 23/10
Sevilla B; 3; 3; 14/5; ; ; ; 3; ; 16/5; 5/2; 10/3; 3; 14/5; 29/10; 3; 3; 17/5; 58/19; 33/10; 13/5; 31/10; 14/5; ; 16/5; 58/19; ; 1/50; 13/5; 3
META; spain/la-liga-segunda/gimnastic-v-sevilla-b; 2017-12-08 22:24:10 GMT+2; 2017-12-10 17:00; Nothing; Xlenovo
Gimnastic; 19/20; 10/11; 19/20; ; 10/11; ; 10/11; ; 19/20; 21/20; 20/21; 20/21; ; 19/20; 1; 19/20; 10/11; 1; 26/25; 13/14; 15/16; 9/10; ; 1; 1; ; 20/21; 20/21; 1
Draw; 23/10; 11/5; 21/10; ; ; ; 9/4; ; 11/5; 21/10; 9/4; 11/5; 11/5; 43/20; 21/10; 11/5; 11/5; 11/5; 23/10; 9/4; 28/13; 11/5; ; 9/4; 9/4; ; 2; 2; 23/10
Sevilla B; 3; 3; 14/5; ; ; ; 3; ; 16/5; 5/2; 10/3; 3; 14/5; 29/10; 3; 3; 17/5; 58/19; 33/10; 13/5; 31/10; 14/5; ; 16/5; 58/19; ; 14/5; 14/5; 3
META; spain/la-liga-segunda/gimnastic-v-sevilla-b; 2017-12-09 02:23:52 GMT+2; 2017-12-10 17:00; Nothing; Xlenovo
Gimnastic; 19/20; 10/11; 19/20; ; 10/11; ; 10/11; ; 19/20; 21/20; 20/21; 20/21; ; 19/20; 1; 19/20; 10/11; 1; 26/25; 13/14; 15/16; 9/10; ; 1; 1; ; 20/21; 20/21; 1
Draw; 23/10; 11/5; 21/10; ; ; ; 9/4; ; 11/5; 21/10; 9/4; 11/5; 11/5; 43/20; 21/10; 11/5; 11/5; 11/5; 23/10; 9/4; 28/13; 11/5; ; 9/4; 11/5; ; 2; 2; 23/10
Sevilla B; 3; 3; 14/5; ; ; ; 3; ; 16/5; 5/2; 10/3; 3; 14/5; 29/10; 3; 3; 17/5; 3; 33/10; 13/5; 31/10; 14/5; ; 16/5; 58/19; ; 14/5; 14/5; 3
META; spain/la-liga-segunda/gimnastic-v-sevilla-b; 2017-12-09 10:24:12 GMT+2; 2017-12-10 17:00; Nothing; Xlenovo
Gimnastic; 19/20; 10/11; 19/20; ; 10/11; ; 10/11; ; 19/20; 21/20; 20/21; 20/21; ; 19/20; 1; 19/20; 10/11; 1; 26/25; 13/14; 15/16; 9/10; ; 1; 1; ; 20/21; 10/11; 1
Draw; 23/10; 11/5; 21/10; ; ; ; 9/4; ; 11/5; 21/10; 9/4; 11/5; 11/5; 43/20; 21/10; 11/5; 11/5; 11/5; 23/10; 9/4; 28/13; 11/5; ; 9/4; 9/4; ; 2; 2; 23/10
Sevilla B; 3; 3; 29/10; ; ; ; 3; ; 16/5; 29/10; 10/3; 3; 14/5; 3; 3; 3; 17/5; 58/19; 33/10; 13/5; 31/10; 14/5; ; 16/5; 58/19; ; 14/5; 14/5; 3
META; spain/la-liga-segunda/gimnastic-v-sevilla-b; 2017-12-09 14:25:29 GMT+2; 2017-12-10 17:00; Nothing; Xlenovo
Gimnastic; 19/20; 10/11; 19/20; ; 10/11; ; 10/11; ; 19/20; 21/20; 20/21; 20/21; ; 19/20; 1; 19/20; 10/11; 1; 26/25; 13/14; 15/16; 9/10; ; 1; 1; ; 10/11; 20/21; 1
Draw; 23/10; 11/5; 21/10; ; ; ; 9/4; ; 11/5; 21/10; 11/5; 11/5; 11/5; 43/20; 21/10; 11/5; 11/5; 11/5; 23/10; 9/4; 28/13; 11/5; ; 9/4; 9/4; ; 9/5; 2; 23/10
Sevilla B; 3; 3; 29/10; ; ; ; 3; ; 16/5; 29/10; 10/3; 3; 14/5; 3; 3; 3; 17/5; 58/19; 33/10; 13/5; 31/10; 14/5; ; 16/5; 58/19; ; 27/10; 14/5; 3
META; spain/la-liga-segunda/gimnastic-v-sevilla-b; 2017-12-09 18:23:27 GMT+2; 2017-12-10 17:00; Nothing; Xlenovo
Gimnastic; 19/20; 10/11; 19/20; ; 10/11; ; 10/11; ; 19/20; 21/20; 20/21; 20/21; ; 19/20; 1; 19/20; 10/11; 1; 26/25; 66/67; 15/16; 9/10; ; 1; 1; ; 20/21; 20/21; 1
Draw; 23/10; 11/5; 21/10; ; ; ; 9/4; ; 11/5; 21/10; 9/4; 11/5; 11/5; 43/20; 21/10; 11/5; 11/5; 11/5; 23/10; 9/4; 28/13; 11/5; ; 9/4; 9/4; ; 2; 2; 23/10
Sevilla B; 3; 3; 29/10; ; ; ; 3; ; 16/5; 29/10; 10/3; 3; 14/5; 29/10; 3; 3; 17/5; 58/19; 33/10; 5/2; 31/10; 14/5; ; 16/5; 58/19; ; 11/4; 14/5; 3
META; spain/la-liga-segunda/gimnastic-v-sevilla-b; 2017-12-09 22:21:39 GMT+2; 2017-12-10 17:00; Nothing; Xlenovo
Gimnastic; 19/20; 10/11; 19/20; ; 10/11; ; 10/11; ; 19/20; 21/20; 20/21; 20/21; 1; 19/20; 1; 19/20; 10/11; 1; 26/25; 28/29; 15/16; 9/10; ; 1; 1; ; 20/21; 20/21; 1
Draw; 23/10; 11/5; 21/10; ; ; ; 9/4; ; 11/5; 21/10; 9/4; 11/5; 11/5; 43/20; 21/10; 11/5; 11/5; 11/5; 23/10; 9/4; 28/13; 11/5; ; 9/4; 9/4; ; 21/10; 2; 23/10
Sevilla B; 3; 3; 29/10; ; ; ; 3; ; 16/5; 29/10; 10/3; 3; 14/5; 29/10; 3; 3; 17/5; 58/19; 33/10; 5/2; 31/10; 14/5; ; 16/5; 31/10; ; 14/5; 14/5; 3
META; spain/la-liga-segunda/gimnastic-v-sevilla-b; 2017-12-10 02:22:23 GMT+2; 2017-12-10 17:00; Nothing; Xlenovo
