META; spain/la-liga-segunda/rayo-vallecano-v-cordoba; 2018-05-05 10:24:09 GMT+3; 2018-05-13 17:00; Nothing; Xlenovo
META; spain/la-liga-segunda/rayo-vallecano-v-cordoba; 2018-05-09 18:20:39 GMT+3; 2018-05-13 17:00; Nothing; Xlenovo
Rayo Vallecano; 11/20; 1/2; 61/00; 5/11; 8/15; 11/20; 4/7; 8/15; 18/35; 5/11; 8/15; 4/11; 4/7
Draw; 14/5; 14/5; 149/0; 31/10; 11/4; 11/4; 14/5; 11/4; 14/5; 3; 14/5; 23/10; 14/5
Cordoba; 11/2; 5; 11/2; 23/4; 5; 19/4; 5; 51/10; 11/2; 96/19; 4; 24/5; 
META; spain/la-liga-segunda/rayo-vallecano-v-cordoba; 2018-05-09 22:20:30 GMT+3; 2018-05-13 17:00; Nothing; Xlenovo
Rayo Vallecano; 4/7; 8/15; 13/20; 31/50; 4/7; 4/7; 6/11; 4/7; 4/7; 8/13; 4/7; 8/15; 8/13; 7/11; 6/11; 8/13; 5/9; 1/2; 8/15; 4/7
Draw; 14/5; 14/5; 14/5; 61/20; 29/10; 11/4; 37/13; 11/4; 14/5; 14/5; 14/5; 29/10; 27/10; 37/13; 14/5; 3; 29/10; 13/5; 13/5; 14/5
Cordoba; 5; 9/2; 15/4; 26/5; 9/2; 9/2; 51/10; 9/2; 9/2; 17/4; 9/2; 49/10; 9/2; 57/17; 51/10; 9/2; 94/19; 4; 10/3; 5
META; spain/la-liga-segunda/rayo-vallecano-v-cordoba; 2018-05-10 02:20:05 GMT+3; 2018-05-13 17:00; Nothing; Xlenovo
Rayo Vallecano; 4/7; 8/15; 13/20; 31/50; 4/7; 4/7; 6/11; 4/7; 4/7; 11/20; 4/7; 8/15; 8/13; 7/11; 6/11; 8/13; 5/9; 8/15; 8/15; 4/7
Draw; 14/5; 14/5; 14/5; 61/20; 29/10; 11/4; 37/13; 11/4; 14/5; 11/4; 14/5; 29/10; 27/10; 37/13; 14/5; 3; 29/10; 13/5; 13/5; 14/5
Cordoba; 5; 9/2; 15/4; 26/5; 9/2; 9/2; 51/10; 9/2; 9/2; 15/4; 9/2; 49/10; 9/2; 57/17; 51/10; 9/2; 94/19; 4; 10/3; 5
META; spain/la-liga-segunda/rayo-vallecano-v-cordoba; 2018-05-10 10:20:09 GMT+3; 2018-05-13 17:00; Nothing; Xlenovo
Rayo Vallecano; 8/15; 8/15; 4/7; 29/50; 8/15; 8/15; 6/11; 8/15; 8/15; 8/15; 8/15; 18/35; 6/11; 6/11; 6/11; 11/20; 8/15; 4/9; 4/9; 4/7
Draw; 3; 14/5; 16/5; 3; 37/13; 3; 14/5; 11/4; 14/5; 3; 14/5; 31/10; 14/5; 31/10; 58/19; 11/4; 13/5; 3; ; 
Cordoba; 5; 9/2; 9/2; 11/2; 9/2; 9/2; 51/10; 9/2; 5; 5; 94/19; 5; 15/4; 51/10; 21/4; 5; 7/2; 26/5; ; 
META; spain/la-liga-segunda/rayo-vallecano-v-cordoba; 2018-05-10 14:20:36 GMT+3; 2018-05-13 17:00; Nothing; Xlenovo
Rayo Vallecano; 8/15; 8/15; 8/15; 4/7; 3/5; 8/15; 8/15; 11/21; 8/15; 8/15; 11/20; 11/20; 8/15; 4/7; 18/35; 6/11; 6/11; 11/21; 4/7; 8/15; 4/9; 4/9; 8/15; 4/7
Draw; 3; 29/10; 14/5; 31/10; 3; 3; 29/10; 3; 14/5; 29/10; 11/4; 14/5; 3; 14/5; 31/10; 3; 31/10; 3; 11/4; 13/5; 3; ; ; 
Cordoba; 5; 9/2; 9/2; 9/2; 107/0; 9/2; 9/2; 51/10; 9/2; 9/2; 9/2; 9/2; 4; 9/2; 94/19; 5; 15/4; 51/10; 5; 4; 7/2; 11/2; 5; 
META; spain/la-liga-segunda/rayo-vallecano-v-cordoba; 2018-05-10 18:20:21 GMT+3; 2018-05-13 17:00; Nothing; Xlenovo
Rayo Vallecano; 8/15; 1/2; 8/15; 4/7; 11/20; 1/2; 1/2; 11/21; 8/15; 1/2; 8/15; 1/2; 8/15; 1/2; 8/15; 17/35; 6/11; 1/2; 11/21; 8/15; 1/2; 4/9; 4/9; 1/2; 8/15
Draw; 3; 29/10; 14/5; 67/20; 31/10; 3; 3; 16/5; 16/5; 3; 14/5; 3; 31/10; 14/5; 33/10; 3; 33/10; 41/13; 14/5; 14/5; 3; ; ; ; 
Cordoba; 5; 9/2; 9/2; 113/0; 5; 51/10; 9/2; 5; 9/2; 9/2; 9/2; 17/4; 9/2; 96/19; 5; 51/10; 5; 51/10; 9/2; 7/2; 28/5; 27/5; ; ; 
META; spain/la-liga-segunda/rayo-vallecano-v-cordoba; 2018-05-10 22:20:06 GMT+3; 2018-05-13 17:00; Nothing; Xlenovo
Rayo Vallecano; 8/15; 1/2; 8/15; 4/7; 11/20; 1/2; 1/2; 11/21; 8/15; 1/2; 1/2; 1/2; 8/15; 1/2; 8/15; 1/2; 6/11; 1/2; 11/21; 8/15; 18/35; 4/9; 4/9; 1/2; 8/15
Draw; 3; 29/10; 14/5; 67/20; 31/10; 3; 3; 16/5; 16/5; 3; 14/5; 3; 41/13; 14/5; 33/10; 3; 33/10; 16/5; 14/5; 14/5; 3; ; ; ; 
Cordoba; 5; 9/2; 9/2; 113/0; 5; 51/10; 9/2; 5; 9/2; 9/2; 9/2; 17/4; 9/2; 26/5; 5; 51/10; 5; 21/4; 9/2; 7/2; 28/5; 27/5; ; ; 
META; spain/la-liga-segunda/rayo-vallecano-v-cordoba; 2018-05-11 02:20:01 GMT+3; 2018-05-13 17:00; Nothing; Xlenovo
Rayo Vallecano; 8/15; 1/2; 8/15; 4/7; 11/20; 1/2; 1/2; 11/21; 8/15; 1/2; 8/15; 1/2; 8/15; 1/2; 8/15; 1/2; 6/11; 1/2; 11/21; 8/15; 18/35; 4/9; 4/9; 1/2; 8/15
Draw; 3; 29/10; 14/5; 67/20; 31/10; 3; 3; 3; 16/5; 3; 14/5; 3; 41/13; 14/5; 33/10; 3; 33/10; 16/5; 14/5; 14/5; 3; ; ; ; 
Cordoba; 5; 9/2; 9/2; 113/0; 5; 51/10; 9/2; 5; 9/2; 9/2; 9/2; 17/4; 9/2; 26/5; 5; 51/10; 5; 21/4; 9/2; 7/2; 28/5; 27/5; ; ; 
META; spain/la-liga-segunda/rayo-vallecano-v-cordoba; 2018-05-11 10:20:03 GMT+3; 2018-05-13 17:00; Nothing; Xlenovo
Rayo Vallecano; 1/2; 1/2; 1/2; 4/7; 27/50; 1/2; 1/2; 11/21; 1/2; 1/2; 8/15; 1/2; 8/15; 1/2; 1/2; 1/2; 6/11; 1/2; 11/21; 8/15; 1/2; 4/9; 4/9; 1/2; 8/15
Draw; 3; 16/5; 14/5; 17/5; 16/5; 3; 16/5; 3; 16/5; 31/10; 14/5; 3; 16/5; 29/10; 33/10; 3; 33/10; 13/4; 14/5; 14/5; 3; 10/3; ; ; 
Cordoba; 11/2; 5; 9/2; 9/2; 57/10; 5; 51/10; 9/2; 5; 9/2; 9/2; 9/2; 17/4; 5; 21/4; 21/4; 4; 51/10; 5; 53/10; 9/2; 7/2; 29/5; 27/5; 
META; spain/la-liga-segunda/rayo-vallecano-v-cordoba; 2018-05-11 14:21:14 GMT+3; 2018-05-13 17:00; Nothing; Xlenovo
Rayo Vallecano; 1/2; 1/2; 1/2; 4/7; 11/20; 1/2; 1/2; 11/21; 1/2; 1/2; 1/2; 1/2; 8/15; 1/2; 1/2; 1/2; 6/11; 1/2; 11/21; 8/15; 1/2; 4/9; 4/9; 1/2; 8/15
Draw; 3; 16/5; 3; 14/5; 10/3; 16/5; 3; 3; 16/5; 10/3; 31/10; 14/5; 3; 16/5; 29/10; 33/10; 3; 33/10; 16/5; 14/5; 14/5; 3; ; ; 
Cordoba; 11/2; 9/2; 9/2; 9/2; 57/10; 5; 51/10; 9/2; 5; 9/2; 17/4; 9/2; 17/4; 5; 21/4; 21/4; 4; 51/10; 5; 53/10; 9/2; 7/2; 29/5; 27/5; 
META; spain/la-liga-segunda/rayo-vallecano-v-cordoba; 2018-05-11 18:20:57 GMT+3; 2018-05-13 17:00; Nothing; Xlenovo
Rayo Vallecano; 1/2; 1/2; 1/2; 4/7; 11/20; 1/2; 1/2; 11/21; 1/2; 1/2; 1/2; 1/2; 8/15; 1/2; 1/2; 1/2; 6/11; 1/2; 11/21; 8/15; 1/2; 4/9; 4/9; 1/2; 8/15
Draw; 3; 3; 14/5; 10/3; 16/5; 3; 3; 16/5; 16/5; 31/10; 14/5; 3; 16/5; 29/10; 33/10; 3; 33/10; 16/5; 14/5; 14/5; 3; ; ; ; 
Cordoba; 11/2; 5; 9/2; 9/2; 57/10; 5; 51/10; 9/2; 5; 9/2; 9/2; 9/2; 17/4; 5; 21/4; 21/4; 4; 51/10; 5; 53/10; 9/2; 7/2; 29/5; 27/5; 
META; spain/la-liga-segunda/rayo-vallecano-v-cordoba; 2018-05-11 22:20:44 GMT+3; 2018-05-13 17:00; Nothing; Xlenovo
Rayo Vallecano; 1/2; 1/2; 1/2; 4/7; 27/50; 1/2; 1/2; 11/21; 1/2; 1/2; 1/2; 1/2; 1/2; 1/2; 1/2; 18/35; 6/11; 1/2; 11/21; 1/2; 8/15; 40/85; 4/9; 4/9; 1/2; 8/15
Draw; 3; 16/5; 14/5; 17/5; 16/5; 3; 16/5; 3; 16/5; 10/3; 31/10; 14/5; 3; 13/4; 29/10; 33/10; 3; 17/5; 13/4; 3; 14/5; 3; 10/3; ; ; 
Cordoba; 11/2; 5; 19/4; 9/2; 23/4; 5; 51/10; 19/4; 5; 9/2; 9/2; 19/4; 17/4; 5; 94/19; 21/4; 4; 51/10; 21/4; 5; 11/2; 9/2; 7/2; 29/5; 27/5; 
META; spain/la-liga-segunda/rayo-vallecano-v-cordoba; 2018-05-12 02:20:39 GMT+3; 2018-05-13 17:00; Nothing; Xlenovo
Rayo Vallecano; 1/2; 4/9; 1/2; 4/7; 27/50; 40/85; 1/2; 10/21; 1/2; 1/2; 1/2; 1/2; 1/2; 1/2; 1/2; 1/2; 6/11; 1/2; 10/21; 1/2; 18/35; 40/85; 4/9; 4/9; 1/2; 8/15
Draw; 3; 16/5; 16/5; 14/5; 17/5; 17/5; 3; 31/10; 16/5; 3; 16/5; 10/3; 31/10; 14/5; 3; 13/4; 29/10; 33/10; 31/10; 17/5; 33/10; 3; 14/5; 3; 10/3; 
Cordoba; 11/2; 5; 19/4; 9/2; 23/4; 5; 11/2; 19/4; 5; 9/2; 9/2; 19/4; 17/4; 5; 21/4; 4; 27/5; 21/4; 96/19; 11/2; 23/5; 7/2; 29/5; 27/5; ; 
META; spain/la-liga-segunda/rayo-vallecano-v-cordoba; 2018-05-12 10:20:55 GMT+3; 2018-05-13 17:00; Nothing; Xlenovo
Rayo Vallecano; 1/2; 1/2; 1/2; 4/7; 53/00; 40/85; 1/2; 10/21; 1/2; 1/2; 1/2; 1/2; 1/2; 1/2; 1/2; 10/21; 6/11; 1/2; 10/21; 1/2; 17/35; 40/85; 4/9; 4/9; 4/9; 1/2
Draw; 3; 16/5; 14/5; 69/20; 17/5; 3; 31/10; 16/5; 3; 10/3; 31/10; 14/5; 3; 33/10; 29/10; 33/10; 31/10; 17/5; 33/10; 3; 14/5; 10/3; 10/3; ; ; 
Cordoba; 11/2; 5; 19/4; 9/2; 29/5; 5; 11/2; 19/4; 5; 9/2; 19/4; 17/4; 5; 27/5; 21/4; 4; 27/5; 11/2; 60/11; 11/2; 23/5; 7/2; 29/5; 28/5; ; 
META; spain/la-liga-segunda/rayo-vallecano-v-cordoba; 2018-05-12 14:21:12 GMT+3; 2018-05-13 17:00; Nothing; Xlenovo
Rayo Vallecano; 1/2; 1/2; 1/2; 4/7; 53/00; 40/85; 1/2; 10/21; 1/2; 1/2; 1/2; 1/2; 1/2; 1/2; 1/2; 10/21; 6/11; 10/21; 10/21; 1/2; 10/21; 40/85; 4/9; 4/9; 4/9; 1/2
Draw; 3; 16/5; 14/5; 69/20; 17/5; 3; 31/10; 16/5; 3; 10/3; 31/10; 14/5; 3; 33/10; 29/10; 33/10; 31/10; 17/5; 33/10; 3; 14/5; 10/3; 10/3; ; ; 
Cordoba; 11/2; 5; 24/5; 9/2; 29/5; 5; 11/2; 24/5; 5; 9/2; 19/4; 17/4; 5; 27/5; 21/4; 21/5; 27/5; 21/4; 60/11; 11/2; 23/5; 7/2; 6; 28/5; ; 
META; spain/la-liga-segunda/rayo-vallecano-v-cordoba; 2018-05-12 18:20:26 GMT+3; 2018-05-13 17:00; Nothing; Xlenovo
Rayo Vallecano; 1/2; 1/2; 1/2; 4/7; 27/50; 1/2; 1/2; 10/21; 1/2; 1/2; 1/2; 1/2; 1/2; 1/2; 1/2; 17/35; 6/11; 17/35; 10/21; 1/2; 1/2; 1/2; 4/9; 4/9; 1/2; 8/15
Draw; 3; 3; 14/5; 17/5; 16/5; 3; 31/10; 3; 16/5; 10/3; 31/10; 14/5; 3; 16/5; 29/10; 33/10; 31/10; 17/5; 13/4; 3; 14/5; 14/5; 3; 10/3; ; 
Cordoba; 11/2; 5; 19/4; 9/2; 57/10; 5; 11/2; 19/4; 5; 9/2; 9/2; 19/4; 17/4; 5; 53/10; 21/4; 4; 27/5; 21/4; 91/17; 11/2; 23/5; 7/2; 29/5; 27/5; 
META; spain/la-liga-segunda/rayo-vallecano-v-cordoba; 2018-05-12 22:17:52 GMT+3; 2018-05-13 17:00; Nothing; Xlenovo
Rayo Vallecano; 1/2; 1/2; 1/2; 4/7; 27/50; 1/2; 1/2; 10/21; 1/2; 1/2; 1/2; 1/2; 1/2; 1/2; 1/2; 17/35; 6/11; 17/35; 10/21; 1/2; 1/2; 1/2; 4/9; 4/9; 1/2; 8/15
Draw; 3; 3; 14/5; 17/5; 16/5; 3; 31/10; 3; 16/5; 10/3; 31/10; 14/5; 3; 16/5; 29/10; 33/10; 31/10; 17/5; 13/4; 3; 14/5; 3; 10/3; ; ; 
Cordoba; 11/2; 5; 19/4; 9/2; 57/10; 5; 11/2; 19/4; 5; 9/2; 9/2; 19/4; 17/4; 5; 53/10; 21/4; 4; 27/5; 21/4; 91/17; 11/2; 23/5; 7/2; 29/5; 27/5; 
META; spain/la-liga-segunda/rayo-vallecano-v-cordoba; 2018-05-13 02:17:31 GMT+3; 2018-05-13 17:00; Nothing; Xlenovo
Rayo Vallecano; 1/2; 1/2; 1/2; 4/7; 8/15; 1/2; 1/2; 10/21; 1/2; 1/2; 1/2; 1/2; 1/2; 1/2; 1/2; 17/35; 6/11; 17/35; 10/21; 8/15; 17/35; 40/85; 4/9; 4/9; 1/2; 1/2
Draw; 3; 3; 14/5; 17/5; 16/5; 3; 31/10; 3; 16/5; 16/5; 31/10; 14/5; 3; 13/4; 29/10; 33/10; 31/10; 10/3; 33/10; 3; 14/5; 3; 10/3; ; ; 
Cordoba; 11/2; 5; 19/4; 9/2; 117/0; 5; 11/2; 19/4; 5; 9/2; 9/2; 19/4; 17/4; 5; 53/10; 21/4; 4; 27/5; 21/4; 91/17; 11/2; 23/5; 7/2; 29/5; 28/5; 
META; spain/la-liga-segunda/rayo-vallecano-v-cordoba; 2018-05-13 10:17:29 GMT+3; 2018-05-13 17:00; Nothing; Xlenovo
Rayo Vallecano; 4/9; 4/9; 1/2; 1/2; 1/2; 40/85; 4/9; 10/21; 1/2; 4/9; 4/9; 4/9; 1/2; 9/20; 4/9; 4/9; 1/2; 7/15; 10/21; 1/2; 4/9; 4/9; 1/2; 2/5; 4/9; 1/2
Draw; 7/2; 16/5; 16/5; 3; 7/2; 10/3; 3; 31/10; 16/5; 10/3; 10/3; 10/3; 31/10; 3; 16/5; 38/11; 3; 33/10; 31/10; 10/3; 38/11; 10/3; 3; 14/5; 10/3; 10/3
Cordoba; 11/2; 11/2; 5; 63/10; 5; 11/2; 11/2; 5; 11/2; 5; 5; 9/2; 11/2; 29/5; 23/4; 49/10; 27/5; 11/2; 76/13; 6; 29/5; 4; 31/5; 29/5; ; 
META; spain/la-liga-segunda/rayo-vallecano-v-cordoba; 2018-05-13 14:17:35 GMT+3; 2018-05-13 17:00; Nothing; Xlenovo
Rayo Vallecano; 9/20; 4/9; 4/9; 1/2; 12/25; 2/5; 4/9; 10/21; 4/9; 4/9; 4/9; 4/9; 40/85; 9/20; 4/9; 3/7; 1/2; 6/13; 10/21; 9/20; 3/7; 4/9; 4/9; 4/9; 1/2; 4/9
Draw; 10/3; 16/5; 16/5; 3; 37/10; 10/3; 3; 31/10; 16/5; 10/3; 3; 10/3; 16/5; 3; 16/5; 7/2; 3; 17/5; 31/10; 7/2; 7/2; 7/2; 10/3; 7/2; 7/2; 7/2
Cordoba; 6; 11/2; 5; 63/10; 13/2; 11/2; 11/2; 5; 11/2; 11/2; 5; 9/2; 11/2; 6; 23/4; 24/5; 27/5; 6; 6; 33/5; 33/5; 31/5; 34/5; ; ; 
META; spain/la-liga-segunda/rayo-vallecano-v-cordoba; 2018-05-13 18:17:48 GMT+3; 2018-05-13 17:00; Nothing; Xlenovo
Rayo Vallecano; 9/20; 4/9; 4/9; 4/9; 1/2; 2/5; 2/5; 5/11; 4/9; 4/9; 4/9; 4/9; 40/85; 4/9; 4/9; 3/7; 10/21; 7/15; 5/11; 9/20; 3/7; 40/85; 4/9; 4/9; 4/9; 4/9
Draw; 10/3; 16/5; 16/5; 10/3; 18/5; 18/5; 10/3; 33/10; 16/5; 10/3; 3; 10/3; 31/10; 3; 10/3; 38/11; 31/10; 17/5; 13/4; 7/2; 7/2; 10/3; 10/3; 7/2; 10/3; 10/3
Cordoba; 6; 11/2; 5; 11/2; 61/10; 6; 11/2; 23/4; 5; 11/2; 11/2; 5; 19/4; 11/2; 76/13; 6; 24/5; 11/2; 6; 59/10; 6; 33/5; 33/5; 31/5; 34/5; 
