META; spain/la-liga-segunda/osasuna-v-sevilla-b; 2017-08-11 22:23:40 GMT+3; 2017-08-19 18:00; Nothing; Xlenovo
Osasuna; 1; ; ; ; ; 9/10; ; ; 9/10; ; ; ; 21/20; ; ; ; 10/11; 9/10; 1; ; ; 9/10; ; 1; ; ; ; ; 
Draw; 21/10; ; ; ; ; 11/5; ; ; 40/17; ; ; ; 11/5; ; ; ; 23/10; 23/10; 11/5; ; ; 40/17; ; 2; ; ; ; ; 
Sevilla B; 11/4; ; ; ; ; 11/4; ; ; 11/4; ; ; ; 11/4; ; ; ; 29/10; 11/4; 28/11; ; ; 11/4; ; 13/5; ; ; ; ; 
META; spain/la-liga-segunda/osasuna-v-sevilla-b; 2017-08-12 02:24:45 GMT+3; 2017-08-19 18:00; Nothing; Xlenovo
Osasuna; 1; ; ; ; ; 9/10; ; ; 9/10; ; ; ; 21/20; ; ; ; 10/11; 9/10; 1; 29/25; ; 9/10; ; 1; ; ; ; ; 
Draw; 21/10; ; ; ; ; 11/5; ; ; 40/17; ; ; ; 11/5; ; ; ; 23/10; 23/10; 11/5; 11/5; ; 40/17; ; 2; ; ; ; ; 
Sevilla B; 11/4; ; ; ; ; 11/4; ; ; 11/4; ; ; ; 11/4; ; ; ; 29/10; 11/4; 28/11; 3; ; 11/4; ; 13/5; ; ; ; ; 
META; spain/la-liga-segunda/osasuna-v-sevilla-b; 2017-08-12 10:23:26 GMT+3; 2017-08-19 18:00; Nothing; Xlenovo
Osasuna; 11/10; ; ; ; ; 9/10; ; ; 9/10; ; ; ; 21/20; ; ; ; 10/11; 9/10; 11/10; 29/25; ; 9/10; ; 1; ; ; ; ; 
Draw; 21/10; ; ; ; ; 11/5; ; ; 40/17; ; ; ; 11/5; ; ; ; 23/10; 23/10; 28/13; 11/5; ; 40/17; ; 2; ; ; ; ; 
Sevilla B; 11/4; ; ; ; ; 11/4; ; ; 11/4; ; ; ; 11/4; ; ; ; 29/10; 11/4; 27/11; 3; ; 11/4; ; 13/5; ; ; ; ; 
META; spain/la-liga-segunda/osasuna-v-sevilla-b; 2017-08-12 14:23:28 GMT+3; 2017-08-19 18:00; Nothing; Xlenovo
Osasuna; 11/10; ; ; ; ; 9/10; ; ; 9/10; ; ; ; 21/20; ; ; ; 10/11; 9/10; 21/20; 29/25; ; 9/10; ; 1; ; ; ; ; 
Draw; 21/10; ; ; ; ; 11/5; ; ; 40/17; ; ; ; 11/5; ; ; ; 23/10; 23/10; 11/5; 11/5; ; 40/17; ; 2; ; ; ; ; 
Sevilla B; 11/4; ; ; ; ; 11/4; ; ; 11/4; ; ; ; 11/4; ; ; ; 29/10; 11/4; 28/11; 3; ; 11/4; ; 13/5; ; ; ; ; 
META; spain/la-liga-segunda/osasuna-v-sevilla-b; 2017-08-12 18:24:02 GMT+3; 2017-08-19 18:00; Nothing; Xlenovo
Osasuna; 11/10; ; ; ; ; 9/10; ; ; 9/10; ; ; ; 21/20; ; ; ; 10/11; 9/10; 1; 29/25; 30/29; 9/10; ; 1; ; ; ; ; 
Draw; 21/10; ; ; ; ; 11/5; ; ; 40/17; ; ; ; 11/5; ; ; ; 23/10; 23/10; 11/5; 11/5; 11/5; 40/17; ; 2; ; ; ; ; 
Sevilla B; 11/4; ; ; ; ; 11/4; ; ; 11/4; ; ; ; 11/4; ; ; ; 29/10; 11/4; 28/11; 3; 12/5; 11/4; ; 13/5; ; ; ; ; 
META; spain/la-liga-segunda/osasuna-v-sevilla-b; 2017-08-12 22:24:28 GMT+3; 2017-08-19 18:00; Nothing; Xlenovo
Osasuna; 11/10; ; ; ; 21/20; 9/10; ; ; 9/10; ; ; ; 21/20; ; ; ; 10/11; 9/10; ; 29/25; 30/29; 9/10; ; 1; ; ; ; ; 
Draw; 21/10; ; ; ; 9/4; 11/5; ; ; 40/17; ; ; ; 11/5; ; ; ; 23/10; 23/10; ; 11/5; 11/5; 40/17; ; 2; ; ; ; ; 
Sevilla B; 11/4; ; ; ; 11/4; 11/4; ; ; 11/4; ; ; ; 11/4; ; ; ; 29/10; 11/4; ; 3; 12/5; 11/4; ; 13/5; ; ; ; ; 
META; spain/la-liga-segunda/osasuna-v-sevilla-b; 2017-08-13 02:23:44 GMT+3; 2017-08-19 18:00; Nothing; Xlenovo
Osasuna; 11/10; ; ; ; 21/20; 9/10; ; ; 9/10; ; ; 21/20; 21/20; ; ; ; 10/11; 9/10; 1; 29/25; 30/29; 9/10; ; 1; ; ; 1/50; ; 
Draw; 21/10; ; ; ; 9/4; 11/5; ; ; 40/17; ; ; 21/10; 11/5; ; ; ; 23/10; 23/10; 11/5; 11/5; 11/5; 40/17; ; 2; ; ; 1/100; ; 
Sevilla B; 11/4; ; ; ; 11/4; 11/4; ; ; 11/4; ; ; 13/5; 11/4; ; ; ; 29/10; 11/4; 28/11; 3; 12/5; 11/4; ; 13/5; ; ; 1/50; ; 
META; spain/la-liga-segunda/osasuna-v-sevilla-b; 2017-08-13 10:23:47 GMT+3; 2017-08-19 18:00; Nothing; Xlenovo
Osasuna; 21/20; ; ; ; 1; 9/10; ; ; 9/10; ; ; 21/20; 21/20; ; ; ; 10/11; 9/10; 1; 29/25; 30/29; 9/10; ; 1; ; ; 1/50; ; 
Draw; 21/10; ; ; ; 9/4; 11/5; ; ; 40/17; ; ; 21/10; 11/5; ; ; ; 23/10; 23/10; 11/5; 11/5; 11/5; 40/17; ; 2; ; ; 1/100; ; 
Sevilla B; 3; ; ; ; 3; 11/4; ; ; 11/4; ; ; 13/5; 11/4; ; ; ; 29/10; 11/4; 45/17; 3; 12/5; 11/4; ; 13/5; ; ; 1/50; ; 
META; spain/la-liga-segunda/osasuna-v-sevilla-b; 2017-08-13 14:24:51 GMT+3; 2017-08-19 18:00; Nothing; Xlenovo
Osasuna; 21/20; ; ; ; 1; 1; ; ; 9/10; ; ; 21/20; 21/20; ; ; ; 10/11; 9/10; 1; 107/100; 30/29; 9/10; ; 1; ; ; 4/6; ; 
Draw; 21/10; ; ; ; 23/10; 11/5; ; ; 40/17; ; ; 21/10; 11/5; ; ; ; 23/10; 23/10; 11/5; 9/4; 11/5; 40/17; ; 2; ; ; 9/5; ; 
Sevilla B; 3; ; ; ; 3; 12/5; ; ; 11/4; ; ; 13/5; 11/4; ; ; ; 29/10; 11/4; 13/5; 13/4; 12/5; 11/4; ; 13/5; ; ; 6/4; ; 
META; spain/la-liga-segunda/osasuna-v-sevilla-b; 2017-08-13 18:24:27 GMT+3; 2017-08-19 18:00; Nothing; Xlenovo
Osasuna; 21/20; ; ; ; 1; 1; ; ; 9/10; ; ; 21/20; 21/20; ; ; ; 10/11; 9/10; 1; 107/100; 30/29; 9/10; ; 1; ; ; 20/21; ; 
Draw; 21/10; ; ; ; 23/10; 11/5; ; ; 40/17; ; ; 21/10; 11/5; ; ; ; 23/10; 23/10; 11/5; 9/4; 11/5; 40/17; ; 2; ; ; 19/10; ; 
