META; spain/la-liga-segunda/zaragoza-v-albacete; 2018-05-12 10:21:38 GMT+3; 2018-05-20 17:00; Nothing; Xlenovo
Albacete; 1/50
Draw; 1/50
Zaragoza; 1/50
META; spain/la-liga-segunda/zaragoza-v-albacete; 2018-05-12 14:21:57 GMT+3; 2018-05-20 17:00; Nothing; Xlenovo
Albacete; 1/50
Draw; 1/50
Zaragoza; 1/50
META; spain/la-liga-segunda/zaragoza-v-albacete; 2018-05-12 18:21:08 GMT+3; 2018-05-20 17:00; Nothing; Xlenovo
Albacete; 1/50
Draw; 1/50
Zaragoza; 1/50
META; spain/la-liga-segunda/zaragoza-v-albacete; 2018-05-12 22:18:34 GMT+3; 2018-05-20 17:00; Nothing; Xlenovo
Albacete; 1/50
Draw; 1/50
Zaragoza; 1/50
META; spain/la-liga-segunda/zaragoza-v-albacete; 2018-05-13 02:18:12 GMT+3; 2018-05-20 17:00; Nothing; Xlenovo
Draw; 1/100
Albacete; 1/33
Zaragoza; 1/33
META; spain/la-liga-segunda/zaragoza-v-albacete; 2018-05-13 10:18:10 GMT+3; 2018-05-20 17:00; Nothing; Xlenovo
Draw; 1/100
Albacete; 1/33
Zaragoza; 1/33
META; spain/la-liga-segunda/zaragoza-v-albacete; 2018-05-13 14:18:17 GMT+3; 2018-05-20 17:00; Nothing; Xlenovo
Draw; 1/100
Albacete; 1/33
Zaragoza; 1/33
META; spain/la-liga-segunda/zaragoza-v-albacete; 2018-05-13 18:18:29 GMT+3; 2018-05-20 17:00; Nothing; Xlenovo
Draw; 1/100
Albacete; 1/33
Zaragoza; 1/33
META; spain/la-liga-segunda/zaragoza-v-albacete; 2018-05-13 22:16:59 GMT+3; 2018-05-20 17:00; Nothing; Xlenovo
Draw; 1/100
Albacete; 1/50
Zaragoza; 1/50
META; spain/la-liga-segunda/zaragoza-v-albacete; 2018-05-14 02:16:43 GMT+3; 2018-05-20 17:00; Nothing; Xlenovo
Draw; 1/100
Albacete; 1/33
Zaragoza; 1/33
META; spain/la-liga-segunda/zaragoza-v-albacete; 2018-05-14 10:17:51 GMT+3; 2018-05-20 17:00; Nothing; Xlenovo
Zaragoza; 1/33; 9/10
Draw; 1/100; 5/2
Albacete; 1/33; 13/5
META; spain/la-liga-segunda/zaragoza-v-albacete; 2018-05-14 14:18:13 GMT+3; 2018-05-20 17:00; Nothing; Xlenovo
Zaragoza; 1/33; 9/10
Draw; 1/100; 5/2
Albacete; 1/33; 13/5
META; spain/la-liga-segunda/zaragoza-v-albacete; 2018-05-14 18:18:13 GMT+3; 2018-05-20 17:00; Nothing; Xlenovo
Zaragoza; 1/33; 9/10
Draw; 1/100; 5/2
Albacete; 1/33; 13/5
META; spain/la-liga-segunda/zaragoza-v-albacete; 2018-05-14 22:18:11 GMT+3; 2018-05-20 17:00; Nothing; Xlenovo
Zaragoza; 1/33; 9/10
Draw; 1/100; 5/2
