META; spain/la-liga-segunda/reus-deportiu-v-tenerife; 2018-05-05 10:23:59 GMT+3; 2018-05-12 19:30; Nothing; Xlenovo
Draw; 1/50
Reus Deportiu; 1/50
Tenerife; 1/50
META; spain/la-liga-segunda/reus-deportiu-v-tenerife; 2018-05-05 14:25:13 GMT+3; 2018-05-12 19:30; Nothing; Xlenovo
Draw; 1/50
Reus Deportiu; 1/50
Tenerife; 1/50
META; spain/la-liga-segunda/reus-deportiu-v-tenerife; 2018-05-05 18:24:18 GMT+3; 2018-05-12 19:30; Nothing; Xlenovo
Draw; 1/50
Reus Deportiu; 1/50
Tenerife; 1/50
META; spain/la-liga-segunda/reus-deportiu-v-tenerife; 2018-05-05 22:21:02 GMT+3; 2018-05-12 19:30; Nothing; Xlenovo
Draw; 1/50
Reus Deportiu; 1/50
Tenerife; 1/50
META; spain/la-liga-segunda/reus-deportiu-v-tenerife; 2018-05-06 02:21:18 GMT+3; 2018-05-12 19:30; Nothing; Xlenovo
Draw; 1/100
Reus Deportiu; 1/33
Tenerife; 1/33
META; spain/la-liga-segunda/reus-deportiu-v-tenerife; 2018-05-06 10:21:28 GMT+3; 2018-05-12 19:30; Nothing; Xlenovo
Draw; 1/100; 17/10
Reus Deportiu; 1/33; 7/4
Tenerife; 1/33; 7/4
META; spain/la-liga-segunda/reus-deportiu-v-tenerife; 2018-05-06 14:21:40 GMT+3; 2018-05-12 19:30; Nothing; Xlenovo
Draw; 1/100; 17/10
Reus Deportiu; 1/33; 7/4
Tenerife; 1/33; 7/4
META; spain/la-liga-segunda/reus-deportiu-v-tenerife; 2018-05-06 18:20:19 GMT+3; 2018-05-12 19:30; Nothing; Xlenovo
Draw; 1/100; 17/10
Reus Deportiu; 1/33; 7/4
Tenerife; 1/33; 7/4
META; spain/la-liga-segunda/reus-deportiu-v-tenerife; 2018-05-06 22:18:52 GMT+3; 2018-05-12 19:30; Nothing; Xlenovo
Draw; 1/100; 17/10
Reus Deportiu; 1/33; 7/4
Tenerife; 1/33; 7/4
META; spain/la-liga-segunda/reus-deportiu-v-tenerife; 2018-05-07 02:19:12 GMT+3; 2018-05-12 19:30; Nothing; Xlenovo
Draw; 1/100; 17/10
Reus Deportiu; 1/25; 7/4
Tenerife; 1/25; 7/4
META; spain/la-liga-segunda/reus-deportiu-v-tenerife; 2018-05-07 10:19:48 GMT+3; 2018-05-12 19:30; Nothing; Xlenovo
Draw; 1/100; 17/10
Reus Deportiu; 1/25; 7/4
Tenerife; 1/25; 7/4
META; spain/la-liga-segunda/reus-deportiu-v-tenerife; 2018-05-07 14:19:58 GMT+3; 2018-05-12 19:30; Nothing; Xlenovo
Draw; 1/100; 17/10
Reus Deportiu; 1/25; 7/4
Tenerife; 1/25; 7/4
META; spain/la-liga-segunda/reus-deportiu-v-tenerife; 2018-05-07 18:20:24 GMT+3; 2018-05-12 19:30; Nothing; Xlenovo
