META; spain/la-liga-segunda/fc-barcelona-b-v-rayo-vallecano; 2018-04-15 22:23:28 GMT+3; 2018-04-22 15:00; Nothing; Xlenovo
Draw; 1/100
FC Barcelona B; 1/100
Rayo Vallecano; 1/100
META; spain/la-liga-segunda/fc-barcelona-b-v-rayo-vallecano; 2018-04-16 02:23:05 GMT+3; 2018-04-22 15:00; Nothing; Xlenovo
Draw; 1/50
FC Barcelona B; 1/50
Rayo Vallecano; 1/50
META; spain/la-liga-segunda/fc-barcelona-b-v-rayo-vallecano; 2018-04-16 10:23:07 GMT+3; 2018-04-22 15:00; Nothing; Xlenovo
Draw; 1/50
FC Barcelona B; 1/50
Rayo Vallecano; 1/50
META; spain/la-liga-segunda/fc-barcelona-b-v-rayo-vallecano; 2018-04-16 14:24:16 GMT+3; 2018-04-22 15:00; Nothing; Xlenovo
Draw; 1/50
FC Barcelona B; 1/50
Rayo Vallecano; 1/50
META; spain/la-liga-segunda/fc-barcelona-b-v-rayo-vallecano; 2018-04-16 18:24:57 GMT+3; 2018-04-22 15:00; Nothing; Xlenovo
Draw; 1/50; 7/4
FC Barcelona B; 1/50; 7/4
Rayo Vallecano; 1/50; 7/4
META; spain/la-liga-segunda/fc-barcelona-b-v-rayo-vallecano; 2018-04-16 22:24:52 GMT+3; 2018-04-22 15:00; Nothing; Xlenovo
Rayo Vallecano; 1/50; 27/20
Draw; 1/100; 9/5
FC Barcelona B; 1/50; 11/5
META; spain/la-liga-segunda/fc-barcelona-b-v-rayo-vallecano; 2018-04-17 02:24:42 GMT+3; 2018-04-22 15:00; Nothing; Xlenovo
Rayo Vallecano; 1/33; 27/20
Draw; 1/100; 9/5
FC Barcelona B; 1/33; 11/5
META; spain/la-liga-segunda/fc-barcelona-b-v-rayo-vallecano; 2018-04-17 10:24:42 GMT+3; 2018-04-22 15:00; Nothing; Xlenovo
Rayo Vallecano; 1/33; 27/20
Draw; 1/100; 9/5
FC Barcelona B; 1/33; 11/5
META; spain/la-liga-segunda/fc-barcelona-b-v-rayo-vallecano; 2018-04-17 14:25:03 GMT+3; 2018-04-22 15:00; Nothing; Xlenovo
Draw; 1/100
FC Barcelona B; 1/33
Rayo Vallecano; 1/33
META; spain/la-liga-segunda/fc-barcelona-b-v-rayo-vallecano; 2018-04-17 18:25:05 GMT+3; 2018-04-22 15:00; Nothing; Xlenovo
Rayo Vallecano; 5/4; 5/4; 5/4; 69/50; 11/10; 5/4; 13/10; 13/10; 13/10; 5/4; 5/4; 5/4; 5/4; 11/10; 11/8; 5/4; 3/10; 6/5; 27/20
FC Barcelona B; 9/4; 21/10; 21/10; 113/50; 23/10; 21/10; 2; 21/10; 21/10; 21/10; 11/5; 35/19; 23/10; 85/40; 21/10; 1/2; 13/8; 9/4; 
Draw; 11/5; 85/40; 11/5; 117/50; 23/10; 11/5; 9/4; 43/20; 11/5; 21/10; 28/13; 11/5; 23/10; 23/10; 23/10; 11/5; 13/10; 19/10; 23/10
META; spain/la-liga-segunda/fc-barcelona-b-v-rayo-vallecano; 2018-04-17 22:25:16 GMT+3; 2018-04-22 15:00; Nothing; Xlenovo
Rayo Vallecano; 5/4; 6/5; 5/4; 69/50; 11/10; 6/5; 13/10; 13/10; 13/10; 5/4; 5/4; 5/4; 5/4; 11/10; 13/10; 5/4; 20/21; 6/5; 13/10; 27/20
FC Barcelona B; 9/4; 21/10; 21/10; 113/50; 23/10; 21/10; 2; 2; 21/10; 21/10; 11/5; 35/19; 23/10; 11/5; 21/10; 17/10; 13/8; 11/5; 9/4; 
Draw; 11/5; 11/5; 11/5; 117/50; 23/10; 9/4; 9/4; 43/20; 23/10; 11/5; 28/13; 11/5; 23/10; 23/10; 23/10; 11/5; 13/10; 19/10; 9/4; 23/10
META; spain/la-liga-segunda/fc-barcelona-b-v-rayo-vallecano; 2018-04-18 02:23:52 GMT+3; 2018-04-22 15:00; Nothing; Xlenovo
Rayo Vallecano; 5/4; 6/5; 5/4; 5/4; 11/8; 11/10; 6/5; 5/4; 5/4; 13/10; 5/4; 5/4; 5/4; 5/4; 11/10; 13/10; 5/4; 4/5; 11/10; 13/10; 27/20
FC Barcelona B; 9/4; 21/10; 21/10; 21/10; 57/25; 23/10; 11/5; 2; 41/20; 2; 21/10; 21/10; 11/5; 35/19; 23/10; 11/5; 21/10; 1/4; 15/8; 11/5; 9/4
Draw; 11/5; 11/5; 11/5; 11/5; 117/50; 23/10; 11/5; 9/4; 11/5; 23/10; 11/5; 28/13; 11/5; 23/10; 23/10; 23/10; 11/5; 5/4; 15/8; 9/4; 23/10
META; spain/la-liga-segunda/fc-barcelona-b-v-rayo-vallecano; 2018-04-18 10:23:58 GMT+3; 2018-04-22 15:00; Nothing; Xlenovo
Rayo Vallecano; 5/4; 6/5; 6/5; 5/4; 133/100; 11/10; 6/5; 6/5; 6/5; 5/4; 5/4; 13/10; 6/5; 6/5; 5/4; 5/4; 11/10; 13/10; 6/5; 4/5; 13/10; 13/10
FC Barcelona B; 9/4; 85/40; 21/10; 21/10; 47/20; 23/10; 21/10; 11/5; 21/10; 21/10; 41/20; 23/10; 21/10; 28/13; 11/5; 35/19; 23/10; 11/5; 28/13; 1/4; 23/10; 23/10
Draw; 11/5; 11/5; 11/5; 11/5; 47/20; 23/10; 11/5; 11/5; 9/4; 9/4; 11/5; 23/10; 11/5; 28/13; 11/5; 23/10; 23/10; 23/10; 11/5; 13/10; 9/4; 23/10
META; spain/la-liga-segunda/fc-barcelona-b-v-rayo-vallecano; 2018-04-18 14:25:08 GMT+3; 2018-04-22 15:00; Nothing; Xlenovo
Rayo Vallecano; 5/4; 6/5; 6/5; 5/4; 32/25; 11/10; 6/5; 6/5; 13/10; 5/4; 6/5; 13/10; 6/5; 5/4; 5/4; 11/10; 5/4; 6/5; 8/11; 21/20; 6/5; 6/5
Draw; 11/5; 11/5; 11/5; 11/5; 12/5; 23/10; 11/5; 11/5; 2; 9/4; 11/5; 23/10; 21/10; 11/5; 23/10; 23/10; 23/10; 11/5; 13/10; 15/8; 23/10; 23/10
FC Barcelona B; 9/4; 85/40; 21/10; 21/10; 121/50; 23/10; 21/10; 9/4; 11/5; 21/10; 43/20; 23/10; 11/5; 11/5; 35/19; 23/10; 23/10; 28/13; 2/7; 19/10; 12/5; 12/5
META; spain/la-liga-segunda/fc-barcelona-b-v-rayo-vallecano; 2018-04-18 18:25:08 GMT+3; 2018-04-22 15:00; Nothing; Xlenovo
Rayo Vallecano; 5/4; 6/5; 6/5; 5/4; 32/25; 6/5; 11/10; 6/5; 6/5; 13/10; 5/4; 6/5; 13/10; 6/5; 6/5; 5/4; 5/4; 11/10; 5/4; 5/4; 8/11; 21/20; 6/5; 6/5
Draw; 11/5; 11/5; 11/5; 11/5; 12/5; 9/4; 23/10; 11/5; 11/5; 2; 9/4; 11/5; 23/10; 21/10; 11/5; 11/5; 23/10; 23/10; 23/10; 9/4; 13/10; 15/8; 23/10; 23/10
FC Barcelona B; 9/4; 85/40; 21/10; 21/10; 121/50; 2; 23/10; 21/10; 9/4; 11/5; 21/10; 43/20; 23/10; 11/5; 28/13; 11/5; 35/19; 23/10; 23/10; 11/5; 2/7; 19/10; 12/5; 12/5
META; spain/la-liga-segunda/fc-barcelona-b-v-rayo-vallecano; 2018-04-18 22:24:52 GMT+3; 2018-04-22 15:00; Nothing; Xlenovo
Rayo Vallecano; 5/4; 23/20; 6/5; 5/4; 63/50; 23/20; 6/5; 15/13; 6/5; 6/5; 23/20; 5/4; 6/5; 13/10; 6/5; 6/5; 5/4; 5/4; 8/7; 5/4; 6/5; 1/50; 21/20; 6/5; 6/5
FC Barcelona B; 9/4; 11/5; 21/10; 21/10; 121/50; 9/4; 2; 23/10; 21/10; 11/5; 9/4; 21/10; 43/20; 23/10; 11/5; 9/4; 11/5; 35/19; 23/10; 23/10; 9/4; 1/12; 19/10; 12/5; 12/5
Draw; 11/5; 11/5; 11/5; 11/5; 61/25; 23/10; 9/4; 23/10; 11/5; 9/4; 11/5; 9/4; 11/5; 23/10; 11/5; 9/4; 11/5; 23/10; 23/10; 23/10; 9/4; 2/9; 19/10; 12/5; 12/5
META; spain/la-liga-segunda/fc-barcelona-b-v-rayo-vallecano; 2018-04-19 02:24:17 GMT+3; 2018-04-22 15:00; Nothing; Xlenovo
Rayo Vallecano; 5/4; 6/5; 6/5; 5/4; 63/50; 23/20; 6/5; 15/13; 6/5; 6/5; 6/5; 5/4; 6/5; 13/10; 6/5; 6/5; 5/4; 5/4; 8/7; 5/4; 6/5; 1/50; 6/5; 6/5
FC Barcelona B; 9/4; 85/40; 21/10; 21/10; 121/50; 9/4; 2; 23/10; 21/10; 11/5; 11/5; 21/10; 43/20; 23/10; 11/5; 11/5; 11/5; 35/19; 23/10; 23/10; 9/4; 1/12; 12/5; 12/5
Draw; 11/5; 11/5; 11/5; 11/5; 61/25; 23/10; 9/4; 23/10; 11/5; 9/4; 11/5; 9/4; 11/5; 23/10; 11/5; 9/4; 11/5; 23/10; 23/10; 23/10; 9/4; 2/9; 12/5; 12/5
META; spain/la-liga-segunda/fc-barcelona-b-v-rayo-vallecano; 2018-04-19 10:24:10 GMT+3; 2018-04-22 15:00; Nothing; Xlenovo
Rayo Vallecano; 5/4; 6/5; 6/5; 5/4; 63/50; 23/20; 6/5; 15/13; 6/5; 6/5; 23/20; 5/4; 6/5; 13/10; 6/5; 15/13; 5/4; 5/4; 8/7; 5/4; 6/5; 1/50; 21/20; 6/5; 6/5
FC Barcelona B; 9/4; 85/40; 21/10; 21/10; 121/50; 9/4; 2; 23/10; 21/10; 11/5; 9/4; 21/10; 43/20; 23/10; 11/5; 9/4; 11/5; 35/19; 23/10; 23/10; 9/4; 1/12; 19/10; 12/5; 12/5
Draw; 11/5; 11/5; 11/5; 11/5; 61/25; 23/10; 9/4; 23/10; 11/5; 9/4; 11/5; 9/4; 11/5; 23/10; 11/5; 9/4; 11/5; 23/10; 23/10; 23/10; 23/10; 2/9; 19/10; 12/5; 12/5
META; spain/la-liga-segunda/fc-barcelona-b-v-rayo-vallecano; 2018-04-19 14:24:30 GMT+3; 2018-04-22 15:00; Nothing; Xlenovo
Rayo Vallecano; 5/4; 6/5; 6/5; 5/4; 63/50; 23/20; 6/5; 15/13; 6/5; 6/5; 6/5; 5/4; 6/5; 13/10; 6/5; 6/5; 5/4; 5/4; 8/7; 5/4; 6/5; 1/50; 21/20; 6/5; 6/5
FC Barcelona B; 9/4; 85/40; 21/10; 21/10; 121/50; 9/4; 2; 23/10; 21/10; 11/5; 11/5; 21/10; 43/20; 23/10; 11/5; 11/5; 11/5; 35/19; 23/10; 23/10; 9/4; 1/12; 19/10; 12/5; 12/5
Draw; 11/5; 11/5; 11/5; 11/5; 61/25; 23/10; 9/4; 23/10; 11/5; 9/4; 9/4; 9/4; 11/5; 23/10; 11/5; 9/4; 11/5; 23/10; 23/10; 23/10; 9/4; 2/9; 19/10; 12/5; 12/5
META; spain/la-liga-segunda/fc-barcelona-b-v-rayo-vallecano; 2018-04-19 18:24:25 GMT+3; 2018-04-22 15:00; Nothing; Xlenovo
Rayo Vallecano; 5/4; 6/5; 6/5; 5/4; 63/50; 23/20; 6/5; 15/13; 6/5; 6/5; 6/5; 5/4; 6/5; 13/10; 6/5; 6/5; 5/4; 5/4; 8/7; 5/4; 6/5; 1/50; 21/20; 6/5; 6/5
FC Barcelona B; 9/4; 85/40; 21/10; 21/10; 121/50; 9/4; 2; 23/10; 21/10; 11/5; 11/5; 21/10; 43/20; 23/10; 11/5; 23/10; 11/5; 35/19; 23/10; 23/10; 23/10; 1/12; 19/10; 12/5; 12/5
Draw; 11/5; 11/5; 11/5; 11/5; 61/25; 23/10; 9/4; 23/10; 11/5; 9/4; 9/4; 9/4; 11/5; 23/10; 11/5; 23/10; 11/5; 23/10; 23/10; 23/10; 23/10; 2/9; 19/10; 12/5; 12/5
META; spain/la-liga-segunda/fc-barcelona-b-v-rayo-vallecano; 2018-04-19 22:24:25 GMT+3; 2018-04-22 15:00; Nothing; Xlenovo
Rayo Vallecano; 5/4; 6/5; 6/5; 5/4; 63/50; 23/20; 6/5; 15/13; 6/5; 6/5; 6/5; 5/4; 6/5; 13/10; 6/5; 5/4; 5/4; 5/4; 8/7; 5/4; 5/4; 1; 21/20; 6/5; 6/5
FC Barcelona B; 9/4; 85/40; 21/10; 21/10; 121/50; 9/4; 2; 23/10; 21/10; 11/5; 11/5; 21/10; 43/20; 23/10; 11/5; 11/5; 11/5; 35/19; 23/10; 23/10; 9/4; 2; 19/10; 12/5; 12/5
Draw; 11/5; 11/5; 11/5; 11/5; 61/25; 23/10; 9/4; 23/10; 11/5; 9/4; 9/4; 9/4; 11/5; 23/10; 11/5; 9/4; 11/5; 23/10; 23/10; 23/10; 9/4; 2; 19/10; 12/5; 12/5
META; spain/la-liga-segunda/fc-barcelona-b-v-rayo-vallecano; 2018-04-20 02:23:46 GMT+3; 2018-04-22 15:00; Nothing; Xlenovo
Rayo Vallecano; 5/4; 23/20; 6/5; 5/4; 63/50; 23/20; 6/5; 15/13; 6/5; 6/5; 6/5; 6/5; 6/5; 13/10; 6/5; 6/5; 5/4; 5/4; 8/7; 5/4; 6/5; 1; 21/20; 6/5
FC Barcelona B; 9/4; 11/5; 21/10; 21/10; 121/50; 9/4; 2; 23/10; 21/10; 11/5; 11/5; 21/10; 43/20; 23/10; 11/5; 23/10; 11/5; 35/19; 23/10; 23/10; 23/10; 2; 19/10; 12/5
Draw; 11/5; 11/5; 11/5; 11/5; 61/25; 23/10; 9/4; 23/10; 11/5; 9/4; 9/4; 9/4; 11/5; 23/10; 11/5; 23/10; 11/5; 23/10; 23/10; 23/10; 23/10; 2; 19/10; 12/5
META; spain/la-liga-segunda/fc-barcelona-b-v-rayo-vallecano; 2018-04-20 10:23:49 GMT+3; 2018-04-22 15:00; Nothing; Xlenovo
Rayo Vallecano; 5/4; 6/5; 6/5; 5/4; 63/50; 23/20; 6/5; 15/13; 6/5; 6/5; 6/5; 6/5; 6/5; 13/10; 6/5; 6/5; 5/4; 7/6; 8/7; 5/4; 6/5; 1; 21/20; 6/5; 6/5
FC Barcelona B; 9/4; 85/40; 11/5; 21/10; 121/50; 9/4; 2; 23/10; 11/5; 11/5; 11/5; 21/10; 43/20; 23/10; 11/5; 23/10; 9/4; 37/19; 23/10; 23/10; 23/10; 2; 19/10; 12/5; 12/5
Draw; 11/5; 11/5; 11/5; 11/5; 61/25; 23/10; 9/4; 23/10; 11/5; 9/4; 9/4; 9/4; 11/5; 23/10; 11/5; 23/10; 9/4; 23/10; 23/10; 23/10; 23/10; 2; 19/10; 12/5; 12/5
META; spain/la-liga-segunda/fc-barcelona-b-v-rayo-vallecano; 2018-04-20 14:24:15 GMT+3; 2018-04-22 15:00; Nothing; Xlenovo
Rayo Vallecano; 5/4; 23/20; 6/5; 5/4; 63/50; 23/20; 6/5; 15/13; 6/5; 6/5; 23/20; 6/5; 6/5; 13/10; 6/5; 6/5; 5/4; 7/6; 8/7; 5/4; 6/5; 1; 21/20; 6/5; 6/5
