META; spain/la-liga-segunda/sd-huesca-v-osasuna; 2018-01-21 22:24:01 GMT+2; 2018-01-28 17:00; Nothing; Xlenovo
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Osasuna; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
SD Huesca; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/sd-huesca-v-osasuna; 2018-01-22 02:23:55 GMT+2; 2018-01-28 17:00; Nothing; Xlenovo
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Osasuna; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
SD Huesca; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/sd-huesca-v-osasuna; 2018-01-22 10:24:24 GMT+2; 2018-01-28 17:00; Nothing; Xlenovo
SD Huesca; ; ; ; ; 73/50; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/7; ; 
Draw; ; ; ; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 8/11; ; 
Osasuna; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; 
META; spain/la-liga-segunda/sd-huesca-v-osasuna; 2018-01-22 14:24:33 GMT+2; 2018-01-28 17:00; Nothing; Xlenovo
SD Huesca; 13/10; 5/4; 23/17; ; 73/50; ; ; ; ; 27/20; 13/10; 11/8; ; ; 13/10; ; 13/10; 13/10; 13/10; 21/17; ; ; 11/8; 27/20; 13/10; 10/11; ; 
Draw; 2; 2; 2; ; 2; ; ; ; ; 2; 2; 15/8; ; ; 21/10; ; 21/10; 37/19; 21/10; 11/5; ; ; 85/40; 2; 39/19; 7/5; ; 
Osasuna; 12/5; 11/5; 21/10; ; 5/2; ; ; ; ; 21/10; 11/5; 9/4; ; ; 11/5; ; 11/5; 28/13; 11/5; 31/16; ; ; 9/4; 11/5; 11/5; 8/5; ; 
META; spain/la-liga-segunda/sd-huesca-v-osasuna; 2018-01-22 18:24:34 GMT+2; 2018-01-28 17:00; Nothing; Xlenovo
SD Huesca; 13/10; 5/4; 13/10; 13/10; 73/50; ; ; ; 13/10; 13/10; 13/10; 13/10; 13/10; ; 13/10; ; 13/10; 5/4; 13/10; 21/17; 13/10; 5/4; 13/10; 13/10; 5/4; 5/6; 5/4; 
Draw; 2; 2; 2; 2; 2; ; ; ; 21/10; 2; 2; 2; 21/10; ; 21/10; ; 21/10; 2; 21/10; 11/5; 21/10; 15/8; 85/40; 2; 2; 17/10; 2; 
Osasuna; 12/5; 11/5; 21/10; 21/10; 5/2; ; ; ; 21/10; 21/10; 9/4; 9/4; 21/10; ; 11/5; ; 11/5; 9/4; 11/5; 31/16; 21/10; 11/5; 12/5; 23/10; 9/4; 13/10; 15/8; 
META; spain/la-liga-segunda/sd-huesca-v-osasuna; 2018-01-22 22:24:30 GMT+2; 2018-01-28 17:00; Nothing; Xlenovo
SD Huesca; 13/10; 5/4; 5/4; 13/10; 34/25; ; ; ; 13/10; 5/4; 5/4; 13/10; 13/10; ; 5/4; ; 13/10; 5/4; 13/10; 5/4; 13/10; 5/4; 5/4; 13/10; 5/4; 4/5; 6/5; 
Draw; 2; 2; 2; 2; 43/20; ; ; ; 21/10; 2; 21/10; 2; 21/10; ; 21/10; ; 21/10; 39/19; 21/10; 21/10; 21/10; 15/8; 85/40; 2; 39/19; 6/5; 2; 
Osasuna; 12/5; 9/4; 11/5; 21/10; 63/25; ; ; ; 21/10; 11/5; 9/4; 9/4; 21/10; ; 23/10; ; 11/5; 23/10; 11/5; 79/40; 21/10; 11/5; 5/2; 23/10; 23/10; 2/7; 19/10; 
META; spain/la-liga-segunda/sd-huesca-v-osasuna; 2018-01-23 02:24:20 GMT+2; 2018-01-28 17:00; Nothing; Xlenovo
SD Huesca; 13/10; 5/4; 5/4; 13/10; 34/25; ; ; ; 13/10; 5/4; 13/10; 13/10; 5/4; ; 5/4; ; 13/10; 5/4; 13/10; 5/4; 13/10; 5/4; 13/10; 13/10; 5/4; 4/5; 10/9; 
Draw; 2; 2; 2; 2; 43/20; ; ; ; 21/10; 2; 2; 2; 21/10; ; 21/10; ; 21/10; 39/19; 21/10; 21/10; 21/10; 15/8; 21/10; 2; 39/19; 6/5; 19/10; 
Osasuna; 12/5; 9/4; 9/4; 21/10; 63/25; ; ; ; 21/10; 9/4; 9/4; 9/4; 11/5; ; 23/10; ; 11/5; 23/10; 11/5; 79/40; 21/10; 11/5; 12/5; 23/10; 23/10; 2/7; 21/10; 
META; spain/la-liga-segunda/sd-huesca-v-osasuna; 2018-01-23 10:24:27 GMT+2; 2018-01-28 17:00; Nothing; Xlenovo
SD Huesca; 13/10; 5/4; 5/4; 13/10; 34/25; ; ; ; 13/10; 5/4; 13/10; 13/10; 5/4; ; 5/4; ; 13/10; 5/4; 13/10; 5/4; 13/10; 5/4; 13/10; 13/10; 5/4; 4/5; 10/9; 
Draw; 2; 2; 2; 2; 43/20; ; ; ; 21/10; 2; 2; 2; 21/10; ; 21/10; ; 21/10; 39/19; 21/10; 21/10; 21/10; 15/8; 21/10; 2; 39/19; 6/5; 19/10; 
Osasuna; 12/5; 9/4; 9/4; 21/10; 63/25; ; ; ; 21/10; 9/4; 9/4; 9/4; 11/5; ; 23/10; ; 11/5; 23/10; 11/5; 79/40; 21/10; 11/5; 12/5; 23/10; 23/10; 2/7; 21/10; 
META; spain/la-liga-segunda/sd-huesca-v-osasuna; 2018-01-23 14:24:29 GMT+2; 2018-01-28 17:00; Nothing; Xlenovo
SD Huesca; 13/10; 13/10; 23/17; 13/10; 37/25; ; ; ; 13/10; 27/20; 11/8; 11/8; 11/8; ; 7/5; ; 13/10; 23/17; 13/10; 17/13; 13/10; 13/10; 7/5; 7/5; 23/17; 5/6; 23/20; 
Draw; 2; 19/10; 2; 2; 85/40; ; ; ; 21/10; 2; 2; 19/10; 21/10; ; 2; ; 21/10; 2; 21/10; 28/13; 21/10; 15/8; 85/40; 2; 39/19; 6/5; 19/10; 
Osasuna; 12/5; 11/5; 21/10; 21/10; 23/10; ; ; ; 21/10; 21/10; 21/10; 11/5; 2; ; 21/10; ; 11/5; 28/13; 11/5; 9/5; 21/10; 2; 11/5; 21/10; 28/13; 3/10; 2; 
META; spain/la-liga-segunda/sd-huesca-v-osasuna; 2018-01-23 18:24:57 GMT+2; 2018-01-28 17:00; Nothing; Xlenovo
SD Huesca; 6/5; 6/5; 6/5; 13/10; 32/25; ; ; ; 13/10; 6/5; 6/5; 6/5; 6/5; ; 5/4; ; 13/10; 6/5; 13/10; 13/11; 13/10; 11/10; 5/4; 6/5; 6/5; 8/11; 10/9; 5/4
Draw; 2; 2; 2; 2; 21/10; ; ; ; 21/10; 2; 2; 2; 21/10; ; 21/10; ; 21/10; 21/10; 21/10; 28/13; 21/10; 15/8; 85/40; 2; 39/19; 5/4; 19/10; 21/10
Osasuna; 13/5; 23/10; 12/5; 21/10; 139/ 50; ; ; ; 21/10; 12/5; 12/5; 5/2; 9/4; ; 23/10; ; 11/5; 23/10; 11/5; 39/19; 21/10; 23/10; 5/2; 5/2; 27/11; 11/8; 21/10; 13/5
META; spain/la-liga-segunda/sd-huesca-v-osasuna; 2018-01-23 22:24:52 GMT+2; 2018-01-28 17:00; Nothing; Xlenovo
SD Huesca; 6/5; 6/5; 6/5; 13/10; 13/10; ; ; ; 13/10; 6/5; 6/5; 6/5; 6/5; ; 5/4; ; 13/10; 6/5; 13/10; 13/11; 13/10; 11/10; 5/4; 6/5; 6/5; ; 8/11; 10/9; 5/4
Draw; 2; 2; 2; 2; 21/10; ; ; ; 21/10; 2; 2; 2; 21/10; ; 21/10; ; 21/10; 39/19; 21/10; 28/13; 21/10; 15/8; 11/5; 2; 39/19; ; 9/5; 2; 21/10
Osasuna; 13/5; 23/10; 12/5; 21/10; 137/ 50; ; ; ; 21/10; 12/5; 12/5; 5/2; 9/4; ; 23/10; ; 11/5; 27/11; 11/5; 39/19; 21/10; 23/10; 5/2; 5/2; 27/11; ; 2; 2; 13/5
META; spain/la-liga-segunda/sd-huesca-v-osasuna; 2018-01-24 02:24:27 GMT+2; 2018-01-28 17:00; Nothing; Xlenovo
SD Huesca; 6/5; 6/5; 6/5; 13/10; 13/10; ; ; ; 13/10; 6/5; 6/5; 6/5; 6/5; ; 5/4; 6/5; 5/4; 6/5; 5/4; 13/11; 13/10; 11/10; 5/4; 6/5; 6/5; ; 5/6; 10/9; 5/4
Draw; 2; 2; 2; 2; 21/10; ; ; ; 21/10; 2; 2; 2; 21/10; ; 21/10; 2; 21/10; 39/19; 21/10; 28/13; 21/10; 15/8; 11/5; 2; 39/19; ; 5/4; 2; 21/10
Osasuna; 13/5; 23/10; 12/5; 21/10; 137/ 50; ; ; ; 21/10; 12/5; 12/5; 5/2; 9/4; ; 23/10; 12/5; 23/10; 27/11; 23/10; 39/19; 21/10; 23/10; 5/2; 5/2; 27/11; ; 6/4; 2; 13/5
META; spain/la-liga-segunda/sd-huesca-v-osasuna; 2018-01-24 10:24:25 GMT+2; 2018-01-28 17:00; Nothing; Xlenovo
SD Huesca; 6/5; 6/5; 6/5; 13/10; 13/10; ; ; 11/10; 13/10; 6/5; 6/5; 6/5; 6/5; ; 6/5; 6/5; 5/4; 6/5; 5/4; 13/11; 13/10; 11/10; 6/5; 6/5; 6/5; ; 2/5; 10/9; 5/4
Draw; 2; 2; 2; 2; 21/10; ; ; 15/8; 21/10; 2; 2; 2; 21/10; ; 2; 2; 21/10; 39/19; 21/10; 28/13; 21/10; 15/8; 85/40; 2; 39/19; ; 7/5; 2; 21/10
Osasuna; 13/5; 23/10; 12/5; 21/10; 137/ 50; ; ; 23/10; 21/10; 12/5; 12/5; 5/2; 9/4; ; 5/2; 12/5; 23/10; 27/11; 23/10; 39/19; 21/10; 23/10; 13/5; 5/2; 27/11; ; 11/5; 2; 13/5
META; spain/la-liga-segunda/sd-huesca-v-osasuna; 2018-01-24 14:24:31 GMT+2; 2018-01-28 17:00; Nothing; Xlenovo
SD Huesca; 6/5; 23/20; 6/5; 13/10; 131/ 100; ; ; 11/10; 13/10; 6/5; 6/5; 23/20; 6/5; ; 6/5; 6/5; 5/4; 6/5; 5/4; 8/7; 13/10; 11/10; 6/5; 6/5; 6/5; ; 2/5; 10/9; 5/4
Draw; 2; 2; 2; 2; 51/25; ; ; 15/8; 21/10; 2; 2; 21/10; 21/10; ; 2; 2; 21/10; 2; 21/10; 28/13; 21/10; 15/8; 85/40; 2; 2; ; 7/5; 2; 2
Osasuna; 13/5; 12/5; 12/5; 21/10; 14/5; ; ; 23/10; 21/10; 12/5; 12/5; 12/5; 23/10; ; 5/2; 12/5; 23/10; 5/2; 23/10; 28/13; 21/10; 12/5; 13/5; 51/20; 5/2; ; 11/5; 21/10; 11/4
META; spain/la-liga-segunda/sd-huesca-v-osasuna; 2018-01-24 18:24:29 GMT+2; 2018-01-28 17:00; Nothing; Xlenovo
SD Huesca; 6/5; 23/20; 6/5; 13/10; 131/ 100; 23/20; ; 11/10; 15/13; 6/5; 23/20; 6/5; 6/5; 6/5; 6/5; 6/5; 15/13; 6/5; 15/13; 8/7; 15/13; 11/10; 6/5; 6/5; 6/5; ; 1; 10/9; 5/4
Draw; 2; 2; 2; 2; 51/25; 2; ; 15/8; 39/19; 2; 2; 2; 21/10; 2; 2; 2; 21/10; 2; 21/10; 28/13; 39/19; 15/8; 85/40; 2; 2; ; 9/5; 2; 2
Osasuna; 13/5; 12/5; 12/5; 21/10; 14/5; 12/5; ; 23/10; 5/2; 12/5; 5/2; 5/2; 23/10; 12/5; 5/2; 12/5; 5/2; 5/2; 5/2; 28/13; 27/11; 12/5; 13/5; 51/20; 28/11; ; 21/10; 21/10; 11/4
META; spain/la-liga-segunda/sd-huesca-v-osasuna; 2018-01-24 22:24:19 GMT+2; 2018-01-28 17:00; Nothing; Xlenovo
SD Huesca; 6/5; 23/20; 6/5; 13/10; 131/ 100; 23/20; 6/5; 11/10; 6/5; 6/5; 23/20; 6/5; 6/5; 6/5; 6/5; 6/5; 15/13; 6/5; 15/13; 8/7; 6/5; 11/10; 6/5; 6/5; 6/5; ; 21/20; 10/9; 5/4
Draw; 2; 2; 2; 2; 51/25; 2; 2; 15/8; 21/10; 2; 2; 2; 21/10; 2; 2; 2; 21/10; 39/19; 21/10; 28/13; 39/19; 15/8; 85/40; 2; 39/19; ; 9/5; 2; 2
Osasuna; 13/5; 12/5; 12/5; 21/10; 14/5; 12/5; 12/5; 23/10; 27/11; 12/5; 5/2; 5/2; 23/10; 12/5; 5/2; 12/5; 5/2; 28/11; 5/2; 28/13; 27/11; 12/5; 13/5; 51/20; 13/5; ; 9/4; 21/10; 11/4
META; spain/la-liga-segunda/sd-huesca-v-osasuna; 2018-01-25 02:24:07 GMT+2; 2018-01-28 17:00; Nothing; Xlenovo
SD Huesca; 6/5; 23/20; 6/5; 13/10; 131/ 100; 23/20; 6/5; 11/10; 6/5; 6/5; 23/20; 6/5; 6/5; 6/5; 6/5; 6/5; 15/13; 6/5; 15/13; 8/7; 6/5; 11/10; 6/5; 6/5; 6/5; ; 21/20; 10/9; 5/4
Draw; 2; 2; 2; 2; 51/25; 2; 2; 15/8; 21/10; 2; 2; 19/10; 21/10; 2; 2; 2; 21/10; 39/19; 21/10; 28/13; 39/19; 15/8; 85/40; 2; 39/19; ; 9/5; 2; 2
Osasuna; 13/5; 12/5; 12/5; 21/10; 14/5; 12/5; 12/5; 23/10; 27/11; 12/5; 5/2; 13/5; 23/10; 12/5; 5/2; 12/5; 5/2; 28/11; 5/2; 28/13; 27/11; 12/5; 13/5; 51/20; 13/5; ; 9/4; 21/10; 11/4
META; spain/la-liga-segunda/sd-huesca-v-osasuna; 2018-01-25 10:24:03 GMT+2; 2018-01-28 17:00; Nothing; Xlenovo
SD Huesca; 6/5; 23/20; 6/5; 13/10; 131/ 100; 23/20; 6/5; 11/10; 6/5; 6/5; 23/20; 23/20; 6/5; 6/5; 6/5; 6/5; 15/13; 6/5; 15/13; 8/7; 6/5; 11/10; 6/5; 6/5; 6/5; ; 1; 10/9; 5/4
Draw; 2; 2; 2; 2; 51/25; 21/10; 2; 2; 21/10; 2; 2; 21/10; 21/10; 2; 2; 2; 21/10; 39/19; 21/10; 28/13; 39/19; 15/8; 85/40; 2; 39/19; ; 19/10; 2; 2
Osasuna; 13/5; 12/5; 12/5; 21/10; 14/5; 12/5; 12/5; 23/10; 27/11; 12/5; 5/2; 12/5; 23/10; 12/5; 5/2; 12/5; 5/2; 28/11; 5/2; 28/13; 27/11; 12/5; 13/5; 51/20; 13/5; ; 21/10; 21/10; 11/4
META; spain/la-liga-segunda/sd-huesca-v-osasuna; 2018-01-25 14:24:21 GMT+2; 2018-01-28 17:00; Nothing; Xlenovo
SD Huesca; 6/5; 23/20; 6/5; 13/10; 131/ 100; 23/20; 6/5; 11/10; 6/5; 6/5; 23/20; 6/5; 6/5; 6/5; 6/5; 6/5; 15/13; 6/5; 15/13; 8/7; 6/5; 11/10; 6/5; 6/5; 6/5; ; 21/20; 10/9; 5/4
Draw; 2; 2; 2; 2; 51/25; 21/10; 2; 2; 21/10; 2; 2; 19/10; 21/10; 2; 2; 2; 21/10; 39/19; 21/10; 28/13; 39/19; 15/8; 85/40; 2; 39/19; ; 19/10; 2; 2
