META; spain/la-liga-segunda/tenerife-v-alcorcon; 2017-09-19 18:26:56 GMT+3; 2017-09-23 17:00; Nothing; Xlenovo
Tenerife; ; ; 17/20; ; 10/11; ; 20/23; ; ; 11/13; 17/20; ; ; ; ; ; ; ; 13/15; ; 5/6; ; ; ; 17/20; ; 10/11; ; 
Draw; ; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; 39/19; ; ; 28/13; ; 39/19; ; ; ; ; ; 19/10; ; 
Alcorcon; ; ; 15/4; ; ; ; 4; ; ; 18/5; 18/5; ; ; ; ; ; ; ; 39/11; ; 17/5; ; ; ; 15/4; ; 3; ; 
META; spain/la-liga-segunda/tenerife-v-alcorcon; 2017-09-19 22:26:14 GMT+3; 2017-09-23 17:00; Nothing; Xlenovo
Tenerife; 17/20; 4/5; 5/6; 5/6; 5/6; 17/20; 5/6; 4/5; ; 4/5; 4/5; ; ; ; ; 4/5; 13/15; ; 4/5; ; 5/6; ; ; 4/5; 5/6; ; 5/6; 4/5; 
Draw; 11/5; 2; 2; 2; 11/5; 21/10; 85/40; 15/8; ; 21/10; 21/10; ; ; ; ; 21/10; ; ; 28/13; ; 39/19; ; ; 2; 21/10; ; 2; 21/10; 
Alcorcon; 15/4; 4; 19/5; 4; 4; 3; 22/5; 7/2; ; 19/5; 19/5; ; ; ; ; 4; 10/3; ; 54/13; ; 17/5; ; ; 4; 4; ; 7/2; 10/3; 
META; spain/la-liga-segunda/tenerife-v-alcorcon; 2017-09-20 02:25:24 GMT+3; 2017-09-23 17:00; Nothing; Xlenovo
Tenerife; 17/20; 4/5; 5/6; 5/6; 5/6; 17/20; 5/6; 8/11; ; 4/5; 4/5; ; ; ; ; 4/5; 13/15; ; 4/5; ; 5/6; ; ; 4/5; 5/6; ; 4/5; 4/5; 
Draw; 11/5; 2; 2; 2; 11/5; 21/10; 85/40; 2; ; 21/10; 21/10; ; ; ; ; 21/10; ; ; 28/13; ; 39/19; ; ; 2; 21/10; ; 2; 21/10; 
Alcorcon; 15/4; 4; 19/5; 4; 4; 3; 22/5; 7/2; ; 19/5; 19/5; ; ; ; ; 4; 10/3; ; 54/13; ; 17/5; ; ; 4; 4; ; 7/2; 10/3; 
META; spain/la-liga-segunda/tenerife-v-alcorcon; 2017-09-20 10:25:31 GMT+3; 2017-09-23 17:00; Nothing; Xlenovo
Tenerife; 17/20; 4/5; 5/6; 5/6; 5/6; 17/20; 5/6; 8/11; ; 4/5; 4/5; 5/6; ; ; ; 4/5; 13/15; ; 5/6; ; 5/6; ; ; 4/5; 5/6; ; 8/11; ; 4/5
Draw; 11/5; 2; 2; 2; 11/5; 21/10; 85/40; 2; ; 21/10; 21/10; 2; ; ; ; 39/19; ; ; 21/10; ; 39/19; ; ; 2; 21/10; ; 2; ; 21/10
Alcorcon; 15/4; 4; 19/5; 4; 4; 3; 22/5; 7/2; ; 19/5; 19/5; 4; ; ; ; 4; 10/3; ; 54/13; ; 17/5; ; ; 4; 4; ; 7/2; ; 7/2
META; spain/la-liga-segunda/tenerife-v-alcorcon; 2017-09-20 14:25:43 GMT+3; 2017-09-23 17:00; Nothing; Xlenovo
Tenerife; 17/20; 4/5; 5/6; 5/6; 5/6; 17/20; 5/6; 8/11; 9/10; 4/5; 4/5; 5/6; ; ; 5/6; 4/5; 13/15; 8/9; 5/6; 87/100; 5/6; 8/9; ; 4/5; 5/6; ; 8/11; 8/11; 5/6
Draw; 11/5; 2; 2; 2; 11/5; 21/10; 85/40; 2; 2; 21/10; 21/10; 2; ; ; 2; 39/19; ; 37/19; 21/10; 56/25; 39/19; 37/19; ; 2; 21/10; ; 2; 21/10; 11/5
Alcorcon; 15/4; 4; 19/5; 4; 4; 3; 22/5; 7/2; 39/10; 19/5; 19/5; 4; ; ; 17/4; 4; 10/3; 19/5; 54/13; 9/2; 17/5; 19/5; ; 4; 4; ; 7/2; 7/2; 7/2
META; spain/la-liga-segunda/tenerife-v-alcorcon; 2017-09-20 18:26:32 GMT+3; 2017-09-23 17:00; Nothing; Xlenovo
Tenerife; 17/20; 4/5; 5/6; 5/6; 5/6; 17/20; 5/6; 8/11; 9/10; 5/6; 5/6; 5/6; ; ; 5/6; 4/5; 13/15; 8/9; 5/6; 43/50; 5/6; 8/9; 4/5; 4/5; 5/6; ; 8/11; 4/5; 
Draw; 11/5; 2; 2; 2; 11/5; 21/10; 85/40; 2; 2; 2; 2; 2; ; ; 2; 39/19; ; 37/19; 21/10; 56/25; 39/19; 37/19; ; 2; 21/10; ; 2; 2; 
Alcorcon; 15/4; 4; 19/5; 4; 4; 3; 22/5; 7/2; 39/10; 19/5; 19/5; 4; ; ; 17/4; 4; 10/3; 19/5; 54/13; 23/5; 17/5; 19/5; 19/5; 4; 4; ; 7/2; 7/2; 
META; spain/la-liga-segunda/tenerife-v-alcorcon; 2017-09-20 22:27:46 GMT+3; 2017-09-23 17:00; Nothing; Xlenovo
Tenerife; 17/20; 4/5; 5/6; 5/6; 5/6; 17/20; 5/6; 8/11; 9/10; 5/6; 5/6; 5/6; ; ; 5/6; 4/5; 13/15; 8/9; 5/6; 43/50; 5/6; 8/9; 4/5; 4/5; 5/6; ; 4/5; 4/5; 5/6
Draw; 11/5; 2; 2; 2; 11/5; 21/10; 85/40; 2; 2; 2; 2; 2; ; ; 2; 39/19; ; 37/19; 21/10; 56/25; 39/19; 37/19; 2; 2; 21/10; ; 2; 21/10; 11/5
Alcorcon; 15/4; 4; 19/5; 4; 4; 3; 22/5; 7/2; 39/10; 19/5; 19/5; 4; ; ; 17/4; 4; 10/3; 19/5; 54/13; 23/5; 17/5; 19/5; 19/5; 4; 4; ; 7/2; 7/2; 7/2
META; spain/la-liga-segunda/tenerife-v-alcorcon; 2017-09-21 02:27:24 GMT+3; 2017-09-23 17:00; Nothing; Xlenovo
Tenerife; 17/20; 4/5; 5/6; 5/6; 5/6; 17/20; 5/6; 8/11; 9/10; 5/6; 5/6; 5/6; ; ; 5/6; 4/5; 13/15; 8/9; 5/6; 43/50; 5/6; 8/9; 4/5; 4/5; 5/6; ; 4/5; 4/5; 5/6
Draw; 11/5; 2; 41/20; 2; 11/5; 21/10; 85/40; 2; 2; 2; 2; 2; ; ; 2; 39/19; ; 37/19; 21/10; 56/25; 39/19; 37/19; 2; 2; 21/10; ; 2; 21/10; 11/5
Alcorcon; 15/4; 4; 4; 4; 4; 3; 22/5; 7/2; 39/10; 19/5; 19/5; 4; ; ; 17/4; 4; 10/3; 19/5; 54/13; 23/5; 17/5; 19/5; 19/5; 4; 4; ; 7/2; 7/2; 7/2
META; spain/la-liga-segunda/tenerife-v-alcorcon; 2017-09-21 10:28:00 GMT+3; 2017-09-23 17:00; Nothing; Xlenovo
Tenerife; 17/20; 4/5; 5/6; 5/6; 5/6; 17/20; 5/6; 8/11; 9/10; 5/6; 5/6; 5/6; ; ; 5/6; 4/5; 13/15; 8/9; 5/6; 43/50; 5/6; 8/9; 4/5; 4/5; 5/6; ; 4/5; 4/5; 5/6
Draw; 11/5; 2; 41/20; 2; 11/5; 21/10; 85/40; 2; 2; 2; 2; 2; ; ; 2; 39/19; ; 37/19; 21/10; 56/25; 39/19; 37/19; 2; 2; 21/10; ; 2; 21/10; 11/5
Alcorcon; 15/4; 4; 4; 4; 4; 3; 22/5; 7/2; 39/10; 19/5; 19/5; 4; ; ; 17/4; 4; 10/3; 19/5; 21/5; 23/5; 17/5; 19/5; 19/5; 4; 4; ; 7/2; 7/2; 7/2
META; spain/la-liga-segunda/tenerife-v-alcorcon; 2017-09-21 14:28:12 GMT+3; 2017-09-23 17:00; Nothing; Xlenovo
Tenerife; 17/20; 4/5; 5/6; 5/6; 5/6; 17/20; 5/6; 8/11; 9/10; 5/6; 5/6; 5/6; ; ; 5/6; 4/5; 13/15; 8/9; 5/6; 43/50; 5/6; 8/9; 4/5; 4/5; 5/6; ; 4/5; 4/5; 5/6
Draw; 11/5; 2; 41/20; 2; 11/5; 21/10; 85/40; 2; 2; 2; 2; 2; ; ; 2; 39/19; ; 37/19; 21/10; 56/25; 39/19; 37/19; 2; 2; 21/10; ; 2; 21/10; 11/5
