META; spain/la-liga-segunda/leonesa-v-reus-deportiu; 2018-03-02 17:47:52 GMT+2; 2018-03-03 17:00; Nothing; Xlenovo
Leonesa; 11/10; 11/10; 23/20; 23/20; 123/100; 11/10; 11/10; 1; 15/13; 23/20; 11/10; 11/10; 23/20; 23/20; 23/20; 11/10; 15/13; 15/13; 9/8; 8/7; 23/20; 6/5; 23/20; 6/5
Draw; 2; 2; 19/10; 56/25; 2; 2; 28/13; 2; 21/10; 21/10; 21/10; 41/20; 21/10; 2; 21/10; 21/10; 21/10; 28/13; 11/5; 28/13; 21/10; 11/5; ; 
Reus Deportiu; 3; 5/2; 5/2; 13/5; 68/25; 13/5; 5/2; 5/2; 5/2; 5/2; 13/5; 5/2; 12/5; 5/2; 5/2; 13/5; 5/2; 27/10; 9/4; 27/11; 27/10; 28/11; 12/5; 5/2
META; spain/la-liga-segunda/leonesa-v-reus-deportiu; 2018-03-02 22:25:15 GMT+2; 2018-03-03 17:00; Nothing; Xlenovo
Leonesa; 11/10; 11/10; 23/20; 23/20; 123/00; 11/10; 11/10; 1; 15/13; 23/20; 11/10; 11/10; 23/20; 23/20; 23/20; 11/10; 15/13; 15/13; 9/8; 8/7; 23/20; 6/5; 6/5; 10/9; 6/5
Draw; 2; 2; 19/10; 56/25; 2; 2; 28/13; 2; 21/10; 21/10; 21/10; 41/20; 21/10; 2; 21/10; 21/10; 21/10; 28/13; 11/5; 21/10; 28/13; 2; 11/5; ; 
Reus Deportiu; 3; 5/2; 5/2; 13/5; 68/25; 13/5; 5/2; 5/2; 5/2; 5/2; 13/5; 5/2; 12/5; 5/2; 5/2; 13/5; 28/11; 27/10; 9/4; 27/11; 27/10; 13/5; 28/11; 23/10; 5/2
META; spain/la-liga-segunda/leonesa-v-reus-deportiu; 2018-03-03 02:24:38 GMT+2; 2018-03-03 17:00; Nothing; Xlenovo
Leonesa; 11/10; 11/10; 23/20; 23/20; 59/50; 11/10; 11/10; 1; 15/13; 23/20; 11/10; 11/10; 23/20; 23/20; 23/20; 11/10; 15/13; 15/13; 22/19; 8/7; 23/20; 6/5; 15/13; 11/10; 23/20
Draw; 2; 2; 19/10; 9/4; 2; 2; 28/13; 2; 21/10; 21/10; 21/10; 41/20; 21/10; 2; 28/13; 21/10; 21/10; 28/13; 11/5; 21/10; 28/13; 19/10; 9/4; ; 
Reus Deportiu; 3; 5/2; 5/2; 13/5; 143/0; 13/5; 5/2; 5/2; 5/2; 5/2; 13/5; 5/2; 12/5; 5/2; 5/2; 13/5; 13/5; 27/10; 28/13; 27/11; 27/10; 27/10; 45/17; 12/5; 27/10
META; spain/la-liga-segunda/leonesa-v-reus-deportiu; 2018-03-03 10:25:19 GMT+2; 2018-03-03 17:00; Nothing; Xlenovo
Leonesa; 11/10; 11/10; 11/10; 23/20; 117/00; 11/10; 11/10; 1; 15/13; 11/10; 11/10; 11/10; 23/20; 11/10; 23/20; 11/10; 11/10; 15/13; 8/7; 8/7; 23/20; 15/13; 10/9; 23/20
Draw; 2; 2; 19/10; 56/25; 2; 2; 28/13; 2; 21/10; 21/10; 21/10; 41/20; 21/10; 2; 28/13; 21/10; 11/5; 28/13; 11/5; 28/13; 2; 9/4; ; 
Reus Deportiu; 3; 5/2; 5/2; 13/5; 29/10; 13/5; 5/2; 5/2; 5/2; 5/2; 13/5; 5/2; 12/5; 5/2; 5/2; 13/5; 45/17; 27/10; 23/10; 27/11; 27/10; 27/10; 13/5; 27/10
META; spain/la-liga-segunda/leonesa-v-reus-deportiu; 2018-03-03 14:23:56 GMT+2; 2018-03-03 17:00; Nothing; Xlenovo
Leonesa; 11/10; 11/10; 23/20; 23/20; 6/5; 11/10; 11/10; 1; 15/13; 23/20; 23/20; 11/10; 23/20; 11/10; 23/20; 11/10; 15/13; 15/13; 7/6; 8/7; 23/20; 6/5; 15/13; 23/20; 23/20
Draw; 2; 2; 19/10; 107/0; 2; 2; 28/13; 2; 21/10; 21/10; 41/20; 21/10; 2; 21/10; 28/13; 28/13; 85/40; 21/10; 39/19; 21/10; 21/10; ; ; ; 
Reus Deportiu; 3; 5/2; 5/2; 13/5; 74/25; 13/5; 5/2; 5/2; 5/2; 5/2; 13/5; 5/2; 12/5; 5/2; 5/2; 13/5; 45/17; 27/10; 9/4; 27/11; 14/5; 27/10; 27/10; 14/5; 14/5
META; spain/la-liga-segunda/leonesa-v-reus-deportiu; 2018-03-03 18:23:31 GMT+2; 2018-03-03 17:00; Nothing; Xlenovo
Leonesa; 23/20; 11/10; 6/5; 23/20; 5/4; 11/10; 11/10; 1; 15/13; 23/20; 23/20; 11/10; 6/5; 6/5; 23/20; 11/10; 6/5; 15/13; 17/14; 8/7; 6/5; 6/5; 6/5; 6/5; 6/5
Draw; 21/10; 2; 19/10; 85/40; 2; 2; 28/13; 2; 21/10; 2; 21/10; 21/10; 21/10; 39/19; 28/13; 85/40; 21/10; 28/13; 21/10; 21/10; ; ; ; ; 
Reus Deportiu; 11/4; 5/2; 23/10; 13/5; 71/25; 13/5; 5/2; 13/5; 5/2; 12/5; 5/2; 12/5; 49/20; 5/2; 13/5; 5/2; 27/10; 23/10; 27/11; 13/5; 27/10; 5/2; 13/5; 27/10; 
