META; spain/la-liga-segunda/zaragoza-v-cordoba; 2018-01-21 22:23:51 GMT+2; 2018-01-27 20:00; Nothing; Xlenovo
Cordoba; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Zaragoza; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/zaragoza-v-cordoba; 2018-01-22 02:23:45 GMT+2; 2018-01-27 20:00; Nothing; Xlenovo
Cordoba; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Zaragoza; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/zaragoza-v-cordoba; 2018-01-22 10:24:14 GMT+2; 2018-01-27 20:00; Nothing; Xlenovo
Zaragoza; ; ; ; ; 9/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/3; ; 
Cordoba; ; ; ; ; 41/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/3; ; 
META; spain/la-liga-segunda/zaragoza-v-cordoba; 2018-01-22 14:24:23 GMT+2; 2018-01-27 20:00; Nothing; Xlenovo
Zaragoza; 21/20; 11/10; 11/10; ; 51/50; ; ; ; ; 11/10; 11/10; 23/20; ; ; 23/20; 21/20; 1; 21/20; 1; 22/19; ; ; 23/20; 11/10; 1; 1; ; 
Draw; 9/4; 11/5; 11/5; ; 23/10; ; ; ; ; 11/5; 11/5; 11/5; ; ; 23/10; 11/5; 12/5; 9/4; 12/5; 23/10; ; ; 23/10; 23/10; 23/10; 19/10; ; 
Cordoba; 11/4; 23/10; 23/10; ; 17/5; ; ; ; ; 23/10; 5/2; 12/5; ; ; 23/10; 13/5; 13/5; 28/11; 13/5; 79/40; ; ; 5/2; 5/2; 14/5; 9/4; ; 
META; spain/la-liga-segunda/zaragoza-v-cordoba; 2018-01-22 18:24:25 GMT+2; 2018-01-27 20:00; Nothing; Xlenovo
Zaragoza; 21/20; 21/20; 21/20; 21/20; 53/50; ; ; ; 21/20; 21/20; 21/20; 11/10; 11/10; ; 23/20; 21/20; 1; 1; 1; 11/10; 21/20; 1; 11/10; 21/20; 21/20; 10/11; 20/21; 
Draw; 9/4; 11/5; 9/4; 11/5; 23/10; ; ; ; 9/4; 9/4; 9/4; 9/4; 23/10; ; 23/10; 11/5; 12/5; 9/4; 12/5; 23/10; 9/4; 11/5; 12/5; 23/10; 9/4; 2; 9/4; 
Cordoba; 11/4; 5/2; 12/5; 12/5; 16/5; ; ; ; 28/11; 12/5; 5/2; 12/5; 23/10; ; 23/10; 13/5; 13/5; 45/17; 13/5; 21/10; 5/2; 12/5; 13/5; 13/5; 13/5; 9/4; 21/10; 
META; spain/la-liga-segunda/zaragoza-v-cordoba; 2018-01-22 22:24:20 GMT+2; 2018-01-27 20:00; Nothing; Xlenovo
Zaragoza; 21/20; 21/20; 21/20; 21/20; 27/25; ; ; ; 21/20; 21/20; 1; 21/20; 21/20; ; 21/20; 21/20; 1; 1; 1; 21/20; 21/20; 1; 21/20; 21/20; 1; 10/11; 10/11; 
Draw; 9/4; 11/5; 9/4; 11/5; 58/25; ; ; ; 9/4; 9/4; 9/4; 21/10; 23/10; ; 9/4; 11/5; 12/5; 9/4; 12/5; 23/10; 9/4; 11/5; 12/5; 23/10; 9/4; 2; 9/4; 
Cordoba; 11/4; 5/2; 5/2; 12/5; 31/10; ; ; ; 28/11; 5/2; 13/5; 13/5; 12/5; ; 13/5; 13/5; 13/5; 27/10; 13/5; 11/5; 5/2; 12/5; 11/4; 13/5; 27/10; 9/4; 11/5; 
META; spain/la-liga-segunda/zaragoza-v-cordoba; 2018-01-23 02:24:11 GMT+2; 2018-01-27 20:00; Nothing; Xlenovo
Zaragoza; 21/20; 1; 21/20; 21/20; 28/25; ; 1; ; 1; 21/20; 1; 1; 21/20; ; 21/20; 1; 1; 1; 1; 21/20; 1; 1; 21/20; 21/20; 1; 10/11; 10/11; 
Draw; 9/4; 23/10; 9/4; 11/5; 23/10; ; 9/4; ; 9/4; 9/4; 9/4; 23/10; 12/5; ; 9/4; 9/4; 12/5; 9/4; 12/5; 23/10; 9/4; 11/5; 12/5; 23/10; 9/4; 2; 9/4; 
Cordoba; 11/4; 5/2; 5/2; 12/5; 3; ; 5/2; ; 11/4; 5/2; 13/5; 13/5; 12/5; ; 13/5; 13/5; 13/5; 27/10; 13/5; 11/5; 27/10; 12/5; 11/4; 13/5; 27/10; 9/4; 11/5; 
META; spain/la-liga-segunda/zaragoza-v-cordoba; 2018-01-23 10:24:18 GMT+2; 2018-01-27 20:00; Nothing; Xlenovo
Zaragoza; 21/20; 21/20; 21/20; 21/20; 28/25; ; 1; ; 1; 21/20; 1; 1; 21/20; ; 21/20; 21/20; 1; 1; 1; 21/20; 1; 1; 21/20; 21/20; 1; 10/11; 10/11; 
Draw; 9/4; 11/5; 11/5; 11/5; 23/10; ; 9/4; ; 9/4; 11/5; 9/4; 23/10; 23/10; ; 9/4; 11/5; 12/5; 9/4; 12/5; 23/10; 9/4; 11/5; 12/5; 23/10; 9/4; 2; 9/4; 
Cordoba; 11/4; 5/2; 5/2; 12/5; 3; ; 5/2; ; 11/4; 5/2; 13/5; 5/2; 12/5; ; 13/5; 13/5; 13/5; 27/10; 13/5; 11/5; 27/10; 12/5; 11/4; 13/5; 27/10; 9/4; 11/5; 
META; spain/la-liga-segunda/zaragoza-v-cordoba; 2018-01-23 14:24:19 GMT+2; 2018-01-27 20:00; Nothing; Xlenovo
Zaragoza; 1; 21/20; 1; 21/20; 27/25; 1; 1; ; 1; 1; 1; 1; 21/20; ; 21/20; 1; 1; 1; 1; 21/20; 1; 1; 21/20; 1; 1; 10/11; 10/11; 
Draw; 23/10; 11/5; 9/4; 11/5; 58/25; 9/4; 9/4; ; 9/4; 9/4; 9/4; 23/10; 23/10; ; 9/4; 9/4; 12/5; 23/10; 12/5; 23/10; 9/4; 11/5; 12/5; 23/10; 23/10; 2; 9/4; 
Cordoba; 14/5; 5/2; 5/2; 12/5; 31/10; 5/2; 5/2; ; 11/4; 5/2; 13/5; 5/2; 5/2; ; 13/5; 13/5; 13/5; 14/5; 13/5; 11/5; 27/10; 5/2; 14/5; 27/10; 37/13; 9/4; 11/5; 
META; spain/la-liga-segunda/zaragoza-v-cordoba; 2018-01-23 18:24:47 GMT+2; 2018-01-27 20:00; Nothing; Xlenovo
Zaragoza; 10/11; 19/20; 19/20; 21/20; 99/ 100; 19/20; 10/11; ; 1; 19/20; 20/21; 20/21; 19/20; ; 19/20; 19/20; 1; 19/20; 1; 13/14; 1; 9/10; 19/20; 10/11; 19/20; 5/6; 10/11; 20/21
Draw; 12/5; 11/5; 23/10; 11/5; 47/20; 9/4; 9/4; ; 9/4; 23/10; 9/4; 9/4; 12/5; ; 9/4; 9/4; 12/5; 12/5; 12/5; 40/17; 9/4; 9/4; 12/5; 47/20; 40/17; 2; 23/10; 12/5
Cordoba; 16/5; 11/4; 11/4; 12/5; 69/20; 11/4; 11/4; ; 11/4; 11/4; 11/4; 14/5; 13/5; ; 3; 14/5; 13/5; 37/13; 13/5; 5/2; 27/10; 14/5; 3; 3; 58/19; 5/2; 23/10; 10/3
META; spain/la-liga-segunda/zaragoza-v-cordoba; 2018-01-23 22:24:42 GMT+2; 2018-01-27 20:00; Nothing; Xlenovo
Zaragoza; 10/11; 19/20; 19/20; 10/11; 1; 10/11; 10/11; ; 1; 19/20; 20/21; 10/11; 19/20; ; 19/20; 10/11; 1; 19/20; 1; 13/14; 1; 9/10; 19/20; 10/11; 19/20; ; 5/6; 10/11; 20/21
Draw; 12/5; 11/5; 9/4; 23/10; 47/20; 23/10; 9/4; ; 9/4; 9/4; 23/10; 23/10; 12/5; ; 9/4; 23/10; 12/5; 23/10; 12/5; 40/17; 9/4; 9/4; 12/5; 47/20; 40/17; ; 2; 23/10; 23/10
Cordoba; 16/5; 11/4; 27/10; 11/4; 17/5; 14/5; 11/4; ; 11/4; 27/10; 11/4; 14/5; 13/5; ; 3; 14/5; 13/5; 3; 13/5; 5/2; 27/10; 14/5; 3; 3; 58/19; ; 5/2; 23/10; 3
META; spain/la-liga-segunda/zaragoza-v-cordoba; 2018-01-24 02:24:18 GMT+2; 2018-01-27 20:00; Nothing; Xlenovo
Zaragoza; 10/11; 19/20; 10/11; 10/11; 99/ 100; 10/11; 10/11; ; 1; 10/11; 10/11; 10/11; 19/20; ; 19/20; 10/11; 1; 19/20; 1; 13/14; 1; 9/10; 37/40; 10/11; 19/20; ; 5/6; 5/6; 20/21
Draw; 12/5; 11/5; 23/10; 23/10; 47/20; 23/10; 9/4; ; 9/4; 23/10; 23/10; 23/10; 12/5; ; 9/4; 23/10; 12/5; 40/17; 12/5; 40/17; 9/4; 9/4; 5/2; 47/20; 40/17; ; 2; 23/10; 12/5
Cordoba; 16/5; 14/5; 11/4; 11/4; 69/20; 14/5; 11/4; ; 11/4; 11/4; 3; 14/5; 13/5; ; 3; 14/5; 13/5; 58/19; 13/5; 5/2; 27/10; 14/5; 31/10; 3; 31/10; ; 5/2; 23/10; 3
META; spain/la-liga-segunda/zaragoza-v-cordoba; 2018-01-24 10:24:12 GMT+2; 2018-01-27 20:00; Nothing; Xlenovo
Zaragoza; 10/11; 19/20; 19/20; 10/11; 1; 10/11; 10/11; 5/6; 1; 19/20; 20/21; 10/11; 19/20; ; 19/20; 10/11; 1; 19/20; 1; 13/14; 1; 9/10; 37/40; 10/11; 19/20; ; 5/6; 5/6; 20/21
Draw; 12/5; 11/5; 23/10; 23/10; 47/20; 23/10; 9/4; 11/5; 9/4; 23/10; 23/10; 23/10; 12/5; ; 9/4; 23/10; 12/5; 40/17; 12/5; 40/17; 9/4; 9/4; 5/2; 47/20; 40/17; ; 2; 23/10; 23/10
Cordoba; 3; 11/4; 11/4; 11/4; 17/5; 14/5; 11/4; 11/4; 11/4; 11/4; 11/4; 14/5; 13/5; ; 3; 14/5; 13/5; 58/19; 13/5; 5/2; 27/10; 14/5; 31/10; 3; 58/19; ; 5/2; 23/10; 3
META; spain/la-liga-segunda/zaragoza-v-cordoba; 2018-01-24 14:24:21 GMT+2; 2018-01-27 20:00; Nothing; Xlenovo
Zaragoza; 10/11; 19/20; 19/20; 10/11; 1; 10/11; 10/11; 5/6; 1; 19/20; 10/11; 10/11; 19/20; ; 19/20; 10/11; 1; 19/20; 1; 13/14; 1; 9/10; 37/40; 10/11; 19/20; ; 5/6; 5/6; 20/21
Draw; 12/5; 11/5; 23/10; 23/10; 47/20; 23/10; 9/4; 11/5; 9/4; 23/10; 23/10; 23/10; 12/5; ; 9/4; 23/10; 12/5; 40/17; 12/5; 40/17; 9/4; 9/4; 5/2; 47/20; 40/17; ; 2; 23/10; 23/10
Cordoba; 3; 11/4; 11/4; 11/4; 17/5; 14/5; 11/4; 11/4; 11/4; 11/4; 3; 14/5; 13/5; ; 3; 14/5; 13/5; 58/19; 13/5; 5/2; 27/10; 14/5; 31/10; 3; 58/19; ; 5/2; 23/10; 3
META; spain/la-liga-segunda/zaragoza-v-cordoba; 2018-01-24 18:24:07 GMT+2; 2018-01-26 20:00; Nothing; Xlenovo
Zaragoza; 10/11; 19/20; 19/20; 10/11; 1; 10/11; 10/11; 5/6; 19/20; 19/20; 10/11; 10/11; 19/20; 19/20; 19/20; 10/11; 19/20; 19/20; 19/20; 22/23; 13/14; 9/10; 37/40; 10/11; 19/20; ; 5/6; 5/6; 20/21
Draw; 12/5; 11/5; 23/10; 23/10; 47/20; 23/10; 9/4; 11/5; 11/5; 23/10; 23/10; 23/10; 12/5; 23/10; 9/4; 23/10; 12/5; 40/17; 12/5; 12/5; 11/5; 9/4; 5/2; 47/20; 40/17; ; 2; 23/10; 23/10
Cordoba; 3; 11/4; 11/4; 11/4; 17/5; 14/5; 11/4; 11/4; 16/5; 11/4; 3; 14/5; 13/5; 14/5; 3; 14/5; 14/5; 58/19; 14/5; 13/5; 31/10; 14/5; 31/10; 3; 31/10; ; 13/5; 23/10; 3
META; spain/la-liga-segunda/zaragoza-v-cordoba; 2018-01-24 22:23:56 GMT+2; 2018-01-26 20:00; Nothing; Xlenovo
Zaragoza; 17/20; 19/20; 19/20; 10/11; 1; 10/11; 10/11; 5/6; 19/20; 19/20; 10/11; 10/11; 19/20; 10/11; 19/20; 10/11; 19/20; 10/11; 19/20; 22/23; 13/14; 9/10; 37/40; 10/11; 19/20; ; 5/6; 9/10; 20/21
Draw; 5/2; 11/5; 23/10; 23/10; 47/20; 23/10; 9/4; 11/5; 11/5; 23/10; 23/10; 12/5; 12/5; 23/10; 9/4; 23/10; 12/5; 40/17; 12/5; 12/5; 11/5; 9/4; 5/2; 47/20; 40/17; ; 21/10; 23/10; 12/5
Cordoba; 16/5; 11/4; 11/4; 11/4; 17/5; 14/5; 11/4; 11/4; 16/5; 11/4; 3; 14/5; 11/4; 29/10; 3; 3; 14/5; 31/10; 14/5; 13/5; 31/10; 14/5; 31/10; 3; 41/13; ; 14/5; 14/5; 3
META; spain/la-liga-segunda/zaragoza-v-cordoba; 2018-01-25 02:23:45 GMT+2; 2018-01-26 20:00; Nothing; Xlenovo
Zaragoza; 17/20; 10/11; 19/20; 10/11; 1; 10/11; 10/11; 5/6; 19/20; 19/20; 10/11; 10/11; 19/20; 10/11; 19/20; 10/11; 19/20; 10/11; 19/20; 22/23; 13/14; 9/10; 37/40; 10/11; 10/11; ; 9/10; 9/10; 20/21
Draw; 5/2; 9/4; 23/10; 23/10; 47/20; 23/10; 9/4; 11/5; 11/5; 23/10; 23/10; 12/5; 12/5; 23/10; 9/4; 23/10; 12/5; 40/17; 12/5; 12/5; 11/5; 9/4; 5/2; 47/20; 40/17; ; 11/5; 23/10; 23/10
Cordoba; 16/5; 14/5; 11/4; 11/4; 17/5; 14/5; 11/4; 11/4; 16/5; 11/4; 3; 14/5; 11/4; 29/10; 3; 3; 14/5; 31/10; 14/5; 13/5; 31/10; 14/5; 31/10; 3; 41/13; ; 3; 14/5; 3
META; spain/la-liga-segunda/zaragoza-v-cordoba; 2018-01-25 10:23:41 GMT+2; 2018-01-26 20:00; Nothing; Xlenovo
Zaragoza; 17/20; 10/11; 19/20; 10/11; 1; 10/11; 10/11; 5/6; 19/20; 19/20; 10/11; 10/11; 19/20; 10/11; 19/20; 10/11; 19/20; 10/11; 19/20; 22/23; 13/14; 9/10; 37/40; 10/11; 19/20; ; 10/11; 9/10; 20/21
Draw; 5/2; 9/4; 23/10; 23/10; 47/20; 23/10; 9/4; 11/5; 11/5; 23/10; 23/10; 12/5; 12/5; 23/10; 9/4; 23/10; 12/5; 40/17; 12/5; 12/5; 11/5; 9/4; 5/2; 47/20; 40/17; ; 9/4; 23/10; 23/10
Cordoba; 16/5; 14/5; 11/4; 11/4; 17/5; 14/5; 11/4; 11/4; 16/5; 11/4; 3; 14/5; 11/4; 29/10; 3; 3; 14/5; 31/10; 14/5; 13/5; 31/10; 14/5; 31/10; 3; 41/13; ; 3; 14/5; 3
META; spain/la-liga-segunda/zaragoza-v-cordoba; 2018-01-25 14:23:59 GMT+2; 2018-01-26 20:00; Nothing; Xlenovo
Zaragoza; 17/20; 10/11; 10/11; 10/11; 47/50; 9/10; 10/11; 5/6; 19/20; 10/11; 10/11; 5/6; 19/20; 10/11; 10/11; 17/20; 19/20; 10/11; 19/20; 15/16; 13/14; 9/10; 10/11; 10/11; 19/20; ; 9/10; 5/6; 10/11
Draw; 5/2; 9/4; 23/10; 23/10; 62/25; 23/10; 9/4; 11/5; 11/5; 23/10; 23/10; 9/4; 12/5; 23/10; 9/4; 23/10; 12/5; 40/17; 12/5; 12/5; 11/5; 9/4; 5/2; 47/20; 40/17; ; 9/4; 23/10; 12/5
