META; spain/la-liga-segunda/gimnastic-v-leonesa; 2018-05-12 10:21:13 GMT+3; 2018-05-19 15:00; Nothing; Xlenovo
Draw; 1/50
Gimnastic; 1/50
Leonesa; 1/50
META; spain/la-liga-segunda/gimnastic-v-leonesa; 2018-05-12 14:21:31 GMT+3; 2018-05-19 15:00; Nothing; Xlenovo
Draw; 1/50
Gimnastic; 1/50
Leonesa; 1/50
META; spain/la-liga-segunda/gimnastic-v-leonesa; 2018-05-12 18:20:44 GMT+3; 2018-05-19 15:00; Nothing; Xlenovo
Draw; 1/50
Gimnastic; 1/50
Leonesa; 1/50
META; spain/la-liga-segunda/gimnastic-v-leonesa; 2018-05-12 22:18:09 GMT+3; 2018-05-19 15:00; Nothing; Xlenovo
Draw; 1/50
Gimnastic; 1/50
Leonesa; 1/50
META; spain/la-liga-segunda/gimnastic-v-leonesa; 2018-05-13 02:17:48 GMT+3; 2018-05-19 15:00; Nothing; Xlenovo
Draw; 1/100
Gimnastic; 1/50
Leonesa; 1/50
META; spain/la-liga-segunda/gimnastic-v-leonesa; 2018-05-13 10:17:46 GMT+3; 2018-05-19 15:00; Nothing; Xlenovo
Gimnastic; 1/33; 5/6
Draw; 1/100; 5/2
Leonesa; 1/33; 13/5
META; spain/la-liga-segunda/gimnastic-v-leonesa; 2018-05-13 14:17:53 GMT+3; 2018-05-19 15:00; Nothing; Xlenovo
Gimnastic; 1/33; 5/6
Draw; 1/100; 5/2
Leonesa; 1/33; 13/5
META; spain/la-liga-segunda/gimnastic-v-leonesa; 2018-05-13 18:18:05 GMT+3; 2018-05-19 15:00; Nothing; Xlenovo
Gimnastic; 1/33; 5/6
Draw; 1/100; 5/2
Leonesa; 1/33; 13/5
META; spain/la-liga-segunda/gimnastic-v-leonesa; 2018-05-13 22:16:36 GMT+3; 2018-05-19 15:00; Nothing; Xlenovo
Gimnastic; 1/50; 5/6
Draw; 1/100; 5/2
Leonesa; 1/50; 13/5
META; spain/la-liga-segunda/gimnastic-v-leonesa; 2018-05-14 02:16:20 GMT+3; 2018-05-19 15:00; Nothing; Xlenovo
Gimnastic; 1/33; 5/6
Draw; 1/100; 5/2
Leonesa; 1/33; 13/5
META; spain/la-liga-segunda/gimnastic-v-leonesa; 2018-05-14 10:17:28 GMT+3; 2018-05-19 15:00; Nothing; Xlenovo
Gimnastic; 1/33; 5/6
Draw; 1/100; 5/2
Leonesa; 1/33; 13/5
META; spain/la-liga-segunda/gimnastic-v-leonesa; 2018-05-14 14:17:49 GMT+3; 2018-05-19 15:00; Nothing; Xlenovo
Gimnastic; 1/33; 5/6
Draw; 1/100; 5/2
Leonesa; 1/33; 13/5
META; spain/la-liga-segunda/gimnastic-v-leonesa; 2018-05-14 18:17:49 GMT+3; 2018-05-19 15:00; Nothing; Xlenovo
Gimnastic; 1/33; 5/6
Draw; 1/100; 5/2
Leonesa; 1/33; 13/5
META; spain/la-liga-segunda/gimnastic-v-leonesa; 2018-05-14 22:17:48 GMT+3; 2018-05-19 15:00; Nothing; Xlenovo
Gimnastic; 1/33; 5/6
Draw; 1/100; 5/2
Leonesa; 1/33; 13/5
META; spain/la-liga-segunda/gimnastic-v-leonesa; 2018-05-15 02:17:46 GMT+3; 2018-05-19 15:00; Nothing; Xlenovo
Gimnastic; 1/25; 5/6
Draw; 1/100; 5/2
Leonesa; 1/25; 13/5
META; spain/la-liga-segunda/gimnastic-v-leonesa; 2018-05-15 10:18:00 GMT+3; 2018-05-19 15:00; Nothing; Xlenovo
Gimnastic; 1/25; 5/6
Draw; 1/100; 5/2
Leonesa; 1/25; 13/5
META; spain/la-liga-segunda/gimnastic-v-leonesa; 2018-05-15 14:18:33 GMT+3; 2018-05-19 15:00; Nothing; Xlenovo
Gimnastic; 1/25; 5/6
Draw; 1/100; 5/2
Leonesa; 1/25; 13/5
META; spain/la-liga-segunda/gimnastic-v-leonesa; 2018-05-15 18:18:36 GMT+3; 2018-05-19 15:00; Nothing; Xlenovo
Gimnastic; 1/25; 5/6
Draw; 1/100; 5/2
Leonesa; 1/25; 13/5
META; spain/la-liga-segunda/gimnastic-v-leonesa; 2018-05-15 22:18:07 GMT+3; 2018-05-19 15:00; Nothing; Xlenovo
Gimnastic; 11/10; 11/10; 11/10; 4/7; 5/6
Leonesa; 21/10; 21/10; 21/10; 20/21; 13/5
Draw; 12/5; 5/2; 12/5; 1; 5/2
META; spain/la-liga-segunda/gimnastic-v-leonesa; 2018-05-16 02:17:52 GMT+3; 2018-05-19 15:00; Nothing; Xlenovo
Gimnastic; 11/10; 11/10; 11/10; 4/7; 5/6
Leonesa; 21/10; 21/10; 21/10; 20/21; 13/5
Draw; 12/5; 5/2; 12/5; 1; 5/2
META; spain/la-liga-segunda/gimnastic-v-leonesa; 2018-05-16 10:18:04 GMT+3; 2018-05-19 15:00; Nothing; Xlenovo
Gimnastic; 11/10; 11/10; 11/10; 4/7; 5/6
Leonesa; 21/10; 21/10; 21/10; 20/21; 13/5
Draw; 12/5; 5/2; 12/5; 11/10; 5/2
META; spain/la-liga-segunda/gimnastic-v-leonesa; 2018-05-16 14:19:14 GMT+3; 2018-05-19 15:00; Nothing; Xlenovo
Gimnastic; 6/5; 21/20; 23/20; 11/10; 11/10; 21/20; 23/20; 6/5; 11/10; 11/10; 6/5; 11/10; 11/10; 23/20; 11/10; 1/4; 10/9
Draw; 21/10; 11/5; 11/5; 9/4; 12/5; 11/5; 9/4; 11/5; 11/5; 21/10; 11/5; 21/10; 12/5; 23/10; 21/10; 11/10; 21/10
Leonesa; 9/4; 5/2; 23/10; 9/4; 21/10; 5/2; 9/4; 11/5; 5/2; 11/4; 11/5; 13/5; 21/10; 5/2; 27/10; 21/20; 27/10
META; spain/la-liga-segunda/gimnastic-v-leonesa; 2018-05-17 10:28:57 GMT+3; 2018-05-19 15:00; Nothing; Xlenovo
Gimnastic; 11/10; 21/20; 21/20; 23/20; 6/5; 11/10; 11/10; 11/10; 21/20; 11/10; 21/20; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 13/12; 11/10; 11/10; 1; 10/9; 23/20; 
