META; spain/la-liga-segunda/gimnastic-v-numancia; 2018-04-15 22:23:12 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Draw; 1/100
Gimnastic; 1/100
Numancia; 1/100
META; spain/la-liga-segunda/gimnastic-v-numancia; 2018-04-16 02:22:49 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Draw; 1/50; 7/4
Gimnastic; 1/50; 7/4
Numancia; 1/50; 7/4
META; spain/la-liga-segunda/gimnastic-v-numancia; 2018-04-16 10:22:51 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Draw; 1/50; 7/4
Gimnastic; 1/50; 7/4
Numancia; 1/50; 7/4
META; spain/la-liga-segunda/gimnastic-v-numancia; 2018-04-16 14:24:01 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Draw; 1/50; 7/4
Gimnastic; 1/50; 7/4
Numancia; 1/50; 7/4
META; spain/la-liga-segunda/gimnastic-v-numancia; 2018-04-16 18:24:41 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Draw; 1/50; 7/4
Gimnastic; 1/50; 7/4
Numancia; 1/50; 7/4
META; spain/la-liga-segunda/gimnastic-v-numancia; 2018-04-16 22:24:36 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Draw; 1/100; 7/4
Gimnastic; 1/50; 7/4
Numancia; 1/50; 7/4
META; spain/la-liga-segunda/gimnastic-v-numancia; 2018-04-17 02:24:25 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Draw; 1/100; 7/4
Gimnastic; 1/33; 7/4
Numancia; 1/33; 7/4
META; spain/la-liga-segunda/gimnastic-v-numancia; 2018-04-17 10:24:26 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Draw; 1/100; 7/4
Gimnastic; 1/33; 7/4
Numancia; 1/33; 7/4
META; spain/la-liga-segunda/gimnastic-v-numancia; 2018-04-17 14:24:46 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Gimnastic; 6/4; 44/25; 6/4; 6/4; 8/11; 17/10
Numancia; 15/8; 193/100; 15/8; 15/8; 5/6; 15/8
Draw; 19/10; 21/10; 2; 19/10; 10/11; 2
META; spain/la-liga-segunda/gimnastic-v-numancia; 2018-04-17 18:24:49 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Gimnastic; 31/20; 6/4; 8/5; 167/100; 8/5; 6/4; 7/4; 31/20; 6/4; 8/5; 8/5; 6/4; 17/11; 16/11; 31/21; 7/4; 13/8; 8/5; 1/33; 11/8; 13/8; 
Numancia; 2; 7/4; 7/4; 39/20; 9/5; 7/4; 17/10; 9/5; 17/10; 17/10; 17/10; 7/4; 9/5; 9/5; 2; 11/7; 17/10; 9/5; 24/13; 1/33; 6/4; 19/10
Draw; 2; 2; 11/5; 2; 19/10; 2; 21/10; 21/10; 41/20; 21/10; 2; 39/19; 2; 9/4; 19/10; 11/5; 39/19; 2/9; 9/5; 21/10; ; 
META; spain/la-liga-segunda/gimnastic-v-numancia; 2018-04-17 22:24:59 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Gimnastic; 31/20; 6/4; 8/5; 167/100; 8/5; 6/4; 7/4; 31/20; 6/4; 8/5; 8/5; 6/4; 17/11; 16/11; 31/21; 7/4; 13/8; 8/5; 20/21; 11/8; 13/8; 13/8; 
Numancia; 2; 7/4; 7/4; 39/20; 9/5; 7/4; 17/10; 9/5; 17/10; 17/10; 17/10; 7/4; 9/5; 9/5; 2; 11/7; 17/10; 9/5; 24/13; 21/20; 6/4; 19/10; 19/10
Draw; 2; 2; 11/5; 2; 19/10; 2; 21/10; 21/10; 41/20; 21/10; 2; 39/19; 2; 9/4; 19/10; 11/5; 39/19; 6/5; 9/5; 21/10; 21/10; ; 
META; spain/la-liga-segunda/gimnastic-v-numancia; 2018-04-18 02:23:36 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Gimnastic; 31/20; 6/4; 8/5; 8/5; 42/25; 8/5; 6/4; 7/4; 13/8; 6/4; 8/5; 8/5; 6/4; 17/11; 16/11; 31/21; 7/4; 13/8; 8/5; 20/21; 11/8; 13/8; 13/8; 
Numancia; 2; 7/4; 17/10; 7/4; 49/25; 9/5; 7/4; 17/10; 7/4; 7/4; 17/10; 17/10; 7/4; 9/5; 9/5; 2; 11/7; 17/10; 9/5; 24/13; 21/20; 6/4; 19/10; 19/10
Draw; 2; 2; 109/50; 2; 19/10; 2; 21/10; 41/20; 21/10; 2; 2; 9/4; 19/10; 11/5; 39/19; 6/5; 9/5; 21/10; 21/10; ; ; ; ; 
META; spain/la-liga-segunda/gimnastic-v-numancia; 2018-04-18 10:23:41 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Gimnastic; 31/20; 6/4; 8/5; 8/5; 171/100; 8/5; 6/4; 7/4; 8/5; 13/8; 8/5; 8/5; 7/5; 6/4; 8/5; 16/11; 31/21; 7/4; 13/8; 8/5; 1; 13/8; 13/8; 
Numancia; 2; 7/4; 17/10; 7/4; 48/25; 9/5; 7/4; 17/10; 17/10; 7/4; 7/4; 7/4; 17/10; 17/10; 9/5; 9/5; 2; 11/7; 17/10; 9/5; 9/5; 23/20; 15/8; 19/10
Draw; 2; 2; 109/50; 2; 19/10; 2; 2; 41/20; 2; 2; 9/4; 19/10; 11/5; 39/19; 5/4; 21/10; 21/10; ; ; ; ; ; ; 
META; spain/la-liga-segunda/gimnastic-v-numancia; 2018-04-18 14:24:51 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Gimnastic; 17/10; 13/8; 13/8; 8/5; 179/100; 13/8; 13/8; 7/4; 13/8; 13/8; 13/8; 8/5; 13/8; 7/5; 8/5; 28/17; 17/10; 31/21; 7/4; 17/10; 28/17; 1; 7/5; 7/4; 7/4
Numancia; 9/5; 13/8; 33/20; 7/4; 183/100; 17/10; 13/8; 17/10; 33/20; 17/10; 7/4; 13/8; 33/20; 17/10; 17/10; 7/4; 7/4; 11/7; 17/10; 7/4; 7/4; 23/20; 7/5; 9/5; 9/5
Draw; 2; 2; 109/50; 21/10; 2; 19/10; 2; 2; 11/5; 41/20; 2; 2; 37/19; 9/4; 19/10; 11/5; 2; 13/10; 7/4; 21/10; 21/10; ; ; ; 
META; spain/la-liga-segunda/gimnastic-v-numancia; 2018-04-18 18:24:50 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Gimnastic; 17/10; 13/8; 13/8; 8/5; 179/100; 13/8; 13/8; 7/4; 13/8; 13/8; 13/8; 8/5; 13/8; 7/5; 8/5; 17/10; 17/10; 31/21; 7/4; 17/10; 17/10; 1; 7/5; 7/4; 7/4
Numancia; 9/5; 13/8; 33/20; 7/4; 183/100; 17/10; 13/8; 17/10; 33/20; 17/10; 7/4; 13/8; 33/20; 17/10; 17/10; 7/4; 7/4; 11/7; 17/10; 7/4; 7/4; 21/20; 7/5; 9/5; 9/5
Draw; 2; 2; 109/50; 21/10; 2; 19/10; 2; 2; 11/5; 41/20; 2; 39/19; 37/19; 9/4; 19/10; 11/5; 39/19; 6/5; 7/4; 21/10; 21/10; ; ; ; 
META; spain/la-liga-segunda/gimnastic-v-numancia; 2018-04-18 22:24:35 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Numancia; 9/5; 13/8; 8/5; 8/5; 44/25; 17/10; 13/8; 7/4; 8/5; 13/8; 8/5; 13/8; 33/20; 8/5; 8/5; 17/10; 7/4; 32/21; 7/4; 17/10; 17/10; 7/5; 7/5; 17/10; 17/10
Gimnastic; 17/10; 13/8; 17/10; 17/10; 93/50; 13/8; 13/8; 7/4; 17/10; 17/10; 17/10; 13/8; 33/20; 8/5; 17/10; 7/4; 17/10; 32/21; 7/4; 7/4; 7/4; 13/8; 7/5; 9/5; 9/5
Draw; 2; 2; 21/10; 109/50; 21/10; 2; 19/10; 2; 21/10; 21/10; 41/20; 15/8; 2; 39/19; 37/19; 9/4; 15/8; 11/5; 21/10; 2; 9/5; 21/10; 21/10; ; 
META; spain/la-liga-segunda/gimnastic-v-numancia; 2018-04-19 02:24:00 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Numancia; 9/5; 13/8; 8/5; 8/5; 44/25; 17/10; 13/8; 7/4; 8/5; 13/8; 8/5; 13/8; 33/20; 8/5; 8/5; 17/10; 7/4; 32/21; 7/4; 17/10; 17/10; 23/20; 17/10; 17/10
Gimnastic; 17/10; 13/8; 17/10; 17/10; 93/50; 13/8; 13/8; 7/4; 17/10; 17/10; 17/10; 13/8; 33/20; 8/5; 17/10; 7/4; 17/10; 32/21; 7/4; 7/4; 7/4; 1; 9/5; 9/5
Draw; 2; 2; 21/10; 109/50; 21/10; 2; 19/10; 2; 21/10; 21/10; 41/20; 15/8; 2; 39/19; 37/19; 9/4; 15/8; 11/5; 21/10; 27/20; 21/10; 21/10; ; 
META; spain/la-liga-segunda/gimnastic-v-numancia; 2018-04-19 10:23:53 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Numancia; 9/5; 13/8; 8/5; 8/5; 44/25; 17/10; 13/8; 7/4; 8/5; 13/8; 8/5; 8/5; 13/8; 8/5; 8/5; 17/10; 7/4; 52/35; 7/4; 13/8; 17/10; 6/5; 7/5; 17/10; 17/10
Gimnastic; 17/10; 13/8; 17/10; 17/10; 93/50; 13/8; 13/8; 7/4; 17/10; 17/10; 17/10; 13/8; 17/10; 8/5; 17/10; 7/4; 17/10; 17/11; 7/4; 9/5; 7/4; 6/5; 6/4; 9/5; 9/5
Draw; 2; 2; 21/10; 109/50; 21/10; 2; 19/10; 2; 21/10; 9/4; 41/20; 15/8; 2; 39/19; 37/19; 9/4; 15/8; 11/5; 39/19; 9/5; 9/5; 21/10; 21/10; ; 
META; spain/la-liga-segunda/gimnastic-v-numancia; 2018-04-19 14:24:13 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Numancia; 9/5; 13/8; 8/5; 8/5; 44/25; 17/10; 13/8; 7/4; 8/5; 13/8; 8/5; 8/5; 13/8; 8/5; 8/5; 17/10; 7/4; 52/35; 7/4; 17/10; 17/10; 6/5; 7/5; 17/10; 17/10
Gimnastic; 17/10; 13/8; 17/10; 17/10; 93/50; 13/8; 13/8; 7/4; 17/10; 17/10; 17/10; 13/8; 17/10; 8/5; 17/10; 7/4; 17/10; 17/11; 7/4; 15/8; 7/4; 23/20; 6/4; 9/5; 9/5
Draw; 2; 2; 21/10; 109/50; 21/10; 2; 19/10; 2; 21/10; 9/4; 41/20; 15/8; 2; 39/19; 37/19; 9/4; 15/8; 2; 39/19; 9/5; 9/5; 21/10; 21/10; ; 
META; spain/la-liga-segunda/gimnastic-v-numancia; 2018-04-19 18:24:08 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Numancia; 13/8; 13/8; 8/5; 8/5; 44/25; 17/10; 13/8; 7/4; 8/5; 13/8; 8/5; 8/5; 13/8; 8/5; 8/5; 17/10; 7/4; 20/13; 7/4; 17/10; 17/10; 21/20; 7/5; 7/4; 7/4
Gimnastic; 15/8; 13/8; 17/10; 17/10; 37/20; 13/8; 13/8; 7/4; 17/10; 17/10; 17/10; 13/8; 17/10; 8/5; 17/10; 7/4; 17/10; 29/18; 7/4; 9/5; 7/4; 23/20; 6/4; 9/5; 9/5
Draw; 2; 2; 21/10; 11/5; 21/10; 2; 19/10; 2; 21/10; 21/10; 41/20; 15/8; 2; 39/19; 37/19; 21/10; 15/8; 21/10; 21/10; 9/5; 9/5; 21/10; 21/10; ; 
META; spain/la-liga-segunda/gimnastic-v-numancia; 2018-04-19 22:24:08 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Numancia; 13/8; 13/8; 8/5; 8/5; 44/25; 17/10; 13/8; 7/4; 8/5; 13/8; 8/5; 8/5; 13/8; 8/5; 8/5; 28/17; 7/4; 20/13; 7/4; 17/10; 17/10; 7/5; 7/4; 7/4; 
Gimnastic; 15/8; 13/8; 17/10; 17/10; 37/20; 13/8; 13/8; 7/4; 17/10; 17/10; 17/10; 13/8; 17/10; 8/5; 17/10; 9/5; 17/10; 29/18; 7/4; 9/5; 9/5; 6/5; 6/4; 9/5; 9/5
Draw; 2; 2; 21/10; 11/5; 21/10; 2; 19/10; 2; 21/10; 21/10; 41/20; 15/8; 2; 39/19; 37/19; 21/10; 15/8; 85/40; 39/19; 9/5; 21/10; 21/10; ; ; 
META; spain/la-liga-segunda/gimnastic-v-numancia; 2018-04-20 02:23:29 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Numancia; 13/8; 13/8; 8/5; 8/5; 44/25; 17/10; 13/8; 7/4; 8/5; 13/8; 8/5; 8/5; 13/8; 8/5; 8/5; 28/17; 7/4; 20/13; 7/4; 17/10; 17/10; 13/10; 7/5; 7/4
Gimnastic; 15/8; 13/8; 17/10; 17/10; 37/20; 13/8; 13/8; 7/4; 17/10; 17/10; 17/10; 13/8; 17/10; 8/5; 17/10; 7/4; 17/10; 29/18; 7/4; 9/5; 7/4; 6/4; 6/4; 9/5
Draw; 2; 2; 21/10; 11/5; 21/10; 2; 19/10; 2; 21/10; 21/10; 41/20; 15/8; 2; 39/19; 37/19; 21/10; 15/8; 85/40; 39/19; 9/5; 21/10; ; ; 
META; spain/la-liga-segunda/gimnastic-v-numancia; 2018-04-20 10:23:33 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Numancia; 13/8; 13/8; 8/5; 8/5; 44/25; 17/10; 13/8; 7/4; 8/5; 13/8; 8/5; 8/5; 13/8; 6/4; 8/5; 28/17; 9/5; 20/13; 7/4; 17/10; 17/10; 7/5; 7/5; 7/4; 7/4
Gimnastic; 15/8; 13/8; 17/10; 17/10; 37/20; 13/8; 13/8; 7/4; 17/10; 17/10; 17/10; 13/8; 17/10; 8/5; 17/10; 7/4; 17/10; 29/18; 7/4; 9/5; 7/4; 13/10; 6/4; 9/5; 9/5
Draw; 2; 2; 21/10; 11/5; 21/10; 2; 19/10; 2; 21/10; 21/10; 41/20; 2; 39/19; 2; 21/10; 15/8; 85/40; 39/19; 9/5; 9/5; 21/10; 21/10; ; ; 
META; spain/la-liga-segunda/gimnastic-v-numancia; 2018-04-20 14:23:56 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Numancia; 13/8; 13/8; 8/5; 8/5; 177/100; 17/10; 13/8; 7/4; 8/5; 13/8; 8/5; 8/5; 13/8; 6/4; 8/5; 28/17; 9/5; 20/13; 7/4; 17/10; 17/10; 7/5; 7/5; 7/4; 7/4
Gimnastic; 15/8; 13/8; 17/10; 17/10; 93/50; 13/8; 13/8; 7/4; 17/10; 17/10; 17/10; 13/8; 17/10; 8/5; 17/10; 7/4; 17/10; 29/18; 7/4; 9/5; 9/5; 7/5; 6/4; 9/5; 9/5
Draw; 2; 2; 21/10; 109/50; 21/10; 2; 19/10; 2; 21/10; 21/10; 41/20; 2; 39/19; 2; 21/10; 15/8; 85/40; 39/19; 13/8; 9/5; 21/10; 21/10; ; ; 
META; spain/la-liga-segunda/gimnastic-v-numancia; 2018-04-20 18:24:12 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Numancia; 13/8; 13/8; 8/5; 8/5; 177/100; 17/10; 13/8; 7/4; 8/5; 13/8; 8/5; 8/5; 13/8; 6/4; 8/5; 28/17; 9/5; 20/13; 7/4; 17/10; 17/10; 7/5; 7/5; 7/4; 7/4
Gimnastic; 15/8; 13/8; 17/10; 17/10; 93/50; 13/8; 13/8; 7/4; 17/10; 17/10; 17/10; 13/8; 17/10; 8/5; 17/10; 7/4; 17/10; 29/18; 7/4; 9/5; 9/5; 11/8; 6/4; 9/5; 9/5
Draw; 2; 2; 21/10; 109/50; 21/10; 2; 19/10; 2; 21/10; 21/10; 41/20; 2; 39/19; 2; 21/10; 15/8; 85/40; 39/19; 9/5; 21/10; 21/10; ; ; ; 
META; spain/la-liga-segunda/gimnastic-v-numancia; 2018-04-20 22:24:12 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Numancia; 13/8; 13/8; 31/20; 8/5; 177/00; 17/10; 13/8; 7/4; 31/20; 13/8; 8/5; 8/5; 8/5; 6/4; 8/5; 28/17; 9/5; 20/13; 7/4; 17/10; 17/10; 8/5; 7/5; 7/4; 7/4
Gimnastic; 15/8; 13/8; 17/10; 17/10; 93/50; 13/8; 13/8; 7/4; 17/10; 17/10; 17/10; 13/8; 7/4; 8/5; 17/10; 7/4; 17/10; 29/18; 7/4; 9/5; 9/5; 6/4; 6/4; 9/5; 9/5
Draw; 2; 2; 21/10; 109/0; 21/10; 2; 19/10; 2; 21/10; 21/10; 41/20; 2; 39/19; 2; 21/10; 15/8; 85/40; 39/19; 9/5; 9/5; 21/10; 21/10; ; ; 
META; spain/la-liga-segunda/gimnastic-v-numancia; 2018-04-21 02:23:30 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Numancia; 13/8; 13/8; 31/20; 8/5; 183/00; 17/10; 13/8; 7/4; 31/20; 13/8; 8/5; 8/5; 8/5; 6/4; 8/5; 28/17; 9/5; 20/13; 7/4; 17/10; 17/10; 13/8; 7/5; 7/4; 7/4
Gimnastic; 15/8; 13/8; 17/10; 17/10; 93/50; 13/8; 13/8; 7/4; 17/10; 17/10; 17/10; 13/8; 7/4; 8/5; 7/4; 7/4; 17/10; 29/18; 7/4; 9/5; 9/5; 6/4; 6/4; 9/5; 9/5
Draw; 2; 2; 21/10; 21/10; 21/10; 2; 19/10; 2; 21/10; 11/5; 41/20; 2; 39/19; 2; 21/10; 15/8; 85/40; 39/19; 19/10; 9/5; 21/10; 21/10; ; ; 
META; spain/la-liga-segunda/gimnastic-v-numancia; 2018-04-21 10:23:40 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Gimnastic; 6/4; 6/4; 6/4; 17/10; 13/8; 31/20; 6/4; 17/10; 6/4; 8/5; 29/20; 6/4; 6/4; 6/4; 6/4; 6/4; 17/11; 52/35; 28/17; 8/5; 17/11; 6/4; 13/8; 6/4; 6/4
Draw; 2; 19/10; 2; 21/10; 199/00; 2; 15/8; 2; 19/10; 21/10; 2; 7/4; 2; 37/19; 19/10; 39/19; 37/19; 2; 19/10; 2; 2; ; ; ; 
Numancia; 2; 15/8; 15/8; 8/5; 111/0; 19/10; 15/8; 9/5; 15/8; 19/10; 15/8; 15/8; 19/10; 9/5; 19/10; 2; 21/10; 28/15; 7/4; 2; 39/19; 19/10; 2; 21/10; 21/10
META; spain/la-liga-segunda/gimnastic-v-numancia; 2018-04-21 14:24:15 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Gimnastic; 8/5; 13/8; 31/20; 17/10; 171/00; 31/20; 6/4; 17/10; 31/20; 8/5; 8/5; 8/5; 31/20; 6/4; 6/4; 8/5; 28/17; 20/13; 28/17; 13/8; 28/17; 13/8; 13/8; 13/8; 13/8
Numancia; 19/10; 9/5; 9/5; 8/5; 103/0; 19/10; 15/8; 9/5; 9/5; 15/8; 15/8; 9/5; 9/5; 7/4; 15/8; 19/10; 37/19; 29/16; 7/4; 2; 19/10; 19/10; 2; 19/10; 19/10
Draw; 2; 19/10; 19/10; 21/10; 51/25; 2; 15/8; 2; 19/10; 19/10; 19/10; 2; 39/20; 9/5; 19/10; 37/19; 19/10; 2; 37/19; 19/10; 2; 2; ; ; 
META; spain/la-liga-segunda/gimnastic-v-numancia; 2018-04-21 18:23:23 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Draw; 8/11; 8/11; 20/23; 133/00; 7/8; 21/20; 10/11; 7/10; 3/4; 17/20; 10/11; 21/20; 13/18; 6/7; 11/10; 4/5; 4/5; 5/6
Gimnastic; 11/4; 5/2; 23/10; 15/8; 40/17; 2; 5/2; 11/4; 13/5; 9/4; 9/4; 21/10; 27/10; 40/17; 21/10; 27/10; 13/5; 13/5
Numancia; 10/3; 10/3; 29/10; 68/25; 3; 27/10; 3; 7/2; 16/5; 3; 11/4; 3; 31/10; 11/4; 7/2; 3; ; 
