META; spain/la-liga-segunda/gijon-v-tenerife; 2017-12-11 18:23:31 GMT+2; 2017-12-17 17:00; Nothing; Xlenovo
Gijon; 23/20; 23/20; 6/5; ; 15/13; 11/10; ; ; 5/4; 6/5; 6/5; 6/5; ; ; 23/20; ; 15/13; 15/13; 113/100; 22/19; 16/13; 1; 6/5; 21/20; 15/13; ; ; 23/20; 
Draw; 21/10; 19/10; 2; ; 21/10; ; ; ; 21/10; 2; 21/10; 2; ; ; 21/10; ; 21/10; 21/10; ; 39/19; 39/19; ; 11/5; 21/10; 21/10; ; ; 2; 
Tenerife; 13/5; 5/2; 23/10; ; 5/2; 13/5; ; ; 40/17; 23/10; 13/5; 12/5; ; ; 5/2; ; 5/2; 12/5; 31/10; 11/5; 40/17; 13/5; 5/2; 14/5; 40/17; ; ; 19/10; 
META; spain/la-liga-segunda/gijon-v-tenerife; 2017-12-11 22:23:54 GMT+2; 2017-12-17 17:00; Nothing; Xlenovo
Gijon; 23/20; 23/20; 6/5; ; 15/13; 11/10; ; ; 5/4; 6/5; 6/5; 6/5; ; ; 23/20; ; 15/13; 15/13; 63/50; 22/19; 16/13; 11/10; 6/5; 23/20; 6/5; ; ; 23/20; 
Draw; 21/10; 2; 2; ; 21/10; 2; ; ; 21/10; 2; 21/10; 2; ; ; 21/10; ; 21/10; 21/10; 111/50; 39/19; 39/19; ; 11/5; 21/10; 28/13; ; ; 2; 
Tenerife; 13/5; 12/5; 23/10; ; 5/2; 5/2; ; ; 40/17; 23/10; 5/2; 12/5; 9/4; ; 5/2; ; 5/2; 12/5; 67/25; 11/5; 40/17; 23/10; 5/2; 5/2; 12/5; ; ; 19/10; 
META; spain/la-liga-segunda/gijon-v-tenerife; 2017-12-12 02:23:39 GMT+2; 2017-12-17 17:00; Nothing; Xlenovo
Gijon; 23/20; 23/20; 6/5; ; 15/13; 11/10; ; ; 5/4; 6/5; 6/5; 6/5; ; ; 23/20; ; 15/13; 15/13; 63/50; 22/19; 16/13; 11/10; 6/5; 23/20; 6/5; ; ; 23/20; 
Draw; 21/10; 2; 2; ; 21/10; 2; ; ; 21/10; 2; 21/10; 2; ; ; 21/10; ; 21/10; 21/10; 111/50; 39/19; 39/19; 2; 11/5; 21/10; 28/13; ; ; 2; 
Tenerife; 13/5; 12/5; 23/10; ; 5/2; 5/2; ; ; 40/17; 23/10; 5/2; 12/5; 9/4; ; 5/2; ; 5/2; 12/5; 67/25; 11/5; 40/17; 23/10; 5/2; 5/2; 12/5; ; ; 19/10; 
META; spain/la-liga-segunda/gijon-v-tenerife; 2017-12-12 10:24:04 GMT+2; 2017-12-17 17:00; Nothing; Xlenovo
Gijon; 23/20; 23/20; 6/5; ; 15/13; 11/10; ; ; 5/4; 6/5; 6/5; 6/5; ; ; 23/20; ; 15/13; 15/13; 63/50; 22/19; 16/13; 11/10; 6/5; 23/20; 6/5; ; ; 23/20; 
Draw; 21/10; 2; 2; ; 21/10; 2; ; ; 21/10; 2; 21/10; 2; ; ; 21/10; ; 21/10; 21/10; 111/50; 39/19; 39/19; 2; 11/5; 21/10; 28/13; ; ; 2; 
Tenerife; 13/5; 12/5; 23/10; ; 5/2; 5/2; ; ; 40/17; 23/10; 5/2; 12/5; 9/4; 12/5; 5/2; ; 5/2; 12/5; 67/25; 11/5; 40/17; 23/10; 5/2; 5/2; 12/5; ; ; 19/10; 
META; spain/la-liga-segunda/gijon-v-tenerife; 2017-12-12 14:25:12 GMT+2; 2017-12-17 17:00; Nothing; Xlenovo
