META; spain/la-liga-segunda/valladolid-v-leonesa; 2018-01-30 22:23:44 GMT+2; 2018-02-03 17:00; Nothing; Xlenovo
Valladolid; 13/20; 8/13; 4/6; ; 17/25; ; ; ; ; 4/6; ; ; ; 13/20; ; ; ; ; ; 19/29; ; 4/7; 4/6; 13/20; 4/6; ; ; 4/7; 
Draw; 23/10; 13/5; 27/10; ; 14/5; ; ; ; ; 27/10; ; ; ; 27/10; ; ; ; ; ; 27/10; ; 13/5; 27/10; ; 13/5; ; ; 12/5; 
Leonesa; 11/2; 4; 4; ; 5; ; ; ; ; 4; ; ; ; 4; ; ; ; 50/11; ; 17/5; ; 19/5; 9/2; 4; 79/17; ; ; 7/2; 
META; spain/la-liga-segunda/valladolid-v-leonesa; 2018-01-31 02:22:44 GMT+2; 2018-02-03 17:00; Nothing; Xlenovo
Valladolid; 13/20; 6/10; 4/6; ; 17/25; ; ; ; ; 4/6; 8/13; ; ; 13/20; ; 8/13; 11/17; ; 11/17; 19/29; ; 4/7; 4/6; 13/20; ; ; ; 4/7; 
Draw; 23/10; 5/2; 27/10; ; 14/5; ; ; ; ; 27/10; 5/2; ; ; 27/10; ; 5/2; 23/10; ; 23/10; 27/10; ; 13/5; 27/10; 57/20; 28/11; ; ; 12/5; 
Leonesa; 11/2; 9/2; 19/5; ; 5; ; ; ; ; 19/5; 9/2; ; ; 4; ; 9/2; 21/4; 23/5; 21/4; 17/5; ; 19/5; 9/2; 4; 79/17; ; ; 7/2; 
META; spain/la-liga-segunda/valladolid-v-leonesa; 2018-01-31 10:22:55 GMT+2; 2018-02-03 17:00; Nothing; Xlenovo
Valladolid; 4/7; 4/7; 11/18; ; 17/25; ; ; ; ; 8/13; 3/5; ; ; 6/10; ; 8/13; 11/17; 11/18; 11/17; 19/29; ; 8/15; 13/20; 4/7; 11/18; ; ; 4/7; 
Draw; 5/2; 13/5; 27/10; ; 14/5; ; ; ; ; 27/10; 13/5; ; ; 11/4; ; 13/5; 23/10; 45/17; 23/10; 27/10; ; 14/5; 11/4; 59/20; 27/10; ; ; 5/2; 
Leonesa; 6; 9/2; 4; ; 5; ; ; ; ; 4; 9/2; ; ; 17/4; ; 9/2; 21/4; 5; 21/4; 17/5; ; 17/4; 19/4; 9/2; 96/19; ; ; 7/2; 
META; spain/la-liga-segunda/valladolid-v-leonesa; 2018-01-31 14:23:33 GMT+2; 2018-02-03 17:00; Nothing; Xlenovo
Valladolid; 4/7; 4/7; 3/5; ; 17/25; ; ; ; 3/5; 6/10; 4/7; ; 6/10; 6/10; ; 4/7; 3/5; 4/7; 3/5; 5/8; 3/5; 8/15; 8/13; 4/7; 4/7; ; 4/9; 4/7; 
Draw; 5/2; 14/5; 11/4; ; 14/5; ; ; ; 28/11; 11/4; 11/4; ; 14/5; 11/4; ; 13/5; 5/2; 29/10; 5/2; 11/4; 28/11; 14/5; 29/10; 59/20; 29/10; ; 2; 5/2; 
Leonesa; 6; 9/2; 17/4; ; 5; ; ; ; 22/5; 17/4; 9/2; ; 17/4; 17/4; ; 9/2; 21/4; 94/19; 21/4; 39/11; 22/5; 17/4; 19/4; 9/2; 5; ; 7/2; 7/2; 
META; spain/la-liga-segunda/valladolid-v-leonesa; 2018-01-31 18:24:06 GMT+2; 2018-02-03 17:00; Nothing; Xlenovo
Valladolid; 4/7; 4/7; 4/7; ; 17/25; ; ; ; 3/5; 4/7; 4/7; ; 6/10; 6/10; 3/5; 4/7; 3/5; 4/7; 3/5; 8/15; 3/5; 8/15; 3/5; 4/7; ; ; 8/15; 4/7; 4/7
Draw; 5/2; 11/4; 14/5; ; 14/5; ; ; ; 28/11; 14/5; 11/4; ; 14/5; 14/5; 14/5; 13/5; 5/2; 37/13; 5/2; 14/5; 28/11; 14/5; 29/10; 59/20; 29/10; ; 13/5; 5/2; 3
Leonesa; 6; 9/2; 17/4; ; 5; ; ; ; 22/5; 17/4; 9/2; ; 17/4; 17/4; 9/2; 9/2; 21/4; 49/10; 21/4; 43/10; 22/5; 17/4; 5; 9/2; 94/19; ; 4; 7/2; 5
META; spain/la-liga-segunda/valladolid-v-leonesa; 2018-01-31 22:23:15 GMT+2; 2018-02-03 17:00; Nothing; Xlenovo
Valladolid; 8/15; 8/15; 4/7; ; 31/50; ; ; ; 1/2; 4/7; 8/15; ; 4/7; 11/20; 4/7; 4/7; 6/11; 8/15; 6/11; 8/15; 1/2; 1/2; 4/7; 11/20; 8/15; ; 8/15; 1/2; 8/15
Draw; 13/5; 14/5; 29/10; ; 3; ; ; ; 16/5; 29/10; 11/4; ; 14/5; 29/10; 3; 14/5; 3; 58/19; 3; 14/5; 16/5; 14/5; 3; 3; 58/19; ; 14/5; 27/10; 3
Leonesa; 13/2; 9/2; 9/2; ; 53/10; ; ; ; 24/5; 9/2; 5; ; 9/2; 9/2; 9/2; 9/2; 19/4; 96/19; 19/4; 43/10; 24/5; 17/4; 21/4; 9/2; 51/10; ; 23/5; 7/2; 5
META; spain/la-liga-segunda/valladolid-v-leonesa; 2018-02-01 02:22:38 GMT+2; 2018-02-03 17:00; Nothing; Xlenovo
Valladolid; 8/15; 8/15; 4/7; ; 3/5; ; ; ; 1/2; 4/7; 8/15; ; 4/7; 11/20; 4/7; 8/15; ; 6/11; 8/15; 1/2; 1/2; 4/7; 11/20; 8/15; ; 8/15; 1/2; 8/15
Draw; 13/5; 14/5; 29/10; ; 31/10; ; ; ; 16/5; 29/10; 11/4; ; 14/5; 29/10; 3; 14/5; ; 3; 14/5; 16/5; 14/5; 3; 3; 58/19; ; 14/5; 27/10; 3
Leonesa; 13/2; 9/2; 9/2; ; 27/5; ; ; ; 24/5; 9/2; 5; ; 9/2; 9/2; 9/2; 5; 5; 19/4; 43/10; 24/5; 17/4; 21/4; 9/2; 96/19; ; 23/5; 7/2; 5
META; spain/la-liga-segunda/valladolid-v-leonesa; 2018-02-01 10:22:53 GMT+2; 2018-02-03 17:00; Nothing; Xlenovo
Valladolid; 8/15; 4/7; 4/7; ; 3/5; ; ; ; 1/2; 4/7; 8/15; ; 4/7; 4/7; 4/7; 4/7; 8/15; 6/11; 8/15; 1/2; 1/2; 4/7; 11/20; 8/15; ; 1/2; 8/15; 8/15
Draw; 13/5; 11/4; 29/10; ; 31/10; ; ; ; 16/5; 29/10; 3; ; 14/5; 29/10; 3; 14/5; ; 3; 14/5; 16/5; 14/5; 31/10; 3; 31/10; ; 13/5; 11/4; 3
Leonesa; 13/2; 9/2; 9/2; ; 27/5; ; ; ; 24/5; 9/2; 9/2; ; 9/2; 17/4; 9/2; 9/2; 96/19; 19/4; 43/10; 24/5; 17/4; 5; 9/2; 96/19; ; 4; 7/2; 5
META; spain/la-liga-segunda/valladolid-v-leonesa; 2018-02-01 14:23:13 GMT+2; 2018-02-03 17:00; Nothing; Xlenovo
Valladolid; 8/15; 4/7; 8/15; ; 3/5; ; ; ; 1/2; 8/15; 8/15; ; 4/7; 4/7; 4/7; 8/15; 8/15; 6/11; 8/15; 1/2; 1/2; 11/20; 11/20; 8/15; ; 1/2; 1/2; 8/15
Draw; 13/5; 11/4; 29/10; ; 31/10; ; ; ; 16/5; 29/10; 11/4; ; 14/5; 29/10; 3; 14/5; 58/19; 3; 14/5; 16/5; 14/5; 31/10; 3; 58/19; ; 13/5; 14/5; 3
Leonesa; 13/2; 9/2; 9/2; ; 27/5; ; ; ; 24/5; 9/2; 5; ; 9/2; 17/4; 9/2; 5; 5; 19/4; 43/10; 24/5; 17/4; 21/4; 9/2; 96/19; ; 4; 7/2; 5
META; spain/la-liga-segunda/valladolid-v-leonesa; 2018-02-01 18:22:29 GMT+2; 2018-02-03 17:00; Nothing; Xlenovo
Valladolid; 11/20; 8/15; 4/7; ; 59/100; ; ; ; 8/15; 4/7; 8/15; ; 4/7; 4/7; 4/7; 4/7; 8/15; 6/11; 8/15; 8/15; 1/2; 4/7; 11/20; 5/9; ; 1/2; 8/15; 8/15
Draw; 14/5; 14/5; 29/10; ; 16/5; ; ; ; 31/10; 29/10; 3; ; 14/5; 29/10; 3; 14/5; 58/19; 3; 14/5; 31/10; 14/5; 31/10; 3; 31/10; ; 13/5; 11/4; 3
Leonesa; 11/2; 9/2; 9/2; ; 53/10; ; ; ; 19/4; 9/2; 9/2; ; 9/2; 17/4; 9/2; 9/2; 94/19; 19/4; 43/10; 19/4; 17/4; 5; 9/2; 5; ; 4; 22/5; 5
META; spain/la-liga-segunda/valladolid-v-leonesa; 2018-02-01 22:22:24 GMT+2; 2018-02-03 17:00; Nothing; Xlenovo
Valladolid; 8/15; 8/15; 4/7; ; 59/100; ; ; ; 8/15; 4/7; 8/15; ; 4/7; 4/7; 8/15; 4/7; 8/15; 6/11; 8/15; 8/15; 1/2; 4/7; 11/20; 8/15; ; 8/15; 8/15; 4/7
Draw; 3; 14/5; 29/10; ; 13/4; ; ; ; 31/10; 29/10; 3; ; 3; 29/10; 16/5; 14/5; 31/10; 3; 14/5; 31/10; 14/5; 31/10; 3; 41/13; ; 14/5; 14/5; 3
Leonesa; 11/2; 9/2; 17/4; ; 26/5; ; ; ; 19/4; 17/4; 9/2; ; 9/2; 17/4; 9/2; 9/2; 63/13; 19/4; 43/10; 19/4; 17/4; 5; 19/4; 49/10; ; 23/5; 24/5; 5
META; spain/la-liga-segunda/valladolid-v-leonesa; 2018-02-02 02:22:20 GMT+2; 2018-02-03 17:00; Nothing; Xlenovo
Valladolid; 8/15; 8/15; 4/7; ; 59/100; ; ; ; 8/15; 4/7; 8/15; ; 4/7; 4/7; 8/15; 4/7; 8/15; 6/11; 8/15; 8/15; 1/2; 4/7; 11/20; 8/15; ; 8/15; 8/15; 4/7
Draw; 3; 14/5; 29/10; ; 13/4; ; ; ; 31/10; 29/10; 3; ; 3; 29/10; 16/5; 14/5; 31/10; 3; 14/5; 31/10; 14/5; 31/10; 3; 31/10; ; 14/5; 14/5; 3
Leonesa; 11/2; 9/2; 17/4; ; 26/5; ; ; ; 19/4; 17/4; 9/2; ; 9/2; 17/4; 9/2; 9/2; 49/10; 19/4; 43/10; 19/4; 17/4; 5; 19/4; 94/19; ; 23/5; 24/5; 5
META; spain/la-liga-segunda/valladolid-v-leonesa; 2018-02-02 10:22:31 GMT+2; 2018-02-03 17:00; Nothing; Xlenovo
Valladolid; 4/7; 8/15; 4/7; ; 59/100; ; ; ; 8/15; 4/7; 8/15; ; 4/7; 4/7; 8/15; 4/7; 5/9; 4/7; 8/15; 8/15; 1/2; 4/7; 11/20; 5/9; ; 8/15; 8/15; 4/7
