META; spain/la-liga-segunda/oviedo-v-reus-deportiu; 2017-08-30 14:27:43 GMT+3; 2017-09-03 17:00; Nothing; Xlenovo
Oviedo; 17/20; 5/6; 10/11; ; 10/11; 17/20; 37/40; 5/6; ; 10/11; 10/11; 10/11; 9/10; ; ; 10/11; 13/15; ; 19/20; 1; 11/12; ; ; ; ; ; 5/6; 10/11; 
Reus Deportiu; 16/5; 10/3; 7/2; 7/2; 7/2; 29/10; 19/5; 10/3; 17/5; 17/5; 17/5; 10/3; 15/4; 10/3; 7/2; 10/3; 31/10; 10/3; 38/11; 39/10; 58/19; 57/17; ; 10/3; 10/3; ; 10/3; 10/3; 7/2
META; spain/la-liga-segunda/oviedo-v-reus-deportiu; 2017-09-02 02:27:21 GMT+3; 2017-09-03 17:00; Nothing; Xlenovo
Oviedo; 10/11; 5/6; 9/10; 10/11; 10/11; 17/20; 9/10; 5/6; 11/13; 10/11; 10/11; 10/11; 9/10; 17/20; 10/11; 10/11; 13/15; 5/6; 10/11; 20/21; 8/9; 11/13; ; 5/6; 5/6; ; 5/6; 5/6; 20/21
Draw; 23/10; 85/40; 2; 21/10; 11/5; 11/5; 11/5; 21/10; 23/10; 2; 2; 21/10; 2; 11/5; 21/10; 21/10; 23/10; 23/10; 11/5; 56/25; 39/19; 23/10; ; 2; 9/4; ; 2; 21/10; 11/5
Reus Deportiu; 16/5; 10/3; 7/2; 7/2; 7/2; 29/10; 19/5; 10/3; 17/5; 17/5; 17/5; 10/3; 15/4; 10/3; 7/2; 10/3; 31/10; 10/3; 38/11; 39/10; 58/19; 57/17; ; 10/3; 10/3; ; 10/3; 10/3; 7/2
META; spain/la-liga-segunda/oviedo-v-reus-deportiu; 2017-09-02 10:27:28 GMT+3; 2017-09-03 17:00; Nothing; Xlenovo
Oviedo; 10/11; 5/6; 9/10; 10/11; 10/11; 17/20; 9/10; 5/6; 11/13; 10/11; 10/11; 10/11; 9/10; 17/20; 10/11; 10/11; 9/10; 5/6; 10/11; 20/21; 8/9; 11/13; ; 5/6; 5/6; ; 5/6; 5/6; 20/21
Draw; 23/10; 85/40; 2; 21/10; 11/5; 11/5; 11/5; 21/10; 23/10; 2; 2; 21/10; 2; 11/5; 21/10; 21/10; 12/5; 23/10; 11/5; 56/25; 39/19; 23/10; ; 2; 9/4; ; 2; 21/10; 11/5
Reus Deportiu; 16/5; 10/3; 7/2; 7/2; 7/2; 29/10; 19/5; 10/3; 17/5; 17/5; 17/5; 10/3; 15/4; 10/3; 7/2; 10/3; 16/5; 10/3; 38/11; 39/10; 58/19; 57/17; ; 10/3; 10/3; ; 10/3; 3; 7/2
META; spain/la-liga-segunda/oviedo-v-reus-deportiu; 2017-09-02 14:28:00 GMT+3; 2017-09-03 17:00; Nothing; Xlenovo
Oviedo; 5/6; 5/6; 17/20; 10/11; 5/6; 17/20; 17/20; 5/6; 14/19; 5/6; 5/6; 5/6; 17/20; 4/5; 17/20; 5/6; 9/10; 8/11; 5/6; 41/50; 11/13; 14/19; ; 5/6; 4/5; ; 4/5; 5/6; 5/6
Draw; 12/5; 85/40; 41/20; 21/10; 9/4; 11/5; 11/5; 21/10; 40/17; 21/10; 21/10; 21/10; 9/4; 11/5; 21/10; 28/13; 12/5; 23/10; 9/4; 12/5; 39/19; 23/10; ; 2; 9/4; ; 21/10; 11/5; 23/10
Reus Deportiu; 7/2; 10/3; 37/10; 7/2; 4; 29/10; 4; 10/3; 41/10; 18/5; 18/5; 7/2; 15/4; 19/5; 15/4; 7/2; 16/5; 4; 15/4; 9/2; 33/10; 4; ; 10/3; 7/2; ; 10/3; 10/3; 21/5
META; spain/la-liga-segunda/oviedo-v-reus-deportiu; 2017-09-02 18:27:33 GMT+3; 2017-09-03 17:00; Nothing; Xlenovo
Oviedo; 5/6; 5/6; 17/20; 5/6; 4/5; 17/20; 5/6; 8/11; 14/19; 5/6; 5/6; 5/6; 17/20; 4/5; 17/20; 4/5; 9/10; 8/11; 4/5; 41/50; 11/13; 14/19; ; 4/5; 4/5; ; 4/5; 5/6; 5/6
Draw; 12/5; 21/10; 41/20; 21/10; 9/4; 11/5; 11/5; 21/10; 40/17; 21/10; 21/10; 21/10; 9/4; 11/5; 21/10; 28/13; 12/5; 23/10; 23/10; 12/5; 39/19; 23/10; ; 2; 9/4; ; 21/10; 11/5; 23/10
Reus Deportiu; 7/2; 7/2; 37/10; 4; 4; 29/10; 21/5; 7/2; 41/10; 18/5; 18/5; 7/2; 4; 19/5; 15/4; 15/4; 16/5; 4; 50/13; 9/2; 33/10; 4; ; 7/2; 7/2; ; 7/2; 7/2; 21/5
META; spain/la-liga-segunda/oviedo-v-reus-deportiu; 2017-09-02 22:27:52 GMT+3; 2017-09-03 17:00; Nothing; Xlenovo
Oviedo; 5/6; 4/5; 4/5; 4/5; 4/5; 17/20; 4/5; 8/11; 14/19; 5/6; 5/6; 5/6; 17/20; 4/5; 17/20; 4/5; ; 8/11; 4/5; 17/20; 11/13; 14/19; ; 4/5; 4/5; ; 4/5; 5/6; 5/6
Draw; 12/5; 21/10; 21/10; 11/5; 23/10; 11/5; 9/4; 21/10; 40/17; 21/10; 21/10; 21/10; 9/4; 11/5; 21/10; 11/5; ; 23/10; 23/10; 121/50; 39/19; 23/10; ; 2; 9/4; ; 2; 11/5; 23/10
Reus Deportiu; 7/2; 15/4; 19/5; 4; 4; 29/10; 17/4; 7/2; 41/10; 15/4; 15/4; 7/2; 4; 19/5; 15/4; 15/4; ; 4; 50/13; 21/5; 33/10; 4; ; 7/2; 7/2; ; 7/2; 7/2; 21/5
META; spain/la-liga-segunda/oviedo-v-reus-deportiu; 2017-09-03 02:25:36 GMT+3; 2017-09-03 17:00; Nothing; Xlenovo
Oviedo; 5/6; 4/5; 4/5; 4/5; 4/5; 17/20; 4/5; 8/11; 14/19; 5/6; 5/6; 4/5; 17/20; 4/5; 17/20; 4/5; 9/10; 8/11; 4/5; 17/20; 11/13; 14/19; ; 4/5; 4/5; ; 4/5; 4/5; 5/6
Draw; 12/5; 21/10; 21/10; 11/5; 23/10; 11/5; 9/4; 21/10; 40/17; 21/10; 21/10; 11/5; 9/4; 11/5; 21/10; 11/5; 12/5; 23/10; 23/10; 121/50; 39/19; 23/10; ; 2; 9/4; ; 21/10; 11/5; 23/10
Reus Deportiu; 7/2; 15/4; 19/5; 4; 4; 29/10; 17/4; 7/2; 41/10; 15/4; 15/4; 15/4; 4; 19/5; 15/4; 15/4; 16/5; 4; 50/13; 21/5; 33/10; 4; ; 7/2; 7/2; ; 7/2; 7/2; 21/5
META; spain/la-liga-segunda/oviedo-v-reus-deportiu; 2017-09-03 10:25:14 GMT+3; 2017-09-03 17:00; Nothing; Xlenovo
Oviedo; 4/5; 3/4; 4/5; 4/5; 4/5; 3/4; 4/5; 8/11; 14/19; 3/4; 4/5; 4/5; 10/13; 3/4; 3/4; 8/11; 4/5; 8/11; 10/13; 4/5; 5/6; 14/19; ; 8/11; 8/11; ; 4/5; 4/5; 4/5
Draw; 5/2; 85/40; 41/20; 11/5; 23/10; 21/10; 11/5; 21/10; 40/17; 21/10; 21/10; 21/10; 23/10; 11/5; 11/5; 11/5; 23/10; 23/10; 23/10; 61/25; 28/13; 23/10; ; 2; 9/4; ; 11/5; 21/10; 23/10
Reus Deportiu; 7/2; 4; 4; 4; 4; 7/2; 9/2; 7/2; 41/10; 21/5; 4; 4; 9/2; 4; 17/4; 4; 4; 4; 54/13; 23/5; 18/5; 4; ; 19/5; 4; ; 23/5; 23/5; 9/2
META; spain/la-liga-segunda/oviedo-v-reus-deportiu; 2017-09-03 14:25:16 GMT+3; 2017-09-03 17:00; Nothing; Xlenovo
Oviedo; 3/4; 3/4; 4/5; 4/5; 4/5; 3/4; 4/5; 8/11; 14/19; 4/5; 4/5; 4/5; 5/6; 3/4; 3/4; 4/5; 4/5; 8/11; 10/13; 41/50; 5/6; 14/19; ; 8/11; 8/11; ; 5/6; 4/5; 5/6
Draw; 11/5; 85/40; 41/20; 11/5; 9/4; 21/10; 11/5; 21/10; 40/17; 21/10; 21/10; 21/10; 9/4; 11/5; 11/5; 28/13; 23/10; 23/10; 9/4; 12/5; 28/13; 23/10; ; 2; 9/4; ; 21/10; 21/10; 23/10
Reus Deportiu; 9/2; 4; 4; 4; 4; 7/2; 22/5; 7/2; 41/10; 4; 4; 4; 4; 4; 17/4; 4; 4; 4; 54/13; 9/2; 18/5; 4; ; 19/5; 4; ; 22/5; 9/2; 23/5
META; spain/la-liga-segunda/oviedo-v-reus-deportiu; 2017-09-03 18:25:58 GMT+3; 2017-09-03 17:00; Nothing; Xlenovo
Oviedo; 4/5; 3/4; 4/5; 4/5; 4/5; 3/4; 4/5; 8/11; 8/11; 4/5; 3/4; 3/4; 5/6; 3/4; 8/11; 4/5; 4/5; 8/11; 14/19; 79/100; 13/16; 8/11; ; 4/6; 8/11; ; 4/5; 4/5; 4/5
Draw; 11/5; 85/40; 41/20; 2; 9/4; 21/10; 11/5; 21/10; 40/17; 21/10; 21/10; 21/10; 9/4; 11/5; 9/4; 28/13; 23/10; 23/10; 23/10; 12/5; 28/13; 40/17; ; 2; 9/4; ; 21/10; 11/5; 23/10
Reus Deportiu; 4; 4; 4; 9/2; 4; 7/2; 9/2; 7/2; 21/5; 19/5; 17/4; 4; 4; 4; 9/2; 4; 4; 4; 22/5; 24/5; 37/10; 41/10; ; 17/4; 4; ; 9/2; 24/5; 24/5
