META; spain/la-liga-segunda/sevilla-b-v-osasuna; 2018-01-06 22:23:47 GMT+2; 2018-01-14 19:00; Nothing; Xlenovo
Sevilla B; 23/10; 2; 21/10; 19/10; 11/5; ; ; ; 39/19; 21/10; 11/5; 21/10; 2; ; 21/10; ; 23/10; 28/13; 23/10; 15/8; 2; ; ; ; 28/13; ; 6/4; 19/10; 
META; spain/la-liga-segunda/sevilla-b-v-osasuna; 2018-01-09 10:24:39 GMT+2; 2018-01-14 19:00; Nothing; Xlenovo
Osasuna; 11/8; 11/8; 23/17; 6/4; 163/100; ; ; ; 6/4; 27/20; 7/5; 29/20; 11/8; ; 7/5; ; 23/17; 7/5; 23/17; 13/10; 31/21; ; ; ; 7/5; ; 1/5; 5/4; 
Draw; 19/10; 2; 2; 19/10; 2; ; ; ; 2; 2; 2; 15/8; 21/10; ; 2; ; 19/10; 37/19; 19/10; 28/13; 37/19; ; ; ; 37/19; ; ; 19/10; 
Sevilla B; 23/10; 2; 21/10; 19/10; 11/5; ; ; ; 39/19; 21/10; 11/5; 21/10; 2; ; 21/10; ; 23/10; 28/13; 23/10; 15/8; 2; ; ; ; 28/13; ; 8/15; 19/10; 
META; spain/la-liga-segunda/sevilla-b-v-osasuna; 2018-01-09 14:25:11 GMT+2; 2018-01-14 19:00; Nothing; Xlenovo
Osasuna; 11/8; 11/8; 23/17; 6/4; 153/100; ; ; ; 6/4; 27/20; 7/5; 29/20; 11/8; ; 7/5; ; 23/17; 7/5; 23/17; 13/10; 31/21; ; ; 29/20; 7/5; ; 1/5; 5/4; 6/4
Draw; 19/10; 2; 2; 19/10; 41/20; ; ; ; 2; 2; 2; 15/8; 21/10; ; 2; ; 19/10; 37/19; 19/10; 28/13; 37/19; ; ; 39/20; 37/19; ; ; 19/10; 2
Sevilla B; 23/10; 2; 21/10; 19/10; 23/10; ; ; ; 39/19; 21/10; 11/5; 21/10; 2; ; 21/10; ; 23/10; 28/13; 23/10; 15/8; 2; ; ; 21/10; 28/13; ; 6/4; 19/10; 9/4
META; spain/la-liga-segunda/sevilla-b-v-osasuna; 2018-01-09 18:24:56 GMT+2; 2018-01-14 19:00; Nothing; Xlenovo
Osasuna; 29/20; 7/5; 7/5; 6/4; 153/100; ; ; ; 6/4; 7/5; 6/4; 29/20; 7/5; 7/5; 6/4; ; 16/11; 16/11; 16/11; 15/11; 31/21; 7/5; ; 6/4; 16/11; ; 2/5; 13/10; 13/8
Draw; 19/10; 19/10; 19/10; 19/10; 41/20; ; ; ; 2; 19/10; 2; 2; 2; 19/10; 15/8; ; 19/10; 19/10; 19/10; 21/10; 37/19; 9/5; ; 39/20; 19/10; ; ; 9/5; 2
Sevilla B; 11/5; 2; 2; 19/10; 23/10; ; ; ; 39/19; 2; 21/10; 2; 2; 21/10; 21/10; ; 11/5; 39/19; 11/5; 35/19; 2; 15/8; ; 2; 21/10; ; 2/5; 19/10; 11/5
META; spain/la-liga-segunda/sevilla-b-v-osasuna; 2018-01-09 22:24:51 GMT+2; 2018-01-14 19:00; Nothing; Xlenovo
Osasuna; 29/20; 7/5; 26/19; 6/4; 153/100; ; ; ; 6/4; 11/8; 6/4; 7/5; 7/5; 7/5; 6/4; ; 17/11; 7/5; 17/11; 7/5; 31/21; 13/10; ; 7/5; 7/5; ; 2/5; 13/10; 7/5
Draw; 19/10; 19/10; 19/10; 19/10; 41/20; ; ; ; 2; 19/10; 2; 15/8; 2; 19/10; 15/8; ; 37/19; 19/10; 37/19; 2; 37/19; 9/5; ; 19/10; 19/10; ; ; 9/5; 2
Sevilla B; 11/5; 2; 21/10; 19/10; 23/10; ; ; ; 39/19; 21/10; 21/10; 11/5; 2; 21/10; 21/10; ; 37/19; 28/13; 37/19; 24/13; 2; 2; ; 11/5; 28/13; ; 2/5; 19/10; 23/10
META; spain/la-liga-segunda/sevilla-b-v-osasuna; 2018-01-10 02:24:30 GMT+2; ; Nothing; Xlenovo
Osasuna; 29/20; 7/5; 26/19; 6/4; 153/100; ; ; ; 6/4; 11/8; 6/4; 7/5; 7/5; 7/5; 6/4; 7/5; 17/11; 7/5; 17/11; 7/5; 31/21; 13/10; ; 7/5; 7/5; ; 6/5; 13/10; 7/5
Draw; 19/10; 19/10; 19/10; 19/10; 51/25; ; ; ; 2; 19/10; 19/10; 15/8; 2; 19/10; 15/8; 19/10; 37/19; 19/10; 37/19; 2; 37/19; 9/5; ; 19/10; 19/10; ; 7/5; 9/5; 2
Sevilla B; 11/5; 2; 21/10; 19/10; 58/25; ; ; ; 39/19; 21/10; 11/5; 11/5; 2; 21/10; 21/10; 21/10; 37/19; 28/13; 37/19; 24/13; 2; 2; ; 11/5; 28/13; ; 19/10; 19/10; 23/10
META; spain/la-liga-segunda/sevilla-b-v-osasuna; 2018-01-10 10:24:27 GMT+2; ; Nothing; Xlenovo
Osasuna; 29/20; 7/5; 26/19; 6/4; 153/100; ; ; ; 6/4; 11/8; 6/4; 7/5; 7/5; 7/5; 6/4; 7/5; 17/11; 7/5; 17/11; 7/5; 31/21; 13/10; ; 7/5; 7/5; ; 11/8; 13/10; 7/5
Draw; 19/10; 19/10; 19/10; 19/10; 51/25; ; ; ; 2; 19/10; 2; 15/8; 2; 19/10; 15/8; 19/10; 37/19; 19/10; 37/19; 2; 37/19; 9/5; ; 19/10; 19/10; ; 19/10; 9/5; 2
Sevilla B; 11/5; 2; 21/10; 19/10; 58/25; ; ; ; 39/19; 21/10; 21/10; 11/5; 2; 21/10; 21/10; 21/10; 37/19; 28/13; 37/19; 24/13; 2; 2; ; 11/5; 28/13; ; 21/10; 19/10; 23/10
META; spain/la-liga-segunda/sevilla-b-v-osasuna; 2018-01-10 14:24:36 GMT+2; 2018-01-14 19:00; Nothing; Xlenovo
Osasuna; 29/20; 11/8; 23/17; 6/4; 149/100; 7/5; ; ; 6/4; 27/20; 7/5; 13/10; 11/8; 11/8; 7/5; 7/5; 16/11; 23/17; 16/11; 23/17; 31/21; 13/10; ; 7/5; 23/17; ; 5/4; 6/5; 7/5
Draw; 19/10; 19/10; 19/10; 19/10; 41/20; 19/10; ; ; 2; 19/10; 2; 2; 2; 19/10; 15/8; 19/10; 37/19; 19/10; 37/19; 31/16; 37/19; 9/5; ; 19/10; 19/10; ; 19/10; 9/5; 2
Sevilla B; 11/5; 21/10; 21/10; 19/10; 119/50; 21/10; ; ; 39/19; 21/10; 11/5; 21/10; 21/10; 43/20; 9/4; 21/10; 21/10; 9/4; 21/10; 133/67; 2; 85/40; ; 9/4; 9/4; ; 19/10; 2; 12/5
META; spain/la-liga-segunda/sevilla-b-v-osasuna; 2018-01-10 18:24:58 GMT+2; 2018-01-14 19:00; Nothing; Xlenovo
Osasuna; 29/20; 11/8; ; 6/4; 147/ 100; 11/8; ; ; 6/4; 27/20; 7/5; 11/8; 11/8; 27/20; 7/5; 7/5; 16/11; 23/17; 16/11; 23/17; 31/21; 13/10; ; 11/8; 23/17; 5/4; 6/5; 7/5
Draw; 19/10; 19/10; ; 19/10; 85/40; 19/10; ; ; 2; 2; 2; 19/10; 2; 2; 19/10; 19/10; 37/19; 37/19; 37/19; 31/16; 37/19; 15/8; ; 2; 2; 19/10; 19/10; 21/10
Sevilla B; 11/5; 21/10; ; 19/10; 58/25; 21/10; ; ; 39/19; 21/10; 11/5; 11/5; 21/10; 21/10; 11/5; 21/10; 21/10; 11/5; 21/10; 133/ 67; 2; 2; ; 11/5; 11/5; 19/10; 2; 23/10
META; spain/la-liga-segunda/sevilla-b-v-osasuna; 2018-01-10 22:24:39 GMT+2; 2018-01-14 19:00; Nothing; Xlenovo
Osasuna; 29/20; 11/8; 23/17; 6/4; 147/ 100; 11/8; 11/8; ; 6/4; 27/20; 7/5; 11/8; 11/8; 27/20; 7/5; 7/5; 16/11; 23/17; 16/11; 23/17; 31/21; 13/10; ; 11/8; 7/5; 5/4; 6/5; 7/5
Draw; 19/10; 19/10; 2; 19/10; 85/40; 19/10; 15/8; ; 2; 2; 2; 19/10; 2; 2; 2; 19/10; 37/19; 2; 37/19; 31/16; 37/19; 15/8; ; 2; 2; 19/10; 19/10; 21/10
Sevilla B; 11/5; 21/10; 21/10; 19/10; 58/25; 21/10; 2; ; 39/19; 21/10; 11/5; 11/5; 21/10; 21/10; 21/10; 21/10; 21/10; 9/4; 21/10; 133/ 67; 2; 2; ; 11/5; 9/4; 19/10; 2; 23/10
META; spain/la-liga-segunda/sevilla-b-v-osasuna; 2018-01-11 02:24:37 GMT+2; 2018-01-14 19:00; Nothing; Xlenovo
Osasuna; 29/20; 11/8; 23/17; 6/4; 147/ 100; 11/8; 11/8; ; 6/4; 27/20; 7/5; 11/8; 11/8; 27/20; 7/5; 7/5; 16/11; 23/17; 16/11; 23/17; 31/21; 13/10; ; 11/8; 7/5; 5/4; 6/5; 7/5
Draw; 19/10; 19/10; 2; 19/10; 85/40; 19/10; 15/8; ; 2; 2; 2; 19/10; 2; 2; 2; 19/10; 37/19; 2; 37/19; 31/16; 37/19; 15/8; ; 2; 2; 19/10; 19/10; 21/10
Sevilla B; 11/5; 21/10; 21/10; 19/10; 58/25; 21/10; 2; ; 39/19; 21/10; 11/5; 11/5; 21/10; 21/10; 21/10; 21/10; 21/10; 9/4; 21/10; 133/ 67; 2; 2; ; 11/5; 9/4; 19/10; 2; 23/10
META; spain/la-liga-segunda/sevilla-b-v-osasuna; 2018-01-11 10:24:45 GMT+2; 2018-01-14 19:00; Nothing; Xlenovo
Osasuna; 29/20; 13/10; 23/17; 6/4; 38/25; 11/8; 11/8; ; 6/4; 27/20; 7/5; 11/8; 11/8; 27/20; 7/5; 7/5; 16/11; 23/17; 16/11; 23/17; 31/21; 13/10; ; 11/8; 7/5; 5/4; 6/5; 7/5
Draw; 19/10; 2; 2; 19/10; 21/10; 19/10; 15/8; ; 2; 2; 2; 19/10; 2; 2; 2; 19/10; 37/19; 2; 37/19; 31/16; 37/19; 15/8; ; 2; 2; 19/10; 19/10; 21/10
Sevilla B; 11/5; 21/10; 21/10; 19/10; 113/ 50; 21/10; 2; ; 39/19; 21/10; 11/5; 11/5; 21/10; 21/10; 21/10; 21/10; 21/10; 9/4; 21/10; 133/ 67; 2; 2; ; 11/5; 9/4; 19/10; 2; 23/10
META; spain/la-liga-segunda/sevilla-b-v-osasuna; 2018-01-11 14:25:08 GMT+2; 2018-01-14 19:00; Nothing; Xlenovo
Osasuna; 29/20; 13/10; 23/17; 6/4; 147/100; 11/8; 11/8; ; 6/4; 27/20; 7/5; 13/10; 11/8; 27/20; 7/5; 11/8; 16/11; 23/17; 16/11; 23/17; 31/21; 13/10; ; 11/8; 7/5; ; 5/4; 6/5; 7/5
Draw; 19/10; 2; 2; 19/10; 85/40; 19/10; 15/8; ; 2; 2; 2; 2; 2; 2; 2; 2; 37/19; 2; 37/19; 31/16; 37/19; 15/8; ; 2; 2; ; 19/10; 19/10; 21/10
Sevilla B; 11/5; 21/10; 21/10; 19/10; 58/25; 21/10; 2; ; 39/19; 21/10; 11/5; 11/5; 21/10; 21/10; 21/10; 21/10; 21/10; 9/4; 21/10; 133/67; 2; 2; ; 11/5; 9/4; ; 19/10; 2; 23/10
META; spain/la-liga-segunda/sevilla-b-v-osasuna; 2018-01-11 18:26:03 GMT+2; 2018-01-14 19:00; Nothing; Xlenovo
Osasuna; 11/8; 11/8; 23/17; 6/4; 73/50; 11/8; 11/8; ; 6/4; 27/20; 7/5; 13/10; 11/8; 27/20; 7/5; 11/8; 16/11; 23/17; 16/11; 23/17; 31/21; 13/10; ; 11/8; 23/17; ; 5/4; 6/5; 7/5
Draw; 19/10; 19/10; 2; 19/10; 85/40; 19/10; 15/8; ; 2; 2; 2; 2; 2; 2; 2; 19/10; 37/19; 2; 37/19; 31/16; 37/19; 15/8; ; 2; 2; ; 7/4; 19/10; 21/10
Sevilla B; 12/5; 21/10; 21/10; 19/10; 117/50; 21/10; 2; ; 39/19; 21/10; 11/5; 11/5; 21/10; 21/10; 21/10; 21/10; 21/10; 9/4; 21/10; 133/67; 2; 2; ; 11/5; 9/4; ; 19/10; 2; 23/10
META; spain/la-liga-segunda/sevilla-b-v-osasuna; 2018-01-11 22:24:34 GMT+2; 2018-01-14 19:00; Nothing; Xlenovo
Osasuna; 11/8; 11/8; 23/17; 6/4; 73/50; 11/8; 11/8; ; 6/4; 27/20; 7/5; 13/10; 11/8; 27/20; 7/5; 11/8; 16/11; 23/17; 16/11; 23/17; 31/21; 13/10; ; 11/8; 23/17; ; 5/4; 6/5; 7/5
Draw; 19/10; 19/10; 2; 19/10; 85/40; 19/10; 15/8; ; 2; 2; 2; 2; 2; 2; 2; 19/10; 37/19; 2; 37/19; 31/16; 37/19; 15/8; ; 2; 2; ; 7/4; 19/10; 21/10
Sevilla B; 12/5; 21/10; 21/10; 19/10; 117/50; 21/10; 2; ; 39/19; 21/10; 11/5; 11/5; 21/10; 21/10; 21/10; 21/10; 21/10; 9/4; 21/10; 133/67; 2; 2; ; 11/5; 9/4; ; 19/10; 2; 23/10
META; spain/la-liga-segunda/sevilla-b-v-osasuna; 2018-01-12 02:24:31 GMT+2; 2018-01-14 19:00; Nothing; Xlenovo
Osasuna; 11/8; 11/8; 23/17; 6/4; 73/50; 11/8; 11/8; ; 6/4; 27/20; 7/5; 13/10; 11/8; 27/20; 7/5; 11/8; 16/11; 23/17; 16/11; 23/17; 31/21; 13/10; ; 11/8; 23/17; ; 5/4; 6/5; 7/5
Draw; 19/10; 19/10; 2; 19/10; 85/40; 19/10; 15/8; ; 2; 2; 2; 2; 2; 2; 2; 19/10; 37/19; 2; 37/19; 31/16; 37/19; 15/8; ; 2; 2; ; 7/4; 19/10; 21/10
Sevilla B; 12/5; 21/10; 21/10; 19/10; 117/50; 21/10; 2; ; 39/19; 21/10; 11/5; 11/5; 21/10; 21/10; 21/10; 21/10; 21/10; 9/4; 21/10; 133/67; 2; 2; ; 11/5; 9/4; ; 19/10; 2; 23/10
META; spain/la-liga-segunda/sevilla-b-v-osasuna; 2018-01-12 10:24:39 GMT+2; 2018-01-14 19:00; Nothing; Xlenovo
Osasuna; 11/8; 11/8; 23/17; 6/4; 73/50; 11/8; 11/8; ; 6/4; 27/20; 7/5; 13/10; 11/8; 27/20; 7/5; 11/8; 16/11; 23/17; 16/11; 23/17; 31/21; 13/10; ; 11/8; 23/17; ; 5/4; 5/4; 7/5
Draw; 19/10; 19/10; 2; 19/10; 85/40; 19/10; 15/8; ; 2; 2; 2; 2; 2; 2; 2; 19/10; 2; 2; 2; 31/16; 37/19; 15/8; ; 2; 2; ; 7/4; 19/10; 21/10
Sevilla B; 12/5; 21/10; 21/10; 19/10; 117/50; 21/10; 2; ; 39/19; 21/10; 11/5; 11/5; 21/10; 21/10; 21/10; 21/10; 21/10; 9/4; 21/10; 133/67; 2; 2; ; 11/5; 9/4; ; 11/5; 2; 23/10
META; spain/la-liga-segunda/sevilla-b-v-osasuna; 2018-01-12 14:25:03 GMT+2; 2018-01-14 19:00; Nothing; Xlenovo
Osasuna; 11/8; 11/8; 23/17; 6/4; 73/50; 11/8; 11/8; ; 6/4; 27/20; 7/5; 13/10; 11/8; 27/20; 7/5; 11/8; 16/11; 23/17; 16/11; 23/17; 31/21; 13/10; ; 11/8; 23/17; ; 5/4; 5/4; 7/5
Draw; 19/10; 19/10; 2; 19/10; 85/40; 19/10; 15/8; ; 2; 2; 2; 2; 2; 2; 2; 19/10; 2; 2; 2; 31/16; 37/19; 15/8; ; 2; 2; ; 7/4; 19/10; 21/10
Sevilla B; 12/5; 21/10; 21/10; 19/10; 117/50; 21/10; 2; ; 39/19; 21/10; 11/5; 11/5; 21/10; 21/10; 21/10; 21/10; 21/10; 9/4; 21/10; 133/67; 2; 2; ; 11/5; 9/4; ; 11/5; 2; 23/10
META; spain/la-liga-segunda/sevilla-b-v-osasuna; 2018-01-12 18:24:55 GMT+2; 2018-01-14 19:00; Nothing; Xlenovo
Osasuna; 11/8; 11/8; 23/17; 6/4; 147/100; 11/8; 11/8; ; 6/4; 27/20; 7/5; 13/10; 11/8; 27/20; 7/5; 11/8; 16/11; 23/17; 16/11; 23/17; 31/21; 13/10; ; 11/8; 23/17; ; 5/4; 6/5; 7/5
Draw; 19/10; 19/10; 2; 19/10; 21/10; 19/10; 15/8; ; 2; 2; 2; 2; 2; 2; 2; 19/10; 2; 2; 2; 31/16; 37/19; 15/8; ; 2; 2; ; 7/4; 19/10; 2
Sevilla B; 12/5; 21/10; 21/10; 19/10; 59/25; 21/10; 2; ; 39/19; 21/10; 11/5; 11/5; 21/10; 21/10; 21/10; 21/10; 21/10; 9/4; 21/10; 133/67; 2; 2; ; 11/5; 9/4; ; 19/10; 2; 23/10
META; spain/la-liga-segunda/sevilla-b-v-osasuna; 2018-01-12 22:24:53 GMT+2; 2018-01-14 19:00; Nothing; Xlenovo
Osasuna; 11/8; 11/8; 23/17; 6/4; 149/100; 11/8; 11/8; ; 6/4; 27/20; 7/5; 13/10; 11/8; 27/20; 7/5; 11/8; 16/11; 7/5; 16/11; 23/17; 31/21; 13/10; ; 11/8; 7/5; ; 7/5; 7/5; 7/5
Draw; 19/10; 19/10; 2; 19/10; 41/20; 19/10; 15/8; ; 2; 2; 2; 2; 2; 2; 2; 19/10; 2; 37/19; 2; 31/16; 37/19; 15/8; ; 2; 37/19; ; 15/8; 19/10; 2
Sevilla B; 12/5; 21/10; 21/10; 19/10; 119/50; 21/10; 2; ; 39/19; 21/10; 11/5; 11/5; 21/10; 21/10; 21/10; 21/10; 21/10; 9/4; 21/10; 133/67; 2; 2; ; 11/5; 23/10; ; 21/10; 2; 12/5
META; spain/la-liga-segunda/sevilla-b-v-osasuna; 2018-01-13 02:24:31 GMT+2; 2018-01-14 19:00; Nothing; Xlenovo
Osasuna; 11/8; 11/8; 23/17; 6/4; 6/4; 11/8; 11/8; ; 6/4; 27/20; 7/5; 13/10; 11/8; 27/20; 7/5; 11/8; 16/11; 7/5; 16/11; 23/17; 31/21; 13/10; ; 11/8; 7/5; ; 7/5; 7/5; 7/5
Draw; 19/10; 19/10; 19/10; 19/10; 101/50; 19/10; 15/8; ; 2; 19/10; 2; 2; 2; 39/20; 2; 19/10; 2; 37/19; 2; 31/16; 37/19; 15/8; ; 2; 37/19; ; 15/8; 19/10; 2
Sevilla B; 12/5; 21/10; 21/10; 19/10; 12/5; 21/10; 2; ; 39/19; 21/10; 11/5; 11/5; 21/10; 43/20; 21/10; 21/10; 21/10; 23/10; 21/10; 133/67; 2; 2; ; 11/5; 23/10; ; 21/10; 21/10; 12/5
META; spain/la-liga-segunda/sevilla-b-v-osasuna; 2018-01-13 10:24:51 GMT+2; 2018-01-14 19:00; Nothing; Xlenovo
Osasuna; 11/8; 11/8; 23/17; 6/4; 37/25; 11/8; 11/8; ; 6/4; 27/20; 7/5; 13/10; 11/8; 27/20; 7/5; 11/8; 16/11; 23/17; 16/11; 23/17; 31/21; 13/10; ; 11/8; 7/5; ; 7/5; 7/5; 7/5
Draw; 19/10; 19/10; 2; 19/10; 101/50; 19/10; 15/8; ; 2; 2; 2; 2; 2; 39/20; 2; 19/10; 2; 37/19; 2; 31/16; 37/19; 9/5; ; 39/20; 37/19; ; 15/8; 19/10; 2
Sevilla B; 12/5; 21/10; 21/10; 19/10; 61/25; 21/10; 2; ; 39/19; 21/10; 11/5; 11/5; 21/10; 43/20; 21/10; 21/10; 21/10; 23/10; 21/10; 133/67; 2; 85/40; ; 9/4; 40/17; ; 21/10; 21/10; 12/5
META; spain/la-liga-segunda/sevilla-b-v-osasuna; 2018-01-13 14:26:37 GMT+2; 2018-01-14 19:00; Nothing; Xlenovo
Osasuna; 11/8; 11/8; 23/17; 6/4; 37/25; 11/8; 11/8; ; 6/4; 27/20; 7/5; 13/10; 11/8; 27/20; 7/5; 11/8; 16/11; 23/17; 16/11; 23/17; 31/21; 13/10; ; 11/8; 7/5; ; 13/10; 13/10; 7/5
Draw; 19/10; 19/10; 2; 19/10; 101/50; 19/10; 15/8; ; 2; 2; 2; 2; 2; 39/20; 2; 19/10; 2; 37/19; 2; 31/16; 37/19; 9/5; ; 39/20; 37/19; ; 15/8; 19/10; 2
Sevilla B; 12/5; 21/10; 21/10; 19/10; 61/25; 21/10; 2; ; 39/19; 21/10; 11/5; 11/5; 21/10; 43/20; 21/10; 21/10; 21/10; 23/10; 21/10; 133/67; 2; 85/40; ; 9/4; 40/17; ; 21/10; 21/10; 12/5
META; spain/la-liga-segunda/sevilla-b-v-osasuna; 2018-01-13 18:25:07 GMT+2; 2018-01-14 19:00; Nothing; Xlenovo
