META; spain/la-liga-segunda/reus-deportiu-v-sevilla-b; 2018-02-17 22:22:49 GMT+2; 2018-02-25 17:00; Nothing; Xlenovo
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Reus Deportiu; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Sevilla B; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/reus-deportiu-v-sevilla-b; 2018-02-18 02:23:09 GMT+2; 2018-02-25 17:00; Nothing; Xlenovo
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Reus Deportiu; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Sevilla B; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/reus-deportiu-v-sevilla-b; 2018-02-18 10:23:39 GMT+2; 2018-02-25 17:00; Nothing; Xlenovo
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Reus Deportiu; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Sevilla B; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/reus-deportiu-v-sevilla-b; 2018-02-18 14:24:36 GMT+2; 2018-02-25 17:00; Nothing; Xlenovo
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Reus Deportiu; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Sevilla B; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/reus-deportiu-v-sevilla-b; 2018-02-18 18:24:11 GMT+2; 2018-02-25 17:00; Nothing; Xlenovo
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Reus Deportiu; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Sevilla B; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/reus-deportiu-v-sevilla-b; 2018-02-18 22:23:38 GMT+2; 2018-02-25 17:00; Nothing; Xlenovo
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Reus Deportiu; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Sevilla B; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/reus-deportiu-v-sevilla-b; 2018-02-19 02:23:35 GMT+2; 2018-02-25 17:00; Nothing; Xlenovo
Reus Deportiu; ; ; ; ; 19/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
Draw; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/2; ; 
Sevilla B; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/9; ; 
META; spain/la-liga-segunda/reus-deportiu-v-sevilla-b; 2018-02-19 10:23:58 GMT+2; 2018-02-25 17:00; Nothing; Xlenovo
Reus Deportiu; 10/11; 10/11; ; ; 19/20; ; ; ; ; ; 10/11; ; ; ; 10/11; ; 13/15; 9/10; ; ; ; ; ; 13/15; ; 4/7; ; 
Draw; 9/4; 2; ; ; 11/5; ; ; ; ; ; 2; ; ; ; 2; ; 28/13; 11/5; ; ; ; ; ; 11/5; ; 9/5; ; 
Sevilla B; 10/3; 7/2; ; ; 4; ; ; ; ; ; 7/2; ; ; ; 15/4; ; 13/4; 10/3; ; ; ; ; ; 13/4; ; 1/4; ; 
META; spain/la-liga-segunda/reus-deportiu-v-sevilla-b; 2018-02-19 14:24:47 GMT+2; 2018-02-25 17:00; Nothing; Xlenovo
Reus Deportiu; 4/5; 5/6; ; 5/6; 19/20; ; ; ; 11/13; ; 5/6; 5/6; ; 17/20; 17/20; ; 5/6; 9/10; 7/8; 11/13; 4/5; ; 17/20; 5/6; ; 4/6; ; 
Draw; 23/10; 85/40; ; 2; 11/5; ; ; ; 9/4; ; 11/5; 21/10; ; 41/20; 9/4; ; 9/4; 11/5; 21/10; 9/4; 2; ; 11/5; 9/4; ; 27/20; ; 
Sevilla B; 15/4; 7/2; ; 15/4; 4; ; ; ; 31/10; ; 7/2; 15/4; ; 37/10; 7/2; ; 57/17; 10/3; 58/19; 31/10; 7/2; ; 7/2; 17/5; ; 13/5; ; 
