META; spain/la-liga-segunda/gijon-v-leonesa; 2018-03-04 22:26:00 GMT+2; 2018-03-11 17:00; Nothing; Xlenovo
Gijon; 8/15; 8/15; 8/15; 11/20; 4/9; 1/2; 4/9; 8/15; 8/15; 1/2; 8/15; 8/15; 8/15; 8/15; 8/15; 1/2; 8/15; 11/21; 8/15; 11/20; 1/2; 18/35; 4/9; 4/9; 1/2; 8/15
Draw; 3; 29/10; 3; 31/10; 3; 3; 29/10; 3; 14/5; 3; 29/10; 3; 14/5; 56/19; 31/10; 58/19; 3; 3; 3; 14/5; 3; ; ; ; ; 
Leonesa; 5; 9/2; 63/10; 5; 5; 24/5; 5; 5; 9/2; 5; 5; 27/5; 21/4; 41/10; 24/5; 11/2; 21/4; 60/11; 28/5; 31/5; 32/5; ; ; ; ; 
META; spain/la-liga-segunda/gijon-v-leonesa; 2018-03-10 10:24:59 GMT+2; 2018-03-11 17:00; Nothing; Xlenovo
Gijon; 4/9; 4/9; 1/2; 8/15; 51/100; 4/9; 4/9; 2/5; 8/15; 1/2; 1/2; 1/2; 1/2; 1/2; 1/2; 1/2; 1/2; 10/21; 10/21; 8/15; 1/2; 1/2; 18/35; 4/9; 4/9; 4/9; 4/9
Draw; 7/2; 3; 3; 16/5; 16/5; 3; 3; 3; 14/5; 3; 29/10; 3; 56/19; 13/4; 41/13; 3; 16/5; 16/5; 3; 14/5; 3; ; ; ; ; ; 
Leonesa; 11/2; 11/2; 11/2; 9/2; 7; 11/2; 11/2; 11/2; 24/5; 11/2; 11/2; 11/2; 5; 11/2; 11/2; 27/5; 23/4; 9/2; 24/5; 6; 60/11; 31/5; 26/5; 34/5; 7; ; 
META; spain/la-liga-segunda/gijon-v-leonesa; 2018-03-10 14:25:39 GMT+2; 2018-03-11 17:00; Nothing; Xlenovo
Gijon; 4/9; 4/9; 1/2; 8/15; 51/00; 4/9; 4/9; 2/5; 8/15; 1/2; 1/2; 1/2; 1/2; 1/2; 1/2; 1/2; 1/2; 10/21; 10/21; 8/15; 1/2; 1/2; 18/35; 4/9; 4/9; 4/9; 4/9
Draw; 7/2; 3; 3; 16/5; 16/5; 3; 3; 3; 14/5; 3; 29/10; 3; 56/19; 13/4; 41/13; 3; 16/5; 16/5; 3; 14/5; 3; ; ; ; ; ; 
Leonesa; 11/2; 11/2; 11/2; 9/2; 7; 11/2; 11/2; 11/2; 24/5; 11/2; 11/2; 11/2; 5; 11/2; 11/2; 27/5; 23/4; 9/2; 24/5; 6; 60/11; 32/5; 26/5; 7; ; ; 
META; spain/la-liga-segunda/gijon-v-leonesa; 2018-03-10 18:24:50 GMT+2; 2018-03-11 17:00; Nothing; Xlenovo
Gijon; 4/9; 1/2; 8/15; 51/00; 4/9; 4/9; 2/5; 8/15; 1/2; 1/2; 1/2; 1/2; 1/2; 1/2; 1/2; 1/2; 10/21; 10/21; 8/15; 1/2; 1/2; 18/35; 4/9; 4/9; 4/9; 4/9
Draw; 7/2; 3; 16/5; 3; 3; 3; 14/5; 3; 29/10; 3; 56/19; 13/4; 41/13; 3; 16/5; 16/5; 3; 14/5; 14/5; 3; ; ; ; ; ; 
Leonesa; 11/2; 6; 11/2; 9/2; 7; 11/2; 11/2; 24/5; 11/2; 11/2; 11/2; 5; 11/2; 11/2; 27/5; 23/4; 9/2; 24/5; 6; 60/11; 32/5; 7; ; ; ; 
META; spain/la-liga-segunda/gijon-v-leonesa; 2018-03-10 22:22:14 GMT+2; 2018-03-11 17:00; Nothing; Xlenovo
Gijon; 4/9; 1/2; 8/15; 51/00; 4/9; 4/9; 2/5; 7/15; 1/2; 1/2; 1/2; 1/2; 1/2; 1/2; 1/2; 10/21; 10/21; 6/13; 1/2; 1/2; 18/35; 1/2; 4/9; 4/9; 4/9
Draw; 7/2; 3; 13/4; 3; 3; 3; 29/10; 3; 56/19; 13/4; 41/13; 56/19; 16/5; 16/5; 3; 14/5; 14/5; 3; ; ; ; ; ; ; 
Leonesa; 11/2; 11/2; 11/2; 9/2; 34/5; 6; 11/2; 11/2; 13/2; 11/2; 11/2; 11/2; 5; 11/2; 11/2; 27/5; 23/4; 9/2; 13/2; 6; 60/11; 31/5; 7; ; 
META; spain/la-liga-segunda/gijon-v-leonesa; 2018-03-11 02:23:30 GMT+2; 2018-03-11 17:00; Nothing; Xlenovo
Gijon; 4/9; 1/2; 8/15; 51/00; 4/9; 4/9; 2/5; 17/35; 1/2; 1/2; 1/2; 1/2; 8/15; 1/2; 1/2; 1/2; 10/21; 6/13; 1/2; 1/2; 18/35; 1/2; 4/9; 4/9; 1/2; 
Draw; 10/3; 3; 13/4; 3; 3; 3; 29/10; 3; 56/19; 3; 41/13; 56/19; 33/10; 16/5; 3; 14/5; 3; ; ; ; ; ; ; ; ; 
Leonesa; 6; 11/2; 11/2; 9/2; 34/5; 6; 11/2; 11/2; 6; 11/2; 11/2; 11/2; 5; 5; 11/2; 27/5; 23/4; 9/2; 6; 11/2; 6; 60/11; 32/5; 26/5; 7; 33/5
META; spain/la-liga-segunda/gijon-v-leonesa; 2018-03-11 10:23:36 GMT+2; 2018-03-11 17:00; Nothing; Xlenovo
Gijon; 4/9; 1/2; 1/2; 8/15; 11/20; 2/5; 1/2; 4/11; 5/11; 1/2; 1/2; 1/2; 1/2; 8/15; 1/2; 1/2; 5/11; 1/2; 3/7; 1/2; 8/15; 18/35; 1/2; 1/2; 8/15; 8/15
Draw; 10/3; 3; 3; 69/20; 16/5; 3; 16/5; 16/5; 3; 16/5; 16/5; 31/10; 3; 56/19; 10/3; 33/10; 31/10; 10/3; 10/3; 3; 3; 10/3; 10/3; ; ; 
Leonesa; 6; 19/4; 9/2; 27/5; 6; 6; 13/2; 19/4; 11/2; 9/2; 9/2; 19/4; 5; 27/5; 6; 9/2; 13/2; 11/2; 5; 60/11; 29/5; 26/5; 27/5; 6; ; 
META; spain/la-liga-segunda/gijon-v-leonesa; 2018-03-11 14:25:00 GMT+2; 2018-03-11 17:00; Nothing; Xlenovo
Gijon; 1/2; 4/9; 1/2; 1/2; 1/2; 4/9; 1/2; 4/9; 5/11; 1/2; 1/2; 1/2; 1/2; 8/15; 1/2; 1/2; 5/11; 17/35; 3/7; 1/2; 1/2; 18/35; 1/2; 1/2; 1/2; 1/2
Draw; 16/5; 16/5; 3; 16/5; 71/20; 16/5; 3; 16/5; 3; 14/5; 16/5; 3; 3; 56/19; 10/3; 41/13; 31/10; 33/10; 10/3; 3; 10/3; 10/3; 10/3; ; ; 
Leonesa; 11/2; 11/2; 5; 9/2; 31/5; 11/2; 5; 13/2; 5; 11/2; 11/2; 5; 5; 27/5; 6; 49/10; 13/2; 11/2; 11/2; 60/11; 6; 31/5; 29/5; 6; ; 
META; spain/la-liga-segunda/gijon-v-leonesa; 2018-03-11 18:24:40 GMT+2; 2018-03-11 17:00; Nothing; Xlenovo
Gijon; 1/2; 1/2; 1/2; 1/2; 51/00; 4/9; 1/2; 2/5; 1/2; 1/2; 1/2; 8/15; 1/2; 8/15; 8/15; 18/35; 5/11; 1/2; 17/35; 1/2; 8/15; 18/35; 8/15; 8/15; 8/15; 8/15
Draw; 16/5; 3; 16/5; 71/20; 16/5; 3; 16/5; 33/10; 3; 3; 3; 16/5; 3; 13/4; 10/3; 41/13; 13/4; 10/3; 10/3; 33/10; 3; 10/3; 10/3; 10/3; ; 
Leonesa; 6; 19/4; 9/2; 6; 5; 51/10; 19/4; 9/2; 5; 19/4; 9/2; 94/19; 6; 24/5; 5; 21/4; 5; 28/5; 28/5; 5; 29/5; ; ; ; ; 
