META; spain/la-liga-segunda/gijon-v-leonesa; 2018-03-04 22:26:00 GMT+2; 2018-03-11 17:00; Nothing; Xlenovo
Draw; 1/50
Gijon; 1/50
Leonesa; 1/50
META; spain/la-liga-segunda/gijon-v-leonesa; 2018-03-05 02:26:05 GMT+2; 2018-03-11 17:00; Nothing; Xlenovo
Draw; 1/50
Gijon; 1/50
Leonesa; 1/50
META; spain/la-liga-segunda/gijon-v-leonesa; 2018-03-05 10:26:01 GMT+2; 2018-03-11 17:00; Nothing; Xlenovo
Draw; 1/50
Gijon; 1/50
Leonesa; 1/50
META; spain/la-liga-segunda/gijon-v-leonesa; 2018-03-05 14:26:30 GMT+2; 2018-03-11 17:00; Nothing; Xlenovo
Draw; 1/50
Gijon; 1/50
Leonesa; 1/50
META; spain/la-liga-segunda/gijon-v-leonesa; 2018-03-05 18:26:33 GMT+2; 2018-03-11 17:00; Nothing; Xlenovo
Draw; 1/100
Gijon; 1/50
Leonesa; 1/50
META; spain/la-liga-segunda/gijon-v-leonesa; 2018-03-05 22:26:36 GMT+2; 2018-03-11 17:00; Nothing; Xlenovo
Gijon; 3/5; 8/13; 3/5; 2/15
Draw; 37/13; 11/4; 14/5; 8/11
Leonesa; 39/10; 4; 19/5; 8/11
META; spain/la-liga-segunda/gijon-v-leonesa; 2018-03-06 02:26:28 GMT+2; 2018-03-11 17:00; Nothing; Xlenovo
Gijon; 3/5; 8/13; 3/5; 3/5; 2/15
Draw; 37/13; 11/4; 14/5; 29/10; 8/11
Leonesa; 39/10; 4; 19/5; 17/4; 8/11
META; spain/la-liga-segunda/gijon-v-leonesa; 2018-03-06 10:26:16 GMT+2; 2018-03-11 17:00; Nothing; Xlenovo
Cordoba; 13/10; 13/10; 13/10; 5/4; 8/13
Draw; 39/19; 21/10; 39/19; 21/10; 20/21
Lugo; 21/10; 21/10; 21/10; 23/10; 10/11
META; spain/la-liga-segunda/gijon-v-leonesa; 2018-03-06 14:26:26 GMT+2; 2018-03-11 17:00; Nothing; Xlenovo
Cordoba; 11/10; 21/20; 59/50; 13/10; 21/20; 23/20; 23/20; 11/10; 12/11; 13/10; 21/20; 11/10; 8/11
Draw; 85/40; 9/4; 58/25; 39/19; 9/4; 21/10; 21/10; 28/13; 40/17; 39/19; 47/20; 28/13; 13/10
Lugo; 12/5; 12/5; 69/25; 21/10; 12/5; 12/5; 5/2; 12/5; 21/10; 21/10; 5/2; 12/5; 9/5
META; spain/la-liga-segunda/gijon-v-leonesa; 2018-03-06 18:26:34 GMT+2; 2018-03-12 04:00; Nothing; Xlenovo
Cordoba; 17/20; 10/11; 10/11; 49/50; 19/20; 10/11; 10/11; 19/20; 19/20; 13/15; 13/15; 11/12; 19/20; 37/40; 9/10; 10/11; 4/7; 5/6
Draw; 23/10; 9/4; 23/10; 5/2; 40/17; 23/10; 23/10; 23/10; 12/5; 23/10; 23/10; 27/11; 23/10; 12/5; 12/5; 23/10; 3/10; 21/10
Lugo; 7/2; 14/5; 14/5; 13/4; 14/5; 14/5; 3; 14/5; 14/5; 56/19; 10/3; 27/11; 14/5; 16/5; 3; 4/11; 27/10; 
META; spain/la-liga-segunda/gijon-v-leonesa; 2018-03-07 10:57:51 GMT+2; 2018-03-11 17:00; Nothing; Xlenovo
Gijon; 8/15; 8/15; 14/25; 4/9; 8/15; 8/15; 1/2; 1/2; 8/15; 8/15; 8/15; 17/35; 1/2; 11/21; 8/15; 11/20; 1/2; 1/2; 2/5; 1/2
Draw; 3; 29/10; 31/10; 3; 29/10; 3; 14/5; 3; 14/5; 29/10; 31/10; 58/19; 3; 3; 56/19; 11/4; 11/4; ; ; 
Leonesa; 5; 31/5; 5; 24/5; 5; 11/2; 9/2; 5; 26/5; 21/4; 41/10; 24/5; 11/2; 21/4; 21/4; 9/2; 22/5; ; ; 
META; spain/la-liga-segunda/gijon-v-leonesa; 2018-03-07 14:25:26 GMT+2; 2018-03-11 17:00; Nothing; Xlenovo
Gijon; 8/15; 8/15; 14/25; 4/9; 8/15; 8/15; 1/2; 8/15; 8/15; 8/15; 8/15; 17/35; 1/2; 11/21; 8/15; 11/20; 1/2; 1/2; 2/5; 1/2; 1/2
Draw; 3; 29/10; 31/10; 3; 29/10; 3; 3; 14/5; 29/10; 31/10; 58/19; 3; 3; 56/19; 14/5; 11/4; 3; ; ; ; 
Leonesa; 5; 31/5; 5; 24/5; 5; 5; 9/2; 5; 26/5; 21/4; 41/10; 24/5; 11/2; 21/4; 21/4; 23/5; 22/5; 31/5; ; ; 
META; spain/la-liga-segunda/gijon-v-leonesa; 2018-03-07 18:25:54 GMT+2; 2018-03-11 17:00; Nothing; Xlenovo
Gijon; 8/15; 8/15; 14/25; 4/9; 4/9; 8/15; 8/15; 1/2; 1/2; 8/15; 8/15; 8/15; 17/35; 1/2; 11/21; 8/15; 11/20; 1/2; 1/2; 2/5; 1/2; 1/2; 8/15
Draw; 3; 29/10; 31/10; 3; 3; 29/10; 3; 14/5; 3; 14/5; 29/10; 31/10; 58/19; 3; 3; 56/19; 14/5; 11/4; 3; ; ; ; 
Leonesa; 5; 31/5; 5; 24/5; 5; 11/2; 9/2; 5; 26/5; 21/4; 41/10; 24/5; 11/2; 21/4; 21/4; 23/5; 22/5; 31/5; 32/5; ; ; ; 
META; spain/la-liga-segunda/gijon-v-leonesa; 2018-03-07 22:25:10 GMT+2; 2018-03-11 17:00; Nothing; Xlenovo
Gijon; 8/15; 8/15; 14/25; 4/9; 1/2; 4/9; 8/15; 8/15; 1/2; 8/15; 8/15; 8/15; 8/15; 1/2; 1/2; 11/21; 8/15; 11/20; 1/2; 18/35; 2/5; 1/2; 1/2; 8/15
Draw; 3; 29/10; 31/10; 3; 3; 29/10; 3; 3; 14/5; 56/19; 31/10; 58/19; 3; 3; 11/4; 11/4; 3; ; ; ; ; ; ; 
Leonesa; 5; 31/5; 5; 5; 24/5; 5; 5; 9/2; 5; 53/10; 21/4; 41/10; 24/5; 11/2; 21/4; 91/17; 9/2; 22/5; 31/5; 32/5; ; ; ; 
META; spain/la-liga-segunda/gijon-v-leonesa; 2018-03-08 02:25:00 GMT+2; 2018-03-11 17:00; Nothing; Xlenovo
Gijon; 8/15; 8/15; 14/25; 4/9; 1/2; 4/9; 8/15; 8/15; 1/2; 1/2; 8/15; 8/15; 8/15; 1/2; 1/2; 11/21; 8/15; 11/20; 1/2; 18/35; 2/5; 1/2; 1/2; 8/15
Draw; 3; 29/10; 31/10; 3; 3; 29/10; 3; 14/5; 3; 14/5; 56/19; 31/10; 58/19; 3; 3; 11/4; 11/4; 3; ; ; ; ; ; 
Leonesa; 5; 31/5; 5; 5; 24/5; 5; 11/2; 9/2; 5; 53/10; 21/4; 41/10; 24/5; 11/2; 21/4; 91/17; 9/2; 22/5; 31/5; 32/5; ; ; ; 
META; spain/la-liga-segunda/gijon-v-leonesa; 2018-03-08 10:25:00 GMT+2; 2018-03-11 17:00; Nothing; Xlenovo
Gijon; 8/15; 8/15; 14/25; 4/9; 1/2; 4/9; 8/15; 8/15; 1/2; 1/2; 8/15; 8/15; 8/15; 1/2; 1/2; 11/21; 8/15; 11/20; 1/2; 1/2; 2/5; 1/2; 8/15
Draw; 3; 29/10; 31/10; 3; 3; 29/10; 3; 14/5; 3; 14/5; 56/19; 31/10; 58/19; 3; 3; 14/5; 3; ; ; ; ; ; 
Leonesa; 5; 31/5; 5; 5; 24/5; 5; 11/2; 9/2; 5; 27/5; 21/4; 41/10; 24/5; 11/2; 21/4; 60/11; 9/2; 31/5; 32/5; ; ; ; 
META; spain/la-liga-segunda/gijon-v-leonesa; 2018-03-08 14:25:25 GMT+2; 2018-03-11 17:00; Nothing; Xlenovo
Gijon; 8/15; 8/15; 11/20; 4/9; 1/2; 4/9; 8/15; 8/15; 1/2; 1/2; 8/15; 8/15; 8/15; 1/2; 1/2; 11/21; 8/15; 11/20; 1/2; 18/35; 2/5; 1/2; 1/2; 1/8
Draw; 3; 29/10; 31/10; 3; 3; 29/10; 3; 14/5; 3; 14/5; 56/19; 31/10; 58/19; 3; 3; 14/5; 27/10; 3; ; ; ; ; ; 
Leonesa; 5; 63/10; 5; 5; 24/5; 5; 11/2; 9/2; 5; 27/5; 21/4; 41/10; 24/5; 11/2; 21/4; 60/11; 9/2; 23/5; 31/5; ; ; ; ; 
META; spain/la-liga-segunda/gijon-v-leonesa; 2018-03-08 18:25:23 GMT+2; 2018-03-11 17:00; Nothing; Xlenovo
Gijon; 8/15; 8/15; 11/20; 4/9; 1/2; 4/9; 8/15; 8/15; 1/2; 8/15; 8/15; 11/20; 8/15; 8/15; 1/2; 1/2; 11/21; 8/15; 11/20; 1/2; 2/5; 1/2; 1/2; 8/15
Draw; 3; 29/10; 31/10; 3; 3; 29/10; 3; 14/5; 3; 14/5; 3; 14/5; 56/19; 31/10; 58/19; 3; 3; 11/4; 27/10; 3; ; ; ; 
Leonesa; 5; 63/10; 5; 5; 24/5; 5; 5; 9/2; 5; 27/5; 21/4; 41/10; 24/5; 11/2; 21/4; 9/2; 23/5; 31/5; 32/5; ; ; ; ; 
META; spain/la-liga-segunda/gijon-v-leonesa; 2018-03-08 22:25:01 GMT+2; 2018-03-11 17:00; Nothing; Xlenovo
Gijon; 8/15; 8/15; 11/20; 4/9; 1/2; 4/9; 8/15; 8/15; 1/2; 8/15; 8/15; 11/20; 8/15; 8/15; 1/2; 1/2; 11/21; 8/15; 11/20; 1/2; 2/5; 1/2; 1/2; 8/15
Draw; 3; 29/10; 31/10; 3; 3; 29/10; 3; 14/5; 3; 14/5; 3; 14/5; 56/19; 31/10; 58/19; 3; 3; 11/4; 27/10; 3; ; ; ; 
Leonesa; 5; 63/10; 5; 5; 24/5; 5; 5; 9/2; 5; 27/5; 21/4; 41/10; 24/5; 11/2; 21/4; 9/2; 23/5; 31/5; 32/5; ; ; ; ; 
META; spain/la-liga-segunda/gijon-v-leonesa; 2018-03-09 02:25:49 GMT+2; 2018-03-11 17:00; Nothing; Xlenovo
Gijon; 8/15; 8/15; 11/20; 4/9; 1/2; 4/9; 8/15; 8/15; 1/2; 1/2; 8/15; 11/20; 8/15; 8/15; 1/2; 1/2; 11/21; 8/15; 11/20; 1/2; 2/5; 1/2; 8/15
Draw; 3; 29/10; 31/10; 3; 3; 29/10; 3; 14/5; 3; 14/5; 3; 14/5; 56/19; 31/10; 58/19; 3; 3; 11/4; 3; ; ; ; 
Leonesa; 5; 63/10; 5; 5; 24/5; 5; 11/2; 9/2; 5; 27/5; 21/4; 41/10; 24/5; 11/2; 21/4; 9/2; 31/5; 32/5; ; ; ; ; 
META; spain/la-liga-segunda/gijon-v-leonesa; 2018-03-09 10:25:04 GMT+2; 2018-03-11 17:00; Nothing; Xlenovo
Gijon; 8/15; 8/15; 11/20; 4/9; 1/2; 4/9; 8/15; 8/15; 1/2; 8/15; 8/15; 11/20; 8/15; 8/15; 1/2; 8/15; 11/21; 8/15; 11/20; 1/2; 2/5; 1/2; 1/2; 8/15
Draw; 3; 29/10; 31/10; 3; 3; 29/10; 3; 14/5; 3; 14/5; 3; 14/5; 56/19; 31/10; 58/19; 3; 3; 11/4; 27/10; 3; ; ; ; 
Leonesa; 5; 63/10; 5; 5; 24/5; 5; 5; 9/2; 5; 27/5; 21/4; 41/10; 24/5; 11/2; 21/4; 9/2; 23/5; 31/5; 32/5; ; ; ; ; 
META; spain/la-liga-segunda/gijon-v-leonesa; 2018-03-09 14:25:31 GMT+2; 2018-03-11 17:00; Nothing; Xlenovo
Gijon; 8/15; 8/15; 11/20; 4/9; 1/2; 4/9; 8/15; 8/15; 1/2; 8/15; 8/15; 11/20; 8/15; 8/15; 1/2; 8/15; 11/21; 8/15; 11/20; 1/2; 2/5; 1/2; 1/2; 8/15
Draw; 3; 29/10; 31/10; 3; 3; 29/10; 3; 14/5; 3; 14/5; 3; 14/5; 56/19; 31/10; 58/19; 3; 3; 11/4; 27/10; 3; ; ; ; 
Leonesa; 5; 63/10; 5; 5; 24/5; 5; 5; 9/2; 5; 27/5; 21/4; 41/10; 24/5; 11/2; 21/4; 9/2; 23/5; 31/5; 32/5; ; ; ; ; 
META; spain/la-liga-segunda/gijon-v-leonesa; 2018-03-09 18:25:45 GMT+2; 2018-03-11 17:00; Nothing; Xlenovo
Gijon; 8/15; 8/15; 11/20; 4/9; 1/2; 4/9; 8/15; 8/15; 1/2; 8/15; 8/15; 8/15; 8/15; 8/15; 1/2; 8/15; 11/21; 8/15; 11/20; 1/2; 18/35; 2/5; 4/9; 1/2; 8/15
Draw; 3; 29/10; 31/10; 3; 3; 29/10; 3; 14/5; 3; 29/10; 3; 14/5; 56/19; 31/10; 58/19; 3; 3; 14/5; 11/4; 3; ; ; ; ; 
Leonesa; 5; 63/10; 5; 5; 24/5; 5; 5; 9/2; 5; 5; 27/5; 21/4; 41/10; 24/5; 11/2; 21/4; 60/11; 23/5; 23/5; 31/5; 32/5; ; ; ; 
META; spain/la-liga-segunda/gijon-v-leonesa; 2018-03-09 22:25:33 GMT+2; 2018-03-11 17:00; Nothing; Xlenovo
Gijon; 8/15; 8/15; 8/15; 11/20; 4/9; 1/2; 4/9; 8/15; 8/15; 1/2; 8/15; 8/15; 8/15; 8/15; 8/15; 1/2; 8/15; 11/21; 8/15; 11/20; 1/2; 18/35; 4/9; 1/2; 1/2; 8/15
Draw; 3; 29/10; 3; 31/10; 3; 3; 29/10; 3; 14/5; 3; 29/10; 3; 14/5; 56/19; 31/10; 58/19; 3; 3; 3; 14/5; 3; ; ; ; ; 
Leonesa; 5; 9/2; 63/10; 5; 5; 24/5; 5; 5; 9/2; 5; 5; 27/5; 21/4; 41/10; 24/5; 11/2; 21/4; 60/11; 28/5; 31/5; 32/5; ; ; ; ; 
META; spain/la-liga-segunda/gijon-v-leonesa; 2018-03-10 02:24:41 GMT+2; 2018-03-11 17:00; Nothing; Xlenovo
