META; spain/la-liga-segunda/reus-deportiu-v-granada; 2017-12-11 02:22:10 GMT+2; 2017-12-16 17:00; Nothing; Xlenovo
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Granada; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Reus Deportiu; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/reus-deportiu-v-granada; 2017-12-11 10:22:23 GMT+2; 2017-12-16 17:00; Nothing; Xlenovo
Reus Deportiu; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 89/50; ; ; ; ; ; ; ; 4/6; ; 
Granada; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2; ; ; ; ; ; ; ; 8/11; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2; ; ; ; ; ; ; ; 8/11; ; 
META; spain/la-liga-segunda/reus-deportiu-v-granada; 2017-12-11 14:23:06 GMT+2; 2017-12-16 17:00; Nothing; Xlenovo
Reus Deportiu; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 89/50; ; ; ; ; ; ; ; 4/5; ; 
Granada; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2; ; ; ; ; ; ; ; 5/6; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2; ; ; ; ; ; ; ; 9/10; ; 
META; spain/la-liga-segunda/reus-deportiu-v-granada; 2017-12-11 18:23:17 GMT+2; 2017-12-16 17:00; Nothing; Xlenovo
Granada; 29/20; 6/4; 16/11; ; 16/11; ; ; ; 8/5; 29/20; 8/5; 6/4; ; ; 8/5; ; 16/11; 6/4; 89/50; 19/13; 17/11; ; 13/8; 31/20; 6/4; ; 11/8; 7/5; 
Draw; 19/10; 9/5; 19/10; ; 37/19; ; ; ; 37/19; 19/10; 19/10; 15/8; ; ; 15/8; ; 37/19; 19/10; 2; 31/16; 19/10; ; 19/10; 19/10; 19/10; ; 7/4; 9/5; 
Reus Deportiu; 11/5; 2; 19/10; ; 21/10; ; ; ; 37/19; 19/10; 2; 2; ; ; 2; ; 21/10; 39/19; 2; 11/6; 19/10; ; 21/10; 2; 39/19; ; 9/5; 9/5; 
META; spain/la-liga-segunda/reus-deportiu-v-granada; 2017-12-11 22:23:40 GMT+2; 2017-12-16 17:00; Nothing; Xlenovo
Granada; 29/20; 6/4; 16/11; ; 16/11; ; ; ; 8/5; 29/20; 8/5; 6/4; ; ; 8/5; ; 16/11; 6/4; 13/8; 13/9; 17/11; ; 8/5; 31/20; 6/4; ; 11/8; 27/20; 
Draw; 19/10; 9/5; 19/10; ; 37/19; ; ; ; 37/19; 19/10; 19/10; 15/8; ; ; 15/8; ; 37/19; 24/13; 199/100; 23/12; 19/10; ; 19/10; 19/10; 19/10; ; 7/4; 9/5; 
Reus Deportiu; 11/5; 2; 2; ; 21/10; ; ; ; 37/19; 2; 2; 2; ; 2; 2; ; 21/10; 39/19; 111/50; 15/8; 19/10; ; 85/40; 2; 39/19; ; 19/10; 15/8; 
META; spain/la-liga-segunda/reus-deportiu-v-granada; 2017-12-12 02:23:25 GMT+2; 2017-12-16 17:00; Nothing; Xlenovo
Granada; 29/20; 29/20; 16/11; ; 16/11; ; ; ; 8/5; 29/20; 8/5; 7/5; 6/4; 29/20; 6/4; 7/5; 16/11; 6/4; 13/8; 13/9; 17/11; 7/5; 6/4; 31/20; 6/4; ; 11/8; 13/10; 
Draw; 19/10; 15/8; 19/10; ; 37/19; ; ; ; 37/19; 19/10; 2; 2; 15/8; ; 15/8; 19/10; 37/19; 19/10; 199/100; 23/12; 19/10; 9/5; 2; 19/10; 19/10; ; 9/5; 9/5; 
Reus Deportiu; 11/5; 2; 2; ; 21/10; ; ; ; 37/19; 2; 2; 2; ; 2; 21/10; 2; 21/10; 39/19; 111/50; 15/8; 19/10; 15/8; 85/40; 2; 21/10; ; 19/10; 19/10; 
META; spain/la-liga-segunda/reus-deportiu-v-granada; 2017-12-12 10:23:49 GMT+2; 2017-12-16 17:00; Nothing; Xlenovo
Granada; 29/20; 29/20; 16/11; ; 16/11; ; ; ; 8/5; 29/20; 8/5; 7/5; 6/4; 29/20; 6/4; 7/5; 16/11; 6/4; 13/8; 13/9; 17/11; 7/5; 6/4; 31/20; 6/4; ; 11/8; 13/10; 
Draw; 19/10; 15/8; 19/10; ; 37/19; ; ; ; 37/19; 19/10; 2; 2; 15/8; ; 15/8; 19/10; 37/19; 19/10; 199/100; 23/12; 19/10; 9/5; 2; 19/10; 19/10; ; 9/5; 9/5; 
Reus Deportiu; 11/5; 2; 2; ; 21/10; ; ; ; 37/19; 2; 2; 2; ; 2; 21/10; 2; 21/10; 39/19; 111/50; 15/8; 19/10; 15/8; 85/40; 2; 21/10; ; 9/5; 19/10; 
META; spain/la-liga-segunda/reus-deportiu-v-granada; 2017-12-12 14:24:57 GMT+2; 2017-12-16 17:00; Nothing; Xlenovo
Granada; 29/20; 29/20; 16/11; 29/20; 16/11; ; ; ; 8/5; 29/20; 8/5; 6/4; 6/4; 29/20; 6/4; 7/5; 16/11; 6/4; 13/8; 13/9; 17/11; 7/5; 31/20; 31/20; 6/4; ; 11/8; 13/10; 
Draw; 19/10; 15/8; 19/10; 15/8; 37/19; ; ; ; 37/19; 19/10; 2; 15/8; 15/8; ; 15/8; 15/8; 37/19; 19/10; 199/100; 23/12; 19/10; 9/5; 2; 19/10; 19/10; ; 9/5; 9/5; 
Reus Deportiu; 11/5; 2; 2; 2; 21/10; ; ; ; 37/19; 2; 2; 2; ; 2; 21/10; 2; 21/10; 39/19; 111/50; 15/8; 19/10; 15/8; 21/10; 2; 21/10; ; 9/5; 19/10; 
META; spain/la-liga-segunda/reus-deportiu-v-granada; 2017-12-12 18:26:01 GMT+2; 2017-12-16 17:00; Nothing; Xlenovo
Granada; 29/20; 29/20; 16/11; 29/20; 16/11; ; ; ; 8/5; 29/20; 8/5; 6/4; 6/4; 29/20; 6/4; 7/5; 16/11; 6/4; 13/8; 13/9; 17/11; 7/5; 6/4; 31/20; 6/4; ; 7/5; 13/10; 
Draw; 19/10; 15/8; 19/10; 15/8; 37/19; ; ; ; 37/19; 19/10; 2; 15/8; 15/8; ; 15/8; 15/8; 37/19; 19/10; 199/ 100; 23/12; 19/10; 9/5; 2; 19/10; 19/10; ; 9/5; 9/5; 
Reus Deportiu; 11/5; 2; 2; 2; 21/10; ; ; ; 37/19; 2; 2; 2; ; 2; 21/10; 2; 21/10; 39/19; 111/ 50; 15/8; 19/10; 15/8; 85/40; 2; 21/10; ; 9/5; 19/10; 
META; spain/la-liga-segunda/reus-deportiu-v-granada; 2017-12-12 22:26:37 GMT+2; 2017-12-16 17:00; Nothing; Xlenovo
Granada; 29/20; 29/20; 16/11; 29/20; 16/11; ; 7/5; ; 8/5; 29/20; 8/5; 6/4; 6/4; 29/20; 6/4; 7/5; 16/11; 6/4; 13/8; 13/9; 17/11; 7/5; 6/4; 31/20; 6/4; ; 6/4; 13/10; 13/8
Draw; 19/10; 15/8; 19/10; 15/8; 37/19; ; 15/8; ; 37/19; 19/10; 2; 15/8; 15/8; ; 15/8; 15/8; 37/19; 19/10; 199/ 100; 23/12; 19/10; 9/5; 2; 19/10; 19/10; ; 9/5; 9/5; 19/10
Reus Deportiu; 11/5; 2; 2; 2; 21/10; ; 2; ; 37/19; 2; 2; 2; 2; 2; 21/10; 2; 21/10; 21/10; 111/ 50; 15/8; 19/10; 15/8; 85/40; 2; 21/10; ; 2; 19/10; 11/5
META; spain/la-liga-segunda/reus-deportiu-v-granada; 2017-12-13 02:23:19 GMT+2; 2017-12-16 17:00; Nothing; Xlenovo
Granada; 29/20; 29/20; 16/11; 29/20; 16/11; ; 7/5; ; 8/5; 29/20; 8/5; 6/4; 6/4; 29/20; 6/4; 7/5; 16/11; 6/4; 13/8; 13/9; 17/11; 7/5; 6/4; 31/20; 6/4; ; 6/4; 13/10; 13/8
Draw; 19/10; 15/8; 19/10; 15/8; 37/19; ; 15/8; ; 37/19; 19/10; 2; 15/8; 15/8; ; 15/8; 15/8; 37/19; 19/10; 199/ 100; 23/12; 19/10; 9/5; 2; 19/10; 19/10; ; 9/5; 9/5; 19/10
Reus Deportiu; 11/5; 2; 2; 2; 21/10; ; 2; ; 37/19; 2; 2; 2; 2; 2; 21/10; 2; 21/10; 21/10; 111/ 50; 15/8; 19/10; 15/8; 85/40; 2; 21/10; ; 2; 19/10; 11/5
