META; spain/la-liga-segunda/alcorcon-v-gijon; 2017-08-11 18:23:36 GMT+3; 2017-08-19 18:00; Nothing; Xlenovo
Gijon; ; ; ; ; ; 17/10; ; ; ; ; ; ; ; ; ; ; 9/5; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; 7/4; ; ; ; ; ; ; ; ; ; ; 24/13; ; ; ; ; ; ; ; ; ; ; ; 
META; spain/la-liga-segunda/alcorcon-v-gijon; 2017-08-11 22:23:38 GMT+3; 2017-08-19 18:00; Nothing; Xlenovo
Alcorcon; 29/20; ; ; ; ; 13/8; 17/10; ; 7/4; ; ; ; 8/5; ; ; ; 17/10; 7/4; 17/11; ; ; 7/4; ; 6/4; ; ; ; ; 
Gijon; 9/5; ; ; ; ; 17/10; 19/10; ; 6/4; ; ; ; 9/5; ; ; ; 9/5; 6/4; 17/10; ; ; 6/4; ; 13/8; ; ; ; ; 
Draw; 2; ; ; ; ; 7/4; 2; ; 28/13; ; ; ; 21/10; ; ; ; 24/13; 21/10; 39/19; ; ; 28/13; ; 15/8; ; ; ; ; 
META; spain/la-liga-segunda/alcorcon-v-gijon; 2017-08-12 02:24:43 GMT+3; 2017-08-19 18:00; Nothing; Xlenovo
Alcorcon; 29/20; ; ; ; ; 13/8; 17/10; ; 7/4; ; ; ; 8/5; ; ; ; 17/10; 7/4; 17/11; 89/50; ; 7/4; ; 6/4; ; ; ; ; 
Gijon; 9/5; ; ; ; ; 17/10; 19/10; ; 6/4; ; ; ; 9/5; ; ; ; 9/5; 6/4; 17/10; 2; ; 6/4; ; 13/8; ; ; ; ; 
Draw; 2; ; ; ; ; 7/4; 2; ; 28/13; ; ; ; 21/10; ; ; ; 24/13; 21/10; 39/19; 2; ; 28/13; ; 15/8; ; ; ; ; 
META; spain/la-liga-segunda/alcorcon-v-gijon; 2017-08-12 10:23:23 GMT+3; 2017-08-19 18:00; Nothing; Xlenovo
Alcorcon; 8/5; ; ; ; ; 13/8; 13/8; ; 7/4; ; ; ; 8/5; ; ; ; 17/10; 7/4; 6/4; 89/50; ; 7/4; ; 6/4; ; ; ; ; 
Gijon; 19/10; ; ; ; ; 17/10; 2; ; 6/4; ; ; ; 9/5; ; ; ; 9/5; 6/4; 9/5; 2; ; 6/4; ; 13/8; ; ; ; ; 
Draw; 2; ; ; ; ; 7/4; 2; ; 28/13; ; ; ; 21/10; ; ; ; 24/13; 21/10; 37/19; 2; ; 28/13; ; 15/8; ; ; ; ; 
META; spain/la-liga-segunda/alcorcon-v-gijon; 2017-08-12 14:23:26 GMT+3; 2017-08-19 18:00; Nothing; Xlenovo
Alcorcon; 8/5; ; ; ; ; 13/8; 13/8; ; 7/4; ; ; ; 8/5; ; ; ; 17/10; 7/4; 8/5; 89/50; ; 7/4; ; 6/4; ; ; ; ; 
Gijon; 19/10; ; ; ; ; 17/10; 2; ; 6/4; ; ; ; 9/5; ; ; ; 9/5; 6/4; 17/10; 2; ; 6/4; ; 13/8; ; ; ; ; 
Draw; 2; ; ; ; ; 7/4; 2; ; 28/13; ; ; ; 21/10; ; ; ; 24/13; 21/10; 2; 2; ; 28/13; ; 15/8; ; ; ; ; 
