META; spain/la-liga-segunda/reus-deportiu-v-alcorcon; 2017-12-24 14:27:12 GMT+2; 2018-01-06 19:00; Nothing; Xlenovo
Reus Deportiu; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 37/19; ; ; ; ; ; ; ; ; ; ; 
Alcorcon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 45/17; ; ; ; ; ; ; ; ; ; ; 
META; spain/la-liga-segunda/reus-deportiu-v-alcorcon; 2017-12-24 18:27:10 GMT+2; 2018-01-06 19:00; Nothing; Xlenovo
Reus Deportiu; 23/20; ; ; ; ; ; ; ; 11/10; ; ; 6/5; ; ; 5/4; ; ; 6/5; ; 17/14; 11/10; ; 13/10; ; 6/5; ; ; 5/4; 
Alcorcon; 21/10; ; 19/10; ; ; ; ; ; 19/10; ; ; 2; ; ; 9/4; ; 2; 2; 2; 35/19; 19/10; ; 2; 2; 2; ; ; 17/10; 
META; spain/la-liga-segunda/reus-deportiu-v-alcorcon; 2017-12-25 18:27:14 GMT+2; 2018-01-06 19:00; Nothing; Xlenovo
Reus Deportiu; 17/10; ; 28/17; ; ; ; ; ; 6/4; ; ; 17/10; ; ; 7/4; ; 6/4; 28/17; 6/4; 53/35; 6/4; ; 17/10; 17/10; 17/10; ; ; 13/8; 
Draw; 2; ; 9/5; ; ; ; ; ; 37/19; ; ; 7/4; ; ; 7/4; ; 24/13; 7/4; 24/13; 39/19; 37/19; ; 2; 9/5; 9/5; ; ; 17/10; 
Alcorcon; 9/5; ; 9/5; ; ; ; ; ; 19/10; ; ; 19/10; ; ; 19/10; ; 21/10; 24/13; 21/10; 22/13; 19/10; ; 19/10; 19/10; 24/13; ; ; 13/8; 
META; spain/la-liga-segunda/reus-deportiu-v-alcorcon; 2017-12-25 22:27:16 GMT+2; 2018-01-06 19:00; Nothing; Xlenovo
Reus Deportiu; 17/10; ; 28/17; ; ; ; ; ; 6/4; ; ; 17/10; ; ; 7/4; ; 6/4; 28/17; 6/4; 53/35; 6/4; ; 17/10; 17/10; 17/10; ; ; 13/8; 
Draw; 2; ; 9/5; ; ; ; ; ; 37/19; ; ; 7/4; ; ; 7/4; ; 24/13; 7/4; 24/13; 39/19; 37/19; ; 2; 9/5; 9/5; ; ; 17/10; 
Alcorcon; 9/5; ; 9/5; ; ; ; ; ; 19/10; ; ; 19/10; ; ; 19/10; ; 21/10; 24/13; 21/10; 22/13; 19/10; ; 19/10; 19/10; 24/13; ; ; 13/8; 
META; spain/la-liga-segunda/reus-deportiu-v-alcorcon; 2017-12-26 02:27:20 GMT+2; 2018-01-06 19:00; Nothing; Xlenovo
Reus Deportiu; 17/10; ; 28/17; ; ; ; ; ; 6/4; ; ; 17/10; ; ; 7/4; ; 6/4; 28/17; 6/4; 53/35; 6/4; ; 17/10; 17/10; 17/10; ; ; 13/8; 
Draw; 2; ; 9/5; ; ; ; ; ; 37/19; ; ; 7/4; ; ; 7/4; ; 24/13; 7/4; 24/13; 39/19; 37/19; ; 2; 9/5; 9/5; ; ; 17/10; 
Alcorcon; 9/5; ; 9/5; ; ; ; ; ; 19/10; ; ; 19/10; ; ; 19/10; ; 21/10; 24/13; 21/10; 22/13; 19/10; ; 19/10; 19/10; 24/13; ; ; 13/8; 
META; spain/la-liga-segunda/reus-deportiu-v-alcorcon; 2017-12-26 10:27:42 GMT+2; 2018-01-06 19:00; Nothing; Xlenovo
Reus Deportiu; 17/10; ; 28/17; ; ; ; ; ; 6/4; ; ; 17/10; ; ; 7/4; ; 6/4; 28/17; 6/4; 53/35; 6/4; ; 17/10; 17/10; 17/10; ; ; 13/8; 
Draw; 2; ; 9/5; ; ; ; ; ; 37/19; ; ; 7/4; ; ; 7/4; ; 24/13; 7/4; 24/13; 39/19; 37/19; ; 2; 9/5; 9/5; ; ; 17/10; 
Alcorcon; 9/5; ; 9/5; ; ; ; ; ; 19/10; ; ; 19/10; ; ; 19/10; ; 21/10; 24/13; 21/10; 22/13; 19/10; ; 19/10; 19/10; 24/13; ; ; 13/8; 
META; spain/la-liga-segunda/reus-deportiu-v-alcorcon; 2017-12-26 14:29:57 GMT+2; 2018-01-06 19:00; Nothing; Xlenovo
Reus Deportiu; 13/8; ; 13/8; 17/10; ; ; ; ; 6/4; ; ; 17/10; ; ; 7/4; ; 6/4; 28/17; 6/4; 53/35; 6/4; ; ; 17/10; 28/17; ; ; 6/4; 
Draw; 2; ; 9/5; 9/5; ; ; ; ; 37/19; ; ; 7/4; ; ; 7/4; ; 24/13; 7/4; 24/13; 39/19; 37/19; ; ; 9/5; 9/5; ; ; 7/4; 
Alcorcon; 15/8; ; 9/5; 7/4; ; ; ; ; 19/10; ; ; 19/10; ; ; 19/10; ; 21/10; 24/13; 21/10; 22/13; 19/10; ; ; 19/10; 19/10; ; ; 7/4; 
META; spain/la-liga-segunda/reus-deportiu-v-alcorcon; 2017-12-26 18:27:15 GMT+2; 2018-01-06 19:00; Nothing; Xlenovo
Reus Deportiu; 13/8; ; 13/8; 17/10; ; ; ; ; 6/4; ; ; 17/10; ; ; 7/4; ; 6/4; 28/17; 6/4; 53/35; 6/4; 13/8; 17/10; 17/10; 28/17; ; ; 6/4; 
Draw; 2; ; 9/5; 9/5; ; ; ; ; 37/19; ; ; 7/4; ; ; 7/4; ; 24/13; 7/4; 24/13; 39/19; 37/19; 13/8; 19/10; 9/5; 9/5; ; ; 7/4; 
Alcorcon; 15/8; ; 9/5; 7/4; ; ; ; ; 19/10; ; ; 19/10; ; ; 19/10; ; 21/10; 24/13; 21/10; 22/13; 19/10; 9/5; 2; 19/10; 19/10; ; ; 7/4; 
META; spain/la-liga-segunda/reus-deportiu-v-alcorcon; 2017-12-26 22:26:24 GMT+2; 2018-01-06 19:00; Nothing; Xlenovo
Reus Deportiu; 17/10; ; 17/10; 17/10; ; ; ; ; 6/4; ; ; 9/5; ; ; 9/5; ; 8/5; 17/10; 8/5; 8/5; 6/4; 7/4; 9/5; 9/5; 17/10; ; ; 13/8; 
Alcorcon; 9/5; ; 7/4; 7/4; ; ; ; ; 19/10; ; ; 9/5; ; ; 19/10; ; 19/10; 9/5; 19/10; 13/8; 19/10; 7/4; 9/5; 9/5; 24/13; ; ; 13/8; 
Draw; 2; ; 9/5; 9/5; ; ; ; ; 37/19; ; ; 7/4; ; ; 17/10; ; 19/10; 7/4; 19/10; 133/ 67; 37/19; 13/8; 2; 9/5; 7/4; ; ; 13/8; 
META; spain/la-liga-segunda/reus-deportiu-v-alcorcon; 2017-12-27 02:26:24 GMT+2; 2018-01-06 19:00; Nothing; Xlenovo
Reus Deportiu; 17/10; ; 17/10; 17/10; ; ; ; ; 6/4; ; ; 9/5; ; ; 9/5; ; 28/17; 17/10; 28/17; 8/5; 6/4; 7/4; 15/8; 9/5; 7/4; ; ; 13/8; 
Alcorcon; 9/5; ; 17/10; 7/4; ; ; ; ; 19/10; ; ; 9/5; ; ; 19/10; ; 37/19; 9/5; 37/19; 13/8; 19/10; 7/4; 9/5; 9/5; 24/13; ; ; 13/8; 
Draw; 2; ; 9/5; 9/5; ; ; ; ; 37/19; ; ; 7/4; ; ; 17/10; ; 9/5; 7/4; 9/5; 133/ 67; 37/19; 13/8; 19/10; 9/5; 7/4; ; ; 13/8; 
META; spain/la-liga-segunda/reus-deportiu-v-alcorcon; 2017-12-27 10:26:33 GMT+2; 2018-01-06 19:00; Nothing; Xlenovo
Reus Deportiu; 17/10; ; 17/10; 17/10; ; ; ; ; 6/4; ; ; 9/5; ; ; 9/5; ; 28/17; 7/4; 28/17; 8/5; 6/4; 7/4; 9/5; 9/5; 7/4; ; ; ; 
Alcorcon; 9/5; ; 17/10; 7/4; ; ; ; ; 19/10; ; ; 9/5; ; ; 19/10; ; 37/19; 9/5; 37/19; 13/8; 19/10; 7/4; 9/5; 9/5; 24/13; ; ; ; 
Draw; 2; ; 9/5; 9/5; ; ; ; ; 37/19; ; ; 7/4; ; ; 17/10; ; 9/5; 7/4; 9/5; 133/ 67; 37/19; 13/8; 19/10; 9/5; 7/4; ; ; ; 
META; spain/la-liga-segunda/reus-deportiu-v-alcorcon; 2017-12-27 14:30:29 GMT+2; 2018-01-06 19:00; Nothing; Xlenovo
Reus Deportiu; 17/10; ; 17/10; 17/10; ; ; ; ; 6/4; ; ; 9/5; ; ; 9/5; ; 28/17; 28/17; 28/17; 8/5; 6/4; 7/4; 9/5; 9/5; 28/17; ; ; 13/8; 
Alcorcon; 9/5; ; 17/10; 7/4; ; ; ; ; 19/10; ; ; 9/5; ; ; 19/10; ; 37/19; 7/4; 37/19; 13/8; 19/10; 7/4; 15/8; 9/5; 9/5; ; ; 13/8; 
Draw; 2; ; 9/5; 9/5; ; ; ; ; 37/19; ; ; 7/4; ; ; 17/10; ; 9/5; 24/13; 9/5; 133/ 67; 37/19; 13/8; 19/10; 9/5; 19/10; ; ; 13/8; 
META; spain/la-liga-segunda/reus-deportiu-v-alcorcon; 2017-12-27 18:27:32 GMT+2; 2018-01-06 19:00; Nothing; Xlenovo
Reus Deportiu; 17/10; ; 17/10; 17/10; ; ; ; ; 17/10; ; ; 9/5; ; ; 9/5; ; 28/17; 7/4; 28/17; 8/5; 28/17; 7/4; 9/5; 9/5; 7/4; ; ; 13/8; 
Alcorcon; 9/5; ; 17/10; 7/4; ; ; ; ; 2; ; ; 9/5; ; ; 19/10; ; 37/19; 9/5; 37/19; 13/8; 37/19; 7/4; 9/5; 9/5; 24/13; ; ; 13/8; 
Draw; 2; ; 9/5; 9/5; ; ; ; ; 9/5; ; ; 7/4; ; ; 17/10; ; 9/5; 7/4; 9/5; 133/ 67; 7/4; 13/8; 19/10; 9/5; 7/4; ; ; 13/8; 
META; spain/la-liga-segunda/reus-deportiu-v-alcorcon; 2017-12-27 22:28:00 GMT+2; 2018-01-06 19:00; Nothing; Xlenovo
Reus Deportiu; 17/10; ; 17/10; 17/10; ; ; ; ; 17/10; ; ; 17/10; ; ; 9/5; ; 28/17; 17/10; 28/17; 8/5; 28/17; 13/8; 9/5; 9/5; 7/4; ; ; 8/5; 
Alcorcon; 9/5; ; 7/4; 7/4; ; ; ; ; 2; ; ; 15/8; ; ; 19/10; ; 37/19; 9/5; 37/19; 13/8; 37/19; 9/5; 19/10; 37/20; 24/13; ; ; 17/10; 
Draw; 2; ; 9/5; 9/5; ; ; ; ; 9/5; ; ; 7/4; ; ; 17/10; ; 9/5; 17/10; 9/5; 133/ 67; 7/4; 13/8; 19/10; 9/5; 7/4; ; ; 17/10; 
META; spain/la-liga-segunda/reus-deportiu-v-alcorcon; 2017-12-28 02:28:42 GMT+2; 2018-01-06 19:00; Nothing; Xlenovo
Reus Deportiu; 17/10; ; 17/10; 17/10; ; ; ; ; 17/10; ; ; 17/10; ; ; 9/5; ; 28/17; 17/10; 28/17; 8/5; 28/17; 13/8; 9/5; 9/5; 7/4; ; ; 8/5; 
Alcorcon; 9/5; ; 7/4; 7/4; ; ; ; ; 2; ; ; 15/8; ; ; 19/10; ; 37/19; 9/5; 37/19; 13/8; 37/19; 9/5; 19/10; 37/20; 24/13; ; ; 17/10; 
Draw; 2; ; 9/5; 9/5; ; ; ; ; 9/5; ; ; 7/4; ; ; 17/10; ; 9/5; 17/10; 9/5; 133/ 67; 7/4; 13/8; 19/10; 9/5; 7/4; ; ; 17/10; 
META; spain/la-liga-segunda/reus-deportiu-v-alcorcon; 2017-12-28 10:27:26 GMT+2; 2018-01-06 19:00; Nothing; Xlenovo
Reus Deportiu; 17/10; ; 17/10; 17/10; ; ; ; ; 17/10; ; ; 17/10; ; ; 9/5; ; 28/17; 17/10; 28/17; 8/5; 28/17; 13/8; 9/5; 9/5; 7/4; ; ; 8/5; 
Alcorcon; 9/5; ; 7/4; 7/4; ; ; ; ; 2; ; ; 15/8; ; ; 19/10; ; 37/19; 9/5; 37/19; 13/8; 37/19; 9/5; 19/10; 37/20; 24/13; ; ; 17/10; 
Draw; 2; ; 9/5; 9/5; ; ; ; ; 9/5; ; ; 7/4; ; ; 17/10; ; 9/5; 17/10; 9/5; 133/ 67; 7/4; 13/8; 19/10; 9/5; 7/4; ; ; 17/10; 
META; spain/la-liga-segunda/reus-deportiu-v-alcorcon; 2017-12-28 14:27:44 GMT+2; 2018-01-06 19:00; Nothing; Xlenovo
Reus Deportiu; 17/10; ; 17/10; 17/10; ; ; ; ; 17/10; ; ; 17/10; ; ; 9/5; ; 28/17; 17/10; 28/17; 8/5; 28/17; 13/8; 9/5; 9/5; 7/4; ; ; 8/5; 
Alcorcon; 9/5; ; 7/4; 7/4; ; ; ; ; 2; ; ; 15/8; ; ; 19/10; ; 37/19; 9/5; 37/19; 13/8; 37/19; 9/5; 19/10; 37/20; 24/13; ; ; 17/10; 
Draw; 2; ; 9/5; 9/5; ; ; ; ; 9/5; ; ; 7/4; ; ; 17/10; ; 9/5; 17/10; 9/5; 133/ 67; 7/4; 13/8; 19/10; 9/5; 7/4; ; ; 17/10; 
META; spain/la-liga-segunda/reus-deportiu-v-alcorcon; 2017-12-28 18:27:35 GMT+2; 2018-01-06 19:00; Nothing; Xlenovo
Reus Deportiu; 17/10; ; 17/10; 17/10; ; ; ; ; 17/10; ; ; 17/10; ; ; 9/5; ; 28/17; 17/10; 28/17; 8/5; 28/17; 13/8; 9/5; 9/5; 7/4; ; ; 8/5; 
Alcorcon; 9/5; ; 7/4; 7/4; ; ; ; ; 2; ; ; 15/8; ; ; 19/10; ; 37/19; 24/13; 37/19; 13/8; 37/19; 9/5; 19/10; 37/20; 24/13; ; ; 17/10; 
Draw; 2; ; 9/5; 9/5; ; ; ; ; 9/5; ; ; 7/4; ; ; 17/10; ; 9/5; 17/10; 9/5; 133/ 67; 7/4; 13/8; 19/10; 9/5; 7/4; ; ; 17/10; 
META; spain/la-liga-segunda/reus-deportiu-v-alcorcon; 2017-12-28 22:27:35 GMT+2; 2018-01-06 19:00; Nothing; Xlenovo
Reus Deportiu; 17/10; ; 17/10; 17/10; ; ; ; ; 17/10; ; ; 17/10; ; ; 9/5; ; 28/17; 17/10; 28/17; 8/5; 28/17; 13/8; 9/5; 9/5; 7/4; ; ; 8/5; 
Alcorcon; 9/5; ; 7/4; 7/4; ; ; ; ; 2; ; ; 15/8; ; ; 19/10; ; 37/19; 9/5; 37/19; 13/8; 37/19; 9/5; 19/10; 37/20; 24/13; ; ; 17/10; 
Draw; 2; ; 9/5; 9/5; ; ; ; ; 9/5; ; ; 7/4; ; ; 17/10; ; 9/5; 17/10; 9/5; 133/ 67; 7/4; 13/8; 19/10; 9/5; 7/4; ; ; 17/10; 
META; spain/la-liga-segunda/reus-deportiu-v-alcorcon; 2017-12-29 02:27:23 GMT+2; 2018-01-06 19:00; Nothing; Xlenovo
Reus Deportiu; 17/10; ; 17/10; 17/10; ; ; ; ; 17/10; ; ; 17/10; ; ; 9/5; ; 28/17; 17/10; 28/17; 8/5; 28/17; 13/8; 9/5; 9/5; 7/4; ; ; 8/5; 
Alcorcon; 9/5; ; 7/4; 7/4; ; ; ; ; 2; ; ; 15/8; ; ; 19/10; ; 37/19; 9/5; 37/19; 13/8; 37/19; 9/5; 19/10; 37/20; 24/13; ; ; 17/10; 
Draw; 2; ; 9/5; 9/5; ; ; ; ; 9/5; ; ; 7/4; ; ; 17/10; ; 9/5; 17/10; 9/5; 133/ 67; 7/4; 13/8; 19/10; 9/5; 7/4; ; ; 17/10; 
META; spain/la-liga-segunda/reus-deportiu-v-alcorcon; 2017-12-29 10:27:28 GMT+2; 2018-01-06 19:00; Nothing; Xlenovo
Reus Deportiu; 17/10; ; 17/10; 17/10; ; ; ; ; 17/10; ; ; 17/10; ; ; 9/5; ; 28/17; 17/10; 28/17; 8/5; 28/17; 13/8; 9/5; 9/5; 7/4; ; ; 8/5; 
Alcorcon; 9/5; ; 7/4; 7/4; ; ; ; ; 2; ; ; 15/8; ; ; 19/10; ; 37/19; 24/13; 37/19; 13/8; 37/19; 9/5; 19/10; 37/20; 24/13; ; ; 17/10; 
Draw; 2; ; 9/5; 9/5; ; ; ; ; 9/5; ; ; 7/4; ; ; 17/10; ; 9/5; 17/10; 9/5; 133/ 67; 7/4; 13/8; 19/10; 9/5; 7/4; ; ; 17/10; 
META; spain/la-liga-segunda/reus-deportiu-v-alcorcon; 2017-12-29 18:27:41 GMT+2; 2018-01-06 19:00; Nothing; Xlenovo
Reus Deportiu; 17/10; ; 17/10; 17/10; ; ; ; ; 17/10; ; ; 17/10; ; ; 9/5; ; 28/17; 17/10; 28/17; 8/5; 28/17; 13/8; 9/5; 9/5; 7/4; ; ; 8/5; 
Alcorcon; 9/5; ; 7/4; 7/4; ; ; ; ; 2; ; ; 15/8; ; ; 19/10; ; 37/19; 24/13; 37/19; 13/8; 37/19; 9/5; 19/10; 37/20; 24/13; ; ; 17/10; 
Draw; 2; ; 9/5; 9/5; ; ; ; ; 9/5; ; ; 7/4; ; ; 17/10; ; 9/5; 17/10; 9/5; 133/ 67; 7/4; 13/8; 19/10; 9/5; 7/4; ; ; 17/10; 
META; spain/la-liga-segunda/reus-deportiu-v-alcorcon; 2017-12-29 22:27:41 GMT+2; 2018-01-06 19:00; Nothing; Xlenovo
Reus Deportiu; 17/10; ; 17/10; 17/10; ; ; ; ; 17/10; ; ; 17/10; ; ; 9/5; ; 28/17; 7/4; 28/17; 8/5; 28/17; 13/8; 9/5; 9/5; 7/4; ; ; 8/5; 
Alcorcon; 9/5; ; 7/4; 7/4; ; ; ; ; 2; ; ; 15/8; ; ; 19/10; ; 37/19; 24/13; 37/19; 13/8; 37/19; 9/5; 19/10; 37/20; 24/13; ; ; 17/10; 
Draw; 2; ; 9/5; 9/5; ; ; ; ; 9/5; ; ; 7/4; ; ; 17/10; ; 9/5; 17/10; 9/5; 133/ 67; 7/4; 13/8; 19/10; 9/5; 7/4; ; ; 17/10; 
META; spain/la-liga-segunda/reus-deportiu-v-alcorcon; 2017-12-30 02:27:35 GMT+2; 2018-01-06 19:00; Nothing; Xlenovo
Reus Deportiu; 17/10; 17/10; 17/10; 17/10; ; ; ; ; 17/10; ; ; 17/10; ; ; 9/5; ; 28/17; 17/10; 28/17; 8/5; 28/17; 13/8; 9/5; 9/5; 7/4; ; ; 8/5; 
Alcorcon; 9/5; 7/4; 7/4; 7/4; ; ; ; ; 2; ; ; 15/8; ; ; 19/10; ; 37/19; 24/13; 37/19; 13/8; 37/19; 9/5; 19/10; 37/20; 24/13; ; ; 17/10; 
Draw; 2; 9/5; 9/5; 9/5; ; ; ; ; 9/5; ; ; 7/4; ; ; 17/10; ; 9/5; 17/10; 9/5; 133/ 67; 7/4; 13/8; 19/10; 9/5; 7/4; ; ; 17/10; 
META; spain/la-liga-segunda/reus-deportiu-v-alcorcon; 2017-12-30 10:27:30 GMT+2; 2018-01-06 19:00; Nothing; Xlenovo
Reus Deportiu; 17/10; 17/10; 17/10; 17/10; ; ; ; ; 17/10; ; ; 17/10; ; ; 9/5; ; 28/17; 17/10; 28/17; 8/5; 28/17; 13/8; 9/5; 9/5; 7/4; ; ; 8/5; 
Alcorcon; 9/5; 7/4; 7/4; 7/4; ; ; ; ; 2; ; ; 15/8; ; ; 19/10; ; 37/19; 24/13; 37/19; 13/8; 37/19; 9/5; 19/10; 37/20; 24/13; ; ; 17/10; 
Draw; 2; 9/5; 9/5; 9/5; ; ; ; ; 9/5; ; ; 7/4; ; ; 17/10; ; 9/5; 17/10; 9/5; 133/ 67; 7/4; 13/8; 19/10; 9/5; 7/4; ; ; 17/10; 
META; spain/la-liga-segunda/reus-deportiu-v-alcorcon; 2017-12-30 14:28:22 GMT+2; 2018-01-06 19:00; Nothing; Xlenovo
Reus Deportiu; 17/10; 17/10; 17/10; 17/10; ; ; ; ; 17/10; ; ; 17/10; ; ; 9/5; ; 28/17; 17/10; 28/17; 8/5; 28/17; 13/8; 9/5; 9/5; 7/4; ; ; 8/5; 
Alcorcon; 9/5; 7/4; 7/4; 7/4; ; ; ; ; 2; ; ; 15/8; ; ; 19/10; ; 37/19; 24/13; 37/19; 13/8; 37/19; 9/5; 19/10; 37/20; 24/13; ; ; 17/10; 
Draw; 2; 9/5; 9/5; 9/5; ; ; ; ; 9/5; ; ; 7/4; ; ; 17/10; ; 9/5; 17/10; 9/5; 133/ 67; 7/4; 13/8; 19/10; 9/5; 7/4; ; ; 17/10; 
META; spain/la-liga-segunda/reus-deportiu-v-alcorcon; 2017-12-30 18:27:30 GMT+2; 2018-01-06 19:00; Nothing; Xlenovo
Reus Deportiu; 17/10; 17/10; 17/10; 17/10; 19/10; ; ; ; 17/10; ; ; 17/10; ; ; 9/5; ; 28/17; 17/10; 28/17; 8/5; 28/17; 13/8; 9/5; 9/5; 7/4; ; ; 8/5; 
Draw; 2; 9/5; 9/5; 9/5; 179/ 100; ; ; ; 9/5; ; ; 7/4; ; ; 17/10; ; 9/5; 17/10; 9/5; 133/ 67; 7/4; 13/8; 19/10; 9/5; 7/4; ; ; 17/10; 
Alcorcon; 9/5; 7/4; 7/4; 7/4; 21/10; ; ; ; 2; ; ; 15/8; ; ; 19/10; ; 37/19; 24/13; 37/19; 13/8; 37/19; 9/5; 19/10; 37/20; 24/13; ; ; 17/10; 
META; spain/la-liga-segunda/reus-deportiu-v-alcorcon; 2017-12-30 22:25:42 GMT+2; 2018-01-06 19:00; Nothing; Xlenovo
Reus Deportiu; 17/10; 17/10; 17/10; 17/10; 19/10; ; ; ; 17/10; ; 7/4; 17/10; ; ; 9/5; ; 28/17; 17/10; 28/17; 8/5; 28/17; 13/8; 9/5; 9/5; 7/4; ; ; 8/5; 
Draw; 2; 9/5; 9/5; 9/5; 179/ 100; ; ; ; 9/5; ; 15/8; 7/4; ; ; 17/10; ; 9/5; 17/10; 9/5; 133/ 67; 7/4; 13/8; 19/10; 9/5; 7/4; ; ; 17/10; 
Alcorcon; 9/5; 7/4; 7/4; 7/4; 21/10; ; ; ; 2; ; 19/10; 15/8; ; ; 19/10; ; 37/19; 24/13; 37/19; 13/8; 37/19; 9/5; 19/10; 37/20; 24/13; ; ; 17/10; 
META; spain/la-liga-segunda/reus-deportiu-v-alcorcon; 2017-12-31 02:25:43 GMT+2; 2018-01-06 19:00; Nothing; Xlenovo
Reus Deportiu; 17/10; 17/10; 17/10; 17/10; 19/10; ; ; ; 17/10; ; 7/4; 17/10; ; ; 9/5; ; 28/17; 17/10; 28/17; 8/5; 28/17; 13/8; 9/5; 9/5; 7/4; ; ; 8/5; 
Draw; 2; 9/5; 9/5; 9/5; 179/ 100; ; ; ; 9/5; ; 15/8; 7/4; ; ; 17/10; ; 9/5; 17/10; 9/5; 133/ 67; 7/4; 13/8; 19/10; 9/5; 7/4; ; ; 17/10; 
Alcorcon; 9/5; 7/4; 7/4; 7/4; 21/10; ; ; ; 2; ; 19/10; 15/8; ; ; 19/10; ; 37/19; 9/5; 37/19; 13/8; 37/19; 9/5; 19/10; 37/20; 24/13; ; ; 17/10; 
META; spain/la-liga-segunda/reus-deportiu-v-alcorcon; 2017-12-31 10:25:51 GMT+2; 2018-01-06 19:00; Nothing; Xlenovo
Reus Deportiu; 17/10; 17/10; 17/10; 17/10; 19/10; ; ; ; 17/10; ; 7/4; 17/10; ; ; 9/5; ; 28/17; 17/10; 28/17; 8/5; 28/17; 13/8; 9/5; 9/5; 7/4; ; ; 8/5; 
Draw; 2; 9/5; 9/5; 9/5; 179/ 100; ; ; ; 9/5; ; 15/8; 7/4; ; ; 17/10; ; 9/5; 17/10; 9/5; 133/ 67; 7/4; 13/8; 19/10; 9/5; 7/4; ; ; 17/10; 
