META; spain/la-liga-segunda/numancia-v-leonesa; 2018-05-31 10:18:32 GMT+3; 2018-06-02 15:00; Nothing; Xlenovo
Numancia; 1; 21/20; 23/20; 1; 11/10; 21/20; 11/10; 1; 11/10; 11/10; 11/10; 10/11; 10/9
Draw; 9/4; 11/5; 127/0; 9/4; 12/5; 23/10; 21/10; 21/10; 12/5; 12/5; 12/5; 2; 12/5
Leonesa; 23/10; 5/2; 13/5; 5/2; 11/5; 5/2; 5/2; 12/5; 12/5; 11/5; 13/5; 12/5; 5/2
META; spain/la-liga-segunda/numancia-v-leonesa; 2018-05-31 14:18:23 GMT+3; 2018-06-02 19:30; Nothing; Xlenovo
Numancia; 1; 21/20; 23/20; 1; 11/10; 11/10; 11/10; 11/10; 23/20; 21/20; 11/10; 11/10; 6/5; 1; 10/9
Draw; 9/4; 11/5; 127/0; 9/4; 12/5; 23/10; 21/10; 43/20; 23/10; 21/10; 12/5; 12/5; 23/10; 21/10; 12/5
Leonesa; 23/10; 12/5; 13/5; 12/5; 11/5; 23/10; 5/2; 12/5; 23/10; 23/10; 12/5; 11/5; 5/2; 21/10; 5/2
META; spain/la-liga-segunda/numancia-v-leonesa; 2018-05-31 18:17:50 GMT+3; 2018-06-02 19:30; Nothing; Xlenovo
Numancia; 19/20; 1; 21/20; 1; 109/00; 1; 11/10; 21/20; 1; 21/20; 11/10; 1; 21/20; 21/20; 11/10; 21/20; 10/11; 10/9; 10/9; 
Draw; 23/10; 23/10; 23/10; 12/5; 61/25; 12/5; 9/4; 12/5; 23/10; 23/10; 9/4; 23/10; 11/5; 12/5; 40/17; 12/5; 12/5; 21/10; 12/5; 12/5
Leonesa; 14/5; 5/2; 12/5; 5/2; 29/10; 13/5; 5/2; 11/5; 5/2; 5/2; 49/20; 12/5; 12/5; 5/2; 28/13; 11/5; 27/10; 23/10; 11/5; 5/2
META; spain/la-liga-segunda/numancia-v-leonesa; 2018-05-31 22:17:26 GMT+3; 2018-06-02 19:30; Nothing; Xlenovo
Numancia; 1; 11/10; 11/10; 1; 121/00; 11/10; 1; 11/10; 21/20; 11/10; 23/20; 11/10; 23/20; 21/20; 15/13; 9/8; 11/10; 23/20; 21/20; 23/20; 23/20
Leonesa; 5/2; 9/4; 9/4; 5/2; 59/25; 12/5; 9/4; 11/5; 12/5; 23/10; 12/5; 23/10; 11/5; 9/4; 9/4; 133/7; 11/5; 12/5; 21/10; 11/5; 23/10
Draw; 23/10; 23/10; 9/4; 12/5; 131/0; 12/5; 12/5; 12/5; 23/10; 23/10; 11/5; 9/4; 12/5; 11/5; 27/11; 12/5; 12/5; 12/5; 21/10; 13/5; 5/2
META; spain/la-liga-segunda/numancia-v-leonesa; 2018-06-01 02:17:18 GMT+3; 2018-06-02 19:30; Nothing; Xlenovo
Numancia; 1; 11/10; 11/10; 1; 59/50; 11/10; 1; 11/10; 21/20; 11/10; 23/20; 11/10; 23/20; 21/20; 15/13; 11/10; 9/8; 11/10; 23/20; 1; 10/9; 23/20
Leonesa; 5/2; 9/4; 11/5; 5/2; 121/0; 12/5; 9/4; 11/5; 12/5; 23/10; 12/5; 23/10; 11/5; 9/4; 9/4; 12/5; 133/7; 11/5; 12/5; 21/10; 11/5; 23/10
Draw; 23/10; 23/10; 9/4; 12/5; 53/20; 12/5; 12/5; 12/5; 23/10; 23/10; 11/5; 9/4; 12/5; 11/5; 27/11; 23/10; 12/5; 12/5; 12/5; 21/10; 13/5; 13/5
META; spain/la-liga-segunda/numancia-v-leonesa; 2018-06-01 10:17:19 GMT+3; 2018-06-02 19:30; Nothing; Xlenovo
Numancia; 1; 11/10; 11/10; 1; 59/50; 11/10; 1; 11/10; 21/20; 21/20; 23/20; 11/10; 23/20; 1; 11/10; 15/13; 9/8; 11/10; 23/20; 1; 23/20; 23/20
Leonesa; 5/2; 9/4; 9/4; 5/2; 121/0; 12/5; 9/4; 11/5; 12/5; 23/10; 12/5; 23/10; 11/5; 23/10; 9/4; 12/5; 133/7; 11/5; 12/5; 23/10; 11/5; 23/10
Draw; 23/10; 23/10; 9/4; 12/5; 53/20; 12/5; 12/5; 12/5; 23/10; 12/5; 11/5; 9/4; 12/5; 11/5; 27/11; 23/10; 12/5; 12/5; 12/5; 21/10; 13/5; 13/5
META; spain/la-liga-segunda/numancia-v-leonesa; 2018-06-01 14:16:59 GMT+3; 2018-06-02 19:30; Nothing; Xlenovo
Numancia; 1; 11/10; 11/10; 1; 59/50; 11/10; 1; 11/10; 21/20; 21/20; 23/20; 11/10; 23/20; 1; 11/10; 15/13; 9/8; 11/10; 23/20; 11/10; 1; 23/20; 23/20; 
Leonesa; 5/2; 9/4; 9/4; 5/2; 121/0; 12/5; 9/4; 11/5; 12/5; 23/10; 12/5; 23/10; 11/5; 23/10; 9/4; 12/5; 133/7; 11/5; 12/5; 21/10; 21/10; 2; 11/5; 23/10
Draw; 23/10; 23/10; 9/4; 12/5; 53/20; 12/5; 12/5; 12/5; 23/10; 12/5; 11/5; 9/4; 12/5; 11/5; 27/11; 23/10; 12/5; 12/5; 12/5; 5/2; 21/10; 15/8; 13/5; 13/5
META; spain/la-liga-segunda/numancia-v-leonesa; 2018-06-01 18:16:55 GMT+3; 2018-06-02 19:30; Nothing; Xlenovo
Numancia; 10/11; 19/20; 1; 51/50; 1; 1; 21/20; 20/21; 20/21; 1; 10/11; 1; 19/20; 39/40; 1; 1; 19/20; 20/21; 9/10; 20/21; 1; ; ; ; 
Draw; 12/5; 12/5; 23/10; 12/5; 68/25; 5/2; 12/5; 13/5; 23/10; 5/2; 5/2; 23/10; 5/2; 23/10; 28/11; 12/5; 27/11; 5/2; 5/2; 13/5; 13/5; 9/4; 19/10; 27/10; 13/5
Leonesa; 14/5; 5/2; 5/2; 5/2; 141/0; 13/5; 5/2; 9/4; 12/5; 5/2; 13/5; 13/5; 5/2; 5/2; 13/5; 29/10; 23/10; 11/5; 14/5; 45/17; 5/2; 12/5; 9/4; 13/5; 27/10
META; spain/la-liga-segunda/numancia-v-leonesa; 2018-06-01 22:16:44 GMT+3; 2018-06-02 19:30; Nothing; Xlenovo
Numancia; 10/11; 19/20; 19/20; 1; 24/25; 1; 10/11; 1; 21/20; 20/21; 20/21; 1; 1; 10/11; 19/20; 1; 28/29; 19/20; 1; 19/20; 19/20; 20/21; 9/10; 20/21; 20/21; 
Draw; 12/5; 23/10; 23/10; 12/5; 143/0; 5/2; 12/5; 28/11; 23/10; 12/5; 5/2; 12/5; 23/10; 5/2; 23/10; 28/11; 12/5; 27/11; 27/11; 5/2; 13/5; 13/5; 23/10; 19/10; 27/10; 11/4
Leonesa; 14/5; 13/5; 13/5; 5/2; 29/10; 13/5; 11/4; 5/2; 12/5; 13/5; 13/5; 13/5; 13/5; 5/2; 5/2; 45/17; 27/10; 23/10; 12/5; 14/5; 27/10; 5/2; 5/2; 9/4; 13/5; 14/5
META; spain/la-liga-segunda/numancia-v-leonesa; 2018-06-02 02:16:34 GMT+3; 2018-06-02 19:30; Nothing; Xlenovo
Numancia; 10/11; 19/20; 19/20; 1; 24/25; 1; 10/11; 1; 21/20; 20/21; 20/21; 10/11; 10/11; 1; 10/11; 19/20; 1; 28/29; 19/20; 1; 19/20; 19/20; 1; 9/10; 20/21; 20/21
Draw; 12/5; 23/10; 23/10; 12/5; 143/0; 5/2; 12/5; 28/11; 23/10; 12/5; 5/2; 12/5; 47/20; 5/2; 23/10; 28/11; 12/5; 27/11; 27/11; 5/2; 13/5; 13/5; 23/10; 19/10; 27/10; 13/5
Leonesa; 14/5; 13/5; 13/5; 5/2; 29/10; 13/5; 11/4; 5/2; 12/5; 13/5; 13/5; 13/5; 11/4; 5/2; 5/2; 45/17; 27/10; 23/10; 12/5; 14/5; 27/10; 5/2; 5/2; 9/4; 13/5; 13/5
META; spain/la-liga-segunda/numancia-v-leonesa; 2018-06-02 10:16:36 GMT+3; 2018-06-02 19:30; Nothing; Xlenovo
Numancia; 4/5; 4/5; 5/6; 5/6; 83/00; 17/20; 4/5; 4/5; 21/20; 4/5; 5/6; 3/4; 4/5; 17/20; 4/5; 4/5; 13/15; 6/7; 13/17; 20/23; 5/6; 4/5; 5/6; 5/6; 5/6; 5/6
Draw; 5/2; 13/5; 13/5; 5/2; 73/25; 27/10; 5/2; 45/17; 23/10; 13/5; 13/5; 13/5; 13/5; 13/5; 12/5; 45/17; 5/2; 28/11; 28/11; 13/5; 27/10; 13/5; 13/5; 5/2; 11/4; 13/5
Leonesa; 10/3; 14/5; 29/10; 3; 69/20; 3; 16/5; 12/5; 3; 14/5; 3; 14/5; 16/5; 16/5; 37/13; 3; 16/5; 13/4; 3; 3; 3; ; ; ; ; 
META; spain/la-liga-segunda/numancia-v-leonesa; 2018-06-02 14:16:31 GMT+3; 2018-06-02 19:30; Nothing; Xlenovo
Numancia; 4/5; 4/5; 5/6; 5/6; 43/50; 4/5; 4/5; 4/5; 21/20; 4/5; 5/6; 4/5; 3/4; 5/6; 4/5; 5/6; 13/15; 13/15; 13/17; 17/20; 5/6; 5/6; 5/6; 5/6; 10/11; 9/10
Draw; 5/2; 5/2; 5/2; 5/2; 69/25; 13/5; 5/2; 45/17; 23/10; 5/2; 11/4; 5/2; 13/5; 5/2; 12/5; 13/5; 5/2; 13/5; 28/11; 13/5; 13/5; 5/2; 13/5; 27/10; 13/5; 13/5
Leonesa; 7/2; 3; 29/10; 3; 7/2; 16/5; 3; 16/5; 12/5; 10/3; 14/5; 14/5; 31/10; 16/5; 14/5; 16/5; 16/5; 27/10; 3; 33/10; 13/4; 3; 10/3; 3; 10/3; 
META; spain/la-liga-segunda/numancia-v-leonesa; 2018-06-02 18:16:16 GMT+3; 2018-06-02 19:30; Nothing; Xlenovo
Numancia; 3/4; 3/4; 4/5; 5/6; 81/00; 7/10; 8/11; 4/5; 21/20; 8/11; 4/5; 8/11; 8/11; 4/5; 8/11; 10/13; 4/5; 4/5; 13/17; 4/5; 4/5; 4/5; 4/5; 5/6; 4/5; 4/5
Draw; 13/5; 13/5; 13/5; 5/2; 71/25; 11/4; 5/2; 45/17; 23/10; 13/5; 13/5; 13/5; 27/10; 13/5; 5/2; 27/10; 5/2; 13/5; 28/11; 27/10; 27/10; 11/4; 11/4; 14/5; 14/5; 14/5
Leonesa; 7/2; 16/5; 3; 37/10; 15/4; 10/3; 16/5; 12/5; 10/3; 3; 16/5; 10/3; 16/5; 3; 57/17; 7/2; 58/19; 3; 17/5; 57/17; 10/3; 10/3; 10/3; 10/3; 7/2; 
META; spain/la-liga-segunda/numancia-v-leonesa; 2018-06-02 22:16:09 GMT+3; 2018-06-02 19:30; Nothing; Xlenovo
Numancia; 3/10; 21/25; 3/10; 3/10; 3/10; 2/7; 3/10; 14/19; 3/10; 1/4; 3/10; 3/10; 3/10
Draw; 15/4; 57/20; 18/5; 19/5; 4; 19/5; 7/2; 27/11; 18/5; 17/4; 21/5; 7/2; 21/5
Leonesa; 10; 31/10; 10; 17/2; 10; 9; 37/10; 10; 21/2; 59/5; 43/5; 59/5; 
