META; spain/la-liga-segunda/sevilla-b-v-gimnastic; 2018-05-05 10:24:13 GMT+3; 2018-05-13 17:00; Nothing; Xlenovo
Gimnastic; 11/8; 13/10; 13/10; 77/50; 13/10; 11/8; 5/4; 11/8; 11/8; 13/10; 11/8; 7/5; 13/10; 4/3; 16/13; 7/5; 5/6; 6/5; 6/4
Draw; 21/10; 2; 21/10; 101/0; 21/10; 2; 39/19; 2; 21/10; 7/4; 2; 37/19; 2; 28/13; 2; 37/19; 8/5; 9/5; 19/10
Sevilla B; 21/10; 21/10; 21/10; 58/25; 21/10; 2; 12/5; 21/10; 2; 21/10; 21/10; 28/13; 23/10; 25/14; 12/5; 28/13; 13/8; 13/8; 9/4
META; spain/la-liga-segunda/sevilla-b-v-gimnastic; 2018-05-10 10:20:12 GMT+3; 2018-05-13 17:00; Nothing; Xlenovo
Gimnastic; 11/8; 13/10; 13/10; 73/50; 13/10; 11/8; 5/4; 13/10; 13/10; 13/10; 13/10; 23/17; 13/10; 4/3; 16/13; 23/17; 9/10; 6/5; 7/5
Draw; 21/10; 2; 21/10; 103/0; 21/10; 2; 39/19; 2; 21/10; 7/4; 2; 37/19; 2; 21/10; 2; 19/10; 9/5; 2; 
Sevilla B; 21/10; 21/10; 21/10; 121/0; 21/10; 2; 12/5; 11/5; 21/10; 21/10; 21/10; 11/5; 23/10; 24/13; 12/5; 11/5; 7/4; 13/8; 23/10
META; spain/la-liga-segunda/sevilla-b-v-gimnastic; 2018-05-10 14:20:40 GMT+3; 2018-05-13 17:00; Nothing; Xlenovo
Gimnastic; 11/8; 13/10; 11/8; 13/10; 149/00; 13/10; 11/8; 5/4; 11/8; 13/10; 11/8; 13/10; 5/4; 11/8; 23/17; 6/4; 4/3; 16/13; 23/17; 10/11; 6/5; 7/5; 7/5
Draw; 21/10; 2; 21/10; 111/0; 21/10; 2; 39/19; 2; 21/10; 2; 41/20; 2; 39/19; 37/19; 21/10; 2; 21/10; 19/10; 9/5; 21/10; 21/10; ; 
Sevilla B; 21/10; 21/10; 2; 21/10; 11/5; 21/10; 2; 12/5; 2; 21/10; 21/10; 21/10; 19/10; 2; 39/19; 2; 24/13; 12/5; 21/10; 9/5; 13/8; 21/10; 21/10
META; spain/la-liga-segunda/sevilla-b-v-gimnastic; 2018-05-10 18:20:24 GMT+3; 2018-05-13 17:00; Nothing; Xlenovo
Gimnastic; 11/8; 13/10; 11/8; 13/10; 149/00; 13/10; 11/8; 5/4; 11/8; 13/10; 11/8; 11/8; 13/10; 5/4; 11/8; 23/17; 6/4; 4/3; 16/13; 23/17; 10/11; 6/5; 7/5; 7/5
Draw; 21/10; 2; 21/10; 111/0; 21/10; 2; 39/19; 2; 21/10; 2; 21/10; 41/20; 2; 39/19; 37/19; 21/10; 2; 21/10; 19/10; 9/5; 21/10; 21/10; ; 
Sevilla B; 21/10; 21/10; 2; 21/10; 11/5; 21/10; 2; 12/5; 2; 21/10; 21/10; 2; 21/10; 19/10; 2; 39/19; 2; 24/13; 12/5; 21/10; 7/4; 13/8; 21/10; 21/10
META; spain/la-liga-segunda/sevilla-b-v-gimnastic; 2018-05-10 22:20:10 GMT+3; 2018-05-13 17:00; Nothing; Xlenovo
Gimnastic; 5/4; 5/4; 5/4; 13/10; 131/00; 5/4; 5/4; 5/4; 5/4; 5/4; 6/5; 13/10; 13/10; 23/20; 5/4; 5/4; 13/10; 5/4; 16/13; 5/4; 10/9; 10/9; 6/5; 5/4
Sevilla B; 12/5; 85/40; 21/10; 21/10; 58/25; 9/4; 9/4; 12/5; 21/10; 11/5; 9/4; 21/10; 43/20; 2; 11/5; 9/4; 23/10; 23/12; 12/5; 9/4; 9/5; 9/5; 9/4; 9/4
Draw; 21/10; 21/10; 21/10; 21/10; 121/0; 11/5; 2; 39/19; 21/10; 21/10; 21/10; 11/5; 41/20; 21/10; 21/10; 11/5; 2; 11/5; 2; 9/4; 19/10; 15/8; 23/10; 23/10
META; spain/la-liga-segunda/sevilla-b-v-gimnastic; 2018-05-11 02:20:05 GMT+3; 2018-05-13 17:00; Nothing; Xlenovo
Gimnastic; 5/4; 6/5; 5/4; 13/10; 13/10; 23/20; 6/5; 5/4; 5/4; 6/5; 6/5; 5/4; 5/4; 23/20; 6/5; 5/4; 13/10; 5/4; 16/13; 5/4; 20/21; 11/10; 6/5; 5/4
Draw; 21/10; 21/10; 21/10; 21/10; 121/0; 11/5; 2; 39/19; 21/10; 21/10; 11/5; 11/5; 41/20; 21/10; 21/10; 11/5; 2; 11/5; 2; 9/4; 19/10; 15/8; 23/10; 23/10
Sevilla B; 12/5; 11/5; 11/5; 21/10; 47/20; 5/2; 9/4; 12/5; 11/5; 9/4; 11/5; 21/10; 9/4; 2; 11/5; 9/4; 23/10; 23/12; 12/5; 23/10; 15/8; 9/5; 9/4; 23/10
META; spain/la-liga-segunda/sevilla-b-v-gimnastic; 2018-05-11 10:20:06 GMT+3; 2018-05-13 17:00; Nothing; Xlenovo
Gimnastic; 5/4; 6/5; 5/4; 13/10; 13/10; 6/5; 6/5; 5/4; 5/4; 6/5; 6/5; 5/4; 5/4; 23/20; 6/5; 5/4; 13/10; 5/4; 16/13; 5/4; 20/21; 11/10; 6/5; 5/4
Sevilla B; 12/5; 11/5; 11/5; 21/10; 47/20; 23/10; 9/4; 12/5; 11/5; 9/4; 11/5; 21/10; 9/4; 2; 11/5; 9/4; 12/5; 23/12; 12/5; 23/10; 19/10; 9/5; 9/4; 23/10
Draw; 21/10; 21/10; 21/10; 21/10; 121/0; 11/5; 2; 39/19; 21/10; 21/10; 11/5; 11/5; 41/20; 21/10; 21/10; 11/5; 2; 11/5; 2; 9/4; 17/10; 15/8; 23/10; 23/10
META; spain/la-liga-segunda/sevilla-b-v-gimnastic; 2018-05-11 14:21:17 GMT+3; 2018-05-13 17:00; Nothing; Xlenovo
Gimnastic; 5/4; 6/5; 6/5; 13/10; 13/10; 6/5; 6/5; 5/4; 6/5; 6/5; 6/5; 6/5; 6/5; 23/20; 6/5; 6/5; 13/10; 17/14; 16/13; 5/4; 20/21; 21/20; 6/5; 5/4
Sevilla B; 12/5; 9/4; 9/4; 21/10; 47/20; 23/10; 9/4; 12/5; 9/4; 23/10; 9/4; 11/5; 23/10; 2; 9/4; 23/10; 12/5; 2; 12/5; 23/10; 19/10; 19/10; 9/4; 23/10
Draw; 21/10; 21/10; 21/10; 21/10; 121/0; 11/5; 2; 39/19; 21/10; 21/10; 21/10; 11/5; 41/20; 21/10; 21/10; 9/4; 2; 11/5; 2; 9/4; 17/10; 19/10; 23/10; 23/10
META; spain/la-liga-segunda/sevilla-b-v-gimnastic; 2018-05-11 18:21:01 GMT+3; 2018-05-13 17:00; Nothing; Xlenovo
Gimnastic; 5/4; 6/5; 6/5; 13/10; 127/00; 11/10; 6/5; 5/4; 6/5; 6/5; 6/5; 6/5; 6/5; 23/20; 6/5; 6/5; 13/10; 17/14; 16/13; 6/5; 20/21; 21/20; 6/5; 6/5
Draw; 21/10; 21/10; 21/10; 21/10; 61/25; 11/5; 2; 39/19; 21/10; 21/10; 21/10; 11/5; 41/20; 21/10; 21/10; 9/4; 2; 11/5; 2; 9/4; 17/10; 19/10; 23/10; 23/10
Sevilla B; 12/5; 9/4; 9/4; 21/10; 12/5; 13/5; 9/4; 12/5; 9/4; 23/10; 9/4; 11/5; 23/10; 2; 9/4; 23/10; 12/5; 2; 12/5; 23/10; 19/10; 19/10; 9/4; 23/10
META; spain/la-liga-segunda/sevilla-b-v-gimnastic; 2018-05-11 22:20:47 GMT+3; 2018-05-13 17:00; Nothing; Xlenovo
Gimnastic; 5/4; 6/5; 6/5; 13/10; 127/00; 11/10; 6/5; 5/4; 6/5; 6/5; 6/5; 6/5; 6/5; 23/20; 6/5; 5/4; 13/10; 17/14; 16/13; 5/4; 6/5; 11/10; 21/20; 6/5; 6/5
Draw; 21/10; 21/10; 21/10; 21/10; 61/25; 11/5; 2; 39/19; 21/10; 21/10; 21/10; 11/5; 41/20; 21/10; 21/10; 21/10; 2; 11/5; 2; 28/13; 9/4; 19/10; 19/10; 23/10; 23/10
Sevilla B; 12/5; 9/4; 9/4; 21/10; 12/5; 13/5; 9/4; 12/5; 9/4; 23/10; 9/4; 11/5; 23/10; 2; 9/4; 40/17; 12/5; 2; 12/5; 40/17; 9/4; 19/10; 19/10; 9/4; 23/10
META; spain/la-liga-segunda/sevilla-b-v-gimnastic; 2018-05-12 02:20:42 GMT+3; 2018-05-13 17:00; Nothing; Xlenovo
Gimnastic; 23/20; 6/5; 5/4; 13/10; 63/50; 6/5; 6/5; 5/4; 5/4; 6/5; 6/5; 5/4; 6/5; 23/20; 6/5; 6/5; 13/10; 17/14; 16/13; 5/4; 6/5; 10/9; 11/10; 6/5; 6/5
Draw; 21/10; 21/10; 21/10; 21/10; 58/25; 11/5; 2; 39/19; 21/10; 21/10; 11/5; 11/5; 41/20; 2; 21/10; 21/10; 2; 11/5; 2; 28/13; 11/5; 19/10; 15/8; 11/5; 9/4
Sevilla B; 13/5; 9/4; 11/5; 21/10; 127/0; 12/5; 9/4; 12/5; 11/5; 23/10; 9/4; 11/5; 9/4; 21/10; 23/10; 12/5; 12/5; 2; 12/5; 12/5; 9/4; 2; 9/5; 12/5; 12/5
META; spain/la-liga-segunda/sevilla-b-v-gimnastic; 2018-05-12 10:20:59 GMT+3; 2018-05-13 17:00; Nothing; Xlenovo
Gimnastic; 23/20; 6/5; 5/4; 13/10; 5/4; 6/5; 6/5; 5/4; 6/5; 6/5; 6/5; 6/5; 6/5; 23/20; 6/5; 6/5; 13/10; 17/14; 16/13; 6/5; 6/5; 10/9; 1; 6/5; 6/5
Draw; 21/10; 21/10; 21/10; 21/10; 47/20; 11/5; 2; 39/19; 21/10; 21/10; 11/5; 11/5; 41/20; 2; 21/10; 11/5; 2; 11/5; 2; 11/5; 11/5; 19/10; 19/10; 11/5; 23/10
Sevilla B; 13/5; 9/4; 11/5; 21/10; 127/0; 12/5; 9/4; 12/5; 9/4; 23/10; 9/4; 11/5; 23/10; 21/10; 23/10; 12/5; 12/5; 2; 12/5; 12/5; 9/4; 11/5; 19/10; 12/5; 12/5
META; spain/la-liga-segunda/sevilla-b-v-gimnastic; 2018-05-12 14:21:16 GMT+3; 2018-05-13 17:00; Nothing; Xlenovo
Gimnastic; 23/20; 23/20; 6/5; 13/10; 31/25; 6/5; 6/5; 5/4; 6/5; 6/5; 23/20; 6/5; 6/5; 23/20; 6/5; 6/5; 13/10; 17/14; 16/13; 6/5; 6/5; 10/9; 21/20; 6/5; 6/5
Draw; 21/10; 21/10; 21/10; 21/10; 119/0; 11/5; 2; 39/19; 21/10; 21/10; 11/5; 11/5; 41/20; 2; 21/10; 11/5; 2; 11/5; 2; 11/5; 9/4; 9/5; 19/10; 9/4; 23/10
Sevilla B; 13/5; 23/10; 9/4; 21/10; 127/0; 12/5; 9/4; 12/5; 9/4; 23/10; 9/4; 11/5; 23/10; 21/10; 23/10; 12/5; 12/5; 2; 12/5; 12/5; 12/5; 2; 19/10; 12/5; 12/5
META; spain/la-liga-segunda/sevilla-b-v-gimnastic; 2018-05-12 18:20:30 GMT+3; 2018-05-13 17:00; Nothing; Xlenovo
Gimnastic; 11/10; 11/10; 11/10; 23/20; 113/00; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 23/20; 11/10; 11/10; 11/10; 11/10; 11/10; 8/7; 13/12; 11/10; 11/10; 11/10; 20/21; 10/9; 11/10
Draw; 21/10; 85/40; 21/10; 21/10; 63/25; 9/4; 9/4; 23/10; 21/10; 11/5; 11/5; 11/5; 21/10; 21/10; 21/10; 23/10; 11/5; 11/5; 23/10; 23/10; 12/5; 21/10; 19/10; 12/5; 23/10
Sevilla B; 14/5; 12/5; 5/2; 12/5; 67/25; 13/5; 12/5; 27/11; 5/2; 12/5; 12/5; 12/5; 5/2; 21/10; 12/5; 28/11; 27/10; 28/13; 12/5; 28/11; 5/2; 21/10; 2; 5/2; 5/2
META; spain/la-liga-segunda/sevilla-b-v-gimnastic; 2018-05-12 22:17:56 GMT+3; 2018-05-13 17:00; Nothing; Xlenovo
Gimnastic; 21/20; 21/20; 11/10; 23/20; 111/00; 11/10; 1; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 21/20; 11/10; 8/7; 13/12; 21/20; 21/20; 10/9; 20/21; 21/20; 10/9
Draw; 21/10; 85/40; 21/10; 21/10; 51/20; 9/4; 9/4; 23/10; 21/10; 11/5; 11/5; 11/5; 21/10; 21/10; 21/10; 23/10; 11/5; 11/5; 23/10; 40/17; 12/5; 23/10; 19/10; 12/5; 12/5
Sevilla B; 3; 5/2; 5/2; 12/5; 27/10; 13/5; 5/2; 27/11; 5/2; 5/2; 12/5; 12/5; 5/2; 21/10; 5/2; 13/5; 27/10; 28/13; 12/5; 13/5; 5/2; 5/2; 2; 5/2; 13/5
META; spain/la-liga-segunda/sevilla-b-v-gimnastic; 2018-05-13 02:17:35 GMT+3; 2018-05-13 17:00; Nothing; Xlenovo
Gimnastic; 21/20; 1; 21/20; 23/20; 28/25; 21/20; 1; 11/10; 21/20; 21/20; 1; 21/20; 21/20; 1; 21/20; 21/20; 15/13; 8/7; 13/12; 21/20; 1; 21/20; 9/10; 21/20; 6/4
Draw; 21/10; 9/4; 21/10; 21/10; 61/25; 23/10; 9/4; 23/10; 21/10; 23/10; 12/5; 9/4; 21/10; 9/4; 11/5; 12/5; 11/5; 11/5; 23/10; 12/5; 5/2; 5/2; 2; 13/5; 7/5
Sevilla B; 3; 5/2; 13/5; 12/5; 14/5; 13/5; 5/2; 27/11; 13/5; 5/2; 5/2; 12/5; 27/10; 11/5; 13/5; 28/11; 5/2; 28/13; 12/5; 13/5; 5/2; 12/5; 11/5; 5/2; 13/5
META; spain/la-liga-segunda/sevilla-b-v-gimnastic; 2018-05-13 10:17:32 GMT+3; 2018-05-13 17:00; Nothing; Xlenovo
Gimnastic; 10/11; 19/20; 19/20; 1; 107/00; 1; 10/11; 11/10; 19/20; 20/21; 20/21; 19/20; 19/20; 10/11; 19/20; 19/20; 21/20; 39/40; 13/12; 1; 1; 5/6; 1; ; 
Draw; 11/5; 21/10; 2; 11/5; 11/5; 11/5; 9/4; 23/10; 2; 11/5; 2; 21/10; 21/10; 2; 21/10; 9/4; 9/4; 21/10; 23/10; 23/10; 9/4; 23/10; 2; 23/10; 12/5
Sevilla B; 10/3; 3; 11/4; 10/3; 3; 27/11; 3; 3; 3; 11/4; 3; 58/19; 14/5; 56/19; 12/5; 58/19; 3; 14/5; 3; ; ; ; ; ; 
META; spain/la-liga-segunda/sevilla-b-v-gimnastic; 2018-05-13 14:17:39 GMT+3; 2018-05-13 17:00; Nothing; Xlenovo
Gimnastic; 4/5; 3/4; 4/5; 4/5; 22/25; 3/4; 4/5; 11/13; 4/5; 4/5; 4/5; 4/5; 4/5; 8/11; 4/5; 4/5; 4/5; 9/11; 11/13; 5/6; 4/5; 5/6; 5/6; 5/6; 5/6
Draw; 5/2; 23/10; 11/5; 11/5; 121/0; 5/2; 9/4; 40/17; 11/5; 12/5; 21/10; 12/5; 11/5; 9/4; 9/4; 5/2; 12/5; 9/4; 40/17; 5/2; 5/2; 5/2; 13/5; 13/5; 13/5
Sevilla B; 7/2; 7/2; 18/5; 15/4; 79/20; 18/5; 7/2; 33/10; 18/5; 7/2; 4; 10/3; 18/5; 100/0; 7/2; 38/11; 15/4; 38/11; 13/4; 7/2; 7/2; 7/2; 7/2; 7/2; 7/2
META; spain/la-liga-segunda/sevilla-b-v-gimnastic; 2018-05-13 18:17:51 GMT+3; 2018-05-13 17:00; Nothing; Xlenovo
Gimnastic; 3/4; 3/4; 4/5; 4/5; 43/50; 3/4; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 3/4; 4/5; 4/5; 4/5; 9/11; 4/5; 4/5; 4/5; 5/6; 4/5; 5/6; 5/6
Draw; 13/5; 23/10; 11/5; 11/5; 56/25; 12/5; 9/4; 40/17; 11/5; 12/5; 11/5; 23/10; 43/20; 21/10; 23/10; 23/10; 12/5; 11/5; 40/17; 40/17; 9/4; 12/5; 13/5; 23/10; 13/5
Sevilla B; 15/4; 15/4; 18/5; 15/4; 23/5; 15/4; 7/2; 18/5; 15/4; 7/2; 15/4; 7/2; 37/10; 7/2; 15/4; 39/10; 15/4; 39/11; 7/2; 75/19; 4; 7/2; 7/2; 21/5; 7/2
