META; spain/la-liga-segunda/osasuna-v-fc-barcelona-b; 2017-10-16 02:25:53 GMT+3; 2017-10-20 20:00; Nothing; Xlenovo
Osasuna; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/osasuna-v-fc-barcelona-b; 2017-10-17 02:25:57 GMT+3; 2017-10-20 20:00; Nothing; Xlenovo
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
FC Barcelona B; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Osasuna; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
META; spain/la-liga-segunda/osasuna-v-fc-barcelona-b; 2017-10-17 10:26:18 GMT+3; 2017-10-20 20:00; Nothing; Xlenovo
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
FC Barcelona B; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Osasuna; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
META; spain/la-liga-segunda/osasuna-v-fc-barcelona-b; 2017-10-17 14:27:08 GMT+3; 2017-10-20 20:00; Nothing; Xlenovo
Osasuna; ; ; 3/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/11; ; 
Draw; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/7; ; 
FC Barcelona B; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
META; spain/la-liga-segunda/osasuna-v-fc-barcelona-b; 2017-10-17 18:28:27 GMT+3; 2017-10-20 20:00; Nothing; Xlenovo
Osasuna; ; ; 3/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/11; ; 
Draw; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/7; ; 
FC Barcelona B; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
META; spain/la-liga-segunda/osasuna-v-fc-barcelona-b; 2017-10-17 22:27:12 GMT+3; 2017-10-20 20:00; Nothing; Xlenovo
Osasuna; ; ; 3/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/11; ; 
Draw; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/7; ; 
FC Barcelona B; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
META; spain/la-liga-segunda/osasuna-v-fc-barcelona-b; 2017-10-18 02:24:29 GMT+3; 2017-10-20 20:00; Nothing; Xlenovo
Osasuna; ; ; 3/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
Draw; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/7; ; 
FC Barcelona B; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
META; spain/la-liga-segunda/osasuna-v-fc-barcelona-b; 2017-10-18 11:44:22 GMT+3; 2017-10-20 20:00; Nothing; Xlenovo
Osasuna; 8/13; 8/13; 3/4; ; 4/6; 8/13; 8/13; 4/7; ; ; 7/10; 4/6; 8/13; ; ; 4/6; ; 9/13; 3/4; ; ; ; 4/6; 8/13; 9/13; ; 1/4; ; 
Draw; 12/5; 12/5; 12/5; ; 5/2; 12/5; 12/5; 23/10; ; ; 12/5; 13/5; 5/2; ; ; 12/5; ; 28/11; 63/25; ; ; ; 5/2; 13/5; 13/5; ; 10/11; ; 
FC Barcelona B; 4; 9/2; 7/2; ; 9/2; 4; 9/2; 9/2; ; ; 4; 4; 9/2; ; ; 9/2; ; 43/10; 49/10; ; ; ; 5; 19/4; 74/17; ; 1/50; ; 
META; spain/la-liga-segunda/osasuna-v-fc-barcelona-b; 2017-10-18 14:24:44 GMT+3; 2017-10-20 20:00; Nothing; Xlenovo
Osasuna; 3/5; 8/13; 4/6; ; 4/6; 8/13; 8/13; 4/7; ; 4/6; 8/13; 13/20; 8/13; ; ; 8/13; ; 9/13; 7/10; ; ; ; 4/6; 13/20; 9/13; ; 1/4; ; 
Draw; 12/5; 5/2; 13/5; ; 13/5; 12/5; 5/2; 5/2; ; 13/5; 13/5; 13/5; 13/5; ; ; 5/2; ; 13/5; 63/25; ; ; ; 13/5; 27/10; 13/5; ; 21/10; ; 
FC Barcelona B; 17/4; 9/2; 4; ; 9/2; 4; 9/2; 4; ; 4; 4; 4; 9/2; ; ; 9/2; ; 17/4; 11/2; ; ; ; 19/4; 17/4; 43/10; ; 8/13; ; 
META; spain/la-liga-segunda/osasuna-v-fc-barcelona-b; 2017-10-18 18:24:57 GMT+3; 2017-10-20 20:00; Nothing; Xlenovo
Osasuna; 13/20; 4/6; 8/11; 4/6; 8/11; 7/10; 4/6; 4/7; ; 8/11; 8/11; 7/10; 8/11; ; ; 7/10; 13/18; 5/7; 77/100; 3/4; ; ; 8/11; 7/10; 5/7; ; 4/6; ; 8/11
Draw; 23/10; 5/2; 5/2; 13/5; 13/5; 23/10; 5/2; 5/2; ; 5/2; 5/2; 5/2; 13/5; ; ; 5/2; 5/2; 13/5; 68/25; 28/11; ; ; 13/5; 53/20; 45/17; ; 5/2; ; 11/4
FC Barcelona B; 4; 4; 18/5; 4; 4; 7/2; 4; 4; ; 18/5; 15/4; 15/4; 7/2; ; ; 15/4; 4; 39/10; 21/5; 58/19; ; ; 21/5; 15/4; 75/19; ; 7/2; ; 4
META; spain/la-liga-segunda/osasuna-v-fc-barcelona-b; 2017-10-18 22:25:21 GMT+3; 2017-10-20 20:00; Nothing; Xlenovo
Osasuna; 4/7; 4/6; 4/6; 4/6; 4/6; 8/13; 4/6; 8/13; 11/17; 4/6; 4/6; 13/20; 4/6; 8/13; 4/6; 8/13; 11/17; 8/13; 69/100; 4/6; 11/17; ; 13/20; 13/20; 11/17; ; 4/7; ; 4/6
Draw; 12/5; 5/2; 13/5; 13/5; 13/5; 12/5; 5/2; 5/2; 27/10; 13/5; 5/2; 13/5; 13/5; 13/5; 13/5; 13/5; 5/2; 27/10; 139/50; 13/5; 45/17; ; 11/4; 27/10; 11/4; ; 13/5; ; 14/5
FC Barcelona B; 9/2; 4; 4; 4; 9/2; 4; 4; 7/2; 41/10; 4; 4; 4; 4; 4; 17/4; 9/2; 9/2; 9/2; 49/10; 38/11; 4; ; 19/4; 17/4; 9/2; ; 21/5; ; 23/5
META; spain/la-liga-segunda/osasuna-v-fc-barcelona-b; 2017-10-19 02:24:58 GMT+3; 2017-10-20 20:00; Nothing; Xlenovo
Osasuna; 4/7; 8/13; 4/6; 4/6; 8/13; 8/13; 8/13; 4/7; 11/17; 4/6; 4/6; 13/20; 4/6; 8/13; 4/6; 8/13; 11/17; 8/13; 67/100; 4/6; 11/17; ; 13/20; 13/20; 11/17; ; 8/13; ; 4/6
Draw; 12/5; 13/5; 13/5; 13/5; 11/4; 12/5; 5/2; 13/5; 27/10; 13/5; 5/2; 13/5; 13/5; 13/5; 13/5; 13/5; 5/2; 27/10; 71/25; 13/5; 45/17; ; 11/4; 27/10; 11/4; ; 13/5; ; 14/5
FC Barcelona B; 9/2; 4; 4; 4; 9/2; 4; 9/2; 4; 41/10; 4; 4; 4; 4; 4; 17/4; 9/2; 9/2; 9/2; 5; 38/11; 4; ; 19/4; 17/4; 9/2; ; 21/5; ; 23/5
META; spain/la-liga-segunda/osasuna-v-fc-barcelona-b; 2017-10-19 10:25:11 GMT+3; 2017-10-20 20:00; Nothing; Xlenovo
Osasuna; 8/13; 8/13; 11/18; 4/6; 8/13; 8/13; 8/13; 4/7; 11/17; 8/13; 4/6; 13/20; 4/6; 8/13; 4/6; 8/13; 11/17; 8/13; 67/100; 4/6; 11/17; ; 13/20; 13/20; 4/6; ; 8/13; ; 4/6
Draw; 13/5; 5/2; 13/5; 13/5; 11/4; 12/5; 5/2; 13/5; 27/10; 13/5; 5/2; 13/5; 13/5; 13/5; 13/5; 13/5; 5/2; 11/4; 71/25; 13/5; 45/17; ; 11/4; 27/10; 27/10; ; 27/10; ; 14/5
FC Barcelona B; 5; 9/2; 4; 4; 9/2; 4; 9/2; 4; 41/10; 4; 4; 17/4; 4; 4; 17/4; 9/2; 9/2; 23/5; 5; 38/11; 4; ; 19/4; 17/4; 21/5; ; 21/5; ; 23/5
META; spain/la-liga-segunda/osasuna-v-fc-barcelona-b; 2017-10-19 14:26:20 GMT+3; 2017-10-20 20:00; Nothing; Xlenovo
Osasuna; 8/13; 8/13; 11/18; 4/6; 8/13; 8/13; 8/13; 4/7; 11/17; 8/13; 8/13; 8/13; 4/6; 8/13; 4/6; 8/13; 11/17; 8/13; 67/100; 4/6; 11/17; ; 13/20; 13/20; 8/13; ; 4/6; ; 4/6
Draw; 13/5; 13/5; 13/5; 13/5; 12/5; 13/5; 5/2; 13/5; 27/10; 13/5; 11/4; 13/5; 13/5; 13/5; 13/5; 13/5; 5/2; 27/10; 71/25; 13/5; 45/17; ; 11/4; 27/10; 11/4; ; 27/10; ; 14/5
FC Barcelona B; 5; 4; 21/5; 4; 4; 4; 9/2; 4; 41/10; 21/5; 9/2; 9/2; 4; 17/4; 17/4; 9/2; 9/2; 23/5; 5; 38/11; 4; ; 19/4; 17/4; 79/17; ; 9/2; ; 23/5
META; spain/la-liga-segunda/osasuna-v-fc-barcelona-b; 2017-10-19 18:26:05 GMT+3; 2017-10-20 20:00; Nothing; Xlenovo
Osasuna; 8/13; 8/13; 11/18; 4/6; 8/13; 8/13; 8/13; 4/7; 11/17; 8/13; 8/13; 8/13; 4/6; 8/13; 4/6; 8/13; 11/17; 8/13; 67/100; 4/6; 11/17; ; 13/20; 13/20; 8/13; ; 4/6; ; 4/6
Draw; 13/5; 13/5; 13/5; 13/5; 12/5; 13/5; 5/2; 13/5; 27/10; 13/5; 11/4; 13/5; 13/5; 13/5; 13/5; 13/5; 5/2; 27/10; 71/25; 13/5; 45/17; ; 11/4; 27/10; 11/4; ; 27/10; ; 14/5
FC Barcelona B; 5; 4; 21/5; 4; 4; 4; 9/2; 4; 41/10; 21/5; 9/2; 9/2; 4; 17/4; 17/4; 9/2; 9/2; 23/5; 5; 38/11; 4; ; 19/4; 17/4; 23/5; ; 9/2; ; 23/5
META; spain/la-liga-segunda/osasuna-v-fc-barcelona-b; 2017-10-19 22:25:13 GMT+3; 2017-10-20 20:00; Nothing; Xlenovo
Osasuna; 8/13; 8/13; 11/18; 4/6; 8/13; 6/10; 8/13; 4/7; 11/17; 8/13; 8/13; 8/13; 4/6; 8/13; 4/6; 8/13; 11/17; 11/17; 4/6; 4/6; 11/17; ; 13/20; 13/20; 11/17; ; 8/13; 8/13; 4/6
Draw; 13/5; 13/5; 13/5; 13/5; 12/5; 13/5; 5/2; 13/5; 27/10; 13/5; 11/4; 13/5; 13/5; 13/5; 13/5; 13/5; 5/2; 11/4; 143/50; 13/5; 45/17; ; 11/4; 27/10; 45/17; ; 13/5; 5/2; 14/5
FC Barcelona B; 5; 4; 21/5; 4; 4; 9/2; 9/2; 4; 41/10; 21/5; 9/2; 9/2; 4; 17/4; 17/4; 9/2; 9/2; 79/17; 5; 38/11; 4; ; 19/4; 17/4; 79/17; ; 22/5; 4; 23/5
META; spain/la-liga-segunda/osasuna-v-fc-barcelona-b; 2017-10-20 02:25:08 GMT+3; 2017-10-20 20:00; Nothing; Xlenovo
Osasuna; 8/13; 8/13; 11/18; 4/6; 8/13; 8/13; 8/13; 4/7; 11/17; 8/13; 8/13; 8/13; 4/6; 8/13; 4/6; 8/13; 11/17; 11/17; 4/6; 4/6; 11/17; ; 13/20; 13/20; 11/17; ; 4/6; 8/13; 4/6
Draw; 13/5; 13/5; 13/5; 13/5; 12/5; 13/5; 5/2; 13/5; 27/10; 13/5; 11/4; 13/5; 13/5; 13/5; 13/5; 13/5; 5/2; 27/10; 143/50; 13/5; 45/17; ; 11/4; 27/10; 45/17; ; 13/5; 5/2; 14/5
FC Barcelona B; 5; 4; 21/5; 4; 4; 4; 9/2; 4; 41/10; 21/5; 9/2; 9/2; 4; 17/4; 17/4; 9/2; 9/2; 79/17; 5; 38/11; 4; ; 19/4; 17/4; 79/17; ; 22/5; 4; 23/5
META; spain/la-liga-segunda/osasuna-v-fc-barcelona-b; 2017-10-20 10:26:14 GMT+3; 2017-10-20 20:00; Nothing; Xlenovo
Osasuna; 8/13; 6/10; 11/18; 4/6; 8/13; 4/7; 8/13; 8/15; 11/17; 8/13; 8/13; 8/13; 8/13; 8/13; 13/20; 8/13; 4/6; 11/18; 16/25; 11/17; 11/17; ; 8/13; 13/20; 8/13; ; 8/13; 4/7; 4/7
Draw; 13/5; 13/5; 13/5; 13/5; 12/5; 11/4; 5/2; 13/5; 27/10; 13/5; 11/4; 13/5; 13/5; 13/5; 13/5; 13/5; 13/5; 27/10; 141/50; 27/10; 45/17; ; 11/4; 27/10; 11/4; ; 14/5; 13/5; 14/5
FC Barcelona B; 5; 9/2; 17/4; 4; 4; 9/2; 9/2; 4; 41/10; 17/4; 9/2; 9/2; 17/4; 17/4; 17/4; 9/2; 9/2; 19/4; 11/2; 19/5; 4; ; 5; 9/2; 24/5; ; 23/5; 9/2; 5
META; spain/la-liga-segunda/osasuna-v-fc-barcelona-b; 2017-10-20 14:26:47 GMT+3; 2017-10-20 20:00; Nothing; Xlenovo
Osasuna; 13/20; 6/10; 4/6; 4/6; 8/13; 8/13; 8/13; 8/15; 3/5; 4/6; 4/6; 4/6; 4/6; 4/6; 4/6; 4/6; 4/6; 11/17; 17/25; 7/10; 3/5; ; 4/6; 4/6; 11/17; ; 4/6; 8/13; 4/6
Draw; 13/5; 13/5; 13/5; 13/5; 12/5; 13/5; 5/2; 13/5; 27/10; 13/5; 13/5; 5/2; 13/5; 13/5; 13/5; 13/5; 13/5; 45/17; 14/5; 27/10; 45/17; ; 27/10; 14/5; 27/10; ; 13/5; 13/5; 14/5
FC Barcelona B; 9/2; 9/2; 4; 4; 4; 4; 9/2; 4; 23/5; 4; 9/2; 4; 15/4; 4; 17/4; 4; 9/2; 49/11; 5; 7/2; 23/5; ; 9/2; 9/2; 9/2; ; 22/5; 22/5; 23/5
META; spain/la-liga-segunda/osasuna-v-fc-barcelona-b; 2017-10-20 18:26:18 GMT+3; 2017-10-20 20:00; Nothing; Xlenovo
Osasuna; 4/7; 8/13; 11/18; 4/6; 8/13; 8/13; 8/13; 4/7; 3/5; 8/13; 8/13; 8/13; 8/13; 8/13; 4/6; 8/13; 4/6; 11/17; 67/100; 7/11; 3/5; ; 8/13; 13/20; 4/6; ; 8/13; 8/13; 4/6
Draw; 11/4; 13/5; 13/5; 13/5; 12/5; 13/5; 5/2; 13/5; 27/10; 13/5; 11/4; 13/5; 13/5; 13/5; 13/5; 13/5; 13/5; 27/10; 72/25; 13/5; 45/17; ; 11/4; 14/5; 11/4; ; 14/5; 13/5; 14/5
FC Barcelona B; 21/4; 4; 21/5; 4; 4; 4; 9/2; 4; 23/5; 4; 9/2; 4; 17/4; 17/4; 17/4; 9/2; 9/2; 43/10; 49/10; 41/10; 23/5; ; 5; 9/2; 49/11; ; 23/5; 21/5; 23/5
META; spain/la-liga-segunda/osasuna-v-fc-barcelona-b; 2017-10-20 22:27:21 GMT+3; 2017-10-20 20:00; In Play; Xlenovo
Osasuna; 21/10; 2; 4/5; ; 15/8; ; ; 2; ; 4/5; ; ; 2; 29/20; ; ; 37/19; ; ; ; ; ; 11/5; 2; ; ; ; 23/10; 
Draw; 12/5; 23/10; 9/4; ; 41/20; ; ; 21/10; ; 9/4; ; ; 2; 41/20; ; ; 21/10; ; ; ; ; ; 9/4; 23/10; ; ; ; 9/4; 
FC Barcelona B; 6/5; 11/10; 18/5; ; 5/4; ; ; 11/10; ; 7/2; ; ; 6/5; 15/8; ; ; 13/10; ; ; ; ; ; 5/4; 27/20; ; ; ; 13/10; 
