META; spain/la-liga-segunda/leonesa-v-gijon; 2017-10-04 22:24:58 GMT+3; 2017-10-10 20:00; Nothing; Xlenovo
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Gijon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Leonesa; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/leonesa-v-gijon; 2017-10-05 02:25:01 GMT+3; 2017-10-10 20:00; Nothing; Xlenovo
Gijon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Leonesa; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; spain/la-liga-segunda/leonesa-v-gijon; 2017-10-05 10:25:19 GMT+3; 2017-10-10 20:00; Nothing; Xlenovo
Gijon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Leonesa; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; spain/la-liga-segunda/leonesa-v-gijon; 2017-10-05 14:25:49 GMT+3; 2017-10-10 20:00; Nothing; Xlenovo
Gijon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Leonesa; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; spain/la-liga-segunda/leonesa-v-gijon; 2017-10-05 18:26:17 GMT+3; 2017-10-10 20:00; Nothing; Xlenovo
Gijon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Leonesa; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; spain/la-liga-segunda/leonesa-v-gijon; 2017-10-05 22:25:28 GMT+3; 2017-10-10 20:00; Nothing; Xlenovo
Gijon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Leonesa; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; spain/la-liga-segunda/leonesa-v-gijon; 2017-10-06 02:27:22 GMT+3; 2017-10-10 20:00; Nothing; Xlenovo
Gijon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Leonesa; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; spain/la-liga-segunda/leonesa-v-gijon; 2017-10-06 10:25:31 GMT+3; 2017-10-10 20:00; Nothing; Xlenovo
Gijon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Leonesa; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; spain/la-liga-segunda/leonesa-v-gijon; 2017-10-06 14:26:37 GMT+3; 2017-10-10 20:00; Nothing; Xlenovo
Gijon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Leonesa; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; spain/la-liga-segunda/leonesa-v-gijon; 2017-10-06 18:26:13 GMT+3; 2017-10-10 20:00; Nothing; Xlenovo
Gijon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Leonesa; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; spain/la-liga-segunda/leonesa-v-gijon; 2017-10-06 22:26:44 GMT+3; 2017-10-10 20:00; Nothing; Xlenovo
Gijon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Leonesa; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; spain/la-liga-segunda/leonesa-v-gijon; 2017-10-07 02:25:38 GMT+3; 2017-10-10 20:00; Nothing; Xlenovo
Gijon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Leonesa; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; spain/la-liga-segunda/leonesa-v-gijon; 2017-10-07 10:26:16 GMT+3; 2017-10-10 20:00; Nothing; Xlenovo
Gijon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Leonesa; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; spain/la-liga-segunda/leonesa-v-gijon; 2017-10-07 14:26:15 GMT+3; 2017-10-10 20:00; Nothing; Xlenovo
Gijon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Leonesa; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; spain/la-liga-segunda/leonesa-v-gijon; 2017-10-07 18:26:02 GMT+3; 2017-10-10 20:00; Nothing; Xlenovo
Gijon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Leonesa; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; spain/la-liga-segunda/leonesa-v-gijon; 2017-10-07 22:24:43 GMT+3; 2017-10-10 20:00; Nothing; Xlenovo
Gijon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Leonesa; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; spain/la-liga-segunda/leonesa-v-gijon; 2017-10-08 02:24:49 GMT+3; 2017-10-10 20:00; Nothing; Xlenovo
Gijon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Leonesa; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; spain/la-liga-segunda/leonesa-v-gijon; 2017-10-08 10:25:41 GMT+3; 2017-10-10 20:00; Nothing; Xlenovo
Gijon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Leonesa; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/4; ; 
META; spain/la-liga-segunda/leonesa-v-gijon; 2017-10-08 14:26:01 GMT+3; 2017-10-10 20:00; Nothing; Xlenovo
Gijon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Leonesa; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/4; ; 
META; spain/la-liga-segunda/leonesa-v-gijon; 2017-10-08 18:25:32 GMT+3; 2017-10-10 20:00; Nothing; Xlenovo
Gijon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Leonesa; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/4; ; 
META; spain/la-liga-segunda/leonesa-v-gijon; 2017-10-08 22:25:11 GMT+3; 2017-10-10 20:00; Nothing; Xlenovo
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/4; ; 
Gijon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/3; ; 
Leonesa; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; 
META; spain/la-liga-segunda/leonesa-v-gijon; 2017-10-09 02:24:03 GMT+3; 2017-10-10 20:00; Nothing; Xlenovo
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/4; ; 
Gijon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/3; ; 
Leonesa; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; 
META; spain/la-liga-segunda/leonesa-v-gijon; 2017-10-09 10:24:20 GMT+3; 2017-10-10 20:00; Nothing; Xlenovo
Gijon; ; 13/8; ; ; 13/8; 31/20; 13/8; 13/8; ; ; 17/10; ; ; ; ; 8/5; ; ; 179/100; ; ; ; ; 17/10; ; 21/20; ; 
Leonesa; ; 13/8; ; ; 17/10; 8/5; 13/8; 8/5; ; ; 7/4; ; ; ; ; 17/10; ; ; 91/50; ; ; ; ; 17/10; ; 6/5; ; 
Draw; ; 2; ; ; 11/5; 39/20; 2; 15/8; ; ; 19/10; ; ; ; ; 2; ; ; 11/5; ; ; ; ; 2; ; 19/10; ; 
META; spain/la-liga-segunda/leonesa-v-gijon; 2017-10-09 14:24:34 GMT+3; 2017-10-10 20:00; Nothing; Xlenovo
Gijon; 13/8; 6/4; 7/4; 8/5; 13/8; 31/20; 13/8; 6/4; 8/5; 7/4; 8/5; 31/20; ; 31/20; 8/5; 8/5; ; 8/5; 167/100; 6/4; 17/11; ; 13/8; 8/5; ; 6/4; 6/4; 13/8
Leonesa; 15/8; 17/10; 6/4; 17/10; 7/4; 8/5; 13/8; 13/8; 7/4; 6/4; 7/4; 17/10; ; 17/10; 7/4; 17/10; ; 9/5; 189/100; 17/11; 17/10; ; 7/4; 7/4; ; 17/10; 13/8; 15/8
Draw; 2; 21/10; 21/10; 21/10; 11/5; 39/20; 2; 15/8; 11/5; 21/10; 2; 21/10; ; 21/10; 21/10; 21/10; ; 28/13; 57/25; 9/4; 28/13; ; 9/4; 21/10; ; 19/10; 2; 9/4
META; spain/la-liga-segunda/leonesa-v-gijon; 2017-10-09 18:25:22 GMT+3; 2017-10-10 20:00; Nothing; Xlenovo
Gijon; 13/8; 6/4; 17/11; 8/5; 8/5; 31/20; 6/4; 6/4; 8/5; 31/20; 8/5; 31/20; 6/4; 31/20; 8/5; 6/4; ; 17/11; 83/50; 13/9; 17/11; ; 8/5; 8/5; ; 6/4; 6/4; 13/8
Leonesa; 15/8; 17/10; 17/10; 17/10; 9/5; 8/5; 7/4; 13/8; 7/4; 17/10; 7/4; 7/4; 17/10; 17/10; 7/4; 7/4; ; 9/5; 19/10; 8/5; 17/10; ; 9/5; 7/4; ; 17/10; 13/8; 19/10
Draw; 2; 21/10; 21/10; 21/10; 21/10; 39/20; 2; 2; 11/5; 21/10; 2; 21/10; 11/5; 21/10; 21/10; 2; ; 28/13; 57/25; 9/4; 28/13; ; 9/4; 21/10; ; 2; 2; 9/4
