META; spain/la-liga-segunda/sd-huesca-v-gimnastic; 2018-05-21 22:17:30 GMT+3; 2018-05-27 19:30; Nothing; Xlenovo
SD Huesca; 1/50; 23/20
Gimnastic; 1/50; 19/10
Draw; 1/50; 13/5
META; spain/la-liga-segunda/sd-huesca-v-gimnastic; 2018-05-22 02:17:25 GMT+3; 2018-05-27 19:30; Nothing; Xlenovo
SD Huesca; 9/10; 4/9; 23/20
Draw; 13/5; 1/50; 13/5
Gimnastic; 33/10; 1/50; 19/10
META; spain/la-liga-segunda/sd-huesca-v-gimnastic; 2018-05-22 10:19:05 GMT+3; 2018-05-27 19:30; Nothing; Xlenovo
SD Huesca; 1; 28/25; 1; 8/15; 11/10
Draw; 9/4; 5/2; 23/10; 21/20; 12/5
Gimnastic; 13/5; 13/5; 13/5; 11/10; 5/2
META; spain/la-liga-segunda/sd-huesca-v-gimnastic; 2018-05-22 14:20:48 GMT+3; 2018-05-27 19:30; Nothing; Xlenovo
SD Huesca; 1; 23/20; 1; 4/7; 10/9; 
Draw; 9/4; 5/2; 23/10; 9/4; 5/4; 12/5
Gimnastic; 13/5; 5/2; 13/5; 13/5; 6/5; 12/5
META; spain/la-liga-segunda/sd-huesca-v-gimnastic; 2018-05-22 18:19:32 GMT+3; 2018-05-27 19:30; Nothing; Xlenovo
SD Huesca; 7/5; 7/5; 29/20; 29/20; 31/20; 29/20; 7/5; 29/20; 7/5; 16/11; 15/11; 29/20; 7/5; 10/11; 7/5
Gimnastic; 15/8; 7/4; 7/4; 15/8; 177/00; 7/4; 9/5; 15/8; 15/8; 17/10; 22/13; 2; 7/4; 23/20; 7/4
Draw; 23/10; 11/5; 21/10; 21/10; 127/0; 21/10; 11/5; 21/10; 9/4; 9/4; 23/10; 9/4; 23/10; 19/10; 5/2
META; spain/la-liga-segunda/sd-huesca-v-gimnastic; 2018-05-22 22:19:44 GMT+3; 2018-05-27 19:30; Nothing; Xlenovo
SD Huesca; 8/5; 6/4; 33/20; 8/5; 81/50; 17/11; 33/20; 6/4; 31/20; 6/4; 6/4; 22/15; 17/11; 8/5; 17/11; 1; 6/4
Gimnastic; 13/8; 13/8; 31/20; 13/8; 81/50; 28/17; 31/20; 8/5; 31/20; 17/10; 17/11; 8/5; 13/8; 7/4; 8/5; 21/20; 13/8
Draw; 23/10; 11/5; 21/10; 11/5; 133/0; 40/17; 21/10; 23/10; 23/10; 23/10; 40/17; 11/5; 40/17; 23/10; 40/17; 19/10; 13/5
META; spain/la-liga-segunda/sd-huesca-v-gimnastic; 2018-05-23 02:19:39 GMT+3; 2018-05-27 19:30; Nothing; Xlenovo
Gimnastic; 6/4; 29/20; 29/20; 13/8; 71/50; 6/4; 29/20; 6/4; 31/20; 7/5; 7/5; 16/11; 52/35; 31/21; 13/8; 7/5; 5/4; 7/5
SD Huesca; 7/4; 17/10; 9/5; 8/5; 177/00; 7/4; 9/5; 13/8; 17/10; 17/10; 8/5; 7/4; 52/35; 17/10; 7/4; 28/17; 10/9; 13/8
Draw; 23/10; 9/4; 21/10; 11/5; 141/0; 23/10; 21/10; 12/5; 21/10; 5/2; 27/11; 12/5; 40/17; 23/10; 23/10; 27/11; 19/10; 27/10
META; spain/la-liga-segunda/sd-huesca-v-gimnastic; 2018-05-23 22:20:37 GMT+3; 2018-05-27 19:30; Nothing; Xlenovo
Gimnastic; 6/4; 29/20; 29/20; 6/4; 36/25; 29/20; 6/4; 29/20; 7/5; 29/20; 7/5; 7/5; 7/5; 6/4; 11/8; 31/21; 31/20; 7/5; 7/5; 7/5
SD Huesca; 7/4; 17/10; 7/4; 13/8; 183/00; 17/10; 7/4; 7/4; 17/10; 7/4; 17/10; 17/10; 7/4; 28/17; 48/29; 17/10; 9/5; 7/4; 7/4; 7/4
Draw; 23/10; 9/4; 11/5; 11/5; 133/0; 23/10; 23/10; 11/5; 12/5; 23/10; 5/2; 23/10; 12/5; 12/5; 23/10; 23/10; 23/10; 12/5; 13/5; 13/5
META; spain/la-liga-segunda/sd-huesca-v-gimnastic; 2018-05-24 02:21:08 GMT+3; 2018-05-27 19:30; Nothing; Xlenovo
