META; spain/la-liga-segunda/osasuna-v-oviedo; 2018-05-05 10:23:55 GMT+3; 2018-05-12 19:30; Nothing; Xlenovo
Draw; 1/50
Osasuna; 1/50
Oviedo; 1/50
META; spain/la-liga-segunda/osasuna-v-oviedo; 2018-05-05 14:25:09 GMT+3; 2018-05-12 19:30; Nothing; Xlenovo
Draw; 1/50
Osasuna; 1/50
Oviedo; 1/50
META; spain/la-liga-segunda/osasuna-v-oviedo; 2018-05-05 18:24:14 GMT+3; 2018-05-12 19:30; Nothing; Xlenovo
Draw; 1/50
Osasuna; 1/50
Oviedo; 1/50
META; spain/la-liga-segunda/osasuna-v-oviedo; 2018-05-05 22:20:58 GMT+3; 2018-05-12 19:30; Nothing; Xlenovo
Draw; 1/50
Osasuna; 1/50
Oviedo; 1/50
META; spain/la-liga-segunda/osasuna-v-oviedo; 2018-05-06 02:21:14 GMT+3; 2018-05-12 19:30; Nothing; Xlenovo
Draw; 1/100
Osasuna; 1/33
Oviedo; 1/33
META; spain/la-liga-segunda/osasuna-v-oviedo; 2018-05-06 10:21:25 GMT+3; 2018-05-12 19:30; Nothing; Xlenovo
Draw; 1/100; 17/10
Osasuna; 1/33; 7/4
Oviedo; 1/33; 7/4
META; spain/la-liga-segunda/osasuna-v-oviedo; 2018-05-06 14:21:37 GMT+3; 2018-05-12 19:30; Nothing; Xlenovo
Draw; 1/100; 17/10
Osasuna; 1/33; 7/4
Oviedo; 1/33; 7/4
META; spain/la-liga-segunda/osasuna-v-oviedo; 2018-05-06 18:20:15 GMT+3; 2018-05-12 19:30; Nothing; Xlenovo
Draw; 1/100; 17/10
Osasuna; 1/33; 7/4
Oviedo; 1/33; 7/4
META; spain/la-liga-segunda/osasuna-v-oviedo; 2018-05-06 22:18:49 GMT+3; 2018-05-12 19:30; Nothing; Xlenovo
Draw; 1/100; 17/10
Osasuna; 1/33; 7/4
Oviedo; 1/33; 7/4
META; spain/la-liga-segunda/osasuna-v-oviedo; 2018-05-07 02:19:08 GMT+3; 2018-05-12 19:30; Nothing; Xlenovo
Draw; 1/100; 17/10
Osasuna; 1/25; 7/4
Oviedo; 1/25; 7/4
META; spain/la-liga-segunda/osasuna-v-oviedo; 2018-05-07 10:19:44 GMT+3; 2018-05-12 19:30; Nothing; Xlenovo
Draw; 1/100; 17/10
Osasuna; 1/25; 7/4
Oviedo; 1/25; 7/4
META; spain/la-liga-segunda/osasuna-v-oviedo; 2018-05-07 14:19:55 GMT+3; 2018-05-12 19:30; Nothing; Xlenovo
Draw; 1/100; 17/10
Osasuna; 1/25; 7/4
Oviedo; 1/25; 7/4
META; spain/la-liga-segunda/osasuna-v-oviedo; 2018-05-07 18:20:21 GMT+3; 2018-05-12 19:30; Nothing; Xlenovo
Draw; 1/100; 17/10
Osasuna; 1/25; 7/4
Oviedo; 1/25; 7/4
META; spain/la-liga-segunda/osasuna-v-oviedo; 2018-05-07 22:20:19 GMT+3; 2018-05-12 19:30; Nothing; Xlenovo
Draw; 1/100; 17/10
Osasuna; 1/25; 7/4
Oviedo; 1/25; 7/4
META; spain/la-liga-segunda/osasuna-v-oviedo; 2018-05-08 02:20:07 GMT+3; 2018-05-12 19:30; Nothing; Xlenovo
Draw; 1/100; 17/10
Osasuna; 1/25; 7/4
Oviedo; 1/25; 7/4
META; spain/la-liga-segunda/osasuna-v-oviedo; 2018-05-08 10:20:10 GMT+3; 2018-05-12 19:30; Nothing; Xlenovo
Draw; 1/100; 17/10
Osasuna; 1/25; 7/4
Oviedo; 1/25; 7/4
META; spain/la-liga-segunda/osasuna-v-oviedo; 2018-05-08 14:20:26 GMT+3; 2018-05-12 19:30; Nothing; Xlenovo
Draw; 1/100; 17/10
Osasuna; 1/25; 7/4
Oviedo; 1/25; 7/4
META; spain/la-liga-segunda/osasuna-v-oviedo; 2018-05-08 18:20:19 GMT+3; 2018-05-12 19:30; Nothing; Xlenovo
Draw; 1/100; 17/10
Osasuna; 1/25; 7/4
Oviedo; 1/25; 7/4
META; spain/la-liga-segunda/osasuna-v-oviedo; 2018-05-08 22:20:20 GMT+3; 2018-05-12 19:30; Nothing; Xlenovo
Draw; 1/100; 17/10
Osasuna; 1/25; 7/4
Oviedo; 1/25; 7/4
META; spain/la-liga-segunda/osasuna-v-oviedo; 2018-05-09 02:20:00 GMT+3; 2018-05-12 19:30; Nothing; Xlenovo
Draw; 1/100; 17/10
Osasuna; 1/33; 7/4
Oviedo; 1/33; 7/4
META; spain/la-liga-segunda/osasuna-v-oviedo; 2018-05-09 10:20:10 GMT+3; 2018-05-12 19:30; Nothing; Xlenovo
Draw; 1/100; 17/10
Osasuna; 1/33; 7/4
Oviedo; 1/33; 7/4
META; spain/la-liga-segunda/osasuna-v-oviedo; 2018-05-09 14:20:23 GMT+3; 2018-05-12 19:30; Nothing; Xlenovo
Osasuna; 11/10; 23/20; 1; 11/10; 11/10; 8/15; 10/9
Draw; 2; 21/10; 2; 2; 20/21; 2; 
Oviedo; 13/5; 16/5; 11/4; 11/4; 11/4; 23/20; 3
META; spain/la-liga-segunda/osasuna-v-oviedo; 2018-05-09 18:20:25 GMT+3; 2018-05-12 19:30; Nothing; Xlenovo
Osasuna; 21/20; 1; 28/25; 1; 28/29; 1; 21/20; 1; 19/20; 1; 2/7; 11/10; 
Draw; 2; 51/25; 2; 19/10; 2; 19/10; 19/10; 2; 19/10; 21/10; 37/19; 2/9; 19/10
Oviedo; 31/10; 14/5; 69/20; 3; 57/17; 3; 16/5; 3; 16/5; 56/19; 13/4; 2/7; 10/3
META; spain/la-liga-segunda/osasuna-v-oviedo; 2018-05-09 22:20:16 GMT+3; 2018-05-12 19:30; Nothing; Xlenovo
Osasuna; 10/11; 10/11; 1; 103/00; 10/11; 10/11; 1; 20/21; 20/21; 1; 19/20; 19/20; 19/20; 28/29; 1; 19/20; 5/6; 9/10; 1; 
Draw; 21/10; 21/10; 2; 23/10; 2; 2; 21/10; 21/10; 2; 28/13; 21/10; 39/19; 37/19; 85/40; 28/13; 9/5; 15/8; 9/4; ; 
Oviedo; 7/2; 16/5; 3; 67/20; 10/3; 10/3; 33/10; 10/3; 16/5; 3; 16/5; 16/5; 13/4; 11/4; 13/4; 17/5; 13/4; 14/5; 23/10; 3
META; spain/la-liga-segunda/osasuna-v-oviedo; 2018-05-10 02:19:52 GMT+3; 2018-05-12 19:30; Nothing; Xlenovo
Osasuna; 10/11; 10/11; 1; 103/00; 10/11; 10/11; 1; 20/21; 20/21; 1; 19/20; 19/20; 19/20; 28/29; 1; 19/20; 5/6; 9/10; 1; 
Draw; 21/10; 21/10; 2; 23/10; 2; 2; 21/10; 23/10; 2; 28/13; 21/10; 39/19; 37/19; 85/40; 11/5; 9/5; 15/8; 9/4; ; 
Oviedo; 7/2; 16/5; 3; 67/20; 10/3; 10/3; 33/10; 10/3; 16/5; 16/5; 16/5; 13/4; 13/4; 11/4; 13/4; 17/5; 13/4; 14/5; 23/10; 3
META; spain/la-liga-segunda/osasuna-v-oviedo; 2018-05-10 10:19:55 GMT+3; 2018-05-12 19:30; Nothing; Xlenovo
Osasuna; 1; 19/20; 1; 103/00; 19/20; 1; 20/21; 20/21; 1; 19/20; 1; 19/20; 28/29; 1; 1; 5/6; 9/10; 1; 
Draw; 21/10; 21/10; 2; 23/10; 21/10; 2; 21/10; 21/10; 11/5; 2; 28/13; 21/10; 39/19; 37/19; 85/40; 28/13; 19/10; 9/5; 9/4
Oviedo; 16/5; 3; 67/20; 10/3; 3; 33/10; 3; 16/5; 100/0; 3; 41/13; 13/4; 11/4; 13/4; 33/10; 16/5; 14/5; 12/5; 3
META; spain/la-liga-segunda/osasuna-v-oviedo; 2018-05-10 14:20:22 GMT+3; 2018-05-12 19:30; Nothing; Xlenovo
Osasuna; 1; 19/20; 1; 51/50; 19/20; 1; 1; 20/21; 20/21; 1; 19/20; 1; 19/20; 1; 1; 5/6; 9/10; 20/21; 1; ; ; 
