META; spain/la-liga-segunda/alcorcon-v-cordoba; 2018-03-02 17:48:09 GMT+2; 2018-03-04 17:00; Nothing; Xlenovo
Alcorcon; 4/5; 4/5; 17/20; 5/6; 1; 3/4; 5/6; 19/20; 17/20; 5/6; 20/23; 17/20; 5/6; 17/20; 13/15; 11/13; 16/19; 19/20; 20/23; 13/15; 4/6; 5/6; 10/11
Draw; 9/4; 23/10; 9/4; 12/5; 121/50; 23/10; 9/4; 23/10; 9/4; 23/10; 9/4; 23/10; 12/5; 23/10; 40/17; 12/5; 23/10; 23/10; 12/5; 12/5; 2; 9/4; 5/2
Cordoba; 4; 10/3; 16/5; 3; 33/10; 16/5; 10/3; 56/19; 16/5; 10/3; 10/3; 16/5; 100/30; 16/5; 33/10; 7/2; 29/10; 29/10; 7/2; 33/10; 14/5; 11/4; 10/3
META; spain/la-liga-segunda/alcorcon-v-cordoba; 2018-03-02 22:25:32 GMT+2; 2018-03-04 17:00; Nothing; Xlenovo
Alcorcon; 4/5; 4/5; 17/20; 5/6; 1; 3/4; 5/6; 8/11; 9/10; 17/20; 5/6; 20/23; 17/20; 5/6; 17/20; 13/15; 11/13; 16/19; 8/9; 20/23; 17/20; 13/15; 5/6; 5/6; 10/11
Draw; 9/4; 23/10; 9/4; 12/5; 121/0; 23/10; 9/4; 23/10; 23/10; 9/4; 23/10; 9/4; 23/10; 12/5; 23/10; 40/17; 12/5; 23/10; 23/10; 12/5; 12/5; 12/5; 21/10; 23/10; 5/2
Cordoba; 4; 10/3; 16/5; 3; 33/10; 16/5; 10/3; 16/5; 16/5; 16/5; 10/3; 10/3; 16/5; 100/0; 16/5; 57/17; 7/2; 29/10; 31/10; 7/2; 7/2; 57/17; 3; 10/3; 
META; spain/la-liga-segunda/alcorcon-v-cordoba; 2018-03-03 02:24:54 GMT+2; 2018-03-04 17:00; Nothing; Xlenovo
Alcorcon; 17/20; 4/5; 17/20; 5/6; 1; 3/4; 5/6; 8/11; 9/10; 17/20; 5/6; 20/23; 17/20; 5/6; 17/20; 13/15; 11/13; 16/19; 8/9; 20/23; 17/20; 10/11; 5/6; 5/6; 10/11
Draw; 23/10; 23/10; 9/4; 12/5; 121/0; 23/10; 9/4; 23/10; 23/10; 9/4; 23/10; 9/4; 23/10; 12/5; 23/10; 40/17; 12/5; 23/10; 23/10; 12/5; 12/5; 12/5; 21/10; 21/10; 5/2
Cordoba; 7/2; 10/3; 16/5; 3; 33/10; 16/5; 10/3; 16/5; 16/5; 16/5; 10/3; 10/3; 16/5; 100/0; 16/5; 13/4; 7/2; 29/10; 31/10; 7/2; 7/2; 33/10; 3; 10/3; 
META; spain/la-liga-segunda/alcorcon-v-cordoba; 2018-03-03 10:25:41 GMT+2; 2018-03-04 17:00; Nothing; Xlenovo
Alcorcon; 17/20; 4/5; 17/20; 5/6; 1; 4/5; 5/6; 8/11; 9/10; 17/20; 5/6; 20/23; 17/20; 5/6; 17/20; 13/15; 11/13; 16/19; 8/9; 20/23; 17/20; 10/11; 5/6; 5/6; 10/11
Draw; 23/10; 23/10; 9/4; 12/5; 121/0; 5/2; 9/4; 12/5; 23/10; 9/4; 23/10; 9/4; 23/10; 12/5; 23/10; 40/17; 12/5; 23/10; 23/10; 12/5; 12/5; 12/5; 9/4; 23/10; 5/2
Cordoba; 7/2; 10/3; 16/5; 3; 33/10; 16/5; 10/3; 3; 16/5; 16/5; 10/3; 10/3; 16/5; 100/0; 16/5; 13/4; 7/2; 29/10; 31/10; 7/2; 7/2; 33/10; 3; 10/3; 
