META; spain/la-liga-segunda/lorca-v-valladolid; 2018-05-12 10:21:24 GMT+3; 2018-05-19 19:30; Nothing; Xlenovo
Draw; 1/50
Lorca; 1/50
Valladolid; 1/50
META; spain/la-liga-segunda/lorca-v-valladolid; 2018-05-12 14:21:42 GMT+3; 2018-05-19 19:30; Nothing; Xlenovo
Draw; 1/50
Lorca; 1/50
Valladolid; 1/50
META; spain/la-liga-segunda/lorca-v-valladolid; 2018-05-12 18:20:54 GMT+3; 2018-05-19 19:30; Nothing; Xlenovo
Draw; 1/50
Lorca; 1/50
Valladolid; 1/50
META; spain/la-liga-segunda/lorca-v-valladolid; 2018-05-12 22:18:20 GMT+3; 2018-05-19 19:30; Nothing; Xlenovo
Draw; 1/50
Lorca; 1/50
Valladolid; 1/50
META; spain/la-liga-segunda/lorca-v-valladolid; 2018-05-13 02:17:58 GMT+3; 2018-05-19 19:30; Nothing; Xlenovo
Draw; 1/100
Lorca; 1/33
Valladolid; 1/33
META; spain/la-liga-segunda/lorca-v-valladolid; 2018-05-13 10:17:56 GMT+3; 2018-05-19 19:30; Nothing; Xlenovo
Draw; 1/100; 17/10
Lorca; 1/33; 7/4
Valladolid; 1/33; 7/4
META; spain/la-liga-segunda/lorca-v-valladolid; 2018-05-13 14:18:03 GMT+3; 2018-05-19 19:30; Nothing; Xlenovo
Draw; 1/100; 17/10
Lorca; 1/33; 7/4
Valladolid; 1/33; 7/4
META; spain/la-liga-segunda/lorca-v-valladolid; 2018-05-13 18:18:15 GMT+3; 2018-05-19 19:30; Nothing; Xlenovo
Draw; 1/100; 17/10
Lorca; 1/33; 7/4
Valladolid; 1/33; 7/4
META; spain/la-liga-segunda/lorca-v-valladolid; 2018-05-13 22:16:46 GMT+3; 2018-05-19 19:30; Nothing; Xlenovo
Draw; 1/100; 17/10
Lorca; 1/33; 7/4
Valladolid; 1/33; 7/4
META; spain/la-liga-segunda/lorca-v-valladolid; 2018-05-14 02:16:30 GMT+3; 2018-05-19 19:30; Nothing; Xlenovo
Draw; 1/100; 17/10
Lorca; 1/33; 7/4
Valladolid; 1/33; 7/4
META; spain/la-liga-segunda/lorca-v-valladolid; 2018-05-14 10:17:38 GMT+3; 2018-05-19 19:30; Nothing; Xlenovo
Draw; 1/100; 17/10
Lorca; 1/33; 7/4
Valladolid; 1/33; 7/4
META; spain/la-liga-segunda/lorca-v-valladolid; 2018-05-14 14:17:59 GMT+3; 2018-05-19 19:30; Nothing; Xlenovo
Draw; 21/20; 17/10
Valladolid; 1/33; 7/4
Lorca; 21/20; 7/4
META; spain/la-liga-segunda/lorca-v-valladolid; 2018-05-14 18:17:59 GMT+3; 2018-05-19 19:30; Nothing; Xlenovo
Draw; 21/20; 17/10
Valladolid; 1/33; 7/4
Lorca; 21/20; 7/4
META; spain/la-liga-segunda/lorca-v-valladolid; 2018-05-14 22:17:58 GMT+3; 2018-05-19 19:30; Nothing; Xlenovo
Draw; 21/20; 17/10
Valladolid; 1/33; 7/4
Lorca; 21/20; 7/4
META; spain/la-liga-segunda/lorca-v-valladolid; 2018-05-15 02:17:56 GMT+3; 2018-05-19 19:30; Nothing; Xlenovo
Draw; 21/20; 17/10
Valladolid; 1/25; 7/4
Lorca; 21/20; 7/4
META; spain/la-liga-segunda/lorca-v-valladolid; 2018-05-15 10:18:10 GMT+3; 2018-05-19 19:30; Nothing; Xlenovo
Draw; 21/20; 17/10
Valladolid; 1/25; 7/4
Lorca; 21/20; 7/4
META; spain/la-liga-segunda/lorca-v-valladolid; 2018-05-15 14:18:46 GMT+3; 2018-05-19 19:30; Nothing; Xlenovo
Draw; 21/20; 17/10
Valladolid; 1/25; 7/4
Lorca; 21/20; 7/4
META; spain/la-liga-segunda/lorca-v-valladolid; 2018-05-15 18:18:47 GMT+3; 2018-05-19 19:30; Nothing; Xlenovo
Draw; 21/20; 17/10
Valladolid; 1/25; 7/4
Lorca; 21/20; 7/4
META; spain/la-liga-segunda/lorca-v-valladolid; 2018-05-16 02:18:02 GMT+3; 2018-05-19 19:30; Nothing; Xlenovo
Valladolid; 4/6; 4/6; 4/6; 1/25; 7/4
Draw; 11/4; 11/4; 27/10; 9/5; 17/10
Lorca; 17/5; 7/2; 17/5; 21/20; 7/4
META; spain/la-liga-segunda/lorca-v-valladolid; 2018-05-16 10:18:17 GMT+3; 2018-05-19 19:30; Nothing; Xlenovo
Valladolid; 4/6; 4/6; 4/6; 1/25; 7/4
Draw; 11/4; 11/4; 27/10; 9/5; 17/10
Lorca; 17/5; 7/2; 17/5; 21/20; 7/4
META; spain/la-liga-segunda/lorca-v-valladolid; 2018-05-16 14:19:27 GMT+3; 2018-05-19 19:30; Nothing; Xlenovo
Valladolid; 3/4; 4/5; 4/5; 8/11; 4/6; 4/5; 4/6; 8/11; 4/5; 5/6; 7/10; 10/13; 4/6; 4/5; 4/5; 1/25; 5/6
Draw; 5/2; 5/2; 5/2; 5/2; 11/4; 5/2; 11/4; 13/5; 13/5; 12/5; 13/5; 12/5; 27/10; 27/10; 27/11; 21/20; 12/5
Lorca; 10/3; 16/5; 16/5; 10/3; 17/5; 16/5; 7/2; 7/2; 31/10; 100/0; 7/2; 39/11; 17/5; 7/2; 18/5; 21/20; 7/2
META; spain/la-liga-segunda/lorca-v-valladolid; 2018-05-17 10:29:07 GMT+3; 2018-05-19 19:30; Nothing; Xlenovo
Valladolid; 10/11; 5/6; 20/23; 4/5; 93/100; 20/23; 5/6; 11/13; 20/23; 5/6; 10/11; 10/11; 19/20; 19/20; 17/20; 10/11; 9/10; 11/13; 19/20; 10/11; 4/6; 4/5; 10/11; 5/6
Draw; 12/5; 23/10; 12/5; 5/2; 127/50; 12/5; 12/5; 40/17; 12/5; 12/5; 23/10; 12/5; 47/20; 12/5; 12/5; 27/11; 12/5; 40/17; 5/2; 27/11; 2; 21/10; 5/2; 5/2
Lorca; 3; 14/5; 16/5; 63/20; 31/10; 3; 33/10; 14/5; 3; 14/5; 11/4; 14/5; 3; 58/19; 3; 13/4; 3; 58/19; 1/100; 12/5; 3; ; ; 
META; spain/la-liga-segunda/lorca-v-valladolid; 2018-05-17 18:18:18 GMT+3; 2018-05-19 19:30; Nothing; Xlenovo
Valladolid; 5/6; 5/6; 5/6; 4/5; 43/50; 20/23; 5/6; 11/13; 5/6; 5/6; 20/23; 5/6; 17/20; 10/11; 5/6; 5/6; 9/10; 13/15; 11/13; 17/20; 5/6; 4/5; 4/6; 5/6; 5/6
Draw; 12/5; 12/5; 5/2; 5/2; 133/0; 12/5; 12/5; 40/17; 5/2; 12/5; 23/10; 5/2; 49/20; 12/5; 12/5; 28/11; 12/5; 5/2; 40/17; 13/5; 13/5; 9/5; 9/4; 13/5; 13/5
Lorca; 10/3; 3; 16/5; 10/3; 31/10; 3; 33/10; 3; 16/5; 3; 3; 16/5; 3; 28/11; 13/4; 33/10; 13/4; 21/10; 13/5; 3; ; ; ; ; 
META; spain/la-liga-segunda/lorca-v-valladolid; 2018-05-17 22:18:16 GMT+3; 2018-05-19 19:30; Nothing; Xlenovo
Valladolid; 5/6; 5/6; 5/6; 4/5; 43/50; 20/23; 5/6; 11/13; 5/6; 5/6; 20/23; 5/6; 17/20; 10/11; 5/6; 5/6; 11/13; 13/15; 11/13; 17/20; 5/6; 4/5; 4/6; 5/6; 5/6
