META; spain/la-liga-segunda/sevilla-b-v-lugo; 2017-11-26 02:23:15 GMT+2; 2017-12-03 17:00; Nothing; Xlenovo
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Lugo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Sevilla B; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
META; spain/la-liga-segunda/sevilla-b-v-lugo; 2017-11-27 18:24:57 GMT+2; 2017-12-03 17:00; Nothing; Xlenovo
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Lugo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Sevilla B; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
META; spain/la-liga-segunda/sevilla-b-v-lugo; 2017-11-27 22:24:54 GMT+2; 2017-12-03 17:00; Nothing; Xlenovo
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Lugo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Sevilla B; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/sevilla-b-v-lugo; 2017-11-28 02:24:35 GMT+2; 2017-12-03 17:00; Nothing; Xlenovo
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Lugo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Sevilla B; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
META; spain/la-liga-segunda/sevilla-b-v-lugo; 2017-11-28 10:24:44 GMT+2; 2017-12-03 17:00; Nothing; Xlenovo
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Lugo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Sevilla B; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
META; spain/la-liga-segunda/sevilla-b-v-lugo; 2017-11-28 14:24:35 GMT+2; 2017-12-03 17:00; Nothing; Xlenovo
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Lugo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Sevilla B; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
META; spain/la-liga-segunda/sevilla-b-v-lugo; 2017-11-28 18:24:38 GMT+2; 2017-12-03 17:00; Nothing; Xlenovo
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Lugo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Sevilla B; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
META; spain/la-liga-segunda/sevilla-b-v-lugo; 2017-11-28 22:24:35 GMT+2; 2017-12-03 17:00; Nothing; Xlenovo
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Lugo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Sevilla B; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
META; spain/la-liga-segunda/sevilla-b-v-lugo; 2017-11-29 02:24:28 GMT+2; 2017-12-03 17:00; Nothing; Xlenovo
Lugo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 17/10; ; ; 1/4; ; 
Sevilla B; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/4; ; ; 1/4; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2; ; ; 8/11; ; 
META; spain/la-liga-segunda/sevilla-b-v-lugo; 2017-11-29 10:24:39 GMT+2; 2017-12-03 17:00; Nothing; Xlenovo
Lugo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 17/10; ; ; 4/6; ; 
Sevilla B; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/4; ; ; 8/11; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2; ; ; 4/5; ; 
META; spain/la-liga-segunda/sevilla-b-v-lugo; 2017-11-29 14:24:25 GMT+2; 2017-12-03 17:00; Nothing; Xlenovo
Lugo; ; ; ; ; ; ; ; ; 17/10; ; ; ; ; ; ; ; ; ; ; ; 17/10; ; ; 17/10; ; ; 4/6; ; 
Sevilla B; ; ; ; ; ; ; ; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; 7/4; ; ; 7/4; ; ; 8/11; ; 
Draw; ; ; ; ; ; ; ; ; 19/10; ; ; ; ; ; ; ; ; ; ; ; 19/10; ; ; 2; ; ; 9/5; ; 
META; spain/la-liga-segunda/sevilla-b-v-lugo; 2017-11-29 18:24:39 GMT+2; 2017-12-03 17:00; Nothing; Xlenovo
Lugo; ; 6/4; 17/11; ; 17/11; ; ; ; 17/10; 31/20; 13/8; ; ; 8/5; 8/5; 6/4; 17/11; 8/5; 17/10; 22/15; 17/10; 6/4; ; 8/5; 8/5; ; 20/21; ; 
Sevilla B; ; 9/5; 7/4; ; 9/5; ; ; ; 7/4; 7/4; 9/5; ; ; 7/4; 7/4; 9/5; 9/5; 7/4; 2; 13/8; 7/4; 13/8; ; 7/4; 7/4; ; 5/6; ; 
Draw; ; 2; 2; ; 21/10; ; ; ; 19/10; 2; 21/10; ; ; 2; 21/10; 2; 21/10; 39/19; 21/10; 11/5; 19/10; 2; ; 21/10; 39/19; ; 9/5; ; 
META; spain/la-liga-segunda/sevilla-b-v-lugo; 2017-11-29 22:24:31 GMT+2; 2017-12-03 17:00; Nothing; Xlenovo
Lugo; 17/10; 13/8; 17/10; ; 17/11; ; 13/8; ; 17/10; 17/10; 7/4; ; ; 7/4; 9/5; 17/10; 17/11; 9/5; 179/100; 29/18; 17/10; 13/8; ; 7/4; 9/5; ; 1; ; 17/10
Sevilla B; 31/20; 13/8; 8/5; ; 9/5; ; 13/8; ; 7/4; 8/5; 17/10; ; ; 13/8; 13/8; 8/5; 9/5; 28/17; 19/10; 31/21; 7/4; 8/5; ; 17/10; 28/17; ; 1; ; 8/5
Draw; 2; 2; 2; ; 21/10; ; 2; ; 19/10; 2; 21/10; ; ; 2; 2; 2; 21/10; 39/19; 21/10; 11/5; 19/10; 15/8; ; 2; 39/19; ; 9/5; ; 2
META; spain/la-liga-segunda/sevilla-b-v-lugo; 2017-11-30 02:24:09 GMT+2; 2017-12-03 17:00; Nothing; Xlenovo
Sevilla B; 31/20; 13/8; 8/5; ; 28/17; ; 13/8; ; 7/4; 8/5; 17/10; 8/5; ; 13/8; 13/8; 8/5; 28/17; 28/17; 173/100; 31/21; 7/4; 8/5; ; 17/10; 28/17; ; 6/4; ; 8/5
Lugo; 17/10; 17/10; 17/10; ; 17/10; ; 13/8; ; 17/10; 17/10; 9/5; 7/4; ; 7/4; 9/5; 7/4; 17/10; 9/5; 48/25; 29/18; 17/10; 13/8; ; 7/4; 9/5; ; 6/4; ; 17/10
Draw; 2; 2; 2; ; 21/10; ; 2; ; 19/10; 2; 2; 2; ; 2; 2; 2; 21/10; 39/19; 43/20; 11/5; 19/10; 15/8; ; 2; 39/19; ; 9/5; ; 2
META; spain/la-liga-segunda/sevilla-b-v-lugo; 2017-11-30 10:24:13 GMT+2; 2017-12-03 17:00; Nothing; Xlenovo
Sevilla B; 13/8; 13/8; 8/5; ; 28/17; ; 13/8; ; 7/4; 8/5; 17/10; 13/8; ; 13/8; 13/8; 8/5; 28/17; 28/17; 17/10; 31/21; 7/4; 8/5; ; 17/10; 17/10; ; 6/4; ; 8/5
Lugo; 7/4; 17/10; 17/10; ; 17/10; ; 13/8; ; 17/10; 17/10; 7/4; 7/4; ; 7/4; 9/5; 7/4; 17/10; 7/4; 37/20; 29/18; 17/10; 13/8; ; 7/4; 7/4; ; 6/4; ; 17/10
Draw; 21/10; 2; 2; ; 21/10; ; 2; ; 19/10; 2; 21/10; 19/10; ; 2; 2; 2; 21/10; 39/19; 57/25; 11/5; 19/10; 15/8; ; 2; 39/19; ; 9/5; ; 2
META; spain/la-liga-segunda/sevilla-b-v-lugo; 2017-11-30 14:24:17 GMT+2; 2017-12-03 17:00; Nothing; Xlenovo
Sevilla B; 13/8; 6/4; 17/11; 6/4; 28/17; ; 6/4; ; 7/4; 31/20; 13/8; 8/5; ; 31/20; 8/5; 6/4; 28/17; 8/5; 169/100; ; 7/4; 6/4; ; 13/8; 28/17; ; 6/4; ; 13/8
Lugo; 7/4; 7/4; 9/5; 9/5; 17/10; ; 7/4; ; 17/10; 9/5; 15/8; 9/5; ; 37/20; 19/10; 9/5; 17/10; 24/13; 51/25; ; 17/10; 9/5; ; 39/20; 19/10; ; 8/5; ; 2
Draw; 21/10; 2; 2; 21/10; 21/10; ; 2; ; 19/10; 2; 2; 2; ; 2; 19/10; 2; 21/10; 2; 52/25; ; 19/10; 15/8; ; 2; 2; ; 19/10; ; 2
META; spain/la-liga-segunda/sevilla-b-v-lugo; 2017-11-30 18:24:11 GMT+2; 2017-12-03 17:00; Nothing; Xlenovo
Sevilla B; 13/8; 6/4; 17/11; 6/4; 28/17; ; 6/4; ; 7/4; 31/20; 13/8; 8/5; ; 31/20; 8/5; 6/4; 28/17; 8/5; 169/100; 16/11; 7/4; 6/4; ; 13/8; 28/17; ; 6/4; ; 
Lugo; 7/4; 7/4; 9/5; 9/5; 17/10; ; 7/4; ; 17/10; 9/5; 15/8; 9/5; ; 9/5; 19/10; 9/5; 17/10; 24/13; 103/50; 7/4; 17/10; 9/5; ; 39/20; 19/10; ; 8/5; ; 
Draw; 21/10; 2; 2; 21/10; 21/10; ; 2; ; 19/10; 2; 2; 2; ; 2; 19/10; 2; 21/10; 2; 103/50; 39/19; 19/10; 15/8; ; 2; 2; ; 9/5; ; 
META; spain/la-liga-segunda/sevilla-b-v-lugo; 2017-11-30 22:24:11 GMT+2; 2017-12-03 17:00; Nothing; Xlenovo
Sevilla B; 13/8; 6/4; 17/11; 6/4; 17/11; ; 6/4; ; 7/4; 31/20; 13/8; 8/5; 6/4; 31/20; 8/5; 6/4; 17/11; 8/5; 169/100; 16/11; 7/4; 6/4; ; 13/8; 28/17; ; 6/4; 7/5; 
Lugo; 7/4; 7/4; 9/5; 9/5; 9/5; ; 7/4; ; 17/10; 9/5; 15/8; 9/5; 9/5; 9/5; 19/10; 9/5; 9/5; 24/13; 103/50; 7/4; 17/10; 9/5; ; 39/20; 19/10; ; 6/4; 17/10; 
Draw; 21/10; 2; 2; 21/10; 21/10; ; 2; ; 19/10; 2; 2; 2; 2; 2; 19/10; 2; 21/10; 2; 103/50; 39/19; 19/10; 15/8; ; 2; 2; ; 9/5; 9/5; 
META; spain/la-liga-segunda/sevilla-b-v-lugo; 2017-12-01 02:24:07 GMT+2; 2017-12-03 17:00; Nothing; Xlenovo
Sevilla B; 13/8; 6/4; 17/11; 6/4; 17/11; ; 6/4; ; 7/4; 31/20; 13/8; 8/5; 6/4; 31/20; 8/5; 6/4; 17/11; 8/5; 169/100; 16/11; 7/4; 6/4; ; 13/8; 28/17; ; 6/4; 7/5; 
Lugo; 7/4; 7/4; 9/5; 9/5; 9/5; ; 7/4; ; 17/10; 9/5; 15/8; 9/5; 9/5; 9/5; 19/10; 9/5; 9/5; 24/13; 103/50; 7/4; 17/10; 9/5; ; 39/20; 19/10; ; 6/4; 17/10; 
Draw; 21/10; 2; 2; 21/10; 21/10; ; 2; ; 19/10; 2; 2; 2; 2; 2; 19/10; 2; 21/10; 2; 103/50; 39/19; 19/10; 15/8; ; 2; 2; ; 9/5; 9/5; 
META; spain/la-liga-segunda/sevilla-b-v-lugo; 2017-12-01 10:24:10 GMT+2; 2017-12-03 17:00; Nothing; Xlenovo
Sevilla B; 13/8; 6/4; 17/11; 6/4; 8/5; ; 6/4; ; 7/4; 31/20; 13/8; 8/5; 6/4; 31/20; 8/5; 6/4; 8/5; 8/5; 169/100; 16/11; 7/4; 6/4; ; 13/8; 28/17; ; 7/5; ; 
Lugo; 7/4; 7/4; 9/5; 9/5; 24/13; ; 7/4; ; 17/10; 9/5; 15/8; 9/5; 9/5; 9/5; 19/10; 9/5; 24/13; 24/13; 103/50; 7/4; 17/10; 9/5; ; 39/20; 19/10; ; 13/8; ; 
Draw; 21/10; 2; 2; 21/10; 21/10; ; 2; ; 19/10; 2; 2; 2; 2; 2; 19/10; 2; 21/10; 2; 103/50; 39/19; 19/10; 15/8; ; 2; 2; ; 9/5; ; 
META; spain/la-liga-segunda/sevilla-b-v-lugo; 2017-12-01 14:24:36 GMT+2; 2017-12-03 17:00; Nothing; Xlenovo
Sevilla B; 13/8; 6/4; 17/11; 6/4; 8/5; ; 6/4; ; 7/4; 31/20; 13/8; 8/5; 6/4; 31/20; 8/5; 6/4; 8/5; 8/5; 17/10; 16/11; 7/4; 6/4; ; 13/8; 28/17; ; 7/5; 7/5; 13/8
Lugo; 7/4; 7/4; 9/5; 9/5; 24/13; ; 7/4; ; 17/10; 9/5; 15/8; 9/5; 9/5; 9/5; 19/10; 9/5; 24/13; 24/13; 21/10; 7/4; 17/10; 9/5; ; 39/20; 19/10; ; 13/8; 17/10; 2
Draw; 21/10; 2; 2; 21/10; 21/10; ; 2; ; 19/10; 2; 2; 2; 2; 2; 19/10; 2; 21/10; 2; 2; 39/19; 19/10; 15/8; ; 2; 2; ; 9/5; 9/5; 2
META; spain/la-liga-segunda/sevilla-b-v-lugo; 2017-12-01 18:24:34 GMT+2; 2017-12-03 17:00; Nothing; Xlenovo
Sevilla B; 13/8; 6/4; 17/11; 6/4; 8/5; ; 6/4; ; 7/4; 31/20; 13/8; 8/5; 6/4; 31/20; 8/5; 6/4; 8/5; 8/5; 17/10; 16/11; 7/4; 6/4; ; 13/8; 28/17; ; 7/5; 7/5; 13/8
Lugo; 7/4; 7/4; 9/5; 9/5; 24/13; ; 7/4; ; 17/10; 9/5; 15/8; 9/5; 9/5; 9/5; 19/10; 9/5; 24/13; 24/13; 21/10; 7/4; 17/10; 9/5; ; 39/20; 19/10; ; 13/8; 17/10; 2
Draw; 21/10; 2; 2; 21/10; 21/10; ; 2; ; 19/10; 2; 2; 2; 2; 2; 19/10; 2; 21/10; 2; 2; 39/19; 19/10; 15/8; ; 2; 2; ; 9/5; 9/5; 2
META; spain/la-liga-segunda/sevilla-b-v-lugo; 2017-12-01 22:24:23 GMT+2; 2017-12-03 17:00; Nothing; Xlenovo
Lugo; 7/4; 17/10; 28/17; 9/5; 24/13; ; 7/4; ; 7/4; 33/20; 7/4; 17/10; 17/10; 33/20; 7/4; 17/10; 24/13; 7/4; 37/20; 8/5; 17/10; 13/8; ; 9/5; 7/4; ; 13/8; 13/8; 2
Sevilla B; 13/8; 13/8; 28/17; 6/4; 8/5; ; 13/8; ; 24/13; 33/20; 7/4; 17/10; 17/10; 17/10; 7/4; 8/5; 8/5; 7/4; 193/100; 17/11; 9/5; 8/5; ; 17/10; 7/4; ; 8/5; 13/8; 17/10
Draw; 21/10; 2; 19/10; 21/10; 21/10; ; 15/8; ; 15/8; 19/10; 2; 2; 2; 39/20; 19/10; 2; 21/10; 2; 2; 39/19; 24/13; 15/8; ; 2; 2; ; 15/8; 9/5; 2
META; spain/la-liga-segunda/sevilla-b-v-lugo; 2017-12-02 02:23:52 GMT+2; 2017-12-03 17:00; Nothing; Xlenovo
Sevilla B; 13/8; 13/8; 28/17; 6/4; 8/5; ; 13/8; ; 24/13; 33/20; 7/4; 17/10; 17/10; 17/10; 7/4; 8/5; 8/5; 7/4; 93/50; 17/11; 9/5; 8/5; ; 17/10; 7/4; ; 8/5; 13/8; 17/10
Lugo; 7/4; 17/10; 28/17; 9/5; 24/13; ; 7/4; ; 7/4; 33/20; 7/4; 17/10; 17/10; 33/20; 7/4; 17/10; 24/13; 7/4; 93/50; 8/5; 17/10; 13/8; ; 9/5; 7/4; ; 13/8; 13/8; 2
Draw; 21/10; 2; 19/10; 21/10; 21/10; ; 15/8; ; 15/8; 19/10; 2; 2; 2; 39/20; 19/10; 2; 21/10; 2; 41/20; 39/19; 24/13; 15/8; ; 2; 2; ; 15/8; 9/5; 2
META; spain/la-liga-segunda/sevilla-b-v-lugo; 2017-12-02 10:24:07 GMT+2; 2017-12-03 17:00; Nothing; Xlenovo
Sevilla B; 13/8; 13/8; 28/17; 6/4; 8/5; ; 13/8; ; 24/13; 33/20; 7/4; 17/10; 17/10; 17/10; 7/4; 8/5; 8/5; 7/4; 93/50; 17/11; 9/5; 8/5; ; 17/10; 7/4; ; 13/8; 8/5; 17/10
Lugo; 7/4; 17/10; 28/17; 9/5; 24/13; ; 7/4; ; 7/4; 33/20; 7/4; 17/10; 17/10; 33/20; 7/4; 17/10; 24/13; 7/4; 93/50; 8/5; 17/10; 13/8; ; 9/5; 7/4; ; 13/8; 13/8; 2
Draw; 21/10; 2; 19/10; 21/10; 21/10; ; 15/8; ; 15/8; 19/10; 2; 2; 2; 39/20; 19/10; 2; 21/10; 2; 41/20; 39/19; 24/13; 15/8; ; 2; 2; ; 15/8; 9/5; 2
META; spain/la-liga-segunda/sevilla-b-v-lugo; 2017-12-02 14:24:40 GMT+2; 2017-12-03 17:00; Nothing; Xlenovo
Lugo; 7/4; 17/10; 28/17; 9/5; 24/13; ; 7/4; ; 7/4; 33/20; 7/4; 17/10; 13/8; 33/20; 7/4; 17/10; 24/13; 7/4; 93/50; 8/5; 17/10; 13/8; ; 9/5; 7/4; ; 13/8; 13/8; 2
Sevilla B; 13/8; 13/8; 17/10; 6/4; 8/5; ; 13/8; ; 24/13; 17/10; 7/4; 17/10; 13/8; 17/10; 7/4; 8/5; 8/5; 7/4; 93/50; 17/11; 9/5; 8/5; ; 17/10; 7/4; ; 13/8; 13/8; 17/10
Draw; 21/10; 2; 19/10; 21/10; 21/10; ; 15/8; ; 15/8; 19/10; 2; 2; 21/10; 39/20; 19/10; 2; 21/10; 2; 41/20; 39/19; 24/13; 15/8; ; 2; 2; ; 9/5; 9/5; 2
META; spain/la-liga-segunda/sevilla-b-v-lugo; 2017-12-02 18:23:43 GMT+2; 2017-12-03 17:00; Nothing; Xlenovo
Lugo; 7/4; 13/8; 28/17; 9/5; 24/13; ; 7/4; ; 7/4; 33/20; 7/4; 17/10; 13/8; 33/20; 7/4; 17/10; 24/13; 7/4; 37/20; 8/5; 17/10; 13/8; ; 7/4; 7/4; ; 17/10; 13/8; 9/5
Sevilla B; 13/8; 17/10; 28/17; 6/4; 8/5; ; 13/8; ; 24/13; 33/20; 7/4; 17/10; 17/10; 17/10; 7/4; 8/5; 8/5; 7/4; 47/25; 17/11; 9/5; 13/8; ; 7/4; 7/4; ; 13/8; 13/8; 15/8
Draw; 21/10; 2; 2; 21/10; 21/10; ; 15/8; ; 15/8; 2; 2; 2; 2; 2; 19/10; 2; 21/10; 2; 41/20; 39/19; 24/13; 15/8; ; 21/10; 2; ; 19/10; 9/5; 2
META; spain/la-liga-segunda/sevilla-b-v-lugo; 2017-12-02 22:22:05 GMT+2; 2017-12-03 17:00; Nothing; Xlenovo
Lugo; 13/8; 13/8; 13/8; 9/5; 24/13; ; 13/8; ; 7/4; 13/8; 17/10; 17/10; 13/8; 13/8; 7/4; 8/5; 24/13; 17/10; 91/50; 17/11; 17/10; 13/8; ; 7/4; 17/10; ; 13/8; 13/8; 9/5
Sevilla B; 7/4; 17/10; 17/10; 6/4; 8/5; ; 7/4; ; 24/13; 17/10; 9/5; 7/4; 17/10; 17/10; 7/4; 17/10; 8/5; 9/5; 191/100; 8/5; 9/5; 13/8; ; 7/4; 9/5; ; 17/10; 13/8; 19/10
Draw; 21/10; 2; 2; 21/10; 21/10; ; 15/8; ; 15/8; 2; 2; 19/10; 2; 2; 19/10; 2; 21/10; 2; 103/50; 39/19; 24/13; 15/8; ; 21/10; 2; ; 19/10; 15/8; 2
META; spain/la-liga-segunda/sevilla-b-v-lugo; 2017-12-03 02:24:07 GMT+2; 2017-12-03 17:00; Nothing; Xlenovo
Lugo; 13/8; 13/8; 13/8; 9/5; 19/10; ; 13/8; ; 7/4; 13/8; 17/10; 13/8; 13/8; 13/8; 7/4; 8/5; 19/10; 17/10; 91/50; 17/11; 17/10; 13/8; ; 7/4; 17/10; ; 13/8; 13/8; 9/5
Sevilla B; 7/4; 13/8; 17/10; 6/4; 28/17; ; 7/4; ; 24/13; 17/10; 9/5; 17/10; 17/10; 17/10; 7/4; 17/10; 28/17; 9/5; 97/50; 8/5; 9/5; 13/8; ; 7/4; 9/5; ; 17/10; 13/8; 19/10
Draw; 21/10; 2; 2; 21/10; 2; ; 15/8; ; 15/8; 2; 2; 2; 2; 2; 19/10; 2; 2; 2; 101/50; 39/19; 24/13; 15/8; ; 21/10; 2; ; 19/10; 15/8; 2
META; spain/la-liga-segunda/sevilla-b-v-lugo; 2017-12-03 10:24:21 GMT+2; 2017-12-03 17:00; Nothing; Xlenovo
Sevilla B; 29/20; 6/4; 6/4; 6/4; 8/5; ; 6/4; ; 8/5; 6/4; 6/4; 6/4; 6/4; 6/4; 8/5; 6/4; 8/5; 17/11; 173/100; 16/11; 17/11; 6/4; ; 31/20; 8/5; ; 13/8; 6/4; 17/10
Lugo; 2; 15/8; 28/15; 9/5; 19/10; ; 15/8; ; 2; 15/8; 2; 19/10; 15/8; 19/10; 19/10; 19/10; 19/10; 37/19; 51/25; 19/10; 37/19; 9/5; ; 39/20; 37/19; ; 2; 9/5; 2
Draw; 21/10; 19/10; 2; 21/10; 2; ; 15/8; ; 19/10; 2; 2; 19/10; 2; 2; 19/10; 2; 2; 2; 101/50; 39/19; 24/13; 15/8; ; 21/10; 2; ; 19/10; 15/8; 2
META; spain/la-liga-segunda/sevilla-b-v-lugo; 2017-12-03 14:24:18 GMT+2; 2017-12-03 17:00; Nothing; Xlenovo
Sevilla B; 29/20; 13/8; 6/4; 6/4; 8/5; ; 6/4; ; 7/4; 6/4; 8/5; 6/4; 6/4; 6/4; 8/5; 6/4; 8/5; 8/5; 173/100; 16/11; 17/10; 6/4; ; 31/20; 8/5; ; 13/8; 6/4; 17/10
Lugo; 2; 9/5; 28/15; 19/10; 19/10; ; 15/8; ; 9/5; 15/8; 19/10; 19/10; 15/8; 19/10; 19/10; 19/10; 19/10; 37/19; 41/20; 19/10; 7/4; 9/5; ; 39/20; 37/19; ; 2; 19/10; 2
Draw; 21/10; 19/10; 19/10; 2; 2; ; 15/8; ; 19/10; 19/10; 2; 19/10; 2; 39/20; 19/10; 19/10; 2; 37/19; 101/50; 39/19; 15/8; 15/8; ; 21/10; 2; ; 19/10; 19/10; 2
