META; spain/la-liga-segunda/leonesa-v-tenerife; 2018-04-07 02:25:37 GMT+3; 2018-04-14 19:00; Nothing; Xlenovo
Draw; 1/50
Leonesa; 1/50
Tenerife; 1/50
META; spain/la-liga-segunda/leonesa-v-tenerife; 2018-04-07 10:25:38 GMT+3; 2018-04-14 19:00; Nothing; Xlenovo
Draw; 1/50
Leonesa; 1/50
Tenerife; 1/50
META; spain/la-liga-segunda/leonesa-v-tenerife; 2018-04-07 14:26:43 GMT+3; 2018-04-14 19:00; Nothing; Xlenovo
Draw; 1/50
Leonesa; 1/50
Tenerife; 1/50
META; spain/la-liga-segunda/leonesa-v-tenerife; 2018-04-07 18:25:44 GMT+3; 2018-04-14 19:00; Nothing; Xlenovo
Draw; 1/50
Leonesa; 1/50
Tenerife; 1/50
META; spain/la-liga-segunda/leonesa-v-tenerife; 2018-04-07 22:23:17 GMT+3; 2018-04-14 19:00; Nothing; Xlenovo
Draw; 1/50
Leonesa; 1/50
Tenerife; 1/50
META; spain/la-liga-segunda/leonesa-v-tenerife; 2018-04-08 02:22:51 GMT+3; 2018-04-14 19:00; Nothing; Xlenovo
Draw; 1/100
Leonesa; 1/50
Tenerife; 1/50
META; spain/la-liga-segunda/leonesa-v-tenerife; 2018-04-08 10:24:13 GMT+3; 2018-04-14 19:00; Nothing; Xlenovo
Draw; 1/100
Leonesa; 1/33
Tenerife; 1/33
META; spain/la-liga-segunda/leonesa-v-tenerife; 2018-04-08 14:26:23 GMT+3; 2018-04-14 19:00; Nothing; Xlenovo
Draw; 1/100
Leonesa; 1/33
Tenerife; 1/33
META; spain/la-liga-segunda/leonesa-v-tenerife; 2018-04-08 18:26:11 GMT+3; 2018-04-14 19:00; Nothing; Xlenovo
Draw; 1/100
Leonesa; 1/33
Tenerife; 1/33
META; spain/la-liga-segunda/leonesa-v-tenerife; 2018-04-08 22:26:05 GMT+3; 2018-04-14 19:00; Nothing; Xlenovo
Tenerife; 1/100; 8/5
Draw; 1/100; 9/5
Leonesa; 1/100; 9/5
META; spain/la-liga-segunda/leonesa-v-tenerife; 2018-04-09 02:26:00 GMT+3; 2018-04-14 19:00; Nothing; Xlenovo
Tenerife; 1/50; 8/5
Draw; 1/100; 9/5
Leonesa; 1/50; 9/5
META; spain/la-liga-segunda/leonesa-v-tenerife; 2018-04-09 10:25:58 GMT+3; 2018-04-14 19:00; Nothing; Xlenovo
Tenerife; 1/33; 8/5
Draw; 1/100; 9/5
Leonesa; 1/33; 9/5
META; spain/la-liga-segunda/leonesa-v-tenerife; 2018-04-09 14:26:49 GMT+3; 2018-04-14 19:00; Nothing; Xlenovo
Tenerife; 1/33; 8/5
Draw; 1/100; 9/5
Leonesa; 1/33; 9/5
META; spain/la-liga-segunda/leonesa-v-tenerife; 2018-04-09 18:26:31 GMT+3; 2018-04-14 19:00; Nothing; Xlenovo
Tenerife; 1/33; 8/5
Draw; 1/100; 9/5
Leonesa; 1/33; 9/5
META; spain/la-liga-segunda/leonesa-v-tenerife; 2018-04-09 22:26:33 GMT+3; 2018-04-14 19:00; Nothing; Xlenovo
Tenerife; 1/50; 8/5
Draw; 1/100; 9/5
Leonesa; 1/50; 9/5
META; spain/la-liga-segunda/leonesa-v-tenerife; 2018-04-10 02:26:11 GMT+3; 2018-04-14 19:00; Nothing; Xlenovo
Tenerife; 1/33; 8/5
Draw; 1/100; 9/5
Leonesa; 1/33; 9/5
META; spain/la-liga-segunda/leonesa-v-tenerife; 2018-04-10 10:26:18 GMT+3; 2018-04-14 19:00; Nothing; Xlenovo
Tenerife; 1/33; 8/5
Draw; 1/100; 9/5
Leonesa; 1/33; 9/5
META; spain/la-liga-segunda/leonesa-v-tenerife; 2018-04-10 14:26:52 GMT+3; 2018-04-14 19:00; Nothing; Xlenovo
Tenerife; 1/33; 8/5
Draw; 1/100; 9/5
Leonesa; 1/33; 9/5
META; spain/la-liga-segunda/leonesa-v-tenerife; 2018-04-10 18:26:48 GMT+3; 2018-04-14 19:00; Nothing; Xlenovo
Leonesa; 17/10; 1/33; 9/5
Draw; 2; 1/100; 9/5
Tenerife; 21/10; 1/33; 8/5
META; spain/la-liga-segunda/leonesa-v-tenerife; 2018-04-10 22:26:39 GMT+3; 2018-04-14 19:00; Nothing; Xlenovo
Leonesa; 13/8; 17/10; 13/8; 28/17; 13/8; 31/20; 8/5; 28/17; 28/17; 17/10; 20/21; 13/8
Tenerife; 17/10; 21/10; 7/4; 9/5; 9/5; 17/10; 7/4; 9/5; 9/5; 9/5; 5/4; 2
Draw; 2; 15/8; 19/10; 19/10; 11/5; 2; 37/19; 19/10; 37/19; 11/10; 19/10; 
META; spain/la-liga-segunda/leonesa-v-tenerife; 2018-04-11 02:24:41 GMT+3; 2018-04-14 19:00; Nothing; Xlenovo
Leonesa; 13/8; 17/10; 13/8; 28/17; 13/8; 31/20; 13/8; 8/5; 28/17; 28/17; 17/10; 2/5; 13/8
Tenerife; 17/10; 21/10; 7/4; 9/5; 9/5; 17/10; 17/10; 7/4; 9/5; 9/5; 9/5; 10/9; 2
Draw; 2; 15/8; 19/10; 19/10; 11/5; 2; 37/19; 19/10; 37/19; 1/2; 19/10; ; 
META; spain/la-liga-segunda/leonesa-v-tenerife; 2018-04-11 10:24:49 GMT+3; 2018-04-14 19:00; Nothing; Xlenovo
Leonesa; 13/8; 17/10; 13/8; 13/8; 28/17; 13/8; 31/20; 13/8; 8/5; 28/17; 28/17; 17/10; 6/4; 13/8
