META; spain/la-liga-segunda/reus-deportiu-v-zaragoza; 2018-04-21 22:22:03 GMT+3; 2018-04-27 20:00; Nothing; Xlenovo
Draw; 7/4
Reus Deportiu; 7/4
Zaragoza; 7/4
META; spain/la-liga-segunda/reus-deportiu-v-zaragoza; 2018-04-22 02:22:54 GMT+3; 2018-04-27 20:00; Nothing; Xlenovo
Reus Deportiu; 1/50; 7/4
Zaragoza; 1/50; 7/4
Draw; 1/25; 7/4
META; spain/la-liga-segunda/reus-deportiu-v-zaragoza; 2018-04-22 10:22:52 GMT+3; 2018-04-27 20:00; Nothing; Xlenovo
Reus Deportiu; 1/50; 7/4
Zaragoza; 1/50; 7/4
Draw; 1/25; 7/4
META; spain/la-liga-segunda/reus-deportiu-v-zaragoza; 2018-04-22 14:24:39 GMT+3; 2018-04-27 20:00; Nothing; Xlenovo
Reus Deportiu; 1/50; 7/4
Zaragoza; 1/50; 7/4
Draw; 1/25; 7/4
META; spain/la-liga-segunda/reus-deportiu-v-zaragoza; 2018-04-22 18:23:46 GMT+3; 2018-04-27 20:00; Nothing; Xlenovo
Reus Deportiu; 1/50; 7/4
Zaragoza; 1/50; 7/4
Draw; 1/25; 7/4
META; spain/la-liga-segunda/reus-deportiu-v-zaragoza; 2018-04-22 22:22:58 GMT+3; 2018-04-27 20:00; Nothing; Xlenovo
Reus Deportiu; 1/50; 7/4
Zaragoza; 1/50; 7/4
Draw; 1/33; 7/4
META; spain/la-liga-segunda/reus-deportiu-v-zaragoza; 2018-04-23 02:23:11 GMT+3; 2018-04-27 20:00; Nothing; Xlenovo
Draw; 1/33; 7/4
Reus Deportiu; 1/33; 7/4
Zaragoza; 1/33; 7/4
META; spain/la-liga-segunda/reus-deportiu-v-zaragoza; 2018-04-23 10:23:12 GMT+3; 2018-04-27 20:00; Nothing; Xlenovo
Draw; 1/33; 7/4
Reus Deportiu; 1/33; 7/4
Zaragoza; 1/33; 7/4
META; spain/la-liga-segunda/reus-deportiu-v-zaragoza; 2018-04-23 14:23:37 GMT+3; 2018-04-27 20:00; Nothing; Xlenovo
Reus Deportiu; 13/8; 17/10; 31/20; 8/5; 8/5; 8/5; 7/5; 13/8
Draw; 19/10; 2; 19/10; 15/8; 19/10; 9/5; 19/10; 
Zaragoza; 9/5; 21/10; 15/8; 15/8; 19/10; 15/8; 7/4; 2
META; spain/la-liga-segunda/reus-deportiu-v-zaragoza; 2018-04-23 18:24:41 GMT+3; 2018-04-27 20:00; Nothing; Xlenovo
Reus Deportiu; 6/4; 13/8; 17/10; 31/20; 8/5; 8/5; 8/5; 17/11; 17/10; 8/5; 7/5; 13/8
Draw; 15/8; 19/10; 2; 19/10; 15/8; 19/10; 19/10; 19/10; 37/19; 9/5; 19/10; 
Zaragoza; 7/4; 9/5; 21/10; 15/8; 15/8; 19/10; 15/8; 9/5; 2; 24/13; 7/4; 2
META; spain/la-liga-segunda/reus-deportiu-v-zaragoza; 2018-04-23 22:24:35 GMT+3; 2018-04-27 20:00; Nothing; Xlenovo
Reus Deportiu; 6/4; 6/4; 8/5; 17/10; 31/20; 8/5; 8/5; 8/5; 8/5; 17/10; 8/5; 2/5; 13/8
Draw; 15/8; 19/10; 19/10; 2; 19/10; 15/8; 19/10; 37/19; 19/10; 2; 4/9; 19/10; 
Zaragoza; 7/4; 15/8; 9/5; 21/10; 15/8; 15/8; 19/10; 15/8; 24/13; 2; 24/13; 13/10; 2
META; spain/la-liga-segunda/reus-deportiu-v-zaragoza; 2018-04-24 02:24:12 GMT+3; 2018-04-27 20:00; Nothing; Xlenovo
Reus Deportiu; 6/4; 6/4; 8/5; 173/00; 8/5; 6/4; 8/5; 8/5; 8/5; 17/11; 17/10; 8/5; 2/5; 13/8
Draw; 15/8; 2; 19/10; 2; 15/8; 19/10; 15/8; 19/10; 37/19; 19/10; 2; 4/9; 19/10; 
Zaragoza; 7/4; 7/4; 9/5; 103/0; 9/5; 15/8; 15/8; 19/10; 15/8; 24/13; 2; 24/13; 11/8; 2
META; spain/la-liga-segunda/reus-deportiu-v-zaragoza; 2018-04-24 10:24:07 GMT+3; 2018-04-27 20:00; Nothing; Xlenovo
Reus Deportiu; 6/4; 13/8; 31/20; 8/5; 93/50; 8/5; 13/8; 31/20; 8/5; 8/5; 13/8; 8/5; 17/11; 17/10; 17/11; 2/5; 9/5
Draw; 15/8; 19/10; 15/8; 19/10; 2; 15/8; 15/8; 19/10; 15/8; 9/5; 19/10; 37/19; 19/10; 37/19; 4/9; 19/10; 
Zaragoza; 15/8; 9/5; 19/10; 9/5; 48/25; 9/5; 7/4; 19/10; 15/8; 19/10; 2; 15/8; 19/10; 2; 37/19; 21/20; 15/8
META; spain/la-liga-segunda/reus-deportiu-v-zaragoza; 2018-04-24 14:24:34 GMT+3; 2018-04-27 20:00; Nothing; Xlenovo
Reus Deportiu; 7/4; 17/10; 17/10; 8/5; 46/25; 17/10; 13/8; 7/4; 17/10; 17/10; 17/10; 7/4; 17/10; 7/4; 18/11; 17/10; 9/5; 23/20; 9/5
Zaragoza; 13/8; 17/10; 17/10; 9/5; 93/50; 17/10; 7/4; 7/4; 17/10; 17/10; 17/10; 9/5; 17/10; 9/5; 18/11; 17/10; 9/5; 10/9; 9/5
Draw; 15/8; 19/10; 15/8; 19/10; 52/25; 2; 15/8; 2; 15/8; 19/10; 2; 15/8; 19/10; 24/13; 19/10; 37/19; 19/10; 11/8; 2
META; spain/la-liga-segunda/reus-deportiu-v-zaragoza; 2018-04-24 18:24:21 GMT+3; 2018-04-27 20:00; Nothing; Xlenovo
Zaragoza; 13/8; 13/8; 33/20; 7/4; 179/00; 7/4; 13/8; 7/4; 33/20; 17/10; 13/8; 17/10; 17/10; 28/17; 9/5; 18/11; 17/10; 9/5; 17/10; 13/8; 7/5; 7/4; 7/4
Reus Deportiu; 7/4; 7/4; 7/4; 17/10; 93/50; 17/10; 7/4; 7/4; 7/4; 7/4; 7/4; 17/10; 7/4; 7/4; 7/4; 8/5; 17/10; 19/10; 7/4; 8/5; 6/4; 9/5; 9/5
Draw; 15/8; 15/8; 19/10; 19/10; 107/0; 19/10; 15/8; 2; 19/10; 19/10; 2; 19/10; 37/19; 24/13; 45/23; 37/19; 19/10; 2; 7/4; 17/10; 21/10; 21/10; 
META; spain/la-liga-segunda/reus-deportiu-v-zaragoza; 2018-04-24 22:24:21 GMT+3; 2018-04-27 20:00; Nothing; Xlenovo
Zaragoza; 13/8; 17/10; 33/20; 7/4; 179/00; 7/4; 13/8; 7/4; 33/20; 17/10; 13/8; 17/10; 17/10; 17/10; 9/5; 18/11; 17/10; 9/5; 17/10; 13/8; 7/5; 7/4; 7/4
Reus Deportiu; 7/4; 17/10; 17/10; 17/10; 93/50; 17/10; 7/4; 7/4; 17/10; 7/4; 7/4; 17/10; 7/4; 7/4; 7/4; 8/5; 17/10; 15/8; 9/5; 17/10; 6/4; 9/5; 9/5
Draw; 15/8; 15/8; 19/10; 19/10; 43/20; 19/10; 15/8; 2; 19/10; 19/10; 2; 19/10; 2; 24/13; 45/23; 37/19; 19/10; 2; 7/4; 17/10; 21/10; 21/10; 
META; spain/la-liga-segunda/reus-deportiu-v-zaragoza; 2018-04-25 02:23:30 GMT+3; 2018-04-27 20:00; Nothing; Xlenovo
Zaragoza; 13/8; 17/10; 33/20; 7/4; 179/00; 7/4; 13/8; 8/5; 33/20; 17/10; 13/8; 17/10; 17/10; 17/10; 9/5; 18/11; 17/11; 9/5; 17/10; 13/8; 7/5; 7/4; 7/4
Reus Deportiu; 7/4; 17/10; 17/10; 17/10; 93/50; 17/10; 7/4; 24/13; 17/10; 7/4; 7/4; 17/10; 7/4; 7/4; 7/4; 8/5; 9/5; 9/5; 9/5; 17/10; 6/4; 9/5; 9/5
Draw; 15/8; 15/8; 19/10; 19/10; 43/20; 19/10; 15/8; 21/10; 19/10; 19/10; 2; 19/10; 2; 24/13; 45/23; 39/19; 2; 7/4; 17/10; 21/10; 21/10; ; 
META; spain/la-liga-segunda/reus-deportiu-v-zaragoza; 2018-04-25 10:23:13 GMT+3; 2018-04-27 20:00; Nothing; Xlenovo
Zaragoza; 7/4; 17/10; 33/20; 7/4; 181/00; 7/4; 13/8; 8/5; 33/20; 17/10; 17/10; 7/4; 17/10; 17/10; 9/5; 18/11; 17/11; 9/5; 13/8; 7/5; 7/4; 
Reus Deportiu; 9/5; 17/10; 17/10; 17/10; 93/50; 17/10; 7/4; 24/13; 17/10; 7/4; 7/4; 9/5; 7/4; 7/4; 7/4; 8/5; 9/5; 9/5; 9/5; 17/10; 6/4; 9/5
Draw; 15/8; 15/8; 19/10; 19/10; 85/40; 19/10; 15/8; 21/10; 19/10; 19/10; 15/8; 21/10; 19/10; 2; 24/13; 45/23; 39/19; 2; 7/4; 17/10; 21/10; 
META; spain/la-liga-segunda/reus-deportiu-v-zaragoza; 2018-04-25 14:23:35 GMT+3; 2018-04-27 20:00; Nothing; Xlenovo
Zaragoza; 7/4; 17/10; 33/20; 7/4; 181/00; 7/4; 13/8; 8/5; 33/20; 17/10; 17/10; 7/4; 17/10; 17/10; 9/5; 18/11; 17/11; 9/5; 13/8; 7/5; 7/4; 7/4; 
Reus Deportiu; 9/5; 17/10; 17/10; 17/10; 93/50; 17/10; 7/4; 24/13; 17/10; 7/4; 7/4; 9/5; 7/4; 7/4; 7/4; 8/5; 9/5; 9/5; 9/5; 17/10; 6/4; 9/5; 9/5
Draw; 15/8; 15/8; 19/10; 19/10; 85/40; 19/10; 15/8; 21/10; 19/10; 19/10; 15/8; 21/10; 19/10; 2; 24/13; 45/23; 39/19; 2; 7/4; 13/8; 2; 21/10; 
META; spain/la-liga-segunda/reus-deportiu-v-zaragoza; 2018-04-25 18:23:41 GMT+3; 2018-04-27 20:00; Nothing; Xlenovo
Zaragoza; 7/4; 17/10; 33/20; 7/4; 91/50; 7/4; 13/8; 8/5; 33/20; 17/10; 17/10; 17/10; 33/20; 7/4; 17/10; 17/10; 9/5; 18/11; 17/11; 9/5; 13/8; 7/5; 7/4; 9/5; 
Reus Deportiu; 9/5; 17/10; 17/10; 17/10; 189/00; 17/10; 7/4; 24/13; 17/10; 7/4; 7/4; 17/10; 7/4; 9/5; 7/4; 9/5; 7/4; 8/5; 9/5; 9/5; 9/5; 7/4; 6/4; 9/5; 9/5
Draw; 15/8; 15/8; 19/10; 19/10; 52/25; 19/10; 15/8; 21/10; 19/10; 19/10; 15/8; 15/8; 19/10; 21/10; 19/10; 37/19; 24/13; 45/23; 39/19; 2; 7/4; 13/8; 2; ; 
META; spain/la-liga-segunda/reus-deportiu-v-zaragoza; 2018-04-25 22:23:13 GMT+3; 2018-04-27 20:00; Nothing; Xlenovo
Zaragoza; 7/4; 17/10; 33/20; 7/4; 91/50; 7/4; 13/8; 9/5; 33/20; 17/10; 17/10; 17/10; 33/20; 7/4; 17/10; 17/10; 9/5; 18/11; 7/4; 9/5; 7/4; 13/8; 7/5; 7/4; 9/5
Reus Deportiu; 9/5; 17/10; 17/10; 17/10; 189/00; 17/10; 7/4; 9/5; 17/10; 7/4; 7/4; 17/10; 7/4; 9/5; 7/4; 9/5; 7/4; 8/5; 7/4; 15/8; 9/5; 7/4; 6/4; 9/5; 9/5
Draw; 15/8; 15/8; 19/10; 19/10; 52/25; 19/10; 15/8; 15/8; 19/10; 19/10; 15/8; 15/8; 19/10; 21/10; 19/10; 37/19; 24/13; 45/23; 24/13; 19/10; 37/19; 7/4; 13/8; 2; 
META; spain/la-liga-segunda/reus-deportiu-v-zaragoza; 2018-04-26 02:23:07 GMT+3; 2018-04-27 20:00; Nothing; Xlenovo
Zaragoza; 7/4; 17/10; 33/20; 7/4; 91/50; 7/4; 13/8; 9/5; 33/20; 17/10; 17/10; 17/10; 33/20; 7/4; 17/10; 17/10; 9/5; 18/11; 7/4; 9/5; 7/4; 13/8; 7/5; 7/4; 9/5
Reus Deportiu; 9/5; 17/10; 17/10; 17/10; 189/00; 17/10; 7/4; 9/5; 17/10; 7/4; 7/4; 17/10; 7/4; 9/5; 7/4; 9/5; 7/4; 8/5; 7/4; 15/8; 9/5; 7/4; 6/4; 9/5; 9/5
