META; english/league-1/blackpool-v-charlton; 2018-01-21 14:21:37 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Charlton; 6/4; 7/4; ; ; 8/5; ; 13/8; 17/10; ; ; ; ; ; ; ; 8/5; ; 16/11; ; ; ; ; ; 6/4; 16/11; 7/4; ; 
Blackpool; 17/10; 3/2; ; ; 191/ 100; ; 13/8; 13/8; ; ; ; ; ; ; ; 8/5; ; 28/17; ; ; ; ; ; 17/10; 28/17; 8/5; ; 
Draw; 12/5; 23/10; ; ; 59/25; ; 9/4; 9/4; ; ; ; ; ; ; ; 12/5; ; 23/10; ; ; ; ; ; 47/20; 40/17; 21/10; ; 
META; english/league-1/blackpool-v-charlton; 2018-01-21 18:21:03 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Blackpool; 11/8; 3/2; 6/4; ; 153/ 100; 6/4; 8/5; 6/4; 6/4; 29/20; 6/4; 6/4; ; 6/4; 6/4; 7/5; ; 7/5; ; ; 6/4; 6/4; 29/20; 29/20; 16/11; 10/9; ; 
Charlton; 15/8; 7/4; 19/10; ; 2; 15/8; 13/8; 9/5; 7/4; 19/10; 19/10; 19/10; ; 19/10; 15/8; 15/8; ; 24/13; ; ; 7/4; 15/8; 19/10; 37/20; 24/13; 7/5; ; 
Draw; 12/5; 23/10; 21/10; ; 59/25; 23/10; 23/10; 23/10; 40/17; 21/10; 12/5; 21/10; ; 21/10; 11/5; 9/4; ; 11/5; ; ; 40/17; 23/10; 12/5; 9/4; 9/4; 21/10; ; 
META; english/league-1/blackpool-v-charlton; 2018-01-21 22:20:43 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Blackpool; 11/8; 3/2; 16/11; ; 153/ 100; 6/4; 7/5; 7/5; 6/4; 29/20; 29/20; 6/4; 7/5; 6/4; 6/4; 7/5; ; 7/5; ; 7/5; 6/4; 6/4; 29/20; 29/20; 7/5; 6/4; ; 
Charlton; 15/8; 7/4; 19/10; ; 199/ 100; 19/10; 15/8; 15/8; 7/4; 19/10; 2; 19/10; 2; 39/20; 15/8; 19/10; ; 24/13; ; 19/10; 7/4; 15/8; 19/10; 37/20; 24/13; 9/5; ; 
Draw; 12/5; 23/10; 21/10; ; 119/ 50; 9/4; 11/5; 11/5; 40/17; 21/10; 12/5; 21/10; 11/5; 43/20; 11/5; 9/4; ; 11/5; ; 9/4; 40/17; 23/10; 12/5; 9/4; 9/4; 21/10; ; 
META; english/league-1/blackpool-v-charlton; 2018-01-22 02:20:39 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Blackpool; 11/8; 3/2; 16/11; ; 153/ 100; 6/4; 7/5; 7/5; 6/4; 29/20; 29/20; 6/4; 7/5; 6/4; 6/4; 7/5; ; 7/5; ; 7/5; 6/4; 6/4; 29/20; 29/20; 7/5; 6/4; ; 
Charlton; 15/8; 7/4; 19/10; ; 199/ 100; 19/10; 15/8; 15/8; 7/4; 19/10; 2; 19/10; 2; 39/20; 15/8; 19/10; ; 24/13; ; 19/10; 7/4; 15/8; 19/10; 37/20; 24/13; 9/5; ; 
Draw; 12/5; 23/10; 21/10; ; 119/ 50; 9/4; 11/5; 11/5; 40/17; 21/10; 12/5; 21/10; 11/5; 43/20; 11/5; 9/4; ; 11/5; ; 9/4; 40/17; 23/10; 12/5; 9/4; 9/4; 21/10; ; 
META; english/league-1/blackpool-v-charlton; 2018-01-22 10:20:59 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Blackpool; 11/8; 7/5; 16/11; 29/20; 153/ 100; 6/4; 7/5; 7/5; 7/5; 29/20; 29/20; 6/4; 7/5; 6/4; 6/4; 7/5; 7/5; 7/5; 7/5; 7/5; 7/5; 6/4; 29/20; 29/20; 7/5; 7/5; ; 
Charlton; 15/8; 19/10; 19/10; 19/10; 199/ 100; 19/10; 15/8; 15/8; 2; 19/10; 2; 19/10; 15/8; 39/20; 15/8; 19/10; 19/10; 19/10; 19/10; 19/10; 2; 15/8; 19/10; 37/20; 19/10; 7/4; ; 
Draw; 12/5; 23/10; 21/10; 9/4; 119/ 50; 9/4; 11/5; 11/5; 11/5; 21/10; 12/5; 21/10; 9/4; 43/20; 11/5; 9/4; 11/5; 11/5; 11/5; 9/4; 11/5; 23/10; 12/5; 9/4; 11/5; 21/10; ; 
META; english/league-1/blackpool-v-charlton; 2018-01-22 14:20:51 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Blackpool; 11/8; 7/5; 16/11; 29/20; 31/20; 6/4; 7/5; 7/5; 7/5; 29/20; 6/4; 6/4; 7/5; 6/4; 6/4; 7/5; 7/5; 7/5; 7/5; 7/5; 7/5; 6/4; 29/20; 29/20; 16/11; 7/5; ; 6/4
Charlton; 15/8; 19/10; 19/10; 19/10; 199/ 100; 19/10; 15/8; 15/8; 2; 19/10; 19/10; 19/10; 15/8; 39/20; 15/8; 19/10; 19/10; 24/13; 19/10; 19/10; 2; 15/8; 19/10; 37/20; 19/10; 9/5; ; 19/10
Draw; 12/5; 23/10; 21/10; 9/4; 117/ 50; 9/4; 11/5; 11/5; 11/5; 21/10; 12/5; 21/10; 9/4; 43/20; 11/5; 9/4; 11/5; 28/13; 11/5; 9/4; 11/5; 23/10; 12/5; 9/4; 11/5; 21/10; ; 23/10
META; english/league-1/blackpool-v-charlton; 2018-01-22 18:20:52 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Blackpool; 11/8; 7/5; 16/11; 29/20; 31/20; 6/4; 7/5; 7/5; 7/5; 29/20; 6/4; 6/4; 7/5; 6/4; 6/4; 7/5; 7/5; 7/5; 7/5; 7/5; 7/5; 6/4; 29/20; 29/20; 16/11; 7/5; 27/20; 6/4
Charlton; 15/8; 19/10; 19/10; 19/10; 199/ 100; 19/10; 15/8; 15/8; 2; 19/10; 19/10; 19/10; 15/8; 39/20; 15/8; 19/10; 19/10; 24/13; 19/10; 19/10; 2; 15/8; 19/10; 37/20; 19/10; 9/5; 7/4; 19/10
Draw; 12/5; 23/10; 21/10; 9/4; 117/ 50; 9/4; 11/5; 11/5; 11/5; 21/10; 12/5; 21/10; 9/4; 43/20; 11/5; 9/4; 11/5; 28/13; 11/5; 9/4; 11/5; 23/10; 12/5; 9/4; 11/5; 21/10; 19/10; 23/10
META; english/league-1/blackpool-v-charlton; 2018-01-22 22:20:52 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Blackpool; 29/20; 7/5; 17/11; 29/20; 13/8; 31/20; 6/4; 6/4; 7/5; 31/20; 8/5; 31/20; 6/4; 8/5; 6/4; 6/4; 7/5; 16/11; 7/5; 52/35; 7/5; 8/5; 31/20; 6/4; 6/4; 6/4; 7/5; 6/4
Charlton; 7/4; 19/10; 9/5; 19/10; 191/ 100; 15/8; 9/5; 9/5; 2; 9/5; 9/5; 15/8; 9/5; 9/5; 15/8; 15/8; 19/10; 9/5; 19/10; 30/17; 2; 15/8; 7/4; 9/5; 9/5; 7/4; 13/8; 19/10
Draw; 12/5; 23/10; 21/10; 9/4; 58/25; 23/10; 11/5; 9/4; 11/5; 21/10; 12/5; 21/10; 9/4; 43/20; 11/5; 9/4; 11/5; 28/13; 11/5; 9/4; 11/5; 9/4; 12/5; 11/5; 11/5; 21/10; 19/10; 23/10
META; english/league-1/blackpool-v-charlton; 2018-01-23 02:20:44 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Blackpool; 29/20; 6/4; 17/11; 29/20; 13/8; 31/20; 6/4; 6/4; 7/5; 31/20; 8/5; 31/20; 6/4; 8/5; 6/4; 6/4; 7/5; 16/11; 7/5; 52/35; 7/5; 8/5; 31/20; 6/4; 6/4; 6/4; 7/5; 6/4
Charlton; 7/4; 9/5; 9/5; 19/10; 191/ 100; 15/8; 9/5; 9/5; 2; 9/5; 9/5; 15/8; 9/5; 9/5; 15/8; 9/5; 19/10; 9/5; 19/10; 30/17; 2; 15/8; 7/4; 9/5; 9/5; 9/5; 13/8; 19/10
Draw; 12/5; 23/10; 21/10; 9/4; 58/25; 23/10; 11/5; 9/4; 11/5; 21/10; 12/5; 21/10; 9/4; 43/20; 11/5; 9/4; 11/5; 28/13; 11/5; 9/4; 11/5; 9/4; 12/5; 11/5; 11/5; 21/10; 19/10; 23/10
META; english/league-1/blackpool-v-charlton; 2018-01-23 10:20:46 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Blackpool; 29/20; 6/4; 17/11; 29/20; 13/8; 31/20; 6/4; 6/4; 7/5; 31/20; 8/5; 31/20; 6/4; 8/5; 6/4; 6/4; 7/5; 16/11; 7/5; 52/35; 7/5; 8/5; 31/20; 6/4; 6/4; 6/4; 7/5; 6/4
Charlton; 7/4; 9/5; 9/5; 19/10; 191/ 100; 15/8; 9/5; 9/5; 2; 9/5; 9/5; 15/8; 9/5; 9/5; 15/8; 9/5; 19/10; 9/5; 19/10; 30/17; 2; 15/8; 7/4; 9/5; 9/5; 8/5; 13/8; 19/10
Draw; 12/5; 23/10; 21/10; 9/4; 58/25; 23/10; 11/5; 9/4; 11/5; 21/10; 12/5; 21/10; 9/4; 43/20; 11/5; 9/4; 11/5; 28/13; 11/5; 9/4; 11/5; 9/4; 12/5; 11/5; 11/5; 21/10; 19/10; 23/10
META; english/league-1/blackpool-v-charlton; 2018-01-23 14:20:46 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Blackpool; 29/20; 6/4; 17/11; 29/20; 13/8; 31/20; 6/4; 6/4; 17/11; 31/20; 8/5; 31/20; 6/4; 31/20; 6/4; 6/4; 7/5; 16/11; 7/5; 52/35; 17/11; 8/5; 31/20; 6/4; 6/4; 6/4; 7/5; 6/4
Charlton; 7/4; 9/5; 9/5; 19/10; 191/ 100; 15/8; 9/5; 9/5; 9/5; 9/5; 9/5; 15/8; 9/5; 9/5; 15/8; 9/5; 19/10; 9/5; 19/10; 30/17; 9/5; 15/8; 7/4; 9/5; 9/5; 13/8; 13/8; 19/10
Draw; 12/5; 23/10; 21/10; 9/4; 58/25; 23/10; 11/5; 9/4; 11/5; 21/10; 12/5; 21/10; 9/4; 43/20; 11/5; 11/5; 11/5; 28/13; 11/5; 9/4; 11/5; 9/4; 12/5; 11/5; 11/5; 21/10; 19/10; 23/10
META; english/league-1/blackpool-v-charlton; 2018-01-23 18:21:13 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Blackpool; 29/20; 6/4; 17/11; 29/20; 13/8; 31/20; 6/4; 6/4; 17/11; 8/5; 8/5; 31/20; 7/4; 31/20; 6/4; 6/4; 7/5; 6/4; 7/5; 52/35; 17/11; 8/5; 31/20; 6/4; 17/11; 6/4; 7/5; 6/4
Charlton; 7/4; 9/5; 9/5; 19/10; 191/ 100; 15/8; 9/5; 9/5; 9/5; 9/5; 9/5; 15/8; 7/5; 9/5; 15/8; 9/5; 19/10; 9/5; 19/10; 30/17; 9/5; 15/8; 7/4; 9/5; 9/5; 6/4; 13/8; 19/10
Draw; 12/5; 23/10; 21/10; 9/4; 58/25; 23/10; 11/5; 9/4; 11/5; 21/10; 12/5; 21/10; 23/10; 43/20; 11/5; 11/5; 11/5; 11/5; 11/5; 9/4; 11/5; 9/4; 12/5; 11/5; 9/4; 21/10; 2; 23/10
META; english/league-1/blackpool-v-charlton; 2018-01-23 22:21:14 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Blackpool; 29/20; 6/4; 17/11; 29/20; 8/5; 31/20; 6/4; 6/4; 17/11; 31/20; 6/4; 31/20; 7/4; 31/20; 6/4; 6/4; 7/5; 6/4; 7/5; 52/35; 17/11; 8/5; 6/4; 6/4; 17/11; ; 6/4; 7/5; 6/4
Charlton; 7/4; 9/5; 9/5; 19/10; 97/50; 15/8; 9/5; 9/5; 9/5; 15/8; 15/8; 15/8; 7/5; 37/20; 15/8; 9/5; 19/10; 9/5; 19/10; 30/17; 9/5; 15/8; 9/5; 9/5; 24/13; ; 8/5; 17/10; 19/10
Draw; 12/5; 23/10; 21/10; 9/4; 58/25; 23/10; 11/5; 9/4; 11/5; 21/10; 12/5; 21/10; 23/10; 43/20; 11/5; 11/5; 11/5; 11/5; 11/5; 9/4; 11/5; 9/4; 12/5; 11/5; 9/4; ; 21/10; 2; 23/10
META; english/league-1/blackpool-v-charlton; 2018-01-24 02:21:06 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Blackpool; 29/20; 6/4; 17/11; 29/20; 8/5; 31/20; 6/4; 6/4; 17/11; 31/20; 8/5; 31/20; 7/4; 31/20; 6/4; 6/4; 7/5; 6/4; 7/5; 52/35; 17/11; 8/5; 6/4; 6/4; 17/11; ; 6/4; 7/5; 6/4
Charlton; 7/4; 9/5; 9/5; 19/10; 97/50; 15/8; 9/5; 9/5; 9/5; 15/8; 15/8; 15/8; 7/5; 37/20; 15/8; 9/5; 19/10; 9/5; 19/10; 30/17; 9/5; 15/8; 9/5; 9/5; 24/13; ; 8/5; 17/10; 19/10
Draw; 12/5; 23/10; 21/10; 9/4; 58/25; 23/10; 11/5; 9/4; 11/5; 21/10; 23/10; 21/10; 23/10; 43/20; 11/5; 11/5; 11/5; 11/5; 11/5; 9/4; 11/5; 9/4; 12/5; 11/5; 9/4; ; 21/10; 21/10; 23/10
META; english/league-1/blackpool-v-charlton; 2018-01-24 10:21:05 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Blackpool; 29/20; 6/4; 17/11; 29/20; 8/5; 31/20; 6/4; ; 17/11; 31/20; 8/5; 31/20; 7/4; 31/20; 6/4; 6/4; 7/5; 6/4; 7/5; 52/35; 17/11; 8/5; 6/4; 6/4; 17/11; ; 6/4; 7/5; 6/4
Charlton; 7/4; 9/5; 9/5; 19/10; 97/50; 15/8; 9/5; ; 9/5; 15/8; 15/8; 15/8; 7/5; 37/20; 15/8; 9/5; 19/10; 9/5; 19/10; 30/17; 9/5; 15/8; 9/5; 9/5; 24/13; ; 7/4; 17/10; 19/10
Draw; 12/5; 23/10; 21/10; 9/4; 58/25; 23/10; 11/5; ; 11/5; 21/10; 23/10; 21/10; 23/10; 43/20; 11/5; 11/5; 11/5; 11/5; 11/5; 9/4; 11/5; 9/4; 12/5; 11/5; 9/4; ; 21/10; 2; 23/10
META; english/league-1/blackpool-v-charlton; 2018-01-24 14:21:07 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Blackpool; 29/20; 6/4; 17/11; 29/20; 8/5; 31/20; 6/4; ; 17/11; 31/20; 8/5; 31/20; 7/4; 31/20; 6/4; 6/4; 7/5; 6/4; 7/5; 52/35; 17/11; 8/5; 6/4; 6/4; 17/11; ; 6/4; 7/5; 6/4
Charlton; 7/4; 9/5; 9/5; 19/10; 97/50; 15/8; 9/5; ; 9/5; 15/8; 15/8; 15/8; 7/5; 37/20; 15/8; 9/5; 19/10; 9/5; 19/10; 30/17; 9/5; 15/8; 9/5; 9/5; 24/13; ; 13/8; 17/10; 19/10
Draw; 12/5; 23/10; 21/10; 9/4; 58/25; 23/10; 11/5; ; 11/5; 21/10; 23/10; 21/10; 23/10; 43/20; 11/5; 11/5; 11/5; 11/5; 11/5; 9/4; 11/5; 9/4; 12/5; 11/5; 9/4; ; 21/10; 2; 23/10
META; english/league-1/blackpool-v-charlton; 2018-01-24 18:21:02 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Blackpool; 29/20; 6/4; 17/11; 29/20; 159/ 100; 31/20; 6/4; ; 17/11; 31/20; 6/4; 6/4; 7/4; 31/20; 6/4; 7/5; 7/5; 6/4; 7/5; 52/35; 17/11; 8/5; 6/4; 6/4; 6/4; ; 6/4; 7/5; 6/4
Charlton; 7/4; 9/5; 9/5; 19/10; 191/ 100; 15/8; 9/5; ; 9/5; 9/5; 15/8; 9/5; 7/5; 37/20; 15/8; 9/5; 19/10; 9/5; 19/10; 30/17; 9/5; 15/8; 9/5; 9/5; 24/13; ; 13/8; 17/10; 15/8
Draw; 12/5; 23/10; 11/5; 9/4; 119/ 50; 23/10; 11/5; ; 11/5; 11/5; 12/5; 9/4; 23/10; 43/20; 11/5; 9/4; 11/5; 9/4; 11/5; 9/4; 11/5; 9/4; 12/5; 11/5; 9/4; ; 21/10; 2; 23/10
META; english/league-1/blackpool-v-charlton; 2018-01-24 22:21:00 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Blackpool; 29/20; 6/4; 17/11; 29/20; 159/ 100; 31/20; 6/4; ; 17/11; 31/20; 6/4; 6/4; 7/4; 31/20; 6/4; 7/5; 7/5; 6/4; 7/5; 52/35; 17/11; 8/5; 6/4; 6/4; 6/4; ; 6/4; 7/5; 6/4
Charlton; 7/4; 9/5; 9/5; 19/10; 191/ 100; 15/8; 9/5; ; 9/5; 9/5; 15/8; 9/5; 7/5; 37/20; 15/8; 9/5; 19/10; 9/5; 19/10; 30/17; 9/5; 15/8; 9/5; 9/5; 24/13; ; 13/8; 17/10; 15/8
Draw; 12/5; 23/10; 11/5; 9/4; 119/ 50; 23/10; 11/5; ; 11/5; 11/5; 12/5; 9/4; 23/10; 43/20; 11/5; 9/4; 11/5; 9/4; 11/5; 9/4; 11/5; 9/4; 12/5; 11/5; 9/4; ; 21/10; 2; 23/10
META; english/league-1/blackpool-v-charlton; 2018-01-25 02:20:56 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Blackpool; 29/20; 6/4; 17/11; 29/20; 159/ 100; 31/20; 6/4; ; 17/11; 31/20; 6/4; 6/4; 7/4; 31/20; 6/4; 7/5; 7/5; 6/4; 7/5; 52/35; 17/11; 8/5; 6/4; 6/4; 6/4; ; 6/4; 7/5; 6/4
Charlton; 7/4; 9/5; 9/5; 19/10; 191/ 100; 15/8; 9/5; ; 9/5; 9/5; 15/8; 9/5; 7/5; 37/20; 15/8; 9/5; 19/10; 9/5; 19/10; 30/17; 9/5; 15/8; 9/5; 9/5; 24/13; ; 7/4; 17/10; 15/8
Draw; 12/5; 23/10; 11/5; 9/4; 119/ 50; 23/10; 11/5; ; 11/5; 11/5; 12/5; 9/4; 23/10; 43/20; 11/5; 9/4; 11/5; 9/4; 11/5; 9/4; 11/5; 9/4; 12/5; 11/5; 9/4; ; 21/10; 19/10; 23/10
META; english/league-1/blackpool-v-charlton; 2018-01-25 10:20:52 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Blackpool; 29/20; 6/4; 17/11; 29/20; 159/ 100; 31/20; 6/4; ; 17/11; 31/20; 6/4; 6/4; 7/4; 31/20; 6/4; 7/5; 7/5; 6/4; 7/5; 52/35; 17/11; 8/5; 6/4; 6/4; 6/4; ; 6/4; 7/5; 6/4
Charlton; 7/4; 9/5; 9/5; 19/10; 191/ 100; 15/8; 9/5; ; 9/5; 9/5; 15/8; 9/5; 7/5; 37/20; 15/8; 9/5; 19/10; 9/5; 19/10; 30/17; 9/5; 15/8; 9/5; 9/5; 24/13; ; 9/5; 17/10; 15/8
Draw; 12/5; 23/10; 11/5; 9/4; 119/ 50; 23/10; 11/5; ; 11/5; 11/5; 12/5; 9/4; 23/10; 43/20; 11/5; 9/4; 11/5; 9/4; 11/5; 9/4; 11/5; 9/4; 12/5; 11/5; 9/4; ; 21/10; 19/10; 23/10
META; english/league-1/blackpool-v-charlton; 2018-01-25 14:21:09 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Blackpool; 11/8; 6/4; 16/11; 29/20; 37/25; 31/20; 6/4; ; 17/11; 29/20; 6/4; 29/20; 7/5; 6/4; 7/5; 7/5; 7/5; 7/5; 7/5; 52/35; 17/11; 7/5; 29/20; 7/5; 16/11; ; 6/4; 6/4; 7/5
Charlton; 15/8; 9/5; 19/10; 19/10; 103/ 50; 15/8; 9/5; ; 9/5; 19/10; 19/10; 9/5; 9/5; 19/10; 19/10; 15/8; 19/10; 19/10; 19/10; 30/17; 9/5; 2; 15/8; 39/20; 37/19; ; 9/5; 9/5; 2
Draw; 12/5; 23/10; 11/5; 9/4; 119/ 50; 23/10; 11/5; ; 11/5; 11/5; 12/5; 23/10; 23/10; 43/20; 23/10; 9/4; 11/5; 11/5; 11/5; 9/4; 11/5; 23/10; 12/5; 11/5; 9/4; ; 21/10; 2; 23/10
META; english/league-1/blackpool-v-charlton; 2018-01-25 18:20:55 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Blackpool; 11/8; 7/5; 16/11; 29/20; 37/25; 31/20; 7/5; ; 17/11; 29/20; 6/4; 29/20; 7/5; 6/4; 7/5; 7/5; 7/5; 7/5; 7/5; 52/35; 17/11; 7/5; 29/20; 7/5; 16/11; ; 6/4; 6/4; 7/5
Charlton; 15/8; 19/10; 19/10; 19/10; 103/ 50; 15/8; 19/10; ; 9/5; 19/10; 19/10; 9/5; 9/5; 19/10; 19/10; 15/8; 19/10; 19/10; 19/10; 30/17; 9/5; 2; 15/8; 39/20; 37/19; ; 19/10; 17/10; 2
Draw; 12/5; 23/10; 11/5; 9/4; 119/ 50; 23/10; 11/5; ; 11/5; 11/5; 12/5; 23/10; 23/10; 43/20; 23/10; 9/4; 11/5; 11/5; 11/5; 9/4; 11/5; 23/10; 12/5; 11/5; 9/4; ; 11/5; 21/10; 23/10
META; english/league-1/blackpool-v-charlton; 2018-01-25 22:20:59 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Blackpool; 11/8; 7/5; 26/19; 29/20; 7/5; 6/4; 7/5; ; 23/18; 11/8; 7/5; 29/20; 7/5; 7/5; 11/8; 11/8; 7/5; 23/17; 7/5; 15/11; 23/18; 7/5; 11/8; 7/5; 23/17; ; 11/8; 7/5; 7/5
Charlton; 15/8; 19/10; 2; 19/10; 54/25; 19/10; 19/10; ; 39/19; 21/10; 2; 2; 9/5; 19/10; 2; 19/10; 19/10; 2; 19/10; 19/10; 39/19; 2; 2; 2; 39/19; ; 19/10; 2; 21/10
Draw; 12/5; 23/10; 11/5; 9/4; 121/ 50; 23/10; 11/5; ; 40/17; 11/5; 12/5; 11/5; 23/10; 11/5; 9/4; 9/4; 11/5; 9/4; 11/5; 40/17; 40/17; 23/10; 12/5; 23/10; 23/10; ; 11/5; 11/5; 23/10
META; english/league-1/blackpool-v-charlton; 2018-01-26 02:20:56 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Blackpool; 29/20; 7/5; 16/11; 7/5; ; 6/4; 7/5; ; 23/18; 29/20; 29/20; 29/20; 7/5; 29/20; 11/8; 7/5; 7/5; 7/5; 7/5; 15/11; 23/18; 7/5; 7/5; 7/5; 7/5; ; 11/8; 11/8; 7/5
Charlton; 21/10; 19/10; 19/10; 19/10; ; 19/10; 19/10; ; 39/19; 2; 2; 2; 9/5; 19/10; 2; 19/10; 19/10; 37/19; 19/10; 19/10; 39/19; 2; 19/10; 2; 2; ; 2; 2; 2
Draw; 12/5; 23/10; 11/5; 23/10; ; 23/10; 11/5; ; 40/17; 11/5; 12/5; 11/5; 23/10; 11/5; 9/4; 9/4; 11/5; 9/4; 11/5; 40/17; 40/17; 23/10; 12/5; 23/10; 9/4; ; 9/4; 9/4; 23/10
META; english/league-1/blackpool-v-charlton; 2018-01-26 10:21:04 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
