META; english/league-1/bradford-v-afc-wimbledon; 2018-01-21 14:21:40 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Bradford; 4/5; 10/11; ; ; 5/6; ; 5/6; 5/6; ; ; ; ; ; ; ; 5/6; ; 10/13; ; ; ; ; ; 4/5; 10/13; 10/11; ; 
Draw; 11/4; 5/2; ; ; 14/5; ; 13/5; 13/5; ; ; ; ; ; ; ; 13/5; ; 45/17; ; ; ; ; ; 27/10; 45/17; 5/2; ; 
AFC Wimbledon; 16/5; 3; ; ; 18/5; ; 3; 3; ; ; ; ; ; ; ; 3; ; 58/19; ; ; ; ; ; 3; 31/10; 14/5; ; 
META; english/league-1/bradford-v-afc-wimbledon; 2018-01-21 18:21:06 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Bradford; 21/20; 10/11; 11/10; ; 28/25; 21/20; 17/20; 1; 21/20; 11/10; 11/10; 23/20; ; 23/20; 11/10; 11/10; ; 21/20; ; ; 21/20; 11/10; 11/10; 11/10; 11/10; 8/11; ; 
Draw; 5/2; 5/2; 9/4; ; 63/25; 12/5; 13/5; 23/10; 27/11; 11/5; 5/2; 23/10; ; 9/4; 23/10; 12/5; ; 40/17; ; ; 27/11; 12/5; 5/2; 23/10; 12/5; 2; ; 
AFC Wimbledon; 12/5; 3; 5/2; ; 27/10; 14/5; 3; 11/4; 27/11; 5/2; 13/5; 12/5; ; 5/2; 5/2; 5/2; ; 12/5; ; ; 27/11; 13/5; 5/2; 5/2; 12/5; 12/5; ; 
META; english/league-1/bradford-v-afc-wimbledon; 2018-01-21 22:20:46 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Bradford; 21/20; 10/11; 11/10; ; 28/25; 21/20; 21/20; 1; 21/20; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 21/20; ; 21/20; ; 13/12; 21/20; 11/10; 11/10; 11/10; 11/10; 1; ; 
Draw; 5/2; 5/2; 9/4; ; 63/25; 12/5; 23/10; 23/10; 27/11; 11/5; 5/2; 9/4; 23/10; 9/4; 23/10; 12/5; ; 40/17; ; 12/5; 27/11; 12/5; 5/2; 23/10; 40/17; 11/5; ; 
AFC Wimbledon; 12/5; 3; 5/2; ; 27/10; 14/5; 5/2; 11/4; 27/11; 5/2; 13/5; 13/5; 5/2; 13/5; 5/2; 13/5; ; 12/5; ; 12/5; 27/11; 13/5; 5/2; 5/2; 12/5; 11/4; ; 
META; english/league-1/bradford-v-afc-wimbledon; 2018-01-22 02:20:41 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Bradford; 21/20; 10/11; 11/10; ; 28/25; 21/20; 21/20; 1; 21/20; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 21/20; ; 21/20; ; 13/12; 21/20; 11/10; 11/10; 11/10; 11/10; 1; ; 
Draw; 5/2; 5/2; 9/4; ; 63/25; 12/5; 23/10; 23/10; 27/11; 11/5; 5/2; 9/4; 23/10; 9/4; 23/10; 12/5; ; 40/17; ; 12/5; 27/11; 12/5; 5/2; 23/10; 40/17; 21/10; ; 
AFC Wimbledon; 12/5; 3; 5/2; ; 27/10; 14/5; 5/2; 11/4; 27/11; 5/2; 13/5; 13/5; 5/2; 13/5; 5/2; 13/5; ; 12/5; ; 12/5; 27/11; 13/5; 5/2; 5/2; 12/5; 27/10; ; 
META; english/league-1/bradford-v-afc-wimbledon; 2018-01-22 10:21:02 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Bradford; 21/20; 11/10; 11/10; 23/20; 28/25; 11/10; 11/10; 11/10; 21/20; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 21/20; 21/20; 21/20; 13/12; 21/20; 11/10; 11/10; 11/10; 11/10; 1; ; 
Draw; 5/2; 23/10; 9/4; 9/4; 63/25; 23/10; 23/10; 23/10; 9/4; 11/5; 5/2; 12/5; 23/10; 9/4; 23/10; 12/5; 5/2; 23/10; 5/2; 12/5; 9/4; 12/5; 5/2; 23/10; 40/17; 21/10; ; 
AFC Wimbledon; 12/5; 13/5; 5/2; 5/2; 27/10; 27/10; 5/2; 13/5; 27/10; 5/2; 13/5; 12/5; 5/2; 13/5; 5/2; 5/2; 12/5; 27/11; 12/5; 12/5; 27/10; 13/5; 12/5; 5/2; 27/11; 13/5; ; 
META; english/league-1/bradford-v-afc-wimbledon; 2018-01-22 14:20:53 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Bradford; 21/20; 11/10; 11/10; 23/20; 113/ 100; 11/10; 11/10; 11/10; 21/20; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 21/20; 21/20; 21/20; 13/12; 21/20; 11/10; 11/10; 11/10; 21/20; 20/21; ; 10/9
Draw; 5/2; 23/10; 9/4; 9/4; 62/25; 23/10; 23/10; 23/10; 9/4; 11/5; 5/2; 12/5; 23/10; 9/4; 23/10; 12/5; 5/2; 23/10; 5/2; 12/5; 9/4; 12/5; 5/2; 23/10; 23/10; 21/10; ; 12/5
AFC Wimbledon; 12/5; 13/5; 13/5; 5/2; 68/25; 27/10; 5/2; 13/5; 27/10; 5/2; 13/5; 12/5; 5/2; 13/5; 5/2; 5/2; 12/5; 5/2; 12/5; 12/5; 27/10; 13/5; 12/5; 5/2; 28/11; 13/5; ; 27/10
META; english/league-1/bradford-v-afc-wimbledon; 2018-01-22 18:20:55 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Bradford; 21/20; 11/10; 11/10; 23/20; 113/ 100; 11/10; 11/10; 11/10; 21/20; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 21/20; 21/20; 21/20; 13/12; 21/20; 11/10; 11/10; 11/10; 21/20; 1; 1; 10/9
Draw; 5/2; 23/10; 9/4; 9/4; 62/25; 23/10; 23/10; 23/10; 9/4; 11/5; 5/2; 12/5; 23/10; 9/4; 23/10; 12/5; 5/2; 23/10; 5/2; 12/5; 9/4; 12/5; 5/2; 23/10; 23/10; 21/10; 2; 12/5
AFC Wimbledon; 12/5; 13/5; 13/5; 5/2; 68/25; 27/10; 5/2; 13/5; 27/10; 5/2; 13/5; 12/5; 5/2; 13/5; 5/2; 5/2; 12/5; 5/2; 12/5; 12/5; 27/10; 13/5; 12/5; 5/2; 28/11; 13/5; 11/5; 27/10
META; english/league-1/bradford-v-afc-wimbledon; 2018-01-22 22:20:55 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Bradford; 21/20; 11/10; 11/10; 23/20; 113/ 100; 11/10; 11/10; 11/10; 21/20; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 21/20; 21/20; 21/20; 13/12; 21/20; 11/10; 11/10; 11/10; 21/20; 1; 1; 10/9
Draw; 5/2; 23/10; 9/4; 9/4; 62/25; 23/10; 23/10; 23/10; 9/4; 11/5; 5/2; 12/5; 23/10; 9/4; 23/10; 12/5; 5/2; 23/10; 5/2; 12/5; 9/4; 12/5; 5/2; 23/10; 40/17; 21/10; 2; 12/5
AFC Wimbledon; 12/5; 13/5; 13/5; 5/2; 68/25; 27/10; 5/2; 13/5; 27/10; 5/2; 13/5; 12/5; 5/2; 13/5; 5/2; 5/2; 12/5; 5/2; 12/5; 12/5; 27/10; 13/5; 12/5; 5/2; 28/11; 13/5; 11/5; 27/10
META; english/league-1/bradford-v-afc-wimbledon; 2018-01-23 02:20:46 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Bradford; 21/20; 11/10; 11/10; 23/20; 113/ 100; 11/10; 11/10; 11/10; 21/20; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 21/20; 21/20; 21/20; 13/12; 21/20; 11/10; 11/10; 11/10; 21/20; 20/21; 1; 10/9
Draw; 5/2; 23/10; 9/4; 9/4; 62/25; 23/10; 23/10; 23/10; 9/4; 11/5; 5/2; 12/5; 23/10; 9/4; 23/10; 12/5; 5/2; 23/10; 5/2; 12/5; 9/4; 12/5; 5/2; 23/10; 40/17; 21/10; 2; 12/5
AFC Wimbledon; 12/5; 13/5; 13/5; 5/2; 68/25; 27/10; 5/2; 13/5; 27/10; 5/2; 13/5; 12/5; 5/2; 13/5; 5/2; 5/2; 12/5; 5/2; 12/5; 12/5; 27/10; 13/5; 12/5; 5/2; 28/11; 21/10; 11/5; 27/10
META; english/league-1/bradford-v-afc-wimbledon; 2018-01-23 10:20:49 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Bradford; 21/20; 11/10; 11/10; 23/20; 113/ 100; 11/10; 11/10; 11/10; 21/20; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 21/20; 21/20; 21/20; 11/10; 21/20; 11/10; 11/10; 11/10; 21/20; 20/21; 1; 10/9
Draw; 5/2; 23/10; 9/4; 9/4; 62/25; 23/10; 23/10; 23/10; 9/4; 11/5; 5/2; 23/10; 23/10; 9/4; 23/10; 12/5; 5/2; 23/10; 5/2; 12/5; 9/4; 12/5; 5/2; 23/10; 40/17; 21/10; 2; 12/5
AFC Wimbledon; 12/5; 13/5; 13/5; 5/2; 68/25; 27/10; 5/2; 13/5; 27/10; 5/2; 13/5; 5/2; 5/2; 13/5; 5/2; 5/2; 12/5; 5/2; 12/5; 23/10; 27/10; 13/5; 12/5; 5/2; 28/11; 9/4; 11/5; 27/10
META; english/league-1/bradford-v-afc-wimbledon; 2018-01-23 14:20:49 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Bradford; 21/20; 11/10; 11/10; 23/20; 113/ 100; 11/10; 11/10; 11/10; 21/20; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 21/20; 21/20; 21/20; 11/10; 21/20; 11/10; 11/10; 11/10; 21/20; 20/21; 1; 10/9
Draw; 5/2; 23/10; 9/4; 9/4; 62/25; 23/10; 23/10; 23/10; 9/4; 11/5; 5/2; 23/10; 23/10; 9/4; 23/10; 23/10; 5/2; 23/10; 5/2; 12/5; 9/4; 12/5; 5/2; 23/10; 23/10; 21/10; 2; 12/5
AFC Wimbledon; 12/5; 13/5; 13/5; 5/2; 68/25; 27/10; 5/2; 13/5; 27/10; 5/2; 13/5; 5/2; 5/2; 13/5; 5/2; 5/2; 12/5; 5/2; 12/5; 23/10; 27/10; 13/5; 12/5; 5/2; 28/11; 23/10; 11/5; 27/10
META; english/league-1/bradford-v-afc-wimbledon; 2018-01-23 18:21:15 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Bradford; 21/20; 11/10; 11/10; 23/20; 113/ 100; 11/10; 11/10; 11/10; 21/20; 11/10; 11/10; 11/10; 21/20; 11/10; 11/10; 11/10; 21/20; 21/20; 21/20; 11/10; 21/20; 11/10; 11/10; 11/10; 21/20; 20/21; 1; 10/9
Draw; 5/2; 23/10; 9/4; 9/4; 62/25; 23/10; 23/10; 23/10; 9/4; 9/4; 5/2; 23/10; 23/10; 9/4; 23/10; 23/10; 5/2; 40/17; 5/2; 12/5; 9/4; 12/5; 5/2; 23/10; 40/17; 21/10; 21/10; 12/5
AFC Wimbledon; 12/5; 13/5; 13/5; 5/2; 68/25; 27/10; 5/2; 13/5; 27/10; 13/5; 13/5; 5/2; 5/2; 13/5; 5/2; 5/2; 12/5; 28/11; 12/5; 23/10; 27/10; 13/5; 12/5; 5/2; 13/5; 23/10; 23/10; 27/10
META; english/league-1/bradford-v-afc-wimbledon; 2018-01-23 22:21:17 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Bradford; 21/20; 11/10; 11/10; 23/20; 113/ 100; 11/10; 11/10; 11/10; 21/20; 11/10; 11/10; 11/10; 21/20; 11/10; 11/10; 11/10; 21/20; 21/20; 21/20; 11/10; 21/20; 11/10; 23/20; 11/10; 21/20; ; 20/21; 21/20; 10/9
Draw; 5/2; 23/10; 9/4; 9/4; 62/25; 23/10; 23/10; 23/10; 9/4; 9/4; 5/2; 23/10; 23/10; 9/4; 23/10; 23/10; 5/2; 40/17; 5/2; 12/5; 9/4; 12/5; 5/2; 23/10; 40/17; ; 21/10; 21/10; 12/5
AFC Wimbledon; 12/5; 13/5; 13/5; 5/2; 68/25; 27/10; 5/2; 13/5; 27/10; 13/5; 13/5; 5/2; 5/2; 13/5; 5/2; 5/2; 12/5; 28/11; 12/5; 23/10; 27/10; 13/5; 12/5; 5/2; 13/5; ; 23/10; 23/10; 27/10
META; english/league-1/bradford-v-afc-wimbledon; 2018-01-24 02:21:08 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Bradford; 21/20; 11/10; 6/5; 23/20; 123/ 100; 11/10; 11/10; 11/10; 21/20; 6/5; 23/20; 23/20; 21/20; 23/20; 23/20; 11/10; 21/20; 15/13; 21/20; 11/10; 21/20; 11/10; 23/20; 11/10; 15/13; ; 21/20; 10/9; 5/4
Draw; 5/2; 23/10; 11/5; 9/4; 117/ 50; 23/10; 9/4; 23/10; 9/4; 11/5; 12/5; 12/5; 23/10; 9/4; 23/10; 23/10; 5/2; 9/4; 5/2; 12/5; 9/4; 23/10; 12/5; 23/10; 23/10; ; 21/10; 21/10; 23/10
AFC Wimbledon; 12/5; 13/5; 12/5; 5/2; 13/5; 27/10; 12/5; 5/2; 27/10; 12/5; 5/2; 12/5; 5/2; 49/20; 12/5; 12/5; 12/5; 27/11; 12/5; 23/10; 27/10; 5/2; 12/5; 49/20; 5/2; ; 9/4; 11/5; 5/2
META; english/league-1/bradford-v-afc-wimbledon; 2018-01-24 10:21:07 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Bradford; 21/20; 23/20; 6/5; 23/20; 123/ 100; 11/10; 11/10; ; 21/20; 6/5; 23/20; 23/20; 21/20; 23/20; 23/20; 11/10; 21/20; 15/13; 21/20; 11/10; 21/20; 11/10; 23/20; 11/10; 15/13; ; 21/20; 10/9; 5/4
Draw; 5/2; 23/10; 11/5; 9/4; 117/ 50; 23/10; 9/4; ; 9/4; 11/5; 12/5; 12/5; 23/10; 11/5; 23/10; 9/4; 5/2; 9/4; 5/2; 12/5; 9/4; 23/10; 12/5; 23/10; 23/10; ; 21/10; 21/10; 23/10
AFC Wimbledon; 12/5; 12/5; 12/5; 5/2; 13/5; 27/10; 12/5; ; 27/10; 12/5; 5/2; 12/5; 5/2; 49/20; 12/5; 12/5; 12/5; 27/11; 12/5; 23/10; 27/10; 5/2; 12/5; 49/20; 5/2; ; 9/4; 11/5; 5/2
META; english/league-1/bradford-v-afc-wimbledon; 2018-01-24 14:21:09 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Bradford; 21/20; 23/20; 6/5; 23/20; 123/ 100; 11/10; 11/10; ; 21/20; 6/5; 23/20; 23/20; 21/20; 23/20; 23/20; 11/10; 21/20; 15/13; 21/20; 9/8; 21/20; 11/10; 23/20; 11/10; 15/13; ; 21/20; 10/9; 5/4
Draw; 5/2; 23/10; 11/5; 9/4; 117/ 50; 23/10; 9/4; ; 9/4; 11/5; 12/5; 12/5; 23/10; 11/5; 23/10; 9/4; 5/2; 9/4; 5/2; 40/17; 9/4; 23/10; 12/5; 23/10; 23/10; ; 21/10; 21/10; 23/10
AFC Wimbledon; 12/5; 12/5; 12/5; 5/2; 13/5; 27/10; 12/5; ; 27/10; 12/5; 5/2; 12/5; 5/2; 49/20; 12/5; 12/5; 12/5; 27/11; 12/5; 23/10; 27/10; 5/2; 12/5; 49/20; 5/2; ; 9/4; 11/5; 5/2
META; english/league-1/bradford-v-afc-wimbledon; 2018-01-24 18:21:05 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Bradford; 23/20; 5/4; 5/4; 23/20; 63/50; 6/5; 6/5; ; 19/17; 5/4; 5/4; 6/5; 21/20; 5/4; 23/20; 6/5; 21/20; 15/13; 21/20; 22/19; 19/17; 6/5; 5/4; 23/20; 6/5; ; 1; 6/5; 5/4
Draw; 5/2; 9/4; 11/5; 9/4; 59/25; 23/10; 9/4; ; 9/4; 11/5; 12/5; 23/10; 23/10; 11/5; 23/10; 9/4; 5/2; 9/4; 5/2; 40/17; 9/4; 23/10; 12/5; 11/5; 23/10; ; 21/10; 21/10; 23/10
AFC Wimbledon; 11/5; 9/4; 23/10; 5/2; 5/2; 12/5; 23/10; ; 27/11; 23/10; 23/10; 23/10; 5/2; 47/20; 12/5; 23/10; 12/5; 40/17; 12/5; 9/4; 27/11; 5/2; 11/5; 12/5; 40/17; ; 9/4; 2; 5/2
META; english/league-1/bradford-v-afc-wimbledon; 2018-01-24 22:21:03 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Bradford; 23/20; 5/4; 5/4; 23/20; 5/4; 6/5; 6/5; ; 19/17; 5/4; 5/4; 6/5; 21/20; 5/4; 23/20; 6/5; 21/20; 15/13; 21/20; 22/19; 19/17; 6/5; 5/4; 23/20; 15/13; ; 10/9; 23/20; 5/4
Draw; 5/2; 9/4; 11/5; 9/4; 119/ 50; 23/10; 9/4; ; 9/4; 11/5; 12/5; 23/10; 23/10; 11/5; 23/10; 9/4; 5/2; 9/4; 5/2; 40/17; 9/4; 23/10; 12/5; 11/5; 23/10; ; 11/5; 21/10; 23/10
AFC Wimbledon; 11/5; 9/4; 23/10; 5/2; 5/2; 12/5; 23/10; ; 27/11; 23/10; 23/10; 23/10; 5/2; 47/20; 12/5; 23/10; 12/5; 40/17; 12/5; 9/4; 27/11; 5/2; 11/5; 12/5; 40/17; ; 9/4; 21/10; 5/2
META; english/league-1/bradford-v-afc-wimbledon; 2018-01-25 02:20:58 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Bradford; 23/20; 5/4; 5/4; 23/20; 131/ 100; 6/5; 6/5; ; 6/5; 13/10; 5/4; 5/4; 21/20; 5/4; 6/5; 6/5; 6/5; 6/5; 6/5; 11/9; 6/5; 13/10; 5/4; 6/5; 6/5; ; 6/5; 23/20; 5/4
Draw; 5/2; 23/10; 11/5; 9/4; 47/20; 23/10; 9/4; ; 9/4; 11/5; 12/5; 11/5; 23/10; 11/5; 11/5; 9/4; 5/2; 9/4; 5/2; 40/17; 9/4; 23/10; 12/5; 11/5; 23/10; ; 11/5; 2; 23/10
AFC Wimbledon; 11/5; 9/4; 9/4; 5/2; 12/5; 12/5; 9/4; ; 23/10; 9/4; 23/10; 23/10; 5/2; 9/4; 12/5; 9/4; 2; 9/4; 2; 21/10; 23/10; 23/10; 11/5; 9/4; 23/10; ; 23/10; 2; 12/5
META; english/league-1/bradford-v-afc-wimbledon; 2018-01-25 10:20:55 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Bradford; 23/20; 5/4; 5/4; 23/20; 127/ 100; 6/5; 6/5; ; 13/11; 5/4; 5/4; 5/4; 21/20; 5/4; 6/5; 6/5; 6/5; 6/5; 6/5; 11/9; 13/11; 13/10; 5/4; 6/5; 6/5; ; 10/9; 23/20; 5/4
Draw; 5/2; 23/10; 11/5; 9/4; 119/ 50; 23/10; 9/4; ; 11/5; 11/5; 12/5; 11/5; 23/10; 11/5; 11/5; 9/4; 5/2; 9/4; 5/2; 40/17; 11/5; 23/10; 12/5; 11/5; 23/10; ; 9/4; 2; 23/10
AFC Wimbledon; 11/5; 9/4; 9/4; 5/2; 123/ 50; 12/5; 9/4; ; 27/11; 23/10; 23/10; 9/4; 5/2; 9/4; 12/5; 9/4; 2; 40/17; 2; 21/10; 27/11; 23/10; 11/5; 9/4; 40/17; ; 23/10; 2; 12/5
META; english/league-1/bradford-v-afc-wimbledon; 2018-01-25 14:21:11 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Bradford; 23/20; 5/4; 5/4; 23/20; 127/ 100; 6/5; 6/5; ; 13/11; 5/4; 5/4; 5/4; 21/20; 5/4; 6/5; 6/5; 6/5; 6/5; 6/5; 6/5; 13/11; 13/10; 6/5; 6/5; 6/5; ; 23/20; 23/20; 5/4
Draw; 5/2; 23/10; 11/5; 9/4; 119/ 50; 23/10; 9/4; ; 11/5; 11/5; 12/5; 21/10; 23/10; 11/5; 11/5; 9/4; 5/2; 23/10; 5/2; 40/17; 11/5; 23/10; 5/2; 11/5; 23/10; ; 21/10; 2; 23/10
AFC Wimbledon; 11/5; 9/4; 23/10; 5/2; 49/20; 12/5; 9/4; ; 27/11; 23/10; 23/10; 12/5; 5/2; 23/10; 12/5; 9/4; 2; 23/10; 2; 28/13; 27/11; 23/10; 9/4; 9/4; 40/17; ; 12/5; 23/10; 12/5
META; english/league-1/bradford-v-afc-wimbledon; 2018-01-25 18:20:58 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Bradford; 23/20; 6/5; 5/4; 5/4; 127/ 100; 5/4; 6/5; ; 13/11; 5/4; 5/4; 6/5; 21/20; 5/4; 6/5; 6/5; 6/5; 6/5; 6/5; 6/5; 13/11; 5/4; 6/5; 5/4; 6/5; ; 13/10; 21/20; 5/4
AFC Wimbledon; 11/5; 23/10; 9/4; 23/10; 119/ 50; 23/10; 11/5; ; 27/11; 9/4; 23/10; 9/4; 5/2; 9/4; 12/5; 11/5; 2; 11/5; 2; 28/13; 27/11; 23/10; 11/5; 9/4; 9/4; ; 21/10; 19/10; 23/10
Draw; 5/2; 9/4; 11/5; 11/5; 123/ 50; 23/10; 23/10; ; 11/5; 9/4; 12/5; 23/10; 23/10; 11/5; 11/5; 23/10; 5/2; 23/10; 5/2; 40/17; 11/5; 12/5; 5/2; 47/20; 40/17; ; 11/5; 11/5; 12/5
META; english/league-1/bradford-v-afc-wimbledon; 2018-01-25 22:21:01 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Bradford; 23/20; 13/10; 5/4; 5/4; 32/25; 5/4; 5/4; ; 13/11; 13/10; 13/10; 6/5; 21/20; 13/10; 6/5; 6/5; 5/4; 6/5; 5/4; 6/5; 13/11; 5/4; 13/10; 5/4; 6/5; ; 13/10; 6/5; 5/4
Draw; 5/2; 9/4; 11/5; 11/5; 123/ 50; 23/10; 9/4; ; 40/17; ; 12/5; 23/10; 23/10; 11/5; 11/5; 23/10; 11/5; 23/10; 11/5; 40/17; 40/17; 12/5; 5/2; 47/20; 40/17; ; 11/5; 11/5; 12/5
AFC Wimbledon; 11/5; 21/10; 11/5; 23/10; 59/25; 23/10; 11/5; ; 9/4; 11/5; 9/4; 9/4; 5/2; 11/5; 12/5; 21/10; 11/5; 11/5; 11/5; 28/13; 9/4; 23/10; 2; 9/4; 11/5; ; 9/4; 9/4; 23/10
META; english/league-1/bradford-v-afc-wimbledon; 2018-01-26 02:20:59 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Bradford; 5/4; 13/10; 5/4; 5/4; ; 5/4; 5/4; ; 13/11; 13/10; 13/10; 6/5; 21/20; 13/10; 6/5; 6/5; 5/4; 6/5; 5/4; 6/5; 13/11; 5/4; 13/10; 5/4; 5/4; ; 13/10; 5/4; 5/4
Draw; 5/2; 9/4; 11/5; 11/5; ; 23/10; 9/4; ; 40/17; ; 12/5; 23/10; 23/10; 11/5; 11/5; 9/4; 11/5; 23/10; 11/5; 40/17; 40/17; 12/5; 5/2; 47/20; 40/17; ; 11/5; 21/10; 12/5
AFC Wimbledon; 12/5; 21/10; 11/5; 23/10; ; 23/10; 11/5; ; 9/4; 11/5; 9/4; 9/4; 5/2; 11/5; 12/5; 11/5; 11/5; 11/5; 11/5; 28/13; 9/4; 23/10; 2; 9/4; 9/4; ; 9/4; 21/10; 23/10
META; english/league-1/bradford-v-afc-wimbledon; 2018-01-26 10:21:06 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
