META; english/league-1/rochdale-v-bradford; 2018-04-15 14:21:34 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Rochdale; 17/20; 5/6; 4/6; 5/6; 4/9; 1/12
Draw; 12/5; 5/2; 12/5; 12/5; 9/5; 27/20
Bradford; 3; 10/3; 7/2; 15/4; 13/8; 2/13
META; english/league-1/rochdale-v-bradford; 2018-04-15 18:21:08 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Rochdale; 4/5; 17/20; 21/25; 3/4; 4/5; 4/6; 4/5; 4/5; 10/13; 4/5; 10/13; 4/6; 4/5
Draw; 5/2; 12/5; 127/50; 13/5; 12/5; 12/5; 5/2; 5/2; 12/5; 5/2; 27/11; 23/10; 12/5
Bradford; 7/2; 3; 4; 7/2; 7/2; 19/5; 7/2; 57/17; 19/5; 17/5; 7/2; 7/2; 
META; english/league-1/rochdale-v-bradford; 2018-04-15 22:21:16 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Rochdale; 4/5; 17/20; 43/50; 3/4; 4/5; 4/6; 4/5; 3/4; 4/5; 10/13; 4/5; 10/13; 4/6; 5/6
Draw; 5/2; 12/5; 66/25; 13/5; 5/2; 12/5; 5/2; 5/2; 5/2; 12/5; 5/2; 27/11; 23/10; 5/2
Bradford; 7/2; 3; 37/10; 4; 10/3; 7/2; 19/5; 15/4; 7/2; 57/17; 19/5; 17/5; 7/2; 7/2
META; english/league-1/rochdale-v-bradford; 2018-04-16 02:20:58 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Rochdale; 4/5; 17/20; 43/50; 3/4; 4/5; 4/6; 4/5; 3/4; 4/5; 10/13; 4/5; 10/13; 4/6; 5/6
Draw; 5/2; 12/5; 66/25; 13/5; 5/2; 12/5; 5/2; 5/2; 5/2; 12/5; 5/2; 27/11; 23/10; 5/2
Bradford; 7/2; 3; 37/10; 4; 10/3; 7/2; 19/5; 15/4; 7/2; 57/17; 19/5; 17/5; 7/2; 7/2
META; english/league-1/rochdale-v-bradford; 2018-04-16 10:21:00 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Rochdale; 4/5; 17/20; 43/50; 3/4; 4/5; 4/6; 4/5; 4/5; 3/4; 4/5; 10/13; 5/6; 4/5; 4/5; 10/13; 4/6; 5/6
Draw; 5/2; 12/5; 66/25; 13/5; 5/2; 12/5; 28/11; 5/2; 13/5; 5/2; 12/5; 5/2; 28/11; 5/2; 27/11; 23/10; 5/2
Bradford; 7/2; 3; 37/10; 4; 10/3; 7/2; 7/2; 19/5; 15/4; 7/2; 57/17; 16/5; 7/2; 19/5; 17/5; 7/2; 7/2
META; english/league-1/rochdale-v-bradford; 2018-04-16 14:21:36 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Rochdale; 4/5; 17/20; 43/50; 4/5; 4/5; 8/11; 4/5; 4/5; 3/4; 4/5; 4/5; 10/13; 5/6; 4/5; 4/5; 10/13; 4/6; 5/6
Draw; 5/2; 12/5; 66/25; 13/5; 5/2; 12/5; 28/11; 5/2; 13/5; 12/5; 5/2; 12/5; 5/2; 28/11; 5/2; 27/11; 2; 5/2
Bradford; 7/2; 3; 37/10; 18/5; 10/3; 7/2; 7/2; 18/5; 15/4; 15/4; 7/2; 57/17; 16/5; 7/2; 19/5; 17/5; 27/10; 7/2
META; english/league-1/rochdale-v-bradford; 2018-04-16 18:21:51 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Rochdale; 4/5; 17/20; 43/50; 4/5; 4/5; 8/11; 4/5; 4/5; 3/4; 4/5; 4/5; 10/13; 5/6; 4/5; 4/5; 10/13; 4/6; 5/6
Draw; 5/2; 12/5; 66/25; 13/5; 5/2; 12/5; 28/11; 5/2; 13/5; 12/5; 5/2; 12/5; 5/2; 28/11; 5/2; 27/11; 2; 5/2
Bradford; 7/2; 3; 37/10; 18/5; 10/3; 7/2; 7/2; 18/5; 15/4; 15/4; 7/2; 57/17; 16/5; 7/2; 19/5; 17/5; 27/10; 7/2
META; english/league-1/rochdale-v-bradford; 2018-04-16 22:21:47 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Rochdale; 4/5; 10/11; 43/50; 4/5; 4/5; 8/11; 4/5; 4/5; 5/6; 4/5; 5/6; 10/13; 5/6; 4/5; 4/5; 10/13; 4/6; 5/6
Draw; 5/2; 5/2; 66/25; 13/5; 5/2; 12/5; 28/11; 5/2; 5/2; 12/5; 5/2; 12/5; 5/2; 28/11; 5/2; 27/11; 9/5; 5/2
Bradford; 7/2; 29/10; 37/10; 18/5; 10/3; 7/2; 7/2; 18/5; 7/2; 15/4; 10/3; 57/17; 16/5; 7/2; 19/5; 17/5; 2/7; 7/2
META; english/league-1/rochdale-v-bradford; 2018-04-17 02:21:41 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Rochdale; 4/5; 10/11; 43/50; 4/5; 4/5; 8/11; 4/5; 4/5; 5/6; 4/5; 5/6; 10/13; 5/6; 4/5; 4/5; 10/13; 4/6; 5/6
Draw; 5/2; 5/2; 66/25; 13/5; 5/2; 12/5; 28/11; 5/2; 5/2; 12/5; 5/2; 12/5; 5/2; 28/11; 5/2; 27/11; 9/5; 5/2
Bradford; 7/2; 29/10; 37/10; 18/5; 10/3; 7/2; 7/2; 18/5; 7/2; 15/4; 10/3; 57/17; 16/5; 7/2; 19/5; 17/5; 2/7; 7/2
META; english/league-1/rochdale-v-bradford; 2018-04-17 10:21:41 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Rochdale; 4/5; 10/11; 3/4; 43/50; 4/5; 4/5; 8/11; 4/5; 4/5; 5/6; 8/11; 5/6; 10/13; 5/6; 4/5; 4/5; 10/13; 8/13; 5/6
Draw; 5/2; 5/2; 5/2; 66/25; 13/5; 5/2; 12/5; 28/11; 5/2; 5/2; 23/10; 5/2; 12/5; 5/2; 28/11; 5/2; 27/11; 9/5; 5/2
Bradford; 7/2; 29/10; 16/5; 37/10; 18/5; 10/3; 7/2; 7/2; 18/5; 7/2; 16/5; 10/3; 57/17; 16/5; 7/2; 19/5; 17/5; 5/2; 7/2
META; english/league-1/rochdale-v-bradford; 2018-04-17 14:21:52 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Rochdale; 8/11; 17/20; 4/5; 3/4; 81/100; 4/5; 3/4; 8/11; 4/5; 4/5; 4/5; 20/23; 4/5; 8/11; 4/5; 14/19; 5/6; 4/5; 4/5; 14/19; 8/11; 5/6
Draw; 13/5; 5/2; 5/2; 5/2; 139/50; 13/5; 5/2; 12/5; 28/11; 12/5; 13/5; 12/5; 5/2; 23/10; 5/2; 5/2; 5/2; 28/11; 5/2; 5/2; 23/10; 5/2
Bradford; 15/4; 10/3; 18/5; 16/5; 19/5; 18/5; 7/2; 7/2; 7/2; 18/5; 18/5; 10/3; 37/10; 16/5; 7/2; 7/2; 16/5; 7/2; 15/4; 7/2; 3; 7/2
META; english/league-1/rochdale-v-bradford; 2018-04-17 18:21:55 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Rochdale; 8/11; 4/5; 4/5; 4/5; 21/25; 4/5; 4/5; 8/11; 4/5; 4/5; 4/5; 4/5; 5/6; 8/11; 4/5; 10/13; 5/6; 4/5; 4/5; 4/5; 8/11; 5/6
Draw; 13/5; 5/2; 12/5; 5/2; 13/5; 13/5; 12/5; 12/5; 28/11; 12/5; 13/5; 5/2; 49/20; 23/10; 5/2; 12/5; 5/2; 28/11; 13/5; 27/11; 23/10; 5/2
Bradford; 15/4; 18/5; 18/5; 18/5; 39/10; 18/5; 7/2; 7/2; 7/2; 18/5; 18/5; 7/2; 7/2; 16/5; 7/2; 39/11; 16/5; 7/2; 18/5; 39/11; 3; 7/2
META; english/league-1/rochdale-v-bradford; 2018-04-17 22:22:02 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Rochdale; 8/11; 4/5; 4/5; 4/5; 43/50; 4/5; 8/11; 4/5; 4/5; 4/5; 5/6; 8/11; 4/5; 10/13; 5/6; 4/5; 4/5; 4/5; 4/5; 5/6; ; 
Draw; 13/5; 5/2; 12/5; 5/2; 51/20; 13/5; 12/5; 12/5; 28/11; 12/5; 13/5; 5/2; 49/20; 9/4; 5/2; 12/5; 5/2; 28/11; 13/5; 27/11; 23/10; 5/2
Bradford; 15/4; 18/5; 18/5; 18/5; 77/20; 18/5; 7/2; 7/2; 18/5; 18/5; 7/2; 7/2; 100/30; 7/2; 39/11; 16/5; 7/2; 18/5; 39/11; 3; 7/2; 
META; english/league-1/rochdale-v-bradford; 2018-04-18 02:21:19 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Rochdale; 8/11; 3/4; 4/5; 4/5; 83/100; 3/4; 3/4; 8/11; 4/5; 4/5; 3/4; 4/5; 4/5; 4/6; 4/5; 14/19; 3/4; 4/5; 3/4; 10/13; 8/11; 4/5
Draw; 13/5; 5/2; 12/5; 5/2; 133/50; 13/5; 5/2; 5/2; 28/11; 5/2; 13/5; 5/2; 49/20; 9/4; 5/2; 5/2; 5/2; 28/11; 13/5; 28/11; 12/5; 13/5
Bradford; 15/4; 18/5; 18/5; 18/5; 77/20; 4; 15/4; 7/2; 7/2; 15/4; 19/5; 7/2; 15/4; 15/4; 15/4; 18/5; 18/5; 7/2; 19/5; 18/5; 7/2; 7/2
META; english/league-1/rochdale-v-bradford; 2018-04-18 10:21:25 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Rochdale; 8/11; 3/4; 4/5; 4/5; 83/100; 3/4; 3/4; 8/11; 4/5; 4/5; 3/4; 4/5; 4/5; 4/6; 4/5; 10/13; 3/4; 10/13; 4/5; 4/5; 10/13; 8/11; 4/5
Draw; 13/5; 13/5; 12/5; 5/2; 27/10; 13/5; 5/2; 5/2; 27/11; 12/5; 13/5; 5/2; 49/20; 9/4; 5/2; 5/2; 5/2; 27/11; 27/11; 13/5; 5/2; 12/5; 13/5
Bradford; 15/4; 19/5; 18/5; 18/5; 19/5; 4; 7/2; 7/2; 18/5; 15/4; 19/5; 7/2; 15/4; 15/4; 15/4; 18/5; 18/5; 31/10; 18/5; 18/5; 62/17; 14/5; 7/2
META; english/league-1/rochdale-v-bradford; 2018-04-18 14:21:45 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Rochdale; 8/11; 3/4; 4/5; 4/5; 83/100; 3/4; 3/4; 8/11; 4/5; 4/5; 3/4; 4/5; 4/5; 4/6; 4/5; 10/13; 3/4; 10/13; 4/5; 4/5; 10/13; 8/11; 4/6; 4/5
Draw; 13/5; 13/5; 12/5; 5/2; 27/10; 13/5; 5/2; 5/2; 27/11; 12/5; 13/5; 5/2; 49/20; 9/4; 5/2; 27/11; 5/2; 27/11; 27/11; 13/5; 27/11; 9/5; 21/10; 13/5
Bradford; 15/4; 19/5; 18/5; 18/5; 19/5; 4; 7/2; 7/2; 18/5; 15/4; 19/5; 7/2; 15/4; 15/4; 15/4; 7/2; 18/5; 31/10; 18/5; 18/5; 39/11; 3/10; 3; 7/2
META; english/league-1/rochdale-v-bradford; 2018-04-18 18:21:41 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Rochdale; 8/11; 3/4; 3/4; 4/5; 77/100; 3/4; 8/11; 8/11; 4/5; 3/4; 8/11; 3/4; 4/5; 4/5; 4/6; 8/11; 4/5; 3/4; 8/11; 4/5; 3/4; 4/5; 4/6; 8/11; 4/6; 8/11
Draw; 13/5; 13/5; 5/2; 5/2; 68/25; 13/5; 13/5; 5/2; 27/11; 5/2; 13/5; 5/2; 13/5; 49/20; 9/4; 13/5; 5/2; 5/2; 27/11; 27/11; 13/5; 5/2; 13/5; 12/5; 21/10; 27/10
Bradford; 15/4; 19/5; 4; 18/5; 21/5; 4; 15/4; 7/2; 18/5; 4; 15/4; 15/4; 15/4; 15/4; 15/4; 18/5; 18/5; 33/10; 18/5; 19/5; 18/5; 4; 14/5; 3; 21/5; 
META; english/league-1/rochdale-v-bradford; 2018-04-18 22:21:29 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Rochdale; 8/11; 3/4; 3/4; 3/4; 77/100; 3/4; 7/10; 8/11; 4/5; 3/4; 8/11; 3/4; 17/20; 4/5; 4/6; 8/11; 14/19; 3/4; 8/11; 4/5; 3/4; 14/19; 4/6; 8/11; 4/6; 8/11; 8/11
Draw; 13/5; 13/5; 5/2; 5/2; 68/25; 13/5; 13/5; 5/2; 27/11; 5/2; 13/5; 5/2; 12/5; 49/20; 9/4; 13/5; 28/11; 5/2; 27/11; 27/11; 13/5; 13/5; 13/5; 2; 21/10; 27/10; 27/10
Bradford; 15/4; 19/5; 4; 19/5; 21/5; 4; 15/4; 7/2; 18/5; 4; 15/4; 16/5; 15/4; 15/4; 4; 50/13; 18/5; 33/10; 18/5; 19/5; 39/10; 4; 10/3; 3; 21/5; 21/5; 
META; english/league-1/rochdale-v-bradford; 2018-04-19 02:20:57 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Rochdale; 8/11; 3/4; 3/4; 3/4; 77/100; 3/4; 7/10; 8/11; 13/18; 3/4; 8/11; 3/4; 17/20; 4/5; 4/6; 8/11; 14/19; 3/4; 8/11; 13/18; 3/4; 14/19; 4/6; 8/11; 8/11; 8/11
Draw; 13/5; 13/5; 5/2; 5/2; 139/50; 13/5; 13/5; 5/2; 28/11; 5/2; 13/5; 5/2; 12/5; 5/2; 9/4; 13/5; 28/11; 5/2; 27/11; 28/11; 13/5; 13/5; 13/5; 5/2; 27/10; 27/10
Bradford; 15/4; 19/5; 4; 19/5; 41/10; 4; 15/4; 7/2; 41/10; 4; 15/4; 16/5; 37/10; 15/4; 15/4; 39/10; 18/5; 33/10; 41/10; 19/5; 75/19; 4; 7/2; 21/5; 21/5; 
META; english/league-1/rochdale-v-bradford; 2018-04-19 10:20:52 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Rochdale; 8/11; 3/4; 3/4; 3/4; 19/25; 3/4; 7/10; 8/11; 13/18; 3/4; 3/4; 3/4; 4/5; 4/5; 4/6; 8/11; 5/7; 3/4; 8/11; 13/18; 4/5; 14/19; 4/6; 8/11; 4/6; 8/11; 8/11
Draw; 13/5; 13/5; 5/2; 5/2; 139/50; 13/5; 13/5; 5/2; 28/11; 5/2; 13/5; 5/2; 12/5; 5/2; 9/4; 13/5; 28/11; 5/2; 27/11; 28/11; 13/5; 13/5; 13/5; 5/2; 21/10; 27/10; 27/10
Bradford; 15/4; 19/5; 4; 19/5; 21/5; 4; 15/4; 7/2; 41/10; 4; 19/5; 4; 10/3; 37/10; 15/4; 15/4; 75/19; 18/5; 33/10; 41/10; 15/4; 75/19; 4; 7/2; 14/5; 21/5; 21/5
META; english/league-1/rochdale-v-bradford; 2018-04-19 14:21:04 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Rochdale; 8/11; 3/4; 3/4; 3/4; 79/100; 3/4; 8/11; 8/11; 13/18; 4/5; 3/4; 3/4; 4/5; 4/5; 4/6; 4/5; 14/19; 3/4; 8/11; 13/18; 3/4; 10/13; 8/11; 8/11; 8/11; 8/11; 8/11
Draw; 13/5; 13/5; 12/5; 5/2; 66/25; 13/5; 5/2; 5/2; 28/11; 5/2; 13/5; 13/5; 12/5; 5/2; 9/4; 5/2; 5/2; 5/2; 27/11; 28/11; 13/5; 5/2; 5/2; 9/4; 21/10; 5/2; 13/5
Bradford; 15/4; 19/5; 19/5; 19/5; 21/5; 4; 15/4; 7/2; 41/10; 19/5; 19/5; 7/2; 10/3; 18/5; 15/4; 15/4; 50/13; 18/5; 33/10; 41/10; 19/5; 39/10; 4; 7/2; 7/2; 21/5; 21/5
META; english/league-1/rochdale-v-bradford; 2018-04-19 18:21:01 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Rochdale; 13/20; 8/11; 7/10; 3/4; 18/25; 7/10; 4/6; 8/13; 13/18; 7/10; 4/6; 7/10; 4/5; 8/11; 4/6; 7/10; 9/13; 13/18; 4/6; 13/18; 8/11; 9/13; 4/6; 4/6; 4/7; 4/6; 8/11
Draw; 11/4; 13/5; 5/2; 5/2; 68/25; 11/4; 13/5; 13/5; 28/11; 13/5; 11/4; 13/5; 12/5; 13/5; 9/4; 13/5; 28/11; 5/2; 5/2; 28/11; 11/4; 13/5; 5/2; 9/5; 11/5; 13/5; 13/5
Bradford; 17/4; 4; 21/5; 19/5; 47/10; 9/2; 17/4; 4; 41/10; 17/4; 9/2; 4; 10/3; 4; 15/4; 4; 74/17; 4; 18/5; 41/10; 4; 22/5; 9/2; 7/2; 7/2; 24/5; 24/5
META; english/league-1/rochdale-v-bradford; 2018-04-19 22:21:02 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Rochdale; 13/20; 8/11; 7/10; 8/11; 73/100; 7/10; 4/6; 8/13; 13/18; 8/11; 7/10; 7/10; 8/11; 8/11; 4/6; 7/10; 5/7; 13/18; 4/6; 13/18; 8/11; 5/7; 4/6; 4/6; 4/6; 4/6; 8/11
Draw; 11/4; 13/5; 5/2; 5/2; 67/25; 11/4; 5/2; 13/5; 28/11; 5/2; 13/5; 13/5; 5/2; 13/5; 9/4; 13/5; 28/11; 5/2; 5/2; 28/11; 11/4; 13/5; 5/2; 5/2; 5/2; 13/5; 13/5
Bradford; 17/4; 4; 21/5; 4; 47/10; 9/2; 17/4; 4; 41/10; 21/5; 9/2; 4; 7/2; 4; 15/4; 4; 4; 18/5; 41/10; 4; 9/2; 21/5; 21/5; 23/5; 23/5; ; 
META; english/league-1/rochdale-v-bradford; 2018-04-20 02:20:30 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Rochdale; 7/10; 8/11; 7/10; 8/11; 8/11; 7/10; 4/6; 8/13; 13/18; 8/11; 7/10; 7/10; 8/11; 8/11; 4/6; 7/10; 9/13; 13/18; 4/6; 13/18; 8/11; 9/13; 4/6; 4/6; 4/7; 8/11; 
Draw; 29/10; 13/5; 13/5; 5/2; 67/25; 11/4; 5/2; 13/5; 28/11; 13/5; 13/5; 13/5; 5/2; 13/5; 9/4; 13/5; 28/11; 5/2; 5/2; 28/11; 11/4; 13/5; 5/2; 5/2; 11/5; 13/5; 13/5
Bradford; 9/2; 4; 4; 47/10; 9/2; 17/4; 4; 41/10; 4; 9/2; 4; 7/2; 4; 15/4; 4; 43/10; 4; 18/5; 41/10; 4; 74/17; 9/2; 21/5; 10/3; 23/5; ; 
META; english/league-1/rochdale-v-bradford; 2018-04-20 10:20:34 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Rochdale; 7/10; 8/11; 7/10; 8/11; 8/11; 7/10; 4/6; 4/6; 13/18; 8/11; 7/10; 7/10; 8/11; 8/11; 13/20; 7/10; 9/13; 13/18; 4/6; 13/18; 7/10; 9/13; 4/6; 4/6; 4/7; 4/6; 8/11
Draw; 29/10; 13/5; 5/2; 5/2; 67/25; 11/4; 5/2; 13/5; 28/11; 5/2; 13/5; 13/5; 5/2; 13/5; 12/5; 13/5; 28/11; 5/2; 5/2; 28/11; 14/5; 13/5; 5/2; 5/2; 11/5; 13/5; 13/5
Bradford; 9/2; 4; 21/5; 4; 47/10; 9/2; 17/4; 4; 41/10; 21/5; 9/2; 4; 7/2; 4; 7/2; 4; 43/10; 4; 18/5; 41/10; 4; 74/17; 9/2; 4; 10/3; 23/5; 23/5
META; english/league-1/rochdale-v-bradford; 2018-04-20 14:20:48 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Rochdale; 7/10; 8/11; 7/10; 8/11; 73/100; 7/10; 4/6; 4/6; 13/18; 8/11; 7/10; 7/10; 8/11; 8/11; 13/20; 7/10; 9/13; 13/18; 4/6; 13/18; 8/11; 9/13; 4/6; 4/6; 8/11; 4/6; 8/11
Draw; 29/10; 13/5; 5/2; 5/2; 68/25; 11/4; 5/2; 13/5; 28/11; 5/2; 13/5; 13/5; 13/5; 13/5; 12/5; 13/5; 28/11; 5/2; 5/2; 28/11; 29/10; 13/5; 5/2; 5/2; 5/2; 13/5; 13/5
Bradford; 9/2; 4; 21/5; 4; 23/5; 9/2; 17/4; 4; 41/10; 21/5; 9/2; 4; 4; 7/2; 4; 43/10; 4; 18/5; 41/10; 4; 74/17; 9/2; 4; 21/5; 23/5; 23/5; 
META; english/league-1/rochdale-v-bradford; 2018-04-20 18:20:57 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Rochdale; 7/10; 8/11; 7/10; 8/11; 37/50; 7/10; 7/10; 4/6; 13/18; 7/10; 7/10; 7/10; 8/11; 8/11; 13/20; 7/10; 9/13; 13/18; 8/11; 13/18; 8/11; 9/13; 4/6; 8/11; 8/11; 4/6; 8/11
Draw; 29/10; 13/5; 5/2; 5/2; 68/25; 11/4; 13/5; 13/5; 28/11; 5/2; 13/5; 13/5; 13/5; 13/5; 12/5; 13/5; 28/11; 5/2; 5/2; 28/11; 29/10; 13/5; 5/2; 5/2; 13/5; 13/5; 13/5
Bradford; 9/2; 4; 21/5; 4; 9/2; 9/2; 17/4; 4; 41/10; 21/5; 9/2; 4; 4; 7/2; 4; 43/10; 4; 19/5; 41/10; 4; 74/17; 9/2; 4; 23/5; 21/5; ; 
META; english/league-1/rochdale-v-bradford; 2018-04-20 22:21:09 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Rochdale; 7/10; 8/11; 8/11; 8/11; 77/00; 7/10; 7/10; 4/6; 13/18; 8/11; 7/10; 3/4; 8/11; 8/11; 13/20; 8/11; 5/7; 13/18; 8/11; 13/18; 8/11; 5/7; 8/11; 8/11; 8/11; 8/11; 8/11
Draw; 29/10; 13/5; 5/2; 5/2; 131/0; 11/4; 13/5; 13/5; 28/11; 5/2; 13/5; 12/5; 13/5; 13/5; 12/5; 5/2; 28/11; 5/2; 5/2; 28/11; 29/10; 28/11; 5/2; 5/2; 13/5; 13/5; 13/5
Bradford; 9/2; 4; 21/5; 4; 22/5; 9/2; 17/4; 4; 41/10; 21/5; 9/2; 4; 4; 7/2; 4; 54/13; 4; 19/5; 41/10; 4; 54/13; 17/4; 4; 22/5; 21/5; ; 
META; english/league-1/rochdale-v-bradford; 2018-04-21 02:20:43 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Rochdale; 7/10; 8/11; 8/11; 8/11; 77/00; 3/4; 7/10; 4/6; 13/18; 8/11; 8/11; 3/4; 8/11; 8/11; 13/20; 8/11; 5/7; 13/18; 8/11; 13/18; 8/11; 5/7; 8/11; 8/11; 8/11; 8/11; 8/11
Draw; 29/10; 13/5; 5/2; 5/2; 131/0; 27/10; 13/5; 13/5; 28/11; 5/2; 13/5; 12/5; 13/5; 13/5; 12/5; 13/5; 28/11; 5/2; 5/2; 28/11; 29/10; 28/11; 5/2; 13/5; 12/5; 13/5; 27/10
Bradford; 9/2; 4; 21/5; 4; 22/5; 4; 17/4; 4; 41/10; 21/5; 4; 4; 7/2; 4; 54/13; 4; 19/5; 41/10; 4; 54/13; 17/4; 7/2; 7/2; 22/5; 4; ; 
META; english/league-1/rochdale-v-bradford; 2018-04-21 10:20:51 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Rochdale; 3/4; 4/5; 3/4; 8/11; 77/00; 3/4; 3/4; 4/6; 13/18; 4/5; 3/4; 3/4; 4/5; 4/5; 4/6; 8/11; 14/19; 13/18; 3/4; 13/18; 4/5; 10/13; 8/11; 8/11; 8/11; 8/11; 8/11
Draw; 14/5; 5/2; 12/5; 5/2; 131/0; 27/10; 5/2; 13/5; 28/11; 5/2; 13/5; 13/5; 5/2; 5/2; 9/4; 13/5; 5/2; 5/2; 5/2; 28/11; 14/5; 5/2; 5/2; 12/5; 5/2; 13/5; 5/2
Bradford; 17/4; 7/2; 15/4; 4; 22/5; 4; 4; 41/10; 19/5; 19/5; 7/2; 7/2; 18/5; 7/2; 15/4; 39/10; 4; 62/17; 41/10; 7/2; 75/19; 4; 7/2; 4; 4; ; 
META; english/league-1/rochdale-v-bradford; 2018-04-21 14:21:16 GMT+3; 2018-04-21 15:00; Nothing; Xlenovo
Rochdale; 10/11; 4/5; 10/11; 19/20; 47/50; 9/10; 20/23; 5/6; 6/7; 10/11; 9/10; 10/11; 10/11; 10/11; 4/5; 13/15; 4/5; 11/12; 6/7; 37/40; 10/11; 10/11; 9/10; 10/11; 9/10; 10/11; 
Draw; 5/2; 5/2; 12/5; 12/5; 64/25; 13/5; 5/2; 5/2; 5/2; 12/5; 12/5; 12/5; 12/5; 12/5; 23/10; 12/5; 12/5; 27/11; 5/2; 5/2; 27/11; 5/2; 12/5; 5/2; 13/5; 5/2; 
