META; english/league-1/shrewsbury-v-mk-dons; 2018-04-29 18:20:27 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Shrewsbury; 8/11; 8/11; 79/00; 8/11; 4/6; 4/6; 8/11; 9/13; 7/10; 5/7; 2/5; 8/11
Draw; 14/5; 11/4; 147/0; 11/4; 13/5; 5/2; 11/4; 27/10; 14/5; 27/10; 2; 14/5
MK Dons; 7/2; 7/2; 37/10; 7/2; 7/2; 18/5; 15/4; 17/5; 4; 38/11; 11/5; 7/2
META; english/league-1/shrewsbury-v-mk-dons; 2018-04-29 22:20:15 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Shrewsbury; 8/11; 8/11; 79/00; 7/10; 8/13; 4/6; 8/11; 9/13; 7/10; 5/7; 1/2; 8/11
Draw; 14/5; 11/4; 147/0; 11/4; 13/5; 13/5; 11/4; 27/10; 11/4; 12/5; 14/5; 
MK Dons; 7/2; 7/2; 37/10; 7/2; 7/2; 18/5; 15/4; 17/5; 4; 17/5; 5/2; 7/2
META; english/league-1/shrewsbury-v-mk-dons; 2018-04-30 02:19:58 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Shrewsbury; 8/11; 8/11; 79/00; 8/11; 4/6; 7/10; 3/4; 9/13; 8/11; 5/7; 4/9; 8/11; 
Draw; 14/5; 11/4; 147/0; 11/4; 5/2; 12/5; 13/5; 11/4; 27/10; 27/10; 19/10; 14/5; 
MK Dons; 7/2; 7/2; 37/10; 7/2; 7/2; 18/5; 15/4; 15/4; 17/5; 19/5; 38/11; 11/5; 7/2
META; english/league-1/shrewsbury-v-mk-dons; 2018-04-30 10:20:04 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Shrewsbury; 8/11; 8/11; 79/00; 3/4; 7/10; 4/6; 13/18; 4/6; 3/4; 3/4; 9/13; 13/18; 13/18; 7/10; 9/13; 4/6; 8/11; 
Draw; 14/5; 11/4; 147/0; 27/10; 11/4; 5/2; 45/17; 5/2; 13/5; 11/4; 11/4; 45/17; 11/4; 45/17; 45/17; 12/5; 14/5; 
MK Dons; 7/2; 7/2; 37/10; 4; 7/2; 7/2; 19/5; 18/5; 15/4; 7/2; 15/4; 7/2; 7/2; 19/5; 4; 39/11; 7/2; 7/2
META; english/league-1/shrewsbury-v-mk-dons; 2018-04-30 14:20:42 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Shrewsbury; 8/11; 8/11; 79/00; 3/4; 7/10; 4/6; 13/18; 4/6; 3/4; 3/4; 9/13; 13/18; 13/18; 7/10; 5/7; 4/6; 8/11; 
Draw; 14/5; 11/4; 147/0; 27/10; 11/4; 5/2; 45/17; 5/2; 13/5; 11/4; 11/4; 45/17; 11/4; 45/17; 45/17; 12/5; 14/5; 
MK Dons; 7/2; 7/2; 37/10; 4; 7/2; 7/2; 19/5; 18/5; 15/4; 7/2; 15/4; 7/2; 7/2; 19/5; 4; 39/11; 7/2; 7/2
META; english/league-1/shrewsbury-v-mk-dons; 2018-04-30 18:20:42 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Shrewsbury; 8/11; 8/11; 79/00; 3/4; 7/10; 4/6; 13/18; 4/6; 3/4; 3/4; 9/13; 13/18; 13/18; 7/10; 5/7; 4/6; 8/11; 
Draw; 14/5; 11/4; 147/0; 27/10; 11/4; 5/2; 45/17; 5/2; 13/5; 11/4; 11/4; 45/17; 11/4; 45/17; 45/17; 12/5; 14/5; 
MK Dons; 7/2; 7/2; 37/10; 4; 7/2; 7/2; 19/5; 18/5; 15/4; 7/2; 15/4; 7/2; 7/2; 19/5; 4; 39/11; 7/2; 7/2
META; english/league-1/shrewsbury-v-mk-dons; 2018-04-30 22:20:41 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Shrewsbury; 8/11; 8/11; 79/00; 3/4; 7/10; 4/6; 13/18; 4/6; 3/4; 3/4; 9/13; 13/18; 13/18; 7/10; 5/7; 4/6; 8/11; 
Draw; 14/5; 11/4; 147/0; 27/10; 11/4; 5/2; 45/17; 5/2; 13/5; 11/4; 11/4; 45/17; 11/4; 45/17; 45/17; 12/5; 14/5; 
MK Dons; 7/2; 7/2; 37/10; 4; 7/2; 7/2; 19/5; 18/5; 15/4; 7/2; 15/4; 7/2; 7/2; 19/5; 4; 39/11; 7/2; 7/2
META; english/league-1/shrewsbury-v-mk-dons; 2018-05-01 02:20:30 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Shrewsbury; 8/11; 8/11; 79/00; 3/4; 7/10; 4/6; 13/18; 4/6; 3/4; 3/4; 9/13; 13/18; 13/18; 8/11; 5/7; 4/6; 8/11; 
Draw; 14/5; 11/4; 147/0; 27/10; 11/4; 5/2; 45/17; 5/2; 13/5; 11/4; 11/4; 45/17; 11/4; 45/17; 45/17; 12/5; 14/5; 
MK Dons; 7/2; 7/2; 37/10; 4; 7/2; 7/2; 19/5; 18/5; 15/4; 7/2; 15/4; 7/2; 7/2; 19/5; 19/5; 39/11; 7/2; 7/2
META; english/league-1/shrewsbury-v-mk-dons; 2018-05-01 10:20:33 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Shrewsbury; 8/11; 8/11; 79/00; 3/4; 8/11; 4/6; 13/18; 4/6; 3/4; 7/10; 9/13; 13/18; 13/18; 8/11; 5/7; 4/6; 8/11; 
Draw; 14/5; 11/4; 147/0; 27/10; 11/4; 5/2; 45/17; 5/2; 13/5; 12/5; 11/4; 45/17; 11/4; 45/17; 45/17; 12/5; 14/5; 
MK Dons; 7/2; 7/2; 37/10; 4; 7/2; 7/2; 19/5; 18/5; 15/4; 16/5; 15/4; 7/2; 7/2; 19/5; 19/5; 39/11; 7/2; 7/2
META; english/league-1/shrewsbury-v-mk-dons; 2018-05-01 14:20:41 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Shrewsbury; 3/4; 8/11; 4/5; 4/5; 81/00; 3/4; 3/4; 8/11; 13/18; 4/5; 3/4; 5/6; 4/5; 7/10; 4/5; 14/19; 7/9; 13/18; 4/5; 14/19; 8/11; 8/11
Draw; 14/5; 11/4; 12/5; 5/2; 139/0; 27/10; 13/5; 5/2; 45/17; 12/5; 12/5; 12/5; 5/2; 12/5; 13/5; 28/11; 13/5; 45/17; 11/4; 13/5; 12/5; 13/5
MK Dons; 10/3; 7/2; 18/5; 3; 19/5; 15/4; 10/3; 7/2; 19/5; 18/5; 10/3; 7/2; 7/2; 16/5; 7/2; 57/17; 13/4; 19/5; 17/5; 17/5; 3; 
META; english/league-1/shrewsbury-v-mk-dons; 2018-05-01 18:20:40 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Shrewsbury; 3/4; 8/11; 4/5; 4/5; 41/50; 3/4; 3/4; 8/11; 13/18; 4/5; 3/4; 5/6; 4/5; 3/4; 4/5; 14/19; 7/9; 16/19; 13/18; 4/5; 14/19; 8/11; 4/6; 4/5
Draw; 14/5; 11/4; 12/5; 5/2; 14/5; 27/10; 13/5; 5/2; 45/17; 12/5; 12/5; 12/5; 5/2; 23/10; 13/5; 28/11; 13/5; 28/11; 45/17; 11/4; 13/5; 12/5; 21/10; 27/10
MK Dons; 10/3; 7/2; 7/2; 3; 37/10; 15/4; 10/3; 7/2; 19/5; 7/2; 16/5; 7/2; 7/2; 3; 10/3; 57/17; 13/4; 56/19; 19/5; 17/5; 17/5; 3; 14/5; 7/2
META; english/league-1/shrewsbury-v-mk-dons; 2018-05-01 22:20:40 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Shrewsbury; 3/4; 4/5; 4/5; 4/5; 41/50; 3/4; 3/4; 8/11; 13/18; 5/6; 3/4; 5/6; 4/5; 3/4; 4/5; 10/13; 7/9; 16/19; 13/18; 4/5; 10/13; 8/11; 4/6; 4/5
Draw; 14/5; 13/5; 12/5; 5/2; 14/5; 27/10; 13/5; 5/2; 45/17; 5/2; 12/5; 12/5; 5/2; 23/10; 13/5; 28/11; 13/5; 28/11; 45/17; 11/4; 13/5; 12/5; 21/10; 27/10
MK Dons; 10/3; 10/3; 7/2; 3; 37/10; 15/4; 10/3; 7/2; 19/5; 18/5; 10/3; 7/2; 7/2; 3; 10/3; 17/5; 13/4; 56/19; 19/5; 17/5; 17/5; 3; 14/5; 7/2
META; english/league-1/shrewsbury-v-mk-dons; 2018-05-02 02:20:20 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Shrewsbury; 3/4; 4/5; 4/5; 4/5; 83/00; 3/4; 4/5; 8/11; 13/18; 5/6; 3/4; 5/6; 4/5; 3/4; 4/5; 10/13; 7/9; 16/19; 13/18; 4/5; 10/13; 8/11; 4/6; 4/5
Draw; 14/5; 13/5; 12/5; 5/2; 139/0; 27/10; 13/5; 5/2; 45/17; 5/2; 12/5; 12/5; 5/2; 23/10; 13/5; 28/11; 13/5; 28/11; 45/17; 11/4; 13/5; 12/5; 21/10; 13/5
MK Dons; 10/3; 10/3; 7/2; 3; 73/20; 15/4; 10/3; 7/2; 19/5; 18/5; 16/5; 7/2; 18/5; 3; 10/3; 17/5; 13/4; 56/19; 19/5; 17/5; 38/11; 3; 14/5; 7/2
META; english/league-1/shrewsbury-v-mk-dons; 2018-05-02 10:20:20 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Shrewsbury; 3/4; 4/5; 4/5; 4/5; 83/00; 3/4; 4/5; 8/11; 13/18; 5/6; 3/4; 5/6; 4/5; 3/4; 4/5; 10/13; 7/9; 16/19; 13/18; 4/5; 10/13; 8/11; 4/6; 4/5
Draw; 14/5; 13/5; 12/5; 5/2; 139/0; 27/10; 13/5; 5/2; 45/17; 5/2; 12/5; 12/5; 5/2; 23/10; 13/5; 28/11; 13/5; 28/11; 45/17; 11/4; 13/5; 12/5; 21/10; 13/5
MK Dons; 10/3; 7/2; 7/2; 3; 73/20; 15/4; 10/3; 7/2; 19/5; 18/5; 16/5; 7/2; 18/5; 3; 10/3; 17/5; 13/4; 56/19; 19/5; 17/5; 38/11; 3; 14/5; 7/2
META; english/league-1/shrewsbury-v-mk-dons; 2018-05-02 14:20:45 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Shrewsbury; 3/4; 4/5; 4/5; 4/5; 83/00; 3/4; 4/5; 8/11; 13/18; 5/6; 3/4; 5/6; 4/5; 3/4; 4/5; 10/13; 7/9; 16/19; 13/18; 4/5; 10/13; 8/11; 8/11; 4/5
Draw; 14/5; 13/5; 12/5; 5/2; 139/0; 27/10; 13/5; 5/2; 45/17; 5/2; 12/5; 12/5; 5/2; 23/10; 13/5; 28/11; 13/5; 28/11; 45/17; 11/4; 13/5; 12/5; 12/5; 13/5
MK Dons; 10/3; 7/2; 7/2; 3; 73/20; 15/4; 10/3; 7/2; 19/5; 18/5; 16/5; 7/2; 18/5; 3; 10/3; 17/5; 13/4; 56/19; 19/5; 17/5; 38/11; 3; 10/3; 7/2
META; english/league-1/shrewsbury-v-mk-dons; 2018-05-02 18:21:10 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Shrewsbury; 3/4; 4/5; 4/5; 4/5; 41/50; 3/4; 3/4; 8/11; 13/18; 4/5; 3/4; 5/6; 4/5; 4/5; 3/4; 4/5; 14/19; 7/9; 16/19; 13/18; 4/5; 14/19; 8/11; 8/11; 4/5
