META; english/league-1/walsall-v-afc-wimbledon; 2018-04-08 14:23:08 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Walsall; 7/5; 7/5; 29/20; 11/8; 6/4; 7/5; 7/5; 13/10; 4/3; 29/20; 7/5; 6/4; 6/4; 29/20; 13/10; 7/5; 7/5; 13/10; 23/17; 4/3; 7/5; 7/5; 13/10; 7/5
AFC Wimbledon; 9/5; 2; 19/10; 9/5; 103/50; 2; 19/10; 2; 37/19; 19/10; 19/10; 19/10; 15/8; 39/20; 7/4; 19/10; 24/13; 2; 29/16; 37/19; 19/10; 24/13; 9/5; 2
Draw; 12/5; 9/4; 21/10; 11/5; 47/20; 23/10; 11/5; 11/5; 40/17; 21/10; 12/5; 21/10; 23/10; 43/20; 21/10; 23/10; 28/13; 23/10; 40/17; 40/17; 12/5; 11/5; 21/10; 23/10
META; english/league-1/walsall-v-afc-wimbledon; 2018-04-10 18:23:03 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Walsall; 7/5; 6/4; 8/5; 11/8; 33/20; 6/4; 6/4; 7/5; 17/11; 8/5; 6/4; 31/20; 6/4; 31/20; 7/5; 6/4; 6/4; 16/11; 17/12; 17/11; 6/4; 17/11; 7/5; 13/8
AFC Wimbledon; 9/5; 15/8; 7/4; 9/5; 93/50; 19/10; 7/4; 9/5; 9/5; 9/5; 15/8; 9/5; 15/8; 37/20; 17/10; 15/8; 7/4; 9/5; 12/7; 9/5; 9/5; 7/4; 9/5; 
Draw; 12/5; 9/4; 21/10; 11/5; 117/50; 9/4; 11/5; 21/10; 11/5; 21/10; 23/10; 11/5; 23/10; 43/20; 2; 9/4; 11/5; 23/10; 40/17; 11/5; 12/5; 11/5; 9/4; 
META; english/league-1/walsall-v-afc-wimbledon; 2018-04-10 22:22:57 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Walsall; 7/5; 6/4; 8/5; 11/8; 33/20; 6/4; 6/4; 7/5; 17/11; 8/5; 6/4; 31/20; 6/4; 31/20; 7/5; 6/4; 16/11; 17/12; 17/11; 6/4; 17/11; 7/5; 13/8
AFC Wimbledon; 9/5; 15/8; 7/4; 9/5; 93/50; 19/10; 7/4; 9/5; 9/5; 9/5; 15/8; 9/5; 15/8; 37/20; 17/10; 15/8; 9/5; 12/7; 9/5; 9/5; 7/4; 9/5; 
Draw; 12/5; 9/4; 21/10; 11/5; 117/50; 9/4; 11/5; 21/10; 11/5; 21/10; 23/10; 11/5; 23/10; 43/20; 2; 9/4; 23/10; 40/17; 11/5; 12/5; 11/5; 9/4; 
META; english/league-1/walsall-v-afc-wimbledon; 2018-04-11 02:21:46 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Walsall; 7/5; 6/4; 8/5; 11/8; 33/20; 6/4; 6/4; 7/5; 17/11; 8/5; 6/4; 31/20; 31/20; 7/5; 6/4; 6/4; 16/11; 17/12; 17/11; 31/20; 17/11; 7/5; 13/8
AFC Wimbledon; 9/5; 15/8; 7/4; 9/5; 93/50; 19/10; 7/4; 9/5; 9/5; 9/5; 9/5; 9/5; 37/20; 17/10; 9/5; 7/4; 9/5; 12/7; 9/5; 7/4; 7/4; 9/5; 
Draw; 12/5; 9/4; 21/10; 11/5; 47/20; 9/4; 11/5; 21/10; 11/5; 21/10; 23/10; 11/5; 43/20; 2; 23/10; 11/5; 23/10; 40/17; 11/5; 12/5; 11/5; 9/4; 
META; english/league-1/walsall-v-afc-wimbledon; 2018-04-11 10:21:55 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Walsall; 7/5; 6/4; 8/5; 11/8; 33/20; 6/4; 6/4; 7/5; 17/11; 8/5; 6/4; 31/20; 31/20; 7/5; 6/4; 6/4; 16/11; 17/12; 17/11; 31/20; 17/11; 7/5; 13/8
AFC Wimbledon; 9/5; 15/8; 7/4; 9/5; 93/50; 19/10; 9/5; 9/5; 9/5; 9/5; 15/8; 9/5; 37/20; 17/10; 9/5; 7/4; 9/5; 12/7; 9/5; 7/4; 7/4; 9/5; 
Draw; 12/5; 9/4; 21/10; 11/5; 47/20; 9/4; 11/5; 21/10; 11/5; 21/10; 23/10; 11/5; 43/20; 2; 23/10; 11/5; 23/10; 40/17; 11/5; 12/5; 11/5; 2; 9/4
META; english/league-1/walsall-v-afc-wimbledon; 2018-04-11 14:22:08 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Walsall; 7/5; 6/4; 8/5; 11/8; 33/20; 6/4; 6/4; 7/5; 17/11; 8/5; 6/4; 31/20; 13/10; 31/20; 7/5; 6/4; 6/4; 16/11; 17/12; 17/11; 31/20; 17/11; 7/5
AFC Wimbledon; 9/5; 15/8; 7/4; 9/5; 93/50; 19/10; 9/5; 9/5; 9/5; 9/5; 9/5; 9/5; 15/8; 37/20; 17/10; 9/5; 7/4; 9/5; 12/7; 9/5; 7/4; 7/4; 
Draw; 12/5; 9/4; 21/10; 11/5; 47/20; 9/4; 11/5; 21/10; 11/5; 21/10; 23/10; 11/5; 12/5; 43/20; 2; 23/10; 11/5; 23/10; 40/17; 11/5; 12/5; 11/5; 2
META; english/league-1/walsall-v-afc-wimbledon; 2018-04-11 18:22:06 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Walsall; 7/5; 6/4; 8/5; 11/8; 33/20; 6/4; 6/4; 7/5; 17/11; 8/5; 6/4; 31/20; 13/10; 31/20; 7/5; 6/4; 17/11; 16/11; 17/12; 17/11; 31/20; 17/11; 7/5; 7/5; 13/8; 13/8
AFC Wimbledon; 9/5; 15/8; 7/4; 9/5; 93/50; 19/10; 9/5; 9/5; 9/5; 9/5; 9/5; 9/5; 15/8; 37/20; 17/10; 9/5; 7/4; 9/5; 12/7; 9/5; 7/4; 9/5; 6/4; 9/5; 9/5; 
Draw; 12/5; 9/4; 21/10; 11/5; 47/20; 9/4; 11/5; 21/10; 11/5; 21/10; 23/10; 11/5; 12/5; 43/20; 2; 23/10; 9/4; 23/10; 40/17; 11/5; 12/5; 9/4; 2; 9/4; 9/4; 
META; english/league-1/walsall-v-afc-wimbledon; 2018-04-11 22:21:54 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Walsall; 7/5; 6/4; 8/5; 11/8; 33/20; 6/4; 6/4; 7/5; 17/11; 8/5; 6/4; 31/20; 13/10; 31/20; 7/5; 6/4; 17/11; 16/11; 17/12; 17/11; 31/20; 17/11; 6/4; 7/5; 13/8; 13/8
AFC Wimbledon; 9/5; 15/8; 7/4; 9/5; 93/50; 19/10; 9/5; 9/5; 9/5; 9/5; 15/8; 9/5; 15/8; 37/20; 17/10; 15/8; 7/4; 9/5; 12/7; 9/5; 7/4; 9/5; 19/10; 6/4; 9/5; 9/5
Draw; 12/5; 9/4; 21/10; 11/5; 47/20; 9/4; 11/5; 21/10; 11/5; 21/10; 23/10; 11/5; 12/5; 43/20; 2; 9/4; 9/4; 23/10; 40/17; 11/5; 12/5; 9/4; 2; 9/4; 9/4; 
META; english/league-1/walsall-v-afc-wimbledon; 2018-04-12 02:21:41 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Walsall; 7/5; 6/4; 8/5; 11/8; 33/20; 6/4; 6/4; 7/5; 17/11; 8/5; 6/4; 31/20; 13/10; 31/20; 7/5; 6/4; 17/11; 16/11; 17/12; 17/11; 31/20; 17/11; 7/5; 13/8; 13/8
AFC Wimbledon; 9/5; 15/8; 7/4; 9/5; 93/50; 19/10; 9/5; 9/5; 9/5; 9/5; 9/5; 9/5; 15/8; 37/20; 17/10; 9/5; 7/4; 9/5; 12/7; 9/5; 7/4; 9/5; 19/10; 9/5; 9/5
Draw; 12/5; 9/4; 21/10; 11/5; 47/20; 9/4; 11/5; 21/10; 11/5; 21/10; 23/10; 11/5; 12/5; 43/20; 2; 23/10; 11/5; 23/10; 40/17; 11/5; 12/5; 9/4; 2; 9/4; 9/4
META; english/league-1/walsall-v-afc-wimbledon; 2018-04-12 10:21:38 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Walsall; 7/5; 6/4; 8/5; 11/8; 33/20; 6/4; 6/4; 7/5; 17/11; 8/5; 6/4; 31/20; 13/10; 31/20; 7/5; 6/4; 17/11; 16/11; 17/12; 17/11; 31/20; 17/11; 7/5; 7/5; 13/8; 13/8
AFC Wimbledon; 9/5; 15/8; 7/4; 9/5; 93/50; 19/10; 9/5; 9/5; 9/5; 9/5; 9/5; 9/5; 15/8; 37/20; 17/10; 9/5; 7/4; 9/5; 12/7; 9/5; 7/4; 9/5; 19/10; 6/4; 9/5; 9/5
Draw; 12/5; 9/4; 21/10; 11/5; 47/20; 9/4; 11/5; 21/10; 11/5; 21/10; 23/10; 11/5; 12/5; 43/20; 2; 23/10; 11/5; 23/10; 40/17; 11/5; 9/4; 2; 9/4; 9/4; ; 
META; english/league-1/walsall-v-afc-wimbledon; 2018-04-12 14:21:57 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Walsall; 7/5; 6/4; 8/5; 11/8; 33/20; 6/4; 6/4; 7/5; 17/11; 13/8; 6/4; 31/20; 13/10; 31/20; 7/5; 6/4; 17/11; 16/11; 17/12; 17/11; 31/20; 17/11; 7/5; 7/5; 13/8; 8/5
AFC Wimbledon; 9/5; 9/5; 7/4; 9/5; 93/50; 19/10; 7/4; 9/5; 9/5; 9/5; 9/5; 9/5; 15/8; 37/20; 17/10; 9/5; 7/4; 9/5; 12/7; 9/5; 7/4; 9/5; 7/4; 7/4; 9/5; 9/5
Draw; 12/5; 9/4; 21/10; 11/5; 47/20; 9/4; 11/5; 21/10; 11/5; 21/10; 23/10; 11/5; 12/5; 43/20; 2; 23/10; 9/4; 23/10; 40/17; 11/5; 9/4; 2; 21/10; 9/4; 9/4; 
META; english/league-1/walsall-v-afc-wimbledon; 2018-04-12 18:21:56 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Walsall; 17/10; 6/4; 13/8; 11/8; 17/10; 13/8; 8/5; 8/5; 17/11; 13/8; 13/8; 8/5; 13/10; 8/5; 7/5; 6/4; 8/5; 16/11; 13/8; 17/11; 8/5; 28/17; 13/8; 6/4; 6/4; 13/8; 13/8
AFC Wimbledon; 8/5; 19/10; 9/5; 9/5; 15/8; 15/8; 7/4; 9/5; 9/5; 15/8; 7/4; 9/5; 15/8; 15/8; 17/10; 9/5; 7/4; 9/5; 48/29; 9/5; 9/5; 7/4; 9/5; 7/4; 9/5; 9/5; 9/5
Draw; 9/4; 21/10; 2; 11/5; 9/4; 11/5; 21/10; 2; 11/5; 21/10; 11/5; 21/10; 12/5; 41/20; 2; 11/5; 28/13; 9/4; 11/5; 11/5; 9/4; 28/13; 21/10; 2; 21/10; 11/5; 
META; english/league-1/walsall-v-afc-wimbledon; 2018-04-12 22:21:48 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Walsall; 17/10; 8/5; 13/8; 11/8; 17/10; 13/8; 8/5; 8/5; 17/11; 13/8; 13/8; 8/5; 13/10; 8/5; 7/5; 8/5; 8/5; 16/11; 13/8; 17/11; 8/5; 28/17; 13/8; 6/4; 7/5; 13/8; 13/8
AFC Wimbledon; 8/5; 9/5; 9/5; 9/5; 15/8; 15/8; 7/4; 9/5; 9/5; 15/8; 7/4; 9/5; 15/8; 15/8; 17/10; 7/4; 7/4; 9/5; 48/29; 9/5; 9/5; 7/4; 9/5; 7/4; 9/5; 9/5; 9/5
Draw; 9/4; 21/10; 2; 11/5; 9/4; 11/5; 21/10; 2; 11/5; 21/10; 11/5; 21/10; 12/5; 41/20; 2; 11/5; 28/13; 9/4; 11/5; 11/5; 9/4; 28/13; 21/10; 2; 19/10; 21/10; 11/5
META; english/league-1/walsall-v-afc-wimbledon; 2018-04-13 02:21:22 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Walsall; 17/10; 8/5; 13/8; 11/8; 17/10; 13/8; 8/5; 8/5; 17/11; 13/8; 8/5; 8/5; 13/10; 8/5; 7/5; 8/5; 8/5; 16/11; 13/8; 17/11; 8/5; 28/17; 13/8; 6/4; 13/8; 13/8
AFC Wimbledon; 15/8; 9/5; 9/5; 9/5; 47/25; 15/8; 7/4; 9/5; 9/5; 15/8; 9/5; 9/5; 15/8; 15/8; 17/10; 9/5; 7/4; 9/5; 48/29; 9/5; 9/5; 9/5; 9/5; 7/4; 9/5; 9/5
Draw; 23/10; 21/10; 2; 11/5; 56/25; 11/5; 21/10; 2; 11/5; 21/10; 11/5; 21/10; 12/5; 41/20; 2; 21/10; 28/13; 9/4; 11/5; 11/5; 9/4; 28/13; 21/10; 21/10; 21/10; 11/5
META; english/league-1/walsall-v-afc-wimbledon; 2018-04-13 10:21:22 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Walsall; 17/10; 8/5; 13/8; 17/10; 17/10; 13/8; 8/5; 8/5; 17/11; 13/8; 13/8; 8/5; 13/10; 8/5; 7/5; 8/5; 8/5; 16/11; 13/8; 17/11; 8/5; 28/17; 13/8; 6/4; 7/5; 13/8
AFC Wimbledon; 15/8; 9/5; 9/5; 17/10; 47/25; 15/8; 7/4; 9/5; 9/5; 15/8; 9/5; 9/5; 15/8; 15/8; 17/10; 7/4; 7/4; 9/5; 48/29; 9/5; 9/5; 7/4; 9/5; 7/4; 17/10; 9/5
Draw; 23/10; 21/10; 2; 21/10; 56/25; 11/5; 21/10; 2; 11/5; 21/10; 11/5; 21/10; 12/5; 41/20; 2; 21/10; 21/10; 9/4; 11/5; 11/5; 9/4; 28/13; 21/10; 21/10; 19/10; 11/5
META; english/league-1/walsall-v-afc-wimbledon; 2018-04-13 14:21:56 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Walsall; 17/10; 8/5; 13/8; 17/10; 17/10; 13/8; 8/5; 8/5; 17/11; 13/8; 8/5; 8/5; 13/10; 8/5; 7/5; 8/5; 8/5; 16/11; 13/8; 17/11; 8/5; 28/17; 13/8; 6/4; 7/5; 13/8; 13/8
AFC Wimbledon; 15/8; 9/5; 9/5; 17/10; 47/25; 15/8; 7/4; 9/5; 9/5; 15/8; 9/5; 9/5; 15/8; 15/8; 17/10; 7/4; 7/4; 9/5; 48/29; 9/5; 15/8; 7/4; 9/5; 7/4; 9/5; 9/5; 9/5
Draw; 23/10; 21/10; 2; 21/10; 56/25; 11/5; 21/10; 2; 11/5; 21/10; 11/5; 21/10; 12/5; 41/20; 2; 21/10; 21/10; 9/4; 11/5; 11/5; 23/10; 28/13; 21/10; 21/10; 19/10; 21/10; 11/5
META; english/league-1/walsall-v-afc-wimbledon; 2018-04-13 18:22:03 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Walsall; 13/8; 8/5; 13/8; 17/10; 171/100; 17/10; 13/8; 13/8; 17/11; 33/20; 8/5; 8/5; 13/10; 8/5; 7/5; 8/5; 8/5; 16/11; 13/8; 17/11; 13/8; 28/17; 13/8; 8/5; 13/8; 13/8; 13/8
AFC Wimbledon; 19/10; 9/5; 9/5; 17/10; 189/100; 9/5; 9/5; 7/4; 9/5; 9/5; 9/5; 9/5; 15/8; 15/8; 17/10; 7/4; 7/4; 9/5; 31/18; 9/5; 9/5; 9/5; 9/5; 7/4; 17/10; 9/5; 9/5
Draw; 23/10; 21/10; 2; 21/10; 111/50; 11/5; 21/10; 21/10; 11/5; 21/10; 11/5; 21/10; 12/5; 41/20; 2; 21/10; 28/13; 9/4; 21/10; 11/5; 23/10; 28/13; 21/10; 19/10; 21/10; 21/10; 
META; english/league-1/walsall-v-afc-wimbledon; 2018-04-13 22:21:53 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Walsall; 13/8; 13/8; 33/20; 17/10; 171/100; 17/10; 13/8; 13/8; 17/11; 33/20; 8/5; 8/5; 13/8; 13/8; 7/5; 8/5; 8/5; 16/11; 13/8; 17/11; 13/8; 13/8; 8/5; 13/8; 13/8; 13/8; 
AFC Wimbledon; 19/10; 9/5; 9/5; 17/10; 189/100; 9/5; 9/5; 7/4; 9/5; 9/5; 9/5; 9/5; 9/5; 9/5; 17/10; 7/4; 7/4; 9/5; 31/18; 9/5; 9/5; 9/5; 9/5; 7/4; 17/10; 9/5; 9/5
Draw; 23/10; 21/10; 2; 21/10; 111/50; 11/5; 21/10; 21/10; 11/5; 21/10; 11/5; 21/10; 21/10; 41/20; 2; 21/10; 21/10; 9/4; 21/10; 11/5; 23/10; 21/10; 21/10; 2; 19/10; 21/10; 21/10
META; english/league-1/walsall-v-afc-wimbledon; 2018-04-14 02:21:28 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Walsall; 13/8; 13/8; 33/20; 17/10; 173/100; 17/10; 13/8; 13/8; 17/11; 33/20; 13/8; 8/5; 13/8; 13/8; 7/5; 8/5; 8/5; 17/11; 13/8; 17/11; 13/8; 13/8; 13/8; 13/8; 17/10; 17/10
AFC Wimbledon; 19/10; 9/5; 9/5; 17/10; 48/25; 9/5; 9/5; 7/4; 9/5; 9/5; 9/5; 9/5; 9/5; 9/5; 17/10; 9/5; 9/5; 9/5; 31/18; 9/5; 9/5; 9/5; 9/5; 9/5; 15/8; 15/8
Draw; 23/10; 21/10; 2; 21/10; 54/25; 11/5; 21/10; 21/10; 11/5; 21/10; 11/5; 21/10; 21/10; 41/20; 2; 21/10; 21/10; 21/10; 21/10; 11/5; 23/10; 21/10; 2; 19/10; 21/10; 21/10
META; english/league-1/walsall-v-afc-wimbledon; 2018-04-14 10:21:40 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Walsall; 13/8; 13/8; 33/20; 17/10; 173/100; 17/10; 13/8; 13/8; 8/5; 33/20; 13/8; 8/5; 13/8; 33/20; 7/5; 8/5; 28/17; 17/11; 13/8; 8/5; 13/8; 13/8; 13/8; 13/8; 17/10; 17/10; 
AFC Wimbledon; 19/10; 9/5; 9/5; 17/10; 48/25; 9/5; 9/5; 7/4; 7/4; 9/5; 9/5; 9/5; 9/5; 9/5; 17/10; 9/5; 9/5; 9/5; 31/18; 7/4; 9/5; 9/5; 9/5; 7/4; 9/5; 15/8; 15/8
Draw; 23/10; 21/10; 2; 21/10; 54/25; 11/5; 21/10; 21/10; 28/13; 21/10; 11/5; 21/10; 21/10; 41/20; 2; 21/10; 21/10; 21/10; 21/10; 28/13; 23/10; 21/10; 2; 2; 21/10; 21/10; 
META; english/league-1/walsall-v-afc-wimbledon; 2018-04-14 14:22:22 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Walsall; 13/8; 13/8; 17/10; 17/10; 87/50; 17/10; 17/10; 13/8; 8/5; 33/20; 13/8; 8/5; 13/8; 33/20; 8/5; 8/5; 8/5; 17/11; 13/8; 8/5; 13/8; 13/8; 13/8; 17/10; 17/10; 7/4; 
AFC Wimbledon; 19/10; 9/5; 9/5; 17/10; 49/25; 9/5; 15/8; 7/4; 7/4; 9/5; 9/5; 9/5; 7/4; 9/5; 13/8; 9/5; 9/5; 9/5; 31/18; 7/4; 9/5; 9/5; 15/8; 9/5; 9/5; 19/10; 19/10
Draw; 23/10; 21/10; 2; 21/10; 21/10; 11/5; 21/10; 21/10; 28/13; 21/10; 11/5; 21/10; 21/10; 41/20; 9/5; 21/10; 39/19; 21/10; 21/10; 28/13; 23/10; 21/10; 2; 2; 21/10; ; 
META; english/league-1/walsall-v-afc-wimbledon; 2018-04-14 18:21:50 GMT+3; 2018-04-14 15:00; In Play; Xlenovo
Walsall; 2/5; 1/3; 17/10; 3/40; 2/5; 2/5; 1/3; 1/20; 4/11; 1/3; 2/5; 2/5; 4/11; 3/10; 1/3; 7/19; 4/11; 2/5; 4/11; 2/5; 
Draw; 3; 11/4; 11; 21/10; 11; 29/10; 29/10; 11/4; 10; 7/2; 3; 14/5; 3; 14/5; 3; 29/10; 37/13; 31/10; 14/5; 14/5; 3
AFC Wimbledon; 10; 17/10; 28; 10; 10; 33; 12; 11; 15/2; 9; 12; 10; 41/5; 19/2; 56/5; 56/5; 56/5; ; ; ; 
