META; english/league-1/scunthorpe-v-afc-wimbledon; 2017-06-23 22:18:19 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Scunthorpe; 10/11; 10/11; ; ; ; 9/10; 10/11; 5/6; 10/11; 5/6; 5/6; 10/11; 10/11; 5/6; 10/11; ; 10/11; ; 9/10; 10/11; 1; ; 9/10; ; 9/10; ; 1/100; ; 
Draw; 12/5; 13/5; ; ; ; 12/5; 5/2; 9/4; 5/2; 12/5; 12/5; 13/5; 5/2; 9/4; 12/5; ; 23/10; ; 23/10; 23/10; 13/5; ; 23/10; ; 23/10; ; 21/10; ; 
AFC Wimbledon; 3; 29/10; ; ; ; 3; 31/10; 11/4; ; 11/4; 11/4; 14/5; 29/10; 11/4; 3; ; 37/13; ; 14/5; 37/13; 61/20; ; 29/10; ; 29/10; ; ; ; 
Wimbledon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
META; english/league-1/scunthorpe-v-afc-wimbledon; 2017-06-24 02:18:15 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Scunthorpe; 10/11; 10/11; ; ; ; 9/10; 10/11; 5/6; 10/11; 5/6; 5/6; 10/11; 10/11; 5/6; 10/11; ; 10/11; ; 9/10; 10/11; 1; ; 9/10; ; 9/10; ; 1/100; ; 
Draw; 12/5; 13/5; ; ; ; 12/5; 5/2; 9/4; 5/2; 12/5; 12/5; 13/5; 5/2; 9/4; 12/5; ; 23/10; ; 23/10; 23/10; 13/5; ; 23/10; ; 23/10; ; 21/10; ; 
AFC Wimbledon; 3; 29/10; ; ; ; 3; 31/10; 11/4; ; 11/4; 11/4; 14/5; 29/10; 11/4; 3; ; 37/13; ; 14/5; 37/13; 61/20; ; 29/10; ; 29/10; ; ; ; 
Wimbledon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
META; english/league-1/scunthorpe-v-afc-wimbledon; 2017-06-24 10:18:21 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Scunthorpe; 10/11; 10/11; ; ; ; 9/10; 10/11; 5/6; 10/11; 5/6; 5/6; 10/11; 10/11; 5/6; 10/11; ; 10/11; ; 9/10; 10/11; 1; ; 9/10; ; 9/10; ; 1/100; ; 
Draw; 12/5; 13/5; ; ; ; 12/5; 5/2; 9/4; 5/2; 12/5; 12/5; 13/5; 5/2; 9/4; 12/5; ; 23/10; ; 23/10; 23/10; 13/5; ; 23/10; ; 23/10; ; 21/10; ; 
AFC Wimbledon; 3; 29/10; ; ; ; 3; 31/10; 11/4; ; 11/4; 11/4; 14/5; 29/10; 11/4; 3; ; 37/13; ; 14/5; 37/13; 61/20; ; 29/10; ; 29/10; ; ; ; 
Wimbledon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
