META; english/league-1/northampton-v-rochdale; 2018-01-28 14:21:49 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Northampton; 8/5; 13/8; ; ; 17/10; 13/8; 8/5; ; ; ; ; ; ; ; ; 8/5; ; ; ; ; ; ; 13/8; 8/5; 17/11; ; 1; ; 
META; english/league-1/northampton-v-rochdale; 2018-01-29 02:20:32 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Northampton; 6/4; 13/8; 8/5; 8/5; 33/20; 31/20; 8/5; ; 17/11; 31/20; 6/4; 8/5; ; ; ; 6/4; ; 17/11; ; ; 17/11; 13/8; 31/20; 31/20; 17/11; ; 11/8; ; 
Rochdale; 17/10; 13/8; 7/4; 17/10; 93/50; 9/5; 7/4; ; 17/10; 7/4; 7/4; 9/5; ; ; ; 7/4; ; 17/10; ; ; 17/10; 9/5; 7/4; 7/4; 7/4; ; 8/5; ; 
Draw; 12/5; 23/10; 11/5; 23/10; 47/20; 23/10; 11/5; ; 40/17; 21/10; 23/10; 11/5; ; ; ; 9/4; ; 28/13; ; ; 40/17; 9/4; 12/5; 11/5; 11/5; ; 9/5; ; 
META; english/league-1/northampton-v-rochdale; 2018-01-29 10:20:29 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Northampton; 6/4; 13/8; 17/11; 8/5; 41/25; 31/20; 6/4; ; 17/11; 31/20; 6/4; 8/5; ; ; 8/5; 6/4; 6/4; 6/4; 6/4; 16/11; 17/11; 13/8; 6/4; 31/20; 17/11; ; 11/8; ; 
Rochdale; 17/10; 13/8; 9/5; 17/10; 47/25; 9/5; 7/4; ; 17/10; 7/4; 7/4; 9/5; ; ; 7/4; 7/4; 7/4; 7/4; 7/4; 11/7; 17/10; 9/5; 9/5; 7/4; 7/4; ; 8/5; ; 
Draw; 12/5; 23/10; 11/5; 23/10; 117/ 50; 23/10; 11/5; ; 40/17; 21/10; 23/10; 11/5; ; ; 11/5; 9/4; 9/4; 28/13; 9/4; 9/4; 40/17; 9/4; 12/5; 11/5; 11/5; ; 15/8; ; 
META; english/league-1/northampton-v-rochdale; 2018-01-29 14:21:10 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Northampton; 6/4; 13/8; 17/11; 8/5; 41/25; 6/4; 6/4; ; 17/11; 31/20; 6/4; 8/5; ; ; 8/5; 6/4; 6/4; 6/4; 6/4; 20/13; 17/11; 13/8; 6/4; 31/20; 17/11; ; 11/8; ; 
Rochdale; 17/10; 13/8; 9/5; 17/10; 15/8; 9/5; 7/4; ; 17/10; 7/4; 7/4; 9/5; ; ; 7/4; 7/4; 7/4; 7/4; 7/4; 32/19; 17/10; 9/5; 9/5; 7/4; 7/4; ; 13/8; ; 
Draw; 12/5; 23/10; 11/5; 23/10; 47/20; 12/5; 11/5; ; 40/17; 21/10; 23/10; 11/5; ; ; 11/5; 9/4; 9/4; 11/5; 9/4; 23/10; 40/17; 9/4; 12/5; 11/5; 11/5; ; 15/8; ; 
META; english/league-1/northampton-v-rochdale; 2018-01-29 18:20:54 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Northampton; 6/4; 6/4; 17/11; 8/5; 41/25; 6/4; 6/4; 7/5; 17/11; 31/20; 6/4; 8/5; ; ; 8/5; 6/4; 6/4; 6/4; 6/4; 20/13; 17/11; 13/8; 6/4; 31/20; 17/11; ; 11/8; 7/5; 
Rochdale; 17/10; 9/5; 9/5; 17/10; 15/8; 9/5; 7/4; 9/5; 17/10; 7/4; 7/4; 9/5; ; ; 7/4; 9/5; 7/4; 7/4; 7/4; 32/19; 17/10; 9/5; 9/5; 7/4; 7/4; ; 13/8; 7/4; 
Draw; 12/5; 23/10; 11/5; 23/10; 47/20; 12/5; 11/5; 23/10; 40/17; 21/10; 23/10; 11/5; ; ; 11/5; 9/4; 9/4; 11/5; 9/4; 23/10; 40/17; 9/4; 12/5; 11/5; 11/5; ; 15/8; 21/10; 
META; english/league-1/northampton-v-rochdale; 2018-01-29 22:21:01 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Northampton; 29/20; 6/4; 17/11; 8/5; 41/25; 6/4; 6/4; 7/5; 17/11; 31/20; 6/4; 8/5; ; 8/5; 8/5; 6/4; 6/4; 6/4; 6/4; 20/13; 17/11; 13/8; 6/4; 31/20; 6/4; ; 11/8; 7/5; 
Rochdale; 7/4; 9/5; 9/5; 17/10; 15/8; 9/5; 7/4; 9/5; 17/10; 9/5; 7/4; 9/5; ; 9/5; 7/4; 9/5; 7/4; 7/4; 7/4; 32/19; 17/10; 9/5; 9/5; 7/4; 7/4; ; 13/8; 7/4; 
Draw; 12/5; 9/4; 11/5; 23/10; 47/20; 12/5; 11/5; 23/10; 40/17; 21/10; 23/10; 11/5; ; 43/20; 11/5; 9/4; 9/4; 11/5; 9/4; 23/10; 40/17; 9/4; 12/5; 11/5; 11/5; ; 15/8; 21/10; 
META; english/league-1/northampton-v-rochdale; 2018-01-30 02:20:47 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Northampton; 29/20; 6/4; 17/11; 8/5; 41/25; 6/4; 6/4; 7/5; 17/11; 31/20; 6/4; 8/5; ; 8/5; 8/5; 6/4; 6/4; 6/4; 6/4; 20/13; 17/11; 13/8; 31/20; 31/20; 6/4; ; 11/8; 7/5; 
Rochdale; 7/4; 9/5; 9/5; 17/10; 15/8; 9/5; 7/4; 9/5; 17/10; 9/5; 7/4; 9/5; ; 9/5; 7/4; 9/5; 7/4; 7/4; 7/4; 32/19; 17/10; 9/5; 9/5; 7/4; 7/4; ; 13/8; 7/4; 
Draw; 12/5; 9/4; 11/5; 23/10; 47/20; 12/5; 11/5; 23/10; 40/17; 21/10; 23/10; 11/5; ; 43/20; 11/5; 9/4; 9/4; 11/5; 9/4; 23/10; 40/17; 9/4; 23/10; 11/5; 11/5; ; 19/10; 21/10; 
META; english/league-1/northampton-v-rochdale; 2018-01-30 10:20:49 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Northampton; 29/20; 6/4; 17/11; 8/5; 41/25; 6/4; 6/4; 7/5; 17/11; 31/20; 6/4; 8/5; ; 8/5; 8/5; 6/4; 6/4; 6/4; 6/4; 20/13; 17/11; 13/8; 31/20; 31/20; 6/4; ; 11/8; 7/5; 
Rochdale; 7/4; 9/5; 9/5; 17/10; 15/8; 9/5; 7/4; 9/5; 17/10; 9/5; 7/4; 9/5; ; 9/5; 7/4; 9/5; 7/4; 7/4; 7/4; 32/19; 17/10; 9/5; 9/5; 7/4; 7/4; ; 8/5; 17/10; 
Draw; 12/5; 9/4; 11/5; 23/10; 47/20; 12/5; 11/5; 23/10; 40/17; 21/10; 23/10; 11/5; ; 43/20; 11/5; 9/4; 9/4; 11/5; 9/4; 23/10; 40/17; 9/4; 23/10; 11/5; 11/5; ; 15/8; 15/8; 
META; english/league-1/northampton-v-rochdale; 2018-01-30 14:21:05 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Northampton; 29/20; 6/4; 17/11; 8/5; 41/25; 6/4; 6/4; 7/5; 17/11; 31/20; 6/4; 8/5; ; 8/5; 8/5; 6/4; 6/4; 6/4; 6/4; 20/13; 17/11; 13/8; 31/20; 31/20; 6/4; ; 7/5; 7/5; 
Rochdale; 7/4; 9/5; 9/5; 17/10; 15/8; 9/5; 7/4; 9/5; 17/10; 9/5; 7/4; 9/5; ; 9/5; 7/4; 9/5; 7/4; 7/4; 7/4; 32/19; 17/10; 9/5; 9/5; 7/4; 7/4; ; 17/10; 17/10; 
Draw; 12/5; 9/4; 11/5; 23/10; 47/20; 12/5; 11/5; 23/10; 40/17; 21/10; 23/10; 11/5; ; 43/20; 11/5; 9/4; 9/4; 11/5; 9/4; 23/10; 40/17; 9/4; 23/10; 11/5; 11/5; ; 11/5; 15/8; 
META; english/league-1/northampton-v-rochdale; 2018-01-30 18:20:59 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Northampton; 29/20; 6/4; 17/11; 8/5; 41/25; 6/4; 6/4; 7/5; 17/11; 31/20; 6/4; 8/5; ; 8/5; 8/5; 6/4; 6/4; 17/11; 6/4; 13/9; 17/11; 13/8; 6/4; 31/20; 17/11; ; 7/5; 7/5; 
Rochdale; 7/4; 9/5; 9/5; 17/10; 15/8; 9/5; 7/4; 9/5; 17/10; 9/5; 7/4; 9/5; ; 9/5; 7/4; 7/4; 7/4; 9/5; 7/4; 9/5; 17/10; 9/5; 9/5; 7/4; 9/5; ; 17/10; 17/10; 
Draw; 12/5; 9/4; 11/5; 23/10; 47/20; 12/5; 11/5; 23/10; 40/17; 11/5; 23/10; 11/5; ; 43/20; 11/5; 23/10; 9/4; 9/4; 9/4; 23/10; 40/17; 9/4; 12/5; 11/5; 9/4; ; 11/5; 21/10; 
META; english/league-1/northampton-v-rochdale; 2018-01-30 22:21:05 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Northampton; 29/20; 6/4; 17/11; 8/5; 41/25; 6/4; 6/4; 7/5; 17/11; 31/20; 6/4; 8/5; ; 8/5; 8/5; 6/4; 6/4; 17/11; 6/4; 13/9; 17/11; 13/8; 6/4; 31/20; 17/11; ; 7/5; 7/5; 
Rochdale; 7/4; 9/5; 9/5; 17/10; 15/8; 9/5; 7/4; 9/5; 17/10; 9/5; 7/4; 9/5; ; 9/5; 7/4; 7/4; 7/4; 9/5; 7/4; 9/5; 17/10; 9/5; 9/5; 7/4; 9/5; ; 17/10; 7/4; 
Draw; 12/5; 9/4; 11/5; 23/10; 47/20; 12/5; 11/5; 23/10; 40/17; 11/5; 23/10; 11/5; ; 43/20; 11/5; 23/10; 9/4; 9/4; 9/4; 23/10; 40/17; 9/4; 12/5; 11/5; 9/4; ; 19/10; 21/10; 
META; english/league-1/northampton-v-rochdale; 2018-01-31 02:20:24 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Northampton; 29/20; 6/4; 17/11; 8/5; 41/25; 6/4; 6/4; 7/5; 17/11; 31/20; 6/4; 8/5; ; 8/5; 8/5; 6/4; 6/4; 17/11; 6/4; 13/9; 17/11; 13/8; 6/4; 31/20; 17/11; ; 7/5; 7/5; 
Rochdale; 7/4; 9/5; 9/5; 17/10; 15/8; 9/5; 7/4; 9/5; 17/10; 9/5; 9/5; 9/5; ; 9/5; 7/4; 9/5; 7/4; 9/5; 7/4; 9/5; 17/10; 9/5; 9/5; 7/4; 9/5; ; 17/10; 7/4; 
Draw; 12/5; 9/4; 11/5; 23/10; 47/20; 12/5; 11/5; 23/10; 40/17; 11/5; 9/4; 11/5; ; 43/20; 11/5; 9/4; 9/4; 9/4; 9/4; 23/10; 40/17; 9/4; 12/5; 11/5; 9/4; ; 2; 21/10; 
META; english/league-1/northampton-v-rochdale; 2018-01-31 10:20:32 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Northampton; 29/20; 6/4; 17/11; 8/5; 41/25; 6/4; 6/4; ; 17/11; 31/20; 6/4; 8/5; ; 8/5; 8/5; 6/4; 6/4; 17/11; 6/4; 13/9; 17/11; 13/8; 6/4; 31/20; 17/11; ; 6/4; 7/5; 
Rochdale; 7/4; 9/5; 9/5; 17/10; 15/8; 9/5; 7/4; ; 17/10; 9/5; 9/5; 9/5; ; 9/5; 7/4; 9/5; 7/4; 9/5; 7/4; 9/5; 17/10; 9/5; 9/5; 7/4; 9/5; ; 7/4; 17/10; 
Draw; 12/5; 9/4; 11/5; 23/10; 47/20; 12/5; 11/5; ; 40/17; 11/5; 9/4; 11/5; ; 43/20; 11/5; 9/4; 9/4; 9/4; 9/4; 23/10; 40/17; 9/4; 12/5; 11/5; 9/4; ; 21/10; 21/10; 
META; english/league-1/northampton-v-rochdale; 2018-01-31 14:20:44 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Northampton; 29/20; 6/4; 17/11; 8/5; 41/25; 31/20; 6/4; ; 17/11; 31/20; 6/4; 8/5; ; 8/5; 8/5; 6/4; 6/4; 6/4; 6/4; 13/9; 17/11; 13/8; 6/4; 31/20; 17/11; ; 6/4; 7/5; 
Rochdale; 7/4; 9/5; 9/5; 17/10; 15/8; 15/8; 7/4; ; 17/10; 9/5; 9/5; 9/5; ; 9/5; 7/4; 7/4; 7/4; 7/4; 7/4; 9/5; 17/10; 9/5; 9/5; 7/4; 9/5; ; 7/4; 7/4; 
Draw; 12/5; 9/4; 11/5; 23/10; 47/20; 5/2; 11/5; ; 40/17; 11/5; 9/4; 11/5; ; 43/20; 11/5; 9/4; 9/4; 9/4; 9/4; 23/10; 40/17; 9/4; 12/5; 11/5; 9/4; ; 21/10; 2; 
META; english/league-1/northampton-v-rochdale; 2018-01-31 18:21:28 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Northampton; 29/20; 6/4; 17/11; 8/5; 163/100; 31/20; 6/4; ; 17/11; 31/20; 6/4; 8/5; ; 31/20; 8/5; 6/4; 6/4; 6/4; 6/4; 13/9; 17/11; 13/8; 6/4; 31/20; 17/11; ; 7/5; 7/5; 8/5
Rochdale; 7/4; 9/5; 9/5; 17/10; 47/25; 15/8; 7/4; ; 17/10; 9/5; 9/5; 9/5; ; 37/20; 7/4; 7/4; 7/4; 9/5; 7/4; 9/5; 17/10; 9/5; 9/5; 7/4; 9/5; ; 7/4; 7/4; 9/5
Draw; 12/5; 9/4; 11/5; 23/10; 47/20; 5/2; 11/5; ; 40/17; 11/5; 9/4; 11/5; ; 43/20; 11/5; 9/4; 9/4; 11/5; 9/4; 23/10; 40/17; 9/4; 12/5; 11/5; 9/4; ; 9/4; 21/10; 23/10
META; english/league-1/northampton-v-rochdale; 2018-01-31 22:20:39 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Northampton; 29/20; 6/4; 17/11; 8/5; 163/100; 31/20; 6/4; 7/5; 17/11; 31/20; 6/4; 8/5; ; 31/20; 8/5; 6/4; 6/4; 6/4; 6/4; 13/9; 17/11; 13/8; 6/4; 31/20; 17/11; ; 7/5; 7/5; 8/5
Rochdale; 7/4; 9/5; 9/5; 17/10; 47/25; 15/8; 9/5; 9/5; 17/10; 9/5; 9/5; 9/5; ; 37/20; 7/4; 7/4; 7/4; 9/5; 7/4; 9/5; 17/10; 9/5; 9/5; 7/4; 9/5; ; 7/4; 17/10; 9/5
Draw; 12/5; 9/4; 11/5; 23/10; 47/20; 5/2; 11/5; 23/10; 40/17; 11/5; 9/4; 11/5; ; 43/20; 11/5; 9/4; 9/4; 11/5; 9/4; 23/10; 40/17; 9/4; 12/5; 11/5; 9/4; ; 9/4; 2; 23/10
META; english/league-1/northampton-v-rochdale; 2018-02-01 02:20:08 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Northampton; 29/20; 6/4; 17/11; 8/5; 163/100; 6/4; 6/4; 7/5; 17/11; 31/20; 6/4; 31/20; ; 31/20; 8/5; 6/4; 6/4; 6/4; 6/4; 17/11; 13/8; 31/20; 31/20; 17/11; ; 7/5; 7/5; 8/5
Rochdale; 7/4; 9/5; 9/5; 17/10; 47/25; 9/5; 9/5; 9/5; 17/10; 9/5; 9/5; 9/5; ; 37/20; 7/4; 7/4; 9/5; 7/4; 17/10; 17/10; 9/5; 9/5; 7/4; 9/5; ; 7/4; 17/10; 9/5
Draw; 12/5; 9/4; 11/5; 23/10; 47/20; 12/5; 11/5; 23/10; 40/17; 11/5; 9/4; 11/5; ; 43/20; 11/5; 9/4; 11/5; 9/4; 23/10; 40/17; 9/4; 23/10; 11/5; 9/4; ; 21/10; 21/10; 23/10
META; english/league-1/northampton-v-rochdale; 2018-02-01 10:20:16 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Northampton; 29/20; 6/4; 17/11; 8/5; 163/100; 6/4; 6/4; 7/5; 17/11; 31/20; 6/4; 31/20; ; 31/20; 8/5; 6/4; 6/4; 6/4; 6/4; 17/11; 13/8; 31/20; 31/20; 17/11; ; 7/5; 7/5; 8/5
Rochdale; 7/4; 9/5; 9/5; 17/10; 47/25; 9/5; 9/5; 9/5; 17/10; 9/5; 9/5; 9/5; ; 37/20; 7/4; 7/4; 9/5; 7/4; 17/10; 17/10; 9/5; 9/5; 7/4; 9/5; ; 7/4; 17/10; 9/5
Draw; 12/5; 9/4; 11/5; 23/10; 47/20; 12/5; 11/5; 23/10; 40/17; 11/5; 9/4; 11/5; ; 43/20; 11/5; 9/4; 9/4; 9/4; 23/10; 40/17; 9/4; 23/10; 11/5; 9/4; ; 21/10; 21/10; 23/10
META; english/league-1/northampton-v-rochdale; 2018-02-01 14:20:49 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Northampton; 31/20; 6/4; 8/5; 8/5; 171/100; 13/8; ; 13/8; 17/11; 13/8; 8/5; 13/8; ; 13/8; 8/5; 6/4; 8/5; 6/4; 20/13; 17/11; 13/8; 31/20; 13/8; 28/17; ; 6/4; 6/4; 17/10
Rochdale; 13/8; 9/5; 7/4; 17/10; 44/25; 17/10; ; 13/8; 17/10; 7/4; 17/10; 7/4; ; 7/4; 17/10; 17/10; 17/10; 7/4; 5/3; 17/10; 7/4; 17/10; 7/4; 17/10; ; 13/8; 13/8; 17/10
Draw; 12/5; 9/4; 11/5; 23/10; 12/5; 23/10; ; 9/4; 40/17; 11/5; 9/4; 11/5; ; 43/20; 9/4; 9/4; 9/4; 9/4; 23/10; 40/17; 23/10; 12/5; 11/5; 9/4; ; 21/10; 2; 23/10
META; english/league-1/northampton-v-rochdale; 2018-02-01 18:20:12 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Northampton; 31/20; 8/5; 28/17; 8/5; 87/50; 13/8; ; 13/8; 17/11; 17/10; 13/8; ; ; 33/20; 13/8; 8/5; 28/17; 6/4; 8/5; 17/11; 7/4; 13/8; 7/4; 28/17; ; 8/5; 6/4; 17/10
Rochdale; 13/8; 7/4; 28/17; 17/10; 43/25; 17/10; ; 13/8; 17/10; 17/10; 13/8; ; ; 17/10; 17/10; 8/5; 28/17; 7/4; 8/5; 17/10; 13/8; 17/10; 33/20; 28/17; ; 17/10; 17/10; 17/10
Draw; 12/5; 11/5; 11/5; 23/10; 121/50; 23/10; ; 9/4; 40/17; 11/5; 9/4; ; ; 43/20; 9/4; 9/4; 9/4; 9/4; 23/10; 40/17; 23/10; 12/5; 11/5; 9/4; ; 11/5; 11/5; 12/5
META; english/league-1/northampton-v-rochdale; 2018-02-01 22:20:08 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Rochdale; 13/8; 17/10; 28/17; 17/10; 169/100; 17/10; ; 13/8; 17/10; 33/20; 13/8; ; ; 17/10; 17/10; 8/5; 8/5; 7/4; 8/5; 17/10; 13/8; 17/10; 17/10; 28/17; ; 13/8; 13/8; 13/8
Northampton; 31/20; 13/8; 17/10; 8/5; 7/4; 13/8; ; 13/8; 17/11; 17/10; 13/8; ; ; 17/10; 13/8; 8/5; 28/17; 6/4; 8/5; 17/11; 7/4; 13/8; 33/20; 28/17; ; 13/8; 13/8; 7/4
Draw; 12/5; ; 11/5; 23/10; 61/25; 23/10; ; 9/4; 40/17; 11/5; 9/4; ; ; 43/20; 9/4; 9/4; 9/4; 9/4; 23/10; 40/17; 23/10; 12/5; 23/10; 23/10; ; 9/4; 23/10; 12/5
META; english/league-1/northampton-v-rochdale; 2018-02-02 02:20:06 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Rochdale; 13/8; 17/10; 28/17; 17/10; 169/100; 17/10; ; 13/8; 17/10; 17/10; 13/8; ; ; 17/10; 17/10; 8/5; 8/5; 28/17; 8/5; 17/10; 13/8; 17/10; 17/10; 28/17; ; 13/8; 8/5; 13/8
Northampton; 31/20; 13/8; 17/10; 8/5; 7/4; 13/8; ; 13/8; 17/11; 17/10; 13/8; ; ; 17/10; 13/8; 8/5; 28/17; 8/5; 8/5; 17/11; 7/4; 8/5; 33/20; 28/17; ; 13/8; 13/8; 7/4
Draw; 12/5; ; 11/5; 23/10; 61/25; 23/10; ; 9/4; 40/17; 11/5; 9/4; ; ; 43/20; 9/4; 9/4; 9/4; 9/4; 23/10; 40/17; 23/10; 12/5; 23/10; 23/10; ; 23/10; 23/10; 12/5
META; english/league-1/northampton-v-rochdale; 2018-02-02 10:20:15 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Northampton; 17/10; 13/8; 17/10; 8/5; 87/50; 17/10; ; 13/8; 17/11; 17/10; 13/8; ; ; 33/20; 13/8; 8/5; 28/17; 8/5; 8/5; 17/11; 7/4; 8/5; 33/20; 28/17; ; 13/8; 13/8; 17/10
Rochdale; 7/4; 17/10; 28/17; 17/10; 17/10; 9/5; ; 13/8; 17/10; 17/10; 17/10; ; ; 7/4; 17/10; 8/5; 28/17; 28/17; 8/5; 17/10; 13/8; 17/10; 17/10; 28/17; ; 13/8; 13/8; 13/8
Draw; 12/5; 9/4; 11/5; 23/10; 61/25; 12/5; ; 9/4; 40/17; 11/5; 11/5; ; ; 43/20; 9/4; 11/5; 9/4; 9/4; 23/10; 40/17; 23/10; 12/5; 23/10; 23/10; ; 23/10; 23/10; 12/5
META; english/league-1/northampton-v-rochdale; 2018-02-02 14:21:05 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Northampton; 17/10; 13/8; 17/10; 17/10; 7/4; 17/10; ; 13/8; 17/11; 17/10; ; ; ; 17/10; 13/8; ; ; 8/5; 8/5; 17/11; 7/4; 17/10; 33/20; 28/17; ; 13/8; 13/8; 17/10
Rochdale; 7/4; 17/10; 28/17; 17/10; 169/100; 9/5; ; 13/8; 17/10; 17/10; 13/8; ; ; 17/10; 17/10; ; ; 28/17; 8/5; 17/10; 13/8; 17/10; 17/10; 28/17; ; 13/8; 13/8; 13/8
Draw; 12/5; 9/4; 11/5; 21/10; 49/20; 12/5; ; 9/4; 40/17; 11/5; 9/4; ; ; 43/20; 9/4; 11/5; ; 9/4; 23/10; 40/17; 23/10; 12/5; 23/10; 23/10; ; 12/5; 12/5; 12/5
META; english/league-1/northampton-v-rochdale; 2018-02-02 18:25:16 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Rochdale; 7/4; 13/8; 13/8; 8/5; 163/100; 7/4; ; 13/8; 17/10; 33/20; 13/8; ; ; 33/20; 8/5; ; 8/5; 28/17; 8/5; 17/10; 13/8; 13/8; 33/20; 8/5; ; 13/8; ; 8/5
Northampton; 17/10; 17/10; 17/10; 17/10; 181/100; 9/5; ; 13/8; 17/11; 7/4; 17/10; ; ; 17/10; 13/8; 17/10; 17/10; 8/5; 8/5; 17/11; 9/5; 7/4; 17/10; 17/10; ; 13/8; ; 7/4
Draw; 12/5; 11/5; 11/5; 23/10; 49/20; 12/5; ; 9/4; 40/17; 11/5; 11/5; ; ; 43/20; 12/5; 9/4; 9/4; 9/4; 23/10; 40/17; 23/10; 12/5; 23/10; 23/10; ; 12/5; ; 12/5
META; english/league-1/northampton-v-rochdale; 2018-02-02 22:20:51 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Northampton; 29/20; 13/10; 23/17; 7/5; 71/50; 7/5; ; ; 23/17; 27/20; 11/8; ; 13/10; 27/20; 13/10; 11/8; 23/17; 16/11; 9/7; 23/17; 7/5; 13/10; 13/10; 23/17; ; 11/8; 11/8; 11/8
Rochdale; 21/10; 21/10; 21/10; 2; 107/50; 11/5; ; ; 37/19; 21/10; 2; ; 21/10; 43/20; 21/10; 2; 39/19; 24/13; 2; 37/19; 2; 11/5; 11/5; 39/19; ; 21/10; 9/4; 21/10
Draw; 12/5; 23/10; 11/5; 11/5; 12/5; 12/5; ; ; 40/17; 11/5; 9/4; ; 23/10; 11/5; 23/10; 9/4; 9/4; 9/4; 40/17; 40/17; 23/10; ; 23/10; 9/4; ; 11/5; 23/10; 23/10
META; english/league-1/northampton-v-rochdale; 2018-02-03 02:20:24 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Northampton; 29/20; 13/10; 13/10; 13/10; 34/25; 7/5; ; ; 23/17; 27/20; 13/10; ; 13/10; 13/10; 13/10; ; 13/10; 23/17; 9/7; 23/17; 7/5; 13/10; 13/10; 13/10; ; 5/4; 27/20; 27/20
Rochdale; 21/10; 21/10; 21/10; 21/10; 111/50; 9/4; ; ; 37/19; 21/10; 21/10; ; 21/10; 11/5; 21/10; 21/10; 39/19; 37/19; 2; 37/19; 2; 11/5; 11/5; 21/10; ; 11/5; 11/5; 11/5
Draw; 12/5; 23/10; 11/5; 9/4; 61/25; 12/5; ; ; 40/17; 11/5; 9/4; ; 23/10; 11/5; 23/10; ; 9/4; 9/4; 40/17; 40/17; 23/10; ; 23/10; 23/10; ; 23/10; ; 12/5
META; english/league-1/northampton-v-rochdale; 2018-02-03 10:20:36 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Northampton; 6/4; 6/4; ; 6/4; 157/100; 6/4; ; ; 23/18; 31/20; 6/4; ; 6/4; 33/20; 6/4; 6/4; 17/11; 23/17; 16/11; 31/21; 6/4; 6/4; 6/4; 13/10; ; 13/8; 6/4; 6/4
Rochdale; 2; 19/10; ; 15/8; 49/25; 2; ; ; 39/19; 15/8; 9/5; ; 15/8; 7/4; 15/8; 9/5; 7/4; 37/19; 11/6; 24/13; 15/8; 19/10; 19/10; 21/10; ; 9/5; 19/10; 19/10
