META; english/league-1/bury-v-blackpool; 2018-01-28 14:21:41 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Bury; 6/4; 17/10; ; ; 161/ 100; 13/8; 6/4; ; ; ; ; ; ; ; ; 8/5; ; 16/11; ; ; ; ; 8/5; 6/4; 16/11; ; 20/21; ; 
META; english/league-1/bury-v-blackpool; 2018-01-29 18:20:46 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Bury; 29/20; 7/4; 16/11; 6/4; 38/25; 29/20; 6/4; 7/5; 31/21; 29/20; 7/5; 6/4; ; ; 7/5; 6/4; 16/11; 7/5; 16/11; 11/8; 31/21; 6/4; 29/20; 7/5; 16/11; ; 20/21; 7/5; 
Blackpool; 9/5; 6/4; 19/10; 9/5; 51/25; 19/10; 15/8; 15/8; 24/13; 19/10; 15/8; 19/10; ; ; 19/10; 15/8; 9/5; 24/13; 9/5; 19/10; 24/13; 15/8; 15/8; 15/8; 24/13; ; 9/5; 9/5; 
Draw; 12/5; 23/10; 21/10; 23/10; 117/50; 23/10; 11/5; 23/10; 9/4; 21/10; 23/10; 21/10; ; ; 23/10; 9/4; 9/4; 11/5; 9/4; 9/4; 9/4; 23/10; 12/5; 9/4; 11/5; ; 19/10; 2; 
META; english/league-1/bury-v-blackpool; 2018-01-29 22:20:53 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Bury; 29/20; 13/8; 16/11; 6/4; 38/25; 29/20; 6/4; 7/5; 31/21; 29/20; 7/5; 6/4; ; 6/4; 7/5; 6/4; 16/11; ; 16/11; 11/8; 31/21; 6/4; 29/20; 7/5; 16/11; ; 10/9; 7/5; 
Blackpool; 9/5; 6/4; 19/10; 9/5; 51/25; 19/10; 9/5; 15/8; 24/13; 19/10; 15/8; 19/10; ; 39/20; 19/10; 15/8; 9/5; ; 9/5; 19/10; 24/13; 15/8; 15/8; 15/8; 24/13; ; 9/5; 9/5; 
Draw; 12/5; 5/2; 21/10; 23/10; 117/50; 23/10; 11/5; 23/10; 9/4; 21/10; 23/10; 21/10; ; 43/20; 23/10; 9/4; 9/4; ; 9/4; 9/4; 9/4; 23/10; 12/5; 9/4; 11/5; ; 19/10; 2; 
META; english/league-1/bury-v-blackpool; 2018-01-30 02:20:39 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Bury; 29/20; 13/8; 16/11; 6/4; 38/25; 29/20; 6/4; 7/5; 31/21; 29/20; 7/5; 6/4; ; 6/4; 7/5; 6/4; 16/11; ; 16/11; 11/8; 31/21; 6/4; 29/20; 7/5; 16/11; ; 10/9; 7/5; 
Blackpool; 9/5; 6/4; 19/10; 9/5; 51/25; 19/10; 9/5; 15/8; 24/13; 19/10; 15/8; 19/10; ; 39/20; 19/10; 15/8; 9/5; 24/13; 9/5; 19/10; 24/13; 15/8; 15/8; 15/8; 24/13; ; 9/5; 9/5; 
Draw; 12/5; 5/2; 21/10; 23/10; 117/50; 23/10; 11/5; 23/10; 9/4; 21/10; 23/10; 21/10; ; 43/20; 23/10; 9/4; 9/4; ; 9/4; 9/4; 9/4; 23/10; 12/5; 9/4; 11/5; ; 19/10; 2; 
META; english/league-1/bury-v-blackpool; 2018-01-30 10:20:42 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Bury; 29/20; 13/8; 16/11; 6/4; 38/25; 29/20; 6/4; 7/5; 31/21; 29/20; 7/5; 6/4; ; 6/4; 7/5; 6/4; 16/11; ; 16/11; 11/8; 31/21; 6/4; 29/20; 7/5; 16/11; ; 5/4; 7/5; 
Blackpool; 9/5; 6/4; 19/10; 9/5; 51/25; 19/10; 9/5; 15/8; 24/13; 19/10; 15/8; 19/10; ; 19/10; 19/10; 15/8; 9/5; 24/13; 9/5; 19/10; 24/13; 15/8; 15/8; 15/8; 24/13; ; 9/5; 13/8; 
Draw; 12/5; 5/2; 21/10; 23/10; 117/50; 23/10; 11/5; 23/10; 9/4; 21/10; 23/10; 21/10; ; 43/20; 23/10; 9/4; 9/4; ; 9/4; 9/4; 9/4; 23/10; 12/5; 9/4; 11/5; ; 19/10; 19/10; 
META; english/league-1/bury-v-blackpool; 2018-01-30 14:20:57 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Bury; 29/20; 13/8; 16/11; 6/4; 38/25; 29/20; 6/4; 7/5; 31/21; 29/20; 7/5; 6/4; ; 6/4; 7/5; 6/4; 16/11; ; 16/11; 11/8; 31/21; 6/4; 29/20; 7/5; 16/11; ; 11/8; 7/5; 
Blackpool; 9/5; 6/4; 19/10; 9/5; 51/25; 19/10; 9/5; 15/8; 24/13; 19/10; 15/8; 19/10; ; 19/10; 19/10; 15/8; 9/5; 24/13; 9/5; 19/10; 24/13; 15/8; 15/8; 15/8; 24/13; ; 7/4; 13/8; 
Draw; 12/5; 5/2; 21/10; 23/10; 117/50; 23/10; 11/5; 23/10; 9/4; 21/10; 23/10; 21/10; ; 43/20; 23/10; 9/4; 9/4; ; 9/4; 9/4; 9/4; 23/10; 12/5; 9/4; 11/5; ; 21/10; 19/10; 
META; english/league-1/bury-v-blackpool; 2018-01-30 18:20:51 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Bury; 29/20; 13/8; 16/11; 6/4; 38/25; 29/20; 6/4; 7/5; 31/21; 6/4; 7/5; 6/4; ; 6/4; 7/5; 6/4; 16/11; ; 16/11; 11/8; 31/21; 6/4; 29/20; 7/5; 16/11; ; 7/5; 7/5; 
Blackpool; 9/5; 6/4; 19/10; 9/5; 51/25; 19/10; 9/5; 15/8; 24/13; 19/10; 15/8; 19/10; ; 19/10; 19/10; 9/5; 9/5; 19/10; 9/5; 19/10; 24/13; 15/8; 15/8; 15/8; 19/10; ; 9/5; 9/5; 
Draw; 12/5; 5/2; 21/10; 23/10; 117/50; 23/10; 11/5; 23/10; 9/4; 11/5; 23/10; 21/10; ; 43/20; 23/10; 23/10; 9/4; ; 9/4; 9/4; 9/4; 23/10; 12/5; 9/4; 9/4; ; 21/10; 2; 
META; english/league-1/bury-v-blackpool; 2018-01-30 22:20:57 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Bury; 6/4; 13/8; 28/17; 6/4; 173/100; 8/5; 8/5; 6/4; 31/21; 33/20; 8/5; 8/5; ; 8/5; 8/5; 8/5; 16/11; 8/5; 16/11; 20/13; 31/21; 13/8; 31/20; 8/5; 8/5; ; 6/4; 6/4; 
Blackpool; 17/10; 6/4; 17/10; 9/5; 89/50; 19/10; 17/10; 9/5; 24/13; 7/4; 17/10; 7/4; ; 9/5; 7/4; 17/10; 9/5; 17/10; 9/5; 12/7; 24/13; 7/4; 17/10; 17/10; 7/4; ; 13/8; 7/4; 
Draw; 12/5; 5/2; 21/10; 23/10; 117/50; 12/5; 11/5; 9/4; 9/4; 11/5; 23/10; 9/4; ; 43/20; 11/5; 23/10; 9/4; ; 9/4; 9/4; 9/4; 9/4; 12/5; 11/5; 9/4; ; 19/10; 2; 
META; english/league-1/bury-v-blackpool; 2018-01-31 02:20:16 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Bury; 6/4; 13/8; 28/17; 6/4; 173/100; 8/5; 8/5; 6/4; 31/21; 33/20; 8/5; 8/5; ; 8/5; 8/5; 8/5; 16/11; 8/5; 16/11; 20/13; 31/21; 13/8; 31/20; 8/5; 8/5; ; 6/4; 6/4; 
Blackpool; 17/10; 6/4; 17/10; 9/5; 89/50; 19/10; 17/10; 9/5; 24/13; 7/4; 17/10; 7/4; ; 9/5; 7/4; 17/10; 9/5; 17/10; 9/5; 12/7; 24/13; 7/4; 17/10; 17/10; 7/4; ; 13/8; 13/8; 
Draw; 12/5; 5/2; 21/10; 23/10; 117/50; 12/5; 11/5; 9/4; 9/4; 11/5; 23/10; 9/4; ; 43/20; 11/5; 23/10; 9/4; ; 9/4; 9/4; 9/4; 9/4; 12/5; 11/5; 9/4; ; 19/10; 2; 
META; english/league-1/bury-v-blackpool; 2018-01-31 10:20:24 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Bury; 6/4; 7/4; 28/17; 6/4; 173/100; 13/8; 8/5; ; 31/21; 33/20; 8/5; 8/5; ; 8/5; 8/5; 8/5; 16/11; 8/5; 16/11; 20/13; 31/21; 13/8; 31/20; 8/5; 8/5; ; 6/4; 6/4; 
Blackpool; 17/10; 6/4; 17/10; 9/5; 89/50; 15/8; 17/10; ; 24/13; 7/4; 17/10; 7/4; ; 9/5; 7/4; 17/10; 9/5; 17/10; 9/5; 12/7; 24/13; 7/4; 17/10; 17/10; 7/4; ; 13/8; 13/8; 
Draw; 12/5; 23/10; 21/10; 23/10; 117/50; 23/10; 11/5; ; 9/4; 11/5; 9/4; 9/4; ; 43/20; 11/5; 23/10; 9/4; 11/5; 9/4; 9/4; 9/4; 9/4; 12/5; 11/5; 9/4; ; 19/10; 19/10; 
META; english/league-1/bury-v-blackpool; 2018-01-31 14:20:36 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Bury; 6/4; 7/4; 28/17; 6/4; 173/100; 13/8; 8/5; ; 31/21; 17/10; 8/5; 13/8; ; 33/20; 8/5; 8/5; 16/11; 8/5; 16/11; 20/13; 31/21; 13/8; 13/8; 8/5; 28/17; ; ; 6/4; 
Blackpool; 17/10; 6/4; 17/10; 9/5; 89/50; 15/8; 17/10; ; 24/13; 17/10; 17/10; 17/10; ; 7/4; 7/4; 8/5; 9/5; 17/10; 9/5; 12/7; 24/13; 7/4; 13/8; 17/10; 17/10; ; ; 13/8; 
Draw; 12/5; 23/10; 21/10; 23/10; 117/50; 23/10; 11/5; ; 9/4; 11/5; 9/4; 9/4; ; 43/20; 11/5; 9/4; 9/4; 9/4; 9/4; 9/4; 9/4; 9/4; 12/5; 11/5; 9/4; ; ; 19/10; 
META; english/league-1/bury-v-blackpool; 2018-01-31 18:21:20 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Bury; 6/4; 7/4; 28/17; 6/4; 173/100; 13/8; 8/5; ; 31/21; 17/10; 8/5; 13/8; ; 33/20; 8/5; 8/5; 16/11; 8/5; 16/11; 20/13; 31/21; 13/8; 13/8; 8/5; 28/17; ; ; 6/4; 17/10
Blackpool; 17/10; 6/4; 17/10; 9/5; 89/50; 15/8; 17/10; ; 24/13; 17/10; 17/10; 17/10; ; 7/4; 7/4; 8/5; 9/5; 17/10; 9/5; 12/7; 24/13; 7/4; 13/8; 17/10; 17/10; ; ; 17/10; 7/4
Draw; 12/5; 23/10; 21/10; 23/10; 117/50; 23/10; 11/5; ; 9/4; 11/5; 9/4; 9/4; ; 43/20; 11/5; 9/4; 9/4; 11/5; 9/4; 9/4; 9/4; 9/4; 12/5; 11/5; 9/4; ; ; 2; 23/10
META; english/league-1/bury-v-blackpool; 2018-01-31 22:20:31 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Bury; 6/4; 7/4; 28/17; 6/4; 173/100; 13/8; 8/5; 6/4; 31/21; 17/10; 8/5; 13/8; ; 33/20; 8/5; 8/5; 16/11; 8/5; 16/11; 20/13; 31/21; 13/8; 13/8; 8/5; 28/17; ; ; 6/4; 17/10
Blackpool; 17/10; 6/4; 17/10; 9/5; 89/50; 15/8; 17/10; 7/4; 24/13; 17/10; 17/10; 17/10; ; 7/4; 7/4; 8/5; 9/5; 17/10; 9/5; 12/7; 24/13; 7/4; 13/8; 17/10; 17/10; ; ; 13/8; 7/4
Draw; 12/5; 23/10; 21/10; 23/10; 117/50; 23/10; 11/5; 11/5; 9/4; 11/5; 9/4; 9/4; ; 43/20; 11/5; 9/4; 9/4; 11/5; 9/4; 9/4; 9/4; 9/4; 12/5; 11/5; 9/4; ; ; 19/10; 23/10
META; english/league-1/bury-v-blackpool; 2018-02-01 02:19:58 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Bury; 6/4; 7/4; 28/17; 6/4; 173/100; 13/8; 8/5; 6/4; 31/21; 17/10; 8/5; 13/8; ; 33/20; 8/5; 8/5; 8/5; 16/11; 11/7; 31/21; 13/8; 17/10; 8/5; 28/17; ; ; 6/4; 17/10
Blackpool; 17/10; 6/4; 17/10; 9/5; 89/50; 15/8; 17/10; 7/4; 24/13; 17/10; 17/10; 17/10; ; 7/4; 7/4; 8/5; 17/10; 9/5; 28/17; 24/13; 7/4; 17/10; 17/10; 17/10; ; ; 13/8; 7/4
Draw; 12/5; 23/10; 21/10; 23/10; 117/50; 23/10; 11/5; 11/5; 9/4; 11/5; 9/4; 9/4; ; 43/20; 11/5; 9/4; 11/5; 9/4; 9/4; 9/4; 9/4; 23/10; 11/5; 9/4; ; ; 19/10; 23/10
META; english/league-1/bury-v-blackpool; 2018-02-01 10:20:09 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Bury; 6/4; 7/4; 28/17; 6/4; 173/100; 13/8; 8/5; 6/4; 31/21; 17/10; 8/5; 13/8; ; 33/20; 8/5; 8/5; 8/5; 16/11; 11/7; 31/21; 13/8; 17/10; 8/5; 8/5; ; ; 6/4; 17/10
Blackpool; 17/10; 6/4; 17/10; 9/5; 179/100; 15/8; 17/10; 7/4; 24/13; 17/10; 17/10; 17/10; ; 7/4; 7/4; 8/5; 17/10; 9/5; 28/17; 24/13; 7/4; 17/10; 17/10; 7/4; ; ; 17/10; 7/4
Draw; 12/5; 23/10; 21/10; 23/10; 58/25; 23/10; 11/5; 11/5; 9/4; 11/5; 9/4; 9/4; ; 43/20; 11/5; 9/4; 11/5; 9/4; 9/4; 9/4; 9/4; 23/10; 11/5; 9/4; ; ; 19/10; 23/10
META; english/league-1/bury-v-blackpool; 2018-02-01 14:20:42 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Blackpool; 29/20; 6/4; 17/11; 6/4; 33/20; 13/8; 6/4; 8/5; 17/11; 8/5; 6/4; ; ; 31/20; 8/5; 6/4; 6/4; 17/11; 53/35; 17/11; 8/5; 6/4; 8/5; 17/11; ; ; 6/4; 13/8
Bury; 7/4; 7/4; 9/5; 15/8; 37/20; 7/4; 7/4; 17/10; 7/4; 9/5; 7/4; ; ; 37/20; 7/4; 7/4; 9/5; 17/10; 31/18; 7/4; 9/5; 9/5; 9/5; 9/5; ; ; 17/10; 9/5
Draw; 12/5; 23/10; 21/10; 11/5; 59/25; 23/10; 11/5; 9/4; 9/4; 11/5; 9/4; ; ; 43/20; 11/5; 9/4; 11/5; 9/4; 23/10; 9/4; 23/10; 12/5; 11/5; 9/4; ; ; 21/10; 23/10
META; english/league-1/bury-v-blackpool; 2018-02-01 18:20:05 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Blackpool; 29/20; 6/4; 17/11; 6/4; 163/100; 31/20; 6/4; 6/4; 17/11; 8/5; 6/4; ; ; 31/20; 8/5; 6/4; 6/4; 17/11; 53/35; 17/11; 8/5; 31/20; 8/5; 17/11; ; ; 6/4; 6/4
Bury; 7/4; 7/4; 9/5; 15/8; 91/50; 7/4; 7/4; 17/10; 7/4; 9/5; 7/4; ; ; 37/20; 7/4; 7/4; 7/4; 17/10; 31/18; 7/4; 9/5; 7/4; 9/5; 9/5; ; ; 17/10; 9/5
Draw; 12/5; 23/10; 11/5; 11/5; 61/25; 12/5; 9/4; 12/5; 9/4; 11/5; 23/10; ; ; 43/20; 11/5; 9/4; 23/10; 9/4; 23/10; 9/4; 23/10; 12/5; 11/5; 23/10; ; ; 11/5; 12/5
META; english/league-1/bury-v-blackpool; 2018-02-01 22:20:01 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Blackpool; 29/20; 6/4; 17/11; 6/4; 39/25; 8/5; ; 6/4; 17/11; 31/20; 6/4; ; ; 31/20; 6/4; 6/4; 16/11; 8/5; 53/35; 17/11; 6/4; 6/4; 6/4; 6/4; ; ; 7/5; 6/4
Bury; 7/4; 7/4; 9/5; 15/8; 19/10; 9/5; ; 7/4; 7/4; 9/5; 9/5; ; ; 37/20; 9/5; 7/4; 9/5; 17/10; 31/18; 7/4; 15/8; 9/5; 15/8; 24/13; ; ; 9/5; 19/10
Draw; 12/5; 23/10; 11/5; 11/5; 61/25; 23/10; ; 9/4; 9/4; 11/5; 9/4; ; ; 43/20; 23/10; 9/4; 23/10; 11/5; 23/10; 9/4; 23/10; 12/5; 23/10; 23/10; ; ; 11/5; 12/5
META; english/league-1/bury-v-blackpool; 2018-02-02 02:19:59 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Blackpool; 29/20; 6/4; 6/4; 6/4; 77/50; 31/20; ; 6/4; 10/7; 31/20; 29/20; ; ; 6/4; 6/4; 7/5; 16/11; 8/5; 53/35; 10/7; 6/4; 29/20; 6/4; 16/11; ; ; 7/5; 6/4
Bury; 7/4; 7/4; 28/15; 15/8; 48/25; 9/5; ; 9/5; 24/13; 15/8; 9/5; ; ; 15/8; 9/5; 9/5; 9/5; 17/10; 31/18; 24/13; 15/8; 15/8; 15/8; 24/13; ; ; 9/5; 19/10
Draw; 12/5; 23/10; 21/10; 11/5; 123/50; 23/10; ; 9/4; 40/17; 11/5; 23/10; ; ; 43/20; 23/10; 9/4; 23/10; 11/5; 23/10; 40/17; 23/10; 12/5; 23/10; 23/10; ; ; 11/5; 12/5
META; english/league-1/bury-v-blackpool; 2018-02-02 10:20:08 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Blackpool; 8/5; 6/4; 6/4; 6/4; 77/50; 13/8; ; 6/4; 10/7; 31/20; 6/4; ; ; 6/4; 6/4; 6/4; 16/11; 6/4; 53/35; 10/7; 6/4; 29/20; 6/4; 6/4; ; ; 7/5; 6/4
Bury; 19/10; 7/4; 28/15; 15/8; 193/100; 15/8; ; 9/5; 24/13; 15/8; 9/5; ; ; 15/8; 9/5; 9/5; 24/13; 9/5; 31/18; 24/13; 15/8; 15/8; 15/8; 24/13; ; ; 9/5; 19/10
Draw; 12/5; 23/10; 21/10; 11/5; 61/25; 12/5; ; 9/4; 40/17; 11/5; 9/4; ; ; 43/20; 23/10; 11/5; 9/4; 11/5; 23/10; 40/17; 23/10; 12/5; 23/10; 23/10; ; ; 11/5; 12/5
META; english/league-1/bury-v-blackpool; 2018-02-02 14:20:57 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Blackpool; 8/5; 6/4; 6/4; 6/4; 77/50; 13/8; ; 6/4; 10/7; 31/20; ; ; ; 6/4; 6/4; 6/4; ; 6/4; 53/35; 10/7; 6/4; 6/4; 6/4; 6/4; ; ; 6/4; 6/4
Bury; 19/10; 7/4; 28/15; 19/10; 49/25; 15/8; ; 9/5; 24/13; 15/8; ; ; ; 15/8; 9/5; 9/5; ; 9/5; 31/18; 24/13; 15/8; 19/10; 15/8; 24/13; ; ; 19/10; 19/10
Draw; 12/5; 23/10; 21/10; 11/5; 12/5; 12/5; ; 9/4; 40/17; 11/5; 9/4; ; ; 43/20; 23/10; 11/5; ; 11/5; 23/10; 40/17; 23/10; 12/5; 23/10; 9/4; ; ; 23/10; 23/10
META; english/league-1/bury-v-blackpool; 2018-02-02 22:20:43 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Blackpool; 8/5; 6/4; 6/4; 6/4; 6/4; 13/8; ; 6/4; 10/7; 31/20; ; ; 6/4; 6/4; 6/4; 6/4; 16/11; 6/4; 19/13; 10/7; 6/4; 6/4; 6/4; 16/11; ; ; 6/4; 7/5
Bury; 19/10; 7/4; 28/15; 19/10; 101/50; 15/8; ; 9/5; 24/13; 15/8; ; ; 15/8; 15/8; 9/5; 9/5; 24/13; 9/5; 30/17; 24/13; 15/8; 15/8; 15/8; 19/10; ; ; 19/10; 2
Draw; 12/5; 23/10; 21/10; 11/5; 12/5; 12/5; ; 9/4; 40/17; 11/5; 9/4; ; 9/4; 43/20; 23/10; 9/4; 9/4; 11/5; 40/17; 40/17; 23/10; 12/5; 23/10; 9/4; ; ; 12/5; 23/10
META; english/league-1/bury-v-blackpool; 2018-02-03 02:20:17 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Blackpool; 8/5; 6/4; 6/4; 6/4; 6/4; 31/20; ; 7/5; 10/7; 6/4; 29/20; ; 6/4; 6/4; 6/4; 7/5; 16/11; 6/4; 19/13; 10/7; 6/4; 6/4; 6/4; 16/11; ; ; 6/4; 7/5
Bury; 19/10; 7/4; 28/15; 19/10; 101/50; 2; ; 15/8; 24/13; 19/10; 15/8; ; 15/8; 15/8; 9/5; 15/8; 24/13; 9/5; 30/17; 24/13; 15/8; 19/10; 15/8; 19/10; ; ; 9/5; 2
Draw; 12/5; 23/10; 21/10; 11/5; 12/5; 12/5; ; 23/10; 40/17; 11/5; 9/4; ; 9/4; 43/20; 23/10; 9/4; 9/4; 11/5; 40/17; 40/17; 23/10; 12/5; 23/10; 9/4; ; ; 23/10; 23/10
META; english/league-1/bury-v-blackpool; 2018-02-03 10:20:28 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Blackpool; 8/5; 6/4; 6/4; 6/4; 153/100; 31/20; ; 7/5; 10/7; 31/20; 29/20; ; 6/4; 31/20; 7/5; 7/5; 16/11; 17/11; 22/15; 10/7; 6/4; 6/4; 6/4; 16/11; ; ; 6/4; 6/4
Bury; 19/10; 7/4; 19/10; 19/10; 41/20; 2; ; 15/8; 24/13; 19/10; 15/8; ; 15/8; 19/10; 2; 15/8; 19/10; 9/5; 28/15; 37/19; 2; 19/10; 2; 19/10; ; ; 19/10; 2
Draw; 12/5; 23/10; 21/10; 11/5; 23/10; 23/10; ; 11/5; 40/17; 21/10; 11/5; ; 11/5; 41/20; 11/5; 11/5; 28/13; 21/10; 28/13; 11/5; 11/5; 12/5; 21/10; 9/4; ; ; 23/10; 9/4
META; english/league-1/bury-v-blackpool; 2018-02-03 14:21:23 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Blackpool; 8/5; 6/4; 6/4; 6/4; 77/50; 31/20; ; 7/5; 31/21; 6/4; 6/4; ; 6/4; 29/20; 7/5; 6/4; 16/11; 17/11; 7/5; 31/21; 6/4; 6/4; 6/4; 16/11; ; ; 6/4; 6/4
Bury; 19/10; 7/4; 2; 19/10; 2; 2; ; 15/8; 15/8; 2; 19/10; ; 2; 41/20; 21/10; 19/10; 19/10; 9/5; 37/19; 15/8; 2; 2; 2; 19/10; ; ; 19/10; 15/8
Draw; 12/5; 23/10; 21/10; 11/5; 117/50; 23/10; ; 11/5; ; 21/10; 11/5; ; 21/10; 21/10; 21/10; 21/10; 28/13; 21/10; 11/5; 11/5; 11/5; 23/10; 21/10; 9/4; ; ; 12/5; 23/10
META; english/league-1/bury-v-blackpool; 2018-02-03 18:20:32 GMT+2; 2018-02-03 15:00; In Play; Xlenovo
