META; english/league-1/doncaster-v-bury; 2018-02-25 14:20:22 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Doncaster; 10/11; 5/6; ; ; 49/50; ; 20/23; 4/5; ; ; 9/10; ; ; ; 5/6; 10/11; ; ; ; ; 9/10; 20/23; 17/20; ; ; 8/15; ; 
Draw; 5/2; 5/2; ; ; 129/50; ; 12/5; 12/5; ; ; 5/2; ; ; ; 13/5; 5/2; ; ; ; ; 13/5; 5/2; 5/2; ; ; 2; ; 
Bury; 3; 10/3; ; ; 63/20; ; 3; 3; ; ; 16/5; ; ; ; 16/5; 3; ; ; ; ; 3; 17/5; 3; ; ; 7/4; ; 
META; english/league-1/doncaster-v-bury; 2018-02-25 18:20:21 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Doncaster; 5/6; 5/6; 10/11; ; 89/100; ; 17/20; 4/5; ; 10/11; 17/20; ; 19/20; ; 5/6; 17/20; 13/15; ; ; ; 9/10; 20/23; 17/20; 13/15; ; 5/6; ; 
Draw; 13/5; 5/2; 9/4; ; 11/4; ; 5/2; 12/5; ; 9/4; 13/5; ; 12/5; ; 13/5; 5/2; 40/17; ; ; ; 5/2; 5/2; 49/20; 12/5; ; 19/10; ; 
Bury; 16/5; 10/3; 13/4; ; 67/20; ; 16/5; 3; ; 16/5; 16/5; ; 3; ; 16/5; 16/5; 56/19; ; ; ; 100/30; 33/10; 16/5; 3; ; 27/10; ; 
META; english/league-1/doncaster-v-bury; 2018-02-25 22:20:21 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Doncaster; 21/20; 5/6; 11/10; ; 28/25; ; 11/10; 10/11; ; 11/10; 21/20; ; 19/20; ; 11/10; 1; 11/10; ; 13/12; ; 11/10; 11/10; 11/10; 11/10; ; 1/4; ; 
Draw; 12/5; 5/2; 11/5; ; 62/25; ; 23/10; 11/5; ; 21/10; 12/5; ; 12/5; ; 23/10; 12/5; 11/5; ; 9/4; ; 23/10; 12/5; 9/4; 9/4; ; 19/10; ; 
Bury; 13/5; 10/3; 13/5; ; 11/4; ; 5/2; 13/5; ; 5/2; 13/5; ; 3; ; 5/2; 11/4; 40/17; ; 11/5; ; 13/5; 13/5; 5/2; 40/17; ; 2/5; ; 
META; english/league-1/doncaster-v-bury; 2018-02-26 02:19:57 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Doncaster; 21/20; 1; 11/10; ; 28/25; ; 11/10; 10/11; ; 11/10; 21/20; 23/20; 19/20; ; 11/10; 11/10; 11/10; ; 13/12; ; 11/10; 11/10; 11/10; 11/10; ; 10/11; ; 
Draw; 12/5; 12/5; 11/5; ; 62/25; ; 23/10; 11/5; ; 21/10; 12/5; 11/5; 12/5; ; 23/10; 23/10; 11/5; ; 9/4; ; 23/10; 12/5; 9/4; 9/4; ; 19/10; ; 
Bury; 13/5; 11/4; 13/5; ; 11/4; ; 5/2; 13/5; ; 5/2; 13/5; 13/5; 3; ; 5/2; 13/5; 40/17; ; 11/5; ; 13/5; 13/5; 5/2; 40/17; ; 9/5; ; 
META; english/league-1/doncaster-v-bury; 2018-02-26 10:19:58 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Doncaster; 21/20; 1; 11/10; 23/20; 28/25; ; 11/10; 1; 13/12; 11/10; 21/20; 23/20; 19/20; ; 11/10; 11/10; 21/20; 1; 13/12; 13/12; 11/10; 11/10; 11/10; 11/10; ; 10/11; ; 
Draw; 12/5; 12/5; 11/5; 9/4; 62/25; ; 23/10; 11/5; 27/11; 21/10; 12/5; 11/5; 12/5; ; 23/10; 23/10; 9/4; 12/5; 9/4; 27/11; 23/10; 12/5; 9/4; 9/4; ; 19/10; ; 
Bury; 13/5; 11/4; 13/5; 5/2; 11/4; ; 5/2; 5/2; 27/11; 5/2; 13/5; 13/5; 3; ; 5/2; 13/5; 40/17; 13/5; 11/5; 27/11; 13/5; 13/5; 5/2; 12/5; ; 19/10; ; 
META; english/league-1/doncaster-v-bury; 2018-02-26 14:20:36 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Doncaster; 6/5; 21/20; 6/5; 23/20; 61/50; ; 6/5; 1; 13/11; 6/5; 6/5; 6/5; 19/20; ; 6/5; 11/10; 6/5; 1; 22/19; 13/11; 6/5; 23/20; 6/5; ; 10/11; ; 
Bury; 23/10; 12/5; 23/10; 23/10; 64/25; 5/2; 23/10; 12/5; 27/11; 23/10; 12/5; 23/10; 13/5; 12/5; 23/10; 12/5; 23/10; 13/5; 39/19; 27/11; 12/5; 47/20; 23/10; ; 9/4; 2; 
META; english/league-1/doncaster-v-bury; 2018-02-27 18:20:30 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Doncaster; 6/5; 6/5; 6/5; 5/4; 61/50; 6/5; 6/5; 11/10; 8/7; 6/5; 6/5; 6/5; 1; 5/4; 6/5; 6/5; 15/13; 1; 22/19; 8/7; 6/5; 23/20; 15/13; ; 11/10; 23/20; 
Draw; 23/10; 9/4; 11/5; 11/5; 12/5; 23/10; 11/5; 11/5; 23/10; 11/5; 23/10; 9/4; 23/10; 43/20; 23/10; 9/4; 11/5; 12/5; 9/4; 23/10; 23/10; 9/4; 9/4; ; 2; 21/10; 
Bury; 23/10; 12/5; 12/5; 23/10; 64/25; 5/2; 23/10; 12/5; 27/11; 12/5; 12/5; 23/10; 13/5; 12/5; 23/10; 12/5; 40/17; 13/5; 39/19; 27/11; 12/5; 47/20; 40/17; ; 23/10; 2; 
META; english/league-1/doncaster-v-bury; 2018-03-02 17:44:30 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Doncaster; 7/5; 7/5; 7/5; 7/5; 13/10; 4/3; 29/20; 13/10; 7/5; 5/4; 7/5; 4/3; 7/5; 11/8; 27/20
Bury; 2; 9/4; 19/10; 21/10; 37/19; 2; 21/10; 24/13; 21/10; 37/19; 37/19; 19/10; 2; 21/10; 
Draw; 21/10; 11/5; 12/5; 9/4; 9/4; 12/5; 11/5; 23/10; 40/17; 9/4; 28/13; 12/5; 40/17; 11/5; 9/4
META; english/league-1/doncaster-v-bury; 2018-03-02 22:22:07 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Doncaster; 7/5; 7/5; 7/5; 13/10; 4/3; 5/4; 4/3
Bury; 2; 9/4; 19/10; 21/10; 37/19; 21/10; 37/19
Draw; 11/5; 12/5; 23/10; 9/4; 12/5; 9/4; 12/5
META; english/league-1/doncaster-v-bury; 2018-03-03 02:21:49 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Doncaster; 7/5; 7/5; 13/10; 4/3; 5/4; 4/3
Bury; 9/4; 19/10; 21/10; 37/19; 21/10; 37/19
Draw; 12/5; 23/10; 9/4; 12/5; 9/4; 12/5
META; english/league-1/doncaster-v-bury; 2018-03-03 10:22:24 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Doncaster; 7/5; 7/5; 13/10; 4/3; 5/4; 4/3
Bury; 9/4; 19/10; 21/10; 37/19; 21/10; 37/19
Draw; 12/5; 23/10; 9/4; 12/5; 9/4; 12/5
META; english/league-1/doncaster-v-bury; 2018-04-14 22:19:52 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Doncaster; 8/15; 2/3; 8/15; 1/2; 8/15; 4/7; 8/15; 4/11; 4/6
Draw; 31/10; 13/5; 14/5; 3; 16/5; 3; 16/5; 21/10; 13/5
Bury; 5; 9/2; 5; 5; 21/4; 7/2; 7/2; ; 
META; english/league-1/doncaster-v-bury; 2018-04-15 02:20:11 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Doncaster; 8/15; 2/3; 8/15; 1/2; 8/15; 8/13; 4/7; 8/15; 11/20; 8/15; 1/3; 4/6
Draw; 31/10; 13/5; 14/5; 3; 16/5; 14/5; 3; 31/10; 16/5; 31/10; 19/10; 13/5
Bury; 5; 9/2; 5; 9/2; 5; 5; 96/19; 7/2; 7/2; ; ; 
META; english/league-1/doncaster-v-bury; 2018-04-15 10:20:12 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Doncaster; 1/2; 2/3; 8/15; 8/15; 1/2; 6/11; 8/15; 8/15; 8/15; 11/20; 4/7; 8/15; 6/11; 8/15; 8/15; 1/8; 8/13
Draw; 3; 13/5; 3; 11/4; 56/19; 3; 16/5; 14/5; 3; 3; 56/19; 16/5; 58/19; 19/10; 5/2; ; 
Bury; 6; 5; 9/2; 5; 19/4; 11/2; 5; 11/2; 5; 67/13; 19/4; 21/4; 26/5; 5/4; 7/2; ; 
META; english/league-1/doncaster-v-bury; 2018-04-15 14:20:52 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Doncaster; 1/2; 8/13; 8/15; 8/15; 59/100; 4/9; 6/11; 8/15; 1/2; 11/20; 11/20; 11/20; 8/15; 8/15; 1/2; 1/2; 6/11; 11/20; 8/15; 4/11; 1/2; 4/7
Draw; 3; 13/5; 3; 29/10; 3; 56/19; 3; 3; 3; 14/5; 56/19; 29/10; 41/13; 56/19; 31/10; 3; 12/5; 13/5; ; ; ; 
Bury; 6; 5; 9/2; 61/10; 11/2; 19/4; 11/2; 6; 5; 11/2; 51/10; 6; 47/10; 19/4; 21/4; 21/4; 4; 28/5; ; ; ; 
META; english/league-1/doncaster-v-bury; 2018-04-15 18:20:27 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Doncaster; 1/2; 4/7; 8/15; 8/15; 59/100; 1/2; 4/9; 6/11; 8/15; 1/2; 11/20; 4/6; 4/7; 11/20; 8/15; 8/15; 1/2; 1/2; 6/11; 11/20; 8/15; 4/9; 1/2; 8/15
Draw; 3; 3; 29/10; 10/3; 3; 56/19; 3; 16/5; 3; 14/5; 3; 3; 56/19; 29/10; 41/13; 56/19; 16/5; 3; 14/5; 12/5; 13/5; ; ; 
Bury; 6; 19/4; 5; 9/2; 61/10; 6; 11/2; 19/4; 11/2; 11/2; 5; 5; 11/2; 51/10; 6; 47/10; 19/4; 5; 67/13; 26/5; 5; 28/5; ; 
META; english/league-1/doncaster-v-bury; 2018-04-15 22:20:36 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Doncaster; 1/2; 4/7; 8/15; 8/15; 59/100; 11/20; 1/2; 6/11; 8/15; 8/15; 11/20; 4/6; 4/7; 11/20; 8/15; 8/15; 1/2; 11/21; 6/11; 11/20; 8/15; 1/2; 1/2; 1/2; 8/15
Draw; 3; 3; 29/10; 31/10; 3; 56/19; 3; 3; 14/5; 3; 3; 56/19; 29/10; 31/10; 56/19; 31/10; 3; 14/5; 14/5; 12/5; 14/5; ; ; ; 
Bury; 6; 19/4; 5; 9/2; 61/10; 6; 11/2; 19/4; 5; 11/2; 5; 5; 11/2; 51/10; 6; 9/2; 19/4; 21/4; 67/13; 5; 26/5; 5; 29/5; ; 
META; english/league-1/doncaster-v-bury; 2018-04-16 02:20:20 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Doncaster; 1/2; 4/7; 8/15; 8/15; 14/25; 11/20; 1/2; 6/11; 8/15; 8/15; 11/20; 4/6; 4/7; 11/20; 8/15; 18/35; 1/2; 11/21; 6/11; 11/20; 8/15; 1/2; 1/2; 4/9; 8/15; 8/15
Draw; 3; 3; 13/4; 31/10; 3; 56/19; 3; 3; 14/5; 3; 3; 58/19; 29/10; 31/10; 56/19; 31/10; 58/19; 3; 9/4; 3; ; ; ; ; ; 
Bury; 6; 19/4; 5; 9/2; 57/10; 6; 11/2; 19/4; 11/2; 11/2; 5; 5; 11/2; 21/4; 6; 9/2; 19/4; 21/4; 53/10; 5; 26/5; 23/5; 28/5; 28/5; ; 
META; english/league-1/doncaster-v-bury; 2018-04-16 10:20:21 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Doncaster; 4/7; 4/7; 8/15; 8/15; 14/25; 11/20; 1/2; 6/11; 8/15; 8/15; 11/20; 8/13; 4/7; 11/20; 4/7; 8/15; 1/2; 11/21; 6/11; 11/20; 8/15; 1/2; 1/2; 1/2; 8/15; 8/15
Draw; 16/5; 3; 3; 13/4; 31/10; 3; 56/19; 3; 3; 14/5; 3; 3; 58/19; 29/10; 31/10; 56/19; 16/5; 58/19; 3; 12/5; 3; ; ; ; ; 
Bury; 11/2; 19/4; 5; 9/2; 57/10; 6; 11/2; 19/4; 11/2; 11/2; 5; 5; 5; 26/5; 6; 9/2; 19/4; 5; 21/4; 5; 26/5; 5; 28/5; 28/5; ; 
META; english/league-1/doncaster-v-bury; 2018-04-16 14:20:56 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Doncaster; 4/7; 4/7; 8/15; 4/7; 14/25; 11/20; 1/2; 1/2; 8/15; 8/15; 11/20; 4/7; 11/20; 4/7; 4/7; 18/35; 1/2; 8/15; 1/2; 11/20; 8/15; 1/2; 8/15; 1/2; 4/9; 8/15
Draw; 16/5; 3; 16/5; 13/4; 16/5; 3; 31/10; 3; 3; 14/5; 3; 3; 58/19; 29/10; 16/5; 31/10; 16/5; 31/10; 3; 14/5; 12/5; 3; ; ; ; 
Bury; 11/2; 19/4; 5; 9/2; 57/10; 11/2; 11/2; 21/4; 11/2; 11/2; 5; 9/2; 5; 11/2; 5; 21/4; 6; 23/5; 21/4; 5; 53/10; 5; 5; 28/5; 28/5; 
META; english/league-1/doncaster-v-bury; 2018-04-16 18:21:10 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Doncaster; 4/7; 4/7; 8/15; 4/7; 14/25; 11/20; 1/2; 1/2; 1/2; 8/15; 8/15; 11/20; 4/7; 4/7; 4/7; 4/7; 18/35; 1/2; 4/7; 1/2; 4/7; 8/15; 1/2; 1/2; 4/9; 4/9; 8/15
Draw; 16/5; 3; 16/5; 13/4; 16/5; 3; 31/10; 3; 3; 14/5; 31/10; 3; 58/19; 29/10; 41/13; 31/10; 16/5; 31/10; 3; 3; 14/5; ; ; ; ; ; 
Bury; 11/2; 19/4; 5; 9/2; 57/10; 11/2; 11/2; 11/2; 21/4; 5; 11/2; 5; 9/2; 11/2; 11/2; 5; 21/4; 6; 21/5; 21/4; 5; 53/10; 5; 26/5; 5; 28/5; 4
META; english/league-1/doncaster-v-bury; 2018-04-16 22:21:08 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Doncaster; 11/20; 4/7; 8/15; 11/20; 14/25; 11/20; 8/15; 1/2; 1/2; 8/15; 8/15; 11/20; 4/7; 4/7; 4/7; 8/15; 18/35; 8/15; 8/15; 1/2; 11/20; 18/35; 1/2; 8/15; 4/9; 4/9; 8/15
Draw; 16/5; 3; 16/5; 13/4; 16/5; 3; 31/10; 3; 3; 14/5; 16/5; 3; 58/19; 3; 41/13; 31/10; 16/5; 31/10; 3; 3; 3; ; ; ; ; ; 
Bury; 6; 19/4; 11/2; 9/2; 57/10; 11/2; 11/2; 11/2; 21/4; 11/2; 11/2; 5; 9/2; 11/2; 11/2; 11/2; 53/10; 5; 23/5; 21/4; 11/2; 91/17; 5; 26/5; 5; 28/5; 27/5
META; english/league-1/doncaster-v-bury; 2018-04-17 02:21:01 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Doncaster; 11/20; 4/7; 8/15; 11/20; 14/25; 11/20; 8/15; 1/2; 1/2; 8/15; 8/15; 11/20; 4/7; 4/7; 4/7; 8/15; 18/35; 8/15; 8/15; 1/2; 8/15; 18/35; 1/2; 1/2; 8/15; 4/9; 8/15
Draw; 10/3; 3; 16/5; 13/4; 16/5; 3; 31/10; 3; 3; 14/5; 16/5; 3; 31/10; 3; 41/13; 31/10; 10/3; 31/10; 3; 3; 3; ; ; ; ; ; 
Bury; 11/2; 19/4; 11/2; 9/2; 57/10; 11/2; 11/2; 11/2; 21/4; 11/2; 11/2; 5; 9/2; 11/2; 11/2; 5; 21/4; 5; 23/5; 21/4; 21/4; 53/10; 11/2; 26/5; 27/5; 28/5; 29/5
META; english/league-1/doncaster-v-bury; 2018-04-17 10:21:02 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Doncaster; 8/15; 8/15; 8/15; 1/2; 27/50; 11/20; 1/2; 1/2; 11/21; 8/15; 8/15; 8/15; 8/15; 4/7; 4/7; 1/2; 1/2; 8/15; 8/15; 11/21; 8/15; 1/2; 1/2; 8/15; 8/15; 4/9; 8/15
Draw; 10/3; 3; 16/5; 67/20; 16/5; 3; 29/10; 3; 3; 16/5; 16/5; 3; 31/10; 3; 16/5; 29/10; 10/3; 31/10; 3; 10/3; 3; 10/3; ; ; ; ; 
Bury; 6; 11/2; 11/2; 29/5; 11/2; 11/2; 11/2; 23/4; 11/2; 11/2; 5; 11/2; 5; 11/2; 60/11; 5; 23/5; 23/4; 21/4; 11/2; 11/2; 26/5; 28/5; 27/5; ; ; 
META; english/league-1/doncaster-v-bury; 2018-04-17 14:21:12 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Doncaster; 8/15; 8/15; 8/15; 1/2; 27/50; 11/20; 8/15; 1/2; 1/2; 8/15; 8/15; 11/20; 8/15; 4/7; 4/7; 8/15; 18/35; 8/15; 8/15; 1/2; 11/20; 8/15; 8/15; 8/15; 4/7; 8/15; 4/7
Draw; 10/3; 29/10; 29/10; 16/5; 31/10; 10/3; 3; 16/5; 31/10; 3; 3; 31/10; 16/5; 3; 3; 41/13; 31/10; 33/10; 58/19; 3; 10/3; 3; ; ; ; ; 
Bury; 6; 11/2; 11/2; 57/10; 11/2; 11/2; 5; 27/5; 11/2; 11/2; 5; 11/2; 5; 11/2; 53/10; 5; 9/2; 27/5; 21/4; 91/17; 11/2; 11/2; 28/5; 28/5; 24/5; ; 
META; english/league-1/doncaster-v-bury; 2018-04-17 18:21:14 GMT+3; 2018-04-17 19:45; Nothing; Xlenovo
Doncaster; 8/15; 8/15; 8/15; 1/2; 8/15; 11/20; 8/15; 1/2; 1/2; 8/15; 8/15; 8/15; 8/15; 11/20; 4/7; 1/2; 18/35; 8/15; 11/21; 1/2; 8/15; 8/15; 8/15; 8/15; 8/15; 8/15; 8/15
Draw; 10/3; 3; 16/5; 16/5; 10/3; 16/5; 16/5; 31/10; 3; 3; 31/10; 3; 58/19; 3; 16/5; 31/10; 10/3; 58/19; 3; 10/3; 3; 10/3; ; ; ; ; 
Bury; 6; 11/2; 11/2; 28/5; 11/2; 11/2; 5; 27/5; 11/2; 11/2; 5; 11/2; 6; 11/2; 11/2; 53/10; 5; 23/5; 27/5; 21/4; 91/17; 5; 28/5; 29/5; 29/5; 29/5; 
META; english/league-1/doncaster-v-bury; 2018-04-17 22:21:21 GMT+3; 2018-04-17 19:45; In Play; Xlenovo
