META; english/league-1/wigan-v-gillingham; 2018-01-28 14:22:10 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Wigan; 2/5; 4/11; ; ; 23/50; 2/5; 4/11; ; ; ; ; ; ; ; ; 2/5; ; 7/19; ; ; ; ; 2/5; 4/11; 7/19; ; 1/4; ; 
Draw; 15/4; 7/2; 18/5; 15/4; 79/20; 15/4; 15/4; ; 57/17; 18/5; 18/5; 7/2; ; ; 7/2; 15/4; 7/2; 37/10; 7/2; 62/17; 57/17; 19/5; 15/4; 7/2; 37/10; ; 2; ; 
Gillingham; 15/2; 8; 8; 15/2; 41/5; 17/2; 8; ; 15/2; 8; 8; 8; ; ; 7; 8; 27/4; 15/2; 27/4; 69/10; 15/2; 15/2; 17/2; 8; 15/2; ; 36/5; ; 
META; english/league-1/wigan-v-gillingham; 2018-01-29 18:21:12 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Wigan; 4/11; 4/11; 4/11; 4/11; 2/5; 4/11; 7/20; 1/3; 2/5; 4/11; 4/11; 4/11; ; ; 2/5; 4/11; 2/5; 10/29; 2/5; 7/19; 2/5; 2/5; 4/11; 4/11; 10/29; ; 1/3; 1/3; 
Draw; 15/4; 18/5; 18/5; 15/4; 79/20; 15/4; 15/4; 7/2; 57/17; 18/5; 18/5; 7/2; ; ; 7/2; 15/4; 7/2; 37/10; 7/2; 62/17; 57/17; 19/5; 15/4; 7/2; 37/10; ; 10/3; 10/3; 
Gillingham; 15/2; 8; 8; 15/2; 41/5; 17/2; 8; 8; 15/2; 8; 8; 8; ; ; 7; 8; 27/4; 15/2; 27/4; 69/10; 15/2; 15/2; 17/2; 8; 15/2; ; 38/5; 38/5; 
META; english/league-1/wigan-v-gillingham; 2018-01-29 22:21:22 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Wigan; 4/11; 4/11; 4/11; 4/11; 2/5; 4/11; 7/20; 1/3; 2/5; 4/11; 4/11; 4/11; ; 4/11; 2/5; 4/11; 2/5; 10/29; 2/5; 7/19; 2/5; 2/5; 4/11; 4/11; 10/29; ; 1/3; 1/3; 
Draw; 15/4; 18/5; 18/5; 15/4; 79/20; 15/4; 15/4; 7/2; 57/17; 18/5; 18/5; 7/2; ; 37/10; 7/2; 15/4; 7/2; 37/10; 7/2; 62/17; 57/17; 19/5; 15/4; 7/2; 37/10; ; 10/3; 10/3; 
Gillingham; 15/2; 8; 8; 15/2; 41/5; 17/2; 8; 8; 15/2; 8; 8; 8; ; 8; 7; 8; 27/4; 15/2; 27/4; 69/10; 15/2; 15/2; 17/2; 8; 15/2; ; 38/5; 38/5; 
META; english/league-1/wigan-v-gillingham; 2018-01-30 02:21:04 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Wigan; 4/11; 4/11; 4/11; 4/11; 2/5; 4/11; 7/20; 1/3; 2/5; 4/11; 4/11; 4/11; ; 4/11; 2/5; 4/11; 2/5; 10/29; 2/5; 7/19; 2/5; 2/5; 4/11; 4/11; 10/29; ; 1/3; 1/3; 
Draw; 15/4; 18/5; 18/5; 15/4; 79/20; 15/4; 15/4; 7/2; 57/17; 18/5; 18/5; 7/2; ; 37/10; 7/2; 15/4; 7/2; 37/10; 7/2; 62/17; 57/17; 19/5; 15/4; 7/2; 37/10; ; 7/2; 10/3; 
Gillingham; 15/2; 8; 8; 15/2; 41/5; 17/2; 8; 8; 15/2; 8; 15/2; 8; ; 8; 7; 8; 27/4; 15/2; 27/4; 69/10; 15/2; 15/2; 17/2; 8; 15/2; ; 38/5; 38/5; 
META; english/league-1/wigan-v-gillingham; 2018-01-30 10:21:06 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Wigan; 4/11; 4/11; 4/11; 4/11; 2/5; 4/11; 7/20; 1/3; 2/5; 4/11; 4/11; 4/11; ; 4/11; 2/5; 4/11; 2/5; 10/29; 2/5; 7/19; 2/5; 2/5; 4/11; 4/11; 10/29; ; 1/3; 3/10; 
Draw; 15/4; 18/5; 18/5; 15/4; 79/20; 15/4; 15/4; 7/2; 57/17; 18/5; 18/5; 7/2; ; 37/10; 7/2; 15/4; 7/2; 37/10; 7/2; 62/17; 57/17; 19/5; 15/4; 7/2; 37/10; ; 14/5; 3; 
Gillingham; 15/2; 8; 8; 15/2; 41/5; 17/2; 8; 8; 15/2; 8; 8; 8; ; 8; 7; 8; 27/4; 15/2; 27/4; 69/10; 15/2; 15/2; 17/2; 8; 15/2; ; 32/5; 38/5; 
META; english/league-1/wigan-v-gillingham; 2018-01-30 14:21:23 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Wigan; 4/11; 4/11; 4/11; 4/11; 2/5; 4/11; 7/20; 1/3; 2/5; 4/11; 4/11; 4/11; ; 4/11; 2/5; 4/11; 2/5; 10/29; 2/5; 7/19; 2/5; 2/5; 4/11; 4/11; 10/29; ; 1/3; 3/10; 
Draw; 15/4; 18/5; 18/5; 15/4; 79/20; 15/4; 15/4; 7/2; 57/17; 18/5; 18/5; 7/2; ; 37/10; 7/2; 15/4; 7/2; 37/10; 7/2; 62/17; 57/17; 19/5; 15/4; 7/2; 37/10; ; 10/3; 3; 
Gillingham; 15/2; 8; 8; 15/2; 41/5; 17/2; 8; 8; 15/2; 8; 8; 8; ; 8; 7; 8; 27/4; 15/2; 27/4; 69/10; 15/2; 15/2; 17/2; 8; 15/2; ; 38/5; 38/5; 
META; english/league-1/wigan-v-gillingham; 2018-01-30 18:21:16 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Wigan; 4/11; 4/11; 4/11; 4/11; 2/5; 4/11; 7/20; 1/3; 2/5; 4/11; 4/11; 4/11; ; 4/11; 2/5; 4/11; 2/5; 6/17; 2/5; 7/19; 2/5; 2/5; 4/11; 4/11; 4/11; ; 1/3; 1/3; 
Draw; 15/4; 18/5; 18/5; 15/4; 79/20; 15/4; 15/4; 7/2; 57/17; 15/4; 18/5; 7/2; ; 37/10; 7/2; 15/4; 7/2; 15/4; 7/2; 62/17; 57/17; 19/5; 15/4; 7/2; 19/5; ; 10/3; 3; 
Gillingham; 15/2; 8; 8; 15/2; 41/5; 17/2; 8; 8; 15/2; 8; 15/2; 8; ; 8; 7; 8; 27/4; 31/4; 27/4; 69/10; 15/2; 15/2; 17/2; 8; 31/4; ; 38/5; 38/5; 
META; english/league-1/wigan-v-gillingham; 2018-01-30 22:21:23 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Wigan; 4/11; 4/11; 4/11; 4/11; 2/5; 4/11; 7/20; 1/3; 2/5; 4/11; 4/11; 4/11; ; 4/11; 2/5; 4/11; 2/5; 6/17; 2/5; 7/19; 2/5; 2/5; 4/11; 4/11; 4/11; ; 1/3; 1/3; 
Draw; 15/4; 18/5; 18/5; 15/4; 79/20; 15/4; 15/4; 7/2; 57/17; 15/4; 18/5; 7/2; ; 37/10; 7/2; 15/4; 7/2; 15/4; 7/2; 62/17; 57/17; 19/5; 15/4; 7/2; 19/5; ; 14/5; 10/3; 
Gillingham; 15/2; 8; 8; 15/2; 41/5; 17/2; 8; 8; 15/2; 8; 8; 8; ; 8; 7; 8; 27/4; 31/4; 27/4; 69/10; 15/2; 15/2; 17/2; 8; 31/4; ; 28/5; 38/5; 
META; english/league-1/wigan-v-gillingham; 2018-01-31 02:20:40 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Wigan; 4/11; 4/11; 4/11; 4/11; 2/5; 4/11; 7/20; 1/3; 2/5; 4/11; ; 4/11; ; 4/11; 2/5; 4/11; 2/5; 6/17; 2/5; 7/19; 2/5; 2/5; 4/11; 4/11; 4/11; ; 4/11; 1/3; 
Draw; 15/4; 18/5; 18/5; 15/4; 79/20; 15/4; 15/4; 7/2; 57/17; 15/4; ; 7/2; ; 37/10; 7/2; 15/4; 7/2; 15/4; 7/2; 62/17; 57/17; 19/5; 15/4; 7/2; 19/5; ; 3; 10/3; 
Gillingham; 15/2; 8; 8; 15/2; 41/5; 17/2; 8; 8; 15/2; 8; 8; 8; ; 8; 7; 8; 27/4; 31/4; 27/4; 69/10; 15/2; 15/2; 17/2; 8; 31/4; ; 32/5; 38/5; 
META; english/league-1/wigan-v-gillingham; 2018-01-31 10:20:50 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Wigan; 4/11; 4/11; 4/11; 4/11; 2/5; 4/11; 7/20; ; 2/5; 4/11; ; 4/11; ; 4/11; 2/5; 4/11; 2/5; 6/17; 2/5; 7/19; 2/5; 2/5; 4/11; 4/11; 4/11; ; 4/11; 4/11; 
Draw; 15/4; 18/5; 18/5; 15/4; 79/20; 15/4; 15/4; ; 57/17; 15/4; ; 7/2; ; 37/10; 7/2; 15/4; 7/2; 15/4; 7/2; 62/17; 57/17; 19/5; 15/4; 7/2; 19/5; ; 7/2; 7/2; 
Gillingham; 15/2; 8; 8; 15/2; 41/5; 17/2; 8; ; 15/2; 8; 8; 8; ; 8; 7; 8; 27/4; 31/4; 27/4; 69/10; 15/2; 15/2; 17/2; 8; 31/4; ; 38/5; 39/5; 
META; english/league-1/wigan-v-gillingham; 2018-01-31 14:21:02 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Wigan; 4/11; 4/11; 4/11; 4/11; 2/5; 4/11; 7/20; ; 2/5; 4/11; ; 4/11; ; 4/11; 2/5; 4/11; 2/5; 6/17; 2/5; 7/19; 2/5; 2/5; 4/11; 4/11; 4/11; ; 2/5; 1/3; 
Draw; 15/4; 18/5; 18/5; 15/4; 79/20; 4; 15/4; ; 57/17; 15/4; ; 7/2; ; 37/10; 7/2; 7/2; 7/2; 15/4; 7/2; 62/17; 57/17; 19/5; 15/4; 7/2; 19/5; ; 10/3; 3; 
Gillingham; 15/2; 8; 8; 15/2; 41/5; 9; 8; ; 15/2; 8; 8; 8; ; 8; 7; 15/2; 27/4; 31/4; 27/4; 69/10; 15/2; 15/2; 17/2; 8; 31/4; ; 31/5; 38/5; 
META; english/league-1/wigan-v-gillingham; 2018-01-31 18:21:46 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Wigan; 4/11; 4/11; 4/11; 4/11; 37/100; 4/11; 7/20; ; 2/5; 4/11; ; 4/11; ; 4/11; 2/5; 1/3; 4/11; 10/29; 4/11; 7/19; 2/5; 2/5; 4/11; 7/20; 10/29; ; 4/11; 1/3; 4/11
Draw; 15/4; 18/5; 15/4; 15/4; 21/5; 4; 15/4; ; 57/17; 15/4; ; 7/2; ; 37/10; 7/2; 15/4; 18/5; 19/5; 18/5; 62/17; 57/17; 19/5; 19/5; 7/2; 50/13; ; 7/2; 7/2; 4
Gillingham; 15/2; 8; 8; 15/2; 44/5; 9; 8; ; 15/2; 8; 8; 8; ; 8; 7; 15/2; 15/2; 8; 15/2; 69/10; 15/2; 8; 8; 8; 8; ; 8; 41/5; 43/5
META; english/league-1/wigan-v-gillingham; 2018-01-31 22:20:57 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Wigan; 4/11; 4/11; 4/11; 4/11; 37/100; 4/11; 1/3; 1/3; 2/5; 4/11; ; 4/11; ; 4/11; 2/5; 1/3; 4/11; 10/29; 4/11; 7/19; 2/5; 2/5; 4/11; 7/20; 10/29; ; 4/11; 3/10; 4/11
Draw; 15/4; 18/5; 15/4; 15/4; 21/5; 4; 15/4; 7/2; 57/17; 15/4; ; 7/2; ; 37/10; 7/2; 15/4; 18/5; 19/5; 18/5; 62/17; 57/17; 19/5; 19/5; 7/2; 50/13; ; 7/2; 3; 4
Gillingham; 15/2; 8; 8; 15/2; 44/5; 9; 8; 8; 15/2; 8; 8; 8; ; 8; 7; 15/2; 15/2; 8; 15/2; 69/10; 15/2; 8; 8; 8; 8; ; 8; 38/5; 43/5
META; english/league-1/wigan-v-gillingham; 2018-02-01 02:20:26 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Wigan; 4/11; 4/11; 4/11; 4/11; 37/100; 4/11; 1/3; 1/3; 2/5; 4/11; ; 4/11; ; 4/11; 2/5; 1/3; 10/29; 4/11; 7/19; 2/5; 2/5; 4/11; 7/20; 10/29; ; 4/11; 1/3; 4/11
Draw; 15/4; 18/5; 15/4; 15/4; 21/5; 4; 15/4; 7/2; 57/17; 15/4; ; 7/2; ; 37/10; 7/2; 15/4; 19/5; 18/5; 62/17; 57/17; 19/5; 19/5; 7/2; 50/13; ; 7/2; 3; 4
Gillingham; 15/2; 8; 8; 15/2; 44/5; 9; 8; 8; 15/2; 8; 8; 8; ; 8; 7; 15/2; 8; 15/2; 69/10; 15/2; 8; 8; 8; 8; ; 8; 38/5; 43/5
META; english/league-1/wigan-v-gillingham; 2018-02-01 10:20:33 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Wigan; 4/11; 4/11; 4/11; 4/11; 37/100; 4/11; 1/3; 1/3; 2/5; 4/11; ; 4/11; ; 4/11; 2/5; 1/3; 10/29; 4/11; 7/19; 2/5; 2/5; 4/11; 7/20; 10/29; ; 4/11; 1/3; 4/11
Draw; 15/4; 18/5; 15/4; 15/4; 21/5; 4; 15/4; 7/2; 57/17; 15/4; ; 7/2; ; 37/10; 7/2; 15/4; 19/5; 18/5; 62/17; 57/17; 19/5; 19/5; 7/2; 50/13; ; 7/2; 10/3; 4
Gillingham; 15/2; 8; 8; 15/2; 44/5; 9; 8; 8; 15/2; 8; 8; 8; ; 8; 7; 15/2; 8; 15/2; 69/10; 15/2; 8; 8; 8; 8; ; 8; 38/5; 43/5
META; english/league-1/wigan-v-gillingham; 2018-02-01 14:21:07 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Wigan; 4/11; 4/11; 4/11; 4/11; 37/100; 4/11; 1/3; 1/3; 2/5; 4/11; ; 4/11; ; 4/11; 2/5; 1/3; 10/29; 4/11; 7/19; 2/5; 2/5; 4/11; 7/20; 10/29; ; 1/3; 1/3; 4/11
Draw; 15/4; 18/5; 15/4; 15/4; 21/5; 4; 15/4; 7/2; 57/17; 15/4; ; 7/2; ; 37/10; 7/2; 15/4; 19/5; 18/5; 62/17; 57/17; 19/5; 19/5; 7/2; 50/13; ; 7/2; 10/3; 4
Gillingham; 15/2; 8; 8; 15/2; 44/5; 9; 8; 8; 15/2; 8; 8; 8; ; 8; 7; 15/2; 8; 15/2; 69/10; 15/2; 8; 8; 8; 8; ; 8; 41/5; 43/5
META; english/league-1/wigan-v-gillingham; 2018-02-01 18:20:30 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Wigan; 4/11; 4/11; ; 4/11; 7/20; 1/3; 3/10; 3/10; 3/8; 1/3; 1/3; 1/3; ; 7/20; 1/3; 1/3; 6/19; 4/11; 6/17; 3/8; 1/3; 1/3; 1/3; 6/19; ; 1/3; 1/3; 4/11
Draw; 15/4; 18/5; ; 15/4; 43/10; 4; 15/4; 4; 17/5; 19/5; 19/5; 7/2; ; 37/10; 17/4; 15/4; 75/19; 18/5; 62/17; 17/5; 17/4; 4; 4; 4; ; 7/2; 7/2; 21/5
Gillingham; 15/2; 8; 9; 15/2; 19/2; 9; 17/2; 17/2; 8; 9; 17/2; 9; ; 8; 15/2; 8; 17/2; 15/2; 15/2; 8; 8; 9; 9; 35/4; ; 17/2; 46/5; 49/5
META; english/league-1/wigan-v-gillingham; 2018-02-01 22:20:26 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Wigan; 3/10; ; ; 4/11; 17/50; 1/3; 3/10; 3/10; 3/8; 1/3; 1/3; 1/3; ; 7/20; 1/3; 1/3; 4/13; 1/3; 6/17; 3/8; 1/3; 1/3; 1/3; 4/13; ; 4/11; 1/3; 4/11
Draw; 4; ; ; 15/4; 43/10; 4; 15/4; 4; 17/5; 4; 19/5; 7/2; ; 15/4; 17/4; 15/4; 75/19; 15/4; 62/17; 17/5; 17/4; 4; 4; 4; ; 7/2; 7/2; 21/5
Gillingham; 9; 15/2; 9; 15/2; 10; 9; 9; 17/2; 8; 9; 9; 9; ; 8; 15/2; 17/2; 9; 33/4; 15/2; 8; 17/2; 9; 9; 9; ; 9; 43/5; 52/5
META; english/league-1/wigan-v-gillingham; 2018-02-02 02:20:23 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Wigan; 3/10; ; ; 4/11; 17/50; 1/3; 3/10; 3/10; 3/8; 1/3; 1/3; 1/3; ; 7/20; 1/3; 1/3; 4/13; 1/3; 6/17; 3/8; 1/3; 1/3; 1/3; 4/13; ; 4/11; 1/3; 4/11
Draw; 4; ; ; 15/4; 43/10; 4; 4; 4; 17/5; 19/5; 19/5; 7/2; ; 37/10; 17/4; 15/4; 75/19; 15/4; 62/17; 17/5; 17/4; 4; 4; 4; ; 7/2; 7/2; 21/5
Gillingham; 9; 15/2; 9; 15/2; 10; 9; 9; 17/2; 8; 9; 9; 9; ; 8; 15/2; 17/2; 9; 33/4; 15/2; 8; 17/2; 9; 9; 37/4; ; 9; 46/5; 49/5
META; english/league-1/wigan-v-gillingham; 2018-02-02 10:20:32 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Wigan; 4/11; ; ; 4/11; 17/50; 4/11; 3/10; 3/10; 3/8; 1/3; 1/3; 1/3; ; 7/20; 1/3; 1/3; 4/13; 1/3; 1/3; 3/8; 1/3; 1/3; 1/3; 4/13; ; 4/11; 1/3; 4/11
Draw; 17/4; ; ; 15/4; 43/10; 4; 4; 4; 17/5; 4; 19/5; 7/2; ; 37/10; 17/4; 15/4; 75/19; 15/4; 75/19; 17/5; 17/4; 21/5; 4; 4; ; 7/2; 7/2; 21/5
Gillingham; 9; 8; 9; 15/2; 10; 19/2; 9; 17/2; 8; 10; 17/2; 9; ; 17/2; 15/2; 17/2; 9; 33/4; 38/5; 8; 17/2; 17/2; 9; 9; ; 9; 46/5; 49/5
META; english/league-1/wigan-v-gillingham; 2018-02-02 14:21:22 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Wigan; 4/11; ; ; 4/11; 17/50; 1/3; 3/10; 3/10; 1/3; 1/3; 1/3; 1/3; ; 7/20; 1/3; 1/3; 4/13; 1/3; 1/3; 1/3; 1/3; 1/3; 1/3; ; ; 1/3; 1/3; 4/11
Draw; 17/4; ; ; 7/2; 43/10; 4; 4; 4; 19/5; 4; 19/5; 15/4; ; 37/10; 17/4; 15/4; 4; 15/4; 75/19; 19/5; 17/4; 17/4; 4; ; ; 7/2; 7/2; 21/5
Gillingham; 9; 8; 9; 17/2; 10; 10; 9; 9; 17/2; 10; 17/2; 9; ; 17/2; 15/2; 17/2; 9; 33/4; 38/5; 17/2; 17/2; 9; 9; 37/4; ; 9; 46/5; 49/5
META; english/league-1/wigan-v-gillingham; 2018-02-02 22:21:08 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Wigan; 4/11; ; ; 4/11; 7/20; 4/11; 1/3; 1/3; 1/3; 1/3; ; 1/3; 4/11; 7/20; 1/3; 1/3; 4/13; 1/3; 4/11; 1/3; 1/3; 1/3; 1/3; 6/19; ; 4/11; 4/11; 4/11
Draw; 17/4; ; ; 7/2; 43/10; 4; 4; 7/2; 19/5; 19/5; ; 15/4; 15/4; 15/4; 17/4; 15/4; 75/19; 15/4; 19/5; 19/5; 17/4; 17/4; 4; ; ; 7/2; 7/2; 21/5
Gillingham; 9; 8; 9; 17/2; 19/2; 19/2; 9; 17/2; 17/2; 9; 17/2; 9; 8; 8; 15/2; 17/2; 35/4; 33/4; 34/5; 17/2; 17/2; 9; 9; 9; ; 9; 44/5; 49/5
META; english/league-1/wigan-v-gillingham; 2018-02-03 02:20:41 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Wigan; 4/11; ; ; 4/11; 7/20; 1/3; 3/10; 3/10; 1/3; 1/3; ; 1/3; 1/3; 7/20; 1/3; 1/3; 4/13; 1/3; 4/11; 1/3; 1/3; 1/3; 1/3; 4/13; ; 4/11; 4/11; 4/11
Draw; 17/4; ; ; 7/2; 43/10; 4; ; 4; 19/5; 19/5; 19/5; 15/4; 15/4; 19/5; 17/4; 15/4; 75/19; 15/4; 19/5; 19/5; 17/4; 17/4; 4; ; ; 7/2; 7/2; 21/5
Gillingham; 9; 8; 9; 17/2; 19/2; 10; ; 9; 17/2; 9; 9; 9; 17/2; 17/2; 15/2; 17/2; 9; 33/4; 34/5; 17/2; 17/2; 9; 9; 9; ; 9; 44/5; 49/5
META; english/league-1/wigan-v-gillingham; 2018-02-03 10:20:52 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Wigan; 4/11; 1/3; ; 4/11; 9/25; 1/3; ; 3/10; 1/3; 1/3; ; 1/3; 1/3; 1/3; 4/11; 1/3; 1/3; 1/3; 4/11; 1/3; 1/3; 1/3; 1/3; 4/13; ; 1/3; 4/11; 4/11
Draw; 17/4; 19/5; ; 7/2; 43/10; 4; ; 4; 19/5; 4; 19/5; 15/4; 15/4; 19/5; 4; 15/4; 39/10; 15/4; 19/5; 41/10; 17/4; 17/4; 4; ; ; 7/2; 7/2; 21/5
Gillingham; 9; 17/2; 9; 17/2; 9; 10; ; 9; 17/2; 9; 17/2; 9; 17/2; 17/2; 7; 17/2; 8; 33/4; 34/5; 8; 17/2; 9; 9; 9; ; 9; 44/5; 48/5
META; english/league-1/wigan-v-gillingham; 2018-02-03 14:21:52 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Wigan; 4/11; 4/11; 4/11; 4/11; 2/5; 4/11; ; 1/3; 3/8; 4/11; 4/11; 4/11; 4/11; 4/11; 4/11; 1/3; 4/11; 1/3; 7/19; 3/8; 2/5; 4/11; 4/11; 4/13; ; 4/11; 4/11; 2/5
Draw; 17/4; 15/4; 15/4; 7/2; 79/20; 4; ; 4; 18/5; 15/4; 19/5; 15/4; 15/4; 18/5; 4; 15/4; 15/4; 15/4; 50/13; 18/5; 19/5; 21/5; 15/4; ; ; 7/2; 7/2; 7/2
Gillingham; 9; 15/2; 8; 17/2; 81/10; 9; ; 8; 7; 8; 8; 7; 15/2; 15/2; 7; 8; 15/2; 33/4; 13/2; 7; 15/2; 8; 17/2; 9; ; 41/5; 42/5; 41/5
META; english/league-1/wigan-v-gillingham; 2018-02-03 18:20:58 GMT+2; 2018-02-03 15:00; In Play; Xlenovo
Wigan; 1/80; ; 1/100; 1/150; 13/100; ; 3/250; ; ; ; 1/66; ; 1/200; 1/100; ; ; 1; 1/100; 1/100; ; ; 1/66; ; ; ; ; 1/100; 
Draw; 22; ; 40; 28; 77/10; ; 33; ; ; ; 25; ; 16; 17; 33; ; 71/4; 10; 10; ; ; 14; ; ; ; ; 48; 3
Gillingham; 100; ; 150; 66; 20; ; 150; ; ; ; 100; ; 50; 66; 250; ; 45; 50; 50; ; ; 80; ; ; ; ; 254; 7/2
