META; english/league-1/oxford-v-rochdale; 2018-04-22 14:21:30 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Rochdale; 6/4; 11/8; 31/20; 6/4; 7/5; 7/5; 16/11; 6/4; 16/11; 7/5; 4/11
Oxford; 17/10; 9/5; 9/5; 7/4; 13/8; 7/4; 28/17; 9/5; 28/17; 13/8; 2/5
Draw; 12/5; 23/10; 12/5; 23/10; 23/10; 12/5; 23/10; 12/5; 23/10; 21/10; 2/5
META; english/league-1/oxford-v-rochdale; 2018-04-22 18:21:01 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Rochdale; 6/4; 11/8; 161/00; 31/20; 7/5; 6/4; 7/5; 16/11; 6/4; 16/11; 7/5; 6/4; 
Oxford; 17/10; 9/5; 179/00; 9/5; 17/10; 13/8; 7/4; 7/4; 28/17; 9/5; 28/17; 13/8; 17/10
Draw; 12/5; 23/10; 63/25; 23/10; 11/5; 12/5; 12/5; 23/10; 12/5; 23/10; 21/10; 12/5; 
META; english/league-1/oxford-v-rochdale; 2018-04-22 22:20:28 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Rochdale; 6/4; 11/8; 161/00; 31/20; 7/5; 6/4; 6/4; 6/4; 7/5; 16/11; 6/4; 16/11; 7/5; 6/4; 
Oxford; 17/10; 9/5; 179/00; 9/5; 17/10; 13/8; 7/4; 9/5; 17/10; 7/4; 28/17; 9/5; 28/17; 13/8; 17/10
Draw; 12/5; 23/10; 63/25; 23/10; 11/5; 12/5; 9/4; 12/5; 12/5; 23/10; 12/5; 23/10; 11/5; 12/5; 
META; english/league-1/oxford-v-rochdale; 2018-04-23 02:20:49 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Rochdale; 6/4; 11/8; 161/00; 31/20; 7/5; 6/4; 6/4; 7/5; 6/4; 16/11; 31/20; 16/11; 7/5; 6/4; 
Oxford; 17/10; 9/5; 179/00; 9/5; 17/10; 13/8; 7/4; 9/5; 8/5; 7/4; 28/17; 7/4; 28/17; 13/8; 17/10
Draw; 12/5; 23/10; 63/25; 23/10; 11/5; 12/5; 9/4; 21/10; 23/10; 23/10; 12/5; 23/10; 21/10; 12/5; 
META; english/league-1/oxford-v-rochdale; 2018-04-23 10:20:47 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Rochdale; 6/4; 11/8; 161/00; 31/20; 7/5; 31/21; 6/4; 6/4; 7/5; 6/4; 16/11; 31/21; 31/20; 16/11; 7/5; 6/4; 
Oxford; 17/10; 9/5; 179/00; 9/5; 17/10; 13/8; 17/10; 7/4; 9/5; 8/5; 7/4; 28/17; 17/10; 7/4; 28/17; 13/8; 17/10
Draw; 12/5; 23/10; 63/25; 23/10; 11/5; 27/11; 12/5; 9/4; 21/10; 23/10; 40/17; 27/11; 12/5; 40/17; 11/5; 12/5; 
META; english/league-1/oxford-v-rochdale; 2018-04-23 14:21:08 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Rochdale; 6/4; 11/8; 161/00; 31/20; 7/5; 31/21; 6/4; 6/4; 7/5; 6/4; 16/11; 31/21; 31/20; 16/11; 7/5; 6/4; 
Oxford; 17/10; 9/5; 179/00; 9/5; 17/10; 13/8; 17/10; 7/4; 9/5; 8/5; 7/4; 28/17; 17/10; 7/4; 28/17; 13/8; 17/10
Draw; 12/5; 23/10; 63/25; 23/10; 11/5; 27/11; 12/5; 9/4; 21/10; 23/10; 40/17; 27/11; 12/5; 40/17; 21/10; 12/5; 
META; english/league-1/oxford-v-rochdale; 2018-04-23 18:21:10 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Rochdale; 6/4; 11/8; 161/00; 31/20; 7/5; 31/21; 6/4; 6/4; 7/5; 6/4; 16/11; 31/21; 31/20; 16/11; 7/5; 6/4; 
Oxford; 17/10; 9/5; 179/00; 9/5; 17/10; 13/8; 17/10; 7/4; 9/5; 8/5; 7/4; 28/17; 17/10; 7/4; 28/17; 13/8; 17/10
Draw; 12/5; 23/10; 63/25; 23/10; 11/5; 27/11; 12/5; 9/4; 21/10; 23/10; 40/17; 27/11; 12/5; 40/17; 21/10; 12/5; 
META; english/league-1/oxford-v-rochdale; 2018-04-23 22:21:07 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Rochdale; 13/10; 11/8; 7/5; 29/20; 29/20; 7/5; 11/8; 31/21; 11/8; 7/5; 11/8; 29/20; 13/10; 11/8; 23/17; 23/17; 31/21; 29/20; 23/17; 1/3; 7/5
Oxford; 2; 9/5; 19/10; 21/10; 2; 19/10; 15/8; 17/10; 19/10; 2; 21/10; 19/10; 7/4; 2; 24/13; 19/10; 17/10; 19/10; 24/13; 9/5; 2
Draw; 12/5; 23/10; 9/4; 119/0; 23/10; 11/5; 11/5; 27/11; 11/5; 23/10; 11/5; 9/4; 21/10; 9/4; 9/4; 23/10; 27/11; 12/5; 9/4; 19/10; 11/5
META; english/league-1/oxford-v-rochdale; 2018-04-24 02:20:48 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Rochdale; 13/10; 11/8; 7/5; 29/20; 29/20; 11/8; 11/8; 31/21; 11/8; 7/5; 11/8; 29/20; 13/10; 11/8; 7/5; 23/17; 31/21; 29/20; 7/5; 1/3; 7/5
Oxford; 2; 9/5; 19/10; 21/10; 2; 19/10; 15/8; 17/10; 19/10; 2; 21/10; 15/8; 7/4; 2; 9/5; 19/10; 17/10; 19/10; 24/13; 9/5; 2
Draw; 12/5; 23/10; 9/4; 119/0; 23/10; 9/4; 11/5; 27/11; 11/5; 23/10; 11/5; 9/4; 21/10; 9/4; 11/5; 23/10; 27/11; 12/5; 11/5; 19/10; 23/10
META; english/league-1/oxford-v-rochdale; 2018-04-24 10:20:43 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Rochdale; 13/10; 11/8; 11/8; 29/20; 29/20; 11/8; 7/5; 31/21; 11/8; 11/8; 29/20; 11/8; 5/4; 11/8; 23/17; 23/17; 24/19; 31/21; 11/8; 23/17; 20/21; 7/5
Oxford; 2; 9/5; 2; 21/10; 2; 15/8; 17/10; 19/10; 2; 19/10; 2; 9/5; 19/10; 19/10; 19/10; 23/13; 17/10; 2; 19/10; 9/5; 2; 
Draw; 12/5; 23/10; 9/4; 12/5; 23/10; 9/4; 11/5; 27/11; 11/5; 23/10; 9/4; 9/4; 21/10; 23/10; 11/5; 23/10; 12/5; 27/11; 12/5; 11/5; 19/10; 23/10
META; english/league-1/oxford-v-rochdale; 2018-04-24 14:21:02 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Rochdale; 13/10; 11/8; 11/8; 73/50; 29/20; 11/8; 7/5; 31/21; 11/8; 11/8; 29/20; 11/8; 7/5; 5/4; 11/8; 23/17; 23/17; 24/19; 31/21; 7/5; 23/17; 20/21; 7/5
Oxford; 2; 9/5; 2; 19/10; 15/8; 17/10; 19/10; 19/10; 19/10; 2; 39/20; 9/5; 19/10; 19/10; 19/10; 23/13; 17/10; 19/10; 19/10; 9/5; 2; ; 
Draw; 12/5; 23/10; 9/4; 119/0; 23/10; 9/4; 11/5; 27/11; 11/5; 12/5; 9/4; 23/10; 9/4; 21/10; 23/10; 11/5; 23/10; 12/5; 27/11; 12/5; 11/5; 19/10; 23/10
META; english/league-1/oxford-v-rochdale; 2018-04-24 18:20:53 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Rochdale; 13/10; 11/8; 38/25; 29/20; 11/8; 7/5; 31/21; 7/5; 11/8; 29/20; 11/8; 7/5; 5/4; 11/8; 23/17; 23/17; 24/19; 31/21; 7/5; 23/17; 27/20; 7/5; 
Oxford; 2; 2; 21/10; 2; 15/8; 17/10; 2; 19/10; 19/10; 2; 39/20; 9/5; 2; 19/10; 19/10; 23/13; 17/10; 19/10; 37/19; 9/5; 2; ; 
Draw; 12/5; 9/4; 9/4; 113/0; 23/10; 11/5; 11/5; 27/11; 9/4; 12/5; 9/4; 23/10; 9/4; 21/10; 23/10; 11/5; 23/10; 12/5; 27/11; 12/5; 9/4; 2; 23/10
META; english/league-1/oxford-v-rochdale; 2018-04-24 22:20:56 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Rochdale; 13/10; 11/8; 13/10; 38/25; 29/20; 11/8; 7/5; 31/21; 7/5; 11/8; 29/20; 11/8; 7/5; 5/4; 11/8; 23/17; 23/17; 24/19; 31/21; 7/5; 23/17; 27/20; 7/5; 
Oxford; 2; 2; 15/8; 21/10; 2; 15/8; 17/10; 2; 19/10; 19/10; 2; 39/20; 9/5; 2; 19/10; 19/10; 23/13; 17/10; 19/10; 37/19; 15/8; 2; ; 
Draw; 12/5; 9/4; 9/4; 9/4; 113/0; 23/10; 11/5; 11/5; 27/11; 9/4; 12/5; 9/4; 23/10; 9/4; 21/10; 23/10; 11/5; 23/10; 12/5; 27/11; 12/5; 9/4; 21/10; 23/10
META; english/league-1/oxford-v-rochdale; 2018-04-25 02:20:34 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Rochdale; 13/10; 7/5; 11/8; 13/10; 73/50; 29/20; 11/8; 7/5; 31/21; 7/5; 7/5; 29/20; 7/5; 7/5; 5/4; 11/8; 23/17; 23/17; 24/19; 31/21; 7/5; 23/17; 11/8; 11/8; 7/5
Oxford; 2; 19/10; 2; 15/8; 21/10; 2; 19/10; 15/8; 17/10; 2; 19/10; 2; 39/20; 9/5; 2; 19/10; 19/10; 23/13; 17/10; 19/10; 37/19; 15/8; 19/10; 2; 
Draw; 12/5; 23/10; 9/4; 9/4; 119/0; 23/10; 9/4; 11/5; 27/11; 9/4; 23/10; 9/4; 23/10; 9/4; 21/10; 23/10; 11/5; 23/10; 12/5; 27/11; 12/5; 9/4; 21/10; 2; 23/10
META; english/league-1/oxford-v-rochdale; 2018-04-25 10:20:23 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Rochdale; 13/10; 7/5; 11/8; 13/10; 73/50; 29/20; 11/8; 7/5; 31/21; 7/5; 7/5; 29/20; 7/5; 7/5; 5/4; 11/8; 23/17; 23/17; 24/19; 31/21; 7/5; 23/17; 11/8; 7/5
Oxford; 2; 19/10; 2; 15/8; 21/10; 2; 19/10; 15/8; 17/10; 2; 19/10; 2; 39/20; 9/5; 2; 19/10; 19/10; 23/13; 17/10; 19/10; 37/19; 15/8; 2; 
Draw; 12/5; 23/10; 9/4; 9/4; 119/0; 23/10; 9/4; 11/5; 27/11; 9/4; 23/10; 9/4; 23/10; 9/4; 21/10; 23/10; 11/5; 23/10; 12/5; 27/11; 12/5; 9/4; 21/10; 23/10
META; english/league-1/oxford-v-rochdale; 2018-04-25 18:20:41 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Rochdale; 13/10; 7/5; 27/20; 13/10; 71/50; 29/20; 11/8; 7/5; 31/21; 11/8; 11/8; 11/8; 7/5; 11/8; 5/4; 11/8; 23/17; 23/17; 24/19; 31/21; 11/8; 23/17; 7/5; 23/20; 11/8; 11/8
Oxford; 2; 19/10; 2; 15/8; 107/0; 2; 15/8; 17/10; 2; 2; 19/10; 2; 9/5; 2; 19/10; 23/13; 17/10; 2; 15/8; 7/4; 2; 21/10; ; ; ; 
Draw; 12/5; 23/10; 9/4; 9/4; 12/5; 23/10; 9/4; 11/5; 27/11; 9/4; 23/10; 23/10; 9/4; 9/4; 21/10; 23/10; 23/10; 23/10; 12/5; 27/11; 12/5; 23/10; 23/10; 15/8; 23/10; 23/10
META; english/league-1/oxford-v-rochdale; 2018-04-25 22:20:20 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Rochdale; 13/10; 11/8; 27/20; 13/10; 71/50; 29/20; 11/8; 7/5; 31/21; 11/8; 11/8; 11/8; 7/5; 7/5; 5/4; 11/8; 23/17; 23/17; 24/19; 31/21; 11/8; 23/17; 7/5; 23/20; 11/8; 11/8
Oxford; 2; 2; 15/8; 107/0; 2; 15/8; 17/10; 2; 2; 19/10; 2; 9/5; 2; 19/10; 23/13; 17/10; 2; 15/8; 17/10; 2; 21/10; ; ; ; ; 
Draw; 12/5; 23/10; 9/4; 9/4; 12/5; 23/10; 9/4; 11/5; 27/11; 9/4; 23/10; 23/10; 9/4; 9/4; 21/10; 23/10; 23/10; 23/10; 12/5; 27/11; 12/5; 23/10; 11/5; 15/8; 23/10; 23/10
META; english/league-1/oxford-v-rochdale; 2018-04-26 02:20:17 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Rochdale; 13/10; 7/5; 27/20; 13/10; 71/50; 29/20; 11/8; 7/5; 31/21; 11/8; 11/8; 11/8; 7/5; 7/5; 5/4; 11/8; 23/17; 23/17; 24/19; 31/21; 11/8; 23/17; 7/5; 23/20; 11/8; 11/8
Oxford; 2; 19/10; 2; 15/8; 107/0; 2; 15/8; 17/10; 2; 2; 19/10; 2; 9/5; 2; 19/10; 23/13; 17/10; 2; 15/8; 17/10; 2; 21/10; ; ; ; 
Draw; 12/5; 23/10; 9/4; 9/4; 12/5; 23/10; 9/4; 11/5; 27/11; 9/4; 23/10; 23/10; 9/4; 9/4; 21/10; 23/10; 23/10; 23/10; 12/5; 27/11; 12/5; 23/10; 11/5; 15/8; 23/10; 23/10
META; english/league-1/oxford-v-rochdale; 2018-04-26 10:20:22 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Rochdale; 13/10; 7/5; 27/20; 13/10; 71/50; 29/20; 11/8; 7/5; 31/21; 11/8; 11/8; 11/8; 7/5; 7/5; 5/4; 11/8; 23/17; 23/17; 24/19; 31/21; 11/8; 23/17; 13/10; 7/5; 11/8; 11/8
Oxford; 2; 19/10; 2; 15/8; 107/0; 2; 15/8; 17/10; 2; 2; 19/10; 2; 9/5; 2; 19/10; 23/13; 17/10; 2; 2; 15/8; 2; 21/10; ; ; ; 
Draw; 12/5; 23/10; 9/4; 9/4; 12/5; 23/10; 9/4; 11/5; 27/11; 9/4; 23/10; 23/10; 9/4; 9/4; 21/10; 23/10; 23/10; 23/10; 12/5; 27/11; 12/5; 23/10; 9/4; 21/10; 23/10; 23/10
META; english/league-1/oxford-v-rochdale; 2018-04-26 14:20:47 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
