META; english/league-1/rochdale-v-portsmouth; 2018-04-01 14:23:01 GMT+3; 2018-04-07 15:00; Nothing; Xlenovo
Rochdale; 6/4; 6/4; 7/5; 6/4; 16/11; 31/20; 6/4; 16/11; 5/6; 2/5
Portsmouth; 15/8; 9/5; 9/5; 9/5; 9/5; 19/10; 37/20; 9/5; 21/20; 4/9
Draw; 11/5; 11/5; 21/10; 9/4; 21/10; 11/5; 11/5; 28/13; 19/10; 19/10
META; english/league-1/rochdale-v-portsmouth; 2018-04-01 18:22:55 GMT+3; 2018-04-07 15:00; Nothing; Xlenovo
Rochdale; 6/4; 3/2; 6/4; 7/5; 6/4; 6/4; 16/11; 31/20; 6/4; 16/11; 5/4; 23/20
Portsmouth; 15/8; 17/10; 9/5; 9/5; 17/10; 9/5; 9/5; 19/10; 37/20; 9/5; 6/4; 7/5
Draw; 11/5; 11/5; 11/5; 21/10; 23/10; 9/4; 21/10; 11/5; 11/5; 28/13; 19/10; 6/4
META; english/league-1/rochdale-v-portsmouth; 2018-04-01 22:22:29 GMT+3; 2018-04-07 15:00; Nothing; Xlenovo
Rochdale; 6/4; 3/2; 6/4; 7/5; 6/4; 6/4; 16/11; 31/20; 6/4; 16/11; 5/4; 10/9
Portsmouth; 15/8; 17/10; 9/5; 9/5; 17/10; 15/8; 9/5; 19/10; 37/20; 9/5; 6/4; 13/8
Draw; 11/5; 11/5; 11/5; 21/10; 23/10; 9/4; 21/10; 11/5; 11/5; 28/13; 19/10; 6/4
META; english/league-1/rochdale-v-portsmouth; 2018-04-02 02:22:15 GMT+3; 2018-04-07 15:00; Nothing; Xlenovo
Rochdale; 6/4; 3/2; 6/4; 6/4; 6/4; 31/20; 6/4; 6/4; 16/11; 31/20; 6/4; 16/11; 21/20; 7/5
Portsmouth; 15/8; 17/10; 9/5; 7/4; 15/8; 9/5; 17/10; 9/5; 9/5; 15/8; 37/20; 9/5; 13/10; 13/8
Draw; 11/5; 11/5; 11/5; 21/10; 11/5; 11/5; 23/10; 11/5; 21/10; 11/5; 11/5; 28/13; 19/10; 9/4
META; english/league-1/rochdale-v-portsmouth; 2018-04-02 10:22:25 GMT+3; 2018-04-07 15:00; Nothing; Xlenovo
Rochdale; 6/4; 3/2; 6/4; 6/4; 16/11; 6/4; 31/20; 6/4; 6/4; 16/11; 16/11; 31/20; 6/4; 16/11; 21/20; 7/5
Portsmouth; 15/8; 17/10; 9/5; 7/4; 19/10; 15/8; 9/5; 17/10; 9/5; 9/5; 19/10; 19/10; 37/20; 24/13; 13/10; 13/8
Draw; 11/5; 11/5; 11/5; 21/10; 9/4; 11/5; 11/5; 23/10; 11/5; 21/10; 9/4; 11/5; 11/5; 28/13; 19/10; 9/4
META; english/league-1/rochdale-v-portsmouth; 2018-04-02 14:23:47 GMT+3; 2018-04-07 15:00; Nothing; Xlenovo
Rochdale; 29/20; 3/2; 31/20; 6/4; 6/4; 16/11; 31/20; 6/4; 8/5; 6/4; 6/4; 7/5; 16/11; 31/20; 6/4; 16/11; 1/3; 7/5
Portsmouth; 19/10; 17/10; 15/8; 9/5; 7/4; 19/10; 15/8; 19/10; 19/10; 17/10; 15/8; 24/13; 19/10; 15/8; 37/20; 24/13; 7/4; 13/8
Draw; 11/5; 11/5; 21/10; 11/5; 21/10; 9/4; 2; 11/5; 2; 23/10; 21/10; 21/10; 9/4; 11/5; 21/10; 28/13; 19/10; 9/4
META; english/league-1/rochdale-v-portsmouth; 2018-04-02 18:23:35 GMT+3; 2018-04-07 15:00; Nothing; Xlenovo
Rochdale; 29/20; 3/2; 31/20; 161/100; 6/4; 6/4; 16/11; 31/20; 6/4; 8/5; 6/4; 6/4; 16/11; 16/11; 16/11; 31/20; 6/4; 16/11; 23/20; 6/4
Portsmouth; 19/10; 17/10; 15/8; 39/20; 9/5; 15/8; 19/10; 15/8; 19/10; 19/10; 15/8; 15/8; 9/5; 19/10; 19/10; 15/8; 37/20; 24/13; 7/5; 19/10
Draw; 11/5; 11/5; 2; 23/10; 21/10; 2; 9/4; 2; 11/5; 2; 11/5; 21/10; 21/10; 11/5; 9/4; 11/5; 21/10; 21/10; 9/4; 
META; english/league-1/rochdale-v-portsmouth; 2018-04-02 22:22:37 GMT+3; 2018-04-07 15:00; Nothing; Xlenovo
Rochdale; 29/20; 3/2; 31/20; 167/100; 31/20; 6/4; 6/4; 16/11; 31/20; 6/4; 8/5; 6/4; 6/4; 6/4; 16/11; 16/11; 31/20; 6/4; 6/4; 7/5; 13/8
Portsmouth; 19/10; 17/10; 15/8; 197/100; 19/10; 15/8; 15/8; 19/10; 15/8; 19/10; 19/10; 15/8; 15/8; 9/5; 19/10; 19/10; 15/8; 37/20; 24/13; 7/4; 19/10
Draw; 11/5; 11/5; 2; 109/50; 21/10; 21/10; 2; 9/4; 2; 11/5; 2; 11/5; 21/10; 39/19; 11/5; 9/4; 11/5; 21/10; 39/19; 19/10; 21/10
META; english/league-1/rochdale-v-portsmouth; 2018-04-03 02:22:12 GMT+3; 2018-04-07 15:00; Nothing; Xlenovo
Rochdale; 29/20; 8/5; 31/20; 6/4; 167/100; 31/20; 6/4; 6/4; 16/11; 31/20; 6/4; 8/5; 8/5; 6/4; 6/4; 6/4; 16/11; 16/11; 31/20; 6/4; 6/4; 6/4; 13/8
Portsmouth; 19/10; 15/8; 15/8; 9/5; 197/100; 19/10; 15/8; 15/8; 19/10; 15/8; 19/10; 19/10; 15/8; 15/8; 19/10; 9/5; 19/10; 19/10; 15/8; 37/20; 24/13; 9/5; 19/10
Draw; 11/5; 21/10; 2; 109/50; 21/10; 21/10; 2; 9/4; 2; 11/5; 2; 21/10; 11/5; 21/10; 39/19; 11/5; 9/4; 11/5; 21/10; 39/19; 19/10; 21/10; 
META; english/league-1/rochdale-v-portsmouth; 2018-04-03 10:22:16 GMT+3; 2018-04-07 15:00; Nothing; Xlenovo
Rochdale; 29/20; 8/5; 8/5; 6/4; 167/100; 31/20; 6/4; 6/4; 16/11; 8/5; 6/4; 8/5; 8/5; 7/5; 6/4; 6/4; 16/11; 16/11; 16/11; 8/5; 6/4; 6/4; 6/4; 13/8
Portsmouth; 19/10; 15/8; 9/5; 9/5; 197/100; 19/10; 15/8; 15/8; 19/10; 9/5; 15/8; 19/10; 15/8; 17/10; 19/10; 9/5; 19/10; 28/17; 19/10; 9/5; 37/20; 24/13; 9/5; 19/10
Draw; 11/5; 21/10; 2; 109/50; 21/10; 21/10; 2; 9/4; 2; 11/5; 2; 21/10; 2; 21/10; 39/19; 11/5; 11/5; 9/4; 11/5; 21/10; 39/19; 19/10; 21/10; 
META; english/league-1/rochdale-v-portsmouth; 2018-04-03 14:22:24 GMT+3; 2018-04-07 15:00; Nothing; Xlenovo
Rochdale; 29/20; 8/5; 8/5; 6/4; 83/50; 31/20; 6/4; 6/4; 16/11; 8/5; 6/4; 8/5; 8/5; 7/5; 6/4; 6/4; 16/11; 16/11; 16/11; 8/5; 6/4; 6/4; 6/4; 7/5; 13/8
Portsmouth; 19/10; 15/8; 9/5; 9/5; 197/100; 19/10; 15/8; 15/8; 19/10; 9/5; 15/8; 19/10; 15/8; 17/10; 19/10; 9/5; 19/10; 28/17; 19/10; 9/5; 37/20; 24/13; 9/5; 15/8; 19/10
Draw; 11/5; 21/10; 2; 11/5; 21/10; 21/10; 2; 9/4; 2; 11/5; 2; 21/10; 2; 21/10; 39/19; 11/5; 11/5; 9/4; 11/5; 21/10; 39/19; 19/10; 2; 21/10; 
META; english/league-1/rochdale-v-portsmouth; 2018-04-03 18:22:28 GMT+3; 2018-04-07 15:00; Nothing; Xlenovo
Rochdale; 29/20; 8/5; 31/20; 6/4; 83/50; 31/20; 6/4; 6/4; 16/11; 8/5; 6/4; 8/5; 8/5; 7/5; 6/4; 6/4; 16/11; 15/11; 16/11; 31/20; 6/4; 6/4; 6/4; 7/5; 13/8
Portsmouth; 19/10; 15/8; 15/8; 9/5; 197/100; 19/10; 15/8; 15/8; 19/10; 15/8; 19/10; 19/10; 15/8; 17/10; 19/10; 24/13; 19/10; 30/17; 19/10; 19/10; 37/20; 24/13; 9/5; 17/10; 19/10
Draw; 11/5; 21/10; 2; 11/5; 21/10; 21/10; 2; 9/4; 21/10; 11/5; 2; 21/10; 2; 21/10; 39/19; 11/5; 11/5; 9/4; 11/5; 21/10; 21/10; 19/10; 2; 21/10; 
META; english/league-1/rochdale-v-portsmouth; 2018-04-03 22:22:18 GMT+3; 2018-04-07 15:00; Nothing; Xlenovo
Rochdale; 29/20; 8/5; 31/20; 6/4; 83/50; 31/20; 6/4; 6/4; 16/11; 31/20; 6/4; 8/5; 31/20; 7/5; 6/4; 6/4; 16/11; 15/11; 16/11; 31/20; 6/4; 6/4; 6/4; 7/5; 13/8
Portsmouth; 19/10; 15/8; 19/10; 9/5; 197/100; 19/10; 15/8; 15/8; 19/10; 19/10; 19/10; 19/10; 19/10; 17/10; 19/10; 24/13; 19/10; 30/17; 19/10; 19/10; 37/20; 24/13; 9/5; 9/5; 19/10
Draw; 11/5; 21/10; 2; 11/5; 21/10; 21/10; 2; 9/4; 21/10; 11/5; 2; 21/10; 2; 21/10; 39/19; 11/5; 11/5; 9/4; 11/5; 21/10; 21/10; 2; 21/10; ; 
META; english/league-1/rochdale-v-portsmouth; 2018-04-04 02:21:56 GMT+3; 2018-04-07 15:00; Nothing; Xlenovo
Rochdale; 29/20; 8/5; 31/20; 6/4; 83/50; 31/20; 6/4; 6/4; 16/11; 31/20; 6/4; 8/5; 31/20; 7/5; 6/4; 6/4; 16/11; 15/11; 16/11; 31/20; 6/4; 6/4; 6/4; 11/8; 13/8
Portsmouth; 19/10; 15/8; 19/10; 9/5; 197/100; 15/8; 15/8; 9/5; 19/10; 19/10; 15/8; 19/10; 19/10; 17/10; 19/10; 24/13; 19/10; 30/17; 19/10; 19/10; 37/20; 24/13; 9/5; 7/4; 19/10
Draw; 11/5; 21/10; 2; 11/5; 23/10; 21/10; 11/5; 9/4; 21/10; 11/5; 2; 21/10; 2; 21/10; 39/19; 11/5; 11/5; 9/4; 11/5; 21/10; 21/10; 2; 21/10; ; 
META; english/league-1/rochdale-v-portsmouth; 2018-04-04 10:21:57 GMT+3; 2018-04-07 15:00; Nothing; Xlenovo
Rochdale; 29/20; 8/5; 31/20; 6/4; 83/50; 31/20; 6/4; 6/4; 16/11; 31/20; 6/4; 8/5; 31/20; 7/5; 6/4; 6/4; 16/11; 15/11; 16/11; 31/20; 6/4; 17/11; 6/4; 6/4; 13/8
Portsmouth; 19/10; 15/8; 19/10; 9/5; 197/100; 15/8; 15/8; 9/5; 19/10; 19/10; 15/8; 19/10; 19/10; 17/10; 19/10; 24/13; 19/10; 30/17; 19/10; 19/10; 37/20; 24/13; 9/5; 9/5; 19/10
Draw; 11/5; 21/10; 2; 11/5; 23/10; 21/10; 11/5; 9/4; 21/10; 11/5; 2; 21/10; 2; 21/10; 39/19; 11/5; 11/5; 9/4; 11/5; 21/10; 21/10; 2; 21/10; ; 
META; english/league-1/rochdale-v-portsmouth; 2018-04-04 14:22:06 GMT+3; 2018-04-07 15:00; Nothing; Xlenovo
Rochdale; 29/20; 6/4; 31/20; 6/4; 83/50; 31/20; 6/4; 6/4; 16/11; 31/20; 6/4; 8/5; 31/20; 7/5; 6/4; 6/4; 16/11; 15/11; 16/11; 31/20; 6/4; 6/4; 6/4; 6/4; 13/8
Portsmouth; 19/10; 19/10; 19/10; 9/5; 197/100; 15/8; 15/8; 9/5; 19/10; 19/10; 15/8; 19/10; 19/10; 17/10; 19/10; 24/13; 19/10; 30/17; 19/10; 19/10; 37/20; 24/13; 9/5; 9/5; 19/10
Draw; 11/5; 11/5; 2; 11/5; 23/10; 21/10; 11/5; 9/4; 21/10; 11/5; 2; 21/10; 2; 21/10; 39/19; 11/5; 11/5; 9/4; 11/5; 21/10; 21/10; 2; 21/10; ; 
META; english/league-1/rochdale-v-portsmouth; 2018-04-04 18:22:07 GMT+3; 2018-04-07 15:00; Nothing; Xlenovo
Rochdale; 29/20; 6/4; 31/20; 6/4; 8/5; 31/20; 6/4; 6/4; 16/11; 31/20; 6/4; 8/5; 31/20; 7/5; 6/4; 6/4; 16/11; 15/11; 16/11; 31/20; 6/4; 6/4; 7/5; 6/4; 6/4; 6/4
Portsmouth; 19/10; 19/10; 19/10; 9/5; 51/25; 15/8; 19/10; 9/5; 19/10; 19/10; 19/10; 19/10; 19/10; 17/10; 19/10; 19/10; 19/10; 30/17; 19/10; 19/10; 37/20; 37/19; 19/10; 19/10; 2; 
Draw; 11/5; 11/5; 2; 11/5; 23/10; 21/10; 11/5; 9/4; 21/10; 11/5; 2; 21/10; 2; 21/10; 21/10; 11/5; 11/5; 9/4; 11/5; 21/10; 28/13; 2; 21/10; 21/10; ; 
META; english/league-1/rochdale-v-portsmouth; 2018-04-04 22:22:14 GMT+3; 2018-04-07 15:00; Nothing; Xlenovo
Rochdale; 29/20; 6/4; 31/20; 6/4; 8/5; 31/20; 6/4; 6/4; 6/4; 31/20; 6/4; 8/5; 6/4; 31/20; 7/5; 6/4; 6/4; 16/11; 15/11; 6/4; 31/20; 6/4; 7/5; 6/4; 6/4; 6/4
Portsmouth; 19/10; 19/10; 19/10; 9/5; 51/25; 19/10; 19/10; 9/5; 37/19; 19/10; 19/10; 19/10; 15/8; 19/10; 17/10; 19/10; 37/19; 19/10; 30/17; 37/19; 19/10; 37/20; 19/10; 19/10; 2; 
Draw; 11/5; 11/5; 2; 11/5; 23/10; 21/10; 11/5; 39/19; 21/10; 11/5; 2; 11/5; 21/10; 2; 21/10; 21/10; 11/5; 11/5; 39/19; 11/5; 21/10; 21/10; 2; 21/10; 21/10; 
META; english/league-1/rochdale-v-portsmouth; 2018-04-05 02:22:14 GMT+3; 2018-04-07 15:00; Nothing; Xlenovo
Rochdale; 29/20; 6/4; 31/20; 6/4; 8/5; 31/20; 6/4; 6/4; 6/4; 31/20; 6/4; 8/5; 6/4; 31/20; 7/5; 6/4; 6/4; 16/11; 15/11; 6/4; 31/20; 6/4; 7/5; 7/5; 6/4; 6/4
Portsmouth; 19/10; 19/10; 19/10; 9/5; 51/25; 19/10; 19/10; 9/5; 37/19; 19/10; 19/10; 19/10; 15/8; 19/10; 17/10; 19/10; 37/19; 19/10; 30/17; 37/19; 19/10; 37/20; 19/10; 9/5; 2; 
Draw; 11/5; 11/5; 2; 11/5; 23/10; 21/10; 11/5; 39/19; 21/10; 11/5; 2; 11/5; 21/10; 2; 21/10; 21/10; 11/5; 11/5; 39/19; 11/5; 21/10; 21/10; 2; 21/10; 21/10; 
META; english/league-1/rochdale-v-portsmouth; 2018-04-05 10:22:09 GMT+3; 2018-04-07 15:00; Nothing; Xlenovo
Rochdale; 29/20; 6/4; 31/20; 6/4; 8/5; 31/20; 6/4; 6/4; 6/4; 31/20; 6/4; 8/5; 6/4; 31/20; 7/5; 6/4; 6/4; 16/11; 15/11; 6/4; 31/20; 6/4; 6/4; 6/4; 6/4
Portsmouth; 19/10; 19/10; 19/10; 9/5; 51/25; 19/10; 19/10; 9/5; 37/19; 19/10; 19/10; 19/10; 15/8; 19/10; 17/10; 19/10; 37/19; 19/10; 30/17; 37/19; 19/10; 19/10; 19/10; 2; 
Draw; 11/5; 11/5; 2; 11/5; 23/10; 21/10; 11/5; 39/19; 21/10; 11/5; 2; 11/5; 21/10; 2; 21/10; 21/10; 11/5; 11/5; 39/19; 11/5; 21/10; 2; 21/10; 21/10; 
META; english/league-1/rochdale-v-portsmouth; 2018-04-05 14:22:17 GMT+3; 2018-04-07 15:00; Nothing; Xlenovo
Rochdale; 29/20; 6/4; 31/20; 6/4; 8/5; 31/20; 6/4; 6/4; 6/4; 31/20; 6/4; 8/5; 6/4; 31/20; 7/5; 6/4; 6/4; 16/11; 15/11; 6/4; 31/20; 6/4; 6/4; 7/5; 6/4; 6/4
Portsmouth; 19/10; 19/10; 19/10; 9/5; 51/25; 19/10; 19/10; 9/5; 37/19; 19/10; 19/10; 19/10; 15/8; 19/10; 17/10; 19/10; 37/19; 19/10; 30/17; 37/19; 19/10; 19/10; 19/10; 2; ; 
Draw; 11/5; 11/5; 2; 11/5; 23/10; 21/10; 11/5; 39/19; 21/10; 11/5; 2; 11/5; 21/10; 2; 21/10; 21/10; 11/5; 11/5; 39/19; 11/5; 21/10; 2; 21/10; 21/10; 21/10; 
META; english/league-1/rochdale-v-portsmouth; 2018-04-05 18:22:22 GMT+3; 2018-04-07 15:00; Nothing; Xlenovo
Rochdale; 6/4; 6/4; 31/20; 6/4; 41/25; 31/20; 6/4; 6/4; 6/4; 31/20; 6/4; 8/5; 6/4; 8/5; 7/5; 6/4; 17/11; 16/11; 19/13; 6/4; 31/20; 17/11; 6/4; 7/5; 8/5; 13/8
Portsmouth; 15/8; 19/10; 19/10; 9/5; 52/25; 19/10; 19/10; 9/5; 37/19; 2; 19/10; 2; 15/8; 39/20; 9/5; 19/10; 37/19; 19/10; 19/10; 37/19; 19/10; 9/5; 9/5; 2; ; 
Draw; 11/5; 11/5; 2; 21/10; 23/10; 2; 11/5; 39/19; 2; 11/5; 19/10; 21/10; 41/20; 15/8; 21/10; 2; 11/5; 28/13; 39/19; 11/5; 39/19; 2; 21/10; 21/10; 2; 
META; english/league-1/rochdale-v-portsmouth; 2018-04-05 22:22:20 GMT+3; 2018-04-07 15:00; Nothing; Xlenovo
Rochdale; 6/4; 6/4; 31/20; 6/4; 167/100; 31/20; 6/4; 6/4; 6/4; 13/8; 6/4; 6/4; 6/4; 8/5; 7/5; 6/4; 17/11; 16/11; 19/13; 6/4; 31/20; 8/5; 6/4; 6/4; 13/8; 13/8
Portsmouth; 15/8; 19/10; 19/10; 9/5; 39/20; 19/10; 15/8; 9/5; 37/19; 19/10; 15/8; 19/10; 15/8; 39/20; 9/5; 15/8; 24/13; 19/10; 19/10; 37/19; 19/10; 19/10; 9/5; 9/5; 19/10; 19/10
Draw; 11/5; 11/5; 2; 11/5; 23/10; 21/10; 11/5; 39/19; 2; 11/5; 21/10; 21/10; 41/20; 15/8; 21/10; 21/10; 11/5; 28/13; 39/19; 11/5; 21/10; 2; 21/10; 21/10; 21/10; 
META; english/league-1/rochdale-v-portsmouth; 2018-04-06 02:22:09 GMT+3; 2018-04-07 15:00; Nothing; Xlenovo
Rochdale; 6/4; 6/4; 8/5; 6/4; 167/100; 31/20; 8/5; 6/4; 6/4; 13/8; 6/4; 8/5; 6/4; 8/5; 7/5; 6/4; 17/11; 16/11; 19/13; 6/4; 31/20; 8/5; 6/4; 7/5; 13/8; 13/8
Portsmouth; 15/8; 19/10; 15/8; 9/5; 39/20; 19/10; 9/5; 9/5; 37/19; 19/10; 15/8; 15/8; 15/8; 19/10; 17/10; 15/8; 24/13; 19/10; 19/10; 37/19; 19/10; 19/10; 9/5; 17/10; 19/10; 19/10
Draw; 11/5; 11/5; 2; 11/5; 23/10; 21/10; 11/5; 39/19; 2; 11/5; 21/10; 21/10; 41/20; 2; 21/10; 21/10; 11/5; 28/13; 39/19; 11/5; 21/10; 2; 19/10; 21/10; 21/10; 
META; english/league-1/rochdale-v-portsmouth; 2018-04-06 10:22:18 GMT+3; 2018-04-07 15:00; Nothing; Xlenovo
Rochdale; 13/8; 13/8; 8/5; 6/4; 167/100; 31/20; 8/5; 6/4; 6/4; 8/5; 6/4; 8/5; 8/5; 8/5; 7/5; 6/4; 17/11; 16/11; 19/13; 6/4; 31/20; 8/5; 6/4; 7/5; 13/8; 13/8
Portsmouth; 2; 19/10; 15/8; 9/5; 39/20; 19/10; 15/8; 9/5; 37/19; 19/10; 15/8; 15/8; 15/8; 19/10; 17/10; 15/8; 24/13; 19/10; 19/10; 37/19; 19/10; 19/10; 9/5; 7/4; 19/10; 19/10
Draw; 11/5; 2; 2; 11/5; 23/10; 2; 11/5; 39/19; 2; 11/5; 21/10; 2; 41/20; 2; 21/10; 39/19; 11/5; 28/13; 39/19; 11/5; 21/10; 2; 19/10; 21/10; 21/10; 
META; english/league-1/rochdale-v-portsmouth; 2018-04-06 14:22:29 GMT+3; 2018-04-07 15:00; Nothing; Xlenovo
Rochdale; 13/8; 13/8; 8/5; 13/8; 167/100; 31/20; 8/5; 6/4; 13/8; 8/5; 6/4; 8/5; 8/5; 13/8; 7/5; 8/5; 8/5; 16/11; 19/13; 13/8; 13/8; 8/5; 6/4; 13/8; 13/8; 13/8
Portsmouth; 2; 19/10; 15/8; 9/5; 39/20; 19/10; 9/5; 15/8; 7/4; 19/10; 15/8; 15/8; 15/8; 15/8; 17/10; 15/8; 24/13; 19/10; 19/10; 7/4; 19/10; 24/13; 9/5; 19/10; 19/10; 19/10
Draw; 11/5; 2; 21/10; 11/5; 23/10; 2; 21/10; 2; 11/5; 21/10; 2; 41/20; 2; 39/19; 11/5; 28/13; 21/10; 11/5; 21/10; 21/10; 2; 21/10; 21/10; ; ; 
META; english/league-1/rochdale-v-portsmouth; 2018-04-06 18:22:29 GMT+3; 2018-04-07 15:00; Nothing; Xlenovo
Rochdale; 13/8; 13/8; 13/8; 13/8; 167/100; 13/8; 8/5; 6/4; 13/8; 13/8; 8/5; 13/8; 8/5; 33/20; 7/5; 8/5; 8/5; 8/5; 11/7; 13/8; 13/8; 8/5; 13/8; 13/8; 13/8; 17/10
Portsmouth; 2; 19/10; 15/8; 9/5; 2; 19/10; 15/8; 7/4; 19/10; 19/10; 15/8; 15/8; 19/10; 17/10; 15/8; 24/13; 24/13; 30/17; 7/4; 19/10; 19/10; 19/10; 19/10; 19/10; 19/10; 
Draw; 11/5; 2; 19/10; 21/10; 107/50; 21/10; 2; 21/10; 2; 21/10; 2; 39/20; 2; 39/19; 2; 21/10; 21/10; 11/5; 39/19; 19/10; 2; 21/10; 2; ; ; 
META; english/league-1/rochdale-v-portsmouth; 2018-04-06 22:22:26 GMT+3; 2018-04-07 15:00; Nothing; Xlenovo
Rochdale; 13/8; 13/8; 8/5; 13/8; 167/100; 13/8; 8/5; 6/4; 13/8; 13/8; 8/5; 13/8; 8/5; 33/20; 7/5; 8/5; 8/5; 8/5; 11/7; 13/8; 8/5; 8/5; 13/8; 13/8; 13/8; 17/10
Portsmouth; 2; 19/10; 19/10; 9/5; 2; 19/10; 15/8; 7/4; 19/10; 19/10; 15/8; 15/8; 19/10; 17/10; 15/8; 24/13; 24/13; 30/17; 7/4; 19/10; 19/10; 15/8; 19/10; 19/10; 19/10; 
Draw; 11/5; 2; 19/10; 21/10; 107/50; 21/10; 2; 21/10; 2; 21/10; 2; 39/20; 2; 39/19; 2; 21/10; 21/10; 85/40; 39/19; 21/10; 21/10; 21/10; 21/10; ; ; 
META; english/league-1/rochdale-v-portsmouth; 2018-04-07 02:22:16 GMT+3; 2018-04-07 15:00; Nothing; Xlenovo
Rochdale; 13/8; 13/8; 31/20; 13/8; 33/20; 13/8; 8/5; 6/4; 13/8; 31/20; 8/5; 8/5; 8/5; 31/20; 6/4; 8/5; 17/11; 8/5; 11/7; 13/8; 31/20; 17/11; 6/4; 6/4; 13/8; 6/4
Portsmouth; 2; 19/10; 2; 9/5; 51/25; 2; 19/10; 15/8; 7/4; 19/10; 19/10; 2; 15/8; 41/20; 7/4; 19/10; 37/19; 24/13; 30/17; 7/4; 2; 37/19; 19/10; 19/10; 2; 
Draw; 11/5; 2; 19/10; 21/10; 107/50; 21/10; 2; 21/10; 19/10; 21/10; 19/10; 2; 39/20; 9/5; 2; 39/19; 2; 21/10; 21/10; 11/5; 39/19; 2; 21/10; 11/5; ; 
META; english/league-1/rochdale-v-portsmouth; 2018-04-07 10:22:15 GMT+3; 2018-04-07 15:00; Nothing; Xlenovo
Rochdale; 29/20; 6/4; 11/8; 11/8; 37/25; 6/4; 7/5; 7/5; 4/3; 11/8; 7/5; 11/8; 7/5; 7/5; 13/10; 7/5; 7/5; 7/5; 39/29; 4/3; 11/8; 7/5; 7/5; 7/5; 7/5; 7/5
Draw; 11/5; 19/10; 2; 15/8; 54/25; 21/10; 2; 21/10; 2; 21/10; 2; 2; 19/10; 2; 39/19; 2; 39/19; 21/10; 11/5; 39/19; 2; 21/10; 2; ; ; 
Portsmouth; 23/10; 2; 9/4; 21/10; 113/50; 9/4; 21/10; 21/10; 11/5; 23/10; 11/5; 9/4; 11/5; 9/4; 19/10; 21/10; 28/13; 21/10; 28/13; 11/5; 9/4; 11/5; 9/4; 9/4; 11/5; 23/10
META; english/league-1/rochdale-v-portsmouth; 2018-04-07 14:23:13 GMT+3; 2018-04-07 15:00; Nothing; Xlenovo
