META; english/league-1/doncaster-v-wigan; 2018-04-29 18:20:06 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Wigan; 4/6; 8/11; 8/11; 4/6; 4/6; 8/13; 11/17; 8/13; 4/6; 7/10; 7/10; 11/17; 4/6; 11/17; 4/6; 11/17; 8/13; 4/6
Draw; 14/5; 11/4; 71/25; 14/5; 11/4; 13/5; 27/10; 5/2; 11/4; 14/5; 11/4; 45/17; 11/4; 27/10; 14/5; 27/10; 13/5; 27/10
Doncaster; 4; 7/2; 79/20; 9/2; 4; 43/10; 4; 15/4; 4; 75/19; 4; 43/10; 17/4; 4; 7/2; ; ; 
META; english/league-1/doncaster-v-wigan; 2018-05-01 10:20:12 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Wigan; 4/6; 8/11; 8/11; 4/6; 4/6; 8/13; 11/17; 8/13; 4/6; 13/20; 4/6; 11/17; 4/6; 11/17; 4/6; 11/17; 8/13; 4/6
Draw; 14/5; 11/4; 71/25; 14/5; 11/4; 13/5; 27/10; 13/5; 14/5; 12/5; 14/5; 45/17; 11/4; 27/10; 14/5; 27/10; 13/5; 27/10
Doncaster; 4; 7/2; 79/20; 9/2; 4; 43/10; 4; 7/2; 4; 75/19; 4; 43/10; 17/4; 4; 22/5; 7/2; ; 
META; english/league-1/doncaster-v-wigan; 2018-05-01 14:20:20 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Wigan; 8/13; 8/11; 4/6; 7/10; 33/50; 4/6; 13/20; 8/13; 11/17; 4/6; 8/13; 7/10; 7/10; 8/13; 7/10; 8/13; 4/6; 11/17; 4/6; 11/17; 8/13; 8/13
Draw; 3; 11/4; 27/10; 5/2; 72/25; 29/10; 11/4; 11/4; 27/10; 27/10; 13/5; 13/5; 27/10; 13/5; 11/4; 27/10; 11/4; 27/10; 3; 27/10; 13/5; 11/4
Doncaster; 4; 7/2; 4; 18/5; 9/2; 9/2; 4; 43/10; 4; 4; 7/2; 4; 75/19; 4; 43/10; 4; 21/5; 22/5; ; ; ; 
META; english/league-1/doncaster-v-wigan; 2018-05-01 18:20:19 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Wigan; 8/13; 8/11; 4/6; 7/10; 4/6; 4/6; 13/20; 8/13; 11/17; 4/6; 8/13; 7/10; 7/10; 8/13; 7/10; 8/13; 4/6; 7/11; 11/17; 4/6; 8/13; 8/13; 4/7; 8/13
Draw; 3; 11/4; 27/10; 5/2; 29/10; 29/10; 11/4; 11/4; 27/10; 27/10; 13/5; 13/5; 27/10; 13/5; 11/4; 27/10; 11/4; 29/10; 27/10; 3; 27/10; 13/5; 11/5; 14/5
Doncaster; 4; 7/2; 21/5; 18/5; 22/5; 9/2; 4; 43/10; 4; 4; 7/2; 4; 4; 62/17; 43/10; 77/19; 21/5; 7/2; 21/5; ; ; ; ; 
META; english/league-1/doncaster-v-wigan; 2018-05-01 22:20:20 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Wigan; 8/13; 7/10; 4/6; 7/10; 67/00; 4/6; 13/20; 8/13; 11/17; 4/6; 8/13; 7/10; 7/10; 8/13; 4/6; 4/6; 4/6; 7/11; 11/17; 4/6; 4/6; 8/13; 4/7; 8/13
Draw; 3; 13/5; 27/10; 5/2; 72/25; 29/10; 11/4; 11/4; 27/10; 11/4; 13/5; 13/5; 27/10; 13/5; 11/4; 27/10; 11/4; 29/10; 27/10; 3; 27/10; 13/5; 11/5; 14/5
Doncaster; 4; 21/5; 18/5; 22/5; 9/2; 4; 43/10; 21/5; 4; 4; 7/2; 4; 4; 62/17; 43/10; 77/19; 21/5; 7/2; 21/5; ; ; ; ; 
META; english/league-1/doncaster-v-wigan; 2018-05-02 02:20:00 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Wigan; 8/13; 7/10; 4/6; 7/10; 4/6; 4/6; 4/6; 8/13; 11/17; 4/6; 7/10; 7/10; 8/13; 7/10; 4/6; 4/6; 7/11; 11/17; 4/6; 4/6; 8/13; 4/7; 8/13
Draw; 3; 13/5; 27/10; 5/2; 29/10; 29/10; 11/4; 11/4; 27/10; 11/4; 13/5; 27/10; 13/5; 11/4; 45/17; 11/4; 29/10; 27/10; 3; 27/10; 13/5; 11/5; 11/4
Doncaster; 4; 21/5; 18/5; 22/5; 9/2; 4; 43/10; 21/5; 19/5; 4; 7/2; 4; 77/19; 4; 62/17; 43/10; 77/19; 21/5; 7/2; 21/5; ; ; 
META; english/league-1/doncaster-v-wigan; 2018-05-02 10:19:59 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Wigan; 8/13; 8/11; 7/10; 7/10; 17/25; 4/6; 4/6; 8/13; 11/17; 7/10; 4/6; 7/10; 7/10; 8/13; 7/10; 4/6; 4/6; 7/11; 11/17; 8/11; 4/6; 8/13; 4/7; 4/6
Draw; 3; 13/5; 27/10; 5/2; 147/0; 29/10; 11/4; 11/4; 27/10; 27/10; 5/2; 13/5; 27/10; 13/5; 13/5; 45/17; 11/4; 29/10; 27/10; 29/10; 27/10; 13/5; 21/10; 14/5
Doncaster; 4; 19/5; 4; 18/5; 21/5; 9/2; 4; 43/10; 4; 19/5; 4; 7/2; 4; 75/19; 4; 62/17; 43/10; 15/4; 4; 10/3; 4; ; ; 
META; english/league-1/doncaster-v-wigan; 2018-05-02 14:20:17 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Wigan; 8/13; 8/11; 7/10; 7/10; 17/25; 4/6; 4/6; 8/13; 11/17; 7/10; 4/6; 7/10; 7/10; 8/13; 7/10; 4/6; 4/6; 7/11; 11/17; 8/11; 4/6; 8/13; 4/7; 4/6
Draw; 3; 13/5; 27/10; 5/2; 147/0; 29/10; 11/4; 11/4; 27/10; 27/10; 5/2; 13/5; 27/10; 13/5; 13/5; 45/17; 11/4; 29/10; 27/10; 29/10; 27/10; 13/5; 27/10; 14/5
Doncaster; 4; 19/5; 4; 18/5; 21/5; 9/2; 4; 43/10; 4; 19/5; 4; 7/2; 4; 75/19; 4; 62/17; 43/10; 15/4; 75/19; 4; 4; ; ; 
META; english/league-1/doncaster-v-wigan; 2018-05-02 18:20:41 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Wigan; 8/13; 8/11; 4/6; 7/10; 17/25; 4/6; 13/20; 8/13; 11/17; 4/6; 8/13; 4/6; 4/6; 4/6; 8/13; 4/6; 11/17; 4/6; 7/11; 11/17; 13/20; 11/17; 8/13; 4/7; 4/6
Draw; 3; 13/5; 11/4; 5/2; 72/25; 29/10; 11/4; 11/4; 27/10; 11/4; 13/5; 14/5; 13/5; 27/10; 13/5; 14/5; 27/10; 11/4; 29/10; 27/10; 3; 11/4; 13/5; 27/10; 14/5
Doncaster; 4; 19/5; 17/4; 18/5; 43/10; 9/2; 4; 43/10; 17/4; 19/5; 4; 17/4; 7/2; 4; 41/10; 4; 37/10; 43/10; 21/5; 54/13; 4; 22/5; ; ; 
META; english/league-1/doncaster-v-wigan; 2018-05-02 22:20:29 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Wigan; 8/13; 8/11; 4/6; 7/10; 17/25; 4/6; 13/20; 8/13; 11/17; 4/6; 8/13; 4/6; 4/6; 4/6; 8/13; 4/6; 11/17; 4/6; 7/11; 11/17; 13/20; 4/6; 8/13; 8/13; 4/6
Draw; 3; 13/5; 11/4; 5/2; 72/25; 29/10; 11/4; 11/4; 27/10; 11/4; 13/5; 14/5; 13/5; 27/10; 13/5; 14/5; 11/4; 11/4; 29/10; 27/10; 3; 14/5; 13/5; 27/10; 14/5
Doncaster; 4; 19/5; 17/4; 18/5; 43/10; 9/2; 4; 43/10; 17/4; 19/5; 4; 17/4; 7/2; 4; 21/5; 4; 37/10; 43/10; 21/5; 21/5; 4; 22/5; ; ; 
META; english/league-1/doncaster-v-wigan; 2018-05-03 02:20:24 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Wigan; 8/13; 8/11; 4/6; 7/10; 17/25; 4/6; 13/20; 8/13; 11/17; 4/6; 8/13; 4/6; 4/6; 4/6; 8/13; 7/10; 11/17; 4/6; 7/11; 11/17; 13/20; 4/6; 8/13; 4/7; 4/6
Draw; 3; 13/5; 11/4; 5/2; 72/25; 29/10; 11/4; 11/4; 27/10; 11/4; 13/5; 14/5; 13/5; 27/10; 13/5; 11/4; 11/4; 11/4; 29/10; 27/10; 3; 14/5; 13/5; 5/2; 14/5
Doncaster; 4; 19/5; 17/4; 18/5; 43/10; 9/2; 4; 43/10; 17/4; 19/5; 4; 17/4; 7/2; 4; 21/5; 4; 37/10; 43/10; 21/5; 21/5; 4; 7/2; 22/5; ; 
META; english/league-1/doncaster-v-wigan; 2018-05-03 10:20:25 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Wigan; 8/13; 8/11; 4/6; 7/10; 69/00; 4/6; 13/20; 8/13; 11/17; 4/6; 8/13; 7/10; 4/6; 7/10; 8/13; 7/10; 11/17; 4/6; 7/11; 11/17; 4/6; 4/6; 8/13; 4/7
Draw; 3; 13/5; 27/10; 5/2; 72/25; 29/10; 11/4; 11/4; 14/5; 11/4; 13/5; 13/5; 13/5; 27/10; 13/5; 11/4; 14/5; 11/4; 29/10; 14/5; 3; 14/5; 13/5; 5/2
Doncaster; 4; 19/5; 4; 18/5; 21/5; 9/2; 4; 41/10; 21/5; 4; 4; 7/2; 4; 54/13; 4; 37/10; 41/10; 4; 21/5; 4; 7/2; ; ; 
META; english/league-1/doncaster-v-wigan; 2018-05-03 14:20:37 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Wigan; 13/20; 8/11; 4/6; 7/10; 17/25; 4/6; 4/6; 8/13; 11/17; 4/6; 8/13; 7/10; 4/6; 7/10; 8/13; 7/10; 4/6; 4/6; 7/11; 11/17; 4/6; 4/6; 8/13; 8/13; 4/6
Draw; 29/10; 13/5; 27/10; 5/2; 141/0; 29/10; 11/4; 11/4; 14/5; 11/4; 13/5; 13/5; 13/5; 27/10; 13/5; 13/5; 11/4; 11/4; 29/10; 14/5; 29/10; 14/5; 13/5; 27/10; 14/5
Doncaster; 4; 19/5; 4; 18/5; 22/5; 9/2; 4; 41/10; 21/5; 4; 4; 7/2; 4; 54/13; 4; 37/10; 41/10; 21/5; 21/5; 4; 21/5; 22/5; ; ; 
META; english/league-1/doncaster-v-wigan; 2018-05-03 18:20:36 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Wigan; 13/20; 7/10; 4/6; 7/10; 69/00; 4/6; 13/20; 8/13; 11/17; 7/10; 4/6; 7/10; 4/6; 7/10; 8/13; 7/10; 4/6; 4/6; 4/6; 11/17; 7/10; 4/6; 8/13; 8/13; 4/6; 4/6
Draw; 29/10; 13/5; 27/10; 5/2; 141/0; 29/10; 11/4; 11/4; 14/5; 11/4; 11/4; 13/5; 13/5; 27/10; 13/5; 13/5; 11/4; 11/4; 29/10; 14/5; 29/10; 11/4; 13/5; 27/10; 14/5; 11/4
Doncaster; 4; 4; 18/5; 43/10; 9/2; 4; 41/10; 21/5; 4; 4; 7/2; 4; 54/13; 4; 62/17; 41/10; 4; 21/5; 4; 21/5; 21/5; 21/5; ; ; ; 
META; english/league-1/doncaster-v-wigan; 2018-05-03 22:20:30 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Wigan; 13/20; 7/10; 4/6; 7/10; 69/00; 4/6; 4/6; 8/13; 11/17; 4/6; 4/6; 4/6; 4/6; 4/6; 8/13; 7/10; 11/17; 4/6; 4/6; 11/17; 4/6; 11/17; 8/13; 4/7; 4/6; 4/6
Draw; 29/10; 13/5; 11/4; 5/2; 141/0; 29/10; 11/4; 11/4; 14/5; 11/4; 11/4; 13/5; 13/5; 27/10; 13/5; 11/4; 11/4; 11/4; 29/10; 14/5; 29/10; 14/5; 13/5; 27/10; 14/5; 14/5
Doncaster; 4; 19/5; 21/5; 18/5; 43/10; 9/2; 4; 41/10; 17/4; 4; 4; 17/4; 7/2; 4; 43/10; 4; 62/17; 41/10; 21/5; 43/10; 4; 9/2; 9/2; ; ; 
META; english/league-1/doncaster-v-wigan; 2018-05-04 02:20:17 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Wigan; 13/20; 7/10; 4/6; 7/10; 69/00; 4/6; 4/6; 8/13; 11/17; 4/6; 4/6; 4/6; 4/6; 4/6; 8/13; 7/10; 11/17; 4/6; 4/6; 11/17; 4/6; 4/6; 8/13; 8/15; 4/6; 4/6
Draw; 29/10; 13/5; 11/4; 5/2; 141/0; 29/10; 11/4; 11/4; 14/5; 11/4; 11/4; 13/5; 13/5; 27/10; 13/5; 11/4; 27/10; 11/4; 29/10; 14/5; 29/10; 11/4; 13/5; 11/5; 11/4; 11/4
Doncaster; 4; 19/5; 21/5; 18/5; 43/10; 9/2; 4; 41/10; 17/4; 4; 4; 17/4; 7/2; 4; 43/10; 4; 62/17; 41/10; 21/5; 74/17; 4; 7/2; 9/2; 9/2; ; 
META; english/league-1/doncaster-v-wigan; 2018-05-04 10:20:18 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Wigan; 8/11; 4/6; 4/6; 8/11; 67/00; 4/6; 13/20; 8/13; 11/17; 4/6; 4/6; 4/6; 4/6; 4/6; 8/13; 7/10; 11/17; 4/6; 4/6; 11/17; 4/6; 4/6; 4/6; 8/15; 4/6; 4/6
Draw; 29/10; 11/4; 11/4; 5/2; 139/0; 29/10; 11/4; 11/4; 14/5; 11/4; 11/4; 13/5; 13/5; 11/4; 13/5; 13/5; 27/10; 11/4; 29/10; 14/5; 29/10; 11/4; 27/10; 11/5; 11/4; 11/4
Doncaster; 17/4; 19/5; 21/5; 4; 23/5; 9/2; 17/4; 4; 41/10; 17/4; 4; 4; 17/4; 7/2; 4; 43/10; 4; 62/17; 41/10; 21/5; 74/17; 4; 7/2; 9/2; 9/2; 
META; english/league-1/doncaster-v-wigan; 2018-05-04 14:20:37 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Wigan; 8/11; 4/6; 4/6; 8/11; 67/00; 4/6; 13/20; 8/13; 11/17; 4/6; 4/6; 4/6; 4/6; 4/6; 8/13; 4/6; 11/17; 4/6; 4/6; 11/17; 7/10; 4/6; 8/13; 4/6; 8/13; 4/6; 4/6
Draw; 29/10; 11/4; 11/4; 5/2; 139/0; 29/10; 11/4; 11/4; 14/5; 11/4; 11/4; 13/5; 13/5; 27/10; 13/5; 13/5; 27/10; 11/4; 29/10; 14/5; 29/10; 11/4; 13/5; 27/10; 5/2; 11/4; 11/4
Doncaster; 17/4; 17/4; 17/4; 4; 23/5; 9/2; 17/4; 4; 41/10; 17/4; 4; 4; 17/4; 7/2; 9/2; 43/10; 4; 62/17; 41/10; 17/4; 74/17; 17/4; 4; 9/2; 24/5; ; 
META; english/league-1/doncaster-v-wigan; 2018-05-04 18:20:43 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Wigan; 8/11; 4/6; 4/6; 8/11; 4/6; 4/6; 8/13; 19/29; 4/6; 4/6; 4/6; 4/6; 4/6; 8/13; 4/6; 11/17; 4/6; 11/17; 19/29; 4/6; 4/6; 8/13; 4/6; 8/13; 4/6; 4/6; 
Draw; 29/10; 11/4; 27/10; 5/2; 69/25; 29/10; 13/5; 11/4; 45/17; 27/10; 11/4; 11/4; 13/5; 27/10; 5/2; 13/5; 27/10; 11/4; 37/13; 45/17; 29/10; 27/10; 13/5; 27/10; 13/5; 14/5; 27/10
Doncaster; 17/4; 17/4; 9/2; 4; 47/10; 9/2; 4; 43/10; 9/2; 4; 4; 17/4; 15/4; 9/2; 22/5; 4; 39/10; 43/10; 22/5; 49/11; 17/4; 4; 22/5; 24/5; 23/5; ; 
META; english/league-1/doncaster-v-wigan; 2018-05-04 22:20:35 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Wigan; 8/11; 4/6; 4/6; 8/11; 4/6; 4/6; 4/6; 8/13; 19/29; 4/6; 4/6; 4/6; 4/6; 4/6; 8/13; 4/6; 11/17; 4/6; 11/17; 19/29; 4/6; 4/6; 8/13; 8/13; 4/6; 4/6; 4/6
Draw; 29/10; 11/4; 27/10; 5/2; 69/25; 14/5; 13/5; 13/5; 45/17; 27/10; 13/5; 11/4; 13/5; 27/10; 5/2; 13/5; 45/17; 11/4; 37/13; 45/17; 29/10; 27/10; 13/5; 13/5; 27/10; 14/5; 27/10
Doncaster; 17/4; 17/4; 9/2; 4; 47/10; 5; 9/2; 43/10; 9/2; 9/2; 4; 17/4; 15/4; 9/2; 22/5; 4; 39/10; 43/10; 22/5; 49/11; 17/4; 23/5; 23/5; 24/5; 24/5; ; 
META; english/league-1/doncaster-v-wigan; 2018-05-05 02:20:20 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Wigan; 8/11; 4/6; 4/6; 8/11; 69/00; 4/6; 4/6; 8/13; 19/29; 4/6; 4/6; 7/10; 4/6; 4/6; 13/20; 7/10; 4/6; 4/6; 11/17; 19/29; 4/6; 4/6; 4/6; 4/6; 4/6; 4/6; 4/6
Draw; 29/10; 11/4; 27/10; 5/2; 141/0; 14/5; 13/5; 11/4; 45/17; 27/10; 11/4; 13/5; 13/5; 27/10; 12/5; 13/5; 27/10; 11/4; 37/13; 45/17; 29/10; 11/4; 11/4; 27/10; 11/4; 14/5; 13/5
Doncaster; 17/4; 17/4; 17/4; 4; 43/10; 9/2; 9/2; 4; 43/10; 9/2; 4; 4; 17/4; 7/2; 4; 54/13; 4; 39/10; 43/10; 9/2; 21/5; 15/4; 4; 21/5; 4; ; 
META; english/league-1/doncaster-v-wigan; 2018-05-05 10:20:28 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Wigan; 4/6; 8/13; 8/13; 4/6; 16/25; 13/20; 5/8; 8/13; 19/29; 8/13; 8/13; 8/13; 8/13; 8/13; 3/5; 8/13; 8/13; 4/6; 11/17; 19/29; 8/13; 8/13; 8/13; 8/13; 8/13; 8/13; 
Draw; 31/10; 14/5; 27/10; 13/5; 3; 29/10; 14/5; 11/4; 45/17; 11/4; 11/4; 11/4; 14/5; 11/4; 5/2; 14/5; 37/13; 11/4; 37/13; 45/17; 3; 37/13; 14/5; 14/5; 14/5; 3; 14/5
Doncaster; 9/2; 19/4; 9/2; 9/2; 9/2; 9/2; 9/2; 9/2; 43/10; 9/2; 9/2; 9/2; 9/2; 9/2; 15/4; 9/2; 74/17; 4; 39/10; 43/10; 19/4; 22/5; 4; 9/2; 23/5; 9/2; 23/5
META; english/league-1/doncaster-v-wigan; 2018-05-05 14:21:14 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Wigan; 3/5; 8/13; 8/13; 8/13; 13/20; 8/13; 8/13; 4/7; 8/13; 8/13; 8/13; 8/13; 8/13; 8/13; 3/5; 8/13; 8/13; 4/6; 11/18; 8/13; 3/5; 8/13; 8/13; 4/7; 8/13; 4/6; 8/13
Draw; 16/5; 14/5; 11/4; 11/4; 147/0; 3; 29/10; 11/4; 37/13; 14/5; 11/4; 14/5; 14/5; 11/4; 5/2; 14/5; 37/13; 11/4; 56/19; 37/13; 31/10; 29/10; 14/5; 14/5; 14/5; 14/5; 3
Doncaster; 5; 19/4; 19/4; 9/2; 9/2; 9/2; 9/2; 9/2; 43/10; 19/4; 9/2; 9/2; 9/2; 19/4; 15/4; 9/2; 74/17; 4; 41/10; 43/10; 19/4; 22/5; 4; 23/5; 24/5; 9/2; 23/5
META; english/league-1/doncaster-v-wigan; 2018-05-05 18:20:35 GMT+3; 2018-05-05 17:30; Nothing; Xlenovo
Wigan; 3/5; 8/13; 6/10; 8/13; 59/00; 6/10; 5/8; 8/15; 7/12; 6/10; 4/7; 6/10; 6/10; 8/15; 8/13; 4/7; 8/13; 4/7; 7/12; 4/7; 10/17; 4/7; 4/7; 4/7; 4/7; 4/7
Draw; 16/5; 14/5; 14/5; 11/4; 63/20; 31/10; 3; 31/10; 14/5; 3; 11/4; 3; 14/5; 11/4; 14/5; 3; 14/5; 3; 31/10; 16/5; 58/19; 3; 3; 3; ; 
Doncaster; 5; 19/4; 5; 9/2; 24/5; 5; 9/2; 43/10; 5; 5; 19/4; 4; 9/2; 50/11; 17/4; 22/5; 43/10; 5; 23/5; 17/4; 24/5; 5; 24/5; 24/5; ; 
