META; english/league-1/fleetwood-v-rotherham; 2017-06-23 22:18:07 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Fleetwood; 13/10; 6/5; ; 5/4; ; 13/10; 13/10; 6/5; 7/5; 5/4; 5/4; 5/4; 5/4; 6/5; 5/4; ; 5/4; ; 5/4; 5/4; 11/8; ; 5/4; ; 5/4; ; ; ; 
META; english/league-1/fleetwood-v-rotherham; 2017-06-24 14:18:12 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Fleetwood; 13/10; 6/5; ; 5/4; ; 13/10; 13/10; 6/5; 7/5; 5/4; 5/4; 5/4; 5/4; 6/5; 5/4; ; 5/4; ; 5/4; 5/4; 11/8; ; 5/4; ; 5/4; ; ; ; 
Rotherham; 2; 9/4; ; 15/8; ; 2; 85/40; 19/10; 2; 15/8; 15/8; 2; 21/10; 19/10; 9/4; ; 37/19; ; 19/10; 37/19; 107/50; ; 37/19; ; 37/19; ; ; ; 
Draw; 12/5; 12/5; ; 23/10; ; 23/10; 12/5; 21/10; 12/5; 9/4; 9/4; 5/2; 12/5; 21/10; 9/4; ; 23/10; ; 23/10; 23/10; 5/2; ; 23/10; ; 23/10; ; ; ; 
META; english/league-1/fleetwood-v-rotherham; 2017-06-24 18:18:09 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Fleetwood; 13/10; 6/5; ; 5/4; ; 13/10; 13/10; 6/5; 7/5; 5/4; 5/4; 5/4; 5/4; 6/5; 5/4; ; 5/4; ; 5/4; 5/4; 11/8; ; 5/4; ; 5/4; ; ; ; 
Rotherham; 2; 9/4; ; 15/8; ; 2; 85/40; 19/10; 2; 15/8; 15/8; 2; 21/10; 19/10; 9/4; ; 37/19; ; 19/10; 37/19; 107/50; ; 37/19; ; 37/19; ; ; ; 
Draw; 12/5; 12/5; ; 23/10; ; 23/10; 12/5; 21/10; 12/5; 9/4; 9/4; 5/2; 12/5; 21/10; 9/4; ; 23/10; ; 23/10; 23/10; 5/2; ; 23/10; ; 23/10; ; ; ; 
META; english/league-1/fleetwood-v-rotherham; 2017-06-24 22:17:59 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Fleetwood; 13/10; 6/5; ; 5/4; ; 13/10; 13/10; 6/5; 7/5; 5/4; 5/4; 5/4; 5/4; 6/5; 5/4; ; 5/4; 13/10; 5/4; 5/4; 11/8; ; 5/4; ; 5/4; ; ; ; 
Rotherham; 2; 9/4; ; 15/8; ; 2; 85/40; 19/10; 2; 15/8; 15/8; 2; 21/10; 19/10; 9/4; ; 37/19; 2; 19/10; 37/19; 107/50; ; 37/19; ; 37/19; ; ; ; 
Draw; 12/5; 12/5; ; 23/10; ; 23/10; 12/5; 21/10; 12/5; 9/4; 9/4; 5/2; 12/5; 21/10; 9/4; ; 23/10; 23/10; 23/10; 23/10; 5/2; ; 23/10; ; 23/10; ; ; ; 
META; english/league-1/fleetwood-v-rotherham; 2017-06-25 02:18:03 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Fleetwood; 13/10; 6/5; ; 5/4; ; 13/10; 13/10; 6/5; 7/5; 5/4; 5/4; 5/4; 5/4; 6/5; 5/4; ; 5/4; 13/10; 5/4; 5/4; 11/8; ; 5/4; ; 5/4; ; ; ; 
Rotherham; 2; 9/4; ; 15/8; ; 2; 85/40; 19/10; 2; 15/8; 15/8; 2; 21/10; 19/10; 9/4; ; 37/19; 2; 19/10; 37/19; 107/50; ; 37/19; ; 37/19; ; ; ; 
Draw; 12/5; 12/5; ; 23/10; ; 23/10; 12/5; 21/10; 12/5; 9/4; 9/4; 5/2; 12/5; 21/10; 9/4; ; 23/10; 23/10; 23/10; 23/10; 5/2; ; 23/10; ; 23/10; ; ; ; 
META; english/league-1/fleetwood-v-rotherham; 2017-06-25 10:18:03 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Fleetwood; 13/10; 6/5; ; 5/4; ; 13/10; 13/10; 6/5; 7/5; 5/4; 5/4; 5/4; 5/4; 6/5; 5/4; ; 5/4; 13/10; 5/4; 5/4; 11/8; ; 5/4; ; 5/4; ; ; ; 
Rotherham; 2; 9/4; ; 15/8; ; 2; 85/40; 19/10; 2; 15/8; 15/8; 2; 21/10; 19/10; 9/4; ; 37/19; 2; 19/10; 37/19; 107/50; ; 37/19; ; 37/19; ; ; ; 
Draw; 12/5; 12/5; ; 23/10; ; 23/10; 12/5; 21/10; 12/5; 9/4; 9/4; 5/2; 12/5; 21/10; 9/4; ; 23/10; 23/10; 23/10; 23/10; 5/2; ; 23/10; ; 23/10; ; ; ; 
META; english/league-1/fleetwood-v-rotherham; 2017-06-25 14:18:04 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Fleetwood; 13/10; 6/5; ; 5/4; ; 13/10; 13/10; 6/5; 7/5; 5/4; 5/4; 5/4; 5/4; 6/5; 5/4; ; 5/4; 13/10; 5/4; 5/4; 11/8; ; 5/4; ; 5/4; ; ; ; 
Rotherham; 2; 9/4; ; 15/8; ; 2; 85/40; 19/10; 2; 15/8; 15/8; 2; 21/10; 19/10; 9/4; ; 37/19; 2; 19/10; 37/19; 107/50; ; 37/19; ; 37/19; ; ; ; 
Draw; 12/5; 12/5; ; 23/10; ; 23/10; 12/5; 21/10; 12/5; 9/4; 9/4; 5/2; 12/5; 21/10; 9/4; ; 23/10; 23/10; 23/10; 23/10; 5/2; ; 23/10; ; 23/10; ; ; ; 
META; english/league-1/fleetwood-v-rotherham; 2017-06-25 18:18:06 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Fleetwood; 13/10; 6/5; ; 5/4; ; 13/10; 13/10; 6/5; 7/5; 5/4; 5/4; 5/4; 5/4; 6/5; 5/4; ; 5/4; 13/10; 5/4; 5/4; 11/8; ; 5/4; ; 5/4; ; ; ; 
Rotherham; 2; 9/4; ; 15/8; ; 2; 85/40; 19/10; 2; 15/8; 15/8; 2; 21/10; 19/10; 9/4; ; 37/19; 2; 19/10; 37/19; 107/50; ; 37/19; ; 37/19; ; ; ; 
Draw; 12/5; 12/5; ; 23/10; ; 23/10; 12/5; 21/10; 12/5; 9/4; 9/4; 5/2; 12/5; 21/10; 9/4; ; 23/10; 23/10; 23/10; 23/10; 5/2; ; 23/10; ; 23/10; ; ; ; 
META; english/league-1/fleetwood-v-rotherham; 2017-06-25 22:17:59 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Fleetwood; 13/10; 6/5; ; 5/4; ; 13/10; 13/10; 6/5; 7/5; 5/4; 5/4; 5/4; 5/4; 6/5; 5/4; ; 5/4; 13/10; 5/4; 5/4; 11/8; ; 5/4; ; 5/4; ; ; ; 
Rotherham; 2; 9/4; ; 15/8; ; 2; 85/40; 19/10; 2; 15/8; 15/8; 2; 21/10; 19/10; 9/4; ; 37/19; 2; 19/10; 37/19; 107/50; ; 37/19; ; 37/19; ; ; ; 
Draw; 12/5; 12/5; ; 23/10; ; 23/10; 12/5; 21/10; 12/5; 9/4; 9/4; 5/2; 12/5; 21/10; 9/4; ; 23/10; 23/10; 23/10; 23/10; 5/2; ; 23/10; ; 23/10; ; ; ; 
META; english/league-1/fleetwood-v-rotherham; 2017-06-26 02:17:59 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Fleetwood; 13/10; 6/5; ; 5/4; ; 13/10; 13/10; 6/5; 7/5; 5/4; 5/4; 5/4; 5/4; 6/5; 5/4; ; 5/4; 13/10; 5/4; 5/4; 11/8; ; 5/4; ; 5/4; ; ; ; 
Rotherham; 2; 9/4; ; 15/8; ; 2; 85/40; 19/10; 2; 15/8; 15/8; 2; 21/10; 19/10; 9/4; ; 37/19; 2; 19/10; 37/19; 107/50; ; 37/19; ; 37/19; ; ; ; 
Draw; 12/5; 12/5; ; 23/10; ; 23/10; 12/5; 21/10; 12/5; 9/4; 9/4; 5/2; 12/5; 21/10; 9/4; ; 23/10; 23/10; 23/10; 23/10; 5/2; ; 23/10; ; 23/10; ; ; ; 
META; english/league-1/fleetwood-v-rotherham; 2017-06-26 10:22:06 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Fleetwood; 13/10; 6/5; ; 5/4; ; 13/10; 13/10; 6/5; 7/5; 5/4; 5/4; 5/4; 5/4; 6/5; 5/4; ; 5/4; 13/10; 5/4; 5/4; 11/8; ; 5/4; ; 5/4; ; ; ; 
Rotherham; 2; 9/4; ; 15/8; ; 2; 85/40; 19/10; 2; 15/8; 15/8; 2; 21/10; 19/10; 9/4; ; 37/19; 2; 19/10; 37/19; 107/50; ; 37/19; ; 37/19; ; ; ; 
Draw; 12/5; 12/5; ; 23/10; ; 23/10; 12/5; 21/10; 12/5; 9/4; 9/4; 5/2; 12/5; 21/10; 9/4; ; 23/10; 23/10; 23/10; 23/10; 5/2; ; 23/10; ; 23/10; ; ; ; 
META; english/league-1/fleetwood-v-rotherham; 2017-06-26 14:23:01 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Fleetwood; 13/10; 6/5; ; 5/4; ; 13/10; 13/10; 6/5; 7/5; 5/4; 5/4; 5/4; 5/4; 6/5; 5/4; ; 5/4; 13/10; 5/4; 5/4; 11/8; ; 5/4; ; 5/4; ; ; ; 
Rotherham; 2; 9/4; ; 15/8; ; 2; 85/40; 19/10; 2; 15/8; 15/8; 2; 21/10; 19/10; 9/4; ; 37/19; 2; 19/10; 37/19; 107/50; ; 37/19; ; 37/19; ; ; ; 
Draw; 12/5; 12/5; ; 23/10; ; 23/10; 12/5; 21/10; 12/5; 9/4; 9/4; 5/2; 12/5; 21/10; 9/4; ; 23/10; 23/10; 23/10; 23/10; 5/2; ; 23/10; ; 23/10; ; ; ; 
META; english/league-1/fleetwood-v-rotherham; 2017-06-26 18:20:39 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Fleetwood; 13/10; 6/5; ; ; ; 13/10; 13/10; 6/5; 7/5; 5/4; 5/4; 5/4; 5/4; 6/5; 5/4; ; 5/4; 13/10; 5/4; 5/4; 11/8; ; 5/4; ; 5/4; ; ; ; 
Rotherham; 2; 9/4; ; ; ; 2; 85/40; 19/10; 2; 15/8; 15/8; 2; 21/10; 19/10; 9/4; ; 37/19; 2; 19/10; 37/19; 107/50; ; 37/19; ; 37/19; ; ; ; 
Draw; 12/5; 12/5; ; ; ; 23/10; 12/5; 21/10; 12/5; 9/4; 9/4; 5/2; 12/5; 21/10; 9/4; ; 23/10; 23/10; 23/10; 23/10; 5/2; ; 23/10; ; 23/10; ; ; ; 
META; english/league-1/fleetwood-v-rotherham; 2017-06-26 22:20:18 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Fleetwood; 13/10; 6/5; ; 5/4; ; 13/10; 13/10; 6/5; 7/5; 5/4; 5/4; 5/4; 5/4; 6/5; 5/4; ; 5/4; 13/10; 5/4; 5/4; 11/8; ; 5/4; ; 5/4; ; ; ; 
Rotherham; 2; 9/4; ; 15/8; ; 2; 85/40; 19/10; 2; 15/8; 15/8; 2; 21/10; 19/10; 9/4; ; 37/19; 2; 19/10; 37/19; 107/50; ; 37/19; ; 37/19; ; ; ; 
Draw; 12/5; 12/5; ; 23/10; ; 23/10; 12/5; 21/10; 12/5; 9/4; 9/4; 5/2; 12/5; 21/10; 9/4; ; 23/10; 23/10; 23/10; 23/10; 5/2; ; 23/10; ; 23/10; ; ; ; 
META; english/league-1/fleetwood-v-rotherham; 2017-06-27 02:21:09 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Fleetwood; 13/10; 6/5; ; 5/4; ; 13/10; 13/10; 6/5; 7/5; 5/4; 5/4; 5/4; 5/4; 6/5; 5/4; ; 5/4; 13/10; 5/4; 5/4; 11/8; ; 5/4; ; 5/4; ; ; ; 
Rotherham; 2; 9/4; ; 15/8; ; 2; 85/40; 19/10; 2; 15/8; 15/8; 2; 21/10; 19/10; 9/4; ; 37/19; 2; 19/10; 37/19; 107/50; ; 37/19; ; 37/19; ; ; ; 
Draw; 12/5; 12/5; ; 23/10; ; 23/10; 12/5; 21/10; 12/5; 9/4; 9/4; 5/2; 12/5; 21/10; 9/4; ; 23/10; 23/10; 23/10; 23/10; 5/2; ; 23/10; ; 23/10; ; ; ; 
META; english/league-1/fleetwood-v-rotherham; 2017-06-27 10:21:30 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Fleetwood; 13/10; 6/5; ; 5/4; ; 13/10; 13/10; 6/5; 7/5; 5/4; 5/4; 5/4; 5/4; 6/5; 5/4; ; 5/4; 13/10; 5/4; 5/4; 11/8; ; 5/4; ; 5/4; ; ; ; 
Rotherham; 2; 9/4; ; 15/8; ; 2; 85/40; 19/10; 2; 15/8; 15/8; 2; 21/10; 19/10; 9/4; ; 37/19; 2; 19/10; 37/19; 107/50; ; 37/19; ; 37/19; ; ; ; 
Draw; 12/5; 12/5; ; 23/10; ; 23/10; 12/5; 21/10; 12/5; 9/4; 9/4; 5/2; 12/5; 21/10; 9/4; ; 23/10; 23/10; 23/10; 23/10; 5/2; ; 23/10; ; 23/10; ; ; ; 
META; english/league-1/fleetwood-v-rotherham; 2017-06-27 14:22:32 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Fleetwood; 13/10; 6/5; ; 5/4; ; 13/10; 13/10; 6/5; 7/5; 5/4; 5/4; 5/4; 5/4; 6/5; 5/4; ; 5/4; 13/10; 5/4; 5/4; 11/8; ; 5/4; ; 5/4; ; ; ; 
Rotherham; 2; 9/4; ; 15/8; ; 2; 85/40; 19/10; 2; 15/8; 15/8; 2; 21/10; 19/10; 9/4; ; 37/19; 2; 19/10; 37/19; 107/50; ; 37/19; ; 37/19; ; ; ; 
Draw; 12/5; 12/5; ; 23/10; ; 23/10; 12/5; 21/10; 12/5; 9/4; 9/4; 5/2; 12/5; 21/10; 9/4; ; 23/10; 23/10; 23/10; 23/10; 5/2; ; 23/10; ; 23/10; ; ; ; 
META; english/league-1/fleetwood-v-rotherham; 2017-06-27 18:23:19 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Fleetwood; 13/10; 6/5; 13/10; 5/4; ; 13/10; 13/10; 6/5; 7/5; 5/4; 5/4; 5/4; 5/4; 6/5; 5/4; ; 5/4; 13/10; 5/4; 5/4; 11/8; ; 5/4; ; 5/4; ; ; ; 
Rotherham; 2; 9/4; 21/10; 15/8; ; 2; 85/40; 19/10; 2; 15/8; 15/8; 2; 21/10; 19/10; 9/4; ; 37/19; 2; 19/10; 37/19; 107/50; ; 37/19; ; 37/19; ; ; ; 
Draw; 12/5; 12/5; 47/20; 23/10; ; 23/10; 12/5; 21/10; 12/5; 9/4; 9/4; 5/2; 12/5; 21/10; 9/4; ; 23/10; 23/10; 23/10; 23/10; 5/2; ; 23/10; ; 23/10; ; ; ; 
META; english/league-1/fleetwood-v-rotherham; 2017-06-27 22:22:25 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Fleetwood; 13/10; 6/5; 13/10; 5/4; ; 13/10; 13/10; 6/5; 7/5; 5/4; 5/4; 5/4; 5/4; 6/5; 5/4; ; 5/4; 13/10; 5/4; 5/4; 11/8; ; 5/4; ; 5/4; ; ; ; 
Rotherham; 2; 9/4; 21/10; 15/8; ; 2; 85/40; 19/10; 2; 15/8; 15/8; 2; 21/10; 19/10; 9/4; ; 37/19; 2; 19/10; 37/19; 107/50; ; 37/19; ; 37/19; ; ; ; 
Draw; 12/5; 12/5; 47/20; 23/10; ; 23/10; 12/5; 21/10; 12/5; 9/4; 9/4; 5/2; 12/5; 21/10; 9/4; ; 23/10; 23/10; 23/10; 23/10; 5/2; ; 23/10; ; 23/10; ; ; ; 
META; english/league-1/fleetwood-v-rotherham; 2017-06-28 02:22:12 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Fleetwood; 13/10; 6/5; 13/10; 5/4; ; 13/10; 13/10; 6/5; 7/5; 5/4; 5/4; 5/4; 5/4; 6/5; 5/4; ; 5/4; 13/10; 5/4; 5/4; 11/8; ; 5/4; ; 5/4; ; ; ; 
Rotherham; 2; 9/4; 21/10; 15/8; ; 2; 85/40; 19/10; 2; 15/8; 15/8; 2; 21/10; 19/10; 9/4; ; 37/19; 2; 19/10; 37/19; 107/50; ; 37/19; ; 37/19; ; ; ; 
Draw; 12/5; 12/5; 47/20; 23/10; ; 23/10; 12/5; 21/10; 12/5; 9/4; 9/4; 5/2; 12/5; 21/10; 9/4; ; 23/10; 23/10; 23/10; 23/10; 5/2; ; 23/10; ; 23/10; ; ; ; 
META; english/league-1/fleetwood-v-rotherham; 2017-06-28 10:22:11 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Fleetwood; 13/10; 6/5; 13/10; 5/4; ; 13/10; 13/10; 6/5; 7/5; 5/4; 5/4; 5/4; 5/4; 6/5; 5/4; ; 5/4; 13/10; 5/4; 5/4; 11/8; ; 5/4; ; 5/4; ; ; ; 
Rotherham; 2; 9/4; 21/10; 15/8; ; 2; 85/40; 19/10; 2; 15/8; 15/8; 2; 21/10; 19/10; 9/4; ; 37/19; 2; 19/10; 37/19; 107/50; ; 37/19; ; 37/19; ; ; ; 
Draw; 12/5; 12/5; 47/20; 23/10; ; 23/10; 12/5; 21/10; 12/5; 9/4; 9/4; 5/2; 12/5; 21/10; 9/4; ; 23/10; 23/10; 23/10; 23/10; 5/2; ; 23/10; ; 23/10; ; ; ; 
META; english/league-1/fleetwood-v-rotherham; 2017-06-28 14:22:38 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Fleetwood; 13/10; 6/5; 13/10; 5/4; ; 13/10; 13/10; 6/5; 7/5; 5/4; 5/4; 5/4; 5/4; 6/5; 5/4; ; 5/4; 13/10; 5/4; 5/4; 11/8; ; 5/4; ; 5/4; ; ; ; 
Rotherham; 2; 9/4; 21/10; 15/8; ; 2; 85/40; 19/10; 2; 15/8; 15/8; 2; 21/10; 19/10; 9/4; ; 37/19; 2; 19/10; 37/19; 107/50; ; 37/19; ; 37/19; ; ; ; 
Draw; 12/5; 12/5; 47/20; 23/10; ; 23/10; 12/5; 21/10; 12/5; 9/4; 9/4; 5/2; 12/5; 21/10; 9/4; ; 23/10; 23/10; 23/10; 23/10; 5/2; ; 23/10; ; 23/10; ; ; ; 
META; english/league-1/fleetwood-v-rotherham; 2017-06-28 18:20:12 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Fleetwood; 13/10; 6/5; 13/10; 5/4; ; 13/10; 13/10; 6/5; 7/5; 5/4; 5/4; 5/4; 5/4; 6/5; 5/4; ; 5/4; 13/10; 5/4; 5/4; 11/8; ; 5/4; ; 5/4; ; ; ; 
Rotherham; 2; 9/4; 21/10; 15/8; ; 2; 85/40; 19/10; 2; 15/8; 15/8; 2; 21/10; 19/10; 9/4; ; 37/19; 2; 19/10; 37/19; 107/50; ; 37/19; ; 37/19; ; ; ; 
Draw; 12/5; 12/5; 47/20; 23/10; ; 23/10; 12/5; 21/10; 12/5; 9/4; 9/4; 5/2; 12/5; 21/10; 9/4; ; 23/10; 23/10; 23/10; 23/10; 5/2; ; 23/10; ; 23/10; ; ; ; 
META; english/league-1/fleetwood-v-rotherham; 2017-06-28 22:20:55 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Fleetwood; 13/10; 6/5; 13/10; 5/4; ; 13/10; 13/10; 6/5; 7/5; 5/4; 5/4; 5/4; 5/4; 6/5; 5/4; ; 5/4; 13/10; 5/4; 5/4; 11/8; ; 5/4; ; 5/4; ; ; ; 
Rotherham; 2; 9/4; 21/10; 15/8; ; 2; 85/40; 19/10; 2; 15/8; 15/8; 2; 21/10; 19/10; 9/4; ; 37/19; 2; 19/10; 37/19; 107/50; ; 37/19; ; 37/19; ; ; ; 
Draw; 12/5; 12/5; 47/20; 23/10; ; 23/10; 12/5; 21/10; 12/5; 9/4; 9/4; 5/2; 12/5; 21/10; 9/4; ; 23/10; 23/10; 23/10; 23/10; 5/2; ; 23/10; ; 23/10; ; ; ; 
META; english/league-1/fleetwood-v-rotherham; 2017-06-29 02:21:05 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Fleetwood; 13/10; 6/5; 13/10; 5/4; ; 13/10; 13/10; 6/5; 7/5; 5/4; 5/4; 5/4; 5/4; 6/5; 5/4; ; 5/4; 13/10; 5/4; 5/4; 11/8; ; 5/4; ; 5/4; ; ; ; 
Rotherham; 2; 9/4; 21/10; 15/8; ; 2; 85/40; 19/10; 2; 15/8; 15/8; 2; 21/10; 19/10; 9/4; ; 37/19; 2; 19/10; 37/19; 107/50; ; 37/19; ; 37/19; ; ; ; 
Draw; 12/5; 12/5; 47/20; 23/10; ; 23/10; 12/5; 21/10; 12/5; 9/4; 9/4; 5/2; 12/5; 21/10; 9/4; ; 23/10; 23/10; 23/10; 23/10; 5/2; ; 23/10; ; 23/10; ; ; ; 
META; english/league-1/fleetwood-v-rotherham; 2017-06-29 10:21:56 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Fleetwood; 13/10; 6/5; 13/10; 5/4; ; 13/10; 13/10; 6/5; 7/5; 5/4; 5/4; 5/4; 5/4; 6/5; 5/4; ; 5/4; 13/10; 5/4; 5/4; 11/8; ; 5/4; ; 5/4; ; ; ; 
Rotherham; 2; 9/4; 21/10; 15/8; ; 2; 85/40; 19/10; 2; 15/8; 15/8; 2; 21/10; 19/10; 9/4; ; 37/19; 2; 19/10; 37/19; 107/50; ; 37/19; ; 37/19; ; ; ; 
Draw; 12/5; 12/5; 47/20; 23/10; ; 23/10; 12/5; 21/10; 12/5; 9/4; 9/4; 5/2; 12/5; 21/10; 9/4; ; 23/10; 23/10; 23/10; 23/10; 5/2; ; 23/10; ; 23/10; ; ; ; 
META; english/league-1/fleetwood-v-rotherham; 2017-06-29 14:22:08 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Fleetwood; 13/10; 6/5; 13/10; 5/4; ; 13/10; 13/10; 6/5; 7/5; 5/4; 5/4; 5/4; 5/4; 6/5; 5/4; ; 5/4; 13/10; 5/4; 5/4; 11/8; ; 5/4; ; 5/4; ; ; ; 
Rotherham; 2; 9/4; 21/10; 15/8; ; 2; 85/40; 19/10; 2; 15/8; 15/8; 2; 21/10; 19/10; 9/4; ; 37/19; 2; 19/10; 37/19; 107/50; ; 37/19; ; 37/19; ; ; ; 
Draw; 12/5; 12/5; 47/20; 23/10; ; 23/10; 12/5; 21/10; 12/5; 9/4; 9/4; 5/2; 12/5; 21/10; 9/4; ; 23/10; 23/10; 23/10; 23/10; 5/2; ; 23/10; ; 23/10; ; ; ; 
META; english/league-1/fleetwood-v-rotherham; 2017-06-29 18:21:33 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Fleetwood; 13/10; 6/5; 13/10; 5/4; ; 13/10; 13/10; 6/5; 7/5; 5/4; 5/4; 5/4; 5/4; 6/5; 5/4; ; 5/4; 13/10; 5/4; 5/4; 11/8; ; 5/4; ; 5/4; ; ; ; 
Rotherham; 2; 9/4; 21/10; 15/8; ; 2; 85/40; 19/10; 2; 15/8; 15/8; 2; 21/10; 19/10; 9/4; ; 37/19; 2; 19/10; 37/19; 107/50; ; 37/19; ; 37/19; ; ; ; 
Draw; 12/5; 12/5; 47/20; 23/10; ; 23/10; 12/5; 21/10; 12/5; 9/4; 9/4; 5/2; 12/5; 21/10; 9/4; ; 23/10; 23/10; 23/10; 23/10; 5/2; ; 23/10; ; 23/10; ; ; ; 
META; english/league-1/fleetwood-v-rotherham; 2017-06-29 22:20:20 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Fleetwood; 13/10; 6/5; 13/10; 5/4; ; 13/10; 13/10; 6/5; 7/5; 5/4; 5/4; 5/4; 5/4; 6/5; 5/4; ; 5/4; 13/10; 5/4; 5/4; 11/8; ; 5/4; 5/4; 5/4; ; ; ; 
Rotherham; 2; 9/4; 21/10; 15/8; ; 2; 85/40; 19/10; 2; 15/8; 15/8; 2; 21/10; 19/10; 9/4; ; 37/19; 2; 19/10; 37/19; 107/50; ; 37/19; 2; 37/19; ; ; ; 
Draw; 12/5; 12/5; 47/20; 23/10; ; 23/10; 12/5; 21/10; 12/5; 9/4; 9/4; 5/2; 12/5; 21/10; 9/4; ; 23/10; 23/10; 23/10; 23/10; 5/2; ; 23/10; 12/5; 23/10; ; ; ; 
META; english/league-1/fleetwood-v-rotherham; 2017-06-30 02:19:04 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
Fleetwood; 13/10; 6/5; 13/10; 5/4; ; 13/10; 13/10; 6/5; 7/5; 5/4; 5/4; 5/4; 5/4; 6/5; 5/4; ; 5/4; 13/10; 5/4; 5/4; 11/8; ; 5/4; 5/4; 5/4; ; ; ; 
Rotherham; 2; 9/4; 21/10; 15/8; ; 2; 85/40; 19/10; 2; 15/8; 15/8; 2; 21/10; 19/10; 9/4; ; 37/19; 2; 19/10; 37/19; 107/50; ; 37/19; 2; 37/19; ; ; ; 
Draw; 12/5; 12/5; 47/20; 23/10; ; 23/10; 12/5; 21/10; 12/5; 9/4; 9/4; 5/2; 12/5; 21/10; 9/4; ; 23/10; 23/10; 23/10; 23/10; 5/2; ; 23/10; 12/5; 23/10; ; ; ; 
META; english/league-1/fleetwood-v-rotherham; 2017-06-30 10:19:04 GMT+3; 2017-08-05 15:00; Nothing; Xlenovo
