META; english/league-1/oldham-v-portsmouth; 2018-03-11 14:21:59 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Oldham; 6/4; 13/8; 31/20; 6/4; 6/4; 8/5; 5/6; 6/4
Portsmouth; 17/10; 13/8; 15/8; 17/10; 8/5; 17/10; 10/9; 9/5
Draw; 12/5; 23/10; 5/2; 23/10; 11/5; 12/5; 19/10; 12/5
META; english/league-1/oldham-v-portsmouth; 2018-03-11 18:21:28 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Oldham; 11/8; 13/8; 29/20; 147/00; 7/5; 11/8; 7/5; 29/20; 7/5; 23/17; 6/4; 7/5; 23/17; 21/20; 7/5
Portsmouth; 15/8; 13/8; 9/5; 197/00; 9/5; 13/8; 9/5; 9/5; 9/5; 9/5; 15/8; 9/5; 9/5; 6/4; 19/10
Draw; 12/5; 23/10; 23/10; 63/25; 23/10; 12/5; 23/10; 12/5; 23/10; 23/10; 12/5; 47/20; 40/17; 9/4; 12/5
META; english/league-1/oldham-v-portsmouth; 2018-03-11 22:21:16 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Oldham; 11/8; 13/8; 11/8; 147/00; 7/5; 7/5; 13/10; 11/8; 7/5; 7/5; 7/5; 23/17; 5/4; 29/20; 7/5; 23/17; 5/4; 7/5
Portsmouth; 15/8; 13/8; 15/8; 197/00; 19/10; 9/5; 9/5; 15/8; 15/8; 9/5; 9/5; 9/5; 31/18; 19/10; 9/5; 9/5; 9/5; 19/10
Draw; 12/5; 23/10; 23/10; 63/25; 5/2; 23/10; 23/10; 23/10; 12/5; 12/5; 23/10; 23/10; 27/11; 12/5; 47/20; 40/17; 9/4; 12/5
META; english/league-1/oldham-v-portsmouth; 2018-03-12 02:21:40 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Oldham; 11/8; 13/8; 7/5; 77/50; 29/20; 6/4; 11/8; 7/5; 7/5; 29/20; 7/5; 7/5; 5/4; 29/20; 7/5; 7/5; 7/5; 6/4
Portsmouth; 15/8; 13/8; 19/10; 49/25; 19/10; 9/5; 9/5; 15/8; 15/8; 19/10; 9/5; 7/4; 31/18; 15/8; 37/20; 9/5; 7/4; 19/10
Draw; 12/5; 23/10; 9/4; 12/5; 12/5; 9/4; 9/4; 11/5; 12/5; 9/4; 23/10; 9/4; 27/11; 12/5; 23/10; 9/4; 21/10; 23/10
META; english/league-1/oldham-v-portsmouth; 2018-03-12 10:21:34 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Oldham; 11/8; 13/8; 29/20; 77/50; 29/20; 6/4; 11/8; 10/7; 7/5; 7/5; 29/20; 7/5; 7/5; 23/17; 14/11; 10/7; 29/20; 7/5; 7/5; 7/5; 6/4
Portsmouth; 15/8; 13/8; 19/10; 49/25; 19/10; 9/5; 9/5; 24/13; 15/8; 15/8; 19/10; 9/5; 7/4; 24/13; 33/19; 24/13; 15/8; 37/20; 9/5; 7/4; 19/10
Draw; 12/5; 23/10; 9/4; 12/5; 12/5; 9/4; 9/4; 40/17; 11/5; 12/5; 9/4; 23/10; 9/4; 12/5; 12/5; 40/17; 12/5; 23/10; 9/4; 21/10; 23/10
META; english/league-1/oldham-v-portsmouth; 2018-03-12 14:22:10 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Oldham; 11/8; 7/5; 29/20; 77/50; 29/20; 11/8; 10/7; 7/5; 7/5; 29/20; 6/4; 7/5; 7/5; 23/17; 14/11; 10/7; 29/20; 7/5; 7/5; 7/5; 5/4; 6/4; 
Portsmouth; 15/8; 19/10; 19/10; 49/25; 19/10; 9/5; 9/5; 24/13; 15/8; 15/8; 19/10; 9/5; 15/8; 7/4; 24/13; 33/19; 24/13; 15/8; 37/20; 9/5; 7/4; 6/4; 19/10
Draw; 12/5; 12/5; 9/4; 12/5; 12/5; 9/4; 40/17; 11/5; 12/5; 9/4; 23/10; 23/10; 9/4; 12/5; 12/5; 40/17; 12/5; 23/10; 9/4; 21/10; 9/5; 23/10; 
META; english/league-1/oldham-v-portsmouth; 2018-03-12 18:22:14 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Oldham; 11/8; 7/5; 29/20; 11/8; 149/00; 29/20; 11/8; 10/7; 7/5; 7/5; 29/20; 7/5; 6/4; 7/5; 23/17; 23/17; 14/11; 10/7; 29/20; 7/5; 23/17; 7/5; 11/8; 7/5; 
Portsmouth; 15/8; 19/10; 15/8; 9/5; 101/0; 19/10; 15/8; 9/5; 24/13; 15/8; 19/10; 19/10; 9/5; 9/5; 15/8; 9/5; 24/13; 33/19; 24/13; 15/8; 37/20; 24/13; 7/4; 17/10; 2
Draw; 12/5; 12/5; 9/4; 11/5; 121/0; 12/5; 9/4; 40/17; 11/5; 12/5; 9/4; 23/10; 23/10; 9/4; 9/4; 12/5; 12/5; 40/17; 12/5; 23/10; 9/4; 21/10; 2; 12/5; 
META; english/league-1/oldham-v-portsmouth; 2018-03-12 22:22:12 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Oldham; 11/8; 7/5; 29/20; 11/8; 149/00; 29/20; 11/8; 10/7; 7/5; 7/5; 29/20; 7/5; 6/4; 7/5; 23/17; 23/17; 14/11; 10/7; 29/20; 7/5; 23/17; 7/5; 11/8; 7/5; 
Portsmouth; 15/8; 19/10; 15/8; 9/5; 101/0; 19/10; 15/8; 9/5; 24/13; 15/8; 19/10; 19/10; 9/5; 9/5; 15/8; 9/5; 24/13; 33/19; 24/13; 15/8; 37/20; 24/13; 7/4; 17/10; 2
Draw; 12/5; 12/5; 9/4; 11/5; 121/0; 12/5; 9/4; 40/17; 11/5; 12/5; 9/4; 23/10; 23/10; 9/4; 9/4; 12/5; 12/5; 40/17; 12/5; 23/10; 9/4; 21/10; 2; 12/5; 
META; english/league-1/oldham-v-portsmouth; 2018-03-13 02:22:05 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Oldham; 11/8; 7/5; 29/20; 11/8; 149/00; 29/20; 11/8; 10/7; 7/5; 7/5; 29/20; 7/5; 6/4; 7/5; 23/17; 23/17; 14/11; 10/7; 29/20; 7/5; 23/17; 7/5; 11/8; 7/5; 
Portsmouth; 15/8; 19/10; 15/8; 9/5; 101/0; 19/10; 15/8; 9/5; 24/13; 15/8; 19/10; 19/10; 9/5; 9/5; 15/8; 9/5; 24/13; 33/19; 24/13; 15/8; 37/20; 24/13; 7/4; 17/10; 2
Draw; 12/5; 12/5; 9/4; 11/5; 121/0; 12/5; 9/4; 40/17; 11/5; 12/5; 9/4; 23/10; 23/10; 9/4; 9/4; 12/5; 12/5; 40/17; 12/5; 23/10; 9/4; 21/10; 2; 12/5; 
META; english/league-1/oldham-v-portsmouth; 2018-03-13 10:22:16 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Oldham; 11/8; 7/5; 29/20; 11/8; 149/00; 29/20; 11/8; 10/7; 7/5; 7/5; 29/20; 7/5; 6/4; 7/5; 23/17; 23/17; 14/11; 10/7; 29/20; 7/5; 23/17; 7/5; 11/8; 7/5; 
Portsmouth; 15/8; 19/10; 15/8; 9/5; 101/0; 19/10; 15/8; 9/5; 24/13; 15/8; 19/10; 19/10; 9/5; 9/5; 15/8; 9/5; 24/13; 33/19; 24/13; 15/8; 37/20; 24/13; 7/4; 17/10; 2
Draw; 12/5; 12/5; 9/4; 11/5; 121/0; 12/5; 9/4; 40/17; 11/5; 12/5; 9/4; 23/10; 23/10; 9/4; 9/4; 12/5; 12/5; 40/17; 12/5; 23/10; 9/4; 21/10; 2; 12/5; 
META; english/league-1/oldham-v-portsmouth; 2018-03-13 14:22:31 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Oldham; 11/8; 7/5; 29/20; 11/8; 149/00; 29/20; 11/8; 10/7; 7/5; 7/5; 29/20; 7/5; 6/4; 7/5; 23/17; 23/17; 14/11; 10/7; 29/20; 7/5; 23/17; 7/5; 11/8; 7/5; 
Portsmouth; 15/8; 19/10; 15/8; 9/5; 101/0; 19/10; 15/8; 9/5; 24/13; 15/8; 19/10; 19/10; 9/5; 9/5; 15/8; 9/5; 24/13; 33/19; 24/13; 15/8; 37/20; 24/13; 7/4; 17/10; 2
Draw; 12/5; 12/5; 9/4; 11/5; 121/0; 12/5; 9/4; 40/17; 11/5; 12/5; 9/4; 23/10; 23/10; 9/4; 9/4; 12/5; 12/5; 40/17; 12/5; 23/10; 9/4; 21/10; 2; 12/5; 
META; english/league-1/oldham-v-portsmouth; 2018-03-13 18:22:32 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Oldham; 11/8; 7/5; 29/20; 11/8; 149/00; 29/20; 11/8; 10/7; 29/20; 7/5; 29/20; 7/5; 6/4; 7/5; 7/5; 23/17; 14/11; 10/7; 29/20; 7/5; 7/5; 7/5; 11/8; 7/5; 
Portsmouth; 15/8; 19/10; 15/8; 9/5; 101/0; 19/10; 15/8; 9/5; 24/13; 19/10; 19/10; 19/10; 9/5; 9/5; 15/8; 24/13; 24/13; 33/19; 24/13; 15/8; 37/20; 24/13; 7/4; 17/10; 2
Draw; 12/5; 12/5; 9/4; 11/5; 121/0; 12/5; 9/4; 40/17; 9/4; 12/5; 9/4; 23/10; 23/10; 9/4; 23/10; 12/5; 12/5; 40/17; 12/5; 23/10; 23/10; 21/10; 2; 12/5; 
META; english/league-1/oldham-v-portsmouth; 2018-03-13 22:22:19 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Oldham; 11/8; 7/5; 29/20; 11/8; 149/00; 29/20; 11/8; 10/7; 29/20; 7/5; 29/20; 7/5; 6/4; 7/5; 7/5; 23/17; 14/11; 10/7; 29/20; 7/5; 7/5; 7/5; 11/8; 7/5; 
Portsmouth; 15/8; 19/10; 15/8; 9/5; 101/0; 19/10; 15/8; 9/5; 24/13; 19/10; 19/10; 19/10; 9/5; 9/5; 15/8; 24/13; 24/13; 33/19; 24/13; 15/8; 37/20; 24/13; 7/4; 17/10; 2
Draw; 12/5; 12/5; 9/4; 11/5; 121/0; 12/5; 9/4; 40/17; 9/4; 12/5; 9/4; 23/10; 23/10; 9/4; 23/10; 12/5; 12/5; 40/17; 12/5; 23/10; 23/10; 21/10; 2; 12/5; 
META; english/league-1/oldham-v-portsmouth; 2018-03-14 02:21:20 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Oldham; 11/8; 7/5; 29/20; 11/8; 149/00; 29/20; 11/8; 10/7; 29/20; 7/5; 29/20; 7/5; 6/4; 7/5; 7/5; 23/17; 14/11; 10/7; 29/20; 7/5; 7/5; 7/5; 11/8; 7/5; 
Portsmouth; 15/8; 19/10; 15/8; 9/5; 101/0; 19/10; 15/8; 9/5; 24/13; 19/10; 19/10; 19/10; 9/5; 9/5; 15/8; 24/13; 24/13; 33/19; 24/13; 15/8; 37/20; 24/13; 7/4; 17/10; 2
Draw; 12/5; 12/5; 9/4; 11/5; 121/0; 12/5; 9/4; 40/17; 9/4; 12/5; 9/4; 23/10; 23/10; 9/4; 9/4; 12/5; 12/5; 40/17; 12/5; 23/10; 23/10; 21/10; 2; 12/5; 
META; english/league-1/oldham-v-portsmouth; 2018-03-14 10:21:29 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Oldham; 11/8; 7/5; 29/20; 11/8; 149/00; 29/20; 11/8; 10/7; 29/20; 7/5; 29/20; 7/5; 6/4; 7/5; 7/5; 23/17; 14/11; 10/7; 29/20; 7/5; 7/5; 7/5; 5/4; 7/5; 
Portsmouth; 15/8; 19/10; 15/8; 9/5; 101/0; 19/10; 15/8; 9/5; 24/13; 19/10; 19/10; 19/10; 9/5; 9/5; 15/8; 24/13; 24/13; 33/19; 24/13; 15/8; 37/20; 24/13; 7/4; 6/4; 2
Draw; 12/5; 12/5; 9/4; 11/5; 121/0; 12/5; 9/4; 40/17; 9/4; 12/5; 9/4; 23/10; 23/10; 9/4; 23/10; 12/5; 12/5; 40/17; 12/5; 23/10; 23/10; 21/10; 9/5; 12/5; 
META; english/league-1/oldham-v-portsmouth; 2018-03-14 14:21:51 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Oldham; 11/8; 7/5; 29/20; 11/8; 149/00; 29/20; 11/8; 10/7; 29/20; 7/5; 7/5; 7/5; 6/4; 11/8; 7/5; 23/17; 14/11; 10/7; 29/20; 7/5; 7/5; 7/5; 11/8; 7/5; 7/5; 
Portsmouth; 15/8; 19/10; 15/8; 9/5; 101/0; 19/10; 15/8; 9/5; 24/13; 19/10; 19/10; 19/10; 9/5; 9/5; 15/8; 24/13; 24/13; 33/19; 24/13; 15/8; 37/20; 24/13; 7/4; 17/10; 19/10; 2
Draw; 12/5; 12/5; 9/4; 11/5; 121/0; 12/5; 9/4; 40/17; 9/4; 12/5; 23/10; 23/10; 23/10; 23/10; 23/10; 12/5; 12/5; 40/17; 12/5; 23/10; 23/10; 21/10; 2; 23/10; 12/5; 
META; english/league-1/oldham-v-portsmouth; 2018-03-14 18:21:39 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Oldham; 11/8; 7/5; 29/20; 11/8; 149/00; 6/4; 7/5; 11/8; 29/20; 7/5; 7/5; 7/5; 6/4; 6/4; 11/8; 7/5; 23/17; 14/11; 11/8; 29/20; 7/5; 7/5; 7/5; 11/8; 7/5; 7/5; 
Portsmouth; 15/8; 19/10; 15/8; 9/5; 101/0; 2; 15/8; 15/8; 19/10; 19/10; 19/10; 19/10; 9/5; 15/8; 9/5; 15/8; 24/13; 24/13; 33/19; 19/10; 19/10; 37/20; 19/10; 9/5; 17/10; 19/10; 2
Draw; 12/5; 12/5; 9/4; 11/5; 121/0; 12/5; 9/4; 40/17; 9/4; 12/5; 23/10; 23/10; 9/4; 23/10; 23/10; 23/10; 12/5; 12/5; 40/17; 12/5; 23/10; 40/17; 21/10; 2; 23/10; 12/5; 
META; english/league-1/oldham-v-portsmouth; 2018-03-14 22:21:31 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Oldham; 11/8; 7/5; 29/20; 11/8; 149/00; 6/4; 7/5; 11/8; 29/20; 7/5; 7/5; 7/5; 6/4; 6/4; 11/8; 7/5; 23/17; 14/11; 11/8; 29/20; 7/5; 7/5; 7/5; 11/8; 7/5; 7/5; 
Portsmouth; 15/8; 19/10; 15/8; 9/5; 101/0; 2; 15/8; 15/8; 19/10; 19/10; 19/10; 19/10; 9/5; 15/8; 9/5; 15/8; 24/13; 24/13; 33/19; 19/10; 19/10; 37/20; 19/10; 9/5; 17/10; 19/10; 2
Draw; 12/5; 12/5; 9/4; 11/5; 121/0; 12/5; 9/4; 40/17; 9/4; 12/5; 23/10; 23/10; 9/4; 23/10; 23/10; 23/10; 12/5; 12/5; 40/17; 12/5; 23/10; 40/17; 9/4; 2; 23/10; 12/5; 
META; english/league-1/oldham-v-portsmouth; 2018-03-15 02:21:33 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Oldham; 11/8; 7/5; 29/20; 11/8; 149/00; 6/4; 7/5; 11/8; 29/20; 7/5; 7/5; 7/5; 6/4; 6/4; 11/8; 7/5; 23/17; 14/11; 11/8; 29/20; 7/5; 7/5; 7/5; 11/8; 7/5; 7/5; 
Portsmouth; 15/8; 19/10; 15/8; 9/5; 101/0; 2; 15/8; 15/8; 19/10; 19/10; 19/10; 19/10; 9/5; 15/8; 9/5; 15/8; 24/13; 24/13; 33/19; 19/10; 19/10; 37/20; 19/10; 9/5; 17/10; 19/10; 2
Draw; 12/5; 23/10; 9/4; 11/5; 121/0; 12/5; 9/4; 40/17; 9/4; 12/5; 23/10; 23/10; 9/4; 23/10; 23/10; 23/10; 12/5; 12/5; 40/17; 12/5; 23/10; 40/17; 9/4; 2; 23/10; 12/5; 
META; english/league-1/oldham-v-portsmouth; 2018-03-15 10:21:19 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Oldham; 11/8; 7/5; 29/20; 11/8; 149/00; 6/4; 7/5; 11/8; 29/20; 7/5; 7/5; 7/5; 6/4; 6/4; 11/8; 7/5; 23/17; 14/11; 11/8; 29/20; 7/5; 7/5; 7/5; 7/5; 7/5; 
Portsmouth; 15/8; 19/10; 15/8; 9/5; 101/0; 2; 15/8; 15/8; 19/10; 19/10; 19/10; 19/10; 9/5; 15/8; 9/5; 15/8; 24/13; 24/13; 33/19; 19/10; 19/10; 37/20; 19/10; 9/5; 19/10; 2
Draw; 12/5; 23/10; 9/4; 11/5; 121/0; 12/5; 9/4; 40/17; 9/4; 12/5; 23/10; 23/10; 9/4; 23/10; 23/10; 23/10; 12/5; 12/5; 40/17; 12/5; 23/10; 40/17; 9/4; 23/10; 12/5; 
META; english/league-1/oldham-v-portsmouth; 2018-03-15 14:21:46 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Oldham; 11/8; 7/5; 11/8; 151/00; 6/4; 7/5; 11/8; 29/20; 29/20; 29/20; 7/5; 6/4; 6/4; 7/5; 7/5; 23/17; 14/11; 11/8; 29/20; 29/20; 16/11; 7/5; 11/8; 7/5; 6/4; 
Portsmouth; 15/8; 15/8; 15/8; 9/5; 199/00; 2; 15/8; 15/8; 19/10; 19/10; 19/10; 9/5; 15/8; 9/5; 15/8; 24/13; 24/13; 33/19; 19/10; 19/10; 19/10; 24/13; 9/5; 17/10; 19/10; 19/10
Draw; 12/5; 12/5; 11/5; 121/0; 12/5; 9/4; 40/17; 9/4; 23/10; 11/5; 23/10; 9/4; 23/10; 9/4; 23/10; 12/5; 12/5; 40/17; 12/5; 47/20; 40/17; 9/4; 2; 23/10; 12/5; 
META; english/league-1/oldham-v-portsmouth; 2018-03-15 18:21:32 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Oldham; 31/20; 13/8; 13/8; 11/8; 43/25; 13/8; 8/5; 6/4; 8/5; 33/20; 8/5; 13/8; 7/5; 13/8; 8/5; 6/4; 8/5; 23/17; 7/5; 8/5; 8/5; 13/8; 8/5; 6/4; 6/4; 13/8; 13/8
Portsmouth; 17/10; 13/8; 33/20; 9/5; 87/50; 15/8; 17/10; 7/4; 8/5; 17/10; 17/10; 13/8; 9/5; 17/10; 17/10; 17/10; 28/17; 24/13; 19/12; 8/5; 17/10; 17/10; 28/17; 7/4; 8/5; 17/10; 17/10
Draw; 12/5; 23/10; 11/5; 11/5; 121/0; 11/5; 40/17; 9/4; 23/10; 23/10; 23/10; 9/4; 9/4; 9/4; 23/10; 12/5; 12/5; 40/17; 12/5; 23/10; 40/17; 9/4; 2; 23/10; 12/5; ; 
META; english/league-1/oldham-v-portsmouth; 2018-03-15 22:21:09 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Oldham; 31/20; 13/8; 33/20; 11/8; 89/50; 17/10; 13/8; 13/8; 8/5; 33/20; 13/8; 13/8; 7/5; 33/20; 13/8; 6/4; 8/5; 16/11; 22/15; 8/5; 13/8; 17/10; 28/17; 13/8; 17/10; 7/4; 7/4
Portsmouth; 17/10; 13/8; 33/20; 9/5; 83/50; 9/5; 8/5; 13/8; 8/5; 33/20; 17/10; 13/8; 9/5; 33/20; 8/5; 17/10; 28/17; 17/10; 6/4; 8/5; 17/10; 33/20; 28/17; 13/8; 8/5; 13/8; 13/8
Draw; 12/5; 23/10; 11/5; 11/5; 49/20; 9/4; 40/17; 9/4; 23/10; 23/10; 23/10; 9/4; 12/5; 23/10; 23/10; 12/5; 12/5; 40/17; 12/5; 47/20; 40/17; 11/5; 9/4; 12/5; 23/10; ; 
META; english/league-1/oldham-v-portsmouth; 2018-03-16 02:20:46 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Oldham; 31/20; 13/8; 33/20; 11/8; 89/50; 17/10; 13/8; 13/8; 8/5; 17/10; 13/8; 13/8; 7/5; 33/20; 13/8; 8/5; 8/5; 16/11; 22/15; 8/5; 13/8; 17/10; 8/5; 13/8; 13/8; 7/4; 7/4
Portsmouth; 17/10; 13/8; 33/20; 9/5; 83/50; 9/5; 13/8; 13/8; 8/5; 33/20; 17/10; 13/8; 9/5; 33/20; 8/5; 8/5; 28/17; 17/10; 6/4; 8/5; 17/10; 33/20; 28/17; 13/8; 13/8; 13/8; 13/8
Draw; 12/5; 23/10; 11/5; 11/5; 49/20; 9/4; 40/17; 11/5; 23/10; 23/10; 23/10; 11/5; 12/5; 9/4; 23/10; 12/5; 12/5; 40/17; 12/5; 47/20; 23/10; 11/5; 9/4; 12/5; 12/5; ; 
META; english/league-1/oldham-v-portsmouth; 2018-03-16 10:20:51 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Oldham; 17/10; 13/8; 33/20; 8/5; 89/50; 17/10; 13/8; 13/8; 8/5; 17/10; 13/8; 13/8; 7/5; 33/20; 13/8; 8/5; 8/5; 16/11; 52/35; 8/5; 13/8; 17/10; 8/5; 13/8; 13/8; 7/4; 7/4
Portsmouth; 7/4; 17/10; 33/20; 8/5; 83/50; 7/4; 8/5; 13/8; 8/5; 33/20; 17/10; 13/8; 9/5; 33/20; 8/5; 8/5; 28/17; 17/10; 52/35; 8/5; 17/10; 33/20; 28/17; 13/8; 13/8; 13/8; 13/8
Draw; 12/5; 9/4; 11/5; 21/10; 49/20; 5/2; 23/10; 40/17; 11/5; 23/10; 12/5; 23/10; 11/5; 12/5; 9/4; 23/10; 12/5; 12/5; 40/17; 12/5; 47/20; 23/10; 9/4; 11/5; 12/5; 12/5; 
META; english/league-1/oldham-v-portsmouth; 2018-03-16 14:21:58 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Oldham; 17/10; 13/8; 33/20; 8/5; 89/50; 17/10; 13/8; 13/8; 8/5; 33/20; 17/10; 17/10; 7/5; 33/20; 13/8; 8/5; 8/5; 16/11; 52/35; 8/5; 17/10; 17/10; 8/5; 13/8; 13/8; 7/4; 7/4
Portsmouth; 7/4; 17/10; 33/20; 8/5; 83/50; 7/4; 8/5; 13/8; 8/5; 33/20; 13/8; 8/5; 9/5; 33/20; 8/5; 8/5; 28/17; 17/10; 52/35; 8/5; 17/10; 33/20; 28/17; 13/8; 13/8; 13/8; 13/8
Draw; 12/5; 9/4; 11/5; 21/10; 49/20; 5/2; 23/10; 40/17; 9/4; 23/10; 23/10; 23/10; 11/5; 12/5; 9/4; 23/10; 12/5; 12/5; 40/17; 12/5; 47/20; 23/10; 9/4; 23/10; 12/5; 12/5; 
META; english/league-1/oldham-v-portsmouth; 2018-03-16 18:21:25 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Portsmouth; 7/4; 6/4; 31/20; 13/8; 83/50; 17/10; 8/5; 8/5; 8/5; 31/20; 8/5; 8/5; 6/4; 31/20; 6/4; 8/5; 28/17; 6/4; 13/9; 8/5; 31/20; 8/5; 28/17; 13/8; 13/8; 8/5; 13/8
Oldham; 17/10; 9/5; 7/4; 7/4; 179/00; 9/5; 17/10; 17/10; 8/5; 9/5; 17/10; 9/5; 9/5; 9/5; 9/5; 17/10; 8/5; 28/17; 17/10; 8/5; 9/5; 7/4; 8/5; 7/4; 9/5; 7/4; 9/5
Draw; 12/5; 9/4; 11/5; 21/10; 61/25; 12/5; 9/4; 23/10; 40/17; 9/4; 23/10; 21/10; 23/10; 9/4; 23/10; 11/5; 23/10; 12/5; 12/5; 40/17; 12/5; 47/20; 23/10; 11/5; 9/4; 12/5; 23/10
META; english/league-1/oldham-v-portsmouth; 2018-03-16 22:21:33 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Portsmouth; 7/4; 6/4; 33/20; 13/8; 83/50; 7/4; 13/8; 13/8; 8/5; 17/10; 17/10; 13/8; 17/10; 17/10; 13/8; 8/5; 28/17; 6/4; 13/8; 8/5; 7/4; 17/10; 28/17; 13/8; 13/8; 17/10; 13/8
Oldham; 17/10; 9/5; 33/20; 7/4; 179/00; 17/10; 17/10; 13/8; 8/5; 33/20; 13/8; 7/4; 8/5; 33/20; 13/8; 17/10; 28/17; 28/17; 6/4; 8/5; 13/8; 33/20; 28/17; 13/8; 13/8; 17/10; 17/10
Draw; 12/5; 9/4; 11/5; 21/10; 61/25; 5/2; 9/4; 23/10; 40/17; 11/5; 23/10; 11/5; 23/10; 11/5; 12/5; 11/5; 9/4; 12/5; 27/11; 40/17; 12/5; 23/10; 9/4; 9/4; 23/10; 23/10; 23/10
META; english/league-1/oldham-v-portsmouth; 2018-03-17 02:21:13 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Oldham; 17/10; 13/8; 33/20; 7/4; 87/50; 17/10; 17/10; 13/8; 8/5; 33/20; 13/8; 7/4; 13/8; 33/20; 13/8; 8/5; 28/17; 28/17; 6/4; 8/5; 13/8; 33/20; 28/17; 13/8; 13/8; 17/10; 17/10
Portsmouth; 7/4; 17/10; 33/20; 13/8; 87/50; 7/4; 13/8; 13/8; 8/5; 17/10; 17/10; 13/8; 17/10; 17/10; 13/8; 8/5; 28/17; 6/4; 13/8; 8/5; 7/4; 17/10; 28/17; 13/8; 13/8; 17/10; 13/8
Draw; 12/5; 9/4; 11/5; 21/10; 119/0; 5/2; 9/4; 23/10; 40/17; 11/5; 23/10; 11/5; 9/4; 11/5; 12/5; 11/5; 9/4; 12/5; 27/11; 40/17; 12/5; 23/10; 9/4; 9/4; 9/4; 23/10; 23/10
META; english/league-1/oldham-v-portsmouth; 2018-03-17 10:21:17 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Oldham; 17/10; 17/10; 33/20; 7/4; 87/50; 7/4; 17/10; 13/8; 17/11; 17/10; 17/10; 17/10; 17/10; 17/10; 17/10; 17/10; 28/17; 28/17; 27/17; 17/11; 17/10; 17/10; 28/17; 13/8; 17/10; 17/10; 17/10
Portsmouth; 7/4; 7/4; 7/4; 13/8; 15/8; 9/5; 7/4; 17/10; 7/4; 7/4; 7/4; 9/5; 7/4; 9/5; 9/5; 17/10; 7/4; 17/11; 17/10; 7/4; 9/5; 9/5; 7/4; 9/5; 9/5; 9/5; 19/10
Draw; 12/5; 2; 21/10; 11/5; 23/10; 21/10; 21/10; 11/5; 21/10; 21/10; 2; 21/10; 41/20; 2; 21/10; 23/10; 11/5; 11/5; 11/5; 21/10; 28/13; 21/10; 21/10; 21/10; 11/5; ; 
META; english/league-1/oldham-v-portsmouth; 2018-03-17 14:21:33 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Oldham; 17/10; 13/8; 33/20; 13/8; 177/00; 7/4; 17/10; 13/8; 17/11; 33/20; 17/10; 13/8; 13/8; 33/20; 17/10; 8/5; 28/17; 28/17; 19/12; 17/11; 13/8; 33/20; 28/17; 13/8; 13/8; 17/10; 13/8
